datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
1992-03-01,dsm2,base,13,26370.00,25850.00,1400.00,-10482.31,-728.00,18015.69,0.00,0.00,1071.95,2.43,4.13,2.62,3.87,221.86,221.86,277.83,3132.03,657.91,288.00,223.36,223.36,353.95,156.33,261.36,4568.28,6069.45,2605.70,271.47,271.61,8838.38,263.19,543.64,2554.27,642.36,278.13,343.35,827.67,2638.90,222.42,475.16,414.31,220.07,6467.51,154.59,168.54,185.05,495.69,199.93,927.89,440.28,5854.10,454.32,63.20
1992-03-02,dsm2,base,13,23265.00,22770.00,1350.00,-10482.83,-982.30,15114.47,0.00,0.00,1100.97,2.43,4.03,2.64,3.75,224.47,224.47,273.04,2960.36,670.14,282.43,229.45,229.45,343.87,164.73,260.02,4513.82,5578.93,2844.96,267.23,267.36,8650.27,253.00,558.41,2766.99,656.25,273.24,335.81,909.56,2438.51,221.93,479.57,402.66,219.09,6439.81,166.49,182.61,191.11,518.64,205.07,1026.59,420.93,5604.88,449.56,61.80
1992-03-03,dsm2,base,13,20478.00,20020.00,1320.00,-10487.83,-317.59,11627.76,0.00,0.00,1111.99,2.44,4.01,2.67,3.55,226.04,226.04,269.38,2847.15,686.17,276.75,251.98,251.98,336.79,173.92,257.23,4472.35,5286.05,3074.97,263.68,263.80,8448.33,247.62,623.93,2950.64,681.19,269.41,327.08,998.41,2526.64,221.76,484.46,392.21,221.01,6152.14,177.05,192.61,196.82,536.37,208.83,1072.99,403.61,5395.69,447.89,61.60
1992-03-04,dsm2,base,13,18504.00,18040.00,1290.00,-10450.83,6.81,9336.36,0.00,0.00,1145.97,2.30,4.26,2.58,3.59,228.37,228.37,265.77,2773.66,695.31,272.35,280.50,280.50,332.36,183.32,254.55,4421.91,5105.99,3311.41,260.19,260.26,8271.97,244.60,708.78,3102.58,723.02,265.81,321.50,1050.62,2709.98,222.41,490.01,384.73,223.97,6208.37,185.63,213.27,202.42,550.13,212.53,1098.78,388.24,5218.16,442.34,63.20
1992-03-05,dsm2,base,13,17652.00,16940.00,1280.00,-10059.29,-1094.17,9966.88,0.00,0.00,1181.96,2.32,4.15,2.46,3.84,232.12,232.12,261.60,2747.60,679.24,268.75,371.30,371.30,324.72,192.25,251.86,4249.18,4870.89,3810.91,256.68,257.06,7990.49,242.82,985.29,3353.37,845.88,261.63,310.63,1084.98,3515.96,223.03,497.61,380.90,228.95,5698.64,196.80,213.97,207.17,526.93,216.08,1109.00,369.41,4949.59,420.08,63.20
1992-03-06,dsm2,base,13,18355.00,16060.00,1370.00,-10464.38,-2569.41,11830.03,0.00,0.00,1201.99,2.30,4.08,2.39,3.74,243.11,243.11,260.90,2718.74,673.61,267.50,419.54,419.54,320.53,201.31,251.89,4282.82,4617.75,4206.04,255.10,255.27,7621.43,240.93,1094.22,3632.54,910.31,260.90,307.49,1107.31,3657.22,227.09,504.44,382.98,232.14,5525.93,204.75,211.45,214.31,569.95,221.72,1132.41,361.07,4840.48,461.67,63.20
1992-03-07,dsm2,base,13,19874.00,18260.00,1770.00,-10477.35,-2032.19,13198.84,0.00,0.00,1192.00,2.25,4.08,2.30,3.69,252.83,252.83,262.11,2704.26,707.37,266.99,441.73,441.04,325.67,211.60,252.51,4319.11,4528.59,4414.74,255.46,255.61,7288.00,241.80,1113.16,3814.12,928.73,262.12,309.71,1132.08,3610.29,232.64,509.65,387.22,236.12,5476.10,208.22,206.16,220.49,592.29,226.76,1178.68,356.49,4715.99,484.49,63.20
1992-03-08,dsm2,base,13,24373.00,23430.00,2090.00,-10485.92,-1941.26,17918.34,0.00,0.00,1153.02,2.21,3.89,2.27,3.62,269.34,269.34,262.55,2715.42,826.91,267.58,474.60,474.60,326.15,219.32,253.77,4335.02,4446.59,4682.80,256.29,256.65,6909.81,243.46,1207.35,4001.34,979.18,262.57,308.64,1168.01,3724.37,238.36,515.03,390.24,240.06,5444.25,208.32,199.99,224.98,631.32,229.98,1196.27,354.18,4609.97,500.97,63.20
1992-03-09,dsm2,base,13,30104.00,29370.00,1760.00,-10481.40,-2184.98,23567.58,0.00,0.00,978.13,2.27,3.69,2.25,3.39,275.15,275.15,263.98,2676.68,1040.64,267.41,428.11,428.11,324.90,219.71,255.21,4374.25,4404.71,4655.77,257.84,257.96,6602.90,245.20,1040.33,4072.47,921.96,264.01,309.32,1184.64,3322.72,244.98,520.65,390.84,241.48,5536.56,203.94,206.92,224.55,688.72,230.76,1169.32,356.90,4544.21,529.77,63.20
1992-03-10,dsm2,base,13,30555.00,29920.00,1600.00,-10157.35,-1834.80,23832.44,0.00,0.00,792.15,2.37,3.70,2.38,3.23,271.08,271.08,265.79,2610.60,1124.82,267.68,349.06,349.06,324.97,214.56,256.34,4419.16,4435.08,4347.16,259.53,259.46,6280.36,246.45,807.41,3864.95,783.23,265.85,309.82,1171.36,2720.52,251.37,529.53,389.69,242.36,5633.63,207.94,199.24,224.15,677.22,229.60,1073.53,358.93,4511.57,527.22,63.20
