datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_total,cu_delta,cu_suisun,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2005-04-01,dsm2,base,66,37295.51,33831.90,14391.67,6047.65,1206.58,874.51,332.07,44432.95,0.00,0.00,248.80,2.88,3.50,3.01,3.07,257.94,257.94,456.75,284.00,248.31,345.76,190.93,190.93,351.55,166.73,384.66,965.25,1239.81,427.44,434.61,429.79,869.09,261.86,198.53,3161.52,392.97,194.03,455.51,290.02,257.60,443.88,300.36,249.09,447.66,242.61,691.41,154.49,141.93,199.57,266.46,215.01,249.34,418.26,545.63,252.04,53.80
2005-04-02,dsm2,base,66,33968.47,30747.60,14325.00,5457.00,830.05,521.76,308.29,42006.42,0.00,0.00,230.17,2.66,3.77,2.88,3.22,257.43,257.43,444.63,286.02,244.65,344.40,197.40,197.40,353.56,170.98,373.46,823.65,1137.80,539.26,428.07,424.30,874.76,259.43,207.47,4149.47,413.77,197.18,443.99,302.59,259.39,717.54,279.83,256.60,455.44,225.48,654.72,153.52,139.99,194.00,268.90,211.72,243.73,400.46,535.33,258.53,53.80
2005-04-03,dsm2,base,66,30997.25,27889.20,14395.83,6974.00,-190.07,-208.65,18.58,38609.16,0.00,0.00,225.33,2.73,3.99,3.09,3.37,257.91,257.91,440.14,286.41,229.14,340.74,201.50,201.50,356.16,172.24,363.23,754.38,1038.62,684.25,422.14,417.62,892.28,254.34,216.46,5074.99,453.61,203.23,439.71,308.08,238.52,963.64,267.39,238.91,460.77,214.53,615.31,151.80,143.61,190.48,243.29,205.58,229.66,388.46,519.68,252.40,54.40
2005-04-04,dsm2,base,66,28743.62,25534.80,14279.17,7755.00,44.60,-83.15,127.75,35223.19,0.00,0.00,232.78,2.92,4.12,3.33,3.42,256.93,256.93,435.00,289.95,228.77,338.33,204.00,204.00,362.01,172.13,365.41,731.90,961.62,848.34,416.29,412.65,896.11,248.37,225.94,5863.09,543.35,210.00,434.13,307.86,235.61,1140.56,262.09,229.49,467.69,208.91,587.18,154.28,154.47,191.43,234.50,204.15,230.64,371.11,507.15,238.69,54.40
2005-04-05,dsm2,base,66,27140.18,23382.00,14058.33,7651.00,995.46,773.86,221.60,32552.04,0.00,0.00,230.10,3.02,4.10,3.37,3.52,253.01,253.01,432.43,298.06,237.29,328.63,206.87,206.87,362.19,174.03,349.02,710.89,887.60,1131.25,402.49,398.87,900.18,243.67,257.23,6455.52,686.47,215.63,432.35,357.48,249.96,1415.90,255.14,238.83,478.02,206.49,553.27,160.88,160.33,193.21,257.38,203.42,237.97,351.86,496.29,255.99,58.00
2005-04-06,dsm2,base,66,25784.97,22086.00,13683.33,8194.00,725.65,497.89,227.76,30548.66,0.00,0.00,232.67,3.15,3.96,3.43,3.37,251.41,251.41,432.29,313.02,238.33,322.83,209.81,209.81,357.84,178.04,346.75,723.57,831.61,1342.11,393.94,390.43,894.48,239.78,284.84,6570.62,839.98,221.06,432.42,380.67,254.51,1438.17,249.73,243.96,488.20,207.37,576.74,166.34,167.06,195.29,262.23,202.79,239.05,357.36,495.42,256.99,58.00
2005-04-07,dsm2,base,66,25056.99,21330.90,12750.00,8441.00,106.06,57.07,48.99,29259.93,0.00,0.00,236.32,3.23,3.77,3.42,3.12,249.47,249.47,430.63,333.74,241.17,318.44,211.88,211.88,354.87,182.30,342.71,763.72,802.88,1480.02,384.57,381.24,881.63,237.44,299.93,6285.74,948.51,226.09,431.79,409.32,260.15,1333.15,244.96,245.13,496.79,209.25,605.72,170.65,170.34,197.51,264.90,203.38,242.05,364.61,505.67,273.10,56.60
2005-04-08,dsm2,base,66,24141.58,20043.90,11483.33,8123.00,-975.25,-1024.37,49.12,28477.16,0.00,0.00,228.20,3.41,3.62,3.64,2.93,246.98,246.98,427.25,362.52,235.52,313.88,214.61,214.61,349.07,185.22,336.79,807.33,794.52,1583.65,375.55,371.64,863.49,236.68,315.22,6124.90,1049.87,229.61,428.41,434.56,262.03,1348.06,242.45,246.63,503.59,210.32,627.04,173.88,169.48,199.80,267.47,205.08,236.33,374.18,518.50,302.34,54.40
2005-04-09,dsm2,base,66,24229.66,20042.10,10987.50,7887.00,-258.46,-541.62,283.16,27588.62,0.00,0.00,244.96,3.51,3.50,3.70,2.77,245.63,245.63,423.27,394.07,240.14,309.41,217.08,217.08,345.78,188.12,331.45,857.34,807.99,1607.54,368.88,365.48,831.81,237.09,317.10,5844.28,1110.62,229.39,425.08,449.41,265.97,1309.65,242.49,235.98,509.40,210.35,636.26,175.74,168.19,202.07,280.79,207.91,243.93,391.73,533.41,287.64,54.40
2005-04-10,dsm2,base,66,23927.91,20530.80,10304.17,7858.00,261.93,-55.27,317.20,26112.15,0.00,0.00,262.40,3.39,3.38,3.59,2.77,244.50,244.50,414.29,434.09,261.87,303.40,222.34,222.34,342.66,190.86,322.55,911.49,835.16,1718.28,358.96,355.60,799.83,238.18,343.84,5814.27,1195.79,236.30,416.37,464.81,292.39,1396.11,243.00,254.13,514.60,210.70,668.18,176.63,170.69,204.35,305.49,210.28,263.87,413.80,550.92,321.25,54.40
2005-04-11,dsm2,base,66,25095.90,22022.10,9983.33,7854.00,64.92,-185.11,250.03,27160.31,0.00,0.00,260.07,3.29,3.25,3.48,2.64,244.46,244.46,402.76,470.59,271.84,298.07,227.68,227.68,339.38,191.94,312.77,955.42,868.60,1784.55,348.27,344.50,765.82,238.75,359.88,5872.15,1270.83,244.06,404.36,474.13,310.55,1432.89,244.31,273.42,518.68,211.45,684.81,177.33,170.45,204.64,324.68,211.26,272.54,446.91,565.00,344.22,55.40
2005-04-12,dsm2,base,66,25919.32,23052.60,9967.50,7827.00,-316.51,-521.44,204.93,28376.32,0.00,0.00,261.82,3.10,3.22,3.23,2.62,244.36,244.36,391.99,501.29,269.87,293.56,226.48,226.48,337.39,191.58,305.14,992.42,903.30,1806.33,339.02,335.25,737.97,238.96,357.68,5902.73,1313.23,247.90,393.41,476.53,307.21,1420.14,245.67,277.85,521.69,212.83,680.16,177.18,160.88,203.93,337.16,210.93,270.87,468.61,578.87,353.32,55.20
2005-04-13,dsm2,base,66,24724.88,22025.70,10595.83,7548.00,-239.89,-522.94,283.05,28012.61,0.00,0.00,264.48,2.84,3.33,2.87,2.80,243.75,243.75,381.85,522.66,271.07,287.66,223.21,223.21,333.27,190.58,297.80,1018.16,931.46,1773.12,329.63,327.03,711.92,238.81,341.72,6251.34,1306.44,245.98,382.96,472.53,302.00,1478.66,248.99,275.81,524.15,213.88,675.81,172.98,155.83,202.44,334.51,209.78,272.33,467.11,592.58,365.84,57.40
2005-04-14,dsm2,base,66,23774.61,20988.90,9785.83,7787.00,52.45,-333.90,386.35,25720.99,0.00,0.00,261.27,2.36,3.45,2.30,3.05,242.04,242.04,367.89,547.25,272.14,281.79,223.73,223.73,329.77,188.56,287.86,1038.06,959.36,1837.34,319.11,316.47,702.64,238.37,358.57,7175.36,1328.63,245.23,368.58,459.55,305.85,1747.61,253.17,276.94,525.27,214.20,672.50,169.40,155.44,199.66,317.56,206.65,273.03,455.40,601.53,368.05,59.60
2005-04-15,dsm2,base,66,23490.42,20668.50,9230.00,8372.00,432.56,39.14,393.42,23915.86,0.00,0.00,252.46,1.95,3.56,1.89,3.23,241.26,241.26,351.22,556.08,268.71,278.63,220.88,220.88,327.67,185.54,280.60,1051.14,982.31,1918.59,309.77,307.48,699.41,237.51,343.65,7890.82,1339.06,243.60,352.18,444.96,312.01,1946.69,258.41,277.64,525.71,214.78,664.82,168.37,154.45,196.39,315.19,206.39,269.18,439.93,604.82,363.74,59.60
2005-04-16,dsm2,base,66,22847.70,19956.60,9005.83,7954.00,649.91,251.78,398.13,23249.62,0.00,0.00,278.99,1.77,3.73,1.66,3.36,240.91,240.91,334.25,555.59,271.85,272.71,217.87,217.87,328.32,183.39,270.94,1066.14,999.54,2052.88,298.82,296.17,705.53,236.94,348.37,8632.71,1349.14,241.24,335.04,418.27,305.11,2268.66,260.63,273.44,525.72,214.77,691.79,167.45,159.28,195.04,314.51,204.44,275.01,424.60,607.45,348.15,61.40
2005-04-17,dsm2,base,66,22501.13,19576.80,8919.58,5931.00,550.46,201.48,348.98,24939.25,0.00,0.00,274.03,1.67,3.96,1.55,3.58,240.34,240.34,332.41,558.56,288.07,271.94,215.04,215.04,328.85,182.18,269.92,1084.85,1015.60,2190.89,296.03,293.06,708.94,236.01,345.47,9303.77,1417.54,239.35,333.10,407.14,327.41,2396.58,265.09,281.88,525.16,215.46,705.87,169.04,160.61,194.64,322.89,206.10,288.84,425.81,612.73,349.01,63.20
2005-04-18,dsm2,base,66,21888.17,19028.70,8729.58,4379.00,430.10,54.40,375.70,25808.65,0.00,0.00,270.00,1.55,4.16,1.45,3.87,238.59,238.59,332.67,568.52,282.25,271.45,217.23,217.23,326.53,182.70,271.64,1122.69,1033.45,2483.81,295.27,293.42,726.20,234.89,367.82,10114.83,1552.42,240.31,333.50,406.14,322.60,2673.13,269.00,291.36,524.09,216.20,804.57,170.49,163.00,196.39,324.11,208.46,283.18,430.46,618.39,309.83,63.20
