datetime,model,scene,case,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2013-01-01,dsm2,baseline,79,43684.00,2342.00,4100.00,2684.08,42945.87,0.00,0.00,489.00,2.62,3.98,2.57,3.99,204.06,204.06,305.63,558.55,397.63,245.77,151.54,151.54,283.08,137.93,249.58,1617.01,2202.41,326.05,268.95,266.97,4094.64,193.71,155.09,548.91,154.08,306.49,413.03,427.49,291.14,273.16,454.66,440.61,178.39,2643.25,140.49,138.06,152.97,437.69,162.03,409.87,427.70,2507.68,419.50,53.80
2013-01-02,dsm2,baseline,79,38309.00,2120.00,5819.00,2728.81,35815.00,0.00,0.00,567.96,2.00,3.99,1.98,3.98,195.49,195.49,285.87,527.19,415.88,238.33,153.20,153.20,275.24,143.04,239.66,1393.92,2017.67,417.69,259.40,257.65,3834.35,193.02,160.52,513.09,156.20,286.79,380.67,443.49,500.93,258.18,432.99,427.39,177.60,2335.38,146.78,146.85,155.59,418.08,163.62,477.52,383.92,2298.72,405.20,53.80
2013-01-03,dsm2,baseline,79,35360.00,1951.00,5615.00,2688.28,33074.52,0.00,0.00,622.97,1.70,3.94,1.69,3.94,194.72,194.72,267.85,493.83,480.78,233.03,152.92,152.92,265.93,149.05,232.55,1376.10,1855.65,484.81,249.19,247.58,3729.35,191.08,161.82,524.06,157.89,268.61,350.80,470.68,498.89,249.95,420.99,405.18,176.24,2439.40,152.52,156.39,160.71,388.32,167.19,551.26,365.31,2172.76,387.28,53.80
2013-01-04,dsm2,baseline,79,33318.00,1867.00,4076.00,2672.31,32528.76,0.00,0.00,675.97,1.60,3.92,1.60,3.92,193.95,193.95,257.02,465.54,546.86,227.58,155.58,155.58,258.17,154.52,227.52,1369.82,1759.28,547.87,241.14,239.96,3660.81,190.23,164.46,544.37,159.64,257.95,336.23,524.38,529.18,243.80,416.92,384.09,176.52,2516.17,159.88,168.33,165.98,392.34,171.50,608.93,366.95,2102.64,400.76,53.80
2013-01-05,dsm2,baseline,79,30282.00,1814.00,3709.00,776.99,31614.76,0.00,0.00,714.98,1.78,3.93,1.80,3.94,193.78,193.78,253.91,442.31,609.03,223.44,159.70,159.70,251.89,161.91,224.56,1372.14,1690.36,608.00,236.40,235.62,3578.35,190.30,171.28,573.25,162.29,254.81,336.78,581.43,559.19,242.49,417.31,365.69,179.18,2646.39,168.99,178.47,172.35,437.92,175.89,663.86,379.60,2071.83,435.68,53.80
2013-01-06,dsm2,baseline,79,28376.00,1868.00,2778.00,-230.94,31550.99,0.00,0.00,738.99,2.31,3.97,2.35,3.97,193.07,193.07,256.72,426.58,666.83,220.74,165.56,165.56,247.52,170.72,222.37,1346.18,1646.49,696.83,234.62,233.59,3481.97,191.53,182.45,617.27,166.59,257.92,344.33,638.03,645.32,245.02,425.57,348.36,184.17,2565.84,175.74,183.26,178.44,436.46,180.11,710.31,412.23,2040.65,468.63,53.80
2013-01-07,dsm2,baseline,79,27056.00,1983.00,6181.00,-175.76,26417.34,0.00,0.00,737.00,2.90,3.98,2.93,3.97,193.01,193.01,258.18,421.04,713.89,219.05,172.89,172.89,245.89,178.20,221.42,1288.56,1598.16,835.55,233.75,232.42,3336.69,193.28,201.07,680.85,173.18,259.47,347.05,697.86,781.56,248.13,446.17,331.87,189.59,2428.21,181.06,190.30,183.24,451.23,184.46,742.20,451.35,1997.37,487.11,53.80
2013-01-08,dsm2,baseline,79,26034.00,2173.00,4975.00,50.30,26098.05,0.00,0.00,679.03,3.43,3.86,3.46,3.86,193.05,193.05,255.32,425.71,740.79,217.85,181.46,181.46,243.88,183.52,220.04,1231.03,1527.49,1031.76,231.34,230.44,3193.35,195.58,235.79,789.41,182.31,255.67,346.86,742.67,1015.26,247.91,478.09,318.58,194.14,2266.86,186.19,194.39,187.43,560.26,188.56,753.77,476.19,1971.97,502.89,54.40
2013-01-09,dsm2,baseline,79,25076.00,2267.00,4784.00,-153.00,25201.07,0.00,0.00,680.00,3.77,3.84,3.78,3.84,194.48,194.48,256.33,421.41,743.65,217.40,190.35,190.35,240.61,188.58,221.04,1202.66,1447.56,1208.09,231.35,230.52,3117.29,197.96,266.67,907.22,192.54,256.55,350.38,767.45,1126.41,252.56,524.69,311.06,199.37,2164.74,189.96,197.92,191.86,631.19,192.72,710.91,502.36,1962.05,552.46,54.40
2013-01-10,dsm2,baseline,79,24650.00,2200.00,4519.00,1201.86,23449.92,0.00,0.00,653.01,3.98,3.97,3.99,3.98,196.11,196.11,256.44,448.88,694.55,217.42,200.19,200.19,237.49,192.40,222.41,1179.78,1380.10,1379.28,232.00,231.16,3032.79,200.36,314.00,1019.64,204.83,256.78,353.05,767.33,1314.82,256.06,580.27,305.47,203.94,2095.98,192.68,198.11,195.34,659.10,196.22,689.81,517.74,1912.60,574.72,54.40
2013-01-11,dsm2,baseline,79,24880.00,2079.00,4194.00,2847.45,22055.75,0.00,0.00,702.97,4.11,4.10,4.12,4.11,197.77,197.77,252.51,492.29,685.97,217.21,222.26,222.26,233.74,195.14,222.90,1170.24,1319.91,1661.73,231.83,230.80,2848.83,202.24,399.89,1185.15,224.90,252.90,346.56,726.07,1653.11,254.97,617.99,300.14,206.58,2008.73,193.95,197.43,197.87,648.98,198.80,667.35,479.54,1819.04,545.45,56.40
2013-01-12,dsm2,baseline,79,24037.00,1956.00,5738.00,3218.08,18853.42,0.00,0.00,733.98,4.13,4.14,4.13,4.14,200.16,200.16,246.50,544.69,668.98,217.06,248.63,248.63,230.05,196.92,222.48,1221.71,1277.51,1972.55,230.62,229.82,2660.23,203.55,496.07,1412.00,255.96,246.84,331.38,707.35,1962.09,251.65,640.25,296.66,207.99,1886.34,194.25,197.20,199.15,532.81,200.24,694.37,426.86,1730.60,498.25,59.60
2013-01-13,dsm2,baseline,79,23962.00,1845.00,6382.00,3295.11,17596.74,0.00,0.00,804.96,3.81,4.08,3.78,4.07,203.63,203.63,240.83,611.75,677.66,217.05,274.86,274.76,227.46,197.97,221.58,1313.98,1277.07,2278.25,228.96,228.24,2498.47,204.45,583.84,1656.43,292.75,241.19,315.10,687.29,2206.00,247.35,649.90,293.49,208.74,1836.31,194.66,196.28,199.70,442.50,200.89,726.67,393.73,1666.01,449.59,59.60
