datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,delta_cu,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_flow,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,oh4,rsl,vcu,mtz,god,gzl,frk,bac,hol,ori
2006-11-24,SCHISM,slr_base,5,19720.10,19076.41,3216.67,9150.79,-191.92,13594.05,1.00,0.00,2.69,6.93,86.40,193.40,385.32,569.34,537.47,391.85,779.96,439.20,760.16,19206.62,11622.92,7651.89,1788.64,257.91,4667.09,1764.46,408.01,423.93,712.39,774.39,181.46,13118.37,1227.90,11016.76,8298.60,13537.87,955.85,189.72,960.33,4675.72,7650.65,507.83,439.20,391.85,15081.22,16256.18,16914.66,764.49,598.41,739.91,523.81
2006-11-25,SCHISM,slr_base,5,20132.92,19531.55,3119.54,9348.44,-311.46,13592.57,1.00,0.00,3.03,6.90,85.40,242.20,553.66,578.13,567.46,403.33,786.55,441.53,778.31,18906.73,11295.98,7255.78,1705.01,244.09,4427.73,1684.90,389.93,420.32,722.74,779.55,181.90,13144.20,1233.94,10893.55,7822.18,13512.28,938.51,192.10,899.27,4436.02,7252.95,534.11,441.53,403.33,14924.83,16206.43,16771.07,752.52,620.95,754.79,567.46
2006-11-26,SCHISM,slr_base,5,20436.80,19859.66,3025.23,9795.74,-614.16,13052.13,1.00,0.00,3.37,6.94,85.00,193.50,807.66,601.96,589.01,417.78,799.74,455.28,779.96,18428.08,10769.87,6667.54,1510.57,227.44,4159.76,1616.77,376.08,413.53,732.88,791.29,192.10,13113.00,1237.95,10733.97,7339.15,13406.88,896.82,211.63,849.07,4169.58,6664.51,553.83,455.28,417.78,14693.99,15886.26,16589.03,754.17,638.04,752.93,598.41
2006-11-27,SCHISM,slr_base,5,20736.35,20089.09,2944.75,10161.28,-853.91,12665.90,1.00,0.00,3.59,6.91,84.40,304.10,1158.01,667.17,613.24,428.39,799.74,466.70,796.85,18173.40,10423.40,6509.71,1343.19,223.54,3966.01,1533.59,367.34,412.26,736.19,795.21,195.14,13035.83,1240.16,10524.85,6519.89,13238.07,856.87,198.18,793.56,3973.08,6508.63,569.13,466.70,428.39,14529.05,15849.89,16276.86,784.91,645.12,770.27,621.37
2006-11-28,SCHISM,slr_base,5,20811.06,20099.25,2880.56,10191.04,-989.04,12511.54,1.00,0.00,3.77,6.76,83.20,331.50,1320.54,667.17,619.70,446.18,799.74,481.48,799.74,17272.57,9696.65,6061.94,1146.53,224.41,3551.96,1414.27,359.87,400.99,739.29,799.74,197.96,12964.82,1226.30,10261.78,5919.22,13038.51,821.13,197.10,741.98,3558.71,6060.14,590.05,481.48,446.18,14194.43,15589.81,15854.99,746.52,662.39,789.23,624.92
2006-11-29,SCHISM,slr_base,5,21198.38,20058.11,2809.48,10141.90,-1078.60,12787.36,1.00,0.00,3.75,6.63,82.60,148.00,1226.60,673.61,631.59,457.19,784.70,500.03,799.74,15888.73,8512.07,5226.39,850.30,221.16,2987.65,1233.13,345.13,382.90,750.66,793.76,197.75,12866.38,1188.87,9941.44,5437.86,12782.50,753.96,177.55,667.17,2995.05,5223.47,610.11,500.03,457.19,13677.08,14842.34,15269.83,658.85,685.23,790.88,647.20
2006-11-30,SCHISM,slr_base,5,21154.90,19999.78,2743.66,10249.39,-1153.14,12496.03,1.00,0.00,3.53,6.64,82.60,112.10,1265.24,640.13,629.09,465.43,788.41,519.82,792.94,15594.60,8106.75,4589.00,819.28,221.81,2775.84,1144.91,314.07,364.57,754.79,784.29,200.13,12724.64,1162.26,9686.29,4845.66,12579.38,674.65,171.25,576.46,2782.52,4586.43,615.74,519.82,465.43,13359.01,14268.64,14636.93,608.65,703.28,775.63,636.38
2006-12-01,SCHISM,slr_base,5,20688.04,19490.66,2702.55,10289.64,-1094.96,12005.99,1.00,0.00,3.25,6.67,82.20,118.40,1213.36,629.71,620.54,463.74,809.00,555.72,796.24,15677.98,7962.47,4452.79,745.08,212.71,2654.30,1073.73,305.05,353.25,757.88,787.79,201.65,12538.79,1142.29,9414.25,4287.44,12399.90,628.04,171.25,534.74,2660.23,4450.21,629.29,555.72,463.74,13078.11,13966.25,14056.74,594.65,695.81,752.31,623.25
2006-12-02,SCHISM,slr_base,5,19981.28,18773.96,2673.56,10239.79,-946.64,11468.42,1.00,0.00,2.90,6.75,82.20,100.80,1047.44,640.96,622.62,462.68,780.78,598.41,804.88,15435.60,7737.52,4294.83,665.30,199.27,2513.93,1007.97,290.01,340.85,766.14,798.91,199.05,12381.18,1118.05,9068.42,4064.46,12147.02,585.04,171.25,491.18,2519.69,4292.06,637.42,598.41,462.68,12740.45,13502.75,13793.46,584.41,678.18,728.95,629.29
2006-12-03,SCHISM,slr_base,5,18747.63,17532.91,2625.61,10312.89,-932.42,10127.92,1.00,0.00,2.46,6.80,82.40,80.90,1013.32,633.67,624.92,462.68,758.09,618.45,790.67,15660.85,7724.13,4171.80,595.28,194.71,2412.16,946.26,281.62,331.64,770.89,784.49,196.23,12197.36,1099.24,8632.31,4010.99,11853.66,544.40,159.94,437.29,2417.36,4169.39,625.33,618.45,462.68,12457.23,13140.01,13611.25,573.53,660.10,701.62,627.21
2006-12-04,SCHISM,slr_base,5,17373.67,16141.80,2581.08,9623.79,-942.99,9387.98,1.00,0.00,2.01,6.84,82.40,70.10,1013.09,621.37,610.32,461.84,757.27,628.46,769.24,16007.47,7990.40,4342.30,581.27,192.10,2415.24,919.92,284.20,317.93,774.60,760.77,192.10,11917.84,1081.02,8341.30,4013.77,11635.81,509.93,156.90,387.59,2420.44,4341.38,617.83,628.46,461.84,12328.04,13079.62,13347.29,570.81,638.25,679.21,615.53
2006-12-05,SCHISM,slr_base,5,16296.91,15115.27,2577.06,8523.80,-917.12,9433.05,1.00,0.00,1.68,6.86,82.40,67.00,984.12,617.41,594.86,461.42,751.69,645.33,763.46,15975.08,8021.83,4369.62,543.35,192.10,2345.05,879.00,276.02,316.43,779.96,754.58,192.10,11651.76,1064.21,7985.48,4177.91,11408.40,494.56,150.37,360.94,2351.03,4368.33,603.01,645.33,461.42,12140.43,12946.18,13350.30,562.22,622.62,655.73,608.23
2006-12-06,SCHISM,slr_base,5,15282.16,14146.98,2592.38,8141.52,-882.90,8850.11,1.00,0.00,1.43,6.90,82.20,65.70,948.60,632.21,601.34,459.94,748.80,667.58,760.16,15974.59,8031.13,4299.08,519.40,192.10,2267.94,831.41,266.11,311.49,779.96,744.87,191.45,11419.45,1051.84,7670.57,4455.01,11190.78,479.37,150.37,342.77,2273.55,4297.97,596.53,667.58,459.94,12034.76,12800.66,13420.77,545.03,606.98,637.21,604.47
2006-12-07,SCHISM,slr_base,5,14590.89,13474.56,2616.57,8654.68,-818.51,7734.27,1.00,0.00,1.32,6.90,82.60,86.80,905.31,605.72,546.91,454.65,756.03,702.86,760.16,16123.33,8107.63,4222.34,502.98,191.89,2204.04,799.32,260.50,306.77,779.96,740.74,189.50,11209.68,1036.21,7369.04,4537.32,11018.30,458.88,150.37,333.14,2209.66,4221.42,582.53,702.86,454.65,11936.97,12698.73,13528.00,529.28,592.56,620.12,551.95
2006-12-08,SCHISM,slr_base,5,13936.64,12831.72,2649.75,8868.08,-782.68,6935.63,1.00,0.00,1.38,6.95,83.20,-12.70,769.98,582.94,540.41,445.76,789.64,720.47,760.16,17020.71,8603.01,4368.70,583.15,180.38,2351.42,817.02,272.79,298.18,779.96,756.03,179.94,11054.11,1022.40,7254.72,4559.95,10965.92,423.93,148.19,340.21,2357.40,4367.59,563.90,720.47,445.76,12005.16,12807.55,13627.96,537.26,571.23,612.40,556.14
2006-12-09,SCHISM,slr_base,5,13270.95,12085.28,2689.59,8914.24,-1334.95,5711.35,1.00,0.00,1.59,7.01,83.00,57.40,1392.35,573.74,548.38,444.28,803.03,720.47,776.87,18320.81,9393.83,4884.64,728.33,176.25,2588.01,856.45,286.35,302.05,779.96,788.82,174.94,10882.28,1016.71,7100.86,4464.22,10913.87,417.99,144.71,346.84,2596.26,4883.36,545.03,720.47,444.28,12234.01,13246.12,13997.25,563.27,543.35,614.70,559.91
2006-12-10,SCHISM,slr_base,5,13155.36,11853.78,2738.52,9363.17,-1845.05,4685.66,1.00,0.00,2.09,6.98,83.00,74.40,1919.45,607.81,579.60,449.36,799.74,720.47,798.29,18034.48,9390.89,4810.68,735.16,175.16,2601.62,840.24,267.40,301.40,774.19,798.09,174.94,10716.70,1001.06,6808.50,4814.35,10735.85,440.26,150.37,366.49,2610.82,4808.49,536.00,720.47,449.36,12158.85,13440.52,14332.00,553.63,534.74,604.26,602.80
2006-12-11,SCHISM,slr_base,5,14382.33,13031.96,2835.89,10208.32,-1972.21,5037.69,1.00,0.00,2.67,6.97,83.20,19.30,1991.51,623.04,585.25,447.67,799.74,719.85,802.00,17770.11,9290.61,4740.12,804.47,177.99,2617.15,834.49,268.05,297.75,764.90,799.74,175.60,10638.87,978.06,6725.31,5022.62,10586.49,439.83,141.23,383.33,2626.53,4736.64,520.45,719.85,447.67,12119.81,13563.28,14691.67,539.36,533.90,596.74,617.83
2006-12-12,SCHISM,slr_base,5,15145.44,13800.63,2958.63,10409.16,-2632.74,5062.17,1.00,0.00,3.32,6.93,83.20,-4.30,2628.44,640.33,581.90,457.61,772.54,698.30,805.50,17720.18,9396.43,4994.50,809.82,179.94,2740.71,861.17,260.28,299.68,761.81,791.50,175.60,10567.83,962.17,6566.70,4846.03,10358.57,441.10,150.37,400.14,2747.59,4991.58,508.25,698.30,457.61,12033.58,13572.31,14752.69,536.42,525.91,577.30,624.50
2006-12-13,SCHISM,slr_base,5,15259.91,13927.18,3065.01,10208.22,-2697.86,5418.85,1.00,0.00,3.99,6.81,83.00,-9.70,2688.16,660.72,597.37,459.30,779.55,680.46,797.06,17498.32,9231.51,5192.89,853.38,185.81,2707.09,847.02,261.15,299.68,760.16,779.13,173.86,10514.57,944.43,6465.91,4739.39,10209.57,465.01,150.37,432.20,2715.31,5189.98,509.30,680.46,459.30,11858.57,13543.72,14758.32,520.45,518.77,574.99,640.96
2006-12-14,SCHISM,slr_base,5,16193.86,14845.50,3229.47,10966.87,-2238.94,6217.51,1.00,0.00,4.38,6.68,83.40,84.00,2322.94,652.41,587.55,460.36,736.40,660.72,805.29,16942.93,8864.88,5097.79,920.13,200.57,2624.43,827.09,261.58,299.25,773.98,767.38,173.20,10421.00,922.99,6418.86,4662.50,10054.00,482.11,150.37,471.56,2632.85,5095.60,508.67,660.72,460.36,11633.78,13372.57,14673.09,494.56,527.18,568.29,628.67
2006-12-15,SCHISM,slr_base,5,17628.60,16257.89,3349.07,11523.90,-1731.58,7722.18,0.41,0.00,4.57,6.69,83.60,185.90,1917.48,633.25,584.62,439.62,708.04,659.06,770.06,16842.55,9071.55,5385.42,983.36,200.35,2747.40,823.81,273.22,296.25,789.44,722.54,174.29,10308.81,900.09,6456.43,4608.12,10026.65,493.50,150.37,494.98,2755.61,5381.43,510.14,659.06,439.62,11602.89,13372.90,14571.05,481.06,521.71,559.70,605.51
2006-12-16,SCHISM,slr_base,5,22851.50,21293.73,2860.07,11560.34,-1430.69,12720.54,0.00,0.00,4.56,6.81,83.60,188.00,1618.69,599.04,562.85,425.63,690.21,640.75,741.98,17125.55,9354.70,5664.77,982.54,194.06,2979.11,888.42,304.20,293.45,795.21,703.28,185.81,10191.36,879.62,6544.91,4601.14,10054.00,510.77,152.98,494.34,2985.56,5662.06,504.04,640.75,425.63,11653.80,13180.42,14508.79,479.79,513.09,548.38,571.02
2006-12-17,SCHISM,slr_base,5,28188.43,26656.09,2404.32,11647.51,-597.62,18347.61,0.00,0.00,4.40,6.84,83.00,164.90,762.52,573.95,540.41,422.02,663.22,622.62,720.05,16753.07,9220.59,5586.08,852.56,181.03,3091.92,956.26,318.57,300.11,797.68,699.13,185.81,9953.67,868.14,6541.87,4812.15,10039.72,511.19,152.98,481.06,3097.04,5584.09,500.03,622.62,422.02,11512.90,13020.38,14455.97,482.11,505.72,538.94,545.86
2006-12-18,SCHISM,slr_base,5,28744.37,27352.81,2432.98,11788.22,-271.62,19117.51,0.00,0.00,4.13,6.80,82.20,136.40,408.02,553.42,523.81,420.75,660.72,617.20,693.95,16454.01,8774.18,5073.90,553.21,179.51,2951.95,979.69,326.93,304.20,799.74,691.04,179.29,9712.70,869.78,6507.74,4782.29,9934.38,492.66,274.08,394.19,2956.89,5071.34,488.23,617.20,420.75,11501.69,12861.84,14232.54,485.28,493.08,525.49,529.91
2006-12-19,SCHISM,slr_base,5,27093.83,25805.04,2424.68,11756.91,-276.28,17485.32,0.00,0.00,3.74,6.76,81.80,112.60,388.88,547.75,515.61,420.54,658.64,601.96,682.33,15309.48,7877.94,4243.25,365.63,223.33,2667.50,964.00,327.79,310.64,796.24,677.76,171.25,9584.40,871.22,6326.83,4322.17,9738.23,487.81,265.03,357.95,2671.52,4240.47,482.11,601.96,420.54,11182.77,12347.10,13741.88,492.66,487.18,516.66,520.87
2006-12-20,SCHISM,slr_base,5,24738.74,23481.08,2425.92,11636.71,-259.47,15268.48,0.00,0.00,3.51,6.86,81.60,115.80,375.27,541.67,498.56,413.96,643.04,599.04,675.89,14993.36,7416.25,3840.92,383.12,248.20,2513.35,966.04,353.46,323.29,782.23,670.28,172.34,9496.42,873.06,6328.27,3782.18,9646.06,502.77,188.20,373.95,2515.66,3838.13,475.78,599.04,413.96,10986.74,11996.53,13153.59,506.77,474.94,515.61,507.83
2006-12-21,SCHISM,slr_base,5,22363.83,21098.23,2439.66,11255.75,-791.66,12756.08,0.00,0.00,3.24,6.91,81.60,81.70,873.36,531.59,491.39,399.93,640.75,584.41,670.49,14946.02,7313.84,3645.23,410.13,246.25,2452.01,1003.09,382.05,339.14,779.96,662.18,195.14,9406.46,876.34,6293.14,3372.79,9563.84,526.76,154.72,414.81,2455.29,3644.11,464.38,584.41,399.93,10839.59,11818.93,12800.49,528.02,473.88,521.71,488.02
2006-12-22,SCHISM,slr_base,5,20730.99,19318.38,2445.50,11252.21,-1152.18,10772.11,0.00,0.00,2.95,7.00,81.80,66.70,1218.88,496.03,476.20,389.29,640.75,580.64,662.59,15012.06,7286.94,3539.03,468.81,213.58,2362.41,1011.02,382.69,350.68,779.75,647.41,217.48,9366.48,875.52,6240.25,3180.83,9486.39,509.93,149.06,419.48,2366.85,3536.59,462.26,580.64,389.29,10683.01,11704.52,12620.30,534.95,472.19,538.10,478.95
2006-12-23,SCHISM,slr_base,5,20081.52,18642.84,2470.78,11498.90,-1240.51,9812.89,0.00,0.00,2.82,7.19,80.20,63.70,1304.21,494.98,478.10,377.58,635.34,580.64,661.14,15408.21,7670.75,3602.36,520.03,192.76,2386.14,1047.37,389.08,369.05,775.84,644.91,235.23,9323.36,878.80,6167.94,3105.93,9474.98,496.66,148.63,422.45,2392.11,3600.87,460.15,580.64,377.58,10676.51,11714.52,12560.86,550.27,472.19,551.53,476.63
2006-12-24,SCHISM,slr_base,5,19974.56,18614.57,2502.57,11707.36,-1333.25,9436.52,0.00,0.00,2.65,6.95,78.40,30.80,1364.05,531.59,504.04,376.08,620.95,568.08,657.40,14296.25,6686.09,2994.86,386.95,182.11,2066.52,963.60,365.85,376.30,769.85,640.54,233.71,9288.71,876.14,5784.35,3226.92,9210.36,525.07,150.37,423.08,2068.46,2993.15,461.84,568.08,376.08,10263.67,11290.19,12516.21,557.61,482.11,549.64,491.18
2006-12-25,SCHISM,slr_base,5,19911.37,18577.92,2513.55,11795.06,-1444.58,9185.28,0.00,0.01,2.61,6.72,79.40,21.40,1465.98,521.08,488.44,369.47,619.50,554.04,645.33,14059.74,6261.41,2738.04,346.84,187.54,1902.76,930.14,359.87,379.71,761.60,621.58,228.09,9234.81,873.88,5626.79,2874.74,9026.91,482.11,150.37,370.75,1905.90,2736.13,461.20,554.04,369.47,10020.80,11096.73,12205.81,563.69,491.60,552.58,477.26
2006-12-26,SCHISM,slr_base,5,19726.97,18403.24,2521.54,11833.00,-1366.60,9048.90,0.00,1.00,2.70,6.79,81.40,302.30,1668.90,510.14,485.28,374.38,620.75,540.41,639.08,14796.78,6642.92,2899.29,339.78,189.50,1945.79,957.89,390.36,383.76,757.68,613.03,213.36,9102.28,871.83,5388.69,2409.46,8881.58,472.40,162.99,357.31,1948.13,2897.39,461.42,540.41,374.38,9823.94,11016.08,11952.20,595.49,492.03,563.48,465.43
2006-12-27,SCHISM,slr_base,5,19235.34,17760.20,2523.49,11977.93,-1594.83,8186.07,0.00,1.00,2.70,6.86,80.00,333.20,1928.03,492.87,477.89,371.18,620.75,540.41,641.38,15122.73,7433.74,3806.62,357.95,191.67,2177.47,964.21,476.20,390.78,753.55,619.29,198.83,8893.41,876.14,4724.53,2618.87,8627.43,523.39,166.25,351.11,2179.02,3804.20,481.48,540.41,371.18,9440.21,11485.90,12148.37,606.35,517.50,611.57,456.55
2006-12-28,SCHISM,slr_base,5,19735.49,18059.94,2532.10,11709.24,-1664.46,8893.90,0.00,1.00,2.68,6.83,80.20,86.50,1750.96,516.45,501.72,374.59,608.44,540.41,629.29,13767.58,6497.19,3691.79,281.40,194.06,1841.44,878.80,443.43,385.46,741.36,611.57,199.05,8772.26,868.55,4051.47,3225.97,8169.52,507.19,165.38,338.07,1842.62,3690.11,507.40,540.41,374.59,8782.71,10651.53,12237.39,501.72,552.16,613.24,489.07
2006-12-29,SCHISM,slr_base,5,22433.60,20632.90,2560.70,11376.08,-1738.65,11879.57,0.00,1.00,2.71,6.77,80.20,65.30,1803.95,506.77,501.30,379.07,600.71,534.53,626.38,14104.54,6587.06,3176.67,281.62,195.58,1848.90,853.38,405.46,389.93,731.85,603.22,205.12,8598.82,863.22,3924.16,2808.26,7764.28,478.53,163.64,326.08,1853.80,3173.46,518.77,534.53,379.07,8384.67,10031.12,11931.55,493.71,572.27,604.05,490.76
2006-12-30,SCHISM,slr_base,5,27829.81,25899.98,2558.79,11091.64,-1747.65,17549.32,0.00,1.00,2.56,6.86,80.40,52.60,1800.25,502.98,500.03,389.72,603.63,528.23,624.71,14056.24,6557.59,3115.97,264.81,195.14,1876.92,830.79,400.36,392.48,728.95,600.71,202.52,8281.62,861.58,3835.52,2376.50,7337.55,452.53,153.85,313.21,1879.47,3113.69,522.76,528.23,389.72,8040.96,9431.04,11585.41,517.29,565.57,596.12,505.30
2006-12-31,SCHISM,slr_base,5,30625.82,28951.46,2541.02,11319.12,-1599.47,20248.26,0.00,1.00,2.38,7.02,79.40,47.40,1646.87,510.14,506.14,405.88,620.75,540.41,628.67,14461.79,6672.89,3191.98,234.79,191.24,1930.74,828.53,407.16,396.10,725.23,600.71,198.18,7802.30,855.84,3715.34,2266.01,7050.64,424.57,153.63,293.24,1933.47,3189.52,521.08,540.41,405.88,7953.34,9286.46,11419.96,547.75,555.30,594.86,508.25
2007-01-01,SCHISM,slr_base,5,28124.66,26675.73,2552.60,11149.42,-934.25,18593.60,0.00,1.00,2.29,7.01,78.00,44.10,978.35,524.65,510.56,420.11,620.75,550.27,648.45,13957.42,6304.61,2872.08,209.24,184.72,1849.29,804.88,396.95,396.10,715.91,608.02,192.10,7407.41,853.99,3495.32,2268.33,6758.63,409.28,219.64,273.44,1851.84,2869.99,523.18,550.27,420.11,7631.44,9059.74,11279.30,569.97,552.58,591.31,517.93
2007-01-02,SCHISM,slr_base,5,24700.30,23317.70,2560.99,10018.14,-883.26,16359.89,0.00,1.00,2.21,6.99,78.20,26.10,909.36,533.90,522.76,424.57,624.08,580.64,668.41,13040.19,5703.27,2373.60,192.10,203.39,1686.28,760.16,375.23,388.87,708.66,620.75,192.10,7132.26,853.58,3310.65,1872.02,6446.41,404.82,204.04,265.24,1687.86,2371.48,522.97,580.64,424.57,7298.98,8419.29,10879.89,576.88,550.69,589.01,526.55
2007-01-03,SCHISM,slr_base,5,22357.95,21038.18,2547.87,9413.80,-855.76,14636.28,0.00,1.00,2.17,7.08,78.80,148.00,1003.76,542.51,520.45,425.20,639.71,589.01,681.08,13433.33,5793.01,2446.63,202.09,221.38,1651.15,752.10,383.97,390.99,698.30,620.75,192.10,6806.90,852.97,3185.74,1668.33,6209.76,408.43,157.11,276.24,1653.72,2445.47,522.97,589.01,425.20,7222.84,8369.98,10421.00,583.78,551.11,592.77,517.93
2007-01-04,SCHISM,slr_base,5,20956.54,19544.69,2525.89,9318.16,-1062.73,13101.54,0.00,1.00,2.12,7.05,77.80,325.90,1388.63,537.05,527.18,423.93,640.75,600.71,687.10,13765.75,6067.87,2682.61,243.87,209.24,1692.20,760.36,417.99,386.52,695.19,630.75,193.62,6496.12,851.33,2955.94,1947.55,6036.04,414.59,150.37,292.16,1692.39,2680.51,533.69,600.71,423.93,7041.23,8578.75,10178.47,580.64,554.04,602.59,503.40
2007-01-05,SCHISM,slr_base,5,20612.57,18665.60,2504.38,8801.24,-870.46,13445.24,0.00,1.00,2.08,6.94,77.40,81.70,952.16,543.77,534.11,425.63,640.75,600.71,669.45,11831.30,5189.98,2503.55,234.58,195.14,1389.34,681.50,414.38,366.27,680.46,640.75,213.79,6339.19,848.25,2688.35,2305.45,5898.69,381.41,150.37,294.10,1389.74,2503.17,554.25,600.71,425.63,6775.20,8195.98,9968.30,487.81,561.38,597.16,501.72
2007-01-06,SCHISM,slr_base,5,20437.21,18857.24,2490.47,8343.93,-729.44,13854.32,0.00,1.00,2.13,6.99,77.20,42.40,771.84,558.03,553.21,439.62,640.75,600.71,687.10,12457.73,5321.49,2158.65,265.89,191.45,1375.96,674.65,363.07,368.41,668.83,640.75,232.42,6156.98,833.26,2626.53,2098.23,5781.28,371.39,157.55,285.49,1378.36,2157.49,550.69,600.71,439.62,6682.34,8199.13,9848.42,477.89,571.64,587.34,551.11
2007-01-07,SCHISM,slr_base,5,20690.05,19236.03,2482.95,8300.22,-544.50,14328.27,0.00,1.00,2.22,7.01,76.80,51.70,596.20,559.70,552.16,438.98,632.42,600.71,692.49,12662.89,5342.56,1996.95,274.51,183.64,1314.18,657.81,341.92,367.34,661.97,638.04,233.71,5998.26,819.28,2612.55,2001.82,5685.20,361.79,150.37,278.60,1316.78,1996.17,543.14,600.71,438.98,6559.91,7967.74,9481.55,475.99,559.49,574.57,553.21
