datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,delta_cu,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_flow,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,oh4,rsl,vcu,mtz,god,gzl,frk,bac,hol,ori
2006-11-14,SCHISM,slr_base,5,13238.49,12677.38,3213.67,8685.25,-1258.44,6508.46,1.00,0.00,2.15,7.20,92.20,95.80,1354.24,698.09,626.79,605.72,691.46,520.24,834.29,19715.97,12405.97,10061.92,3627.83,727.50,7335.79,2275.87,323.29,259.64,573.74,700.58,337.00,13488.53,1058.33,12333.77,9881.85,11751.31,1280.31,171.25,1667.54,7341.62,10061.74,403.33,520.24,605.72,12455.88,15000.65,14535.36,476.20,401.21,453.80,647.41
2006-11-15,SCHISM,slr_base,5,14228.99,13566.48,3341.38,8882.93,-1170.79,7516.64,1.00,0.00,5.06,7.01,91.60,53.10,1223.89,631.59,518.14,350.26,708.46,505.93,732.47,20398.75,13496.90,10330.09,4947.55,1104.90,7421.55,2982.34,479.37,302.48,599.04,712.81,315.36,13099.75,1184.23,12050.15,10082.55,12178.11,1822.02,175.16,2499.33,7434.63,10327.52,370.11,505.93,350.26,13801.97,15050.29,15758.53,450.21,429.45,467.33,592.98
2006-11-16,SCHISM,slr_base,5,15349.64,14782.03,3464.28,9512.14,-778.91,8522.86,1.00,0.00,5.44,6.89,91.00,14.80,793.71,583.57,488.02,378.00,696.85,500.03,724.40,20351.32,13372.90,10187.58,4582.20,1056.10,7040.88,2885.97,476.63,359.87,637.42,708.46,283.56,12534.07,1195.31,12012.10,10090.47,12712.19,1880.05,567.67,2466.83,7056.14,10185.18,393.55,500.03,378.00,14606.56,15725.76,16898.96,436.44,436.02,473.88,532.43
2006-11-17,SCHISM,slr_base,5,16350.52,15775.31,3519.44,9893.19,-792.68,9184.10,1.00,0.00,5.49,6.89,90.60,43.40,836.08,548.38,486.12,394.61,701.83,492.87,711.36,20296.67,13289.34,9974.16,4227.15,892.11,6716.22,2723.52,465.64,397.59,665.30,700.58,250.57,12385.57,1223.88,11976.40,9883.40,13104.79,1801.41,457.40,2262.72,6731.90,9971.40,415.44,492.87,394.61,15074.27,16216.29,17367.31,476.63,446.82,480.64,526.55
2006-11-18,SCHISM,slr_base,5,17418.90,16637.02,3525.11,9774.87,-104.75,11064.40,1.00,0.00,5.17,6.84,89.60,48.00,152.75,551.11,497.72,392.27,720.47,479.79,710.94,20108.71,13081.80,9761.00,3890.47,756.44,6381.81,2552.33,462.05,416.93,686.48,710.11,215.96,12544.35,1230.92,11923.76,9454.22,13370.39,1679.77,155.37,2083.06,6396.31,9757.73,420.11,479.79,392.27,15260.09,16387.93,17562.00,544.19,451.90,497.72,527.81
2006-11-19,SCHISM,slr_base,5,18060.22,17270.07,3516.33,9737.75,276.41,12115.21,1.00,0.00,4.39,6.78,89.20,68.20,-208.21,557.40,501.09,396.31,724.61,465.64,720.47,19710.18,12677.87,9219.20,3301.61,553.63,5910.40,2300.43,525.91,429.45,692.29,720.47,239.34,12714.04,1223.88,11786.40,9049.14,13434.50,1521.88,164.94,1745.38,5922.47,9217.30,426.69,465.64,396.31,15239.76,16290.15,17481.54,604.05,457.19,525.70,534.11
2006-11-20,SCHISM,slr_base,5,18411.18,17539.08,3485.47,9904.97,199.23,12190.91,1.00,0.00,3.59,6.88,88.80,64.30,-134.93,547.33,474.09,384.18,740.32,459.51,730.19,19626.38,12499.36,8890.28,2915.46,432.63,5592.59,2150.30,494.34,444.07,682.74,730.40,329.29,12816.29,1231.93,11667.88,8685.67,13510.61,1378.56,179.72,1495.47,5606.17,8888.36,436.23,459.51,384.18,15317.90,16191.82,17285.62,661.14,478.10,564.31,523.18
2006-11-21,SCHISM,slr_base,5,18548.27,17823.98,3432.25,9641.22,169.52,12508.82,1.00,0.00,3.01,6.99,88.00,102.50,-67.02,546.70,475.57,371.39,756.65,444.07,740.32,19824.80,12439.02,8723.31,2688.35,345.55,5438.77,2085.20,435.81,450.21,669.45,744.05,320.07,12894.27,1250.41,11527.51,8513.81,13558.77,1288.33,171.25,1357.59,5451.47,8722.09,435.81,444.07,371.39,15360.50,16196.09,17162.44,722.95,500.03,611.98,532.64
2006-11-22,SCHISM,slr_base,5,18715.73,18078.45,3370.24,9768.59,35.17,12352.54,1.00,0.00,2.59,6.96,87.20,316.60,281.43,562.43,498.35,369.05,757.06,439.20,750.66,19467.67,12057.43,8312.25,2300.62,288.94,5131.33,1943.25,405.67,447.88,686.48,759.33,216.39,12978.42,1239.36,11304.49,8574.91,13512.12,1201.55,171.25,1194.71,5144.08,8311.90,451.05,439.20,369.05,15267.52,16211.20,17137.96,765.32,528.65,653.03,534.53
2006-11-23,SCHISM,slr_base,5,19099.25,18456.96,3298.81,9669.82,-79.92,12648.32,1.00,0.00,2.55,6.95,87.00,246.70,326.62,573.32,488.44,380.77,767.38,439.20,760.16,18997.82,11683.49,7993.21,1910.98,277.10,4804.09,1817.31,424.99,426.69,696.23,759.95,182.98,13056.47,1218.66,11115.99,8620.10,13480.84,1046.77,195.14,1011.84,4816.91,7990.92,477.47,439.20,380.77,15138.61,16205.61,17087.35,763.04,568.08,702.45,522.76
