datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
1993-08-01,dsm2,base,22,21527.00,20340.00,1730.00,-10611.38,4219.78,8425.84,1.00,0.00,603.02,3.01,4.02,4.06,3.36,418.25,418.25,140.11,4944.67,719.60,145.16,1173.02,1173.02,173.23,194.62,137.39,6405.63,5962.12,7919.53,138.76,138.80,3671.24,175.13,2722.42,7060.07,2164.50,140.11,154.14,472.15,6525.80,129.30,280.66,151.54,129.19,5092.04,115.77,109.58,144.60,303.13,140.52,640.98,160.03,3554.93,217.59,70.80
1993-08-02,dsm2,base,22,22171.00,20970.00,1870.00,-10628.88,4002.19,9409.93,1.00,0.00,600.00,2.70,4.07,3.71,3.46,453.04,453.04,140.74,5072.52,710.30,146.85,1289.66,1289.66,174.76,212.23,138.56,6468.14,6070.15,8072.24,139.71,139.76,3927.66,182.11,2921.31,7154.65,2287.67,140.77,154.16,466.95,6896.36,129.78,275.53,153.22,130.59,5229.34,115.61,108.46,150.79,302.83,144.49,629.34,160.12,3696.98,201.54,70.80
1993-08-03,dsm2,base,22,23136.00,21960.00,1820.00,-10775.93,3831.31,10348.76,1.00,0.00,627.98,2.47,3.99,3.22,3.47,484.42,484.42,141.58,5156.92,698.01,147.76,1348.42,1348.42,177.07,219.73,139.58,6543.43,6158.19,8282.12,140.55,140.67,4070.60,188.39,3061.92,7294.76,2376.72,141.59,154.27,468.59,7150.54,130.29,273.80,153.96,131.07,5288.25,114.41,104.78,153.30,296.98,147.38,610.20,160.07,3825.13,182.49,70.80
1993-08-04,dsm2,base,22,24065.00,22950.00,1760.00,-10794.75,3426.40,11603.85,1.00,0.00,581.03,2.29,3.81,2.72,3.38,489.94,489.94,142.39,5213.04,681.25,148.83,1279.52,1279.52,179.36,206.72,140.23,6594.08,6233.89,8337.98,141.33,141.46,4088.83,188.57,2971.48,7382.17,2366.93,142.40,153.77,473.40,6939.03,130.77,274.86,154.11,130.40,5312.09,112.09,105.75,149.57,300.97,145.76,618.02,159.35,3867.94,186.19,70.80
1993-08-05,dsm2,base,22,23779.00,22680.00,1640.00,-10811.42,3177.85,11429.73,1.00,0.00,592.99,2.01,3.75,2.25,3.29,448.97,448.97,142.87,5219.16,664.57,149.15,1100.48,1100.48,181.41,180.42,140.23,6616.60,6262.48,8153.84,141.63,141.75,3935.30,182.90,2669.64,7305.64,2220.84,142.88,153.92,477.28,6402.42,131.00,282.46,154.55,128.67,5110.67,110.72,107.47,142.20,297.82,142.24,614.80,158.21,3877.58,170.88,70.80
1993-08-06,dsm2,base,22,23166.00,22050.00,1570.00,-10754.81,3138.59,10842.60,1.00,0.00,617.98,1.67,3.80,1.80,3.28,420.71,420.71,142.90,5248.78,653.67,149.38,992.56,992.56,183.80,168.07,139.62,6620.78,6271.02,7932.65,141.39,141.52,3829.78,179.31,2468.92,7208.06,2126.78,142.90,153.70,474.55,6117.69,130.63,285.25,155.38,128.16,4934.63,111.13,107.53,137.84,307.01,139.90,592.93,158.02,3921.89,160.08,70.80
1993-08-07,dsm2,base,22,22284.00,21150.00,1770.00,-10781.70,3035.68,10236.62,1.00,0.00,653.98,1.48,3.75,1.53,3.35,417.45,417.45,142.51,5295.77,644.89,149.39,962.85,962.85,185.82,165.31,139.11,6616.48,6301.09,7811.95,140.74,140.94,3845.79,180.96,2410.25,7149.08,2068.32,142.52,153.69,467.26,6168.79,129.88,285.55,155.87,128.22,4840.21,111.61,108.55,137.15,285.76,139.66,608.58,158.04,4022.44,157.26,70.80
1993-08-08,dsm2,base,22,21671.00,20520.00,1850.00,-10972.26,3045.09,9503.65,1.00,0.00,685.98,1.40,3.69,1.34,3.33,410.33,410.33,141.91,5267.96,633.33,149.75,920.94,920.94,187.42,158.24,138.95,6588.21,6305.08,7808.62,140.13,140.29,3816.52,179.33,2278.95,7108.07,2032.68,141.92,153.62,458.63,6060.94,129.49,289.14,155.99,128.31,4592.61,111.86,110.44,136.77,295.33,140.45,640.68,158.10,4060.02,156.21,70.80
1993-08-09,dsm2,base,22,20969.00,19800.00,1830.00,-10760.75,2992.25,9046.00,1.00,0.00,645.02,1.51,3.73,1.31,3.30,404.66,404.66,141.56,5263.87,626.99,149.81,871.24,871.24,189.08,154.57,138.96,6551.39,6282.33,7791.44,139.93,140.08,3683.42,179.06,2179.18,7070.31,2008.81,141.57,153.46,453.29,5954.21,129.33,296.90,155.70,128.69,4005.69,112.62,111.40,135.48,298.99,140.19,673.35,158.29,4072.47,155.61,70.80
1993-08-10,dsm2,base,22,21040.00,19890.00,1840.00,-10799.68,2930.22,9150.10,1.00,0.00,625.01,1.84,3.74,1.45,3.27,423.74,423.74,141.53,5310.43,638.66,150.13,907.82,907.82,191.46,159.66,138.98,6541.82,6289.41,7936.56,140.18,140.41,3703.89,186.38,2239.07,7080.03,2050.43,141.52,152.81,450.86,6240.41,129.20,300.97,155.37,130.48,3732.56,113.67,111.44,135.70,307.07,139.37,664.87,157.75,4102.84,156.56,70.80
1993-08-11,dsm2,base,22,20949.00,19800.00,1860.00,-10989.07,2531.59,9288.34,1.00,0.00,575.03,2.26,3.82,1.89,3.25,434.49,434.49,141.54,5325.77,652.19,151.23,943.53,943.53,192.18,163.56,139.73,6537.99,6298.39,8084.77,140.92,141.11,3809.27,192.73,2323.76,7108.02,2068.27,141.55,152.02,454.06,6569.77,129.44,303.07,154.73,132.33,3577.83,114.38,112.37,139.26,313.96,140.25,640.18,156.68,4114.00,175.57,70.80
1993-08-12,dsm2,base,22,20561.00,19440.00,1890.00,-10769.00,2805.72,8876.28,1.00,0.00,615.98,2.55,3.94,2.36,3.26,443.73,443.73,142.14,5335.86,649.65,152.15,1022.17,1022.17,192.33,177.61,140.89,6556.84,6290.84,8299.36,141.91,142.16,3866.59,200.90,2531.29,7206.53,2027.78,142.14,151.86,458.03,7099.25,130.13,308.25,153.90,133.56,3801.89,115.18,111.45,143.43,315.07,143.98,604.67,155.43,4128.00,202.76,70.80
1993-08-13,dsm2,base,22,20343.00,19260.00,1930.00,-10811.92,2731.10,8729.98,1.00,0.00,588.02,2.92,4.02,2.93,3.25,453.67,453.67,143.57,5341.83,635.31,153.92,1098.57,1098.57,192.04,188.37,142.90,6620.77,6333.90,8618.93,143.36,143.59,3976.34,205.62,2718.27,7415.55,2132.46,143.59,152.22,465.09,7455.51,130.82,313.07,153.63,134.53,4080.63,115.42,107.72,150.41,319.70,149.89,601.88,155.39,4194.40,227.16,70.80
1993-08-14,dsm2,base,22,19926.00,18810.00,2010.00,-10687.60,2597.59,8650.81,1.00,0.00,561.01,3.23,3.94,3.64,3.29,477.70,477.70,144.93,5380.84,626.17,156.14,1246.30,1246.30,192.57,206.94,145.16,6734.77,6386.68,8984.64,145.04,145.38,4093.55,211.81,3015.41,7676.77,2271.36,144.92,152.78,460.13,7881.24,131.48,319.21,154.12,135.22,4482.97,115.00,114.68,157.48,307.46,155.27,605.80,154.80,4246.91,214.18,70.80
1993-08-15,dsm2,base,22,19613.00,18450.00,2080.00,-11091.13,2202.92,8398.95,1.00,0.00,542.01,3.40,3.80,4.12,3.22,491.43,491.43,146.65,5405.37,612.16,157.94,1328.24,1328.24,192.01,224.39,147.21,6840.37,6462.02,9258.70,146.89,147.12,4155.44,212.17,3141.56,7859.19,2441.26,146.63,153.36,459.33,7790.85,132.04,332.30,154.98,134.76,4733.52,115.85,118.82,165.80,332.01,160.69,579.14,155.07,4262.76,230.21,70.80
1993-08-16,dsm2,base,22,19241.00,18090.00,2070.00,-10800.60,2664.97,7845.43,1.00,0.00,551.99,3.48,3.82,4.34,3.17,496.64,496.64,148.40,5481.37,588.39,159.10,1391.39,1391.39,193.38,234.35,148.13,6971.00,6530.20,9337.76,148.53,148.81,4095.40,209.73,3204.67,8016.08,2513.63,148.41,154.85,451.01,7614.01,132.31,350.52,156.40,135.64,4904.26,118.12,120.17,168.31,320.55,161.34,555.53,155.70,4248.73,219.93,70.80
1993-08-17,dsm2,base,22,19596.00,18450.00,1990.00,-10808.13,2880.84,7897.03,1.00,0.00,556.00,3.34,3.88,4.45,3.23,527.61,527.61,149.86,5637.49,568.59,160.37,1548.20,1548.20,196.19,257.39,148.98,7143.32,6621.19,9365.65,149.78,149.99,4099.33,212.68,3446.97,8174.80,2659.08,149.87,156.30,443.82,7825.04,132.68,361.19,158.51,137.52,5195.63,120.73,123.61,172.65,291.36,162.82,554.05,155.99,4334.96,196.90,70.80
1993-08-18,dsm2,base,22,19968.00,18810.00,1920.00,-10822.08,2913.54,8152.38,1.00,0.00,566.99,3.19,3.86,4.31,3.23,584.05,584.05,151.07,5804.81,561.88,161.82,1742.62,1742.62,198.15,282.01,150.24,7314.46,6744.85,9481.73,150.91,151.19,4202.83,219.06,3743.31,8343.96,2817.95,151.08,157.45,438.63,8147.25,133.39,363.23,160.32,139.56,5456.18,122.83,125.14,179.87,286.49,167.14,560.72,156.57,4428.41,188.63,72.60
1993-08-19,dsm2,base,22,19703.00,18540.00,1910.00,-10663.95,2722.66,8226.39,1.00,0.00,568.00,3.10,3.67,4.01,3.16,625.37,625.37,152.23,5945.60,561.74,163.05,1816.07,1816.07,200.72,305.79,151.51,7469.66,6901.11,9616.98,152.08,152.32,4252.99,223.92,3929.37,8490.42,2908.86,152.23,158.52,436.77,8275.86,134.37,364.71,161.74,141.46,5681.13,124.48,122.82,183.93,285.81,170.56,568.19,157.22,4533.10,185.15,74.40
1993-08-20,dsm2,base,22,19351.00,18180.00,1950.00,-10690.16,2396.74,8214.10,1.00,0.00,574.00,2.96,3.61,3.62,3.04,603.24,603.24,153.13,6039.33,564.70,163.68,1763.63,1763.63,202.02,292.20,152.65,7545.85,7020.96,9537.86,153.05,153.26,4175.09,219.65,3761.50,8518.58,2897.83,153.15,159.64,436.05,7913.53,135.51,373.40,162.84,141.87,5532.95,125.06,136.06,181.65,303.25,169.19,573.54,157.95,4569.11,176.20,73.00
1993-08-21,dsm2,base,22,19451.00,18450.00,1960.00,-11019.64,2872.56,7518.80,1.00,0.00,578.00,2.75,3.77,3.28,3.10,602.72,602.72,154.10,6123.61,570.59,164.65,1719.68,1709.90,203.88,289.96,153.35,7583.82,7057.46,9406.79,153.87,154.13,4028.60,218.90,3673.29,8490.55,2860.43,154.11,160.77,437.74,7774.61,136.63,383.03,164.29,142.51,5470.30,127.07,128.93,182.43,310.54,169.66,577.25,158.40,4637.41,167.91,70.80
1993-08-22,dsm2,base,22,19281.00,18360.00,1940.00,-10961.28,3012.81,7246.91,1.00,0.00,537.02,2.57,3.88,3.06,3.25,696.07,696.07,155.04,6276.75,574.66,166.56,1904.86,1904.86,207.26,324.22,154.66,7688.60,7130.49,9590.40,154.94,155.19,4188.45,232.94,3891.97,8631.83,3050.90,155.03,161.26,442.38,8242.21,138.13,378.74,165.55,146.41,5573.39,130.64,131.10,193.79,304.39,178.55,582.18,158.84,4802.01,164.58,74.60
1993-08-23,dsm2,base,22,18841.00,17910.00,1980.00,-10990.88,2831.05,6999.07,1.00,0.00,546.00,2.51,3.98,2.94,3.29,767.35,767.35,156.17,6422.86,577.90,169.14,2056.49,2056.49,210.29,350.53,157.09,7783.94,7227.94,9943.13,156.52,156.90,4389.28,250.59,4115.63,8821.26,3297.49,156.15,161.92,448.11,8577.20,139.73,372.91,166.50,148.79,5631.84,131.07,123.12,203.18,301.45,184.96,560.23,159.28,4902.69,170.71,76.40
1993-08-24,dsm2,base,22,18185.00,17280.00,1890.00,-10841.11,2855.68,6378.21,1.00,0.00,596.97,2.58,3.97,2.89,3.47,849.34,849.34,158.14,6555.61,577.99,172.67,2178.01,2178.01,215.34,376.14,159.96,7909.42,7331.32,10341.87,159.19,159.52,4549.64,272.55,4361.65,9101.86,3522.83,158.11,162.68,452.21,9192.95,141.63,370.02,167.31,151.35,5767.63,130.63,125.03,211.70,300.32,191.34,550.67,159.60,5026.03,184.33,76.40
1993-08-25,dsm2,base,22,17310.00,16650.00,1830.00,-10802.13,2622.97,5714.90,1.00,0.00,585.01,2.63,3.89,2.88,3.52,891.73,891.73,160.79,6652.42,571.49,176.70,2199.93,2199.93,220.60,380.39,163.38,8025.95,7442.66,10665.71,162.37,162.66,4653.12,285.39,4430.09,9318.63,3608.42,160.74,164.32,452.46,9385.20,143.23,368.80,168.13,152.47,5837.20,128.73,128.72,215.73,297.36,195.37,578.38,159.88,5073.70,206.28,76.40
1993-08-26,dsm2,base,22,16736.00,16290.00,1900.00,-10902.55,2751.40,4982.05,1.00,0.00,579.00,2.71,3.85,2.97,3.42,903.60,903.60,163.85,6729.76,572.88,180.79,2180.80,2180.80,226.77,373.97,166.69,8138.93,7561.82,10855.39,165.43,165.85,4669.39,290.13,4474.54,9478.05,3657.18,163.80,166.48,451.68,9359.85,144.56,366.61,169.41,153.69,5972.72,128.81,134.94,217.86,303.52,201.49,594.22,160.52,5084.21,220.21,76.60
1993-08-27,dsm2,base,22,17161.00,16740.00,2030.00,-10960.67,2725.32,5505.01,1.00,0.00,582.00,2.69,3.95,3.16,3.37,926.25,926.25,167.02,6831.05,582.74,185.50,2245.27,2245.27,233.69,380.54,170.06,8265.66,7675.38,10983.46,168.66,169.09,4653.09,300.58,4543.63,9613.61,3760.42,167.00,169.01,452.37,9415.11,145.76,369.64,171.56,155.93,6102.24,131.04,140.97,227.39,323.79,208.12,587.51,161.88,5126.06,222.51,76.60
1993-08-28,dsm2,base,22,17341.00,16920.00,2200.00,-9744.26,2611.70,7185.04,1.00,0.00,550.01,2.59,4.20,3.15,3.42,1000.55,1000.55,170.22,7005.65,585.73,190.77,2443.42,2443.42,242.20,418.04,173.66,8442.44,7813.47,11216.24,172.11,172.51,4835.12,325.60,4827.01,9854.53,3952.41,170.19,171.87,455.42,9753.15,147.02,372.88,174.21,160.30,6361.46,135.05,147.89,245.87,312.35,223.13,585.19,163.80,5280.66,223.89,76.60
