datetime,model,scene,case,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,sf_tidal_energy,sf_tidal_filter,northern_flow,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vol,x2
2006-11-17,RMA,base,5,12081.36,3420.59,9095.80,-93.22,6241.75,1.00,0.00,608.80,5.55,3.43,12647.82,7335.00,7335.00,517.35,12442.68,632.51,1187.63,9674.61,9674.61,1651.56,4140.48,1103.24,15813.70,14530.33,16194.30,657.54,685.26,14456.96,3142.01,13213.42,14997.39,10220.42,514.49,432.99,688.94,16251.42,390.14,648.63,512.68,599.07,12903.22,819.85,174.29,2738.71,532.67,2300.97,631.80,13142.69,92.13
2006-11-18,RMA,base,5,13249.17,3507.06,9919.90,-31.72,7490.41,1.00,0.00,605.80,5.44,3.46,13818.49,7000.14,7000.14,610.62,12735.83,618.04,1313.09,9389.23,9389.23,1774.82,3675.18,1206.22,16305.98,15075.00,16584.82,777.03,807.78,14691.53,3023.65,13112.20,15496.20,10067.27,605.36,467.37,659.85,16319.40,410.74,650.95,504.96,585.86,13266.53,709.65,175.54,2476.03,524.71,2186.64,618.12,13580.99,91.59
2006-11-19,RMA,base,5,14080.61,3531.57,9866.90,907.16,7727.22,1.00,0.00,608.30,4.71,3.39,14787.48,6542.36,6542.36,710.42,12976.00,610.66,1399.48,8912.69,8912.69,1848.42,3101.23,1263.65,16559.91,15556.59,16815.91,878.16,909.96,14996.34,2845.45,12774.04,15774.53,9877.14,704.10,520.14,639.11,16109.79,420.68,635.09,497.35,549.29,13641.78,580.49,175.76,2176.55,528.21,2037.26,612.44,13897.19,91.14
2006-11-20,RMA,base,5,14977.28,3518.79,9684.70,1441.39,8179.21,1.00,0.00,622.90,3.91,3.40,15891.51,6094.52,6094.52,802.30,13192.75,610.99,1451.92,8364.08,8364.08,1891.51,2534.29,1287.81,16687.49,15884.86,16903.49,957.83,989.96,15277.25,2684.36,12373.25,15953.48,9665.83,796.28,583.91,625.08,15849.84,423.48,606.04,494.84,514.27,13968.36,472.76,175.15,1860.95,534.10,1851.27,614.84,14146.52,90.48
2006-11-21,RMA,base,5,15369.93,3513.92,9789.70,1509.55,8339.72,1.00,0.00,632.50,3.23,3.54,16353.12,5791.14,5791.14,873.26,13418.25,620.32,1494.96,7999.53,7999.53,1926.38,2156.25,1316.39,16822.32,16126.15,16996.03,1013.12,1044.89,15522.21,2592.40,12126.34,16131.52,9442.96,868.20,647.81,626.61,15765.45,425.91,578.68,502.12,495.16,14268.24,407.86,174.33,1637.48,550.61,1707.96,625.80,14390.72,89.97
2006-11-22,RMA,base,5,15532.66,3457.61,10017.80,1534.35,9130.07,1.00,0.00,640.40,2.73,3.53,16479.17,5466.69,5466.69,925.42,13581.55,630.06,1516.72,7560.66,7560.66,1938.31,1855.35,1314.86,16922.55,16317.52,17071.28,1059.57,1091.64,15720.95,2474.94,11725.54,16239.07,9245.90,921.27,707.66,645.11,15433.22,426.17,560.01,520.58,481.62,14524.55,354.27,173.62,1483.28,573.10,1615.78,635.81,14575.63,89.36
2006-11-23,RMA,base,5,15947.32,3407.41,9272.40,1330.23,8718.15,1.00,0.00,647.10,2.57,3.50,16895.67,5136.45,5136.45,966.52,13699.81,638.50,1518.06,6989.40,6989.40,1933.38,1614.57,1269.23,16976.29,16457.92,17066.90,1099.43,1131.30,15882.71,2342.86,11233.97,16293.81,9073.08,963.37,756.97,653.59,14917.89,420.21,555.64,552.78,478.53,14726.86,313.88,174.45,1349.50,606.84,1524.63,643.95,14718.91,88.25
2006-11-24,RMA,base,5,16061.93,3333.82,10254.70,1264.19,9823.85,1.00,0.00,671.70,2.76,3.56,16851.26,4954.50,4954.50,1000.15,13853.22,647.96,1512.39,6599.82,6599.82,1932.49,1498.83,1224.09,17060.99,16560.85,17009.63,1114.21,1145.52,16026.38,2274.76,11036.47,16388.93,8923.60,998.86,809.43,655.46,14730.07,414.81,562.97,594.84,503.23,14894.14,298.55,175.58,1252.57,637.08,1429.05,655.96,14881.71,87.42
2006-11-25,RMA,base,5,16655.74,3264.53,9097.00,1174.51,10232.27,1.00,0.00,681.70,3.01,3.49,17345.73,4793.18,4793.18,1003.09,13992.16,663.90,1493.63,6255.66,6255.66,1925.13,1413.99,1209.81,17130.27,16631.64,16920.05,1102.96,1135.05,16148.03,2224.97,10879.83,16460.19,8751.03,1004.23,843.33,660.16,14625.37,418.16,573.53,639.25,522.89,15032.45,293.36,174.87,1179.10,658.01,1324.97,674.04,15022.40,87.02
2006-11-26,RMA,base,5,17299.92,3169.80,9203.50,1073.18,10464.24,1.00,0.00,694.60,3.40,3.47,17857.92,4547.07,4547.07,985.45,14091.17,678.64,1456.96,5876.67,5876.67,1896.69,1351.30,1202.41,17083.97,16655.54,16757.03,1083.08,1115.92,16243.77,2150.53,10614.16,16430.82,8430.57,988.27,855.02,671.36,14446.85,425.69,585.77,683.95,524.55,15140.80,292.42,176.00,1116.07,668.53,1227.85,686.71,15128.83,86.32
2006-11-27,RMA,base,5,17582.26,3070.32,9490.30,607.06,10495.47,1.00,0.00,701.30,3.65,3.47,18127.13,4267.94,4267.94,957.89,14135.15,689.64,1411.52,5402.10,5402.10,1854.34,1220.08,1191.95,16925.81,16614.14,16534.23,1061.30,1095.34,16295.26,2042.87,10195.40,16301.76,7984.95,961.31,848.26,685.28,14123.52,431.64,596.50,730.66,495.56,15227.33,286.37,179.27,1048.00,671.55,1174.11,697.89,15182.36,85.31
2006-11-28,RMA,base,5,17957.62,2981.07,10094.90,407.40,10910.22,1.00,0.00,707.10,3.83,3.40,18562.87,3915.12,3915.12,956.37,14124.14,698.41,1371.63,5033.20,5033.20,1815.30,1095.56,1140.13,16699.94,16514.98,16205.74,1059.14,1090.41,16299.44,1914.24,9665.56,16098.76,7476.51,958.51,844.62,698.74,13612.62,424.32,606.37,779.87,481.69,15286.89,277.75,182.16,972.58,674.08,1122.43,706.07,15190.94,84.46
2006-11-29,RMA,base,5,18057.78,2909.18,10226.30,331.97,11130.48,1.00,0.00,705.80,3.86,3.26,18709.76,3481.94,3481.94,964.56,14049.49,704.37,1318.74,4459.95,4459.95,1764.27,924.67,1042.99,16311.68,16346.73,15699.86,1044.59,1070.71,16251.25,1739.98,8851.51,15766.03,6928.92,965.83,848.64,709.80,12793.73,413.62,616.58,824.96,446.65,15295.07,265.43,180.22,893.08,678.22,1063.76,710.68,15144.91,83.31
2006-11-30,RMA,base,5,17948.20,2852.54,10156.50,253.10,11463.99,1.00,0.00,697.00,3.70,3.22,18992.19,3086.82,3086.82,957.95,13959.90,706.23,1253.13,3877.90,3877.90,1698.12,788.87,979.29,15811.83,16076.38,15075.09,1005.49,1026.20,16135.91,1580.80,8063.01,15348.33,6486.53,959.72,849.08,717.99,12020.83,400.51,625.73,864.41,408.90,15255.81,256.76,178.00,806.80,682.20,988.21,709.38,15050.91,81.61
2006-12-01,RMA,base,5,18012.30,2767.31,10127.60,191.31,11323.54,1.00,0.00,723.20,3.47,3.23,19116.28,2851.40,2851.40,927.68,13887.90,704.07,1193.90,3574.38,3574.38,1634.64,697.98,949.00,15365.78,15730.82,14561.97,960.18,980.25,15953.74,1487.53,7661.30,14983.02,6190.53,930.74,839.91,722.27,11640.54,384.64,630.64,895.95,396.15,15187.15,247.94,178.78,723.24,677.27,913.98,709.80,14938.50,80.66
2006-12-02,RMA,base,5,17722.61,2720.50,10368.70,200.19,10476.66,1.00,0.00,707.60,3.13,3.30,18168.61,2668.75,2668.75,893.63,13799.93,709.34,1143.10,3378.99,3378.99,1575.26,625.21,909.27,14992.04,15373.86,14181.45,923.13,942.30,15730.62,1408.88,7375.57,14678.43,5968.38,896.93,822.40,720.81,11376.71,371.53,634.08,919.43,385.72,15080.69,240.47,175.11,663.69,675.76,864.77,719.76,14809.51,80.07
2006-12-03,RMA,base,5,17015.24,2684.99,10212.20,368.62,9497.77,1.00,0.00,689.60,2.67,3.39,17448.24,2524.06,2524.06,863.51,13685.86,714.29,1097.62,3244.45,3244.45,1521.06,565.95,871.68,14701.05,15052.70,13913.84,888.00,906.36,15504.64,1340.26,7179.07,14442.34,5672.93,866.83,795.46,723.27,11234.30,362.26,637.27,938.30,376.62,14943.92,234.91,168.49,617.50,675.03,823.82,711.27,14680.44,79.76
2006-12-04,RMA,base,5,16416.98,2662.39,10266.80,407.67,8746.95,1.00,0.00,669.60,2.21,3.39,16849.98,2399.16,2399.16,831.00,13566.67,702.89,1056.33,3112.23,3112.23,1471.56,513.14,839.12,14475.58,14792.48,13717.00,854.67,872.89,15292.12,1279.25,6943.47,14263.63,5495.11,834.65,771.43,725.02,10980.78,355.31,640.51,951.81,366.60,14820.46,228.16,165.04,578.03,667.76,785.60,694.18,14562.21,79.48
2006-12-05,RMA,base,5,14550.29,2589.58,10357.80,388.75,8283.20,1.00,0.00,671.70,1.84,3.40,14987.29,2296.98,2296.98,798.76,13454.75,685.68,1020.17,3007.97,3007.97,1426.52,473.78,812.65,14316.10,14587.48,13590.53,824.40,842.31,15103.06,1225.98,6714.99,14140.88,5497.33,802.00,747.83,715.04,10701.46,349.43,643.71,959.84,356.27,14709.56,220.76,166.55,549.67,668.82,755.48,679.55,14462.10,79.21
2006-12-06,RMA,base,5,13643.30,2572.76,8904.90,426.68,8082.87,1.00,0.00,680.00,1.59,3.42,14087.30,2196.99,2196.99,776.60,13348.46,673.96,986.40,2907.40,2907.40,1384.79,453.92,788.04,14190.20,14428.79,13479.41,799.47,816.46,14943.12,1167.34,6486.14,14035.77,5487.78,779.03,730.29,701.27,10419.45,344.94,647.25,963.09,344.08,14600.83,216.78,168.37,529.56,653.11,733.42,678.36,14376.01,78.85
2006-12-07,RMA,base,5,12478.89,2581.26,8150.50,458.38,6915.04,1.00,0.00,678.30,1.40,3.48,12924.89,2147.24,2147.24,754.57,13259.56,675.24,955.40,2885.00,2885.00,1346.11,455.81,766.83,14099.74,14300.81,13395.29,777.49,794.13,14805.10,1123.34,6428.37,13950.35,5529.79,756.92,713.00,691.95,10300.25,340.29,649.49,953.57,341.82,14500.16,215.85,168.09,514.73,647.86,717.61,683.17,14299.49,78.66
2006-12-08,RMA,base,5,11711.92,2603.27,8132.70,526.34,5021.95,1.00,0.00,687.10,1.47,3.46,12110.92,2138.58,2138.58,731.99,13174.08,679.22,927.41,2892.53,2892.53,1310.75,478.84,757.45,14072.19,14197.15,13309.87,756.30,773.54,14686.88,1092.01,6459.30,13897.29,5591.00,734.70,695.56,690.82,10222.46,337.61,652.46,934.29,343.99,14409.11,217.68,167.68,515.67,640.03,700.46,685.47,14231.60,78.68
2006-12-09,RMA,base,5,11048.04,2629.59,9165.90,440.61,5021.62,1.00,0.00,716.70,1.68,3.53,11409.04,2293.44,2293.44,700.21,13150.17,684.14,904.47,3152.10,3152.10,1275.63,572.49,781.01,14157.46,14115.07,13378.56,736.99,759.92,14563.97,1120.70,7011.81,13917.01,5905.86,704.70,671.54,692.70,10801.90,341.25,654.43,916.58,367.76,14331.94,225.52,166.75,535.43,626.98,672.45,696.04,14153.92,78.93
2006-12-10,RMA,base,5,10546.56,2669.49,8576.40,-162.82,4508.78,1.00,0.00,731.70,1.97,3.55,10921.56,2491.95,2491.95,674.49,13130.99,700.28,892.81,3513.93,3513.93,1245.69,697.34,788.04,14322.67,14073.92,13648.75,735.32,759.63,14467.64,1165.54,7593.70,14012.56,6213.92,678.50,660.46,696.24,11413.61,351.08,657.78,903.52,402.68,14265.25,237.88,167.90,576.51,615.59,661.78,718.22,14087.21,80.02
2006-12-11,RMA,base,5,9498.62,2709.27,9245.10,-945.73,4089.84,1.00,0.00,735.00,2.55,3.52,9913.62,2533.92,2533.92,669.88,13059.12,721.61,877.59,3592.81,3592.81,1214.24,778.18,769.04,14382.25,14082.49,13688.49,727.40,748.33,14414.55,1159.45,7751.91,14034.67,6045.19,673.11,643.31,710.43,11589.20,357.74,663.68,892.24,402.58,14191.69,252.39,171.70,613.68,609.80,673.80,734.62,14037.90,80.20
2006-12-12,RMA,base,5,10081.36,2767.17,9478.80,-1484.11,3868.79,1.00,0.00,728.30,3.21,3.50,10540.36,2576.94,2576.94,662.26,12969.50,733.18,863.88,3713.62,3713.62,1178.01,872.14,767.55,14427.18,14099.41,13732.07,709.87,730.05,14371.84,1154.12,7999.50,14022.10,5759.85,666.00,629.80,734.57,11930.76,363.90,669.87,886.17,396.33,14050.47,268.48,172.57,644.35,612.98,679.49,740.55,13975.87,80.03
2006-12-13,RMA,base,5,11877.72,2903.18,10922.80,-2508.33,7843.12,1.00,0.00,714.20,3.83,3.42,12337.72,2591.37,2591.37,649.10,12818.42,734.69,855.07,3796.46,3796.46,1146.85,892.62,757.01,14440.87,14106.04,13796.21,700.95,719.26,14334.75,1139.46,8077.73,14002.34,5602.73,652.98,621.47,752.22,12061.34,370.08,677.90,866.78,400.62,13749.49,273.80,174.85,666.62,611.60,698.17,738.23,13902.77,80.12
2006-12-14,RMA,base,5,11580.51,3012.95,9906.10,-2533.87,7093.26,1.00,0.00,716.30,4.39,3.26,12050.51,2483.93,2483.93,649.15,12653.47,727.20,842.47,3722.45,3722.45,1121.72,865.94,734.61,14372.43,14101.45,13749.61,692.31,707.66,14295.58,1089.38,7855.84,13926.92,5565.17,651.97,617.21,757.82,11831.85,367.73,687.82,847.17,385.26,13452.11,273.03,178.06,668.59,615.08,714.86,730.80,13817.67,80.09
2006-12-15,RMA,base,5,12174.27,3116.02,10504.10,-1986.42,6505.63,1.00,0.00,632.10,4.71,3.13,12823.27,2395.28,2395.28,651.58,12530.79,714.47,824.50,3639.92,3639.92,1096.50,833.31,712.08,14214.62,14058.58,13613.21,685.90,699.14,14239.90,1046.90,7685.02,13786.71,5617.22,653.91,614.15,756.03,11675.46,361.86,690.57,828.87,375.31,13255.19,269.81,178.79,651.84,624.33,707.16,711.51,13720.07,79.81
2006-12-16,RMA,base,5,13393.96,3340.58,11420.10,-1382.36,7233.25,0.00,0.00,641.30,4.67,3.29,14135.96,2465.36,2465.36,651.35,12470.01,672.34,809.71,3789.40,3789.40,1071.83,815.38,698.36,14136.87,13972.53,13623.13,680.89,693.27,14153.56,1053.57,7947.07,13731.72,5620.50,653.36,613.03,748.37,12047.01,358.19,679.81,807.05,401.25,13131.93,261.47,179.01,627.45,620.50,693.68,662.59,13625.03,79.98
2006-12-17,RMA,base,5,14978.80,3357.37,11625.60,-921.74,8491.50,0.00,0.00,603.90,4.40,3.46,15708.80,2634.51,2634.51,647.76,12443.09,643.59,806.41,4051.32,4051.32,1053.71,780.68,703.91,14249.36,13931.80,13883.40,675.46,687.33,14078.10,1096.67,8380.06,13844.37,5569.97,649.46,608.75,712.60,12618.97,361.95,666.26,784.88,437.19,13069.24,247.43,167.20,604.88,601.16,692.00,637.51,13571.06,80.89
2006-12-18,RMA,base,5,23411.00,2373.00,11496.40,345.69,14377.79,0.00,0.00,588.80,3.97,3.42,24146.00,2649.82,2649.82,643.21,12417.63,627.21,808.98,3899.39,3899.39,1044.16,626.15,708.70,14401.34,13997.21,14100.83,674.08,686.01,14063.81,1117.75,8219.30,13982.37,5398.19,644.36,605.21,680.59,12456.85,372.11,648.82,766.76,450.17,13185.79,221.57,150.49,556.53,587.76,680.18,612.44,13569.68,81.49
2006-12-19,RMA,base,5,25747.00,2435.00,11795.50,943.27,16135.34,0.00,0.00,587.50,3.72,3.32,26424.75,2494.46,2494.46,640.66,12383.06,609.28,812.60,3295.20,3295.20,1036.77,441.20,717.28,14411.35,14100.92,14024.98,673.78,685.92,14092.71,1113.74,7476.19,13982.97,5083.79,641.66,601.87,656.94,11626.55,382.56,626.66,754.84,447.46,13367.97,191.67,148.60,482.88,576.90,646.91,597.10,13586.36,80.96
2006-12-20,RMA,base,5,24747.00,2431.00,11781.10,1015.91,15039.11,0.00,0.00,582.90,3.56,3.33,25357.25,2274.61,2274.61,638.33,12331.99,596.31,815.44,2666.53,2666.53,1030.05,334.17,723.91,14212.97,14126.74,13680.48,676.64,689.50,14110.67,1096.54,6667.16,13811.08,4653.19,639.31,600.08,634.49,10721.99,390.58,611.29,741.33,447.76,13487.36,175.01,158.10,424.61,567.18,614.80,591.32,13574.66,79.19
2006-12-21,RMA,base,5,22600.00,2418.50,11733.20,1028.82,13014.48,0.00,0.00,581.30,3.37,3.43,23167.00,2114.73,2114.73,639.47,12282.09,589.14,818.20,2344.66,2344.66,1026.19,302.07,732.23,13932.50,14025.05,13272.02,681.12,694.61,14076.32,1088.00,6217.61,13570.40,4278.79,640.42,599.75,619.75,10194.15,400.03,601.44,727.23,461.20,13535.71,174.75,161.48,407.53,560.06,601.75,587.80,13521.35,77.79
2006-12-22,RMA,base,5,20100.00,2433.18,11542.20,278.92,11859.05,0.00,0.00,569.20,3.12,3.45,20680.00,1985.88,1985.88,643.26,12197.83,584.86,820.74,2166.28,2166.28,1023.83,297.27,735.29,13664.34,13835.83,12853.92,689.07,703.55,13987.42,1080.73,5954.24,13315.30,3985.60,644.46,603.18,612.30,9834.10,412.31,592.89,722.10,483.44,13518.74,179.89,165.42,413.82,554.49,586.37,584.28,13420.50,76.93
2006-12-23,RMA,base,5,17835.00,2446.00,10975.20,-36.99,9448.48,0.00,0.00,559.60,2.94,3.72,18489.00,1926.41,1926.41,649.98,12135.37,580.12,824.75,2248.61,2248.61,1019.81,331.43,738.26,13482.83,13604.60,12595.74,696.34,712.11,13856.56,1094.35,6183.88,13118.70,3849.06,651.71,608.60,605.92,10137.13,430.94,584.77,719.35,522.83,13450.88,186.50,171.58,425.26,553.42,560.25,576.35,13286.91,76.57
2006-12-24,RMA,base,5,16619.00,2445.00,11523.50,-163.64,8402.97,0.00,0.00,538.30,2.88,3.73,17269.00,1888.06,1888.06,651.02,12011.75,572.11,828.85,2311.92,2311.92,1014.70,368.26,745.10,13359.66,13400.15,12506.91,697.17,713.33,13724.43,1089.02,6290.88,12984.21,3761.87,653.25,614.81,597.57,10262.01,455.16,580.36,713.76,540.02,13363.14,194.10,174.82,448.51,551.65,567.62,565.36,13166.70,77.20
2006-12-25,RMA,base,5,16588.00,2496.00,11474.70,-263.68,7948.45,0.00,0.00,537.10,2.79,3.37,17124.00,1674.95,1674.95,652.25,11784.58,557.87,824.14,1905.11,1905.11,1007.10,343.27,740.26,13048.59,13246.82,12139.64,693.53,708.29,13616.06,1014.93,5453.18,12727.32,3659.37,654.62,614.93,587.19,9187.63,459.14,582.01,708.89,516.77,13272.83,198.59,179.26,452.74,550.18,589.18,550.51,13066.93,76.29
2006-12-26,RMA,base,5,16570.00,2509.00,11935.20,-401.88,8329.11,0.00,1.00,547.10,2.81,3.17,17076.00,1524.24,1524.24,651.15,11599.20,544.36,814.47,1683.07,1683.07,994.13,330.90,741.46,12613.47,13045.85,11576.51,692.07,707.51,13470.65,968.32,4961.27,12335.99,3559.65,653.65,613.66,576.13,8602.67,459.16,582.33,704.78,507.27,13155.90,204.20,183.08,426.90,545.35,568.72,546.84,12921.32,74.76
2006-12-27,RMA,base,5,16517.00,2518.00,11657.80,-402.28,7920.64,0.00,1.00,547.50,2.82,3.30,17005.00,1553.52,1553.52,657.99,11382.85,541.24,809.80,1917.47,1917.47,982.50,339.54,733.89,12363.94,12737.18,11512.83,710.48,726.82,13231.50,968.79,5419.40,12105.79,3072.04,659.61,621.97,568.23,9205.02,465.88,578.62,700.34,555.91,12998.34,209.82,183.43,397.37,539.86,543.62,575.54,12710.17,74.52
2006-12-28,RMA,base,5,16180.00,2525.00,12004.60,-540.79,8186.98,0.00,1.00,542.50,2.77,3.47,17073.00,1557.00,1557.00,692.52,10429.97,544.43,800.86,2268.87,2268.87,982.03,329.75,675.98,12392.60,12465.38,11754.88,719.94,730.33,12993.99,938.88,5807.50,12083.77,1986.90,693.69,646.22,565.25,9603.50,465.81,577.26,696.42,577.42,12783.48,209.11,182.92,384.99,544.43,546.56,612.47,12518.11,76.32
2006-12-29,RMA,base,5,15229.00,2522.00,11951.80,-563.86,7706.14,0.00,1.00,540.00,2.65,3.48,16092.00,1526.67,1526.67,695.80,8860.49,545.90,779.32,2215.38,2215.38,972.04,319.52,678.05,12317.00,12334.56,11767.71,696.95,703.12,12837.76,892.34,5727.32,11830.02,1803.00,697.98,658.76,563.73,9638.41,467.83,575.87,694.29,542.03,12557.89,210.76,181.88,385.99,558.77,556.64,570.93,12287.51,76.13
2006-12-30,RMA,base,5,16756.00,2542.00,11471.70,-633.69,9289.32,0.00,1.00,533.30,2.48,3.46,17396.00,1558.88,1558.88,680.50,7363.90,543.44,765.83,2189.44,2189.44,954.96,310.77,696.38,12188.41,12210.07,11815.81,689.52,696.94,12689.05,876.74,5807.26,11418.57,1757.00,682.87,646.11,563.62,9759.76,471.77,571.96,694.29,530.06,12247.80,209.52,178.67,374.95,566.08,541.20,552.54,11912.08,76.33
2006-12-31,RMA,base,5,20349.00,2579.00,11282.40,-647.15,13232.36,0.00,1.00,539.20,2.36,3.51,20911.00,1583.97,1583.97,672.38,6227.41,539.62,756.93,2158.38,2158.38,937.36,291.75,695.34,12016.82,12026.48,11875.40,687.78,695.73,12517.83,867.02,5831.18,10960.60,1743.57,674.43,640.07,562.89,9810.95,474.26,568.78,697.26,524.21,11818.31,204.82,155.92,361.30,570.36,524.59,546.73,11403.08,76.44
2007-01-01,RMA,base,5,27265.00,2539.00,10904.80,-478.65,19081.72,0.00,1.00,549.60,2.26,3.57,27789.00,1583.64,1583.64,667.60,5419.48,539.53,748.95,2031.55,2031.55,921.41,264.85,689.15,11814.32,11782.34,11899.21,684.02,691.87,12315.66,858.89,5663.80,10517.26,1706.67,669.48,635.94,572.23,9628.11,474.78,566.59,702.41,511.34,11378.69,190.65,143.97,343.37,576.41,506.73,552.96,10859.73,76.61
2007-01-02,RMA,base,5,26533.00,2543.00,11724.90,263.64,18720.61,0.00,1.00,545.40,2.16,3.47,27027.00,1467.22,1467.22,662.69,4677.39,551.83,740.31,1612.35,1612.35,911.12,228.95,680.61,11427.37,11492.35,11646.18,677.60,685.20,12106.68,830.59,4890.34,9914.16,1539.85,664.81,633.04,595.14,8645.67,469.51,564.81,704.14,474.50,10952.96,171.66,155.98,320.39,581.78,489.54,570.65,10339.12,75.76
2007-01-03,RMA,base,5,22741.00,2562.00,10585.80,394.02,15942.74,0.00,1.00,559.60,2.14,3.52,23237.00,1335.18,1335.18,656.76,4157.10,568.41,729.25,1335.38,1335.38,899.61,207.05,670.03,10916.13,11115.44,11143.91,670.99,678.43,11838.50,803.88,4319.60,9326.71,1195.31,658.93,631.75,622.65,7909.13,458.03,562.90,700.54,457.31,10486.09,169.95,165.96,301.41,590.15,470.21,582.91,9796.21,74.32
2007-01-04,RMA,base,5,19807.00,2560.00,9462.20,432.23,13055.34,0.00,1.00,561.70,2.16,3.58,20294.00,1255.72,1255.72,650.91,3794.68,575.45,718.58,1326.34,1326.34,884.74,205.80,653.84,10470.65,10674.75,10649.92,667.44,675.13,11506.36,788.08,4222.68,8865.91,1004.94,652.85,632.20,646.74,7743.13,447.91,561.17,712.91,469.82,10044.14,177.05,171.85,300.04,597.94,459.82,594.07,9308.84,73.76
2007-01-05,RMA,base,5,18167.00,2536.00,9366.40,175.72,11814.37,0.00,1.00,565.80,2.15,3.52,18725.00,1176.47,1176.47,650.08,3377.31,581.49,708.18,1362.99,1362.99,875.80,214.77,606.24,10072.57,10252.37,10233.43,659.33,664.65,11185.60,759.56,4096.74,8414.75,1007.50,651.94,643.28,648.19,7414.19,439.44,561.72,721.23,482.22,9611.55,183.98,176.40,311.50,599.49,457.19,594.35,8897.16,73.88
2007-01-06,RMA,base,5,16844.00,2516.00,9270.90,384.90,11663.80,0.00,1.00,570.40,2.13,3.50,17874.00,1074.04,1074.04,643.59,2986.87,580.36,686.63,1306.14,1306.14,868.52,230.20,588.71,9634.08,9838.45,9827.63,633.19,635.60,10870.10,722.11,3878.27,7997.78,1059.98,645.83,645.94,644.11,7043.86,431.91,563.66,725.30,464.66,9156.90,190.47,178.41,331.03,607.84,451.23,583.46,8455.85,73.13
2007-01-07,RMA,base,5,16355.00,2493.00,8341.30,561.14,10672.41,0.00,1.00,557.50,2.21,3.52,17087.00,1046.96,1046.96,624.77,2702.99,581.23,663.95,1314.26,1314.26,848.93,257.84,592.52,9243.19,9412.23,9488.05,617.77,621.77,10522.30,707.02,3969.08,7670.81,1078.82,627.77,634.49,641.58,7135.52,429.53,564.31,727.95,453.74,8746.90,196.51,180.16,343.71,608.24,434.46,587.47,8007.62,73.03
2007-01-08,RMA,base,5,17227.00,2488.00,8346.50,769.38,11331.68,0.00,1.00,554.60,2.36,3.55,17868.00,1037.32,1037.32,606.64,2478.58,587.35,647.15,1383.30,1383.30,825.27,288.19,589.33,8911.80,8988.38,9236.42,605.91,611.27,10168.27,697.46,4176.23,7400.21,1135.86,609.86,622.67,635.45,7385.01,429.32,565.31,730.80,452.88,8331.37,200.58,177.75,353.68,606.05,428.25,587.21,7561.96,73.33
2007-01-09,RMA,base,5,17211.00,2478.00,8254.90,911.60,10621.85,0.00,1.00,548.30,2.57,3.56,17809.00,1009.12,1009.12,592.29,2293.69,585.83,634.04,1365.91,1365.91,803.76,299.23,581.50,8599.88,8581.59,9008.24,594.31,600.16,9815.81,677.80,4170.61,7115.91,1215.65,595.32,610.68,637.94,7394.63,427.92,566.72,726.07,444.95,7902.95,202.12,171.66,354.46,602.75,424.75,581.15,7147.10,73.26
2007-01-10,RMA,base,5,17930.00,2470.00,8753.50,1118.82,10980.78,0.00,1.00,556.70,2.78,3.52,18503.00,976.55,976.55,580.11,2219.61,580.87,623.03,1349.45,1349.45,783.01,297.71,572.48,8387.17,8195.53,8802.18,583.72,589.46,9423.09,654.81,4088.52,6895.46,1163.14,582.76,597.68,636.71,7324.90,424.38,568.03,716.15,437.42,7541.38,200.63,168.89,342.83,595.99,417.08,576.56,6805.17,72.95
2007-01-11,RMA,base,5,17130.00,2474.00,8873.40,1275.33,10050.83,0.00,1.00,556.30,3.14,3.42,17689.00,974.95,974.95,570.05,2222.67,578.09,612.97,1412.37,1412.37,761.80,294.23,562.24,8266.17,7883.64,8652.36,575.87,581.45,9023.22,634.66,4107.89,6753.52,1095.92,572.20,585.85,629.93,7327.63,420.65,568.89,711.79,432.71,7243.92,197.12,170.66,328.34,584.68,412.70,576.94,6560.08,72.93
2007-01-12,RMA,base,5,16132.00,2481.00,8836.80,1176.50,7927.23,0.00,1.00,555.40,3.36,3.41,16686.00,954.29,954.29,564.89,2170.68,576.36,599.74,1374.65,1374.65,745.14,277.93,532.05,8077.26,7648.40,8534.95,567.78,571.63,8699.22,608.17,3999.35,6568.33,1067.07,566.45,578.27,620.09,7190.12,415.47,569.71,708.66,419.02,6897.66,193.67,174.05,314.08,573.84,412.22,573.41,6343.61,72.73
2007-01-13,RMA,base,5,15273.00,2475.00,10063.30,1248.56,6628.30,0.00,1.00,562.50,3.55,3.42,15822.00,967.88,967.88,557.51,2153.12,572.13,578.90,1475.86,1475.86,724.15,277.99,517.28,7978.16,7456.55,8481.34,548.97,550.71,8387.96,593.83,4227.62,6508.16,1021.52,559.15,569.65,616.13,7532.16,408.45,569.24,701.81,414.77,6547.23,193.60,174.18,308.34,567.85,404.35,569.86,6118.16,72.83
