datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2000-02-01,dsm2,base,44,49527.70,48155.80,2647.00,11296.24,568.14,40310.32,0.00,1.00,716.58,3.24,3.54,2.69,2.99,324.66,324.66,291.56,349.39,679.10,317.51,174.85,174.85,440.56,140.05,270.48,4923.46,5723.16,2076.54,283.96,283.91,4359.78,268.09,258.98,6216.20,1293.13,194.59,291.72,356.98,726.83,998.39,257.22,755.46,581.44,197.16,3229.76,135.70,132.96,165.38,531.36,186.13,661.03,445.52,3146.99,438.14,54.40
2000-02-02,dsm2,base,44,50335.50,49237.10,2583.00,11349.85,666.41,40902.24,0.00,1.00,767.78,2.73,3.58,2.36,3.02,287.43,287.43,280.74,334.52,663.04,299.84,180.84,180.84,412.79,146.42,260.45,3799.74,5056.58,1906.21,272.95,273.19,4529.19,267.46,300.42,6301.84,1198.91,192.01,280.83,352.67,711.96,1466.10,233.85,732.59,531.21,198.36,2618.51,140.20,133.14,172.22,485.31,184.88,716.96,463.20,2863.58,403.31,56.60
2000-02-03,dsm2,base,44,49986.70,48926.90,2431.00,11563.54,301.56,40552.60,0.00,1.00,804.98,2.36,3.66,2.00,3.16,287.35,287.35,271.52,303.26,720.27,288.32,170.99,170.99,381.43,145.21,252.47,3564.70,4455.69,1649.21,264.15,264.37,4379.40,249.73,251.16,5081.25,1069.68,182.97,271.67,341.62,738.71,1000.48,232.14,719.12,466.29,191.45,2525.65,138.38,127.17,170.76,515.81,186.29,765.54,450.67,2635.91,431.78,54.40
2000-02-04,dsm2,base,44,49862.10,48177.80,2347.00,11475.59,134.00,40599.51,0.00,1.00,819.99,1.95,3.55,1.71,3.08,276.19,276.19,261.31,277.61,766.02,274.89,167.41,167.41,361.50,141.17,240.13,3244.59,3969.38,1490.58,253.02,252.96,4259.02,240.90,231.53,5085.14,959.93,180.31,261.39,330.74,783.40,927.07,223.63,705.14,407.82,186.46,2409.20,131.32,124.08,164.01,531.85,178.92,802.46,446.88,2446.62,432.16,54.40
2000-02-05,dsm2,base,44,49111.60,47782.90,2273.00,11534.55,784.29,39065.76,0.00,1.00,864.98,1.48,3.41,1.34,3.02,269.34,269.34,250.16,249.71,798.19,263.98,160.77,160.77,344.43,135.21,230.64,3056.01,3637.31,1292.23,242.19,242.16,4131.33,228.92,203.06,4722.69,827.23,169.34,250.21,320.56,816.49,713.44,217.62,695.30,367.49,180.39,2400.47,132.15,128.02,159.42,551.65,174.01,820.64,434.83,2329.69,416.33,54.40
2000-02-06,dsm2,base,44,47327.50,46137.30,2251.00,11967.27,626.75,36984.48,0.00,1.00,910.28,1.38,3.47,1.29,3.07,265.55,265.55,241.09,225.09,825.89,255.58,155.04,155.04,334.24,136.01,222.94,2932.70,3384.91,1050.52,233.59,233.51,3959.80,218.05,175.76,4390.15,678.42,163.70,241.14,314.58,840.30,515.71,214.45,691.37,343.27,174.60,2603.15,134.07,130.70,155.84,560.42,171.11,859.20,422.75,2249.01,353.67,53.80
2000-02-07,dsm2,base,44,45271.30,44216.70,2216.00,11424.75,762.69,35299.86,0.00,1.00,957.38,1.36,3.38,1.31,3.02,253.72,253.72,230.60,211.20,860.42,247.36,153.80,153.80,327.50,137.41,210.43,2745.83,3186.60,910.72,222.24,222.40,3892.27,214.73,169.63,4693.68,584.65,161.54,230.62,294.22,871.50,568.09,204.03,690.04,330.27,173.99,2524.81,135.64,132.93,153.10,554.39,166.37,905.87,398.57,2136.64,368.14,54.40
2000-02-08,dsm2,base,44,43578.00,42634.90,2155.00,10681.00,766.03,34285.97,0.00,1.00,985.19,1.46,3.30,1.45,2.95,245.12,245.12,221.46,202.95,904.18,241.03,152.93,152.93,318.63,139.00,206.44,2615.85,2980.48,806.96,214.90,215.19,3779.63,210.48,163.68,4478.90,524.26,158.91,221.59,280.50,908.44,525.64,198.66,698.22,324.38,173.37,2508.44,137.57,134.26,153.54,534.04,166.93,952.00,386.82,2051.38,330.90,54.00
2000-02-09,dsm2,base,44,42706.10,41806.60,2112.00,10741.77,762.00,33314.33,0.00,1.00,996.99,1.77,3.19,1.71,2.86,239.38,239.38,216.46,195.82,953.73,235.61,154.07,154.07,310.92,140.70,204.95,2450.17,2761.31,720.93,210.81,211.10,3647.34,205.36,161.29,4356.95,484.91,157.08,216.50,285.20,947.35,531.90,195.94,717.54,321.94,170.64,2662.66,138.17,133.95,154.13,580.08,167.41,982.17,376.31,1981.87,310.29,53.80
2000-02-10,dsm2,base,44,41041.30,39966.30,2096.00,11469.15,-87.53,31755.68,0.00,1.00,992.30,2.16,3.03,2.07,2.79,230.50,230.50,212.90,194.45,980.06,230.20,155.00,155.00,304.21,141.23,201.48,2215.13,2558.42,740.79,207.32,207.56,3499.22,203.30,165.40,4417.93,481.36,162.80,212.90,272.49,979.27,662.55,191.77,735.16,320.94,171.06,2589.91,138.73,134.76,155.54,586.03,167.37,996.74,365.17,1928.75,303.58,53.80
