datetime,model,scene,case,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
1991-04-01,dsm2,baseline,6,30690.00,2080.00,10348.89,801.44,22166.67,0.00,1.00,602.94,2.88,3.17,2.88,3.15,366.28,366.28,353.60,367.39,437.76,365.77,273.11,273.11,453.10,164.00,326.83,3289.05,4203.09,2471.83,342.78,342.93,3948.00,331.79,556.34,1451.71,280.90,353.69,402.74,535.22,2053.99,276.13,712.98,490.67,255.92,2497.26,146.43,140.73,203.65,465.57,228.97,487.96,438.16,2110.37,439.28,59.60
1991-04-02,dsm2,baseline,6,27170.00,1840.00,10387.18,960.51,18282.31,0.00,1.00,761.90,2.74,3.12,2.72,3.13,352.34,352.34,339.23,336.98,478.95,350.82,253.25,253.25,431.58,162.88,317.08,3227.29,3858.53,2389.72,329.57,329.64,3809.79,315.45,491.80,1343.90,271.21,339.50,392.65,541.98,1729.06,271.92,704.17,466.21,248.64,2656.36,158.75,170.04,204.51,436.80,232.47,585.85,437.21,2104.92,424.91,57.60
1991-04-03,dsm2,baseline,6,23870.00,1680.00,10332.78,1347.83,14429.39,0.00,1.00,898.90,2.52,3.20,2.50,3.20,334.10,334.10,327.83,325.07,559.71,338.18,256.00,256.00,418.46,171.24,306.18,2924.56,3601.68,2336.48,319.65,319.52,3641.05,308.63,511.93,1335.04,257.36,328.06,383.34,626.07,1886.40,263.72,690.36,446.83,249.20,2698.29,175.35,193.39,206.32,454.58,228.86,716.18,438.31,1998.77,428.32,59.60
1991-04-04,dsm2,baseline,6,20240.00,1570.00,10346.51,1481.91,10547.58,0.55,1.00,993.92,2.32,3.22,2.31,3.22,311.28,311.28,317.46,307.04,623.86,326.97,275.78,275.78,403.67,184.44,296.20,2691.35,3326.09,2506.07,309.35,309.29,3506.38,308.04,602.22,1373.96,274.03,317.58,372.48,724.01,2288.11,255.60,675.00,429.77,253.92,2647.94,189.01,208.59,215.34,477.04,234.21,842.05,432.66,1878.22,436.86,59.60
1991-04-05,dsm2,baseline,6,18370.00,1480.00,10381.71,1172.36,8899.93,1.00,1.00,1078.93,2.17,3.26,2.16,3.26,301.20,301.20,307.15,299.36,684.99,317.53,311.45,311.45,390.46,198.12,287.52,2522.31,3084.17,2767.85,299.57,299.46,3400.63,304.27,712.17,1454.96,311.37,307.39,360.76,825.18,2768.53,253.56,659.20,413.60,257.81,2640.39,199.34,219.91,225.20,512.41,240.63,943.99,420.64,1790.58,459.15,63.20
1991-04-06,dsm2,baseline,6,16830.00,1420.00,10402.36,1048.67,7482.97,1.00,1.00,1138.94,1.91,3.39,1.90,3.40,295.49,295.49,298.71,310.35,732.94,311.34,360.53,360.53,380.00,210.76,283.93,2420.34,2897.52,3104.64,292.95,293.10,3321.43,302.09,844.34,1535.37,354.11,298.89,349.03,915.65,3297.22,254.83,643.34,399.38,258.53,2602.92,207.92,198.10,231.27,545.20,245.17,1024.06,409.25,1720.32,490.51,63.20
1991-04-07,dsm2,baseline,6,15620.00,1380.00,9927.20,961.70,6895.10,1.00,1.00,1207.93,1.71,3.51,1.70,3.52,294.21,294.21,293.80,337.11,759.58,305.72,421.58,421.58,373.29,221.23,281.30,2315.88,2752.73,3521.88,289.48,289.88,3250.99,300.94,1018.82,1631.38,434.80,293.93,338.66,988.31,4050.04,254.78,627.60,387.49,258.34,2512.63,209.30,210.86,236.84,569.74,248.27,1092.31,394.91,1635.73,514.01,65.80
1991-04-08,dsm2,baseline,6,14960.00,1340.00,10389.38,1312.81,5312.81,1.00,1.00,1242.96,1.63,3.61,1.64,3.61,295.84,295.84,290.96,383.35,776.12,304.60,489.89,489.89,368.87,229.40,279.90,2253.91,2636.38,4015.74,286.88,287.21,3189.64,299.77,1216.59,1746.28,532.00,291.08,331.62,1049.81,4654.63,254.31,612.13,376.81,256.98,2418.20,209.41,218.51,240.26,573.33,252.68,1149.82,380.44,1528.65,500.79,66.20
1991-04-09,dsm2,baseline,6,14850.00,1280.00,10335.03,1246.60,5199.37,1.00,1.00,1258.95,1.77,3.63,1.78,3.64,306.85,306.85,288.76,459.06,778.89,303.33,594.40,594.40,364.67,237.27,278.76,2226.57,2528.96,4642.99,284.78,285.34,3132.10,297.55,1495.48,1955.78,676.15,288.80,325.96,1099.25,5340.81,253.63,601.24,366.39,257.12,2251.86,211.58,230.33,243.17,579.84,256.97,1201.58,368.20,1445.16,488.72,66.20
1991-04-10,dsm2,baseline,6,14740.00,1180.00,10225.13,1134.20,5180.67,1.00,1.00,1268.96,1.87,3.75,1.87,3.76,322.76,322.76,286.93,563.14,776.40,301.26,702.92,702.92,359.18,245.42,279.06,2223.67,2439.29,5252.04,283.19,283.66,3082.18,293.55,1766.72,2178.45,792.25,286.92,322.34,1149.69,5614.23,253.86,592.96,356.64,257.63,2195.44,216.90,236.25,248.89,572.55,259.79,1227.66,358.29,1405.55,476.47,66.20
1991-04-11,dsm2,baseline,6,14630.00,1060.00,9275.25,1092.09,5936.66,1.00,1.00,1283.94,2.26,3.90,2.29,3.91,357.38,357.38,285.83,671.42,752.48,298.96,892.49,892.49,353.26,260.09,279.48,2251.58,2366.10,5978.64,282.31,282.64,3021.91,290.53,2179.12,2607.41,999.15,285.86,319.90,1185.08,6202.18,254.11,587.90,348.72,260.74,2054.81,223.92,230.91,252.94,534.73,260.75,1234.60,350.03,1354.56,423.66,66.20
1991-04-12,dsm2,baseline,6,12980.00,951.00,10210.13,1032.46,3302.41,1.00,1.00,1320.85,2.63,4.07,2.63,4.08,416.63,416.63,285.34,788.97,715.53,296.76,1148.64,1148.64,347.54,286.13,279.60,2348.85,2329.12,6802.07,282.03,282.40,2944.15,290.09,2670.36,3013.40,1247.15,285.32,317.25,1202.77,6891.41,255.72,577.77,343.33,264.44,1969.83,228.74,217.23,259.25,532.60,263.47,1223.10,342.36,1342.80,413.57,70.80
1991-04-13,dsm2,baseline,6,11660.00,843.00,10264.73,1040.31,1795.96,1.00,1.00,1324.98,2.81,4.18,2.83,4.18,535.97,535.97,285.27,955.30,684.30,295.48,1634.19,1634.19,342.14,349.22,280.62,2521.69,2350.73,7903.18,282.62,282.92,2853.21,296.22,3500.38,3678.48,1642.20,285.26,315.12,1198.52,8053.64,258.24,562.02,339.50,268.21,2063.75,230.97,204.14,274.78,500.08,271.02,1189.37,335.79,1331.97,390.52,70.80
1991-04-14,dsm2,baseline,6,11880.00,839.00,10202.75,825.66,2284.59,1.00,1.00,1377.77,3.08,4.25,3.09,4.25,684.14,684.14,286.54,1214.50,669.67,294.82,2064.53,2064.53,339.10,432.47,282.29,2754.62,2455.08,8914.91,283.88,284.14,2784.60,308.94,4205.83,4294.75,2086.88,286.53,314.36,1167.26,8945.90,261.22,548.49,337.33,269.37,2213.94,230.59,191.45,297.05,491.14,283.06,1156.25,329.88,1369.99,384.02,76.40
1991-04-15,dsm2,baseline,6,10714.00,809.00,8296.23,417.99,3432.78,1.00,1.00,1480.55,3.33,4.25,3.36,4.25,884.93,884.93,287.92,1603.58,663.29,295.10,2609.86,2609.86,334.50,543.80,283.77,3098.62,2655.32,9866.94,285.65,285.72,2739.60,334.36,4952.81,4887.31,2600.66,287.96,313.91,1120.23,9817.56,263.71,538.81,336.26,269.72,2478.07,229.00,186.93,334.66,450.57,303.23,1082.08,325.94,1438.05,394.47,76.60
1991-04-16,dsm2,baseline,6,10175.00,755.00,8209.00,443.84,2913.16,1.00,1.00,1458.10,3.64,4.17,3.65,4.17,1039.92,1039.92,291.23,2069.56,664.64,296.35,3004.00,3004.00,337.04,659.84,285.84,3515.15,2956.64,10556.68,287.57,287.73,2734.72,361.60,5503.01,5487.84,2998.72,291.29,318.80,1103.80,10399.47,265.59,526.74,336.36,269.11,2789.53,228.25,192.54,372.36,452.99,325.78,1145.82,324.53,1529.30,412.16,79.40
1991-04-17,dsm2,baseline,6,9735.00,702.00,6873.32,606.41,3566.27,1.00,1.00,1433.12,3.69,4.09,3.69,4.08,1169.76,1169.76,294.61,2567.87,672.20,299.71,3350.13,3350.13,344.33,759.83,287.97,3993.21,3362.84,10983.34,290.10,290.12,2771.46,389.23,5915.94,6007.75,3245.07,294.67,322.59,1140.14,10714.56,266.56,515.14,340.02,269.20,3074.77,228.24,196.29,409.98,442.73,348.18,1264.89,322.84,1683.25,428.69,79.40
