datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
1995-04-01,dsm2,base,40,102291.00,76230.00,24700.00,2921.48,2492.05,121577.47,0.00,1.00,284.29,2.61,3.59,2.45,2.89,228.45,228.45,289.73,143.51,280.32,308.48,134.27,134.27,323.58,114.89,309.77,340.19,401.04,138.68,302.70,303.15,674.16,229.37,148.68,613.10,162.02,141.21,289.54,279.77,282.74,147.36,308.71,277.87,376.84,219.15,554.06,109.68,109.71,154.67,284.15,174.17,281.16,279.02,536.98,279.21,53.80
1995-04-02,dsm2,base,40,96261.00,74030.00,24200.00,2784.40,3161.57,114515.03,0.00,1.00,291.12,2.34,3.61,2.18,3.06,231.02,231.02,286.85,147.51,289.32,303.49,137.38,137.38,317.92,119.72,301.58,334.09,384.11,144.17,295.30,295.75,652.16,230.34,154.06,606.58,164.99,145.25,286.67,289.62,292.46,150.45,304.11,288.07,368.13,217.77,580.50,114.28,114.52,157.99,295.96,175.50,289.96,285.10,541.92,289.08,53.80
1995-04-03,dsm2,base,40,89140.00,72490.00,23700.00,3012.83,3309.45,106517.72,0.00,1.00,293.58,2.06,3.73,1.91,3.19,231.19,231.19,295.45,150.29,294.25,298.17,141.16,141.16,313.23,123.06,296.95,324.84,374.12,150.01,296.68,296.68,635.08,228.12,157.55,732.08,167.18,148.93,295.42,296.73,297.83,153.49,299.14,294.61,356.73,214.96,589.30,117.61,117.93,159.27,302.84,176.78,294.67,293.34,523.67,295.16,53.80
1995-04-04,dsm2,base,40,84936.00,71830.00,22900.00,3317.33,3285.67,101233.00,0.00,1.00,283.62,1.80,3.82,1.61,3.35,229.95,229.95,301.21,152.23,290.43,296.50,142.60,142.60,309.88,125.55,298.47,312.38,360.61,154.70,301.98,301.80,622.64,226.04,160.75,919.71,168.78,151.30,301.13,299.73,296.13,157.30,299.09,295.85,345.86,212.12,588.23,120.01,119.76,159.54,304.13,176.67,290.13,297.07,496.07,294.64,53.80
1995-04-05,dsm2,base,40,80579.00,68750.00,22300.00,2972.16,3166.38,96740.46,0.00,1.00,275.08,1.52,3.88,1.38,3.48,227.87,227.87,301.46,153.42,280.93,296.00,143.17,143.17,308.09,126.77,300.39,305.91,346.46,157.84,305.23,305.02,613.61,224.18,163.05,1094.26,171.01,153.01,301.19,290.30,286.62,158.98,299.01,286.23,338.73,211.56,583.31,121.68,122.99,159.35,295.02,175.66,280.67,291.48,475.51,284.91,53.80
1995-04-06,dsm2,base,40,77512.00,66330.00,21800.00,2996.88,2798.03,93517.09,0.00,1.00,276.75,1.24,3.92,1.20,3.45,225.99,225.99,293.15,153.97,277.39,295.73,143.96,143.96,306.97,129.55,300.62,301.15,336.06,159.58,303.20,303.30,606.70,223.28,164.55,1232.47,171.81,154.33,292.69,281.21,280.71,159.81,297.18,278.24,335.27,212.35,576.03,124.67,123.01,160.67,285.61,176.23,277.77,282.17,454.07,278.32,53.80
1995-04-07,dsm2,base,40,77827.00,66550.00,21500.00,2995.88,2346.69,93984.43,0.00,1.00,270.50,1.08,4.00,0.99,3.57,225.33,225.33,285.11,154.29,274.96,293.99,144.51,144.51,305.17,129.73,297.26,301.06,329.31,160.42,296.19,296.53,601.55,223.58,166.14,1282.37,172.77,156.40,284.80,281.25,279.29,160.14,292.10,278.72,333.96,211.25,530.91,121.69,119.20,161.10,283.04,177.94,274.85,279.24,439.11,277.88,53.80
1995-04-08,dsm2,base,40,76240.00,64020.00,21400.00,3502.84,2034.73,92102.43,0.00,1.00,258.88,1.08,4.08,1.02,3.69,225.53,225.53,283.45,155.97,265.90,291.15,142.39,142.39,302.74,126.66,292.85,300.10,330.02,161.19,291.08,291.27,597.42,223.13,165.18,1287.75,173.56,157.40,283.24,275.88,271.15,161.80,285.98,271.81,333.02,204.75,523.05,118.34,115.48,157.56,276.39,180.63,265.43,275.98,420.82,270.27,53.80
1995-04-09,dsm2,base,40,75755.00,64240.00,21400.00,2975.30,2302.40,91877.30,0.00,1.00,255.38,1.15,4.13,1.09,3.75,225.00,225.00,278.29,158.72,258.65,288.33,141.06,141.06,300.50,123.06,289.87,296.15,330.88,163.21,288.66,288.91,592.36,219.36,162.51,1361.17,174.23,155.97,277.82,265.24,262.30,164.05,280.98,261.08,331.76,201.66,522.19,115.02,111.78,158.06,267.45,179.01,258.77,266.67,412.85,260.62,53.80
1995-04-10,dsm2,base,40,82140.00,68640.00,21200.00,3001.98,2744.01,97594.01,0.00,1.00,240.46,1.36,4.14,1.24,3.75,222.06,222.06,269.67,160.01,249.87,285.43,137.88,137.88,298.44,119.17,285.30,291.72,327.98,164.32,283.02,283.44,583.19,215.37,158.65,1281.21,175.42,153.66,269.40,261.51,256.22,162.68,276.10,256.88,329.55,200.07,514.53,111.34,107.98,155.11,265.03,175.81,249.23,260.46,402.88,255.48,53.80
