datetime,model,scene,case,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,sf_tidal_energy,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2006-11-17,RMA,cache,5,12081.36,3420.59,-9095.80,-93.22,6241.75,1.00,0.00,608.80,3.23,7310.84,7310.84,502.61,12453.04,627.34,1160.50,9894.76,9894.76,1632.10,4283.53,1085.04,15832.17,14537.25,16235.46,640.63,667.53,14456.44,3128.45,13267.69,15029.86,10434.18,498.64,416.30,663.37,18726.62,378.80,648.10,487.04,622.33,13144.94,1033.59,172.12,2679.78,513.98,2253.81,623.97,381.84,13179.00,412.14,92.57
2006-11-18,RMA,cache,5,13249.17,3507.06,-9919.90,-31.72,7490.41,1.00,0.00,605.80,3.22,6985.52,6985.52,592.02,12758.27,613.02,1292.25,9608.74,9608.74,1761.84,3791.55,1196.68,16329.64,15099.39,16612.96,758.60,788.96,14704.32,3030.68,13164.47,15532.18,10343.25,586.02,447.06,634.80,18838.76,401.38,647.80,474.70,616.30,13436.60,859.24,173.96,2394.56,500.82,2150.59,610.87,379.92,13630.77,426.53,92.03
2006-11-19,RMA,cache,5,14080.61,3531.57,-9866.90,907.16,7727.22,1.00,0.00,608.30,3.56,6529.82,6529.82,691.50,13010.43,607.13,1387.38,9119.60,9119.60,1842.69,3186.49,1264.01,16581.46,15588.93,16831.90,862.16,894.09,15018.42,2867.43,12819.63,15808.63,10198.41,684.75,497.77,619.17,18654.41,413.72,629.79,465.74,584.08,13758.85,668.78,174.81,2087.77,501.55,2016.10,607.14,370.74,13955.62,449.61,91.56
2006-11-20,RMA,cache,5,14977.28,3518.79,-9684.70,1441.39,8179.21,1.00,0.00,622.90,3.71,6071.45,6071.45,785.55,13238.10,610.04,1449.35,8535.72,8535.72,1892.88,2589.67,1297.23,16698.01,15916.58,16903.55,946.56,979.33,15303.62,2714.63,12402.84,15979.37,10009.51,779.18,560.78,613.40,18437.37,419.13,599.90,462.25,550.99,14057.24,518.54,174.43,1764.70,509.30,1842.26,612.17,361.84,14207.74,486.88,90.78
2006-11-21,RMA,cache,5,15369.93,3513.92,-9789.70,1509.55,8339.72,1.00,0.00,632.50,3.52,5752.70,5752.70,860.09,13473.93,620.26,1501.96,8157.33,8157.33,1935.59,2209.80,1334.57,16817.10,16150.50,16980.97,1007.23,1040.04,15548.33,2628.85,12153.03,16147.89,9804.16,854.62,625.43,617.23,18443.36,424.52,573.05,467.09,534.70,14341.23,438.00,173.64,1538.19,529.98,1712.82,623.79,364.85,14450.50,533.57,90.24
2006-11-22,RMA,cache,5,15532.66,3457.61,-10017.80,1534.35,9130.07,1.00,0.00,640.40,3.29,5416.52,5416.52,916.89,13644.78,629.98,1531.87,7712.62,7712.62,1955.59,1896.21,1340.50,16904.95,16331.07,17042.45,1060.05,1093.56,15743.46,2516.80,11742.47,16248.75,9628.15,912.31,687.43,630.25,18217.11,427.28,555.42,483.95,522.96,14588.22,378.44,172.96,1383.98,554.46,1629.59,633.75,377.17,14632.64,579.46,89.62
2006-11-23,RMA,cache,5,15947.32,3407.41,-9272.40,1330.23,8718.15,1.00,0.00,647.10,2.94,5076.80,5076.80,963.77,13767.25,638.40,1539.75,7115.54,7115.54,1957.33,1637.04,1298.13,16947.61,16460.31,17020.32,1107.23,1140.84,15899.35,2384.73,11222.72,16294.60,9478.48,960.12,739.70,639.17,17774.01,422.55,552.11,514.23,521.09,14783.72,335.09,173.76,1257.27,589.56,1530.97,641.61,395.08,14771.84,623.76,88.44
2006-11-24,RMA,cache,5,16061.93,3333.82,-10254.70,1264.19,9823.85,1.00,0.00,671.70,2.63,4887.56,4887.56,1004.68,13923.91,647.85,1540.71,6724.55,6724.55,1962.74,1536.30,1254.59,17021.50,16552.27,16946.09,1128.43,1161.46,16035.50,2312.63,11020.22,16378.59,9364.29,1002.86,796.90,643.53,17660.67,418.11,560.12,552.62,549.37,14945.67,320.12,174.80,1189.37,620.78,1430.68,653.38,414.64,14928.47,666.72,87.49
2006-11-25,RMA,cache,5,16655.74,3264.53,-9097.00,1174.51,10232.27,1.00,0.00,681.70,2.23,4729.66,4729.66,1013.37,14066.84,663.85,1530.14,6420.51,6420.51,1963.08,1479.65,1245.47,17090.24,16614.75,16852.48,1121.52,1155.32,16149.53,2262.91,10898.44,16446.26,9229.93,1014.09,835.57,649.86,17649.48,423.27,570.77,590.69,570.59,15079.65,312.34,174.09,1150.88,642.75,1342.73,671.22,428.84,15063.40,700.92,87.05
2006-11-26,RMA,cache,5,17299.92,3169.80,-9203.50,1073.18,10464.24,1.00,0.00,694.60,1.96,4490.57,4490.57,999.21,14169.62,678.53,1502.36,6077.73,6077.73,1943.03,1428.31,1244.53,17054.10,16636.46,16698.20,1105.17,1139.84,16239.75,2190.79,10670.56,16421.21,8939.25,1001.68,850.86,662.33,17572.90,433.32,582.60,628.07,569.78,15184.44,305.40,175.24,1105.06,653.50,1262.28,683.74,440.86,15166.87,720.19,86.32
2006-11-27,RMA,cache,5,17582.26,3070.32,-9490.30,607.06,10495.47,1.00,0.00,701.30,1.75,4220.30,4220.30,973.06,14218.62,689.43,1464.61,5595.15,5595.15,1908.89,1265.48,1241.54,16910.03,16599.30,16488.74,1086.31,1122.74,16289.75,2087.35,10265.89,16301.24,8511.48,976.19,845.67,675.66,17295.28,440.96,592.54,671.02,536.10,15269.41,289.28,178.35,1035.34,655.99,1212.85,694.42,447.24,15223.78,722.05,85.30
2006-11-28,RMA,cache,5,17957.62,2981.07,-10094.90,407.40,10910.22,1.00,0.00,707.10,1.60,3868.12,3868.12,975.59,14214.50,697.97,1427.70,5190.32,5190.32,1875.87,1111.56,1191.76,16692.18,16507.49,16165.84,1090.89,1124.59,16295.79,1961.22,9728.65,16104.39,8008.96,977.20,843.83,686.62,16777.59,431.95,601.80,723.11,520.68,15329.52,274.38,181.19,953.49,658.05,1158.86,701.59,450.84,15237.91,722.41,84.43
2006-11-29,RMA,cache,5,18057.78,2909.18,-10226.30,331.97,11130.48,1.00,0.00,705.80,1.58,3432.78,3432.78,989.89,14150.11,703.72,1377.30,4560.96,4560.96,1828.70,910.89,1091.66,16304.82,16345.43,15651.75,1081.62,1109.94,16250.56,1789.82,8881.09,15771.89,7452.82,990.51,850.39,695.31,15956.27,417.67,611.59,771.59,479.72,15340.24,256.13,179.09,878.16,661.22,1102.53,705.73,450.59,15198.29,723.97,83.23
2006-11-30,RMA,cache,5,17948.20,2852.54,-10156.50,253.10,11463.99,1.00,0.00,697.00,1.68,3032.66,3032.66,988.17,14069.25,705.47,1313.35,3917.43,3917.43,1765.16,759.09,1026.54,15793.67,16076.15,15005.19,1044.51,1067.15,16136.83,1631.57,8047.13,15343.82,6989.26,989.34,853.85,701.18,15166.03,400.63,620.26,815.89,435.49,15304.17,243.54,176.87,791.47,664.87,1029.33,704.09,451.46,15108.01,732.12,81.47
2006-12-01,RMA,cache,5,18012.30,2767.31,-10127.60,191.31,11323.54,1.00,0.00,723.20,1.85,2791.25,2791.25,959.94,14003.10,703.16,1254.55,3594.76,3594.76,1703.83,667.55,997.13,15333.79,15724.11,14471.72,999.78,1021.88,15952.46,1537.05,7628.63,14965.83,6680.50,962.70,848.35,703.03,14782.49,382.03,624.30,852.12,421.92,15235.99,234.49,177.76,699.79,659.90,947.48,704.59,452.62,14994.96,735.62,80.57
2006-12-02,RMA,cache,5,17722.61,2720.50,-10368.70,200.19,10476.66,1.00,0.00,707.60,2.14,2605.39,2605.39,926.43,13918.83,708.36,1203.04,3392.46,3392.46,1645.01,596.65,955.97,14946.59,15356.44,14080.05,963.24,984.48,15723.81,1455.58,7334.36,14650.39,6450.96,929.40,831.75,701.76,14530.63,367.06,626.70,883.13,411.02,15127.60,226.77,174.16,635.33,659.93,895.16,714.74,451.71,14862.48,729.12,80.00
2006-12-03,RMA,cache,5,17015.24,2684.99,-10212.20,368.62,9497.77,1.00,0.00,689.60,2.44,2458.86,2458.86,895.91,13809.47,713.33,1156.05,3255.08,3255.08,1589.75,539.50,916.04,14644.50,15023.84,13807.56,927.46,947.86,15490.67,1384.22,7133.65,14406.53,6147.00,898.79,802.68,706.69,14389.02,356.44,628.66,910.25,401.60,14987.28,220.46,167.50,584.37,659.62,853.17,706.39,448.97,14728.83,717.69,79.66
2006-12-04,RMA,cache,5,16416.98,2662.39,-10266.80,407.67,8746.95,1.00,0.00,669.60,2.86,2332.73,2332.73,861.90,13694.60,701.91,1112.85,3118.01,3118.01,1538.65,486.35,881.27,14408.09,14753.54,13607.54,892.67,913.02,15270.69,1321.04,6892.87,14221.02,5963.53,865.08,777.18,710.13,14128.72,348.22,630.60,927.37,391.11,14858.31,213.00,164.03,536.22,652.42,811.98,689.10,442.92,14606.07,703.05,79.38
2006-12-05,RMA,cache,5,14550.29,2589.58,-10357.80,388.75,8283.20,1.00,0.00,671.70,3.31,2228.56,2228.56,827.51,13584.92,684.77,1074.58,3006.58,3006.58,1491.69,445.90,852.84,14237.30,14539.38,13476.84,860.51,880.61,15074.33,1265.29,6655.36,14091.47,5960.70,830.14,751.57,701.02,13840.91,341.28,632.62,937.01,380.18,14740.94,205.12,165.32,501.78,654.63,779.78,674.22,436.05,14501.38,686.04,79.09
2006-12-06,RMA,cache,5,13643.30,2572.76,-8904.90,426.68,8082.87,1.00,0.00,680.00,3.59,2128.52,2128.52,803.58,13479.79,673.26,1038.71,2895.20,2895.20,1447.86,425.03,826.45,14100.36,14372.01,13357.28,833.70,852.89,14907.41,1206.04,6411.87,13978.71,5941.22,805.24,732.25,687.18,13561.71,335.16,635.43,940.69,366.55,14626.36,200.18,166.85,480.71,636.74,758.92,673.10,429.64,14410.68,667.06,78.73
2006-12-07,RMA,cache,5,12478.89,2581.26,-8150.50,458.38,6915.04,1.00,0.00,678.30,3.87,2077.93,2077.93,779.59,13389.42,674.81,1005.83,2871.03,2871.03,1406.94,429.12,803.83,13999.15,14235.25,13263.11,809.84,828.79,14762.67,1160.90,6344.77,13884.53,5979.05,781.07,712.26,678.07,13462.33,328.78,637.26,938.86,364.52,14520.07,198.32,166.44,468.16,630.17,740.36,678.02,422.13,14328.74,653.16,78.49
2006-12-08,RMA,cache,5,11711.92,2603.27,-8132.70,526.34,5021.95,1.00,0.00,687.10,3.94,2068.53,2068.53,754.92,13301.04,678.85,976.36,2883.12,2883.12,1369.19,457.09,794.33,13964.09,14122.89,13167.97,786.65,806.39,14638.14,1126.99,6371.31,13824.58,6036.70,756.68,692.97,677.07,13428.57,324.59,640.05,929.21,367.02,14423.60,199.23,165.97,478.18,620.81,718.32,680.53,415.24,14255.53,641.26,78.49
2006-12-09,RMA,cache,5,11048.04,2629.59,-9165.90,440.61,5021.62,1.00,0.00,716.70,3.98,2216.89,2216.89,719.58,13264.00,683.67,952.35,3180.24,3180.24,1331.66,569.55,821.89,14041.56,14032.81,13226.20,764.71,790.79,14508.59,1147.74,6949.80,13833.36,6367.31,723.11,666.47,679.53,14108.06,330.45,641.47,914.66,394.50,14340.45,206.97,164.65,501.88,605.62,683.41,691.52,409.01,14171.21,625.60,78.76
2006-12-10,RMA,cache,5,10546.56,2669.49,-8576.40,-162.82,4508.78,1.00,0.00,731.70,4.09,2412.84,2412.84,688.93,13231.40,699.59,940.23,3611.21,3611.21,1299.36,722.74,830.67,14210.78,13984.62,13500.11,762.60,790.43,14406.03,1183.43,7579.69,13928.55,6672.00,691.54,654.45,684.48,14825.03,344.47,643.64,900.10,433.98,14268.86,219.52,164.75,543.66,591.61,670.86,713.61,403.97,14103.03,614.84,79.94
2006-12-11,RMA,cache,5,9498.62,2709.27,-9245.10,-945.73,4089.84,1.00,0.00,735.00,4.12,2455.95,2455.95,683.30,13156.39,720.54,924.54,3719.75,3719.75,1265.86,810.74,809.91,14288.40,13992.12,13556.91,754.24,778.37,14348.96,1173.79,7751.34,13965.73,6475.57,684.83,633.44,698.27,14977.08,352.62,647.85,885.54,431.00,14197.27,230.98,167.60,584.87,581.63,684.82,728.96,399.93,14057.56,608.32,80.21
2006-12-12,RMA,cache,5,10081.36,2767.17,-9478.80,-1484.11,3868.79,1.00,0.00,728.30,4.03,2501.11,2501.11,674.92,13072.93,731.07,908.44,3838.72,3838.72,1226.80,901.70,806.47,14354.72,14017.87,13619.49,735.56,757.90,14305.95,1165.54,8006.98,13974.73,6179.77,676.85,615.87,717.47,15284.28,359.58,651.63,873.89,421.89,14132.51,246.21,167.45,612.51,579.08,687.10,732.86,393.84,14004.48,592.59,80.06
2006-12-13,RMA,cache,5,11877.72,2903.18,-10922.80,-2508.33,7843.12,1.00,0.00,714.20,3.80,2512.38,2512.38,659.28,12961.97,730.45,896.90,3890.41,3890.41,1191.39,897.17,793.85,14389.68,14041.97,13703.37,724.95,745.28,14275.03,1148.46,8063.94,13986.68,6035.87,661.16,604.81,727.98,15325.70,364.74,656.66,854.35,422.98,14076.87,248.76,170.24,625.23,570.14,695.72,727.00,385.35,13952.55,579.58,80.21
2006-12-14,RMA,cache,5,11580.51,3012.95,-9906.10,-2533.87,7093.26,1.00,0.00,716.30,3.43,2405.94,2405.94,659.29,12855.81,721.76,881.36,3778.91,3778.91,1161.68,843.96,768.28,14332.75,14060.28,13657.44,715.16,732.56,14249.59,1099.47,7812.51,13933.00,6028.69,660.09,598.50,726.46,14983.43,356.94,664.18,833.52,402.80,14018.16,243.71,174.03,621.01,567.61,708.73,717.65,384.83,13899.93,566.08,80.13
2006-12-15,RMA,cache,5,12174.27,3116.02,-10504.10,-1986.42,6505.63,1.00,0.00,632.10,3.06,2315.86,2315.86,663.36,12785.11,708.83,860.46,3658.87,3658.87,1132.28,793.73,741.82,14173.85,14036.29,13505.84,708.33,723.28,14210.65,1056.97,7612.26,13799.65,6110.59,663.87,595.12,719.18,14746.32,345.46,665.09,813.89,389.59,13952.52,237.50,175.58,597.17,574.07,697.53,697.03,384.11,13835.70,551.33,79.81
2006-12-16,RMA,cache,5,13393.96,3340.58,-11420.10,-1382.36,7233.25,0.00,0.00,641.30,2.73,2376.78,2376.78,664.61,12765.93,666.50,841.54,3810.86,3810.86,1103.07,783.21,722.07,14085.57,13958.06,13505.41,702.49,716.22,14137.88,1056.30,7875.19,13742.93,6156.97,665.21,596.13,706.89,15138.44,338.92,653.98,792.43,415.01,13878.59,231.46,176.99,564.77,571.63,676.00,650.38,383.98,13764.42,549.03,79.92
2006-12-17,RMA,cache,5,14978.80,3357.37,-11625.60,-921.74,8491.50,0.00,0.00,603.90,2.65,2540.33,2540.33,661.10,12770.75,638.46,832.19,4118.15,4118.15,1079.42,774.03,720.86,14194.94,13916.79,13777.15,694.38,707.25,14070.28,1087.12,8345.37,13862.37,6165.82,661.94,593.49,671.58,15790.82,343.70,640.79,770.92,452.26,13816.35,222.49,165.54,539.99,555.83,668.61,630.17,387.74,13727.68,550.20,80.84
2006-12-18,RMA,cache,5,23411.00,2373.00,-11496.40,345.69,14377.79,0.00,0.00,588.80,2.56,2553.49,2553.49,654.95,12753.80,623.72,828.48,4001.85,4001.85,1064.34,627.46,719.16,14355.09,13984.52,14012.24,689.22,701.95,14062.36,1098.76,8215.47,14010.70,6015.26,655.62,591.89,647.48,15680.73,355.85,624.03,753.10,464.51,13783.01,201.53,149.49,494.41,548.89,654.57,606.96,392.29,13738.23,551.59,81.52
2006-12-19,RMA,cache,5,25747.00,2435.00,-11795.50,943.27,16135.34,0.00,0.00,587.50,2.50,2394.83,2394.83,648.76,12720.57,607.13,825.57,3404.27,3404.27,1051.15,433.72,721.81,14374.13,14093.30,13943.31,684.13,696.97,14096.61,1086.45,7487.66,14018.23,5689.87,649.30,588.72,631.22,14886.81,367.69,602.47,739.62,458.39,13780.03,179.07,148.18,423.42,543.34,620.20,592.47,395.57,13759.32,548.45,81.00
2006-12-20,RMA,cache,5,24747.00,2431.00,-11781.10,1015.91,15039.11,0.00,0.00,582.90,2.44,2172.09,2172.09,641.58,12670.25,595.14,821.78,2742.51,2742.51,1038.01,321.98,722.77,14178.99,14123.16,13593.21,682.03,695.54,14117.82,1060.73,6672.65,13844.54,5242.08,642.05,585.43,613.30,13995.06,376.15,587.47,726.43,454.77,13782.43,167.42,157.78,373.24,536.10,587.14,587.18,396.13,13746.40,543.53,79.25
2006-12-21,RMA,cache,5,22600.00,2418.50,-11733.20,1028.82,13014.48,0.00,0.00,581.30,2.35,2011.41,2011.41,637.78,12615.02,588.45,817.39,2399.21,2399.21,1026.49,296.58,725.28,13896.04,14021.18,13174.64,681.60,695.61,14083.75,1043.29,6220.03,13595.10,4874.25,638.07,582.51,601.01,13484.40,385.41,577.72,713.39,464.58,13764.38,167.04,161.12,367.69,529.17,572.41,583.70,395.13,13686.69,538.89,77.84
2006-12-22,RMA,cache,5,20100.00,2433.18,-11542.20,278.92,11859.05,0.00,0.00,569.20,2.31,1884.61,1884.61,636.85,12526.15,584.31,813.15,2210.12,2210.12,1016.14,295.03,722.57,13629.38,13830.05,12749.42,684.68,699.52,13993.54,1029.29,5954.22,13335.20,4588.02,637.29,583.08,593.60,13144.06,396.99,569.37,704.09,483.10,13711.43,169.46,164.89,375.57,521.87,553.71,579.54,392.70,13583.92,536.22,76.97
2006-12-23,RMA,cache,5,17835.00,2446.00,-10975.20,-36.99,9448.48,0.00,0.00,559.60,2.33,1827.04,1827.04,639.33,12449.15,579.46,810.15,2314.66,2314.66,1005.18,335.71,719.44,13451.04,13598.85,12492.82,687.32,703.17,13861.93,1034.83,6208.97,13131.88,4463.08,640.16,585.77,587.65,13578.53,415.29,561.49,696.52,518.01,13622.31,173.10,170.95,385.08,519.03,529.44,570.57,392.18,13443.21,537.69,76.62
2006-12-24,RMA,cache,5,16619.00,2445.00,-11523.50,-163.64,8402.97,0.00,0.00,538.30,2.33,1793.72,1793.72,636.22,12318.82,571.31,808.15,2423.17,2423.17,993.97,374.86,721.46,13345.24,13396.18,12423.72,683.60,699.58,13730.05,1025.77,6361.69,13008.46,4369.28,637.38,588.88,579.87,13777.71,439.16,557.21,688.72,530.78,13519.92,177.74,174.14,404.63,515.05,535.67,558.89,392.06,13319.80,538.41,77.35
2006-12-25,RMA,cache,5,16588.00,2496.00,-11474.70,-263.68,7948.45,0.00,0.00,537.10,2.38,1574.55,1574.55,633.46,12100.14,557.10,800.02,1956.74,1956.74,981.95,317.71,713.85,13049.41,13251.04,12060.17,675.61,690.17,13624.88,956.39,5467.81,12768.73,4204.95,634.82,584.84,569.39,12538.94,440.29,560.08,681.57,504.77,13424.32,179.65,178.56,406.04,512.66,549.15,543.77,394.21,13231.46,535.94,76.44
2006-12-26,RMA,cache,5,16570.00,2509.00,-11935.20,-401.88,8329.11,0.00,1.00,547.10,2.44,1417.23,1417.23,628.35,11910.55,543.58,786.75,1676.40,1676.40,964.58,293.73,712.42,12604.56,13060.52,11469.47,670.24,685.48,13484.92,910.63,4916.99,12367.20,4034.31,629.87,580.00,557.64,11788.16,437.14,561.37,675.13,492.13,13306.06,182.62,182.36,381.22,505.70,528.83,539.57,395.51,13091.02,533.45,74.80
2006-12-27,RMA,cache,5,16517.00,2518.00,-11657.80,-402.28,7920.64,0.00,1.00,547.50,2.38,1439.26,1439.26,631.67,11674.86,540.48,778.98,1920.47,1920.47,946.99,306.75,701.92,12330.44,12751.19,11387.42,684.84,700.97,13247.72,905.64,5372.78,12117.35,3412.89,632.38,586.60,550.06,12328.46,441.49,557.18,669.34,537.39,13141.40,186.45,182.72,344.90,497.74,499.76,541.97,397.45,12871.19,533.70,74.48
2006-12-28,RMA,cache,5,16180.00,2525.00,-12004.60,-540.79,8186.98,0.00,1.00,542.50,2.39,1435.70,1435.70,663.05,10685.95,543.82,767.99,2319.38,2319.38,940.60,303.20,642.98,12353.41,12468.50,11639.29,690.54,700.48,13005.92,872.28,5779.64,12106.60,2113.18,663.29,610.26,548.13,12785.10,436.64,555.17,664.17,558.21,12920.73,186.54,181.96,327.90,502.29,494.72,536.64,401.99,12675.24,547.56,76.34
2006-12-29,RMA,cache,5,15229.00,2522.00,-11951.80,-563.86,7706.14,0.00,1.00,540.00,2.31,1404.98,1404.98,663.86,9012.85,545.39,742.88,2263.65,2263.65,926.73,292.70,642.04,12283.67,12334.83,11660.15,665.07,670.78,12847.30,825.67,5690.48,11855.10,1883.48,664.98,618.45,548.18,12819.29,434.12,552.73,659.45,523.21,12693.84,187.08,180.75,329.98,518.02,509.25,538.77,407.94,12443.77,560.88,76.14
2006-12-30,RMA,cache,5,16756.00,2542.00,-11471.70,-633.69,9289.32,0.00,1.00,533.30,2.25,1438.97,1438.97,646.25,7408.84,542.87,725.98,2236.95,2236.95,905.45,282.61,657.23,12149.61,12209.87,11714.31,655.55,662.54,12697.47,807.87,5772.90,11416.43,1826.13,647.51,601.42,547.38,12901.55,436.81,546.65,655.82,509.81,12390.71,186.50,177.57,314.64,524.35,491.31,538.12,423.12,12047.98,556.55,76.35
2006-12-31,RMA,cache,5,20349.00,2579.00,-11282.40,-647.15,13232.36,0.00,1.00,539.20,2.21,1465.83,1465.83,635.53,6207.82,538.94,714.28,2215.52,2215.52,883.92,263.65,653.42,11959.30,12016.41,11778.02,651.24,658.78,12521.76,795.37,5812.16,10917.35,1812.41,636.49,591.19,544.36,12962.22,438.23,541.44,654.57,501.42,11979.72,183.99,154.85,297.39,525.78,471.95,535.74,433.60,11502.17,551.75,76.48
2007-01-01,RMA,cache,5,27265.00,2539.00,-10904.80,-478.65,19081.72,0.00,1.00,549.60,2.26,1469.34,1469.34,628.17,5366.17,536.70,703.63,2116.50,2116.50,863.75,238.72,644.61,11735.32,11754.10,11809.46,644.81,652.30,12308.88,784.41,5686.89,10439.38,1790.01,629.02,582.91,540.66,12848.81,437.69,537.24,654.95,486.10,11503.77,175.15,143.29,277.62,524.11,451.36,539.81,428.57,10916.77,546.67,76.71
2007-01-02,RMA,cache,5,26533.00,2543.00,-11724.90,263.64,18720.61,0.00,1.00,545.40,2.39,1354.96,1354.96,620.30,4610.60,540.83,692.53,1680.99,1680.99,846.83,203.95,633.65,11336.41,11447.96,11563.44,635.70,642.97,12086.01,755.36,4925.25,9814.13,1635.90,621.21,574.86,540.34,11880.76,430.69,533.90,654.25,447.82,11037.99,162.41,155.54,258.85,521.25,432.11,546.42,422.30,10363.47,539.19,75.93
2007-01-03,RMA,cache,5,22741.00,2562.00,-10585.80,394.02,15942.74,0.00,1.00,559.60,2.70,1226.49,1226.49,611.15,4085.95,546.25,678.94,1372.57,1372.57,828.67,187.26,620.55,10813.60,11051.38,11058.42,626.28,633.41,11802.61,727.12,4338.75,9207.74,1261.31,611.98,568.70,545.29,11101.36,416.87,530.54,650.04,428.06,10534.06,160.87,165.47,250.46,520.81,415.80,549.12,420.84,9791.97,534.80,74.42
2007-01-04,RMA,cache,5,19807.00,2560.00,-9462.20,432.23,13055.34,0.00,1.00,561.70,2.90,1153.18,1153.18,602.39,3714.82,550.33,665.78,1364.32,1364.32,808.87,190.44,601.87,10359.47,10592.05,10561.57,619.71,627.01,11454.75,709.73,4241.59,8733.75,1049.62,602.97,566.61,549.19,10889.21,404.26,527.14,647.19,437.42,10058.03,165.11,171.27,256.49,519.37,408.73,556.73,421.08,9280.76,532.26,73.85
2007-01-05,RMA,cache,5,18167.00,2536.00,-9366.40,175.72,11814.37,0.00,1.00,565.80,3.20,1074.91,1074.91,598.61,3284.86,557.19,653.84,1400.68,1400.68,795.83,200.17,553.22,9955.93,10153.03,10148.79,608.15,612.90,11121.59,682.43,4109.61,8270.70,1063.44,598.89,577.92,552.75,10482.29,391.73,526.40,644.76,446.97,9594.87,169.28,175.68,267.79,519.93,404.53,561.27,422.66,8853.38,534.35,73.98
2007-01-06,RMA,cache,5,16844.00,2516.00,-9270.90,384.90,11663.80,0.00,1.00,570.40,3.94,970.81,970.81,588.76,2884.31,562.90,630.43,1334.36,1334.36,784.58,213.95,534.05,9511.32,9732.14,9741.06,579.76,581.69,10797.48,647.01,3877.37,7840.89,1118.27,589.26,576.96,558.54,10101.92,379.99,527.07,641.61,427.62,9118.13,173.35,177.59,287.28,528.71,401.94,565.38,428.17,8397.31,543.87,73.17
2007-01-07,RMA,cache,5,16355.00,2493.00,-8341.30,561.14,10672.41,0.00,1.00,557.50,4.71,950.46,950.46,567.74,2596.37,566.40,605.83,1361.43,1361.43,763.86,241.53,535.56,9115.13,9301.69,9401.66,562.93,566.49,10443.12,631.66,3984.84,7502.82,1138.16,568.87,561.76,562.55,10271.45,376.28,525.12,638.20,414.13,8690.10,177.57,179.35,296.67,526.59,389.56,566.92,430.84,7933.99,539.95,73.06
2007-01-08,RMA,cache,5,17227.00,2488.00,-8346.50,769.38,11331.68,0.00,1.00,554.60,5.28,947.15,947.15,547.92,2370.43,565.17,587.67,1459.85,1459.85,740.02,272.46,530.63,8782.94,8873.13,9161.47,549.42,554.34,10084.35,621.21,4218.10,7229.30,1225.69,549.21,547.36,565.52,10551.80,375.73,523.50,634.87,410.67,8257.49,181.26,176.95,302.37,521.01,381.91,559.93,434.07,7472.56,533.36,73.39
2007-01-09,RMA,cache,5,17211.00,2478.00,-8254.90,911.60,10621.85,0.00,1.00,548.30,5.48,922.45,922.45,531.61,2191.81,558.79,573.46,1447.28,1447.28,717.91,277.68,521.66,8479.40,8461.59,8952.61,536.15,541.64,9726.47,602.66,4220.13,6953.75,1326.67,532.95,532.77,564.87,10552.46,373.34,523.03,630.69,401.56,7813.44,183.22,170.96,303.35,515.10,376.66,554.27,434.70,7043.76,525.15,73.38
2007-01-10,RMA,cache,5,17930.00,2470.00,-8753.50,1118.82,10980.78,0.00,1.00,556.70,5.04,890.98,890.98,517.74,2131.32,553.72,561.40,1412.85,1412.85,696.51,269.41,511.75,8275.45,8071.54,8758.67,524.03,529.51,9326.54,581.60,4124.42,6742.95,1258.44,518.98,517.76,559.88,10393.27,368.35,522.99,625.05,393.59,7440.74,182.60,168.33,294.58,506.80,368.50,551.27,426.48,6692.86,513.59,73.07
2007-01-11,RMA,cache,5,17130.00,2474.00,-8873.40,1275.33,10050.83,0.00,1.00,556.30,4.57,889.27,889.27,506.60,2150.46,552.15,550.39,1468.14,1468.14,675.26,266.40,500.90,8157.13,7757.79,8603.70,514.66,520.02,8919.24,563.20,4130.08,6610.17,1170.93,507.50,505.72,555.38,10278.40,363.22,522.47,618.95,389.07,7134.54,180.47,170.18,282.32,498.50,362.92,554.72,415.69,6444.27,502.82,73.04
2007-01-12,RMA,cache,5,16132.00,2481.00,-8836.80,1176.50,7927.23,0.00,1.00,555.40,3.77,867.25,867.25,500.69,2116.09,554.70,537.07,1402.94,1402.94,658.47,249.30,471.42,7960.54,7520.55,8469.67,505.47,509.15,8588.63,539.42,3988.66,6432.45,1121.94,501.21,498.65,553.79,10030.19,355.40,522.35,612.04,376.91,6783.87,177.99,173.60,269.15,495.36,362.83,556.20,406.91,6230.44,493.02,72.82
2007-01-13,RMA,cache,5,15273.00,2475.00,-10063.30,1248.56,6628.30,0.00,1.00,562.50,2.96,878.94,878.94,493.01,2108.29,556.02,516.57,1494.56,1494.56,638.44,252.56,457.13,7849.40,7325.93,8395.45,486.48,488.10,8271.23,525.63,4194.77,6375.47,1048.47,493.76,490.81,555.38,10309.37,346.48,520.96,603.40,373.09,6433.03,177.72,173.68,262.21,493.57,356.92,556.96,401.60,6008.23,482.66,72.82
