datetime,model,scene,case,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,sf_tidal_energy,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2007-06-11,RMA,cache,5,10708.64,3589.42,-1927.85,1949.24,11189.30,1.00,1.00,416.90,1.75,494.62,494.62,262.05,2221.67,403.99,240.42,1151.07,1151.07,276.17,244.94,235.57,7921.42,7804.44,8273.51,249.42,248.22,8441.66,243.99,3307.35,6341.39,935.47,262.90,293.17,396.69,9082.48,238.91,389.17,262.86,194.24,6209.85,175.01,176.45,204.68,389.77,211.35,405.32,311.06,5501.10,379.82,71.81
2007-06-12,RMA,cache,5,10960.58,3808.51,-2084.35,2121.23,11528.25,0.00,1.00,429.70,1.89,512.11,512.11,260.86,2081.61,417.28,237.61,1215.70,1215.70,270.45,252.22,233.89,7752.18,7458.81,8221.71,247.91,246.71,8114.24,241.51,3536.19,6263.59,938.13,261.76,294.51,401.89,9480.98,239.63,386.63,262.33,195.84,5965.28,175.50,179.11,204.50,390.36,209.79,418.64,312.58,5325.59,377.67,71.91
2007-06-13,RMA,cache,5,10237.05,3612.54,-2085.42,2468.44,10252.10,0.00,1.00,442.50,2.22,553.55,553.55,259.55,1959.61,430.13,235.49,1319.05,1319.05,265.26,256.21,232.69,7713.44,7236.66,8390.20,246.58,245.39,7852.50,242.00,3823.92,6234.28,1008.75,260.49,293.65,414.17,9957.22,239.07,389.77,261.63,198.31,5761.76,176.05,175.42,204.99,388.50,210.10,431.58,312.97,5184.03,374.49,72.71
2007-06-14,RMA,cache,5,9717.18,3191.31,-2084.38,2702.85,7959.09,0.00,1.00,472.50,2.60,580.71,580.71,258.03,1837.21,444.91,234.23,1392.69,1392.69,261.39,255.88,232.09,7680.47,7115.48,8593.28,245.41,244.24,7668.73,242.65,3965.68,6152.88,1115.37,258.97,288.57,425.81,10185.88,239.31,395.76,260.86,200.03,5603.13,176.79,172.11,205.46,381.59,210.85,447.09,311.00,5054.49,365.17,73.22
2007-06-15,RMA,cache,5,9020.35,3314.47,-3230.41,2719.87,6825.52,0.00,1.00,356.80,2.90,604.92,604.92,255.36,1740.33,445.32,233.41,1460.73,1460.73,258.47,257.54,231.63,7640.23,7033.71,8746.52,244.05,242.98,7529.54,244.22,4064.01,6038.72,1202.50,256.27,279.73,438.74,10300.55,239.61,402.64,259.82,201.41,5480.04,177.23,170.40,205.45,365.72,211.44,439.49,304.95,4924.64,339.41,73.28
2007-06-16,RMA,cache,5,8166.69,3363.56,-3754.27,2734.93,5924.59,0.00,1.00,387.90,3.22,655.52,655.52,252.39,1708.96,389.69,233.27,1670.59,1670.59,256.29,282.79,231.32,7735.63,6980.19,8941.25,242.46,241.44,7408.51,248.61,4349.29,6029.49,1291.56,253.17,273.71,451.52,10663.82,239.43,412.59,258.69,202.89,5415.23,178.13,168.19,208.41,357.66,213.14,384.59,297.76,4827.69,327.64,73.80
2007-06-17,RMA,cache,5,8026.05,2524.89,-589.70,2545.27,5207.13,1.00,1.00,441.70,3.47,645.34,645.34,252.56,1685.53,387.66,233.21,1805.88,1805.88,255.29,309.99,231.34,7888.23,6984.68,9216.41,241.90,240.75,7331.81,248.01,4430.67,6026.73,1486.79,253.30,274.96,441.88,10705.98,242.30,415.64,257.99,202.11,5360.55,179.63,160.80,214.35,387.10,215.71,389.40,296.87,4767.03,366.26,74.37
2007-06-18,RMA,cache,5,8247.36,2357.00,-592.36,2403.12,4859.10,1.00,1.00,420.00,3.64,648.48,648.48,253.14,1664.47,421.76,232.58,1863.60,1863.60,254.62,336.39,231.31,8116.16,7026.40,9473.09,241.68,240.46,7288.61,247.43,4428.70,6067.58,1645.10,253.90,278.96,413.12,10557.52,245.48,398.27,257.17,200.92,5334.25,181.77,147.40,220.27,400.79,216.23,421.31,297.18,4706.79,382.21,74.02
2007-06-19,RMA,cache,5,9017.07,2332.62,-1102.57,2529.65,5562.26,1.00,1.00,415.80,3.90,725.16,725.16,251.15,1702.69,427.57,232.50,2300.79,2300.79,254.07,427.25,230.84,8588.87,7093.56,10081.31,240.04,238.94,7262.33,256.80,4932.04,6500.16,1756.19,251.90,278.56,395.77,11178.23,244.04,384.23,255.99,202.34,5411.32,188.96,135.84,235.83,382.57,218.39,426.81,295.80,4644.47,362.87,74.24
2007-06-20,RMA,cache,5,10996.58,2397.70,-989.94,2472.81,6543.05,1.00,1.00,407.50,4.09,788.61,788.61,248.07,1768.24,418.22,232.75,2668.83,2668.83,255.23,515.84,229.83,9011.84,7230.20,10911.24,237.89,236.96,7284.60,264.88,5308.78,6950.33,2217.91,248.75,276.12,396.55,11754.40,245.53,384.16,254.96,201.50,5542.26,194.07,123.34,254.86,359.56,226.54,417.34,293.05,4609.61,342.60,75.68
2007-06-21,RMA,cache,5,11754.43,2393.86,-2105.47,1604.93,7905.42,1.00,1.00,409.50,4.22,828.66,828.66,246.07,1856.44,411.30,231.60,2552.97,2552.97,256.59,516.69,229.26,9166.20,7422.09,11067.80,237.13,236.21,7365.22,267.33,5227.00,7102.98,2671.93,246.69,271.94,408.14,11848.29,246.44,391.85,253.97,196.39,5527.35,191.06,117.27,257.47,347.86,229.69,411.16,289.76,4601.34,331.01,75.73
2007-06-22,RMA,cache,5,10647.85,2237.13,-2345.64,1861.22,6348.74,1.00,1.00,426.20,4.19,777.37,777.37,245.29,2025.75,409.84,230.39,2233.12,2233.12,256.08,456.60,229.26,8980.48,7556.59,10560.22,237.31,236.47,7440.00,260.77,4863.51,6909.04,2587.95,245.88,267.70,416.23,11448.68,246.56,395.81,252.95,189.12,5368.24,181.66,115.01,247.21,345.12,225.38,410.40,287.36,4584.75,325.28,75.38
2007-06-23,RMA,cache,5,11889.52,2073.95,-2357.93,1961.16,6839.72,1.00,1.00,370.00,3.91,750.95,750.95,244.42,2292.24,416.35,229.74,2041.26,2041.26,254.71,417.84,228.94,8825.59,7581.72,10057.51,237.13,236.39,7470.94,256.48,4714.83,6871.74,2136.13,244.97,263.68,417.42,11255.20,245.31,393.56,251.67,183.64,5246.83,174.57,113.54,239.72,333.69,221.09,415.22,285.20,4617.76,310.91,74.82
2007-06-24,RMA,cache,5,12625.65,1483.31,-2847.30,1741.74,6951.45,1.00,1.00,435.90,3.42,790.07,790.07,243.03,2514.46,403.66,229.24,2049.92,2049.92,253.33,413.12,228.14,8854.68,7609.39,9819.43,236.54,235.89,7491.38,258.60,4884.41,7020.51,1788.54,243.51,259.91,416.29,11512.17,240.69,387.71,250.10,178.34,5221.93,170.51,114.18,239.51,315.14,221.31,401.40,282.30,4763.30,291.88,74.98
2007-06-25,RMA,cache,5,12955.26,1974.50,-3113.82,1415.55,8537.12,1.00,1.00,501.80,3.11,801.79,801.79,242.34,2582.09,398.90,228.77,2017.14,2017.14,252.01,391.91,227.34,8833.09,7685.33,9702.34,236.17,235.57,7534.45,258.80,4919.41,7069.51,1681.98,242.81,257.38,414.96,11547.70,235.83,383.05,248.45,170.74,5249.81,163.64,116.78,235.65,305.66,220.72,402.15,279.88,4910.65,282.42,75.16
2007-06-26,RMA,cache,5,13494.35,1731.22,-2676.27,1677.68,8890.91,1.00,1.00,567.80,2.81,795.71,795.71,242.46,2564.83,449.80,228.25,1961.72,1961.72,250.59,364.91,226.53,8818.50,7744.87,9689.21,235.94,235.35,7579.04,257.15,4867.96,7092.16,1604.24,242.97,256.18,413.75,11423.20,231.33,380.46,246.84,164.94,5309.98,156.65,118.48,227.71,306.16,217.52,459.16,278.93,5008.53,282.39,74.98
2007-06-27,RMA,cache,5,13419.35,1708.42,-2350.85,1662.46,8650.46,1.00,1.00,633.70,2.59,793.30,793.30,242.41,2551.64,513.44,227.72,1990.51,1990.51,249.13,356.86,225.37,8847.62,7809.76,9687.37,235.46,234.85,7632.05,256.32,4919.41,7142.97,1551.78,242.97,255.39,412.62,11473.25,226.23,376.81,245.40,162.46,5382.33,152.17,117.37,221.76,303.31,214.14,522.15,278.75,5089.25,281.23,74.86
2007-06-28,RMA,cache,5,14077.14,1732.31,-2476.08,1624.56,8821.94,1.00,1.00,699.60,2.50,809.60,809.60,241.63,2557.30,574.47,227.03,2076.76,2076.76,247.99,366.81,223.48,8902.57,7886.26,9708.10,234.34,233.70,7693.62,256.48,5065.76,7198.82,1580.94,242.21,254.59,411.85,11657.64,221.57,376.97,244.20,161.35,5454.91,149.99,114.81,219.81,299.24,211.91,584.45,278.61,5165.28,278.46,75.03
2007-06-29,RMA,cache,5,14557.57,1639.54,-2985.49,1482.76,9349.26,1.00,1.00,698.70,2.41,795.71,795.71,240.55,2507.84,637.63,225.83,2076.21,2076.21,247.13,363.68,221.12,8881.87,7945.57,9685.27,232.87,232.20,7745.54,253.54,5024.01,7139.17,1637.64,241.13,253.81,413.14,11517.93,218.38,385.39,243.28,158.03,5491.38,147.29,113.99,217.57,300.19,209.00,648.33,278.41,5176.50,277.01,75.30
2007-06-30,RMA,cache,5,15961.43,1667.67,-2982.55,1026.10,11161.73,1.00,1.00,650.40,2.37,800.69,800.69,239.45,2497.42,685.24,223.54,2045.29,2045.29,245.67,361.18,218.56,8837.12,7934.60,9589.14,231.42,230.69,7754.56,250.42,4960.23,7098.25,1610.03,240.05,253.12,418.78,11406.99,214.45,401.33,242.53,154.50,5478.11,145.15,114.50,213.82,305.94,204.40,689.82,278.48,5171.79,278.74,74.74
2007-07-01,RMA,cache,5,18020.24,1653.82,-3047.50,1002.71,12607.51,1.00,1.00,659.60,2.40,839.16,839.16,238.06,2512.20,685.32,221.20,2079.75,2079.75,243.84,362.82,216.23,8936.06,7933.33,9682.15,229.76,228.97,7756.74,250.31,5031.44,7176.02,1582.91,238.64,252.40,429.07,11479.07,207.50,421.02,241.83,151.83,5497.45,142.75,110.78,211.17,308.47,200.90,683.61,278.73,5192.52,279.96,75.09
2007-07-02,RMA,cache,5,22355.81,1588.85,-3677.33,1156.43,13298.43,1.00,1.00,708.30,2.41,798.00,798.00,235.84,2437.99,663.94,218.65,1952.15,1952.15,242.20,324.20,212.91,8929.35,7934.38,9723.95,227.72,226.88,7760.25,246.52,4789.49,7142.93,1609.98,236.35,251.35,445.26,11127.49,200.67,445.17,241.08,148.10,5506.73,136.05,106.26,200.70,317.50,193.97,660.73,278.89,5152.05,277.63,74.91
2007-07-03,RMA,cache,5,27066.55,1567.09,-7112.60,1282.62,16605.49,1.00,1.00,698.30,2.48,680.41,680.41,232.24,2295.55,668.52,215.11,1612.20,1612.20,240.53,248.56,207.69,8677.76,7867.05,9409.18,224.75,223.79,7740.67,238.28,4182.43,6888.94,1528.47,232.56,249.10,475.61,10253.09,191.54,468.80,240.00,141.92,5475.31,126.53,104.48,180.06,328.64,181.88,674.12,278.87,5027.76,266.60,74.08
2007-07-04,RMA,cache,5,31141.12,1633.08,-8377.02,1430.51,21132.94,1.00,1.00,744.60,2.61,553.92,553.92,228.52,2177.65,691.32,210.29,1206.40,1206.40,237.97,183.99,200.90,8222.40,7696.82,8753.32,220.73,219.66,7668.80,227.96,3437.01,6506.20,1301.57,228.75,246.42,521.08,9131.97,179.62,485.49,238.44,133.93,5403.86,118.90,103.93,159.88,331.31,169.10,700.13,280.25,4875.05,261.39,72.43
2007-07-05,RMA,cache,5,34950.60,1626.31,-7822.03,1874.94,24203.05,1.00,1.00,730.40,2.58,439.14,439.14,224.27,2030.08,708.90,205.73,796.32,796.32,234.93,145.67,192.95,7556.02,7441.82,7914.70,215.69,214.61,7549.01,213.14,2559.57,5929.95,980.54,224.64,244.21,562.64,7680.96,169.17,496.74,236.13,125.22,5306.92,114.28,107.79,147.01,332.68,161.60,715.34,281.18,4709.46,259.96,71.08
2007-07-06,RMA,cache,5,36971.22,1335.85,-8115.97,2232.30,26063.42,1.00,1.00,689.60,2.52,324.78,324.78,218.63,1806.13,727.99,201.09,454.07,454.07,231.46,125.83,183.59,6628.40,7069.24,6710.19,208.84,207.76,7346.14,194.95,1570.47,5105.36,616.01,219.12,241.30,590.64,5579.61,163.42,507.99,233.19,119.83,5244.84,113.47,111.59,137.62,333.63,152.87,734.72,279.96,4487.99,255.63,67.93
2007-07-07,RMA,cache,5,42475.14,1317.50,-7638.23,2114.59,31329.13,1.00,1.00,715.80,2.42,263.57,263.57,210.30,1659.56,730.41,193.99,324.81,324.81,226.67,119.62,171.26,5857.47,6508.05,5672.83,198.85,197.71,6994.05,182.09,1111.53,4588.41,360.95,210.89,234.87,608.88,4611.72,156.04,510.87,230.00,119.07,5080.93,114.60,114.67,129.89,316.00,144.83,724.04,275.75,4261.99,250.46,65.33
2007-07-08,RMA,cache,5,40646.00,1344.25,-7966.63,1608.35,30227.32,1.00,1.00,704.20,2.23,229.98,229.98,200.09,1497.79,714.13,184.53,248.25,248.25,220.53,117.55,161.32,5163.25,5887.86,4866.54,188.59,187.54,6581.67,171.43,865.66,4121.62,254.20,200.75,227.24,626.88,4054.99,147.23,509.27,225.88,118.69,4815.07,116.15,117.25,126.12,305.53,139.29,704.95,268.36,4062.27,242.78,64.45
2007-07-09,RMA,cache,5,38447.11,766.30,-7778.93,2150.92,27023.84,1.00,1.00,723.30,1.99,206.89,206.89,188.35,1290.10,705.47,176.44,215.40,215.40,213.05,117.68,152.00,4581.50,5301.45,4239.23,177.60,176.87,6145.44,163.23,713.35,3665.71,202.99,188.99,216.74,644.59,3476.10,140.11,499.87,219.41,119.44,4638.53,117.80,119.06,125.03,298.03,136.26,707.86,257.98,3848.67,233.28,63.48
2007-07-10,RMA,cache,5,36392.13,1298.24,-11428.38,2121.44,25161.11,1.00,1.00,703.80,1.84,190.92,190.92,174.89,1092.71,706.10,169.48,201.36,201.36,205.51,118.58,144.03,4089.26,4765.32,3781.77,165.92,165.70,5698.81,157.01,623.40,3267.98,180.57,175.42,202.91,662.54,3107.27,135.22,486.68,209.46,120.43,4430.54,119.19,120.29,124.09,294.05,133.99,709.75,245.86,3607.37,219.73,62.47
2007-07-11,RMA,cache,5,33709.09,1323.41,-11803.18,1742.97,22970.02,1.00,1.00,633.30,1.81,179.71,179.71,162.79,950.67,707.41,162.65,193.33,193.33,198.40,119.56,138.59,3687.87,4278.52,3438.14,156.18,156.34,5255.61,152.02,585.81,2951.78,172.06,163.24,188.86,678.71,2917.02,131.68,480.34,197.61,121.32,4176.32,120.31,122.42,123.71,281.30,132.14,711.40,231.64,3366.42,205.74,61.89
2007-07-12,RMA,cache,5,30947.23,1417.38,-11666.28,1262.68,20213.12,1.00,1.00,655.20,1.84,171.08,171.08,153.49,817.12,706.29,156.05,182.99,182.99,191.97,120.52,135.82,3349.80,3862.72,3144.15,149.40,149.90,4868.06,147.44,541.96,2664.86,167.20,153.85,176.57,691.15,2720.84,129.58,481.77,185.70,122.20,3883.22,121.74,124.18,124.58,286.28,131.36,686.70,218.50,3146.03,192.46,61.38
2007-07-13,RMA,cache,5,29176.39,1312.24,-12219.58,1762.62,17797.67,1.00,1.00,651.80,2.02,165.78,165.78,147.09,714.36,688.86,150.62,181.83,181.83,186.00,121.82,134.24,3043.88,3501.41,2848.30,145.01,145.72,4508.93,144.47,558.65,2414.05,161.57,147.35,167.57,693.21,2740.54,127.93,482.71,174.70,123.48,3577.30,123.22,123.91,125.28,274.83,130.69,651.57,205.53,2922.56,181.02,61.04
2007-07-14,RMA,cache,5,27396.43,1379.66,-12260.08,2101.90,15571.46,1.00,1.00,648.30,2.28,164.41,164.41,142.54,650.40,666.18,146.59,198.90,198.90,179.82,123.45,133.03,2853.27,3185.97,2691.91,141.81,142.69,4154.50,142.88,645.44,2263.35,161.71,142.74,160.60,669.80,2949.09,126.67,478.97,164.77,124.49,3331.32,123.97,122.08,126.13,266.91,130.36,651.04,195.73,2716.98,172.41,61.16
2007-07-15,RMA,cache,5,26867.25,1404.55,-12427.48,2122.31,14510.56,1.00,1.00,569.60,2.72,167.50,167.50,139.02,612.26,658.83,143.89,234.24,234.24,173.92,125.13,132.22,2817.09,2937.32,2741.62,139.16,140.12,3823.15,142.10,785.55,2236.41,173.26,139.19,155.37,647.40,3356.57,125.84,471.36,156.54,124.92,3126.31,123.83,120.87,126.79,266.66,130.11,649.92,187.84,2540.44,165.80,61.99
2007-07-16,RMA,cache,5,25890.79,1408.10,-12957.68,2111.76,12564.63,1.00,1.00,574.60,3.43,175.11,175.11,136.22,573.13,654.77,142.04,277.27,277.27,168.95,126.70,132.00,2876.02,2781.29,2933.16,136.97,137.98,3564.41,141.60,931.64,2264.70,197.65,136.37,150.92,646.78,3763.77,125.26,462.90,150.11,125.10,2960.24,123.27,120.55,127.04,255.62,129.76,624.98,179.55,2402.35,159.47,62.83
2007-07-17,RMA,cache,5,24553.80,1454.99,-13959.28,2116.65,12825.54,1.00,1.00,567.50,4.29,189.25,189.25,134.25,535.97,644.34,140.74,334.45,334.45,164.63,128.61,132.31,3013.25,2704.74,3225.28,135.62,136.70,3371.59,141.64,1101.12,2338.33,235.04,134.40,146.00,633.12,4212.70,124.81,454.05,144.77,125.60,2842.70,122.86,118.15,127.12,245.21,129.53,588.06,171.54,2299.05,153.89,63.59
2007-07-18,RMA,cache,5,24146.11,1479.43,-12416.38,1827.95,12233.62,1.00,1.00,575.40,5.16,191.32,191.32,133.24,469.97,619.72,139.66,338.62,338.62,162.27,128.30,132.15,3003.96,2682.82,3274.39,134.69,135.65,3274.31,141.05,1090.71,2281.27,290.06,133.39,142.79,598.81,4095.19,124.60,451.30,140.92,125.08,2701.21,122.28,119.27,127.06,258.91,129.50,574.11,165.41,2214.55,150.51,64.06
2007-07-19,RMA,cache,5,23404.56,1518.07,-12884.78,1348.54,11802.22,1.00,1.00,615.00,5.68,182.30,182.30,132.48,409.66,591.15,138.46,300.20,300.20,160.60,126.61,131.65,2844.58,2657.66,3116.20,133.97,134.84,3216.55,139.89,949.10,2110.80,307.27,132.63,141.21,578.02,3697.19,124.26,456.71,138.08,123.90,2591.86,121.56,121.40,126.28,269.09,128.76,573.05,160.59,2119.09,147.99,63.37
2007-07-20,RMA,cache,5,20150.74,1421.98,-13063.68,1802.23,7746.86,1.00,1.00,627.90,5.63,181.98,181.98,131.83,408.29,579.99,137.42,310.15,310.15,157.75,127.41,131.19,2749.28,2583.02,3065.25,133.52,134.43,3104.85,139.79,993.70,2053.61,287.19,131.97,139.78,571.67,3833.64,123.88,459.59,135.96,124.48,2475.76,122.06,121.21,125.52,248.49,127.84,588.86,158.33,1991.30,145.60,62.63
2007-07-21,RMA,cache,5,19912.42,1384.44,-13315.88,1780.57,7888.12,1.00,1.00,606.30,5.19,189.35,189.35,131.39,423.29,588.69,136.83,335.47,335.47,155.04,127.57,130.70,2752.29,2497.05,3146.99,132.97,133.87,2983.43,139.83,1088.31,2074.48,291.82,131.51,138.68,576.75,4028.43,123.76,458.09,134.62,125.06,2368.55,122.54,121.62,125.37,217.39,128.04,612.45,156.52,1905.79,143.97,64.00
2007-07-22,RMA,cache,5,20139.31,1440.45,-12907.68,1738.40,8313.67,1.00,1.00,637.80,4.37,193.82,193.82,130.87,430.10,607.65,136.20,334.19,334.19,153.48,127.21,130.22,2760.49,2438.64,3125.90,132.29,133.08,2894.14,139.31,1096.16,2075.03,293.46,130.97,138.38,589.99,4002.36,123.86,461.82,134.05,124.77,2252.50,122.78,124.29,125.34,221.09,128.60,619.47,154.67,1863.94,142.94,63.76
2007-07-23,RMA,cache,5,20571.94,1426.77,-12822.98,1817.08,8783.46,1.00,1.00,632.20,3.53,211.69,211.69,130.45,468.05,616.25,135.53,380.64,380.64,151.59,129.47,130.21,2870.85,2423.95,3243.11,131.81,132.52,2804.90,140.14,1290.73,2207.09,285.00,130.54,138.00,605.42,4510.13,123.92,460.73,133.62,125.10,2121.07,123.30,127.31,125.51,214.06,129.04,620.13,153.48,1827.51,141.79,64.25
2007-07-24,RMA,cache,5,21346.68,1426.03,-12710.08,2052.60,9537.39,1.00,1.00,611.10,2.77,238.49,238.49,130.19,509.08,621.38,135.28,458.11,458.11,149.95,132.49,130.33,3086.41,2490.65,3544.45,131.50,132.16,2764.57,141.79,1550.95,2398.04,314.55,130.26,137.44,611.13,5085.05,124.23,455.60,133.20,126.38,2037.57,124.47,128.53,126.58,215.36,130.05,631.67,153.05,1832.57,141.18,65.87
2007-07-25,RMA,cache,5,21713.95,1536.72,-12507.58,1527.78,10261.29,1.00,1.00,590.00,2.20,262.22,262.22,130.03,547.85,627.73,135.23,518.55,518.55,148.92,135.71,130.50,3327.80,2631.69,3843.52,131.23,131.83,2782.97,143.57,1742.17,2598.14,362.62,130.09,136.99,614.85,5467.63,124.92,454.89,132.91,127.70,1999.51,125.94,128.62,127.95,218.10,131.21,624.06,152.58,1863.65,140.91,66.32
2007-07-26,RMA,cache,5,21782.58,1553.56,-12751.58,1547.64,12372.92,1.00,1.00,638.30,1.91,308.73,308.73,130.00,626.80,621.10,135.34,656.08,656.08,147.94,147.18,131.13,3658.69,2837.93,4163.80,131.23,131.78,2849.84,147.38,2099.40,2869.56,403.57,130.04,136.38,619.32,6173.29,125.83,454.33,132.63,128.69,2000.04,127.13,127.72,130.62,226.66,132.95,605.91,152.07,1935.27,140.89,67.46
2007-07-27,RMA,cache,5,21595.23,1684.78,-10696.18,1656.09,9006.74,1.00,1.00,577.10,1.80,351.52,351.52,130.18,693.03,609.64,135.75,770.38,770.38,147.65,158.37,132.03,4021.85,3092.37,4489.28,131.41,131.93,2968.41,151.42,2342.90,3121.50,473.49,130.21,136.10,608.48,6586.59,126.67,455.83,132.17,129.11,2040.39,127.96,127.71,134.21,250.41,135.34,610.40,150.41,2022.40,140.56,68.66
2007-07-28,RMA,cache,5,21596.39,1707.45,-13890.48,1667.89,9281.46,1.00,1.00,566.70,1.93,427.33,427.33,130.56,775.70,610.59,136.63,939.13,939.13,147.91,177.31,133.45,4426.47,3366.01,4894.28,132.08,132.67,3127.14,159.95,2700.74,3448.61,532.54,130.57,136.20,602.19,7213.19,127.41,456.39,131.65,129.48,2105.88,128.68,128.85,138.66,243.76,137.93,604.33,150.61,2125.56,140.12,69.13
2007-07-29,RMA,cache,5,21723.37,1340.41,-13613.48,1617.40,9590.69,1.00,1.00,584.20,2.18,609.16,609.16,131.35,947.75,606.62,138.81,1350.27,1350.27,149.57,231.61,136.13,5144.05,3748.12,5647.57,133.19,133.83,3352.70,180.75,3540.64,4058.27,662.02,131.37,136.30,604.64,8796.99,128.23,447.86,131.23,130.90,2224.66,131.05,129.42,150.69,221.19,143.82,577.37,151.16,2348.41,140.27,70.93
2007-07-30,RMA,cache,5,21869.92,1268.18,-13116.08,1470.85,9898.37,1.00,1.00,597.90,2.49,680.06,680.06,132.43,989.08,596.76,141.79,1493.10,1493.10,152.67,236.86,138.95,5700.66,4179.25,6374.28,134.53,135.20,3618.75,195.09,3792.01,4420.89,939.79,132.46,136.69,584.65,9147.56,129.00,440.27,130.97,132.22,2375.94,131.37,129.36,156.60,220.71,151.04,574.00,150.00,2484.31,140.54,72.92
2007-07-31,RMA,cache,5,22002.88,1569.75,-13025.78,1515.35,10450.25,1.00,1.00,611.70,2.87,725.26,725.26,133.79,1042.74,588.32,145.36,1568.89,1568.89,156.64,244.22,142.30,6116.61,4528.85,6909.65,136.33,137.11,3890.79,212.24,3915.18,4728.30,1089.68,133.83,137.32,571.39,9253.44,129.84,435.90,130.89,133.80,2502.15,131.84,128.60,160.29,228.12,155.73,584.46,149.42,2581.23,141.13,72.52
2007-08-01,RMA,cache,5,22107.89,1630.74,-12856.98,1645.60,10506.97,1.00,1.00,625.40,3.18,674.74,674.74,135.45,1068.58,589.96,148.92,1544.63,1544.63,161.29,220.37,145.34,6241.70,4796.82,7162.53,138.57,139.46,4133.71,218.49,3754.48,4741.75,1246.16,135.51,137.95,573.73,8812.37,130.56,435.07,131.05,134.60,2643.47,131.34,124.96,159.79,231.26,160.05,600.18,148.66,2593.42,141.72,73.43
2007-08-02,RMA,cache,5,21680.06,1544.06,-12851.08,1693.15,9981.53,1.00,1.00,625.00,3.33,558.92,558.92,137.37,1094.86,602.42,151.12,1314.00,1314.00,165.74,186.81,146.64,6078.84,4904.64,7061.86,140.87,141.95,4303.51,210.78,3224.77,4556.72,1308.43,137.46,138.76,584.13,7890.96,130.92,440.95,131.44,134.15,2784.36,130.06,122.69,152.42,238.48,157.01,615.56,147.36,2540.62,141.91,72.09
2007-08-03,RMA,cache,5,20890.46,1684.92,-11701.06,1785.92,9183.73,1.00,1.00,660.00,3.46,498.24,498.24,139.32,1169.04,617.00,152.96,1112.32,1112.32,169.29,170.19,147.36,5867.46,4924.66,6795.02,142.59,143.77,4423.33,203.54,2868.61,4406.52,1136.52,139.42,140.14,597.93,7348.60,130.95,446.88,132.09,132.28,2883.68,128.34,127.96,146.39,239.50,154.08,625.82,147.65,2540.35,142.67,70.92
2007-08-04,RMA,cache,5,20427.02,1646.50,-11751.66,2091.98,8443.54,1.00,1.00,636.30,3.49,468.27,468.27,140.69,1227.59,629.32,154.63,951.82,951.82,171.77,157.91,148.36,5634.04,4910.38,6468.11,143.77,144.95,4490.36,199.30,2622.79,4208.52,959.82,140.77,141.82,612.37,7049.33,130.74,452.68,133.09,131.03,2935.87,127.75,130.14,141.76,244.03,153.05,640.57,148.58,2554.60,143.53,70.22
2007-08-05,RMA,cache,5,19738.54,1712.89,-11752.76,2140.66,7744.79,1.00,1.00,641.70,3.20,477.33,477.33,141.88,1271.44,644.29,156.21,988.17,988.17,174.87,160.16,149.11,5563.26,4871.12,6433.70,145.33,146.51,4533.16,202.67,2721.86,4227.39,835.64,141.94,143.51,626.99,7394.50,130.70,453.63,134.40,133.99,2991.39,128.79,129.91,137.88,233.19,152.10,646.34,152.02,2598.01,145.03,69.76
2007-08-06,RMA,cache,5,19648.80,1717.62,-11764.96,2196.16,7573.17,1.00,0.00,646.50,2.85,527.68,527.68,142.92,1375.82,645.17,158.52,1135.15,1135.15,178.58,172.87,151.47,5774.04,4889.39,6747.46,146.38,147.54,4592.08,209.59,3036.09,4593.74,817.14,143.01,145.12,639.96,8022.99,131.31,450.54,135.60,136.72,3099.61,129.61,131.65,139.31,237.56,154.25,640.63,154.56,2721.39,147.13,71.06
2007-08-07,RMA,cache,5,18783.19,1816.03,-11767.26,1148.97,8285.21,1.00,0.00,627.60,2.52,564.76,564.76,143.98,1684.86,642.06,161.00,1122.85,1122.85,182.20,174.62,153.79,6162.95,5043.23,7048.26,148.05,149.28,4692.44,212.96,3107.82,5197.18,864.42,144.03,146.16,638.14,8236.74,132.27,453.64,136.69,137.66,3215.33,130.37,132.32,144.45,250.91,159.26,642.66,155.45,2973.26,148.54,71.23
2007-08-08,RMA,cache,5,17532.84,1937.06,-11438.06,1501.79,6618.29,1.00,0.00,608.80,2.14,602.68,602.68,145.47,2117.67,640.05,163.40,1170.84,1170.84,185.52,183.20,155.56,6612.55,5354.87,7287.00,149.64,150.88,4881.28,219.00,3249.13,5732.09,918.29,145.51,147.29,639.12,8512.25,133.31,461.26,137.80,139.34,3448.21,131.47,132.21,148.90,257.63,163.15,633.83,156.56,3345.17,150.27,71.45
2007-08-09,RMA,cache,5,17668.31,2042.52,-8875.18,2022.88,6075.18,1.00,0.00,613.80,1.81,640.41,640.41,147.02,2587.84,626.28,165.72,1268.01,1268.01,188.93,202.41,157.61,7052.49,5768.00,7506.25,151.13,152.36,5157.09,225.40,3465.48,6196.05,1000.92,147.03,148.39,635.34,8885.99,134.37,473.08,138.83,140.76,3751.51,132.73,131.87,154.96,271.20,167.16,617.42,156.89,3761.65,152.28,71.83
