datetime,model,scene,case,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,sf_tidal_energy,sf_tidal_filter,northern_flow,anc,anh2,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vol,x2
2014-06-26,RMA,cache,1,10128.00,219.00,909.00,2817.84,6696.60,1.00,1.00,458.00,2.60,3.07,10204.44,5008.59,5008.59,1021.01,10311.92,455.91,1229.09,9180.41,9180.41,1741.16,2385.46,1099.79,18782.98,17519.46,20375.87,1081.65,1092.88,17589.88,1777.71,14545.43,16600.41,8170.28,1015.62,871.57,652.54,22420.45,407.08,254.65,973.72,400.48,14473.03,458.62,136.04,1283.80,744.30,1206.21,587.41,14081.22,87.34
2014-06-27,RMA,cache,1,10632.00,235.00,892.00,2465.68,7617.51,1.00,1.00,449.00,2.64,3.17,10740.18,5152.68,5152.68,1016.63,10147.32,464.38,1215.91,9493.26,9493.26,1714.48,2560.63,1080.59,18966.58,17572.17,20425.86,1071.52,1081.67,17573.90,1788.17,14810.12,16652.83,8434.24,1011.62,880.33,663.41,22633.45,400.93,256.39,986.34,403.90,14555.57,480.25,136.33,1351.41,763.17,1239.96,596.91,14113.00,87.87
2014-06-28,RMA,cache,1,10489.00,228.00,883.00,2851.47,7116.01,1.00,1.00,444.00,2.58,3.17,10622.47,4978.73,4978.73,1007.59,9934.86,475.26,1200.02,9342.72,9342.72,1686.20,2490.84,1061.66,18959.05,17551.14,20419.57,1057.88,1066.97,17563.57,1724.79,14536.60,16524.80,8672.27,1002.75,885.43,675.45,22401.56,398.76,257.45,996.31,387.27,14425.45,461.48,138.26,1348.22,781.14,1226.68,605.68,14054.42,87.80
2014-06-29,RMA,cache,1,10590.00,224.00,897.00,3218.05,6847.29,1.00,1.00,446.00,2.46,3.25,10738.34,4824.55,4824.55,995.55,9793.85,485.14,1177.33,9015.42,9015.42,1653.72,2332.13,1043.68,18767.66,17457.10,20394.19,1041.19,1049.73,17517.15,1665.42,14245.63,16332.52,8547.58,991.04,886.30,687.55,22149.19,396.05,257.86,1004.30,371.38,14199.90,439.30,136.69,1287.16,805.74,1173.34,612.63,13934.33,87.39
2014-06-30,RMA,cache,1,10427.00,225.00,1245.00,3406.56,6143.72,1.00,1.00,415.00,2.46,3.26,10570.28,4828.95,4828.95,984.13,9709.53,492.77,1153.75,8803.39,8803.39,1622.34,2244.53,1025.71,18602.22,17227.03,20272.35,1025.87,1034.74,17403.75,1643.65,14146.46,16175.57,8273.55,980.19,884.18,700.30,22048.08,391.39,258.71,1010.41,371.12,13909.43,430.11,135.55,1234.54,819.44,1129.72,619.85,13792.27,87.05
2014-07-01,RMA,cache,1,9749.00,259.00,1267.00,3694.08,5162.41,1.00,1.00,376.00,2.42,3.20,9864.49,4986.35,4986.35,977.43,9616.61,496.95,1137.70,9171.19,9171.19,1612.84,2364.47,1010.96,18671.65,17053.43,20224.63,1017.70,1027.93,17275.04,1704.70,14407.96,16158.87,8130.79,974.34,881.82,713.56,22133.27,386.11,260.53,1014.52,393.58,13830.56,455.85,135.01,1253.02,819.86,1132.98,628.82,13670.24,87.04
2014-07-02,RMA,cache,1,9309.00,240.00,1786.00,2690.65,5105.36,1.00,1.00,404.00,2.50,3.15,9342.01,4844.17,4844.17,971.13,9445.55,504.00,1128.35,9309.47,9309.47,1607.15,2353.30,988.69,18692.90,17068.12,20317.91,1007.62,1017.26,17208.35,1694.59,14277.06,16081.92,8584.40,968.32,880.77,726.09,21920.56,383.39,263.42,1016.11,393.06,13946.08,444.32,134.31,1261.89,816.00,1149.34,637.09,13548.13,87.59
2014-07-03,RMA,cache,1,9527.00,278.00,1813.00,2636.96,5481.85,1.00,1.00,354.00,2.65,3.15,9653.81,4709.57,4709.57,960.98,9339.62,517.57,1106.04,8796.14,8796.14,1582.81,2191.30,964.22,18517.67,16977.73,20172.86,989.25,997.75,17133.16,1638.96,13902.51,16001.74,8703.72,958.51,877.99,738.52,21734.18,379.92,265.94,1015.57,377.90,13801.67,410.68,134.49,1186.97,812.50,1103.05,645.44,13428.04,86.99
2014-07-04,RMA,cache,1,9204.00,263.00,2642.00,2688.79,4284.77,1.00,1.00,315.00,2.89,3.30,9352.56,4989.07,4989.07,947.40,9447.96,525.80,1087.63,8960.46,8960.46,1561.86,2292.86,957.35,18522.84,16870.53,20035.81,970.06,978.53,17035.03,1692.67,14260.64,16100.12,8169.65,945.62,868.62,749.56,22153.19,373.10,267.04,1013.65,392.73,13622.38,433.76,139.05,1186.67,807.87,1111.28,653.11,13424.22,86.85
2014-07-05,RMA,cache,1,8831.00,264.00,2045.00,2650.33,4524.28,1.00,1.00,306.00,3.17,3.17,8955.61,5036.53,5036.53,930.84,9457.42,530.73,1085.57,9156.27,9156.27,1549.22,2318.10,962.05,18428.73,16834.56,20037.71,956.22,964.58,16964.36,1714.95,14355.22,15988.35,8182.44,928.88,861.58,759.63,22232.84,371.18,268.75,1010.43,399.69,13527.57,440.07,143.41,1236.55,801.34,1158.66,661.69,13409.48,87.65
2014-07-06,RMA,cache,1,8487.00,287.00,1884.00,2759.02,4234.25,1.00,1.00,287.00,3.46,2.99,8590.27,4767.30,4767.30,915.98,9346.31,538.88,1080.11,8730.68,8730.68,1534.29,2102.89,963.67,18216.57,16702.51,19818.20,946.76,955.13,16867.35,1655.20,13883.61,15796.09,8117.80,913.40,856.47,768.60,21779.89,372.72,272.03,1005.97,383.17,13386.16,402.45,140.67,1185.08,793.61,1126.76,670.53,13309.54,87.10
2014-07-07,RMA,cache,1,8358.00,272.00,2108.00,2715.40,3888.60,1.00,1.00,253.00,3.66,3.13,8440.00,4903.37,4903.37,905.30,9398.05,544.03,1075.65,8924.56,8924.56,1517.35,2244.35,969.29,18202.97,16639.57,19729.60,940.20,949.17,16768.28,1691.10,14203.47,15903.99,7763.59,902.44,848.44,775.95,22105.08,371.05,275.50,1000.32,396.42,13297.27,428.91,137.78,1197.44,787.95,1124.53,678.98,13310.05,86.82
2014-07-08,RMA,cache,1,8541.00,267.00,2023.00,2457.00,4436.49,1.00,1.00,348.00,3.88,3.10,8649.49,5193.18,5193.18,896.13,9399.85,545.78,1085.49,9442.74,9442.74,1509.45,2519.57,987.44,18314.78,16746.96,19746.77,937.30,947.15,16745.51,1770.02,14740.18,15992.54,7969.94,893.07,836.82,781.37,22554.59,370.46,278.63,993.56,420.30,13372.57,476.67,139.22,1306.39,781.27,1191.23,687.21,13357.44,87.57
2014-07-09,RMA,cache,1,8682.00,246.00,2082.00,2381.61,4540.04,1.00,1.00,382.00,3.99,3.09,8757.65,5388.55,5388.55,891.86,9367.06,547.26,1102.67,9832.45,9832.45,1520.32,2716.22,1007.08,18474.53,16834.88,19836.52,944.87,956.22,16761.13,1834.37,15057.55,16096.07,8365.87,888.36,827.58,784.66,22784.27,372.66,281.49,985.92,437.52,13410.35,513.24,139.90,1398.06,772.60,1258.68,695.59,13372.51,87.91
2014-07-10,RMA,cache,1,8674.00,232.00,2001.00,1984.52,5014.51,1.00,1.00,365.00,3.94,3.34,8768.04,5915.67,5915.67,895.15,9536.70,545.82,1132.32,10700.20,10700.20,1555.27,3247.08,1040.75,18833.69,17082.60,20240.14,961.86,974.93,16853.67,1976.93,15892.73,16436.40,8785.39,891.04,821.80,786.08,23557.08,377.58,283.74,977.80,472.98,13556.81,627.70,139.77,1602.70,764.62,1380.01,703.45,13520.29,88.65
2014-07-11,RMA,cache,1,8700.00,233.00,1170.00,1794.42,6055.26,1.00,1.00,345.00,3.69,3.34,8786.68,5988.68,5988.68,899.46,9608.30,545.49,1163.77,11068.48,11068.48,1601.71,3460.78,1067.85,19071.70,17385.29,20565.15,981.39,995.86,17009.43,2010.81,16066.90,16492.08,9561.47,894.46,819.70,786.01,23655.29,387.49,286.26,969.79,475.90,13775.88,669.15,141.12,1750.76,759.59,1474.89,711.42,13566.75,89.61
2014-07-12,RMA,cache,1,9069.00,230.00,1869.00,1684.31,5836.95,1.00,1.00,351.00,3.17,3.18,9160.25,5475.81,5475.81,906.88,9616.90,549.37,1172.59,10353.96,10353.96,1624.36,3056.47,1060.60,18972.01,17471.82,20524.66,994.11,1008.35,17108.13,1876.30,15250.65,16237.85,9859.66,901.16,821.07,784.57,22786.55,392.57,289.25,962.25,436.29,13859.78,569.05,141.81,1643.33,756.87,1406.63,718.68,13419.19,89.26
2014-07-13,RMA,cache,1,9144.00,211.00,2070.00,1993.23,5344.74,1.00,1.00,413.00,2.71,3.31,9196.97,5194.98,5194.98,915.89,9804.30,551.34,1164.82,9861.56,9861.56,1621.29,2824.18,1044.98,18838.45,17342.93,20340.85,995.05,1008.39,17118.85,1791.00,14822.40,16210.08,9349.51,910.08,820.33,782.18,22390.12,393.31,292.32,954.92,412.74,13749.98,526.21,139.90,1506.64,757.73,1303.98,727.98,13331.46,88.18
2014-07-14,RMA,cache,1,9205.00,234.00,1488.00,2427.91,5574.10,1.00,1.00,380.00,2.22,3.16,9256.00,4835.06,4835.06,916.91,9848.57,551.17,1149.72,9184.55,9184.55,1601.62,2445.99,1026.09,18499.39,17122.98,20136.68,987.80,1000.61,17070.49,1684.02,14151.75,15869.78,9059.68,911.16,817.54,778.89,21746.19,393.40,296.10,948.13,387.85,13579.43,450.27,138.53,1359.99,756.48,1212.38,739.54,13224.74,88.04
2014-07-15,RMA,cache,1,9025.00,242.00,1919.00,2709.64,4665.18,1.00,1.00,342.00,1.92,2.88,9051.82,4486.24,4486.24,922.31,9699.20,551.84,1125.07,8464.10,8464.10,1593.94,2024.09,997.92,18054.69,16781.96,19754.77,987.50,1001.23,16951.57,1605.22,13333.31,15407.45,8623.82,917.24,816.73,775.12,20775.60,390.68,299.98,942.50,372.44,13458.40,375.88,138.44,1167.76,754.69,1092.14,748.85,13030.92,86.66
2014-07-16,RMA,cache,1,8873.00,255.00,2270.00,1766.24,5128.78,1.00,1.00,324.00,1.66,2.93,8910.03,4388.86,4388.86,934.01,9593.31,553.95,1102.96,8399.21,8399.21,1606.03,1982.08,959.61,17857.24,16511.79,19615.97,991.33,1004.44,16799.48,1586.88,13143.90,15359.72,8217.86,929.82,818.88,771.59,20584.19,385.39,302.21,938.45,376.54,13618.43,362.24,138.05,1066.89,751.22,1029.12,753.82,12900.60,86.23
2014-07-17,RMA,cache,1,8298.00,264.00,1436.00,1059.81,6114.92,1.00,1.00,310.00,1.45,3.04,8346.72,4261.59,4261.59,943.08,9481.77,556.42,1085.16,8300.97,8300.97,1610.39,1985.51,920.38,17843.99,16458.85,19632.63,980.87,990.57,16694.58,1520.36,12989.89,15359.18,8135.33,939.58,828.31,767.98,20541.59,382.36,304.73,935.79,369.09,13915.37,357.61,140.37,1028.47,749.12,1010.29,757.54,12893.79,86.47
2014-07-18,RMA,cache,1,8516.00,241.00,2272.00,1115.23,5455.31,1.00,1.00,299.00,1.51,3.14,8601.54,4251.84,4251.84,942.68,9338.63,558.00,1056.90,8075.08,8075.08,1609.90,1918.39,896.99,17760.16,16476.89,19611.21,964.23,972.50,16644.66,1477.26,12823.70,15285.04,8136.48,939.91,841.32,764.76,20516.60,376.21,307.80,934.01,352.87,13984.19,351.32,143.33,1001.09,750.09,988.13,759.61,12904.11,86.30
2014-07-19,RMA,cache,1,8663.00,249.00,1881.00,1033.48,6077.32,1.00,1.00,282.00,1.62,3.20,8742.81,4253.55,4253.55,934.95,9228.94,557.17,1033.56,8018.19,8018.19,1597.54,1885.66,882.53,17667.69,16421.46,19538.92,950.29,957.81,16593.51,1464.37,12806.71,15245.88,7858.14,932.56,848.47,761.89,20665.32,369.38,310.89,932.97,344.25,13838.19,349.32,143.28,990.62,748.37,975.46,760.75,12892.93,86.31
2014-07-20,RMA,cache,1,8463.00,259.00,1024.00,1491.49,6284.27,1.00,1.00,293.00,1.78,3.30,8540.77,4339.01,4339.01,924.19,9177.32,555.57,1017.93,8208.77,8208.77,1578.17,1985.17,874.24,17675.46,16358.78,19516.13,937.26,943.99,16531.68,1488.01,13076.26,15309.76,7677.46,921.99,851.41,758.97,21047.28,363.22,313.85,932.77,349.74,13676.95,366.61,144.71,1017.94,748.64,987.94,762.02,12892.49,86.43
2014-07-21,RMA,cache,1,8265.00,261.00,1666.00,479.17,6465.84,1.00,1.00,319.00,2.04,3.37,8350.02,4387.43,4387.43,914.44,9110.32,555.04,1010.16,8471.96,8471.96,1564.74,2120.53,872.61,17743.18,16418.48,19552.29,926.37,933.01,16500.92,1502.96,13322.59,15373.45,7741.90,912.56,854.30,756.39,21346.33,358.01,317.28,933.37,354.20,13611.55,386.46,144.89,1084.15,753.45,1013.84,760.18,12905.41,86.80
2014-07-22,RMA,cache,1,8607.00,281.00,1984.00,871.18,6111.91,1.00,1.00,321.00,2.36,3.36,8686.09,4374.18,4374.18,902.24,9024.97,555.06,1003.05,8462.79,8462.79,1544.17,2136.08,871.61,17770.80,16477.05,19541.20,915.15,921.16,16492.76,1487.22,13325.83,15371.97,7850.15,900.31,854.93,754.06,21354.76,355.55,321.46,934.43,350.77,13550.69,389.41,147.82,1114.76,756.90,1019.01,759.25,12900.06,86.80
2014-07-23,RMA,cache,1,8754.00,252.00,1380.00,1020.31,6656.86,1.00,1.00,306.00,2.66,3.28,8805.18,4287.78,4287.78,889.37,8956.80,552.55,992.63,8242.44,8242.44,1512.76,2050.94,866.57,17680.55,16459.25,19393.90,902.74,908.01,16470.28,1446.19,13125.16,15267.08,7766.10,887.38,851.84,751.94,21093.19,355.12,326.71,935.51,343.07,13440.35,381.52,151.02,1096.21,762.13,1000.14,759.91,12851.50,86.62
2014-07-24,RMA,cache,1,9504.00,255.00,1777.00,1130.86,6916.91,1.00,1.00,307.00,3.06,3.21,9569.77,4144.33,4144.33,875.88,8905.88,548.60,975.18,7891.66,7891.66,1469.01,1927.28,857.60,17491.73,16326.28,19075.42,889.12,894.05,16396.48,1392.09,12828.78,15114.15,7455.91,873.92,844.76,750.20,20773.59,353.65,332.94,936.15,331.88,13210.20,368.63,151.31,1049.23,771.39,958.29,760.78,12769.92,86.13
2014-07-25,RMA,cache,1,9981.00,266.00,1950.00,1739.25,6588.55,1.00,1.00,301.00,3.35,3.24,10011.80,4154.94,4154.94,861.70,8875.97,547.00,955.22,7743.79,7743.79,1418.26,1919.54,847.89,17345.52,16073.18,18804.05,874.32,879.27,16251.77,1372.38,12832.93,15065.28,7058.55,859.98,834.00,748.67,20746.70,350.73,337.88,935.89,330.98,12897.18,375.79,153.60,1027.26,768.54,933.42,761.29,12705.28,85.78
2014-07-26,RMA,cache,1,9762.00,238.00,1560.00,2115.22,6354.72,1.00,1.00,330.00,3.52,3.29,9791.94,4329.19,4329.19,846.97,8805.30,547.61,941.86,7929.96,7929.96,1374.21,2025.39,842.23,17324.70,15887.86,18658.24,858.82,864.05,16093.92,1397.50,13136.85,15091.70,6865.00,845.57,821.01,747.26,20977.16,347.15,340.32,934.29,342.51,12688.16,402.98,156.25,1053.56,764.54,944.93,760.08,12674.96,85.93
2014-07-27,RMA,cache,1,9167.00,234.00,1684.00,2223.49,5540.50,1.00,1.00,309.00,3.71,3.28,9213.99,4530.87,4530.87,832.44,8654.61,550.18,936.75,8276.20,8276.20,1345.30,2175.85,841.24,17383.10,15827.16,18659.89,846.47,852.55,15976.77,1444.33,13480.91,15106.15,6982.86,831.36,808.73,746.17,21198.35,346.29,341.16,931.19,357.92,12612.91,438.58,156.00,1111.95,759.05,978.63,757.95,12636.31,86.37
2014-07-28,RMA,cache,1,8928.00,250.00,2073.00,1985.73,5181.21,1.00,1.00,336.00,3.59,3.24,8989.95,4565.43,4565.43,819.73,8453.66,555.25,936.37,8458.29,8458.29,1330.54,2264.07,842.53,17391.66,15782.28,18712.76,837.95,844.86,15886.45,1468.44,13547.92,15032.23,7281.38,818.65,799.17,745.67,21133.48,348.18,341.92,926.81,366.88,12547.08,461.45,157.45,1155.92,753.09,1001.34,756.04,12529.82,86.56
2014-07-29,RMA,cache,1,8777.00,277.00,1479.00,1830.65,5813.41,1.00,1.00,313.00,3.19,3.12,8846.06,4349.09,4349.09,809.51,8235.58,562.77,932.60,8129.65,8129.65,1320.63,2089.26,838.42,17222.15,15704.88,18672.84,831.57,838.91,15807.61,1419.59,13121.52,14783.86,7493.06,808.25,791.54,745.85,20600.80,351.15,343.45,921.48,357.86,12475.22,423.27,159.72,1114.30,748.02,982.15,754.55,12324.94,86.58
2014-07-30,RMA,cache,1,8776.00,258.00,1920.00,1773.33,5425.57,1.00,1.00,294.00,2.87,3.18,8860.90,4244.11,4244.11,802.00,8156.79,568.76,919.95,7851.21,7851.21,1307.30,1966.11,825.65,17007.48,15547.49,18466.01,824.78,832.61,15701.48,1393.71,12895.98,14616.68,7263.32,800.73,782.59,746.68,20425.93,352.13,345.17,915.21,352.44,12354.32,397.60,157.96,1040.66,741.55,940.70,753.42,12129.11,85.86
2014-07-31,RMA,cache,1,8472.00,259.00,1900.00,1823.15,5058.40,1.00,1.00,281.00,2.67,3.22,8522.55,4266.92,4266.92,794.92,8130.67,570.66,909.74,7972.62,7972.62,1294.32,1994.53,817.45,16800.63,15335.65,18355.63,817.19,825.45,15574.61,1404.34,12955.86,14454.68,7193.36,793.68,771.66,747.86,20482.07,351.70,346.64,908.04,355.99,12244.22,397.95,154.91,1017.47,737.13,935.96,752.52,11993.20,85.92
2014-08-01,RMA,cache,1,7879.00,262.00,1862.00,1931.92,4392.76,1.00,1.00,297.00,2.47,3.00,7924.68,3940.96,3940.96,787.41,7995.64,570.10,902.37,7541.26,7541.26,1280.74,1765.68,808.17,16498.12,15069.72,18183.04,808.62,816.43,15428.67,1330.66,12315.96,14083.03,7296.89,786.07,762.65,749.03,19827.40,354.36,350.21,900.34,343.55,12153.77,358.41,152.70,962.97,730.10,915.03,751.73,11831.35,85.89
2014-08-02,RMA,cache,1,7802.00,300.00,2008.00,2132.11,4023.00,1.00,1.00,328.00,2.51,2.92,7863.11,3780.43,3780.43,780.92,7959.33,567.90,890.29,7254.62,7254.62,1269.40,1630.88,799.16,16276.69,14916.85,17912.61,803.26,811.23,15280.59,1297.25,11988.62,13929.45,6856.84,779.57,755.15,749.74,19561.09,355.32,352.55,892.15,340.03,12105.74,340.45,153.66,899.29,718.35,876.30,750.81,11710.01,85.00
2014-08-03,RMA,cache,1,7272.00,306.00,2121.00,1670.51,3856.24,1.00,1.00,355.00,2.69,3.15,7341.76,4008.61,4008.61,775.13,8068.91,565.22,886.85,7736.04,7736.04,1261.42,1861.08,797.06,16342.79,14922.49,17898.26,799.91,807.62,15166.44,1357.40,12538.32,14143.46,6664.05,773.50,748.64,749.88,20232.48,352.44,352.30,883.97,357.06,12096.31,380.48,156.28,955.67,713.05,901.64,749.74,11739.34,85.39
2014-08-04,RMA,cache,1,7537.00,330.00,1289.00,1098.99,5567.00,1.00,1.00,345.00,2.95,3.22,7624.99,4258.90,4258.90,768.37,8093.61,560.40,893.25,8226.36,8226.36,1256.49,2152.84,805.51,16534.44,15074.11,18207.58,795.50,802.62,15144.64,1411.20,13061.62,14321.05,7049.01,766.33,743.93,749.35,20791.30,351.01,353.02,876.33,372.38,12135.18,430.73,155.58,1084.19,710.33,970.95,748.45,11833.25,86.27
2014-08-05,RMA,cache,1,7954.00,351.00,1785.00,841.14,5759.20,1.00,1.00,308.00,3.38,3.06,8034.34,4079.92,4079.92,762.01,7997.08,548.57,895.64,7969.22,7969.22,1249.95,2084.71,806.90,16514.10,15202.66,18268.69,793.09,800.00,15160.64,1360.43,12728.91,14214.05,7359.25,759.73,740.16,748.09,20408.19,353.11,357.29,869.45,360.52,12128.98,415.96,155.64,1107.31,704.28,978.59,745.39,11790.65,86.26
2014-08-06,RMA,cache,1,8531.00,352.00,2164.00,830.02,5955.50,1.00,1.00,293.00,3.71,2.99,8597.53,3976.38,3976.38,757.14,8029.70,528.12,889.66,7603.23,7603.23,1233.08,1972.03,802.55,16414.62,15185.70,18065.99,788.28,794.86,15134.46,1317.47,12464.91,14129.60,7058.11,754.77,735.76,746.50,20114.45,353.90,362.29,862.40,350.84,12006.16,402.68,154.54,1068.25,698.15,945.48,740.92,11712.97,85.80
2014-08-07,RMA,cache,1,8495.00,358.00,1737.00,1251.64,5925.33,1.00,1.00,337.00,4.01,2.89,8555.97,4058.42,4058.42,753.46,8105.04,505.74,883.01,7639.56,7639.56,1217.27,2001.74,800.69,16405.17,15068.24,17810.41,783.55,790.48,15067.33,1324.11,12564.64,14157.96,6682.93,751.28,728.73,744.59,20120.10,353.99,365.93,854.74,355.32,11883.57,419.62,152.66,1061.27,694.10,935.59,738.13,11674.08,85.53
2014-08-08,RMA,cache,1,8964.00,326.00,2000.00,1458.61,5902.69,1.00,1.00,333.00,4.13,3.13,9035.30,4407.45,4407.45,751.11,8216.88,492.65,883.67,8241.18,8241.18,1208.04,2301.37,802.83,16670.95,15060.18,17922.14,779.73,787.04,15024.94,1400.39,13270.48,14502.74,6690.07,749.20,719.75,742.21,20809.60,352.20,366.53,846.75,375.21,11832.51,490.75,156.82,1155.00,688.88,983.65,736.01,11792.19,86.03
2014-08-09,RMA,cache,1,9958.00,283.00,2207.00,1680.05,6425.50,1.00,1.00,346.00,3.93,3.29,10029.55,4733.19,4733.19,747.59,8227.22,486.87,891.85,8810.35,8810.35,1207.38,2602.22,810.81,17005.04,15250.83,18265.82,775.79,783.44,15076.45,1473.16,13869.59,14780.72,7194.70,745.88,711.98,738.98,21393.13,352.31,365.85,839.16,391.24,11902.93,550.00,161.66,1285.82,683.57,1060.20,736.00,11929.15,86.92
2014-08-10,RMA,cache,1,10138.00,276.00,2000.00,1560.28,6907.02,1.00,1.00,408.00,3.51,3.21,10191.30,4625.56,4625.56,743.36,8101.57,481.65,896.71,8742.18,8742.18,1209.57,2545.27,810.54,17084.59,15455.61,18468.03,772.86,780.88,15169.64,1455.57,13701.61,14710.48,7727.17,741.73,708.21,735.19,21150.18,353.18,366.42,832.63,382.43,12026.62,515.80,168.40,1294.90,678.91,1074.60,738.02,11898.47,87.35
2014-08-11,RMA,cache,1,10160.00,329.00,3080.00,1506.56,6003.94,1.00,1.00,379.00,3.04,3.17,10261.50,4419.81,4419.81,740.85,8035.75,477.03,892.55,8266.93,8266.93,1213.40,2256.58,805.09,16943.97,15459.87,18392.25,772.56,781.76,15207.11,1418.98,13206.79,14497.63,7772.41,739.45,702.68,731.70,20606.22,352.52,367.67,826.62,366.65,12025.10,442.82,176.30,1181.87,663.92,1014.22,735.70,11736.14,86.61
2014-08-12,RMA,cache,1,9668.00,333.00,3230.00,2114.89,4757.78,1.00,1.00,380.00,2.60,3.23,9769.67,4474.33,4474.33,742.64,8104.34,475.05,890.68,8307.82,8307.82,1227.29,2204.32,801.59,16860.71,15355.40,18377.71,775.00,785.46,15190.85,1452.10,13224.66,14451.71,7562.01,741.44,694.63,728.46,20586.25,349.49,366.96,820.44,372.79,12010.24,422.16,179.33,1116.66,651.75,986.86,728.44,11625.26,86.33
2014-08-13,RMA,cache,1,8981.00,320.00,3083.00,1609.54,4677.45,1.00,1.00,340.00,2.11,3.22,9049.98,4315.44,4315.44,744.27,8079.77,472.18,890.55,8121.49,8121.49,1237.88,2048.84,791.53,16707.52,15296.41,18334.16,774.00,784.96,15170.14,1416.38,12899.90,14218.88,7789.33,743.01,690.78,725.38,20189.07,348.27,366.18,815.09,366.09,12090.31,383.71,180.47,1057.49,645.10,970.30,709.37,11520.27,86.52
2014-08-14,RMA,cache,1,8607.00,306.00,4147.00,2027.55,2810.10,1.00,1.00,355.00,1.72,3.14,8678.65,4056.16,4056.16,743.40,7975.72,467.06,882.32,7445.72,7445.72,1238.01,1710.67,777.17,16205.82,15141.37,18136.18,768.72,779.70,15125.15,1345.49,12229.72,13744.63,7699.36,742.21,689.58,722.29,19525.90,346.70,365.51,810.03,349.33,12044.15,331.23,182.39,940.07,637.11,918.75,672.79,11368.33,85.84
2014-08-15,RMA,cache,1,8756.00,264.00,3394.00,2186.59,3507.08,1.00,1.00,398.00,1.40,3.04,8823.67,3869.07,3869.07,740.60,7934.24,461.02,871.46,6918.51,6918.51,1233.57,1434.58,765.69,15730.75,14838.38,17790.35,762.46,773.44,15012.00,1300.51,11688.04,13303.12,7152.48,739.74,689.03,718.96,19013.73,343.35,364.49,804.96,341.47,11894.10,300.01,183.52,830.80,636.79,873.51,647.25,11214.72,85.13
2014-08-16,RMA,cache,1,8246.00,263.00,2058.00,2438.93,4067.88,1.00,1.00,398.00,1.34,3.05,8301.81,3787.08,3787.08,735.78,7918.71,458.33,865.54,6858.03,6858.03,1231.71,1364.49,763.12,15507.33,14502.89,17622.97,758.37,768.94,14850.45,1292.35,11537.27,13128.79,6716.95,734.76,688.43,715.67,18922.88,341.48,362.09,799.83,341.72,11762.63,295.56,182.88,781.68,629.51,852.81,639.80,11115.18,84.83
2014-08-17,RMA,cache,1,7817.00,294.00,2435.00,2532.64,3203.41,1.00,1.00,403.00,1.49,3.03,7877.05,3831.52,3831.52,732.70,7840.96,458.85,866.16,7068.48,7068.48,1234.48,1416.78,769.48,15458.87,14247.90,17643.11,757.16,767.49,14684.69,1318.38,11670.59,13121.16,6623.83,731.52,688.28,712.56,19111.20,339.68,359.10,794.97,350.85,11656.17,305.59,182.92,797.43,617.11,866.92,632.77,11071.77,84.96
2014-08-18,RMA,cache,1,7681.00,353.00,2766.00,2459.90,2873.13,1.00,1.00,381.00,1.64,2.93,7746.02,3839.11,3839.11,730.11,7700.65,459.89,872.66,7294.33,7294.33,1240.88,1497.82,778.06,15475.02,14140.94,17646.75,757.04,767.08,14556.98,1340.78,11786.98,13138.89,6744.59,728.69,685.47,709.61,19233.10,338.97,356.68,790.57,360.36,11604.08,316.47,180.71,842.53,614.12,891.88,611.85,11032.90,85.24
2014-08-19,RMA,cache,1,7482.00,370.00,1753.00,2197.61,3953.69,1.00,1.00,396.00,2.07,2.85,7534.30,3855.36,3855.36,725.74,7629.65,460.15,878.66,7510.12,7510.12,1246.78,1653.91,780.53,15655.93,14215.37,17642.36,757.81,767.28,14486.16,1352.80,11978.14,13316.74,6888.18,723.78,683.47,706.55,19427.87,340.31,354.85,786.82,370.90,11639.77,339.31,179.45,900.56,616.21,907.79,590.34,11021.89,85.49
2014-08-20,RMA,cache,1,7429.00,326.00,1611.00,1725.82,4476.87,1.00,1.00,417.00,2.61,2.92,7487.70,4070.81,4070.81,722.97,7693.64,459.17,883.64,7866.05,7866.05,1256.92,1964.91,790.27,15998.60,14409.07,17753.76,761.20,770.51,14483.73,1388.45,12442.92,13678.12,7018.01,720.58,682.30,703.33,19878.85,342.95,354.14,783.53,384.75,11652.61,392.93,178.95,1005.99,619.76,941.63,573.62,11097.18,85.67
2014-08-21,RMA,cache,1,7728.00,298.00,1436.00,1556.52,5085.33,1.00,1.00,442.00,3.27,3.01,7779.85,4317.53,4317.53,720.69,7810.70,457.25,891.27,8186.68,8186.68,1263.40,2219.14,802.72,16296.03,14654.96,17927.48,764.13,773.40,14553.56,1427.44,12868.61,13964.41,7225.61,717.92,680.13,699.54,20337.23,347.48,354.79,780.27,391.81,11588.93,448.84,178.50,1130.26,623.29,995.22,568.82,11228.28,86.31
2014-08-22,RMA,cache,1,8051.00,283.00,1275.00,2201.89,4916.96,1.00,1.00,435.00,3.92,3.02,8110.85,4589.61,4589.61,719.92,7959.51,455.83,898.84,8448.26,8448.26,1263.51,2415.28,815.49,16547.53,14849.79,18012.43,767.20,776.61,14643.09,1480.54,13275.45,14219.36,7364.35,716.92,677.79,694.46,20731.47,351.94,355.52,776.79,402.95,11531.28,506.59,177.81,1228.95,625.66,1046.28,582.63,11353.13,86.48
