datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2005-04-01,dsm2,base,68,43077.82,39614.21,13112.29,9034.50,640.27,46515.35,0.00,0.00,248.80,2.34,3.55,3.09,3.21,257.49,257.49,463.66,525.14,249.32,344.14,189.42,189.42,353.07,165.51,382.27,1339.69,1672.69,451.40,431.32,426.12,1298.78,261.89,197.32,3494.27,563.55,195.10,462.92,311.48,263.59,446.05,300.94,249.99,449.32,244.79,1214.76,153.96,141.77,199.49,261.35,214.34,250.60,439.22,1036.00,254.85,53.80
2005-04-02,dsm2,base,68,40774.68,37553.81,13474.60,9645.50,306.25,44297.53,0.00,0.00,230.17,2.74,3.66,3.57,3.25,256.15,256.15,463.05,502.26,246.48,341.56,188.16,188.16,357.72,165.44,366.52,1228.34,1565.19,561.24,419.08,416.23,1302.03,259.85,207.14,3690.34,554.50,197.27,462.96,370.18,265.22,606.75,279.37,258.43,459.71,229.65,1122.55,149.23,139.95,201.31,286.87,221.89,245.37,420.51,1000.64,299.44,53.80
2005-04-03,dsm2,base,68,37410.72,34302.67,13508.02,9054.90,-670.21,42534.05,0.00,0.00,225.33,2.94,3.56,4.04,3.18,255.63,255.63,447.10,483.39,229.69,329.34,188.86,188.86,354.48,163.10,344.20,1125.86,1422.21,674.09,395.35,391.16,1322.51,254.82,210.77,4361.36,598.29,200.31,447.82,423.30,244.64,680.41,268.21,241.50,466.06,220.04,1047.81,149.61,144.58,190.98,291.78,206.63,230.56,418.65,957.51,323.24,53.80
2005-04-04,dsm2,base,68,34554.69,31345.87,13428.06,10571.90,-383.41,37794.26,0.00,0.00,232.78,3.12,3.69,4.13,3.33,255.17,255.17,436.31,461.24,228.85,322.47,190.20,190.20,358.12,163.62,336.27,1060.70,1314.01,737.54,380.66,376.77,1299.31,250.76,211.08,4459.78,626.99,203.18,436.83,453.47,240.95,680.49,262.78,230.43,475.74,214.85,999.24,155.60,154.98,190.70,256.28,205.65,231.06,433.08,929.43,316.82,53.80
2005-04-05,dsm2,base,68,32724.97,28966.80,13481.52,11352.90,635.13,34218.47,0.00,0.00,230.10,2.98,4.30,4.12,3.81,247.69,247.69,404.95,455.86,238.38,311.30,194.61,194.61,358.86,169.10,311.79,984.09,1225.61,896.97,355.87,351.91,1275.70,248.71,233.83,5170.40,681.47,206.97,405.59,479.17,256.86,1023.14,258.22,239.93,488.12,213.48,932.71,162.08,161.03,189.96,303.75,203.62,239.27,459.13,897.43,349.98,54.40
2005-04-06,dsm2,base,68,30506.23,26807.25,13349.95,11248.90,453.84,32153.44,0.00,0.00,232.67,3.00,4.66,4.12,4.10,240.97,240.97,375.59,463.41,239.47,298.60,202.36,202.36,351.19,176.49,293.78,888.83,1122.77,1339.61,332.51,329.23,1261.96,246.18,315.44,7342.68,883.56,215.72,376.13,464.29,259.30,1766.13,250.89,245.67,501.19,213.73,861.59,166.47,167.26,192.52,310.79,203.65,240.19,463.92,846.29,363.06,59.60
2005-04-07,dsm2,base,68,29308.87,25582.78,13121.28,11791.90,-54.17,30692.43,0.00,0.00,236.32,2.89,4.53,3.94,4.05,237.16,237.16,341.45,477.68,241.72,288.44,215.41,215.41,341.88,182.09,275.97,903.45,1022.85,1948.01,307.47,305.47,1213.60,244.04,411.77,8837.48,1209.74,231.20,341.75,427.58,258.90,2436.59,243.90,246.20,512.85,213.62,828.33,170.69,170.11,195.88,306.48,206.00,242.58,444.09,805.75,377.07,62.40
2005-04-08,dsm2,base,68,29030.87,24933.19,12743.49,12038.90,-1002.57,30738.03,0.00,0.00,228.20,2.42,4.68,3.22,4.11,241.29,241.29,320.67,482.25,235.32,282.40,212.35,212.35,330.51,185.01,271.46,978.75,981.13,2052.72,294.49,292.67,1190.30,240.30,371.43,8257.25,1380.61,239.62,321.18,398.58,252.66,2042.81,241.28,246.90,521.41,211.88,896.30,172.94,169.08,199.18,266.21,209.00,235.94,409.33,793.25,329.84,60.00
2005-04-09,dsm2,base,68,27842.81,23655.25,11820.09,11720.90,-137.31,28079.32,0.00,0.00,244.96,2.10,4.69,2.64,4.06,241.37,241.37,307.26,489.57,239.60,276.47,216.17,216.17,326.52,186.79,265.96,1041.32,986.27,2182.94,285.71,284.42,1158.26,238.32,369.94,8977.72,1495.95,240.54,307.90,380.03,252.60,2104.71,240.31,233.95,526.45,210.75,965.48,174.16,167.96,200.02,247.40,208.91,243.22,387.24,778.12,303.87,60.80
2005-04-10,dsm2,base,68,27139.38,23742.27,10578.27,11484.90,537.68,25695.07,0.00,0.00,262.40,2.04,4.44,2.27,3.91,242.49,242.49,296.35,522.03,260.30,272.34,215.84,215.84,323.88,187.45,261.64,1109.41,1010.40,2333.48,277.34,276.51,1128.21,236.15,360.00,9068.72,1599.73,247.49,296.76,360.64,278.15,2044.73,240.56,252.72,528.57,209.30,1069.25,174.80,170.40,201.79,270.61,210.37,262.42,369.76,762.93,310.36,61.00
2005-04-11,dsm2,base,68,27392.27,24318.47,10121.83,11455.90,489.58,25568.62,0.00,0.00,260.07,2.01,4.18,1.97,3.71,242.48,242.48,288.46,535.81,270.41,267.73,214.57,214.45,320.79,186.44,257.20,1140.73,1050.13,2248.43,272.10,271.20,1127.92,234.53,330.46,8423.30,1554.48,242.65,289.03,348.61,299.60,1875.92,241.34,270.90,526.97,208.95,1060.63,175.61,169.62,200.12,284.06,208.36,270.83,363.59,772.46,316.87,59.60
2005-04-12,dsm2,base,68,28807.06,25940.35,9493.46,11451.90,238.61,26610.01,0.00,0.00,261.82,1.77,4.17,1.57,3.83,242.32,242.32,282.09,537.37,268.25,264.12,210.36,210.36,317.94,185.57,254.65,1161.80,1091.88,2098.02,267.44,266.67,1129.61,231.97,295.65,7605.51,1479.48,239.37,282.64,336.90,298.75,1410.08,242.34,275.51,521.63,207.69,1053.81,174.77,160.04,200.38,284.81,208.73,269.09,360.34,780.66,318.80,59.60
2005-04-13,dsm2,base,68,29677.38,26978.19,9244.60,11424.90,415.43,27081.65,0.00,0.00,264.48,1.48,4.22,1.34,3.93,238.73,238.73,274.32,552.99,269.49,258.78,211.31,211.31,312.00,184.64,250.15,1184.07,1126.86,2037.78,261.48,260.82,1116.57,229.93,304.89,7656.09,1425.85,236.32,274.65,325.04,301.16,1618.47,241.03,273.62,513.44,206.25,1051.07,169.07,155.18,198.38,279.54,206.72,270.60,350.09,786.29,312.67,59.60
