datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2002-01-01,dsm2,base,60,36070.78,33114.28,3997.24,13500.99,-10430.92,36997.95,0.00,1.00,549.64,3.59,3.53,5.69,2.85,279.26,279.26,309.70,467.91,765.97,305.03,276.45,276.45,447.32,210.40,281.43,2639.47,2924.27,3714.74,290.24,290.45,3096.39,271.06,622.47,2121.82,294.34,309.84,380.31,985.31,2643.10,262.84,836.18,575.17,250.31,1710.90,211.91,209.24,228.51,648.09,238.57,752.33,479.75,1637.57,547.66,62.80
2002-01-02,dsm2,base,60,48882.64,38393.44,5728.93,13926.29,-11347.88,52033.16,0.00,1.00,393.32,3.52,3.52,4.96,2.86,285.84,285.84,323.33,440.20,617.20,307.55,237.21,237.21,455.70,226.47,288.38,2671.81,2866.42,2840.61,296.85,296.18,3010.39,271.26,333.08,1589.56,264.13,323.21,402.03,994.64,1148.16,296.58,837.14,599.41,261.66,1751.78,214.86,184.38,241.06,683.71,249.78,575.13,546.01,1763.81,573.75,54.40
2002-01-03,dsm2,base,60,49177.35,43385.25,5445.56,13904.59,-6723.61,47441.93,0.00,1.00,363.80,3.20,3.56,4.03,2.89,282.39,282.39,321.33,407.23,446.91,310.23,244.44,244.44,455.80,221.39,292.30,2321.34,2838.08,1988.61,299.73,299.27,2898.62,276.34,308.10,1292.52,259.46,321.38,399.15,834.36,1030.89,332.49,715.98,563.26,271.09,1582.59,188.88,152.64,234.90,563.37,245.15,434.17,534.23,1719.47,508.80,54.40
2002-01-04,dsm2,base,60,54914.49,47615.69,5256.51,13791.49,-5229.08,51608.59,0.00,0.00,320.01,2.92,3.55,3.18,3.12,280.93,280.93,313.15,406.54,405.51,311.17,230.48,230.48,434.45,191.39,295.46,2101.08,2712.10,1513.72,300.66,300.65,2837.10,274.49,280.87,1121.20,256.64,313.28,386.14,718.31,853.85,361.05,537.57,542.93,271.74,1484.22,168.28,141.45,213.09,467.03,229.81,393.52,529.92,1643.16,442.32,53.80
2002-01-05,dsm2,base,60,89021.90,54200.70,5221.35,13666.69,-4065.18,84641.75,0.00,0.00,355.40,2.58,3.44,2.48,3.11,279.02,279.02,311.49,423.52,362.68,311.21,194.12,194.12,419.45,166.14,298.06,1919.87,2504.82,1120.28,303.68,303.36,2749.46,265.03,228.50,957.57,233.27,311.64,384.85,619.39,508.65,374.31,474.57,523.67,260.57,1431.63,155.03,138.64,187.30,457.99,208.33,365.23,529.30,1564.06,438.98,53.80
2002-01-06,dsm2,base,60,96875.26,61041.76,6821.42,7750.49,-4182.00,100128.20,0.00,0.00,325.00,2.34,3.39,2.23,3.03,274.97,274.97,316.45,404.82,379.41,306.26,169.83,169.83,401.81,151.92,297.42,1839.28,2331.35,686.67,306.02,305.21,2636.86,252.36,187.93,709.05,195.31,316.48,398.98,595.11,298.87,402.94,424.81,501.13,245.50,1475.08,147.70,137.42,179.08,443.79,199.27,376.53,561.40,1530.55,448.58,53.80
2002-01-07,dsm2,base,60,90086.28,66900.28,6008.27,7414.29,-728.90,89409.16,0.00,0.00,380.79,2.39,3.42,2.43,2.98,260.25,260.25,324.15,373.50,356.46,299.46,165.87,165.87,370.58,145.95,298.29,1757.27,2197.90,420.13,308.40,307.38,2531.38,246.88,176.70,550.98,175.67,325.05,414.88,523.36,253.21,445.24,413.20,474.76,241.33,1536.20,139.44,129.57,179.49,436.16,200.17,359.86,638.99,1507.80,450.99,53.80
2002-01-08,dsm2,base,60,83513.30,68040.00,5253.72,7373.49,555.42,80838.11,0.00,0.00,376.70,2.68,3.58,3.06,3.03,248.57,248.57,326.99,339.49,391.57,296.21,158.67,158.67,350.69,137.43,299.51,1646.94,2070.80,309.40,310.08,308.93,2424.89,241.23,170.55,463.29,166.79,327.95,420.07,482.65,244.68,463.22,381.70,441.99,233.43,1519.77,133.14,125.85,171.46,435.16,194.81,390.73,600.88,1467.69,455.59,53.80
2002-01-09,dsm2,base,60,76417.13,66280.83,4976.66,7458.69,901.22,73033.87,0.00,0.00,468.79,3.04,3.79,3.68,3.07,241.90,241.90,327.36,316.67,392.44,292.51,150.68,150.68,342.64,137.00,295.72,1458.49,1924.18,275.85,310.30,308.87,2294.89,232.55,163.21,411.06,159.89,327.81,416.71,442.34,246.43,439.05,399.94,418.98,220.86,1466.25,135.73,133.55,161.26,442.45,182.49,399.94,559.54,1393.82,452.02,53.80
2002-01-10,dsm2,base,60,68738.89,64106.19,4497.73,7507.49,1198.13,64531.01,0.00,0.00,574.98,3.26,3.93,4.19,3.20,233.84,233.84,321.60,302.79,479.90,285.91,153.86,153.86,331.84,143.07,286.47,1263.20,1738.09,280.95,305.50,303.83,2169.18,225.42,160.30,374.79,156.96,322.64,400.77,474.79,273.79,404.04,401.50,402.11,211.01,1321.68,144.87,141.15,163.76,432.51,179.99,489.01,541.56,1300.37,443.13,53.80
