datetime,model,scene,case,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2000-02-01,dsm2,baseline,43,48155.80,2647.00,11296.24,-413.69,41292.15,0.00,1.00,716.58,2.88,3.28,2.88,3.29,324.75,324.75,291.67,349.28,678.85,317.81,174.82,174.82,440.38,140.02,270.44,4930.28,5722.94,2072.87,284.14,284.08,4360.08,267.85,258.03,1292.10,194.52,291.81,357.12,726.55,995.87,257.82,755.47,583.48,197.15,3229.51,135.71,132.96,165.44,532.15,186.56,661.05,445.88,3146.87,440.93,54.40
2000-02-02,dsm2,baseline,43,49237.10,2583.00,11349.85,-231.52,41800.17,0.00,1.00,767.78,3.01,3.39,3.02,3.39,308.20,308.20,282.03,333.64,669.28,302.74,175.46,175.39,415.34,144.54,260.81,4129.11,5114.43,1708.42,273.87,273.77,4248.74,256.68,247.35,1146.64,187.77,282.14,354.20,721.25,1008.70,246.25,733.54,538.91,194.10,2930.52,139.64,133.15,173.41,512.49,187.44,717.56,466.32,2980.88,415.30,54.40
2000-02-03,dsm2,baseline,43,48926.90,2431.00,11563.54,-520.28,41374.44,0.00,1.00,804.98,3.21,3.53,3.21,3.55,288.89,288.89,271.37,303.09,725.23,288.78,171.74,171.74,388.04,144.91,250.76,3572.10,4594.60,1535.68,263.21,263.16,4215.94,248.78,245.26,1028.69,182.96,271.52,344.34,750.56,972.35,235.44,715.53,477.25,191.23,2710.48,137.97,127.23,169.72,519.68,185.16,766.91,463.80,2725.39,413.19,54.40
2000-02-04,dsm2,baseline,43,48177.80,2347.00,11475.59,-623.48,41356.99,0.00,1.00,819.99,3.07,3.76,3.06,3.77,270.91,270.91,260.04,283.29,768.35,273.93,172.29,172.29,361.76,143.62,239.98,3053.85,4045.78,1457.48,252.12,252.04,4140.45,241.61,252.47,966.39,182.68,260.15,333.58,793.86,1045.36,224.32,699.66,419.77,187.86,2463.23,130.85,124.08,165.90,521.66,180.21,802.87,457.04,2468.74,420.86,54.40
2000-02-05,dsm2,baseline,43,47782.90,2273.00,11534.55,76.04,39774.01,0.00,1.00,864.98,2.95,3.63,2.95,3.61,255.45,255.45,249.66,261.25,797.84,261.18,169.58,169.58,337.63,137.53,231.02,2638.79,3563.91,1446.93,242.40,242.29,4054.79,233.67,260.52,933.17,174.10,249.83,320.21,823.73,1132.10,214.93,685.66,376.85,184.19,2253.05,132.92,128.01,159.37,519.62,174.15,820.37,441.17,2240.61,424.37,54.40
2000-02-06,dsm2,baseline,43,46137.30,2251.00,11967.27,-50.07,37661.30,0.00,1.00,910.28,2.90,3.35,2.88,3.34,247.80,247.80,242.15,236.19,816.82,250.84,160.26,160.26,318.48,139.24,224.39,2393.24,3133.62,1366.85,234.99,234.80,3984.12,223.25,225.77,850.77,167.82,242.36,308.41,839.25,868.91,208.47,678.76,347.19,179.82,2076.62,134.91,130.69,159.31,523.57,172.55,857.39,421.56,2104.29,425.42,54.40
2000-02-07,dsm2,baseline,43,44216.70,2216.00,11424.75,97.65,35964.90,0.00,1.00,957.38,2.62,3.28,2.60,3.28,239.25,239.25,235.60,223.06,859.65,241.48,160.91,160.91,304.03,141.35,217.93,2203.01,2831.66,1167.76,228.81,228.50,3846.93,214.26,201.49,749.44,166.94,235.93,298.79,873.78,767.85,207.02,681.96,329.79,176.70,2170.08,136.80,132.94,157.82,533.11,169.97,902.32,407.10,2103.45,427.52,53.80
2000-02-08,dsm2,baseline,43,42634.90,2155.00,10681.00,92.19,34959.81,0.00,1.00,985.19,2.39,3.31,2.38,3.31,231.03,231.03,229.60,211.43,909.15,234.10,160.24,160.24,293.52,142.26,212.61,2006.91,2586.95,1044.86,222.89,222.62,3700.34,208.20,195.35,679.98,165.98,229.71,290.13,912.65,742.28,203.18,689.52,322.08,174.30,2136.89,138.59,134.26,157.38,538.93,168.65,948.33,395.47,2018.87,434.26,53.80
2000-02-09,dsm2,baseline,43,41806.60,2112.00,10741.77,58.79,34017.54,0.00,1.00,996.99,2.28,3.36,2.28,3.36,222.31,222.31,224.11,201.79,953.80,227.56,159.25,159.25,284.16,142.93,207.43,1801.76,2377.97,997.61,217.03,216.77,3557.05,203.63,193.78,606.71,161.84,224.33,282.40,951.26,802.35,199.66,701.35,319.39,173.03,1954.42,138.81,133.95,158.66,591.02,168.05,979.72,381.85,1920.61,464.41,53.80
2000-02-10,dsm2,baseline,43,39966.30,2096.00,11469.15,-839.74,32507.89,0.00,1.00,992.30,2.20,3.38,2.19,3.38,216.26,216.26,218.02,196.30,979.56,224.84,157.36,157.36,278.79,142.58,203.89,1706.69,2192.70,1009.86,211.47,211.31,3406.03,200.19,197.24,584.27,166.23,218.09,275.07,982.34,850.97,195.05,712.04,319.55,171.91,2066.35,139.21,134.76,158.76,614.23,167.77,995.68,367.03,1827.08,444.04,53.80
