datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,delta_cu,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_flow,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,oh4,rsl,vcu,mtz,god,gzl,frk,bac,hol
2013-10-24,SCHISM,franks,1,7316.68,7080.54,1627.70,2105.85,292.64,7131.17,1.00,1.00,1.09,3.34,90.20,76.70,369.34,732.05,698.30,643.67,678.59,516.03,839.21,21555.84,12577.03,9954.19,3200.67,649.28,7217.52,2133.99,344.70,266.32,563.90,700.58,335.07,13290.51,1035.40,12430.93,9781.01,11686.20,1359.58,171.25,1721.17,7224.96,9954.19,418.41,516.03,643.67,12099.86,15076.76,14542.50,473.04,399.51,452.53
2013-10-25,SCHISM,franks,1,7484.76,7235.46,2327.82,2396.66,483.77,7899.70,1.00,1.00,2.39,3.18,90.00,68.00,551.77,665.30,573.74,633.04,695.19,499.61,808.17,22620.79,12971.36,9672.82,3512.58,620.33,6756.31,2070.41,386.31,292.38,603.01,700.17,320.29,12248.54,1030.93,12000.59,9977.08,11863.31,1657.28,171.25,2091.62,6770.92,9672.31,365.42,499.61,633.04,13162.31,14905.12,16106.08,475.36,408.65,459.72
2013-10-26,SCHISM,franks,1,6816.61,6604.14,2553.19,2428.27,580.81,7522.34,1.00,1.00,3.24,3.15,91.80,294.60,875.41,665.30,546.49,535.16,488.02,479.16,732.26,23686.19,13718.33,9433.29,3490.25,616.37,6187.68,2028.53,401.84,317.72,663.22,528.23,313.85,11849.42,1058.53,11444.10,9502.30,12085.83,1649.97,193.84,2108.34,6203.65,9431.56,362.86,479.16,535.16,14584.82,15463.82,17875.78,465.64,414.17,459.30
2013-10-27,SCHISM,franks,1,5891.06,5723.32,2653.35,2648.83,602.95,6498.53,1.00,1.00,4.30,3.23,91.80,161.10,764.05,598.83,498.56,460.78,355.39,459.51,613.45,26743.40,16142.88,10754.14,4497.37,895.18,6837.87,2285.54,481.69,357.52,691.25,381.20,305.05,12040.68,1246.39,11269.94,9110.26,12623.33,1971.77,320.50,2486.06,6854.07,10753.46,364.78,459.51,460.78,16463.84,18401.02,19761.79,459.72,426.69,458.24
2013-10-28,SCHISM,franks,1,7798.18,7583.03,2663.36,2196.34,548.41,8813.62,1.00,1.00,5.16,3.28,91.60,95.30,643.71,567.87,512.25,424.14,367.34,444.49,423.08,26539.30,16359.22,11395.14,4769.64,1154.19,6702.13,2397.51,506.14,390.36,632.00,366.06,295.39,12386.58,1252.42,10858.72,10453.05,13180.58,2137.10,759.95,2902.90,6723.88,11392.08,376.51,444.49,424.14,16847.95,19313.18,20744.15,466.28,424.14,463.32
2013-10-29,SCHISM,franks,1,8210.80,7792.92,2563.77,1797.77,580.44,9557.25,1.00,1.00,5.60,3.40,91.80,106.00,686.44,546.07,440.04,417.14,318.14,430.51,384.39,26342.46,16382.19,11411.80,4566.75,1007.36,6539.55,2248.40,468.18,404.61,507.62,329.72,269.56,12660.37,1278.51,10667.10,10059.85,13374.75,2022.10,509.72,2713.97,6565.45,11407.38,381.20,430.51,417.14,17264.75,19411.47,21442.60,473.88,427.75,475.36
2013-10-30,SCHISM,franks,1,8398.20,8085.98,2290.53,2820.01,669.07,8537.80,1.00,1.00,5.81,3.36,91.60,77.10,746.17,473.67,409.07,397.17,271.07,418.84,360.51,26296.79,16688.10,11762.33,4621.54,1095.39,6593.48,2232.52,469.66,419.90,422.23,274.94,241.50,12766.02,1312.17,10755.34,10128.12,13623.28,2020.93,294.74,2716.83,6621.69,11758.60,380.56,418.84,397.17,17425.66,19784.46,21984.62,464.59,431.57,495.82
2013-10-31,SCHISM,franks,1,8852.04,8566.83,1998.23,4869.40,694.18,6675.05,1.00,1.00,5.48,3.26,91.40,87.90,782.08,401.21,390.14,368.41,278.17,418.84,314.93,25883.32,16529.07,11593.73,4450.95,1020.78,6435.14,2131.27,470.50,432.41,385.03,275.81,215.74,12871.59,1323.79,10737.05,9971.23,13593.20,1978.21,309.78,2606.61,6465.91,11591.18,392.06,418.84,368.41,17397.30,19699.08,22173.89,467.12,444.70,513.51
2013-11-01,SCHISM,franks,1,9028.09,8809.70,1706.35,3261.89,1153.60,8626.16,1.00,1.00,4.82,3.22,91.20,163.00,1316.60,340.21,354.74,376.08,311.49,418.84,296.46,25679.37,16433.84,11420.30,4236.59,922.17,6337.58,2080.53,545.44,451.48,360.72,297.97,210.54,12895.45,1334.19,10672.75,9665.75,13344.94,1921.74,331.43,2476.83,6367.85,11417.24,399.08,418.84,376.08,17281.71,19301.25,22070.07,474.52,453.17,529.91
2013-11-02,SCHISM,franks,1,9411.20,9277.19,1475.95,3816.53,1105.66,8176.28,1.00,1.00,3.89,3.17,91.00,397.30,1502.96,340.85,359.02,378.00,350.04,418.84,322.86,25535.22,16659.61,11478.76,4080.42,857.69,6383.96,2056.20,567.04,474.52,347.91,317.93,277.31,12778.13,1378.56,10556.02,9545.87,13123.07,1915.29,316.43,2407.15,6413.31,11475.70,415.23,418.84,378.00,17240.77,19208.39,22093.89,478.53,468.39,546.91
