datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,delta_cu,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_flow,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,oh4,rsl,vcu,mtz,god,gzl,frk,bac,hol
2011-10-18,SCHISM,franks,6,24081.40,22796.00,4278.78,9709.52,-446.73,18203.93,1.00,0.00,1.07,3.34,89.60,51.00,-395.73,661.35,571.02,550.69,687.10,492.66,811.06,18284.98,13008.30,9907.52,3508.27,683.99,7912.74,2647.79,389.08,270.20,563.27,700.58,337.00,13286.33,1112.18,12453.35,10033.70,11660.59,1417.46,171.25,1730.81,7919.60,9907.52,387.80,492.66,550.69,12478.13,14837.21,14397.82,454.65,408.86,467.97
2011-10-19,SCHISM,franks,6,23465.05,22485.88,4169.90,9424.01,-612.93,17598.02,1.00,0.00,1.71,3.28,86.60,55.00,-557.93,602.17,425.63,345.13,409.28,437.29,676.72,17628.74,12507.12,9554.16,2969.23,349.62,7397.15,2464.33,406.10,308.49,642.62,446.40,312.57,12199.56,1142.89,12255.29,9804.63,11679.41,1643.06,414.59,1806.51,7407.94,9553.64,374.59,437.29,345.13,13332.55,14570.05,15417.61,452.11,425.20,457.19
2011-10-20,SCHISM,franks,6,22408.02,21489.73,4117.92,9151.08,-499.29,16875.56,1.00,0.00,1.71,3.12,83.80,45.10,-454.19,429.45,411.19,368.19,300.54,421.81,393.97,16286.38,11117.18,7945.25,1512.75,291.09,6080.09,1927.61,305.70,314.28,695.19,310.64,248.84,11813.34,1082.03,12139.75,9776.18,11801.14,1288.73,232.85,1205.38,6090.34,7944.90,406.52,421.81,368.19,13507.77,14253.33,15283.87,444.07,422.66,435.81
2011-10-21,SCHISM,franks,6,21863.24,20931.43,4093.28,8900.82,-493.31,16562.40,1.00,0.00,1.80,2.93,82.40,46.40,-446.91,362.22,393.34,384.61,275.16,439.20,345.34,14764.92,9320.41,5902.11,854.81,350.47,4731.87,1509.38,320.07,333.79,474.30,275.16,197.53,11831.47,1029.71,11973.86,9245.90,11933.41,1043.52,150.37,891.09,4740.67,5900.49,418.84,439.20,384.61,13334.06,13983.92,14655.34,444.49,406.73,433.05
2011-10-22,SCHISM,franks,6,22410.89,21174.95,4149.11,9531.67,-421.79,16606.54,1.00,0.00,2.05,3.02,82.20,50.30,-371.49,345.77,393.34,389.93,275.16,439.20,322.43,14120.56,8143.93,4692.24,654.90,246.68,3829.55,1343.79,306.77,336.78,345.77,275.16,211.84,11939.17,1033.78,11827.57,7817.96,12080.25,840.86,140.14,708.25,3833.84,4690.77,411.62,439.20,389.93,13254.16,13867.71,14012.42,439.20,400.78,432.63
2011-10-23,SCHISM,franks,6,23364.47,21822.14,4308.25,10676.36,-368.11,16628.25,1.00,0.00,2.60,3.26,82.80,153.90,-214.21,341.70,390.14,375.23,275.16,429.87,309.56,14274.79,7784.17,4313.31,596.53,200.57,3401.57,1314.78,261.79,329.29,300.76,275.16,191.67,12099.02,1073.32,11761.65,6401.14,12281.96,747.35,138.62,615.32,3407.03,4312.20,399.72,429.87,375.23,13190.14,13712.99,13470.80,439.20,398.44,438.98
2011-10-24,SCHISM,franks,6,25116.49,23557.31,4515.77,10342.74,-447.99,18841.53,1.00,0.00,3.37,3.37,82.40,282.80,-165.19,341.49,385.03,377.58,282.48,418.84,299.04,15345.64,8197.73,4636.60,672.15,183.85,3327.23,1346.99,271.93,320.07,295.82,278.17,159.72,12300.87,1152.98,11789.28,5374.89,12528.01,721.30,137.53,602.17,3331.38,4636.05,399.29,418.84,377.58,13158.79,13481.01,13240.92,453.80,398.65,462.05
2011-10-25,SCHISM,franks,6,26442.29,25201.31,4715.01,9614.60,-501.03,21041.67,1.00,0.00,4.26,3.29,81.00,289.00,-212.03,344.27,390.99,393.34,296.25,418.84,298.61,15044.59,7871.96,4455.93,574.99,176.25,3025.03,1228.51,277.96,318.57,295.82,280.33,149.28,12499.53,1160.85,11719.44,4924.33,12644.04,698.92,225.71,548.38,3028.82,4454.64,405.03,418.84,393.34,13092.71,13375.75,13217.29,458.67,418.84,467.97
2011-10-26,SCHISM,franks,6,27522.85,26543.56,4864.50,9467.33,-526.46,22393.56,1.00,0.00,5.03,3.22,80.00,163.10,-363.36,354.53,396.31,398.44,315.14,418.84,308.70,13987.40,6775.55,3499.07,441.95,192.32,2499.90,1028.09,257.26,299.68,295.82,306.99,150.37,12579.72,1110.57,11456.16,4715.91,12619.29,633.46,210.54,488.23,2501.82,3497.95,418.84,418.84,398.44,12817.47,13131.96,12801.84,459.09,424.36,465.43
2011-10-27,SCHISM,franks,6,27848.63,26872.61,5021.68,9424.70,-552.98,22892.63,1.00,0.00,5.57,3.26,77.40,128.00,-424.98,367.55,398.02,401.84,322.65,436.23,333.79,13344.97,6029.39,2856.85,416.93,227.22,2101.34,903.16,273.65,299.90,296.68,316.43,170.60,12552.10,1056.50,11136.43,3779.94,12487.57,562.22,246.90,449.57,2103.48,2855.13,419.48,436.23,401.84,12332.76,12655.48,12061.48,453.38,432.63,466.91
