datetime,model,scene,case,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
1993-08-01,dsm2,base,28,20340.00,1730.00,-10611.38,5061.22,7584.40,1.00,0.00,603.02,3.49,3.74,3.33,3.04,402.64,402.64,140.13,4969.66,717.44,145.05,1067.53,1067.53,173.33,185.01,137.63,6381.22,5932.89,8051.39,138.74,138.79,3535.39,172.29,2559.45,7104.51,2123.03,140.18,154.08,477.40,6327.27,129.57,280.98,150.88,128.89,5068.41,115.53,109.59,142.81,316.12,140.01,642.09,159.80,3522.57,233.53,70.80
1993-08-02,dsm2,base,28,20970.00,1870.00,-10628.88,4965.07,8447.05,1.00,0.00,600.00,3.25,3.53,3.46,3.05,457.90,457.90,140.83,5045.16,704.20,146.10,1259.98,1259.98,175.01,212.32,138.25,6437.01,6032.91,8081.47,139.82,139.87,3776.01,185.07,2896.92,7086.60,2179.54,140.88,154.40,472.79,6843.79,129.93,271.48,152.65,131.00,5305.09,115.64,108.44,151.20,295.75,144.66,632.88,159.59,3625.86,225.20,70.80
1993-08-03,dsm2,base,28,21960.00,1820.00,-10775.93,4890.85,9289.22,1.00,0.00,627.98,3.25,3.47,3.40,2.94,409.03,409.03,141.78,5048.39,689.29,147.18,1101.22,1101.22,176.38,190.10,139.37,6411.49,6098.57,7588.85,140.62,140.69,3540.06,177.33,2620.10,6899.02,2097.04,141.82,154.83,466.38,6071.35,130.86,278.11,153.85,130.26,5008.08,114.12,104.75,144.88,304.75,141.85,609.84,159.72,3650.84,193.38,70.80
1993-08-04,dsm2,base,28,22950.00,1760.00,-10794.75,4551.02,10479.23,1.00,0.00,581.03,3.06,3.37,3.10,2.86,407.25,407.25,142.44,5075.47,669.78,147.76,1086.35,1086.35,176.94,187.32,139.58,6352.98,6111.40,7351.30,141.26,141.32,3523.15,178.59,2537.94,6705.75,2068.24,142.52,154.14,470.28,6037.05,131.17,279.32,154.51,130.06,4855.47,112.35,105.78,143.23,292.05,140.85,617.61,159.43,3713.03,191.74,70.80
1993-08-05,dsm2,base,28,22680.00,1640.00,-10811.42,4333.45,10274.13,1.00,0.00,592.99,2.84,3.37,2.84,2.93,400.31,400.31,142.57,5076.51,661.86,148.08,1025.04,1025.04,176.77,179.47,139.44,6261.25,6099.11,7129.90,141.42,141.51,3556.24,179.68,2439.15,6529.43,2036.29,142.57,153.47,478.70,5903.95,131.00,277.11,154.68,129.62,4657.68,111.40,107.48,140.50,289.71,139.53,616.79,158.18,3735.72,187.45,70.80
1993-08-06,dsm2,base,28,22050.00,1570.00,-10754.81,4293.21,9687.98,1.00,0.00,617.98,2.55,3.38,2.51,2.92,392.49,392.49,142.53,5059.94,656.92,148.47,972.89,972.89,177.50,171.99,139.08,6162.55,6052.28,6939.90,141.32,141.42,3560.62,179.56,2350.91,6364.35,1960.17,142.62,153.11,483.14,5861.03,130.48,274.80,154.73,129.19,4265.06,111.71,107.55,137.34,288.13,137.76,593.04,157.66,3801.88,180.75,70.80
1993-08-07,dsm2,base,28,21150.00,1770.00,-10781.70,4163.78,9108.51,1.00,0.00,653.98,2.33,3.26,2.26,2.83,393.06,393.06,142.52,5032.93,653.63,149.08,956.70,956.70,178.39,169.60,138.87,6083.73,6006.12,6880.89,141.10,141.24,3648.82,180.92,2316.14,6269.83,1952.57,142.57,152.98,480.92,5960.49,129.84,269.83,154.45,129.31,3355.86,112.04,108.59,136.67,273.78,139.08,607.06,157.81,3840.46,167.09,70.60
1993-08-08,dsm2,base,28,20520.00,1850.00,-10972.26,4130.88,8417.86,1.00,0.00,685.98,2.32,3.27,2.19,2.87,366.87,366.87,142.29,4963.82,643.15,149.58,862.40,862.40,179.30,160.09,139.30,5998.67,5932.82,6792.84,140.83,141.06,3459.24,176.36,2143.13,6160.10,1862.43,142.33,153.17,468.60,5642.49,129.66,275.95,154.18,128.50,3078.59,112.42,110.46,136.26,290.28,139.10,639.44,157.84,3790.44,156.41,66.20
1993-08-09,dsm2,base,28,19800.00,1830.00,-10760.75,4031.45,8006.80,1.00,0.00,645.02,2.58,3.41,2.37,2.99,362.30,362.30,142.22,4919.53,638.04,149.81,865.76,865.76,179.92,161.42,139.44,5921.95,5847.42,6814.35,140.81,140.93,3257.54,176.70,2135.66,6152.97,1869.94,142.24,153.15,452.20,5688.69,129.20,281.98,153.90,128.82,2961.39,113.49,111.40,137.79,285.08,139.83,673.61,157.32,3771.88,156.23,66.20
1993-08-10,dsm2,base,28,19890.00,1840.00,-10799.68,3930.07,8150.25,1.00,0.00,625.01,2.97,3.59,2.91,3.06,397.35,397.35,142.05,4933.73,644.61,150.34,1001.98,1001.98,180.97,179.18,139.77,5918.76,5795.41,7167.35,140.72,140.93,3256.97,184.73,2429.40,6341.94,2021.69,142.05,152.40,435.59,6240.07,128.72,280.52,153.91,130.36,3241.05,114.55,111.44,143.44,299.24,143.48,667.22,156.51,3822.23,155.08,70.80
