datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_total,cu_delta,cu_suisun,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2017-02-01,dsm2,base,92,93006.83,69163.58,21908.53,12101.04,-307.61,-498.08,190.47,103121.93,0.00,1.00,116.79,1.89,4.57,2.04,3.78,160.46,160.46,245.15,136.13,113.77,191.12,131.58,131.58,211.62,126.34,193.44,306.37,375.01,144.84,213.64,212.11,802.08,156.00,134.16,1137.06,152.97,133.05,245.71,292.06,122.60,154.29,164.92,114.64,320.62,146.97,506.15,126.11,126.85,135.42,124.31,139.81,115.77,228.56,523.41,185.50,53.80
2017-02-02,dsm2,base,92,91837.15,67664.90,20251.19,12107.32,-366.40,-525.94,159.54,100347.42,0.00,1.00,158.75,1.87,4.70,1.74,4.03,159.77,159.77,240.19,136.77,137.38,188.13,133.74,133.74,212.96,130.15,190.75,295.63,352.52,147.64,209.55,207.81,741.88,155.65,135.59,1256.95,150.72,133.95,241.65,322.66,139.73,157.59,152.65,121.27,327.58,147.39,477.89,129.00,127.85,138.02,132.66,141.89,142.13,227.18,481.87,163.56,53.80
2017-02-03,dsm2,base,92,92246.30,66847.43,20347.36,12288.04,-1389.90,-1217.25,-172.65,101695.52,0.00,1.00,175.52,1.86,4.31,1.74,3.98,158.83,158.83,248.79,143.75,167.90,185.90,135.71,135.71,209.36,130.26,189.85,284.84,372.26,156.88,210.89,208.81,707.70,155.54,138.21,1258.23,152.71,142.12,250.21,319.97,174.96,183.80,143.43,161.53,330.19,146.06,484.76,128.01,126.50,138.07,165.31,141.88,170.92,248.61,461.89,189.90,53.80
2017-02-04,dsm2,base,92,102426.48,68603.09,19912.13,12035.04,-1273.91,-1126.65,-147.26,111577.48,0.00,1.00,164.02,2.08,4.56,1.80,3.67,158.31,158.31,259.17,157.23,171.32,185.73,134.53,134.53,205.14,128.68,190.96,291.98,394.73,146.74,214.38,212.30,767.42,154.90,139.25,855.35,163.93,143.54,260.99,329.70,186.10,149.01,144.67,177.21,332.53,142.89,516.60,126.16,124.60,137.17,187.78,141.11,172.17,264.06,513.55,207.38,53.80
2017-02-05,dsm2,base,92,117628.82,69720.87,19847.45,12023.04,-1306.20,-1112.12,-194.08,126759.44,0.00,1.00,153.38,2.84,5.02,2.31,3.93,157.59,157.59,260.76,166.72,159.73,183.63,131.31,131.31,204.91,126.39,187.91,288.31,387.94,143.86,213.38,211.12,786.81,152.24,137.04,949.65,170.13,142.97,262.44,337.09,173.44,141.05,157.73,166.11,336.28,141.63,520.29,124.78,123.46,131.50,180.39,136.52,160.48,283.76,502.86,222.99,53.80
2017-02-06,dsm2,base,92,132442.95,70731.72,19756.35,12068.04,-2538.61,-2214.61,-324.00,142669.87,0.00,1.00,162.62,3.29,5.13,3.47,4.11,154.93,154.93,247.30,171.57,158.12,178.43,126.98,126.98,202.48,121.55,179.22,274.74,389.93,143.67,204.14,202.09,690.88,148.79,134.50,833.23,177.92,141.89,248.31,326.45,165.06,134.90,168.88,159.34,339.53,143.27,469.83,115.68,113.14,125.39,167.76,131.14,160.92,288.22,480.58,242.03,53.80
2017-02-07,dsm2,base,92,177126.14,74413.66,19201.38,12055.04,-4274.18,-3629.80,-644.38,188546.66,0.00,1.00,177.42,3.34,4.86,4.20,3.96,149.34,149.34,241.91,180.58,171.42,175.36,114.90,114.90,198.25,108.23,176.31,269.58,434.15,140.71,198.48,196.45,644.12,144.74,126.73,541.10,185.79,138.79,242.99,325.70,175.93,129.32,177.06,174.12,341.84,143.36,464.63,104.28,105.12,115.04,184.13,119.53,174.75,330.79,477.60,238.22,53.80
2017-02-08,dsm2,base,92,242210.26,76322.56,18365.66,11855.04,-3554.13,-3022.14,-531.99,252275.01,0.00,1.00,187.00,3.28,5.22,4.39,3.74,142.74,142.74,252.83,179.31,184.41,177.21,103.67,103.67,193.61,97.89,181.66,282.35,453.44,130.38,202.89,200.35,708.57,140.86,115.11,232.78,196.34,124.79,254.43,340.72,192.12,117.01,184.64,191.82,345.58,143.84,524.44,95.42,98.04,101.11,202.72,109.12,187.19,386.85,536.79,241.66,53.80
2017-02-09,dsm2,base,92,265481.94,85100.86,17702.93,11790.04,-5031.56,-4349.38,-682.18,276426.39,0.00,1.00,186.75,3.05,5.20,4.48,3.94,138.41,138.41,253.31,170.22,191.09,178.12,91.94,91.94,197.32,87.22,183.20,283.92,457.55,117.38,202.39,200.53,689.78,135.51,104.85,196.60,189.35,115.57,255.34,359.24,201.14,105.40,193.46,207.40,351.33,141.46,515.61,85.34,88.94,87.61,223.35,92.16,193.14,454.59,534.99,288.43,53.80
2017-02-10,dsm2,base,92,333373.60,88954.90,17686.51,11711.04,-5200.23,-4562.78,-637.45,344549.29,0.00,1.00,181.17,2.85,4.96,4.24,3.77,132.34,132.34,257.48,156.85,189.00,182.35,82.88,82.88,198.21,78.94,189.01,294.08,484.72,104.49,205.26,203.70,697.20,129.19,95.97,148.66,187.36,106.58,259.24,377.56,201.31,96.16,207.84,212.32,360.93,139.73,532.12,77.61,81.93,78.63,231.58,79.44,190.74,510.68,555.62,312.08,53.80
2017-02-11,dsm2,base,92,346643.42,85724.79,18930.80,11783.04,-3805.70,-3352.75,-452.95,357596.88,0.00,1.00,185.08,2.47,4.91,3.76,3.48,128.73,128.73,280.42,140.59,187.57,192.06,74.31,74.31,203.59,70.37,204.34,304.61,476.33,95.62,220.32,218.14,744.42,121.41,85.82,125.69,177.55,94.95,282.33,412.27,197.17,89.20,217.01,205.50,372.61,140.81,539.78,68.73,73.38,69.72,223.97,70.23,189.38,537.67,580.73,285.44,53.80
2017-02-12,dsm2,base,92,328993.67,87140.87,20517.44,11737.71,-1333.87,-1293.03,-40.84,339107.27,0.00,1.00,186.67,2.01,4.88,3.14,3.47,123.95,123.95,303.18,119.96,189.13,202.10,67.67,67.67,212.98,64.30,217.01,307.75,408.61,86.28,237.80,235.32,779.60,119.75,77.99,121.56,160.81,80.94,304.82,439.67,197.66,80.60,224.60,201.91,386.19,146.70,499.50,63.49,65.44,63.99,207.07,64.34,190.77,538.27,580.26,276.18,53.80
2017-02-13,dsm2,base,92,292755.00,86371.83,23121.14,11891.04,-1001.73,-1029.74,28.01,304986.83,0.00,1.00,178.17,1.61,4.72,2.30,3.61,121.80,121.80,333.35,101.83,185.44,213.62,64.41,64.41,221.82,61.05,231.53,305.74,380.97,79.16,260.01,256.66,800.52,123.69,75.44,120.23,140.73,76.94,336.00,455.78,193.13,76.91,217.56,198.57,400.00,150.69,494.89,60.51,61.22,60.94,201.34,61.35,186.34,516.93,560.41,212.96,53.80
2017-02-14,dsm2,base,92,282813.98,85180.77,27808.18,11821.04,833.50,534.40,299.10,297967.62,0.00,1.00,158.54,1.36,4.76,1.57,3.69,124.22,124.22,388.67,90.50,169.19,231.36,63.50,63.50,232.66,60.11,256.05,300.08,338.25,75.71,301.66,296.69,825.12,126.41,75.98,113.98,124.43,73.36,391.26,320.14,176.32,75.65,209.94,182.21,413.55,150.81,477.40,60.26,59.89,60.27,190.64,60.51,169.38,508.67,548.14,180.74,53.80
2017-02-15,dsm2,base,92,287532.86,80497.66,32137.51,12102.04,1144.82,891.05,253.77,306423.52,0.00,1.00,148.17,1.15,5.08,1.13,3.90,124.46,124.46,404.24,81.75,153.31,263.79,66.82,66.82,254.52,64.20,300.09,294.67,318.31,75.49,369.78,364.76,835.35,127.88,78.61,104.50,110.32,75.66,402.11,178.92,157.93,78.04,196.68,158.79,420.80,145.68,464.25,65.48,63.83,64.88,166.94,64.84,153.80,353.11,508.95,159.55,53.80
2017-02-16,dsm2,base,92,278874.97,75753.22,33936.45,11959.04,854.28,683.76,170.52,299998.10,0.00,1.00,151.96,0.72,5.54,0.88,4.23,126.84,126.84,245.59,80.46,150.78,297.45,71.73,71.73,284.63,68.66,331.01,275.15,307.39,78.41,363.76,366.67,779.34,129.53,83.35,117.29,95.99,79.25,239.80,158.90,153.46,81.86,181.93,150.68,424.12,137.70,422.71,69.26,68.39,68.98,155.62,69.06,151.97,189.01,432.72,152.85,53.80
2017-02-17,dsm2,base,92,278982.53,74122.70,34109.14,10149.04,-43.27,136.59,-179.86,302985.89,0.00,1.00,150.92,0.72,5.43,0.63,4.87,129.81,129.81,177.34,88.61,151.71,281.46,73.23,73.23,299.45,69.87,287.20,266.88,332.10,82.94,248.13,251.95,711.19,126.53,84.23,123.47,91.71,85.79,176.60,161.03,154.65,84.58,173.06,153.25,425.28,131.74,409.76,69.80,69.88,69.85,157.02,70.02,152.76,159.54,360.65,154.92,53.80
2017-02-18,dsm2,base,92,283804.46,73870.66,32081.93,7908.04,-276.82,-121.95,-154.87,308255.16,0.00,1.00,148.96,0.81,5.17,0.76,4.56,133.76,133.76,170.61,97.30,150.19,252.13,74.06,74.06,269.38,69.90,252.78,251.06,377.23,84.86,207.09,208.38,681.21,129.14,86.34,88.62,101.31,86.87,170.15,158.48,153.62,86.40,177.89,152.03,430.89,129.76,423.73,69.99,71.13,69.94,156.35,70.08,151.28,158.46,360.36,153.84,70.40
2017-02-19,dsm2,base,92,270036.82,74196.15,32994.08,5678.04,-1059.17,-835.91,-223.26,298412.02,0.00,1.00,148.21,0.97,5.43,0.89,4.35,140.03,140.03,166.73,101.59,148.76,232.84,76.97,76.97,250.14,73.79,227.36,247.47,381.38,87.83,199.71,201.10,767.95,128.81,89.08,97.57,116.60,90.60,166.28,157.93,152.14,89.48,183.60,150.94,444.88,135.69,507.94,74.83,75.55,74.29,155.17,74.22,150.07,157.12,378.34,152.81,70.40
2017-02-20,dsm2,base,92,260823.04,74914.79,34728.38,5278.04,-4017.74,-3216.00,-801.74,294291.12,0.00,1.00,153.00,1.10,5.22,1.12,4.46,142.73,142.73,173.13,122.81,152.21,212.23,79.78,79.78,245.70,75.27,204.32,252.17,500.03,92.51,197.03,196.70,726.44,129.00,91.80,100.89,129.55,104.63,173.23,165.21,154.46,92.86,178.60,156.77,454.68,133.72,615.38,75.19,78.54,75.27,157.75,75.48,154.06,162.00,378.96,156.50,70.80
2017-02-21,dsm2,base,92,308452.02,75193.10,35638.83,5251.04,-4181.84,-3388.89,-792.95,343021.65,0.00,1.00,153.08,1.24,4.90,1.32,4.13,144.41,144.41,184.29,144.31,154.61,209.76,79.98,79.98,237.62,75.44,208.83,263.95,609.02,95.24,216.61,216.24,750.30,127.88,92.47,94.90,159.13,105.46,184.52,170.04,157.65,94.07,181.39,162.41,460.72,135.27,671.82,75.50,79.66,75.43,160.37,75.59,156.26,168.80,428.70,160.76,54.20
2017-02-22,dsm2,base,92,313701.68,76796.31,36036.21,5082.04,-3358.79,-2837.18,-521.61,348014.65,0.00,1.00,155.25,1.58,4.78,1.56,3.84,140.47,140.47,184.46,136.97,155.89,218.33,82.16,82.16,238.82,77.83,219.22,276.28,587.90,97.37,218.94,219.29,899.73,131.59,95.21,97.10,178.54,102.67,184.54,169.39,158.80,95.05,191.43,163.01,470.90,142.59,725.07,78.24,81.78,77.97,161.65,78.02,157.54,168.59,499.59,161.90,53.80
2017-02-23,dsm2,base,92,281485.93,78908.26,36914.56,4661.04,-2801.26,-2317.11,-484.15,316540.71,0.00,1.00,161.12,1.92,4.60,2.03,3.64,146.32,146.32,183.79,139.62,160.24,219.46,82.10,82.10,245.36,76.79,220.41,302.08,520.98,98.35,215.24,215.57,957.30,137.57,95.81,118.60,180.02,104.75,183.85,171.71,162.66,96.28,197.57,165.97,488.82,151.89,735.63,76.22,79.32,76.61,164.09,77.07,161.99,170.16,546.21,165.21,54.00
