datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
1993-08-01,dsm2,base,102,21527.00,20340.00,1730.00,10611.38,5061.22,7584.40,0.00,0.00,603.02,3.01,3.95,4.06,3.33,453.56,453.56,139.57,5088.91,721.44,144.93,1300.48,1300.48,171.45,206.83,137.35,6434.14,6085.80,8032.87,138.43,138.53,4052.88,180.61,2942.71,14737.64,7108.19,2305.87,139.61,153.77,481.33,6991.31,129.00,275.63,151.34,129.93,5178.01,115.86,109.59,146.09,297.46,142.52,643.04,160.97,3715.54,220.93,70.80
1993-08-02,dsm2,base,102,22171.00,20970.00,1870.00,10628.88,4965.07,8447.05,0.00,0.00,600.00,2.69,4.06,3.71,3.30,469.07,469.07,140.62,5150.57,712.19,146.41,1306.89,1306.89,173.76,210.96,138.73,6492.82,6141.17,8196.63,139.65,139.77,4093.04,184.48,2979.25,14705.93,7210.73,2318.55,140.62,154.26,470.41,7017.76,129.77,272.16,152.44,130.86,5242.53,115.28,108.44,150.39,303.55,144.61,630.60,160.72,3755.93,195.59,70.80
1993-08-03,dsm2,base,102,23136.00,21960.00,1820.00,10775.93,4890.85,9289.22,0.00,0.00,627.98,2.47,4.14,3.22,3.27,512.70,512.70,141.64,5255.92,701.71,148.23,1420.69,1406.50,177.35,220.86,139.91,6594.43,6210.61,8395.36,140.79,140.89,4207.99,192.94,3161.25,15364.25,7385.78,2235.90,141.64,154.01,468.45,7364.86,130.22,269.21,153.29,131.95,5347.37,114.48,104.77,153.99,285.10,147.90,610.80,159.82,3921.25,174.33,70.80
1993-08-04,dsm2,base,102,24065.00,22950.00,1760.00,10794.75,4551.02,10479.23,0.00,0.00,581.03,2.28,4.03,2.72,3.25,566.84,566.84,142.62,5379.57,690.54,149.84,1466.49,1466.49,180.71,226.26,140.85,6702.70,6301.00,8675.98,141.83,141.99,4353.11,202.71,3290.55,15766.34,7605.24,2295.58,142.63,153.16,469.47,7616.22,130.54,264.69,153.53,132.45,5479.29,112.38,105.74,156.25,285.08,150.60,617.64,158.26,4023.48,177.42,70.80
1993-08-05,dsm2,base,102,23779.00,22680.00,1640.00,10811.42,4333.45,10274.13,0.00,0.00,592.99,2.01,3.82,2.25,3.26,560.36,560.36,143.43,5444.51,681.67,151.14,1354.12,1354.12,184.03,207.17,141.69,6786.07,6370.32,8739.07,142.66,142.85,4327.39,204.05,3172.36,15291.78,7704.76,2068.20,143.43,153.28,468.95,7353.22,130.73,264.46,154.08,131.58,5481.55,110.90,107.48,150.56,281.91,149.55,617.87,156.59,4086.87,168.90,70.80
1993-08-06,dsm2,base,102,23166.00,22050.00,1570.00,10754.81,4293.21,9687.98,0.00,0.00,617.98,1.67,3.75,1.80,3.25,516.52,516.52,144.18,5486.51,674.11,151.93,1170.93,1170.93,187.61,181.49,141.92,6804.88,6413.19,8587.12,143.21,143.31,4122.76,197.60,2826.60,14508.48,7666.68,1850.18,144.18,153.66,462.26,6764.68,130.79,265.65,154.84,130.42,5262.46,111.15,107.53,144.45,297.95,145.36,593.46,156.35,4065.68,161.77,70.80
1993-08-07,dsm2,base,102,22284.00,21150.00,1770.00,10781.70,4163.78,9108.51,0.00,0.00,653.98,1.48,3.89,1.53,3.29,485.21,485.21,144.59,5547.05,665.65,152.44,1062.44,1062.44,191.59,171.66,141.74,6804.12,6435.07,8380.91,143.09,143.32,3880.10,194.68,2608.34,14510.74,7578.34,1714.41,144.59,154.20,452.35,6476.40,130.49,266.91,155.69,130.19,5084.07,111.74,108.54,141.11,282.82,144.36,607.96,156.16,4095.08,157.14,70.80
1993-08-08,dsm2,base,102,21671.00,20520.00,1850.00,10972.26,4130.88,8417.86,0.00,0.00,685.98,1.40,4.03,1.34,3.22,512.67,512.67,144.28,5597.58,656.58,153.89,1117.66,1117.66,195.79,176.61,141.63,6842.42,6460.20,8430.49,142.87,143.05,3970.08,204.47,2718.62,15660.68,7699.33,1680.23,144.29,154.05,445.40,6848.06,129.79,263.65,156.36,131.69,5044.50,112.07,110.43,143.06,277.97,146.64,639.49,155.72,4226.31,155.99,70.80
1993-08-09,dsm2,base,102,20969.00,19800.00,1830.00,10760.75,4031.45,8006.80,0.00,0.00,645.02,1.51,4.08,1.31,3.17,560.52,560.52,144.16,5623.23,649.74,155.59,1202.97,1202.97,200.00,182.84,142.68,6888.89,6510.45,8694.55,143.16,143.38,4211.62,218.87,2874.93,16661.97,7904.51,1779.57,144.16,153.70,444.23,7276.07,129.55,259.17,156.70,133.92,5154.15,112.61,111.40,146.71,276.86,149.84,670.85,155.62,4325.92,155.15,70.80
1993-08-10,dsm2,base,102,21040.00,19890.00,1840.00,10799.68,3930.07,8150.25,0.00,0.00,625.01,1.85,3.99,1.45,3.23,596.99,596.99,144.98,5704.31,646.98,157.62,1246.55,1246.55,204.73,190.71,144.27,6953.57,6590.04,9026.50,144.66,145.04,4316.11,231.24,2954.98,17362.33,7987.10,1875.24,144.95,153.67,444.15,7616.36,129.97,256.34,156.86,136.14,5241.26,113.61,111.45,149.49,294.93,152.62,664.49,154.88,4388.98,158.87,70.80
