datetime,model,scene,case,sac_flow,sjr_flow,exports,ndo,dcc,smscg,vern_ec,sf_tidal_energy,sf_tidal_filter,northern_flow,cu_total,cu_delta,cu_suisun,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vcu2,vol,wci,x2
2006-11-17,RMA,suisun,4,13122.00,2491.00,9919.89,5919.08,1.00,0.00,611.69,2.07,3.33,13688.46,410.06,9.36,400.70,4329.27,4329.27,440.58,12077.54,637.64,645.84,6502.96,6502.96,1011.49,1184.13,563.44,13601.24,13220.24,13776.57,471.42,482.55,13877.98,1367.93,9484.26,22228.37,13419.04,9888.45,441.85,418.29,686.02,14443.08,293.73,659.09,518.22,298.47,12811.13,326.24,173.92,813.17,515.23,845.90,635.87,391.74,390.62,12551.71,406.55,85.58
2006-11-18,RMA,suisun,4,13384.00,2450.00,9866.86,6115.78,1.00,0.00,607.01,2.53,3.16,13953.32,494.37,81.87,412.50,4182.03,4182.03,455.16,12240.18,622.67,685.44,6218.56,6218.56,1038.88,1099.59,597.03,13846.91,13206.57,13929.18,497.64,510.74,13697.35,1408.39,9326.70,22548.16,13651.44,9721.51,455.68,429.99,662.07,14580.19,296.56,659.91,510.85,304.32,12832.21,299.45,175.14,799.29,515.46,852.74,621.79,410.17,408.07,12680.48,426.52,85.69
2006-11-19,RMA,suisun,4,13135.00,2438.00,9684.66,5139.27,1.00,0.00,610.79,3.13,3.21,13841.87,1545.19,1052.89,492.30,4116.98,4116.98,473.75,12432.65,612.69,723.12,6026.35,6026.35,1067.78,1102.31,627.54,14116.72,13341.91,14071.09,523.62,538.66,13623.49,1468.29,9366.68,23135.33,13899.54,9603.59,473.88,438.14,644.06,14967.04,300.51,643.83,500.62,322.82,12900.53,288.46,175.52,785.97,503.99,844.73,613.91,403.12,400.55,12815.16,433.12,85.19
2006-11-20,RMA,suisun,4,12694.00,2393.00,9789.70,4189.83,1.00,0.00,621.90,3.72,3.20,13608.23,2074.26,1640.36,433.90,4171.68,4171.68,492.79,12680.36,609.84,766.43,6083.33,6083.33,1100.80,1225.11,667.64,14472.86,13539.39,14343.25,549.11,566.05,13627.33,1567.64,9644.59,24026.66,14231.04,9492.18,492.97,450.17,627.24,15596.40,310.44,610.92,490.32,352.69,12994.53,292.68,175.01,829.55,492.21,871.84,613.26,384.91,383.67,12973.19,442.66,85.43
2006-11-21,RMA,suisun,4,12536.00,2374.00,10017.77,3703.64,1.00,0.00,632.13,4.16,3.28,13519.19,2230.55,1781.88,448.67,4275.79,4275.79,511.44,12957.58,613.67,818.15,6261.80,6261.80,1138.57,1383.34,720.93,14904.80,13784.35,14736.32,574.91,593.63,13701.62,1666.11,10034.49,25008.56,14636.91,9409.48,511.62,462.64,620.40,16329.60,326.35,572.32,483.65,385.23,13112.69,306.44,174.26,899.82,493.01,916.33,622.78,377.04,376.37,13157.00,466.08,85.64
2006-11-22,RMA,suisun,4,12143.00,2345.00,9272.36,3845.26,1.00,0.00,640.20,4.37,3.24,13089.51,2399.35,1898.26,501.09,4326.66,4326.66,532.88,13211.96,621.37,866.42,6386.97,6386.97,1170.91,1505.71,764.87,15321.40,14064.36,15182.99,607.18,627.68,13830.30,1725.76,10286.20,25627.13,15032.56,9339.97,533.00,476.26,629.86,16807.04,344.11,539.77,478.94,413.97,13252.05,319.61,173.55,979.08,493.82,972.81,632.88,374.37,373.98,13349.67,471.07,86.05
2006-11-23,RMA,suisun,4,12311.00,2332.00,10254.70,3128.45,1.00,0.00,650.74,4.34,3.11,13259.35,2264.58,1801.24,463.34,4245.90,4245.90,562.53,13357.06,630.13,900.93,6327.26,6327.26,1194.93,1503.14,776.28,15572.51,14329.38,15490.94,643.17,664.54,13983.84,1719.07,10261.76,25718.02,15275.19,9229.90,562.34,493.25,642.65,16844.90,357.34,519.97,477.84,434.40,13400.02,321.55,174.13,1010.54,493.57,1012.83,640.89,374.15,373.86,13516.71,476.68,86.00
2006-11-24,RMA,suisun,4,12627.00,2304.00,9097.05,4355.74,1.00,0.00,668.76,4.35,2.99,13416.33,2347.33,1854.39,492.94,4053.77,4053.77,593.50,13427.60,639.42,917.30,6088.60,6088.60,1202.83,1444.14,771.11,15662.41,14532.51,15545.34,665.96,686.81,14132.64,1669.13,10027.93,25489.63,15346.37,9113.93,593.40,512.80,647.70,16674.31,365.18,517.61,482.13,444.28,13536.17,318.05,175.31,984.18,500.23,993.83,651.21,376.40,376.32,13638.46,489.87,85.52
2006-11-25,RMA,suisun,4,12700.00,2275.00,9203.48,4161.09,1.00,0.00,682.24,3.95,3.06,13389.99,2375.09,1892.01,483.08,4073.29,4073.29,610.44,13594.22,650.72,942.18,6134.16,6134.16,1217.50,1499.09,806.34,15838.96,14690.27,15682.79,679.68,701.81,14277.47,1696.34,10195.36,25945.45,15522.59,9077.09,611.33,536.42,652.41,17035.04,379.76,520.05,490.10,466.67,13669.06,324.15,174.71,987.60,503.89,985.07,668.52,377.09,376.90,13769.76,502.76,85.30
2006-11-26,RMA,suisun,4,12963.00,2260.00,9490.31,3959.23,1.00,0.00,693.33,3.46,3.13,13521.00,2407.17,1921.70,485.47,4076.78,4076.78,620.67,13751.75,665.83,972.62,6101.03,6101.03,1232.36,1457.09,852.87,15989.98,14839.91,15831.74,691.55,715.61,14412.87,1706.35,10259.26,26282.95,15683.27,8994.07,622.08,552.19,662.12,17239.15,394.78,526.91,500.49,464.96,13805.02,318.50,175.37,968.60,514.91,985.12,682.51,379.75,379.65,13906.14,516.49,85.26
2006-11-27,RMA,suisun,4,13100.00,2260.00,10094.93,3874.20,1.00,0.00,701.08,2.98,3.29,13644.88,1935.48,1585.77,349.71,4191.34,4191.34,628.88,13927.79,679.54,1013.99,6128.86,6128.86,1260.69,1384.55,913.81,16154.72,15005.52,16037.80,713.30,740.60,14554.85,1745.73,10433.61,26778.61,15875.85,8916.38,630.41,560.37,675.70,17544.96,409.59,532.77,513.10,461.40,13950.24,307.99,178.58,934.89,521.20,997.11,694.03,382.85,382.58,14057.63,521.72,85.26
2006-11-28,RMA,suisun,4,13151.00,2270.00,10226.31,3943.13,1.00,0.00,705.62,2.38,3.04,13756.25,1871.19,1510.90,360.29,3869.14,3869.14,665.44,13793.61,691.60,1018.70,5683.86,5683.86,1277.45,1084.82,901.80,15977.37,15146.71,15953.65,752.85,780.11,14666.18,1630.35,9658.81,25771.31,15706.60,8722.23,665.02,569.84,688.28,16530.95,400.59,544.08,527.48,434.30,14083.32,271.85,181.66,841.58,542.73,998.51,702.59,387.33,386.93,14109.10,531.37,84.96
2006-11-29,RMA,suisun,4,13500.00,2244.00,10156.49,4339.65,1.00,0.00,704.34,2.10,2.74,14151.98,1963.55,1550.47,413.08,3377.20,3377.20,704.79,13542.00,701.39,1010.24,4986.34,4986.34,1271.33,820.94,847.31,15649.27,15206.09,15603.04,778.88,803.06,14744.38,1481.59,8569.17,24224.24,15352.35,8677.37,703.67,591.02,698.40,15286.27,379.74,558.42,543.13,389.83,14169.05,241.39,180.37,744.37,561.06,948.64,707.62,385.81,385.22,14084.93,543.16,83.65
2006-11-30,RMA,suisun,4,13600.00,2244.71,10127.64,4827.79,1.00,0.00,704.06,2.29,2.58,14644.00,2006.49,1572.85,433.64,3078.97,3078.97,728.50,13448.25,705.75,1002.57,4549.08,4549.08,1259.80,702.22,821.19,15371.04,15158.58,15259.50,778.86,799.36,14789.82,1407.15,7989.45,23419.93,15094.58,8791.91,728.33,615.07,706.60,14661.54,362.48,570.38,559.89,375.64,14211.66,229.99,177.47,683.20,572.63,886.20,706.70,385.71,385.37,14075.60,558.84,82.20
2006-12-01,RMA,suisun,4,13400.00,2245.00,10368.74,4428.34,1.00,0.00,714.70,2.92,2.71,14503.98,2021.86,1595.14,426.72,3189.07,3189.07,726.05,13598.48,704.41,1002.70,4702.62,4702.62,1265.97,767.22,835.42,15320.29,15054.77,15135.14,777.10,798.16,14811.54,1453.66,8413.98,24112.71,15109.03,8904.77,727.55,630.00,711.64,15285.03,365.23,575.23,577.54,410.83,14255.93,235.16,178.46,662.33,575.61,856.77,706.25,389.48,389.34,14139.24,572.10,81.89
2006-12-02,RMA,suisun,4,13400.00,2245.00,10212.25,3854.25,1.00,0.00,706.98,3.87,2.94,13846.00,2103.90,1668.21,435.69,3541.92,3541.92,723.77,13912.70,705.18,1019.33,5353.50,5353.50,1288.23,982.79,861.63,15624.44,15010.77,15412.20,784.20,805.14,14832.32,1562.49,9491.10,25693.26,15442.14,8997.41,724.63,640.16,711.63,16675.28,393.41,575.84,596.56,469.17,14332.75,253.04,175.63,739.31,582.97,898.14,715.81,395.12,394.90,14278.96,580.94,82.98
2006-12-03,RMA,suisun,4,12216.00,2179.00,10266.84,2322.49,1.00,0.00,689.25,5.00,2.89,12649.00,2314.37,1879.07,435.30,3829.15,3829.15,726.53,14195.80,711.63,1041.94,5879.67,5879.67,1313.75,1204.06,892.11,16086.88,15118.42,15913.90,791.14,811.44,14895.83,1634.32,10275.82,26665.25,15886.84,9077.25,726.76,643.01,712.93,17615.22,426.99,576.86,618.45,506.30,14433.28,276.87,169.11,862.38,587.46,969.35,709.45,395.88,395.50,14449.32,588.69,84.13
2006-12-04,RMA,suisun,4,12053.00,2153.00,10357.75,1986.63,1.00,0.00,674.16,5.78,2.94,12486.00,2369.70,1937.82,431.88,4177.60,4177.60,731.70,14533.64,709.44,1068.17,6456.12,6456.12,1338.75,1488.66,930.88,16693.12,15376.52,16507.46,805.02,826.87,15044.54,1728.12,11104.75,27702.55,16445.62,9314.29,731.88,646.47,716.05,18582.59,459.17,576.36,639.22,548.96,14570.90,316.23,164.86,992.76,586.46,1024.63,692.63,395.66,395.26,14679.75,594.49,84.79
2006-12-05,RMA,suisun,4,11644.00,2137.00,8904.92,3032.66,1.00,0.00,673.01,6.09,3.15,12081.00,2365.17,1915.84,449.33,4660.75,4660.75,739.87,15037.20,698.01,1105.25,7284.16,7284.16,1368.95,1883.98,977.87,17546.53,15805.61,17372.72,825.44,847.95,15302.24,1860.59,12171.84,29074.53,17253.13,9634.26,739.54,647.91,709.30,19850.37,497.04,573.64,657.64,594.64,14779.69,372.49,165.45,1181.01,579.89,1128.19,677.63,395.41,395.19,15019.12,596.44,86.14
2006-12-06,RMA,suisun,4,11658.00,2121.00,8150.51,3787.11,1.00,0.00,677.99,6.01,3.17,12102.00,2363.47,1928.90,434.57,4892.80,4892.80,758.62,15491.01,683.78,1136.58,7712.16,7712.16,1395.18,2084.92,1011.73,18233.03,16347.64,18143.66,847.07,869.49,15641.89,1916.70,12672.01,29676.07,17920.71,9849.96,757.84,652.59,695.00,20432.59,515.38,573.43,673.76,603.09,15056.72,403.80,167.24,1305.35,581.95,1221.55,674.17,399.65,399.86,15395.94,601.10,86.97
2006-12-07,RMA,suisun,4,11774.00,2095.00,8132.72,3909.25,1.00,0.00,680.49,5.54,3.12,12220.00,2352.19,1915.74,436.45,4915.26,4915.26,776.91,15764.96,676.47,1157.81,7718.72,7718.72,1412.82,2083.21,1030.39,18598.74,16834.71,18546.94,868.10,891.53,15996.40,1922.87,12702.68,29695.65,18271.07,9935.21,776.52,661.84,683.21,20462.21,517.27,574.68,689.77,592.03,15355.29,401.44,167.15,1323.63,580.83,1249.57,678.57,402.01,402.12,15713.30,601.88,87.09
2006-12-08,RMA,suisun,4,12017.00,2073.00,9165.90,3046.96,1.00,0.00,691.37,4.75,3.38,12416.00,2353.05,1921.53,431.52,5130.37,5130.37,797.86,16097.70,676.81,1188.19,7957.23,7957.23,1437.73,2168.90,1067.21,18981.19,17254.83,18856.09,888.85,913.75,16362.38,1997.37,13109.12,30265.81,18632.02,10026.94,798.05,678.82,680.24,20998.64,523.65,575.08,706.23,602.01,15662.67,411.45,166.66,1338.44,586.33,1259.46,681.36,408.80,409.06,16038.98,609.45,87.07
2006-12-09,RMA,suisun,4,11661.00,2040.00,8576.40,3387.79,1.00,0.00,713.72,3.31,3.75,12022.00,2097.46,1759.71,337.75,5643.43,5643.43,814.16,16608.98,679.17,1253.51,8622.77,8622.77,1488.62,2356.29,1157.10,19609.79,17712.89,19499.15,906.78,934.88,16753.54,2173.99,14001.29,31466.56,19270.72,10388.37,815.62,689.73,682.34,22067.03,549.00,574.46,720.95,629.60,15994.58,429.08,165.57,1417.03,593.90,1332.93,689.30,415.43,415.68,16440.22,620.60,87.96
2006-12-10,RMA,suisun,4,12861.00,2021.00,9245.09,4648.99,1.00,0.00,729.22,2.54,3.68,13236.00,1362.74,1070.19,292.55,5609.92,5609.92,828.88,16764.73,686.29,1292.96,8476.26,8476.26,1531.26,2043.41,1196.84,19854.07,18152.04,19966.87,936.07,966.61,17073.07,2167.48,13700.59,31195.73,19544.59,10595.91,829.62,703.98,685.69,21697.93,549.43,579.55,735.05,588.01,16306.30,370.35,166.29,1363.48,603.05,1391.33,710.17,422.61,422.57,16702.54,631.45,88.62
2006-12-11,RMA,suisun,4,15207.00,2077.00,9478.78,7745.09,1.00,0.00,732.89,2.12,3.13,15622.00,488.80,195.54,293.26,4711.65,4711.65,857.31,16252.27,706.27,1284.15,6881.69,6881.69,1524.37,1332.75,1171.12,19361.14,18363.92,19560.38,948.72,979.32,17226.47,1891.22,11612.46,28718.35,18968.32,10198.79,855.81,709.65,696.97,19299.02,514.37,593.26,749.99,454.84,16500.21,268.80,168.55,1117.61,621.26,1284.10,730.31,433.54,433.18,16620.22,642.43,87.24
2006-12-12,RMA,suisun,4,15359.00,2106.00,10922.85,7172.91,1.00,0.00,726.80,1.69,3.10,15818.00,-128.55,-435.71,307.16,4037.80,4037.80,877.67,15830.25,727.38,1264.67,5620.30,5620.30,1517.60,929.30,1155.22,18778.59,18347.22,18818.32,945.67,977.25,17342.36,1730.46,10047.53,27014.67,18320.97,9925.06,877.53,713.87,719.38,17674.26,474.43,606.06,764.84,383.84,16486.76,225.35,168.72,870.74,636.03,1112.56,739.86,444.35,443.25,16497.41,645.43,84.83
2006-12-13,RMA,suisun,4,16293.00,2133.00,9906.12,10566.76,1.00,0.00,717.26,1.39,3.07,16753.00,-1586.69,-1549.40,-37.29,3750.38,3750.38,876.04,15680.06,735.26,1248.40,5106.40,5106.40,1517.23,736.75,1134.79,18361.88,18219.78,18318.10,957.71,991.88,17411.38,1678.20,9318.97,26361.16,17947.66,9742.68,877.01,731.33,741.23,16955.16,442.55,616.02,780.13,369.60,16184.11,213.04,173.03,753.92,648.08,1046.39,744.21,456.91,455.32,16443.48,656.26,84.05
2006-12-14,RMA,suisun,4,17745.00,2288.00,10504.07,11689.05,1.00,0.00,698.86,1.39,3.04,18215.00,-1689.63,-1656.66,-32.97,3511.97,3511.97,895.85,15550.25,731.57,1239.09,4665.47,4665.47,1514.14,588.04,1088.46,18046.57,18039.64,17951.96,986.46,1018.36,17424.60,1622.90,8707.41,25842.41,17685.23,9570.76,895.88,747.76,753.03,16313.74,410.64,627.49,795.80,366.89,15814.23,204.79,175.12,689.51,663.28,997.79,755.18,470.46,468.65,16404.24,674.44,83.15
2006-12-15,RMA,suisun,4,19440.00,2243.00,11420.07,12093.61,1.00,0.00,650.93,1.76,3.09,20089.00,-1119.62,-1179.24,59.62,3465.70,3465.70,918.66,15639.02,723.43,1230.56,4448.17,4448.17,1528.30,501.84,1031.19,17913.56,17836.85,17678.86,1000.14,1029.66,17412.45,1634.68,8622.28,25982.31,17612.09,9403.35,919.77,779.65,757.06,16356.44,387.02,628.78,809.43,405.80,15585.86,201.53,177.28,624.42,670.10,932.16,756.77,478.73,477.04,16425.03,694.71,82.63
2006-12-16,RMA,suisun,4,23411.00,2373.00,11625.64,15515.49,0.00,0.00,632.05,2.42,3.25,24153.00,-550.12,-630.14,80.02,3457.71,3457.71,924.77,15805.63,703.58,1221.65,4219.76,4219.76,1544.66,446.26,993.59,17898.55,17661.11,17482.73,986.65,1012.77,17377.63,1688.97,8650.47,26288.81,17602.89,9126.14,926.65,813.58,751.24,16553.57,394.04,617.18,822.03,490.99,15471.66,198.17,176.41,590.33,677.31,859.55,717.04,482.60,481.09,16475.18,720.43,82.28
2006-12-17,RMA,suisun,4,25747.00,2435.00,11496.42,17678.44,0.00,0.00,608.39,2.93,3.22,26477.00,-262.48,-206.73,-55.75,3314.75,3314.75,905.13,15928.52,665.87,1215.36,3741.71,3741.71,1552.46,383.38,990.31,17814.07,17532.80,17336.09,957.85,982.93,17333.28,1708.08,8239.75,26151.59,17526.27,8763.36,907.31,819.42,719.78,16233.12,430.05,604.72,834.67,561.15,15445.68,192.37,162.65,596.02,664.50,858.89,666.92,479.22,478.19,16497.52,723.65,81.76
2006-12-18,RMA,suisun,4,24747.00,2431.00,11795.52,14842.34,0.00,0.00,591.69,3.85,2.95,25482.00,1332.42,1043.11,289.31,2905.54,2905.54,874.06,15836.51,636.76,1199.65,2966.26,2966.26,1541.68,343.25,976.84,17363.79,17388.05,16698.16,935.98,962.18,17263.98,1636.65,7137.07,25019.02,17076.21,8357.37,876.24,806.30,678.98,15007.57,461.46,598.07,846.49,581.14,15650.62,184.51,148.67,587.02,642.91,820.29,625.40,471.90,471.21,16434.67,709.35,79.46
2006-12-19,RMA,suisun,4,22600.00,2418.50,11781.14,11972.96,0.00,0.00,586.87,4.53,3.03,23277.75,2012.25,1643.64,368.61,2577.35,2577.35,849.63,15763.97,614.63,1185.09,2775.86,2775.86,1518.06,374.79,993.81,16811.32,17108.81,15984.01,920.52,948.12,17139.90,1611.19,6829.89,24845.04,16546.18,8115.02,851.53,785.26,649.93,14776.78,508.04,587.94,858.18,627.45,15979.21,178.86,148.13,580.13,623.20,784.08,598.69,462.25,461.43,16333.86,692.90,77.95
2006-12-20,RMA,suisun,4,20100.00,2433.18,11733.23,9384.15,0.00,0.00,583.48,5.00,3.00,20710.25,2085.33,1739.79,345.54,2373.51,2373.51,834.75,15631.68,598.12,1179.48,2760.85,2760.85,1491.41,410.76,1015.89,16345.38,16725.84,15499.85,917.44,944.76,16942.15,1564.35,6774.38,24876.57,16110.01,7912.11,836.06,766.77,620.12,14729.42,557.58,579.85,870.40,666.79,16133.55,178.20,157.68,591.03,606.03,786.69,590.21,449.96,449.07,16177.14,674.29,77.74
2006-12-21,RMA,suisun,4,17835.00,2446.00,11542.20,7226.12,0.00,0.00,579.16,5.27,3.03,18402.00,2137.01,1795.80,341.21,2244.75,2244.75,834.33,15456.89,589.22,1174.13,2794.68,2794.68,1462.67,445.80,1034.34,15967.07,16329.86,15118.02,920.03,945.26,16694.10,1494.39,6800.79,24956.92,15750.65,7826.99,835.17,753.77,604.09,14747.78,596.50,575.84,881.06,688.52,16126.89,185.77,161.28,595.64,599.56,787.06,585.73,443.33,442.55,15989.11,660.40,77.48
2006-12-22,RMA,suisun,4,16619.00,2445.00,10975.21,7295.10,0.00,0.00,569.65,5.03,3.02,17199.00,1373.49,1106.76,266.73,2179.06,2179.06,842.66,15283.96,584.43,1168.20,2881.72,2881.72,1432.29,476.09,1040.97,15711.60,15969.67,14913.34,932.78,957.40,16439.03,1425.46,6860.72,25020.41,15509.25,7756.02,843.33,753.79,598.75,14748.82,626.18,571.77,888.31,710.31,16040.79,192.99,164.68,598.89,597.92,791.34,581.68,442.46,441.91,15804.19,658.64,77.87
2006-12-23,RMA,suisun,4,16588.00,2496.00,11523.52,7068.43,0.00,0.00,557.26,4.92,2.84,17242.00,1145.84,866.74,279.10,2058.75,2058.75,863.99,15133.81,578.41,1152.89,2740.82,2740.82,1401.58,454.19,1026.06,15400.98,15710.74,14587.90,943.31,966.25,16217.94,1343.65,6502.91,24416.90,15222.29,7785.20,864.52,760.36,595.02,14179.26,631.18,570.13,891.85,711.43,15911.17,195.80,171.16,581.10,599.92,777.23,572.81,447.46,447.13,15652.36,664.93,77.61
2006-12-24,RMA,suisun,4,16570.00,2509.00,11474.67,7161.59,0.00,0.00,542.43,4.41,2.85,17220.00,1132.13,827.67,304.46,1967.74,1967.74,873.39,14984.19,568.53,1132.56,2615.26,2615.26,1365.85,428.19,1017.51,15034.65,15475.84,14165.71,945.07,967.59,16007.28,1282.92,6283.26,24055.12,14874.37,7874.94,874.60,773.73,590.15,13874.77,635.16,568.95,891.37,707.11,15770.87,198.55,174.45,542.92,602.86,738.65,560.16,456.73,456.68,15501.02,676.02,77.23
2006-12-25,RMA,suisun,4,16517.00,2518.00,11935.23,6564.96,0.00,0.00,539.43,3.64,2.89,17053.00,1112.68,822.91,289.77,1905.57,1905.57,882.13,14832.50,555.08,1109.97,2549.98,2549.98,1330.11,395.02,1002.86,14687.38,15225.82,13817.59,946.49,968.07,15787.53,1235.65,6203.04,24027.03,14548.49,7976.02,883.81,781.30,580.97,13798.86,639.20,569.09,889.07,712.51,15623.81,199.82,178.91,493.75,605.42,703.31,545.41,470.63,470.64,15338.47,685.90,76.94
2006-12-26,RMA,suisun,4,16180.00,2525.00,11657.77,6524.21,0.00,0.00,545.14,2.72,3.22,16686.00,1071.79,783.35,288.44,1954.13,1954.13,888.38,14666.43,542.81,1085.17,2711.74,2711.74,1294.13,385.66,996.86,14497.03,14949.82,13702.55,944.16,965.29,15534.19,1219.47,6566.59,24821.43,14371.71,8135.19,890.79,783.37,567.95,14386.63,655.63,567.53,887.00,733.55,15463.12,199.86,182.72,438.25,607.11,665.90,542.52,483.20,483.28,15149.78,695.37,76.96
2006-12-27,RMA,suisun,4,15229.00,2522.00,12004.64,5032.19,0.00,0.00,546.37,2.21,3.68,15717.00,1242.59,880.43,362.16,2315.49,2315.49,895.68,14535.90,540.15,1074.52,3601.37,3601.37,1268.53,462.79,990.28,14860.21,14697.67,14300.32,967.13,988.83,15264.43,1264.20,7862.34,26888.29,14716.81,8250.38,897.81,807.07,557.29,16055.20,696.61,562.47,885.86,816.89,15293.07,201.56,183.06,422.34,620.60,654.26,550.03,497.78,498.13,14958.50,714.04,78.14
2006-12-28,RMA,suisun,4,16756.00,2542.00,11951.81,7078.92,0.00,0.00,542.99,2.21,2.80,17649.00,1209.69,833.68,376.01,2035.97,2035.97,940.93,14531.40,544.46,1066.51,3197.23,3197.23,1270.55,410.05,923.63,14934.04,14649.39,14655.24,972.08,984.15,15203.52,1157.82,6392.98,24106.22,14818.78,7472.16,939.83,850.42,553.44,13454.02,654.47,568.23,886.53,726.94,15162.70,196.20,182.33,528.46,643.07,772.09,552.88,517.83,518.52,14983.19,749.23,79.80
2006-12-29,RMA,suisun,4,20349.00,2579.00,11471.72,11091.52,0.00,0.00,539.18,2.62,2.89,21212.00,1290.65,892.33,398.32,1829.22,1829.22,936.60,14504.58,545.08,1032.40,2578.75,2578.75,1253.63,343.78,906.11,14673.79,14691.03,14140.96,935.01,942.70,15139.00,1097.01,5665.29,22822.59,14569.85,7573.34,937.90,857.17,555.66,12716.55,612.39,565.14,888.73,671.26,15060.03,195.41,181.05,462.97,656.15,702.79,546.09,541.67,542.48,14955.33,773.49,75.82
2006-12-30,RMA,suisun,4,27265.00,2539.00,11282.37,17950.12,0.00,0.00,535.89,3.62,3.03,27905.00,1248.37,890.23,358.14,1958.39,1958.39,901.49,14441.58,542.12,1005.28,2617.56,2617.56,1221.95,338.91,905.03,14667.61,14646.10,13984.47,915.32,925.99,15024.26,1113.17,6180.83,23679.77,14524.77,7685.38,903.50,841.74,557.82,13547.31,633.49,556.50,892.48,674.26,14946.88,194.04,176.70,436.96,666.15,637.96,542.01,569.39,570.15,14854.07,767.83,76.41
2006-12-31,RMA,suisun,4,26533.00,2543.00,10904.79,17552.51,0.00,0.00,540.12,4.59,3.09,27095.00,1180.46,927.13,253.33,1981.30,1981.30,872.29,14367.26,538.70,985.89,2527.55,2527.55,1191.49,329.31,895.97,14738.60,14569.27,14003.44,897.83,909.28,14910.31,1114.67,6274.55,24086.16,14552.79,7554.47,873.75,827.45,553.67,13801.65,648.49,550.73,898.80,660.37,14800.99,189.71,152.16,445.36,665.52,615.41,539.33,585.67,584.81,14744.47,755.92,76.96
2007-01-01,RMA,suisun,4,22741.00,2562.00,11724.93,12710.53,0.00,0.00,546.66,5.36,3.08,23265.00,1455.68,1125.93,329.75,1878.23,1878.23,851.09,14311.22,538.04,967.92,2405.99,2405.99,1162.80,338.20,885.65,14684.89,14504.77,13916.10,880.90,892.29,14815.94,1096.54,6108.56,24086.69,14486.55,7469.94,852.26,807.76,552.83,13707.01,643.64,546.79,905.88,640.97,14720.21,179.50,143.07,452.54,658.11,606.04,544.12,568.05,566.94,14655.74,736.34,76.63
2007-01-02,RMA,suisun,4,19807.00,2560.00,10585.75,10180.62,0.00,0.00,549.11,5.84,3.10,20301.00,2180.90,1876.63,304.27,1768.27,1768.27,835.14,14238.50,545.25,949.29,2385.13,2385.13,1133.53,364.84,874.49,14521.55,14411.17,13728.36,866.54,877.29,14723.79,1065.15,6046.98,24120.32,14324.97,7451.39,836.09,792.33,559.15,13704.77,629.86,543.30,909.75,623.99,14650.00,173.00,154.99,455.46,652.93,598.03,553.90,559.22,558.60,14564.50,714.59,76.28
2007-01-03,RMA,suisun,4,18167.00,2536.00,9462.24,9568.02,0.00,0.00,557.17,5.98,3.20,18663.00,2220.89,1992.58,228.31,1740.55,1740.55,823.29,14143.62,553.44,930.72,2513.45,2513.45,1103.24,403.51,861.91,14392.99,14282.14,13599.93,854.25,864.29,14609.86,1034.19,6256.70,24510.41,14195.62,7470.45,824.15,779.22,569.56,14032.91,616.60,540.01,905.60,618.41,14568.84,177.13,165.20,459.28,655.01,592.13,559.90,559.74,559.41,14449.84,707.74,76.37
2007-01-04,RMA,suisun,4,16844.00,2516.00,9366.43,8277.93,0.00,0.00,562.08,5.75,3.30,17331.00,2274.59,1993.55,281.04,1775.12,1775.12,815.63,14070.79,558.09,915.01,2726.71,2726.71,1075.44,433.85,843.38,14393.51,14158.69,13643.59,846.46,856.20,14489.99,1007.80,6536.78,24967.10,14191.84,7509.92,816.36,774.00,578.27,14365.65,604.25,536.90,904.07,625.16,14477.47,185.09,171.14,459.84,652.29,590.50,568.58,562.77,562.56,14345.51,700.68,76.99
2007-01-05,RMA,suisun,4,16355.00,2493.00,9270.92,8212.97,0.00,0.00,565.86,4.92,2.69,16913.00,1951.70,1676.35,275.35,1609.15,1609.15,816.16,14053.60,564.00,899.53,2508.61,2508.61,1060.55,400.50,788.43,14261.60,14110.58,13597.54,836.85,843.06,14427.82,948.35,5679.55,23183.20,14104.23,6990.47,816.40,785.90,579.23,12752.92,575.27,537.67,901.02,592.37,14403.94,186.81,175.78,461.03,649.41,609.35,571.35,567.97,568.12,14324.68,700.72,77.51
2007-01-06,RMA,suisun,4,17227.00,2488.00,8341.30,10343.96,0.00,0.00,566.83,4.24,2.36,18257.00,2120.55,1807.34,313.21,1285.93,1285.93,811.84,14009.17,568.23,869.58,1838.38,1838.38,1044.34,323.84,759.90,13587.37,14075.47,12697.73,809.39,811.55,14385.56,867.94,4230.37,20411.51,13494.50,6913.05,812.16,787.07,583.64,10530.57,533.03,540.19,896.18,522.89,14349.47,189.06,177.89,439.46,659.90,597.89,570.87,580.61,581.42,14305.06,716.25,74.20
2007-01-07,RMA,suisun,4,17211.00,2478.00,8346.45,9929.08,0.00,0.00,559.50,3.48,2.42,17943.00,2212.01,1887.92,324.09,1201.53,1201.53,793.32,13852.35,572.04,835.81,1584.40,1584.40,1012.11,297.82,754.03,12822.64,13883.46,11655.44,785.54,789.29,14262.54,831.75,3892.57,19802.72,12751.90,7285.97,794.97,767.63,591.66,10136.86,504.48,539.15,890.22,496.83,14271.17,193.42,179.67,394.39,666.11,546.15,574.49,592.52,592.55,14169.86,716.32,72.90
