datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2017-02-01,dsm2,base,96,92737.93,68894.68,20864.41,-14426.97,-307.61,99482.98,0.00,1.00,116.79,1.89,4.57,2.04,3.78,160.47,160.47,241.42,136.14,113.76,190.78,131.54,131.54,211.76,126.32,191.99,306.41,375.04,145.16,212.16,210.66,802.62,155.98,134.11,153.02,133.04,242.20,290.05,123.83,154.88,164.95,114.62,321.03,146.80,506.25,126.11,126.84,135.25,122.81,139.73,115.80,228.74,523.49,218.48,53.80
2017-02-02,dsm2,base,96,91776.23,67603.98,19183.95,-14428.97,-366.40,96897.61,0.00,1.00,158.75,1.87,4.70,1.74,4.03,159.95,159.95,225.32,136.79,137.05,185.80,133.44,133.44,213.27,129.98,185.09,295.85,352.59,149.37,201.91,200.06,742.83,155.42,135.11,151.09,133.61,225.66,295.18,141.44,160.09,153.71,120.81,327.63,146.47,480.21,129.00,127.85,137.63,130.18,141.71,141.95,258.93,481.98,230.92,53.80
2017-02-03,dsm2,base,96,92548.32,67149.44,19283.27,-14613.97,-1389.90,98607.53,0.00,1.00,175.52,1.86,4.31,1.74,3.98,158.79,158.79,219.62,143.65,167.79,181.21,135.34,135.34,208.83,130.16,180.25,285.39,372.41,159.97,195.02,193.65,708.17,155.12,137.52,153.30,141.61,220.18,287.42,176.45,187.87,144.80,161.02,329.80,145.82,485.11,128.00,126.49,137.69,185.35,141.52,170.89,255.54,462.50,251.63,53.80
2017-02-04,dsm2,base,96,103208.90,69385.51,18874.45,-14360.97,-1273.91,108996.30,0.00,1.00,164.02,2.08,4.56,1.80,3.67,157.90,157.90,215.77,156.89,171.48,178.05,134.22,134.22,202.71,128.51,176.42,292.33,395.03,148.31,190.14,189.02,767.48,153.96,138.74,164.24,143.19,216.35,282.45,188.37,149.91,144.55,177.42,331.88,143.40,516.97,126.10,124.56,136.55,196.64,140.48,172.32,277.14,515.49,254.78,53.80
2017-02-05,dsm2,base,96,118969.86,71061.91,18856.85,-14348.97,-1306.20,124783.95,0.00,1.00,153.38,2.84,5.02,2.31,3.93,156.89,156.89,207.28,166.45,159.88,173.98,130.83,130.83,201.32,126.23,170.50,288.74,388.18,143.94,184.32,183.20,787.00,151.21,136.47,170.09,142.62,207.93,269.18,175.05,140.97,155.48,166.49,334.21,141.49,520.68,124.67,123.39,130.92,190.12,136.07,160.62,278.33,503.20,255.59,53.80
2017-02-06,dsm2,base,96,134393.95,72682.72,18833.71,-14393.97,-2538.61,141372.30,0.00,1.00,162.62,3.29,5.13,3.47,4.11,154.03,154.03,194.03,171.36,158.08,168.91,126.64,126.64,197.93,121.38,162.66,275.24,390.37,143.62,175.60,174.94,691.29,147.73,133.85,177.69,141.45,194.72,249.63,165.86,136.02,166.33,159.48,333.35,141.93,468.99,115.52,112.91,124.97,176.05,130.26,160.94,266.96,480.99,242.99,53.80
2017-02-07,dsm2,base,96,179699.43,76986.96,18361.46,-14380.97,-4274.18,187954.11,0.00,1.00,177.42,3.34,4.86,4.20,3.96,148.30,148.30,189.02,180.27,171.36,165.29,114.37,114.37,192.34,107.85,160.67,269.46,435.75,140.38,170.80,169.99,644.69,142.92,126.07,185.51,138.25,189.85,248.73,176.12,128.66,175.39,174.01,329.71,140.91,464.56,104.15,104.89,113.64,188.31,118.11,174.76,293.79,477.92,238.11,53.80
2017-02-08,dsm2,base,96,245356.07,79468.37,17622.62,-14180.97,-3554.13,252351.85,0.00,1.00,187.00,3.28,5.22,4.39,3.74,140.15,140.15,192.57,178.88,184.41,164.80,103.21,103.21,185.09,97.70,164.90,282.69,453.95,129.68,172.37,171.55,709.02,137.69,114.22,195.95,124.01,193.67,259.41,192.30,116.20,183.94,191.98,326.82,141.78,525.51,95.32,97.75,99.68,208.39,107.06,187.23,358.77,538.95,255.32,53.80
2017-02-09,dsm2,base,96,269132.11,88751.04,17068.59,-14115.97,-5031.56,277116.30,0.00,1.00,186.75,3.05,5.20,4.48,3.94,134.50,134.50,193.18,169.56,191.21,166.25,91.49,91.49,187.67,87.14,169.04,284.05,457.87,116.56,175.19,174.43,690.15,131.65,103.68,188.84,114.73,194.26,271.14,201.38,104.42,191.65,207.81,324.37,138.84,515.74,85.28,88.64,87.54,227.26,89.94,193.24,392.25,535.05,283.06,53.80
2017-02-10,dsm2,base,96,337418.79,93000.09,17168.68,-14036.97,-5200.23,345750.73,0.00,1.00,181.17,2.85,4.96,4.24,3.77,128.02,128.02,198.66,156.03,189.16,169.99,82.48,82.48,187.88,78.84,175.94,294.02,484.82,103.43,180.55,179.84,697.43,125.11,94.62,186.68,105.44,199.44,282.51,201.65,94.91,205.46,213.04,325.42,136.68,532.50,77.57,81.64,78.56,235.83,79.33,190.86,452.15,555.51,295.82,53.80
