datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,delta_cu,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_flow,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,oh4,rsl,vcu,mtz,god,gzl,frk,bac,hol
2013-10-24,SCHISM,suisun,3,9402.25,9166.12,1981.84,2535.51,424.04,9272.62,1.00,1.00,2.69,3.11,91.20,77.70,501.74,712.81,683.37,647.62,678.18,512.88,839.21,21490.05,12183.17,9857.21,3035.27,620.12,7155.49,2184.65,331.43,268.26,564.94,700.58,333.57,13379.27,1063.80,12366.84,9857.21,11816.05,1363.18,171.25,1625.67,7163.29,9856.86,409.71,512.88,647.62,14017.08,15284.20,14912.08,476.42,402.06,447.24
2013-10-25,SCHISM,suisun,3,9167.97,8918.67,2211.23,2372.99,483.12,9489.34,1.00,1.00,4.07,3.32,90.40,70.20,553.32,632.21,549.64,588.80,701.20,500.03,839.21,25143.04,14133.01,10178.47,3976.98,686.27,7073.18,2414.28,387.16,295.17,610.32,701.00,321.36,12115.75,1178.19,12390.29,9882.88,12033.75,1721.36,171.25,2157.10,7090.40,10177.96,365.63,500.03,588.80,16786.78,16219.41,17552.71,460.78,411.83,450.84
2013-10-26,SCHISM,suisun,3,9251.33,9038.86,2786.87,2530.54,517.90,10025.55,1.00,1.00,3.19,3.26,90.40,295.80,813.70,625.75,509.09,482.96,488.02,482.32,826.07,24722.50,14960.76,10238.77,3647.29,574.16,6456.96,2216.05,390.99,312.78,666.96,498.14,310.42,12031.55,1162.67,11818.42,10255.77,12130.96,1776.65,222.03,2246.07,6475.92,10237.74,357.52,482.32,482.96,17162.12,17449.45,19049.80,434.11,416.29,447.88
2013-10-27,SCHISM,suisun,3,9053.06,8885.32,3341.48,2679.17,467.89,10183.25,1.00,1.00,2.44,3.05,88.80,154.20,622.09,606.35,478.53,438.35,403.97,464.38,782.43,24998.15,15812.86,10572.28,3647.47,564.73,6240.79,2023.66,406.10,323.08,696.85,396.10,295.17,12148.71,1216.24,11466.53,10589.23,12039.50,1733.77,904.39,2095.31,6258.01,10571.60,372.03,464.38,438.35,17274.53,18100.55,19623.00,444.91,423.30,446.40
2013-10-28,SCHISM,suisun,3,8105.86,7890.70,3606.37,2577.38,364.05,9498.89,1.00,1.00,2.04,3.02,88.40,92.50,456.55,516.24,426.27,420.32,359.44,443.22,620.33,22814.52,14459.79,9385.69,2801.21,425.63,5118.20,1718.01,335.93,325.43,526.76,356.88,268.26,12071.46,1078.79,11428.12,10900.89,12067.91,1495.47,376.94,1855.17,5135.34,9384.14,377.79,443.22,420.32,15787.51,17111.67,18734.28,456.98,423.72,437.92
2013-10-29,SCHISM,suisun,3,8801.52,8383.63,3751.77,2115.95,360.27,10797.60,1.00,1.00,1.88,3.29,88.20,99.60,459.87,473.67,410.35,443.01,321.36,423.08,478.53,22908.15,14279.78,9358.86,2510.86,424.99,4860.12,1591.85,308.49,324.79,405.25,319.22,240.42,12053.20,1071.91,11897.35,10573.48,12001.44,1281.71,357.52,1588.08,4879.52,9356.26,378.00,423.08,443.01,16450.89,16840.43,18632.22,454.86,418.84,429.87
2013-10-30,SCHISM,suisun,3,10082.25,9770.04,3782.44,2438.19,398.94,11825.45,1.00,1.00,1.93,3.35,88.20,71.40,470.34,465.22,390.36,474.52,378.43,418.84,398.87,23012.48,14427.07,9367.34,2406.76,465.22,4698.48,1508.18,318.57,325.86,358.59,373.10,215.74,11965.23,1057.92,11915.81,10428.03,12141.78,1199.14,352.39,1480.37,4717.56,9366.13,378.00,418.84,474.52,16854.16,17463.95,18950.18,453.59,418.84,430.51
2013-10-31,SCHISM,suisun,3,10432.99,10147.79,3660.93,3971.81,391.75,10513.86,1.00,1.00,2.19,3.41,87.40,80.90,472.65,393.97,385.46,408.01,400.57,418.84,374.38,23486.83,14705.60,9359.38,2406.57,478.10,4784.85,1483.15,402.27,337.00,332.50,397.59,203.39,12036.45,1053.26,12102.23,10079.63,12298.67,1132.80,337.00,1369.17,4803.17,9357.13,379.07,418.84,408.01,17547.50,17958.64,19353.15,455.28,418.84,432.20
2013-11-01,SCHISM,suisun,3,11083.18,10864.80,3436.53,4221.63,737.33,11035.40,1.00,1.00,2.49,3.26,87.00,156.30,893.63,397.38,396.74,350.26,367.55,418.84,371.39,22629.82,14040.74,8586.60,1998.90,439.41,4335.28,1341.79,441.31,345.77,386.31,364.99,261.79,12089.55,1005.53,11628.35,9961.76,12257.99,1020.78,356.67,1200.95,4352.09,8584.34,394.83,418.84,350.26,16816.55,17211.56,18806.55,455.07,418.84,432.84
2013-11-02,SCHISM,suisun,3,11366.04,11232.03,3204.69,3728.02,697.83,11540.54,1.00,1.00,2.82,3.02,86.20,392.10,1089.93,407.80,392.91,357.09,401.84,418.84,391.42,22762.88,13734.70,8292.82,1823.00,418.41,4184.21,1240.37,408.01,354.74,396.31,388.44,379.07,12156.48,1012.85,11451.40,9033.86,12194.15,937.69,362.22,1073.93,4202.54,8290.55,398.87,418.84,357.09,16833.07,17156.24,18613.61,460.78,418.84,433.05
2013-11-03,SCHISM,suisun,3,11617.95,11439.57,3032.77,3986.78,531.75,11195.69,1.00,1.00,2.94,2.90,86.00,399.80,931.55,401.21,393.12,367.77,480.00,418.84,416.93,21608.74,12846.72,7675.68,1438.78,397.59,3548.03,1067.25,388.23,357.31,380.99,460.99,386.31,12047.28,981.52,11269.77,8572.12,12074.17,843.32,212.49,927.28,3563.96,7673.92,410.35,418.84,367.77,16146.16,16468.76,18021.33,453.80,418.84,442.80
2013-11-04,SCHISM,suisun,3,12486.30,12294.06,2914.76,4519.39,624.55,11506.22,1.00,1.00,3.04,2.87,85.40,104.00,728.55,412.89,414.59,378.00,537.89,418.84,469.02,21090.94,12342.89,7439.57,1295.95,382.90,3227.86,983.56,384.18,357.52,381.84,525.70,340.21,11964.38,957.89,11163.69,8131.83,12003.47,766.97,171.25,821.75,3241.83,7437.28,418.84,418.84,378.00,15849.23,16029.66,17642.08,429.45,418.84,460.15
2013-11-05,SCHISM,suisun,3,13396.37,12975.31,2825.05,5040.17,709.29,11890.54,1.00,1.00,3.13,2.86,84.60,84.80,794.09,455.71,441.95,378.00,606.77,418.84,525.91,20529.39,11826.89,6788.02,1257.44,353.04,3117.48,933.20,366.49,357.52,412.89,585.04,322.65,11885.84,918.49,10919.16,7647.48,11863.48,717.78,171.25,768.41,3132.81,6785.71,418.84,418.84,378.00,15543.48,15824.87,17360.63,422.45,428.60,455.28
