datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
1995-04-01,dsm2,base,36,97262.64,71201.64,25627.32,9845.46,2492.05,110552.44,0.00,1.00,284.29,1.73,3.48,2.59,3.16,228.15,228.15,294.27,143.58,280.35,308.38,134.08,134.08,324.05,114.68,309.07,340.27,401.08,138.69,305.93,306.46,674.13,227.86,147.70,743.21,162.25,140.72,294.22,281.47,283.06,147.49,306.18,277.97,368.62,216.38,554.34,109.77,109.64,152.70,279.61,171.90,281.18,284.09,537.57,278.34,53.80
1995-04-02,dsm2,base,36,92740.91,70509.91,25414.19,9880.66,3161.57,105112.87,0.00,1.00,291.12,2.17,3.50,2.19,3.48,230.25,230.25,290.01,147.42,289.32,305.58,128.41,128.41,320.20,115.54,306.36,355.12,388.56,142.58,304.69,305.24,657.57,227.24,149.33,666.20,163.84,138.94,289.64,288.87,291.89,148.09,295.81,288.03,345.26,202.69,611.96,114.30,114.49,148.89,288.84,176.95,289.96,280.14,530.39,288.15,53.80
1995-04-03,dsm2,base,36,84688.02,68038.02,24916.86,9743.56,3309.45,96551.87,0.00,1.00,293.58,1.96,3.64,1.93,3.39,230.99,230.99,293.54,148.74,294.20,300.13,138.10,138.10,317.53,122.69,299.40,340.81,385.53,151.13,301.90,302.26,621.04,222.84,154.53,914.18,172.97,147.68,293.47,296.97,297.41,156.97,286.77,294.50,331.26,206.67,609.02,117.85,117.89,154.72,294.78,171.05,294.62,285.75,540.49,294.62,53.80
1995-04-04,dsm2,base,36,80435.57,67329.57,24333.68,9971.96,3285.67,91511.62,0.00,1.00,283.62,1.82,3.22,1.77,2.91,225.43,225.43,300.99,148.97,290.27,293.53,143.80,143.80,311.04,124.83,294.53,324.07,375.72,165.65,302.13,302.12,614.37,217.01,154.90,1070.24,170.91,150.02,300.99,299.98,295.15,186.26,285.10,295.37,323.88,201.59,573.80,119.93,119.76,158.66,294.07,176.38,289.94,293.67,511.91,293.95,53.80
1995-04-05,dsm2,base,36,79118.47,67289.47,23769.06,10276.46,3166.38,89444.69,0.00,1.00,275.08,1.98,3.13,2.08,2.89,219.52,219.52,306.38,151.86,280.75,290.91,147.09,147.09,304.37,126.69,296.72,332.01,365.34,163.93,305.49,305.04,600.02,215.32,160.30,964.82,174.36,153.88,306.37,294.81,286.03,177.36,290.01,285.63,322.92,206.23,589.86,121.95,123.01,158.52,284.28,173.64,280.48,298.34,540.05,284.22,53.80
1995-04-06,dsm2,base,36,76060.90,64878.90,22923.85,9931.36,2798.03,86255.36,0.00,1.00,276.75,2.38,3.36,2.88,3.04,217.16,217.16,307.74,155.14,277.34,288.40,147.09,147.09,300.63,128.23,296.18,331.19,368.86,172.52,308.02,307.48,573.93,215.02,157.69,1144.97,181.52,151.34,307.62,288.05,280.75,196.23,286.97,278.35,326.16,205.52,516.07,124.67,123.03,161.91,278.07,174.69,277.72,298.90,547.52,277.99,53.80
1995-04-07,dsm2,base,36,74193.11,62916.11,22296.81,9956.06,2346.69,84187.17,0.00,1.00,270.50,2.80,3.46,3.75,3.01,214.45,214.45,306.33,156.29,274.86,284.47,146.53,146.53,296.03,129.22,292.24,315.91,363.35,190.63,307.97,306.94,562.91,212.47,157.19,1490.84,183.77,151.31,306.01,284.40,278.94,220.59,279.14,278.43,326.86,200.52,478.34,121.81,119.24,155.58,277.75,171.76,274.76,297.89,528.98,277.72,53.80
1995-04-08,dsm2,base,36,75402.13,63182.13,21789.29,9955.06,2034.73,85201.63,0.00,1.00,258.88,3.33,3.57,4.79,3.10,211.99,211.99,303.23,156.50,265.81,280.63,143.61,143.61,290.78,127.16,288.54,299.45,348.39,199.76,305.79,305.08,549.81,208.81,157.85,1581.64,188.57,152.06,302.99,281.88,271.12,214.21,273.24,271.53,326.44,195.27,456.26,118.55,115.50,155.16,270.70,168.24,265.36,292.72,511.25,270.39,53.80
1995-04-09,dsm2,base,36,72306.19,60791.19,21498.32,10461.96,2302.40,81040.16,0.00,1.00,255.38,3.69,3.63,5.76,3.16,208.08,208.08,300.92,157.55,258.62,275.60,142.59,142.59,286.20,124.88,283.68,283.26,333.54,220.09,302.22,301.40,535.46,205.23,157.49,1807.08,191.56,151.83,300.59,278.59,262.84,252.93,267.29,261.17,325.22,192.06,433.58,115.48,111.84,149.49,260.84,161.98,258.75,290.32,494.08,261.20,53.80
1995-04-10,dsm2,base,36,74259.23,60759.23,21422.77,9934.46,2744.01,83003.53,0.00,1.00,240.46,4.03,3.65,6.25,3.21,204.42,204.42,300.72,157.94,249.77,269.69,140.00,140.00,282.01,121.93,278.76,269.59,315.39,231.25,298.53,297.65,523.47,200.44,154.24,1809.37,196.70,149.54,300.52,276.60,256.48,255.56,262.30,257.07,322.06,187.80,412.47,112.44,108.12,146.22,256.24,157.17,249.17,292.99,480.91,256.30,53.80
