datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
1992-03-01,dsm2,base,16,25360.58,24840.58,1492.24,8866.61,119.83,17866.39,0.00,0.00,1071.95,3.21,3.78,6.07,3.04,227.02,227.02,276.86,3106.59,687.83,285.29,207.71,207.71,351.93,156.33,258.27,4743.32,6287.03,2308.38,270.37,270.43,8623.90,263.36,461.59,8290.16,2345.52,565.39,277.24,341.11,822.47,2407.55,223.31,475.14,415.08,218.25,7506.59,154.12,167.64,179.93,476.57,196.54,934.04,441.69,5844.87,461.82,61.60
1992-03-02,dsm2,base,16,24124.63,23629.63,1435.87,8869.61,-184.70,16875.60,0.00,0.00,1100.97,3.89,3.49,6.09,3.01,221.91,221.91,270.33,2900.57,716.23,277.54,224.05,224.05,335.27,163.27,255.87,4632.43,5765.49,2625.18,264.14,264.11,8423.95,253.99,544.61,7526.10,2716.50,589.15,270.42,332.33,898.29,2470.52,220.02,478.96,395.95,217.34,6932.11,164.59,181.52,188.85,493.05,200.37,1019.12,421.40,5606.96,452.69,61.60
1992-03-03,dsm2,base,16,21057.15,20599.15,1372.21,8870.11,434.63,13124.62,0.00,0.00,1111.99,3.69,3.60,5.83,3.04,229.80,229.80,269.27,2802.51,810.44,268.93,246.83,246.83,320.85,175.89,253.53,4397.20,5460.36,2689.03,261.61,261.41,8065.33,245.07,572.18,6952.65,2724.92,601.69,269.76,329.71,974.58,2252.90,223.29,483.90,377.74,215.40,6692.68,172.98,191.54,194.23,528.53,205.56,1075.12,408.78,5435.25,492.98,59.60
1992-03-04,dsm2,base,16,18379.67,17915.67,1331.59,8875.11,721.82,10114.33,0.00,0.00,1145.97,3.33,3.65,4.86,3.13,228.67,228.67,266.00,2747.88,845.03,263.57,306.01,306.01,310.90,184.73,249.89,4104.27,5162.63,2961.67,258.70,258.44,7711.16,241.44,744.63,7962.83,2794.07,698.26,266.35,319.89,1031.14,2797.86,222.57,489.79,362.02,218.17,6289.41,181.54,212.24,198.60,528.54,207.96,1102.15,389.74,5204.69,496.65,63.20
1992-03-05,dsm2,base,16,16696.52,15984.52,1314.42,8838.11,-435.66,9608.50,0.00,0.00,1181.96,2.84,3.65,3.90,3.21,231.48,231.48,262.30,2696.72,859.40,259.22,356.62,356.62,301.12,193.01,247.96,3988.54,4844.94,3284.60,255.29,255.05,7416.98,238.47,874.78,8766.64,2983.25,806.78,262.58,312.29,1074.31,3099.89,222.23,494.83,354.37,220.74,6125.44,191.63,212.30,204.12,531.90,212.16,1119.92,372.54,5014.01,501.33,63.20
1992-03-06,dsm2,base,16,17217.48,14922.48,1300.95,8446.61,-1872.75,11944.56,0.00,0.00,1201.98,2.49,3.52,3.17,3.09,236.34,236.34,260.44,2649.99,900.39,258.42,377.05,377.05,298.46,200.00,246.97,3992.88,4605.58,3558.85,253.13,252.96,7055.09,237.00,930.40,9184.45,3158.26,868.25,260.68,310.17,1097.53,3203.32,224.27,500.28,354.27,223.72,6855.99,199.05,209.16,210.15,558.82,217.18,1141.67,364.10,4878.31,529.43,63.20
1992-03-07,dsm2,base,16,15736.27,14122.27,1311.04,8851.71,-1308.31,9503.91,0.00,0.00,1192.01,2.17,3.29,2.54,2.97,239.73,239.73,260.86,2604.67,952.95,258.46,380.93,380.93,304.44,207.10,247.73,4086.46,4462.50,3718.40,252.77,252.63,6659.43,237.23,935.49,8910.22,3279.86,882.08,261.22,312.80,1122.09,3178.92,228.08,505.80,360.74,227.66,7431.59,204.14,204.97,216.28,566.76,221.87,1178.19,364.45,4763.77,527.73,63.20
1992-03-08,dsm2,base,16,17130.10,16187.10,1424.04,8864.61,-1174.28,10863.80,0.00,0.00,1153.03,2.15,3.13,2.36,2.88,243.00,243.00,261.42,2548.59,1043.17,258.83,361.38,361.38,307.55,212.45,248.63,4236.50,4444.62,3711.12,253.10,252.92,6254.57,238.36,850.97,8574.65,3304.57,837.27,261.77,316.34,1149.60,2915.81,233.25,512.57,365.41,230.86,8546.58,206.38,200.76,221.27,588.99,225.79,1198.27,366.97,4751.97,518.88,63.20
1992-03-09,dsm2,base,16,21753.86,21019.86,1850.23,8873.21,-1357.15,16088.01,0.00,0.00,978.07,2.13,2.93,2.50,2.75,250.86,250.86,260.15,2524.21,1118.17,260.25,375.74,375.74,307.31,216.75,249.20,4321.27,4430.83,3811.19,252.84,252.63,6090.10,239.24,871.17,8168.16,3384.35,848.82,260.42,310.17,1171.79,2866.30,237.68,521.30,368.88,233.32,8037.08,206.13,205.11,224.30,556.85,228.34,1178.07,362.04,4735.89,349.35,62.40
1992-03-10,dsm2,base,16,27252.45,26617.45,2197.94,8868.71,-931.06,21512.73,0.00,0.00,792.08,2.41,3.17,2.99,2.88,251.53,251.53,260.26,2489.71,1150.98,259.87,337.77,337.77,307.07,216.08,249.62,4403.70,4501.78,3713.11,253.05,252.89,5924.91,240.21,737.00,7643.18,3410.56,794.96,260.62,310.02,1174.74,2498.63,243.71,541.18,369.21,234.29,8288.87,205.87,202.74,224.60,585.55,229.37,1042.36,367.52,4717.44,377.27,59.60
1992-03-11,dsm2,base,16,27942.54,27370.54,1897.35,8544.61,635.26,20660.01,0.00,0.00,932.91,2.63,3.35,3.54,2.95,257.20,257.20,257.11,2518.54,1003.06,257.58,358.85,358.85,300.40,214.84,248.71,4322.97,4624.40,3799.86,252.01,251.95,6336.51,240.53,808.94,8495.63,3479.79,790.11,257.22,298.73,1109.59,2718.88,245.32,576.06,361.22,235.27,7903.36,202.03,159.61,221.91,531.79,227.62,830.79,355.75,4658.61,325.75,61.80
1992-03-12,dsm2,base,16,24830.63,24274.63,1767.87,11726.30,1099.12,13773.08,0.00,0.00,963.98,2.88,3.44,4.13,3.04,263.96,263.96,254.70,2569.79,885.79,255.27,382.53,382.48,291.08,211.28,247.29,4233.38,4606.84,4026.80,250.52,250.55,6810.47,240.55,901.33,9541.51,3599.60,820.94,254.87,290.12,935.38,3067.81,243.94,612.94,340.93,234.00,7541.18,178.66,159.26,217.67,473.00,223.53,895.16,338.21,4526.97,317.37,63.20
1992-03-13,dsm2,base,16,21944.74,21417.74,1687.38,11718.20,756.18,11157.75,0.00,0.00,994.98,3.03,3.61,4.34,3.20,271.07,271.07,251.99,2633.14,849.82,252.88,428.57,428.57,284.51,201.65,244.88,4161.20,4531.23,4287.05,248.62,248.60,7029.86,239.57,1029.09,10369.91,3731.12,867.67,251.99,283.95,893.19,3524.60,240.88,647.54,323.67,231.41,7006.54,174.55,172.51,204.42,489.64,211.36,953.65,322.77,4418.85,331.98,63.20
1992-03-14,dsm2,base,16,20124.79,19594.79,1626.27,11719.20,179.15,9852.72,0.00,0.00,1047.96,3.10,3.70,4.54,3.21,290.15,290.15,249.86,2719.39,872.26,249.83,531.04,531.04,277.19,199.16,242.23,4118.89,4429.64,4838.67,246.51,246.49,7052.28,240.36,1346.11,11504.89,4042.53,986.65,250.10,277.62,957.36,4428.46,236.53,654.87,311.78,230.17,6467.25,180.18,178.40,199.13,431.60,206.23,983.68,314.35,4326.73,353.24,66.20
1992-03-15,dsm2,base,16,18592.92,17991.92,1592.89,11723.80,-33.98,8495.99,0.00,0.00,1121.94,3.07,3.81,4.51,3.26,311.50,311.50,248.27,2795.24,894.40,247.35,635.63,635.63,273.87,204.07,240.53,4167.32,4341.35,5341.51,244.58,244.52,6917.76,240.94,1596.25,12252.27,4387.26,1117.32,248.41,275.42,979.91,4931.64,234.40,669.06,306.38,227.81,5995.71,185.10,187.31,201.03,473.07,208.64,1019.39,310.88,4226.59,377.10,66.20
1992-03-16,dsm2,base,16,18692.07,17794.07,1566.17,11711.20,15.38,8531.66,0.00,0.00,1167.96,2.96,3.81,4.30,3.25,345.88,345.88,246.30,2885.01,911.04,245.76,771.13,771.13,271.78,214.99,238.83,4267.10,4305.57,5880.68,242.91,242.86,6729.16,244.06,1914.57,13189.36,4786.61,1242.26,246.43,272.48,1011.77,5633.95,232.66,672.42,304.20,225.98,5664.60,189.62,195.37,205.91,470.53,211.08,1066.26,304.76,4138.81,385.74,66.20
1992-03-17,dsm2,base,16,20474.07,17787.07,1565.88,11691.70,236.30,10111.95,0.00,0.00,1189.98,2.82,3.65,3.90,3.18,375.24,375.24,244.56,2972.27,915.39,244.91,831.37,831.37,270.98,221.70,237.77,4417.51,4311.27,6355.60,241.39,241.39,6509.92,248.10,2093.48,13396.54,5148.01,1366.56,244.72,270.19,1047.56,5903.72,231.03,674.14,304.21,225.16,5291.67,194.62,198.24,209.85,491.50,214.71,1131.19,300.62,4069.13,388.98,66.20
1992-03-18,dsm2,base,16,21214.88,18762.88,1580.45,11649.20,883.12,10263.02,0.00,0.00,1185.00,2.56,3.55,3.28,3.14,381.56,381.56,244.40,3031.41,928.66,244.78,798.70,798.70,273.00,221.43,237.30,4555.01,4377.34,6473.38,240.64,240.63,6379.36,250.27,2003.80,12953.90,5334.31,1387.50,244.42,270.73,1100.42,5611.01,230.93,679.08,305.43,225.42,5256.71,199.31,217.69,212.63,520.36,217.49,1169.89,300.22,4031.06,397.52,66.20
1992-03-19,dsm2,base,16,28306.97,25911.97,1590.39,11620.70,940.04,17336.62,0.00,0.00,1218.97,2.27,3.69,2.77,3.31,383.47,383.47,243.91,3079.45,949.70,245.09,712.26,712.26,274.61,217.97,237.04,4661.78,4495.11,6400.74,240.29,240.37,6235.19,253.31,1867.14,12146.43,5380.56,1340.75,244.00,270.35,1139.60,5212.40,230.83,682.54,306.24,226.72,5261.19,208.10,208.44,214.83,548.60,219.83,1183.50,298.48,4006.34,395.68,66.20
1992-03-20,dsm2,base,16,36276.22,34231.22,1624.33,11580.70,845.10,25474.75,0.00,0.00,1284.95,1.94,3.68,2.23,3.32,381.76,381.76,242.56,3158.80,971.09,245.25,651.50,651.50,275.16,220.19,236.04,4764.88,4633.91,6266.33,239.28,239.32,6033.51,256.20,1725.02,12289.89,5365.72,1248.26,242.59,268.03,1167.08,5078.45,231.30,681.07,305.35,227.37,5301.01,204.86,158.06,220.88,534.55,225.85,1200.56,295.75,3967.55,368.53,66.20
1992-03-21,dsm2,base,16,38209.75,36592.75,1642.60,11654.80,491.82,27705.74,0.00,0.00,1228.04,1.67,3.33,1.72,3.15,350.82,350.82,240.90,3144.37,991.85,244.68,485.31,485.31,273.70,215.92,235.34,4831.95,4735.54,5954.04,238.07,238.07,5918.62,249.35,1272.70,11283.43,5193.84,1084.11,240.90,265.49,1182.72,4187.50,231.86,683.17,302.82,216.78,5629.35,172.39,131.67,216.71,576.73,222.09,1247.52,292.62,3930.67,336.64,66.20
1992-03-22,dsm2,base,16,37275.18,36700.18,1614.40,11662.30,193.42,27033.87,0.00,0.00,1242.99,1.50,3.16,1.39,3.15,308.89,308.89,240.00,2992.29,1079.91,243.29,336.37,336.37,274.14,183.64,232.31,4859.81,4828.08,5260.98,236.45,236.30,5805.49,236.64,747.59,9199.76,4739.35,803.90,240.01,264.43,1214.25,2822.70,231.64,696.72,300.65,192.77,6504.91,152.67,131.41,192.52,628.05,207.18,1239.32,290.55,3930.74,338.30,63.20
1992-03-23,dsm2,base,16,33977.21,33353.21,1581.18,11657.30,77.30,23823.79,0.00,0.00,1258.99,1.38,3.20,1.29,3.20,280.06,280.06,238.05,2866.16,1190.64,240.78,274.57,274.57,279.79,161.16,225.15,4879.91,4907.27,4463.92,231.79,231.34,5572.37,228.16,549.63,8391.05,4218.85,626.18,238.09,266.27,1230.93,2256.19,226.32,712.32,303.24,178.42,6737.64,150.80,142.41,182.00,633.30,197.10,1229.20,289.63,3964.74,275.02,59.80
1992-03-24,dsm2,base,16,30199.58,29641.58,1571.97,11677.90,1317.89,18775.77,0.00,0.00,1261.00,1.52,3.26,1.58,3.23,264.78,264.78,232.92,2795.56,1213.51,237.35,251.26,251.26,283.84,157.10,217.06,4852.92,4945.24,3969.68,223.45,223.01,5586.86,222.83,516.44,8792.09,3857.24,560.99,232.92,264.80,1216.33,2224.57,215.29,721.56,309.96,175.05,6584.43,157.47,156.20,180.52,578.43,192.42,1250.58,288.46,3986.70,272.81,60.00
1992-03-25,dsm2,base,16,27296.80,26778.80,1717.63,11712.00,1191.19,16111.24,0.00,0.00,1144.07,1.92,3.43,2.25,3.36,257.83,257.83,224.39,2765.73,1215.83,233.47,248.18,248.18,283.73,160.60,209.98,4806.33,4951.50,3831.78,215.57,215.34,5704.37,220.13,542.20,9274.41,3728.78,558.80,224.46,258.34,1233.38,2369.97,205.02,722.66,314.16,176.64,6379.32,166.36,170.54,181.91,583.55,192.67,1258.72,287.12,3991.21,283.95,61.40
1992-03-26,dsm2,base,16,24923.93,24249.93,1759.27,11650.30,1118.02,13914.88,0.00,0.00,1015.08,2.45,3.86,3.20,3.62,253.47,253.47,216.63,2772.27,1223.09,228.98,282.99,282.99,280.38,167.66,205.80,4701.25,4953.23,3947.44,210.31,210.44,5858.74,220.15,663.44,10209.07,3683.59,605.23,216.71,250.06,1247.87,2848.32,196.37,722.91,314.27,182.95,6103.39,175.17,183.65,183.95,566.41,193.28,1201.09,286.69,4000.78,315.89,63.20
1992-03-27,dsm2,base,16,23575.92,22878.92,1767.36,11655.90,1210.18,12477.20,0.00,0.00,1005.01,2.92,4.09,4.18,3.48,253.73,253.73,212.01,2832.12,1218.28,225.55,373.89,373.89,273.46,177.79,205.18,4520.62,4885.37,4546.63,208.88,209.03,5948.77,223.61,981.60,12201.09,3924.04,733.79,212.07,242.50,1230.11,3918.47,190.96,718.54,309.42,191.63,5714.92,182.86,191.81,188.40,516.05,195.22,1087.52,280.82,3990.05,378.79,64.00
1992-03-28,dsm2,base,16,22482.35,21858.35,1802.39,11475.80,1174.84,11634.09,0.00,0.00,940.04,3.52,3.67,5.32,3.04,267.54,267.54,211.32,2910.80,1193.79,222.99,575.99,575.99,263.76,192.57,207.03,4390.08,4747.37,5686.71,209.75,210.32,5787.76,228.37,1599.59,13751.02,4493.58,947.93,211.43,236.44,1128.77,5639.16,191.03,708.74,296.86,199.07,5119.23,189.19,196.77,194.74,484.82,199.67,1028.45,269.11,3943.46,397.80,66.20
1992-03-29,dsm2,base,16,20989.72,20400.72,2286.43,11720.80,1422.94,10132.41,0.00,0.00,945.00,4.05,3.51,6.38,2.91,265.02,265.02,213.01,2871.14,1169.46,221.83,541.77,541.77,258.52,200.87,210.43,4499.42,4650.33,5860.07,211.50,211.69,5768.39,223.35,1448.76,11905.90,4711.62,1023.81,213.10,237.37,1053.12,4723.04,193.93,720.08,282.33,201.41,5278.84,193.52,203.21,201.77,511.26,204.90,974.04,261.37,3896.57,404.78,66.20
1992-03-30,dsm2,base,16,19889.11,19318.11,2229.44,11734.00,677.58,9706.97,0.00,0.00,964.99,4.19,3.57,6.69,3.06,275.78,275.78,214.50,2939.10,1020.86,221.28,626.11,626.11,254.44,212.50,211.73,4574.83,4633.62,5927.07,213.00,213.25,5709.98,222.71,1616.31,11567.77,4885.44,1093.93,214.56,235.87,1018.55,4899.16,197.50,737.31,270.86,204.50,5249.49,197.43,204.21,205.51,507.50,207.41,949.02,254.22,3871.25,401.99,66.20
1992-03-31,dsm2,base,16,18717.84,18119.84,2182.77,11692.50,1005.55,8202.55,0.00,0.00,998.98,4.13,3.68,6.61,3.13,298.10,298.10,215.86,3059.83,953.90,221.14,749.16,749.16,250.29,226.21,213.33,4650.26,4646.37,6020.38,214.22,214.45,5657.21,223.08,1866.46,12137.79,5041.61,1222.98,215.89,235.00,979.77,5231.58,201.59,760.74,264.43,207.79,5190.11,200.47,209.87,210.18,490.01,210.38,961.06,250.82,3854.44,389.76,66.20
1992-04-01,dsm2,base,16,17506.89,16922.89,2127.83,11666.60,2316.68,5651.44,0.00,0.00,1018.99,3.88,3.69,6.07,3.12,340.69,340.69,216.85,3229.94,954.50,221.56,950.70,950.70,247.27,247.50,215.10,4769.37,4664.91,6437.08,215.75,215.96,5572.88,225.82,2262.56,13001.74,5334.94,1439.93,216.91,233.96,982.10,5952.97,205.46,780.14,257.38,211.03,5058.50,203.13,202.43,216.35,463.33,214.21,982.35,247.33,3838.57,370.27,70.40
