datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,delta_cu,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_flow,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,oh4,rsl.1,vcu.1,mtz,god,gzl,frk,bac,hol
2013-10-24,SCHISM,base,3,9402.25,7888.55,1981.84,2535.51,-424.04,9272.62,1.00,1.00,1.06,3.32,90.20,77.50,501.54,726.06,686.27,643.87,677.97,514.98,839.21,21576.85,12663.73,9960.38,3259.37,682.12,7273.31,2169.13,334.21,265.24,564.73,700.58,335.07,13295.71,1072.92,12437.00,9784.11,11687.05,1372.97,171.25,1768.40,7281.28,9960.56,415.02,514.98,643.87,12096.14,15076.26,14535.69,478.95,399.93,447.24
2013-10-25,SCHISM,base,3,9167.97,7638.18,2211.23,2372.99,-483.12,9489.34,1.00,1.00,2.36,3.20,89.80,69.30,552.42,654.07,573.74,630.13,697.89,498.56,839.21,22669.56,13014.85,9681.63,3539.59,619.50,6808.32,2135.16,368.62,286.78,613.45,697.47,319.65,12251.74,1055.28,12006.85,10001.87,11857.72,1644.24,171.25,2081.11,6822.39,9680.25,363.93,498.56,630.13,13138.50,14933.60,16088.01,458.88,408.01,448.72
2013-10-26,SCHISM,base,3,9251.33,7756.59,2786.87,2530.54,-517.90,10025.55,1.00,1.00,3.21,3.16,91.20,299.30,817.20,648.04,525.07,524.65,508.88,479.79,824.42,23468.91,13626.63,9326.65,3378.63,576.88,6203.65,2072.16,373.95,302.69,667.17,526.34,310.85,11827.91,1068.06,11414.18,9497.46,12062.33,1601.54,245.39,2031.65,6219.98,9325.26,361.15,479.79,524.65,14489.69,15426.36,17821.17,432.20,412.89,449.36
2013-10-27,SCHISM,base,3,9053.06,7603.89,3341.48,2679.17,-467.89,10183.25,1.00,1.00,4.30,3.21,90.80,163.70,631.59,607.18,501.09,458.46,367.55,462.90,784.49,26235.18,15738.60,10358.06,4136.05,749.42,6687.69,2263.49,425.20,322.65,692.70,385.03,299.25,11997.21,1233.33,11207.12,8984.34,12565.91,1811.42,879.00,2244.14,6704.63,10356.34,370.54,462.90,458.46,16263.40,18157.83,19545.11,442.37,421.60,448.72
2013-10-28,SCHISM,base,3,8105.86,6606.13,3606.37,2577.38,-364.05,9498.89,1.00,1.00,5.17,3.28,90.60,97.20,461.25,531.80,510.14,417.99,376.08,441.31,531.17,25771.65,15636.46,10681.13,4176.62,906.23,6368.92,2279.74,412.68,346.84,570.81,371.82,274.94,12282.81,1226.10,10763.55,10012.02,13075.26,1857.52,542.30,2497.98,6389.87,10678.22,380.13,441.31,417.99,16511.37,18854.71,20355.49,476.42,419.90,443.01
2013-10-29,SCHISM,base,3,8801.52,7123.18,3751.77,2115.95,-360.27,10797.60,1.00,1.00,5.63,3.39,90.80,107.40,467.67,524.65,412.68,422.87,331.64,420.75,424.14,25464.82,15489.88,10524.85,3922.86,801.38,6057.08,2084.22,387.59,350.90,427.11,339.56,247.12,12541.99,1234.14,10498.64,9304.30,13194.33,1700.08,357.52,2252.07,6081.53,10520.56,381.63,420.75,422.87,16760.60,18772.28,20824.09,481.69,419.05,438.77
2013-10-30,SCHISM,base,3,10082.25,8471.97,3782.44,2438.19,-398.94,11825.45,1.00,1.00,5.81,3.38,90.40,78.10,477.04,493.29,396.74,411.62,356.45,418.84,390.36,25264.47,15644.54,10736.88,3959.88,910.52,5979.19,2002.02,401.63,358.16,382.26,342.13,223.11,12608.68,1238.96,10434.37,9265.83,13339.75,1675.63,344.70,2247.62,6005.10,10733.63,384.18,418.84,411.62,16788.25,18963.58,21209.22,495.40,418.84,442.16
2013-10-31,SCHISM,base,3,10432.99,8840.95,3660.93,3971.81,-391.75,10513.86,1.00,1.00,5.44,3.32,89.80,89.20,480.95,398.02,377.58,389.50,376.30,418.84,377.15,24664.48,15232.16,10354.63,3702.26,816.20,5646.33,1828.89,487.60,365.63,348.97,376.08,217.48,12655.82,1213.63,10277.74,9001.37,13230.20,1577.99,337.00,2082.28,5670.37,10351.37,396.74,418.84,389.50,16632.92,18774.38,21269.03,502.77,418.84,444.49
2013-11-01,SCHISM,base,3,11083.18,9553.62,3436.53,4221.63,-737.33,11035.40,1.00,1.00,4.75,3.26,89.40,166.20,903.53,386.10,388.65,360.94,359.02,418.84,382.48,24057.33,14784.51,9826.36,3330.06,696.85,5314.22,1693.77,475.36,382.05,349.19,365.63,299.25,12646.56,1192.90,10065.18,8410.20,12882.68,1474.00,344.48,1899.44,5339.29,9822.91,398.44,418.84,360.94,16289.33,18183.30,20961.18,513.72,418.84,448.51
2013-11-02,SCHISM,base,3,11366.04,9921.78,3204.69,3728.02,-697.83,11540.54,1.00,1.00,3.81,3.20,88.60,404.50,1102.33,390.99,388.01,359.23,403.97,418.84,382.05,23686.57,14628.63,9536.70,3001.88,615.11,5090.67,1581.75,443.22,388.23,373.74,386.10,421.17,12471.05,1182.82,9799.98,7995.49,12527.84,1386.55,224.19,1731.21,5116.02,9532.90,398.44,418.84,359.23,16043.96,17868.95,20704.17,529.28,418.84,452.96
