datetime,model,scene,case,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,sf_tidal_energy,anc,bac,bdt,cll,frk,god,gzl,hol2,mtz,old,rri2,snc,sss,tms,tss,uni,x2
2012-07-27,RMA,cache,2,23608.20,801.00,-10315.00,2083.99,12123.50,1.00,1.00,482.83,1.97,725.04,189.06,485.82,1351.73,195.59,7422.17,8402.19,197.86,5880.81,544.68,232.17,4827.13,124.57,157.32,197.75,542.48,72.62
2012-07-28,RMA,cache,2,23364.00,822.00,-8818.00,2173.61,13331.33,1.00,1.00,498.71,1.60,696.94,188.18,489.79,1265.95,195.26,7338.27,8268.99,195.83,5821.19,538.76,231.25,4763.07,123.91,160.86,199.10,540.03,72.48
2012-07-29,RMA,cache,2,22878.90,855.00,-8807.00,2291.53,12778.59,1.00,1.00,525.29,1.43,666.05,186.25,498.51,1179.54,194.46,7233.60,8069.18,193.96,5723.26,536.76,231.32,4700.71,124.92,161.60,196.91,515.36,72.18
2012-07-30,RMA,cache,2,23895.30,924.00,-8932.00,2326.75,13715.45,1.00,1.00,504.46,1.40,675.34,184.06,500.83,1217.18,194.31,7214.73,7916.27,193.01,5741.08,537.16,230.88,4628.74,126.31,162.35,194.41,497.35,72.11
2012-07-31,RMA,cache,2,24264.90,953.00,-9025.00,2647.23,13645.36,1.00,1.00,491.17,1.53,724.20,182.62,496.87,1347.34,194.99,7322.85,7960.75,192.52,5843.93,536.79,229.60,4582.62,127.22,166.07,195.58,504.57,72.65
2012-08-01,RMA,cache,2,23992.10,784.00,-9112.00,2533.38,13232.29,1.00,0.00,524.00,1.98,793.73,182.09,488.85,1515.22,196.87,7608.03,8184.92,192.88,6139.33,533.21,226.96,4612.48,125.81,171.58,198.79,512.82,73.49
2012-08-02,RMA,cache,2,24026.20,716.00,-9510.00,2595.84,12749.87,1.00,0.00,527.83,2.66,787.55,182.25,478.06,1462.54,198.04,7893.99,8358.67,193.34,6586.19,528.23,224.72,4715.64,123.61,176.01,201.79,507.20,73.82
2012-08-03,RMA,cache,2,24179.10,660.00,-10285.00,2702.24,11971.52,1.00,0.00,547.17,3.55,748.58,182.46,464.04,1371.40,198.60,8060.32,8377.35,194.83,6889.82,523.73,222.20,4879.06,124.70,176.08,200.08,502.11,72.96
2012-08-04,RMA,cache,2,24338.60,674.00,-11928.00,2366.40,10835.72,1.00,0.00,561.46,4.60,755.76,183.71,435.10,1474.41,201.01,8295.52,8482.33,197.58,7207.61,518.60,217.24,5127.72,127.61,175.48,197.97,506.02,73.03
2012-08-05,RMA,cache,2,24379.30,718.00,-12014.00,1604.51,11600.15,1.00,0.00,554.42,5.49,634.32,185.02,427.13,1103.68,200.61,8112.00,8355.90,197.98,7041.30,513.57,216.95,5360.94,128.99,175.14,199.47,514.26,72.72
2012-08-06,RMA,cache,2,24593.80,739.00,-11983.00,1969.37,11536.48,1.00,0.00,530.54,6.19,520.97,185.33,450.72,753.56,197.01,7639.28,7639.84,198.41,6689.57,509.65,219.55,5481.36,128.70,163.12,185.24,531.37,69.42
2012-08-07,RMA,cache,2,24919.40,826.00,-11931.00,2671.43,11314.37,1.00,0.00,508.46,6.22,487.20,184.78,461.51,695.29,194.44,7294.80,7090.78,198.11,6539.92,508.38,218.54,5553.19,128.48,154.03,176.94,548.67,68.65
2012-08-08,RMA,cache,2,25092.10,818.00,-12091.00,2695.88,11255.38,1.00,0.00,535.33,5.75,479.17,184.04,460.07,675.29,192.59,7109.01,6891.65,196.34,6468.31,513.46,216.47,5644.59,128.62,150.65,180.72,546.94,69.23
2012-08-09,RMA,cache,2,24746.70,739.00,-11292.00,2991.45,11322.88,1.00,0.00,518.42,4.88,469.65,182.75,456.22,653.15,191.76,7001.63,6807.27,194.21,6415.59,523.93,214.36,5695.37,129.77,149.55,183.88,531.76,68.98
2012-08-10,RMA,cache,2,24597.10,751.00,-11874.00,3384.51,10250.44,1.00,0.00,511.38,3.84,481.18,181.43,439.68,704.16,192.87,7010.92,6882.78,193.33,6464.95,534.05,210.61,5731.84,132.30,151.38,186.60,520.43,69.30
2012-08-11,RMA,cache,2,22130.90,753.00,-11216.00,3398.17,8441.07,1.00,0.00,532.42,2.91,511.58,181.24,418.32,809.31,195.21,7122.21,7019.91,193.34,6575.89,538.27,206.59,5774.72,136.88,157.68,191.31,520.86,69.96
2012-08-12,RMA,cache,2,22002.20,767.00,-11065.00,3661.57,8218.31,1.00,0.00,557.79,2.30,564.14,182.22,402.92,987.77,198.64,7289.33,7208.03,194.29,6709.33,535.05,202.93,5829.41,137.61,166.73,197.04,517.10,70.60
2012-08-13,RMA,cache,2,21268.50,744.00,-11228.00,3412.89,7544.41,1.00,0.00,561.50,2.06,597.33,183.98,397.36,1078.73,200.88,7423.12,7337.13,195.46,6808.25,528.85,200.91,5875.81,137.60,173.73,200.41,511.86,71.24
2012-08-14,RMA,cache,2,20271.90,828.00,-11098.00,3605.13,6510.76,1.00,0.00,546.38,2.02,717.21,186.15,383.04,1372.03,204.38,7696.68,7596.13,197.93,7065.28,520.11,198.03,5951.35,140.00,181.79,201.60,520.03,71.60
2012-08-15,RMA,cache,2,19184.00,766.00,-11894.00,3242.07,4904.57,1.00,0.00,565.04,2.24,919.54,189.68,345.67,1881.83,210.38,8266.52,8247.64,202.08,7566.09,515.56,193.40,6097.63,141.59,198.87,210.71,527.51,73.76
2012-08-16,RMA,cache,2,18408.50,708.00,-12024.00,3353.84,3820.35,1.00,0.00,564.46,2.62,1081.53,193.70,311.78,2238.38,216.21,8915.64,8953.09,205.99,8131.70,522.60,189.62,6289.17,141.43,218.45,222.76,516.77,75.23
2012-08-17,RMA,cache,2,18211.60,728.00,-11742.00,3542.33,3766.58,1.00,0.00,510.50,2.98,1238.62,196.81,289.68,2514.63,222.69,9515.82,9601.80,209.41,8677.88,528.61,186.33,6526.84,142.64,236.43,234.83,501.60,76.21
2012-08-18,RMA,cache,2,17772.70,721.00,-11487.00,3445.98,3683.03,1.00,0.00,513.25,3.22,1297.97,199.59,281.40,2569.69,228.80,9965.18,10110.55,213.17,9098.45,527.63,184.16,6791.15,145.21,241.75,246.25,495.32,77.21
2012-08-19,RMA,cache,2,17664.90,734.00,-11232.00,3448.89,3857.05,1.00,0.00,503.08,3.67,1326.13,203.15,286.33,2543.12,234.39,10234.98,10378.51,218.02,9398.73,522.37,182.97,7063.29,147.71,238.05,252.07,505.27,77.11
2012-08-20,RMA,cache,2,17614.30,829.00,-10934.00,3354.41,4315.69,1.00,0.00,472.17,4.01,1341.84,207.73,300.10,2540.73,240.88,10398.30,10550.44,223.09,9586.88,514.92,182.29,7343.42,148.96,232.19,258.64,507.76,77.28
2012-08-21,RMA,cache,2,17430.60,860.00,-10721.00,3514.63,4241.57,1.00,0.00,430.38,3.64,1320.27,212.45,327.91,2451.68,246.32,10475.72,10627.37,228.33,9695.14,508.18,182.56,7594.96,148.91,222.50,262.57,502.54,77.02
2012-08-22,RMA,cache,2,17497.70,807.00,-10731.00,3345.90,4338.38,1.00,0.00,498.04,3.58,1376.17,217.27,342.74,2524.47,254.13,10674.44,10894.22,235.21,9935.13,504.85,182.13,7855.36,148.53,219.42,272.75,493.10,76.88
2012-08-23,RMA,cache,2,17509.80,789.00,-11724.00,3112.84,3577.25,1.00,0.00,506.50,3.26,1490.83,223.68,337.44,2713.61,266.88,10934.51,11223.08,244.04,10199.42,503.69,180.83,8112.54,149.19,230.73,294.01,468.34,77.32
2012-08-24,RMA,cache,2,17745.20,755.00,-11717.00,3014.73,3908.00,1.00,0.00,529.58,2.89,1619.75,231.62,325.62,2874.03,282.75,11260.75,11558.05,254.59,10473.69,501.24,179.20,8353.31,149.45,249.90,320.70,453.61,77.98
2012-08-25,RMA,cache,2,17309.60,743.00,-11002.00,2981.75,4200.07,1.00,0.00,543.88,2.31,1787.45,241.40,315.88,3116.23,302.43,11668.77,11920.55,268.26,10852.89,494.08,177.32,8593.56,149.21,271.51,346.96,465.96,78.37
2012-08-26,RMA,cache,2,16167.80,789.00,-9910.00,2510.36,4629.60,1.00,0.00,541.04,1.89,1913.79,253.04,313.80,3415.56,321.87,12122.76,12252.87,281.77,11266.19,483.90,176.04,8865.56,152.06,291.33,364.16,482.46,79.51
2012-08-27,RMA,cache,2,15409.90,802.00,-9224.00,2269.97,4964.90,1.00,0.00,574.21,1.66,1925.18,262.62,340.19,3334.57,335.24,12399.53,12417.31,293.20,11496.64,474.90,176.76,9106.52,155.13,311.47,373.46,500.92,79.52
2012-08-28,RMA,cache,2,15419.80,859.00,-8979.00,2623.93,5058.11,1.00,0.00,614.38,1.54,1974.98,272.44,390.45,3298.91,347.57,12588.69,12553.26,304.47,11699.55,471.67,177.93,9332.62,156.17,332.08,384.50,525.20,79.24
2012-08-29,RMA,cache,2,15668.40,820.00,-9206.00,2557.43,5059.96,1.00,0.00,599.96,1.69,2056.64,282.57,430.52,3473.46,360.20,12785.24,12691.43,316.88,11910.05,472.85,178.72,9570.45,156.87,353.69,395.91,543.68,79.57
2012-08-30,RMA,cache,2,15323.00,855.00,-9212.00,2501.66,4779.97,1.00,0.00,565.46,2.20,2102.08,291.90,466.08,3503.74,371.11,12935.70,12846.80,327.47,12073.29,477.86,179.87,9796.16,158.17,372.91,412.22,569.14,79.72
2012-08-31,RMA,cache,2,15484.70,841.00,-9478.00,2502.15,4716.81,1.00,0.00,549.25,3.17,2169.07,302.33,492.42,3718.88,381.49,13165.16,13077.93,338.86,12309.46,485.52,180.59,10035.73,161.00,389.91,419.82,592.39,80.03
2012-09-01,RMA,cache,2,15362.60,800.00,-10262.00,1889.56,4408.64,1.00,0.00,564.38,4.40,2179.58,310.47,519.83,3726.83,394.74,13287.60,13190.27,348.22,12458.61,498.31,181.96,10256.87,163.54,392.88,425.67,591.18,80.36
2012-09-02,RMA,cache,2,15277.90,811.00,-9889.00,2009.92,4650.79,1.00,0.00,574.04,5.48,2284.88,318.73,537.21,3756.52,410.00,13403.25,13237.19,360.35,12613.61,517.46,183.16,10455.03,163.69,394.80,432.59,573.19,80.28
2012-09-03,RMA,cache,2,16450.50,893.00,-10204.00,2435.77,5205.01,1.00,0.00,564.79,6.32,2293.05,329.13,547.29,3668.09,420.45,13451.86,13284.03,371.53,12691.26,537.74,185.30,10648.62,164.06,387.75,449.78,560.96,80.73
2012-09-04,RMA,cache,2,16729.90,937.00,-9953.00,2587.23,5700.65,1.00,0.00,599.54,6.64,2199.28,338.83,555.34,3365.91,431.38,13372.01,13175.87,383.58,12636.48,554.66,189.21,10817.17,164.88,361.98,454.29,563.90,80.17
2012-09-05,RMA,cache,2,17138.00,941.00,-11400.00,2470.00,4877.11,1.00,0.00,610.54,6.54,2093.13,351.72,560.78,3186.05,443.82,13209.65,12962.75,399.31,12514.87,564.01,193.93,10967.84,166.01,330.68,448.26,570.23,79.45
2012-09-06,RMA,cache,2,17130.30,866.00,-11695.00,2322.42,4715.63,1.00,0.00,593.96,5.70,2129.51,369.03,561.00,3333.79,462.11,13199.50,13003.21,417.53,12551.36,565.08,196.64,11132.44,167.67,308.69,456.77,581.59,79.33
2012-09-07,RMA,cache,2,17719.90,785.00,-11610.00,2440.86,5236.22,1.00,0.00,626.21,4.84,2204.70,387.55,557.58,3504.73,485.53,13350.50,13284.08,436.54,12705.60,565.74,198.36,11300.67,170.28,336.82,498.59,597.53,79.89
2012-09-08,RMA,cache,2,17982.80,804.00,-11755.00,2581.24,5260.87,1.00,0.00,652.63,3.80,2290.43,405.10,556.21,3657.82,510.83,13594.27,13588.30,456.00,12945.31,569.68,200.09,11458.00,172.78,369.71,528.37,601.95,79.92
2012-09-09,RMA,cache,2,17475.70,859.00,-11731.00,2588.48,4851.79,1.00,0.00,659.58,2.83,2551.98,421.73,550.74,4193.29,543.76,14039.88,14011.33,478.29,13359.71,578.17,199.69,11639.16,174.19,415.42,544.96,605.68,80.53
2012-09-10,RMA,cache,2,18436.00,970.00,-11706.00,2687.75,5904.46,1.00,0.00,588.42,2.16,2879.87,439.93,547.37,4756.08,577.83,14630.74,14611.74,500.91,13852.26,588.53,199.64,11866.79,176.31,503.86,592.52,624.85,81.72
2012-09-11,RMA,cache,2,18771.50,996.00,-11070.00,2983.94,6539.90,1.00,0.00,584.83,1.90,3068.99,457.43,557.04,4965.76,608.34,15101.66,15098.61,522.89,14254.60,595.57,201.19,12114.26,176.94,575.34,645.94,640.96,82.23
2012-09-12,RMA,cache,2,19013.50,975.00,-10121.00,3087.43,7563.59,1.00,0.00,617.25,1.93,3264.55,480.51,564.08,5270.99,640.79,15507.53,15447.30,548.25,14623.07,601.62,202.26,12407.67,174.78,630.74,688.50,627.22,82.57
2012-09-13,RMA,cache,2,18923.30,925.00,-10151.00,3081.86,7404.48,1.00,0.00,602.29,2.36,3216.99,504.94,562.56,5168.02,662.52,15685.38,15575.85,571.51,14784.27,610.61,203.96,12684.72,175.19,641.19,711.18,601.24,83.01
2012-09-14,RMA,cache,2,18854.00,880.00,-10036.00,3329.23,7153.33,1.00,0.00,621.00,2.61,3015.50,524.30,563.14,4784.01,673.74,15582.00,15365.40,591.23,14721.03,618.28,206.11,12906.47,176.36,613.82,699.56,598.20,82.34
2012-09-15,RMA,cache,2,18783.60,881.00,-10030.00,3200.18,7238.50,1.00,0.00,610.42,3.03,2917.12,543.27,562.73,4657.33,681.70,15435.34,15138.95,609.05,14646.38,620.09,207.00,13101.91,175.18,578.83,684.17,605.68,82.07
2012-09-16,RMA,cache,2,18511.90,943.00,-9933.00,3355.30,6944.66,1.00,0.00,566.88,3.31,2832.08,558.61,567.45,4436.98,685.19,15267.70,14957.77,621.97,14558.76,615.63,207.87,13249.94,173.98,544.62,676.90,608.99,82.00
2012-09-17,RMA,cache,2,18258.90,957.00,-8593.00,3324.85,8022.19,1.00,0.00,572.29,3.75,2638.15,572.48,579.61,4125.46,682.12,15074.92,14780.30,633.81,14425.62,610.69,209.95,13358.92,173.51,505.24,672.10,611.96,81.77
2012-09-18,RMA,cache,2,17996.00,980.00,-7887.00,3062.80,8665.85,1.00,0.00,559.29,3.79,2415.69,587.94,592.66,3927.51,671.32,14885.77,14561.17,642.82,14311.18,608.50,213.74,13466.05,173.23,444.66,625.85,598.39,80.88
2012-09-19,RMA,cache,2,17499.90,971.00,-7710.00,3000.96,8191.75,1.00,0.00,609.17,3.85,2300.19,595.22,591.27,3847.82,660.08,14818.65,14500.86,640.47,14301.26,607.84,218.65,13568.14,172.80,418.67,605.89,576.61,80.67
2012-09-20,RMA,cache,2,17191.90,980.00,-7134.00,3049.16,8305.89,1.00,0.00,578.48,3.84,2215.98,593.04,581.73,3673.09,648.90,14799.77,14502.46,634.49,14303.87,607.88,225.46,13640.19,172.11,416.21,604.45,569.32,80.17
2012-09-21,RMA,cache,2,16014.90,945.00,-6881.00,3032.26,7324.09,1.00,0.00,589.21,3.46,2244.75,588.06,575.61,3714.62,641.45,14882.56,14585.07,630.18,14392.68,607.01,231.69,13694.44,172.85,418.37,598.96,577.60,80.09
2012-09-22,RMA,cache,2,15668.40,993.00,-7109.00,2978.11,6876.74,1.00,0.00,625.50,2.93,2379.81,582.62,577.81,3910.04,636.38,15088.38,14732.36,625.59,14565.08,603.46,236.98,13737.27,175.65,443.93,598.18,589.73,80.39
2012-09-23,RMA,cache,2,15621.10,982.00,-7233.00,2992.02,6688.81,1.00,0.00,610.58,2.57,2564.14,577.12,581.63,4158.39,635.28,15347.35,14934.21,620.53,14764.41,597.70,241.27,13792.36,175.19,476.81,602.22,588.44,81.00
2012-09-24,RMA,cache,2,15546.30,1036.00,-7377.00,2836.78,6640.00,1.00,0.00,575.96,2.23,2754.71,571.20,584.88,4537.50,638.64,15639.02,15192.20,617.23,14993.73,592.30,245.39,13873.47,170.69,517.89,615.74,600.21,81.41
2012-09-25,RMA,cache,2,15162.40,1118.00,-7156.00,2542.06,6833.36,1.00,0.00,557.67,1.87,2877.61,568.01,594.27,4813.01,643.93,15891.70,15461.90,614.85,15197.84,589.34,251.60,13973.22,166.78,558.70,641.02,609.98,81.89
2012-09-26,RMA,cache,2,14954.50,1046.00,-8033.00,2519.10,5607.73,1.00,0.00,591.29,1.69,3004.23,567.39,598.75,5109.36,651.46,16164.79,15780.43,616.23,15426.28,588.52,257.13,14091.91,162.22,588.96,653.31,594.96,82.44
2012-09-27,RMA,cache,2,14643.20,962.00,-8317.00,2341.94,5104.29,1.00,0.00,630.21,1.92,3073.97,567.48,593.23,5168.18,657.82,16306.57,15893.94,617.33,15550.74,589.94,262.29,14209.12,158.25,617.31,671.70,575.29,82.73
2012-09-28,RMA,cache,2,14576.10,939.00,-8136.00,2362.28,5151.42,1.00,0.00,663.79,2.68,3117.76,570.40,585.24,5211.21,670.09,16354.55,15988.44,621.85,15616.22,592.47,267.21,14324.67,156.46,631.78,687.44,573.40,82.70
2012-09-29,RMA,cache,2,14649.80,959.00,-8235.00,2037.72,5520.90,1.00,0.00,669.00,3.53,3131.82,577.45,584.07,5455.94,678.51,16427.26,16004.02,631.45,15690.83,593.61,272.03,14449.25,154.02,646.30,697.22,596.29,83.17
2012-09-30,RMA,cache,2,14117.40,1008.00,-8036.00,2074.28,5276.57,1.00,0.00,659.88,4.58,2905.55,582.07,599.14,4924.87,670.48,16295.70,15836.49,630.73,15590.00,591.96,280.05,14530.51,150.64,614.94,694.85,629.16,83.04
2012-10-01,RMA,cache,2,14303.30,1038.00,-8107.00,2109.26,5373.62,1.00,0.00,615.13,5.52,2755.33,582.56,626.77,4457.19,660.80,16076.19,15543.08,628.17,15433.99,589.24,288.44,14587.20,146.82,556.72,663.32,656.76,82.19
2012-10-02,RMA,cache,2,13759.90,1054.00,-8034.00,2114.33,4926.18,1.00,0.00,639.17,6.06,2637.44,579.90,649.77,4211.54,651.19,15852.59,15270.97,623.53,15283.51,590.28,298.28,14638.93,139.58,511.14,640.74,661.01,81.94
2012-10-03,RMA,cache,2,13605.90,960.00,-7828.00,2189.92,4744.97,1.00,0.00,656.04,6.13,2453.99,576.25,652.44,3875.73,640.30,15605.03,15035.16,617.83,15104.47,596.85,310.19,14677.63,141.99,473.09,626.01,642.97,81.44
2012-10-04,RMA,cache,2,13565.20,1002.00,-7915.00,1971.17,4817.35,1.00,0.00,671.13,5.89,2422.44,577.78,639.43,4014.77,632.51,15442.31,14983.04,623.31,15012.84,607.67,320.40,14738.36,150.19,438.02,603.27,631.77,80.69
2012-10-05,RMA,cache,2,13249.50,977.00,-7980.00,1513.60,4852.36,1.00,0.00,647.50,5.23,2445.95,581.71,637.18,4265.26,629.15,15454.76,15096.11,622.52,15065.79,620.62,330.90,14787.29,148.60,459.05,616.39,644.97,81.33
2012-10-06,RMA,cache,2,13762.10,1051.00,-8414.00,1495.97,5073.21,1.00,0.00,645.67,4.26,2515.54,576.68,648.42,4280.33,629.55,15574.73,15238.43,618.78,15178.18,629.03,344.30,14784.11,142.68,503.08,634.90,659.60,81.26
2012-10-07,RMA,cache,2,15347.20,1101.00,-9367.00,1651.83,5577.44,1.00,0.00,605.92,3.31,2709.45,568.25,656.81,4507.39,634.89,15755.47,15371.70,618.06,15319.88,632.35,356.40,14790.29,132.62,540.45,642.66,656.80,81.35
2012-10-08,RMA,cache,2,15403.30,1155.00,-9380.00,1802.90,5485.03,1.00,0.00,600.63,2.49,3032.04,566.45,652.45,5023.64,650.33,16060.69,15637.86,618.79,15555.04,637.63,363.18,14825.46,129.04,600.23,663.67,641.99,81.97
2012-10-09,RMA,cache,2,15282.30,1256.00,-9390.00,1749.52,5554.05,1.00,0.00,573.21,1.91,3331.59,566.51,639.23,5544.34,665.84,16469.75,16069.23,620.81,15879.76,645.20,369.36,14898.65,126.82,678.98,703.78,619.71,82.82
2012-10-10,RMA,cache,2,15309.80,1228.00,-9452.00,1902.77,5593.04,1.00,0.00,570.25,1.63,3558.16,565.94,620.03,5893.65,686.93,16832.03,16481.04,624.20,16181.59,646.53,375.91,15012.75,123.64,743.25,749.03,598.57,83.43
2012-10-11,RMA,cache,2,15398.90,1265.00,-9784.00,2023.08,5130.32,1.00,0.00,525.29,1.75,3720.00,569.07,601.93,6210.01,709.85,17142.47,16838.57,633.12,16460.35,638.07,382.47,15167.05,123.54,791.64,786.23,581.15,83.94
2012-10-12,RMA,cache,2,14807.10,1424.00,-10174.00,1741.72,4516.55,1.00,0.00,495.96,1.99,3869.70,577.29,582.37,6471.75,732.56,17418.73,17126.24,645.15,16725.83,619.43,390.18,15355.99,126.74,818.94,818.23,558.22,84.47
2012-10-13,RMA,cache,2,14297.80,1496.00,-9493.00,1729.49,4737.33,1.00,0.00,516.38,2.31,3910.93,589.08,554.65,6462.96,746.58,17568.55,17304.26,658.31,16887.93,598.37,400.00,15543.25,128.25,819.07,848.30,524.86,84.94
2012-10-14,RMA,cache,2,14744.40,1466.00,-8593.00,2124.44,5624.67,1.00,0.00,533.08,2.71,3673.58,601.95,521.07,6021.58,749.68,17510.27,17237.09,667.20,16873.34,579.00,412.37,15698.99,128.39,761.62,840.60,507.93,84.78
2012-10-15,RMA,cache,2,13666.40,1559.00,-8038.00,2213.25,5102.03,1.00,0.00,501.17,3.22,3395.95,611.56,512.91,5513.91,744.46,17326.30,16970.34,673.68,16757.43,553.02,423.51,15819.92,134.88,673.62,800.30,518.63,84.15
2012-10-16,RMA,cache,2,12315.60,1830.00,-7102.00,2281.05,4908.02,1.00,0.00,441.63,3.45,3265.83,617.87,516.76,5360.90,736.48,17180.14,16787.43,678.59,16687.09,529.41,435.22,15925.71,138.61,614.50,763.89,511.79,83.65
2012-10-17,RMA,cache,2,11224.40,2080.00,-6759.00,2297.22,4584.22,1.00,0.00,435.50,3.61,3132.84,623.99,482.90,5286.58,724.82,17109.72,16718.96,681.73,16667.02,523.96,449.66,16011.47,137.20,600.50,757.40,467.72,83.67
2012-10-18,RMA,cache,2,10414.80,2145.00,-6623.00,2254.45,4031.92,1.00,0.00,396.08,3.61,2952.39,626.99,441.40,4983.38,710.77,17054.77,16679.07,676.19,16641.05,520.10,463.54,16066.28,144.50,595.75,753.54,435.90,83.06
2012-10-19,RMA,cache,2,10282.80,2150.00,-6072.00,2226.47,4429.02,1.00,0.00,394.29,3.56,3039.49,626.42,420.42,5200.23,708.98,17120.42,16809.24,674.49,16720.62,516.40,464.90,16136.30,150.62,618.35,761.55,410.46,82.63
2012-10-20,RMA,cache,2,10188.20,2148.00,-5908.00,1910.59,4773.08,1.00,0.00,410.63,3.27,3224.87,625.72,403.52,5667.07,714.54,17364.95,17051.53,677.45,16931.34,515.89,456.81,16216.94,147.86,666.96,777.60,398.00,83.21
2012-10-21,RMA,cache,2,10000.10,2198.00,-5684.00,1804.91,4919.36,1.00,0.00,384.21,2.94,3402.89,624.86,399.35,5965.95,720.03,17694.38,17322.10,676.38,17194.19,499.42,448.49,16288.56,144.40,712.89,779.90,402.17,83.72
2012-10-22,RMA,cache,2,9772.40,2411.00,-5621.00,1364.47,5422.49,1.00,0.00,377.88,2.48,3497.95,619.20,397.48,6054.41,725.36,17963.82,17500.56,672.27,17394.97,451.25,440.68,16359.28,141.53,753.25,779.71,389.82,84.08
2012-10-23,RMA,cache,2,10096.90,2776.00,-5579.00,575.37,7044.01,1.00,0.00,240.33,2.12,3581.77,613.68,373.04,6066.70,725.38,18122.42,17621.95,669.09,17517.79,418.11,433.15,16431.21,139.77,777.77,779.83,352.08,84.13
2012-10-24,RMA,cache,2,10876.80,2705.00,-5603.00,398.64,7979.39,1.00,0.00,231.75,1.93,3672.83,610.38,308.50,6186.67,718.20,18245.32,17735.80,666.79,17622.15,394.63,425.63,16510.94,140.15,807.86,791.00,267.01,84.33
2012-10-25,RMA,cache,2,11891.00,2590.00,-5625.00,546.38,8693.61,1.00,0.00,253.33,1.96,3530.37,609.81,248.86,5992.44,696.57,18243.82,17709.99,664.31,17616.47,346.04,418.21,16594.41,142.36,802.34,795.21,238.14,84.46
2012-10-26,RMA,cache,2,11752.40,2788.00,-7232.00,426.02,7198.33,1.00,0.00,263.04,2.12,3307.30,613.81,243.60,5580.18,674.49,18047.05,17417.07,660.02,17455.00,289.34,407.24,16657.08,146.46,752.18,766.58,250.96,83.75
2012-10-27,RMA,cache,2,12100.00,2647.00,-10082.00,342.49,4544.70,1.00,0.00,285.38,2.68,3322.77,609.36,255.83,5506.71,675.57,17846.71,17159.26,650.49,17304.40,270.50,391.29,16711.49,147.93,719.84,748.11,265.33,83.48
2012-10-28,RMA,cache,2,11561.00,2398.00,-9903.00,855.18,3395.86,1.00,0.00,314.75,3.41,3353.42,597.95,268.47,5498.00,679.19,17699.90,17030.71,643.41,17202.87,273.30,375.16,16746.31,144.92,699.99,749.92,284.78,83.70
2012-10-29,RMA,cache,2,11386.10,2110.00,-8099.00,843.80,4757.95,1.00,0.00,368.00,4.05,3331.22,592.19,284.64,5461.50,682.41,17569.37,16919.19,639.46,17116.54,281.65,362.88,16759.54,143.32,671.96,750.12,311.54,83.75
2012-10-30,RMA,cache,2,11191.40,1834.00,-7472.00,703.65,5044.11,1.00,0.00,449.04,4.70,3377.92,591.10,301.54,5590.63,688.75,17511.18,16934.67,640.58,17098.21,295.28,355.60,16767.27,142.91,653.46,753.17,353.17,83.92
2012-10-31,RMA,cache,2,11192.50,1585.00,-7090.00,601.15,5413.81,1.00,0.00,544.54,4.98,3407.15,591.48,321.86,5773.67,694.57,17550.28,17094.96,644.75,17169.38,314.92,351.15,16782.83,139.53,654.59,764.07,413.55,84.19
2012-11-01,RMA,cache,2,11026.40,1462.00,-6229.00,170.31,6376.58,1.00,0.00,603.60,4.94,3319.75,593.72,353.47,5736.24,695.93,17633.30,17268.49,645.66,17264.83,343.82,347.44,16807.01,139.86,656.74,770.57,490.32,84.32
2012-11-02,RMA,cache,2,10798.70,1376.00,-6173.00,1326.67,4954.83,1.00,0.00,631.21,4.57,3223.56,596.83,395.60,5578.06,697.04,17678.84,17357.72,648.29,17314.53,385.56,344.24,16833.45,145.99,652.84,770.48,563.93,83.90
2012-11-03,RMA,cache,2,11240.90,1341.00,-5957.00,1599.47,5273.19,1.00,0.00,644.50,4.00,3236.69,600.65,438.20,5564.40,700.78,17735.52,17399.51,651.60,17361.18,439.39,341.74,16863.16,143.44,663.21,770.57,609.14,83.60
2012-11-04,RMA,cache,2,11381.70,1321.00,-6227.00,1648.80,5082.93,1.00,0.00,651.79,3.37,3432.05,603.38,471.74,5793.23,710.52,17881.12,17485.42,656.62,17466.67,499.85,339.83,16898.29,144.52,708.80,779.41,632.34,83.62
2012-11-05,RMA,cache,2,11416.90,1311.00,-6559.00,1672.77,4749.46,1.00,0.00,666.46,2.71,3644.35,603.85,501.84,6069.32,721.42,18086.28,17633.98,661.29,17614.63,554.25,338.14,16939.44,151.20,778.22,803.22,644.72,83.97
2012-11-06,RMA,cache,2,11764.50,1300.00,-5851.00,1750.21,5694.70,1.00,0.00,683.08,2.18,3733.80,603.92,532.29,6176.96,728.78,18241.95,17751.37,664.28,17723.91,591.27,336.59,16988.13,155.15,829.49,825.26,655.54,84.21
2012-11-07,RMA,cache,2,11649.00,1276.00,-6291.00,1973.64,5007.28,1.00,0.00,688.58,1.75,3791.80,607.17,555.17,6267.98,740.06,18306.16,17817.29,668.50,17771.52,614.05,335.13,17048.45,153.25,856.85,841.38,669.48,84.11
2012-11-08,RMA,cache,2,11609.40,1235.00,-6300.00,2097.25,4754.23,1.00,0.00,706.38,1.50,4066.49,615.57,556.02,6864.85,765.60,18465.83,18027.72,678.84,17910.08,627.38,333.30,17126.55,156.17,931.75,885.80,680.51,84.69
