datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
1991-04-01,dsm2,base,1,31094.73,30547.73,2239.17,10642.86,21111.49,0.00,1.00,602.95,1.60,3.12,2.26,2.69,360.91,360.91,350.37,420.84,436.19,362.63,270.27,268.47,446.39,163.52,324.39,3516.13,4478.30,2455.31,340.22,340.36,4134.75,329.18,543.57,7440.15,1622.58,273.64,350.49,398.27,526.36,2038.10,274.90,712.89,486.27,255.04,2733.46,145.78,140.44,202.31,463.53,227.44,484.56,435.09,2157.03,436.03,59.60
1991-04-02,dsm2,base,1,25782.33,25162.33,1811.67,10617.06,15188.66,0.00,1.00,761.88,2.01,2.67,1.82,2.61,365.46,365.46,335.17,362.08,489.78,356.33,214.21,214.21,435.54,157.54,320.44,3593.28,4124.94,2346.62,327.84,328.62,3926.89,303.28,373.00,6321.84,1424.28,256.48,335.27,388.07,533.53,1261.09,269.70,705.54,458.06,239.62,3326.49,151.94,168.62,189.67,429.81,228.27,588.21,429.39,2053.53,408.07,54.40
1991-04-03,dsm2,base,1,22516.63,21956.63,1524.71,10655.36,11191.39,0.00,1.00,898.88,1.76,2.87,1.66,2.77,349.43,349.43,325.92,334.22,584.90,340.18,217.96,217.96,417.42,159.96,308.93,3507.97,4004.13,2082.41,317.73,317.96,3561.91,298.05,343.82,5675.58,1278.59,230.06,325.94,378.62,610.08,1351.90,269.72,686.92,435.07,236.29,3351.57,173.38,192.37,206.03,448.90,233.03,718.91,435.11,2191.21,407.26,54.40
1991-04-04,dsm2,base,1,19596.86,19030.86,1327.93,10600.96,8000.48,0.00,1.00,993.68,1.83,3.11,1.87,2.94,315.79,315.79,315.13,318.21,631.32,328.80,235.66,235.66,403.56,175.67,295.03,3240.75,3824.31,2221.23,305.58,305.58,3369.66,304.10,459.08,7287.33,1286.88,246.66,315.18,369.82,690.19,1973.70,255.05,664.80,414.36,246.30,3285.24,188.78,207.78,215.21,463.54,234.52,836.41,432.59,2088.28,387.84,59.60
1991-04-05,dsm2,base,1,16490.35,15886.35,1209.75,10614.66,5091.63,0.00,1.00,1078.70,2.08,3.21,2.41,2.96,291.67,291.67,301.36,302.17,637.76,318.99,295.85,295.85,384.44,187.28,288.50,3028.76,3592.87,2773.24,294.09,294.27,3399.92,305.09,679.24,8845.64,1467.20,308.85,301.42,352.18,788.31,2742.30,245.51,647.35,395.61,253.73,3034.51,198.67,219.75,228.04,487.47,243.56,921.54,412.40,1995.56,374.48,63.20
1991-04-06,dsm2,base,1,15099.18,14415.18,1139.07,10649.86,3741.49,0.00,1.00,1138.78,2.66,3.44,3.41,3.06,283.15,283.15,292.82,298.43,625.96,311.90,397.59,397.59,369.86,200.89,287.03,2891.96,3348.17,3516.30,289.41,290.07,3402.90,299.01,963.06,10075.54,1723.25,409.90,292.79,336.53,881.95,3477.23,244.54,632.25,378.19,259.15,2834.99,205.23,199.84,233.84,495.19,249.94,989.90,397.35,1936.56,372.48,63.20
1991-04-07,dsm2,base,1,14097.51,13313.51,1085.51,10670.56,2767.57,0.00,1.00,1207.75,3.50,3.73,4.73,3.18,297.59,297.59,291.22,328.58,604.22,306.97,586.95,586.95,359.49,218.87,286.81,2759.11,3118.18,4480.40,289.66,290.12,3391.21,290.95,1422.76,11760.18,2168.36,563.10,291.37,326.28,950.25,4479.43,248.19,617.73,362.15,263.26,2835.97,206.45,207.29,236.77,469.36,251.74,1053.57,381.36,1845.76,357.48,66.20
1991-04-08,dsm2,base,1,13291.91,12576.91,1057.75,10195.36,2055.44,0.00,1.00,1242.87,4.16,3.62,5.98,3.00,392.74,392.74,291.74,411.16,588.10,302.04,1044.39,1044.39,347.00,260.77,286.21,2740.00,2900.53,5967.33,290.27,290.69,3332.99,283.64,2395.95,14005.79,3020.78,872.04,291.93,318.92,989.14,6475.41,254.05,608.72,347.11,267.35,2798.57,206.84,215.79,243.48,422.86,250.29,1064.43,357.31,1718.05,385.75,70.80
1991-04-09,dsm2,base,1,13050.46,12399.46,1045.39,10657.56,1378.50,0.00,1.00,1258.94,4.72,3.40,6.94,2.78,496.88,496.88,291.53,580.55,592.18,297.71,1351.22,1351.22,333.77,304.04,286.10,2923.54,2767.98,6964.96,289.57,289.94,3276.91,286.13,3009.59,14152.22,3664.31,1225.51,291.60,315.19,987.53,7100.97,257.28,604.91,334.07,267.84,2921.26,207.28,225.02,255.45,430.08,254.60,1113.13,338.10,1683.24,372.43,70.80
1991-04-10,dsm2,base,1,13378.66,12758.66,1026.95,10603.16,1801.46,0.00,1.00,1268.96,4.91,3.37,7.13,2.80,583.91,583.91,290.44,861.20,609.09,293.33,1577.64,1577.64,323.14,342.14,284.32,3208.27,2811.67,7386.64,287.90,288.09,3242.68,296.22,3333.89,13622.46,4167.56,1400.32,290.53,311.84,943.61,7154.15,259.00,601.28,325.02,267.02,3081.40,210.86,234.74,260.86,440.71,258.09,1148.78,323.94,1705.50,373.24,70.80
1991-04-11,dsm2,base,1,13764.56,13150.56,982.78,10493.26,2217.62,0.00,1.00,1283.94,4.80,3.44,6.85,2.92,704.28,704.28,288.77,1168.36,621.37,290.23,1862.81,1862.81,315.48,394.23,282.36,3570.52,3006.32,7654.47,285.74,285.80,3203.69,314.78,3712.41,13835.60,4647.75,1569.21,288.78,309.13,978.78,7432.25,260.52,596.01,320.46,266.71,3321.02,216.89,232.30,279.34,443.25,267.20,1169.68,317.42,1758.91,385.73,72.40
1991-04-12,dsm2,base,1,14162.48,13548.48,891.67,9543.36,3439.14,0.00,1.00,1320.85,4.42,3.46,6.03,2.95,864.20,864.20,286.68,1432.34,630.05,289.19,2184.07,2184.07,311.52,445.87,281.52,3955.39,3290.36,8002.20,283.89,283.98,3170.44,345.66,4142.99,14473.30,5095.16,1883.42,286.67,306.32,1026.58,7893.74,262.01,582.58,318.79,267.10,3494.89,222.74,218.35,297.60,450.58,282.33,1173.82,311.71,1838.13,331.40,76.40
1991-04-13,dsm2,base,1,13145.34,12547.34,775.00,10478.26,1260.49,0.00,1.00,1324.98,3.81,3.56,4.85,3.06,998.79,998.79,285.28,1638.24,634.41,290.80,2421.04,2421.04,313.50,488.13,282.31,4222.06,3610.10,8323.20,283.42,283.54,3164.66,377.51,4457.96,14800.07,5416.35,2185.45,285.33,303.70,1060.77,8159.08,263.17,563.55,317.50,267.96,3533.58,224.36,200.59,319.98,457.01,297.49,1171.11,307.68,1914.48,395.73,76.60
1991-04-14,dsm2,base,1,12418.37,11824.37,662.25,10532.86,483.27,0.00,1.00,1377.74,3.07,3.56,3.69,3.14,1160.32,1160.32,285.37,1898.57,636.45,295.54,2729.65,2729.65,322.11,554.96,284.81,4439.62,3903.63,8706.88,284.63,284.94,3176.84,426.93,4855.40,15589.60,5660.39,2536.33,285.39,301.63,1071.07,8654.64,263.79,543.90,316.05,270.16,3487.19,221.90,188.47,351.82,449.37,317.35,1146.70,304.56,1983.06,356.56,76.60
1991-04-15,dsm2,base,1,13112.43,12488.43,543.63,10470.96,1453.03,0.00,1.00,1479.82,2.45,3.32,2.78,3.00,1346.88,1346.88,286.94,2169.55,633.23,302.49,2924.72,2924.72,335.19,594.06,289.45,4568.79,4154.21,9130.65,287.81,288.16,3194.62,485.43,5143.13,16088.61,5787.73,3013.47,286.93,299.15,1071.48,8974.06,263.95,523.56,313.91,274.05,3414.16,214.24,186.13,369.52,447.61,339.93,1107.57,301.36,2035.37,332.57,76.60
1991-04-16,dsm2,base,1,12468.89,11832.89,523.80,8564.36,2609.18,0.00,1.00,1458.13,2.05,3.21,2.17,2.96,1313.21,1313.21,290.61,2470.78,632.33,309.08,2731.82,2731.82,352.53,538.43,294.60,4587.16,4351.92,9241.65,291.88,292.18,3172.35,487.94,4942.69,15355.87,5641.65,3190.31,290.57,301.50,1093.57,8601.69,263.87,508.57,312.37,275.38,3316.36,205.60,191.79,355.15,423.12,339.87,1090.10,299.60,2084.83,308.32,76.60
1991-04-17,dsm2,base,1,12305.98,11696.98,471.79,8477.16,2296.56,0.00,1.00,1433.31,1.81,3.28,1.86,3.00,1328.45,1328.45,295.06,2748.35,632.41,317.01,2644.88,2644.88,372.65,525.43,298.69,4691.94,4498.57,9313.98,296.48,296.97,3140.80,505.13,4822.59,15371.02,5603.74,3089.08,295.02,305.29,1113.42,8527.99,263.56,491.94,312.72,279.16,3289.49,204.24,195.99,356.66,441.45,342.52,1110.91,298.77,2139.97,309.50,76.60
1991-04-18,dsm2,base,1,11670.83,11104.83,391.56,7141.46,2841.83,0.00,1.00,1631.50,1.82,3.42,2.01,3.12,1469.30,1469.30,299.91,2880.35,630.41,327.62,2842.23,2842.23,394.67,569.20,304.49,4856.04,4606.91,9663.35,302.14,302.46,3156.23,558.91,5048.83,16293.33,5723.79,3215.43,299.84,306.92,1120.56,9054.66,264.15,470.80,314.47,287.76,3353.40,206.69,204.62,389.87,402.05,369.96,1163.00,298.80,2203.67,312.22,76.60
1991-04-19,dsm2,base,1,11697.88,11183.88,307.90,6811.46,3199.90,0.00,1.00,1546.21,2.14,3.68,2.41,3.28,1624.55,1624.55,304.87,2919.90,623.69,340.70,2995.93,2995.93,420.89,611.02,313.02,5043.45,4759.12,10091.36,308.32,309.17,3194.20,615.34,5287.28,17515.90,5972.57,3428.44,304.78,310.24,1123.85,9598.93,266.75,452.08,315.93,298.77,3343.86,207.95,211.83,412.52,412.26,397.45,1101.24,299.00,2270.79,318.24,79.40
1991-04-20,dsm2,base,1,11735.24,11207.24,213.98,6605.46,4827.57,0.00,1.00,1387.05,2.34,3.54,2.76,3.04,1931.38,1931.38,310.78,3017.58,608.85,363.08,3605.87,3605.87,457.36,776.10,326.55,5337.06,4954.02,11017.27,318.61,319.71,3380.97,754.17,6117.16,19305.17,6593.06,3763.11,310.63,309.59,1129.70,11030.76,272.68,434.98,317.31,319.30,3780.59,217.11,209.29,487.22,357.73,451.09,1030.81,298.13,2381.51,327.30,79.40
1991-04-21,dsm2,base,1,11468.97,10927.97,1367.73,4283.96,7450.40,0.00,1.00,1242.02,2.60,3.40,3.25,2.91,1937.62,1937.62,318.66,3218.93,603.70,379.74,3504.55,3504.55,484.67,754.86,341.89,5490.55,5167.88,11393.97,330.41,332.05,3387.36,762.48,6092.89,18722.78,6789.03,3876.03,318.56,313.87,1136.08,10956.06,277.36,428.56,319.27,327.24,3821.36,216.86,213.63,483.03,340.91,457.70,1032.07,297.41,2437.16,386.05,79.40
1991-04-22,dsm2,base,1,10682.49,10148.49,1347.29,4461.66,5330.50,0.00,1.00,1117.13,2.76,3.35,3.58,2.82,1845.00,1845.00,329.18,3493.44,711.20,393.81,3428.99,3428.99,511.24,739.92,354.15,5693.26,5380.92,11473.00,343.22,344.61,3360.95,738.07,6016.58,18233.59,7088.27,3643.22,328.99,320.41,1094.33,10784.79,280.87,433.12,324.81,332.27,3831.60,222.32,214.14,473.55,389.38,445.36,1369.37,300.83,2507.30,403.58,79.40
1991-04-23,dsm2,base,1,10419.39,9904.39,1521.78,4672.52,5532.92,0.00,1.00,1087.02,2.92,3.27,3.88,2.75,1805.27,1805.27,340.86,3686.83,1075.71,406.80,3481.19,3481.19,532.59,780.58,364.60,5945.02,5561.99,11502.67,355.14,356.89,3370.24,733.84,6114.19,18122.06,7371.25,3529.98,340.70,328.07,1077.30,10847.53,284.58,440.71,332.75,338.94,3921.41,226.81,208.77,489.50,437.81,453.69,1225.56,305.53,2606.52,406.35,79.40
1991-04-24,dsm2,base,1,10557.50,10029.50,1587.74,4159.42,6610.46,0.00,1.00,1182.93,3.00,3.18,4.03,2.67,1769.82,1769.82,351.20,3738.84,1199.05,417.28,3479.61,3479.61,543.90,802.19,374.47,6172.61,5749.38,11482.46,365.04,367.40,3392.80,723.41,6128.30,17974.95,7578.09,3530.35,350.99,334.56,1204.36,10722.03,287.99,455.60,341.57,343.55,3987.25,228.73,211.77,496.81,533.65,459.71,1108.62,307.62,2719.23,443.74,79.40
1991-04-25,dsm2,base,1,10115.68,9540.68,1494.10,4986.82,5184.14,0.00,1.00,1033.13,3.09,3.12,4.19,2.64,1710.88,1710.88,360.19,3748.70,1115.34,424.93,3452.36,3452.36,549.51,791.35,383.17,6356.00,5960.38,11344.74,373.68,375.17,3407.85,696.22,6069.15,17497.61,7721.98,3521.25,360.01,342.11,1174.45,10519.17,290.50,469.95,349.95,344.65,4023.81,229.26,217.38,492.15,693.05,458.41,1135.41,308.90,2832.15,569.02,79.40
1991-04-26,dsm2,base,1,10066.43,9440.43,1622.90,5921.22,3940.55,0.00,1.00,879.11,3.03,3.14,3.97,2.74,1681.83,1681.83,369.22,3757.43,1116.60,431.31,3511.23,3511.23,554.77,823.46,390.09,6542.10,6142.50,11265.46,381.27,383.27,3442.18,682.19,6079.49,17392.09,7749.25,3528.18,368.99,349.44,1115.80,10417.64,292.86,484.86,359.32,347.23,3985.77,230.71,222.26,503.16,694.65,461.51,1107.79,311.93,2947.42,562.62,79.40
1991-04-27,dsm2,base,1,9389.58,8767.58,1661.22,5950.22,2820.10,0.00,1.00,739.10,2.84,3.19,3.65,2.85,1703.49,1703.49,378.31,3769.17,1129.62,437.39,3627.10,3627.10,559.05,871.24,395.97,6717.95,6304.22,11276.52,388.90,390.67,3497.01,690.57,6211.20,18000.04,7931.90,3612.89,378.19,357.32,1144.14,10590.59,296.01,507.83,369.06,352.02,3922.65,234.34,221.07,524.42,563.50,473.76,961.97,317.20,3045.16,433.68,79.40
1991-04-28,dsm2,base,1,8727.77,8109.77,1623.63,5321.22,2411.77,0.00,1.00,653.06,2.60,3.32,3.20,2.98,1764.66,1764.66,387.35,3785.88,1005.69,445.02,3819.33,3819.33,565.30,921.24,403.24,6821.57,6445.93,11448.42,395.49,397.42,3549.01,702.32,6437.41,18333.73,7994.16,3798.87,387.15,365.63,1087.36,10842.83,299.60,544.36,378.94,359.75,3816.46,236.77,231.71,548.67,576.90,491.04,816.16,322.56,3146.08,402.73,79.40
1991-04-29,dsm2,base,1,8010.45,7399.45,1588.11,5343.22,1645.89,0.00,1.00,628.02,2.34,3.37,2.67,3.01,1927.02,1927.02,395.00,3842.70,878.46,453.57,4200.01,4200.01,577.28,1056.80,411.34,6991.26,6581.83,11854.33,402.50,404.39,3663.79,748.57,6883.52,19503.31,8245.72,4137.69,394.85,373.83,979.55,11503.42,304.14,580.00,389.08,370.48,3942.62,246.24,228.19,608.89,541.25,534.04,715.32,326.73,3252.30,417.41,79.40
1991-04-30,dsm2,base,1,7390.55,6790.55,1676.50,5183.72,1610.18,0.00,1.00,639.99,2.08,3.30,2.17,3.06,2049.87,2049.87,402.02,3945.29,759.39,461.63,4417.06,4407.79,590.08,1150.50,419.75,7111.41,6728.38,12277.02,409.31,410.82,3669.77,769.19,7224.66,20103.13,8311.14,4647.21,401.69,380.07,856.74,11904.25,308.14,618.37,398.66,378.81,3978.10,244.85,222.25,646.66,521.54,563.08,660.07,330.63,3305.72,425.95,79.40
1991-05-01,dsm2,base,1,6503.61,5898.61,2078.71,4606.72,2162.18,0.00,1.00,649.00,1.86,3.17,1.86,2.95,1939.39,1939.39,404.62,4141.33,653.98,464.52,4367.20,4367.20,593.67,1154.04,424.84,7159.14,6880.92,12552.27,413.98,414.99,3592.50,730.44,7179.49,20124.52,8229.71,4936.87,404.11,384.77,762.76,11877.57,309.04,695.14,405.78,374.39,3911.19,246.77,216.33,646.97,490.63,562.52,645.31,333.67,3340.39,435.17,79.40
1991-05-02,dsm2,base,1,5158.20,4556.20,2254.12,3310.22,2880.97,0.00,1.00,578.03,1.76,3.21,1.82,2.96,1839.95,1839.95,409.36,4414.57,645.81,469.61,4293.76,4293.76,601.05,1158.57,431.05,7186.88,6966.48,12742.16,417.23,419.49,3476.64,702.05,7068.89,19895.50,8133.40,4945.03,409.08,382.29,695.39,11798.77,309.05,797.30,409.97,370.25,3780.62,247.59,212.26,627.57,646.41,553.10,647.20,334.13,3324.33,499.32,79.40
1991-05-03,dsm2,base,1,5485.72,4919.72,2402.56,3555.82,2246.69,0.00,1.00,507.03,1.93,3.28,2.20,2.99,2026.19,2026.19,415.34,4601.50,623.24,476.50,4654.24,4654.24,612.20,1316.05,432.20,7264.39,6988.58,13111.61,425.72,426.77,3439.34,750.02,7465.46,20855.09,8299.51,5147.40,414.93,386.20,682.05,12389.05,311.93,823.09,412.93,381.98,3804.99,254.26,211.85,703.36,574.80,603.58,589.35,337.53,3370.71,417.04,79.40
1991-05-04,dsm2,base,1,5048.41,4523.41,2334.50,4414.28,516.00,0.00,1.00,436.03,2.29,3.40,2.85,3.01,2185.27,2185.27,419.20,4697.10,565.01,484.43,5028.09,5028.09,620.37,1515.67,439.94,7456.37,7030.20,13704.57,430.49,432.28,3520.38,785.00,7898.26,21762.22,8531.94,5489.32,418.43,392.60,659.58,13088.51,315.32,782.51,417.91,388.67,4056.11,270.55,208.64,797.40,477.75,664.32,529.31,340.09,3451.93,527.81,79.40
1991-05-05,dsm2,base,1,6111.89,5591.89,1967.55,2634.28,2999.65,0.00,1.00,365.04,2.84,3.67,3.75,3.18,2543.86,2543.86,425.22,4846.81,505.90,500.88,5582.18,5582.18,641.92,1778.89,450.20,7690.87,7209.76,14475.90,439.16,441.06,3675.58,889.13,8628.91,23024.67,9122.22,5817.03,424.91,395.79,609.27,14133.97,322.45,729.09,422.59,408.31,4462.00,286.67,207.27,924.57,562.54,744.19,461.51,342.85,3545.36,468.80,84.20
1991-05-06,dsm2,base,1,6603.53,6044.53,1663.34,3928.78,1914.95,0.00,1.00,472.91,3.36,3.68,4.68,3.11,3227.05,3227.05,432.84,5094.41,464.06,531.78,6648.55,6648.55,675.63,2273.61,466.93,8195.48,7456.66,15696.44,452.38,455.27,4094.59,1123.17,9939.76,24943.51,10179.99,6494.83,432.56,400.26,550.41,15993.20,337.17,686.54,426.48,442.19,5320.42,335.53,209.86,1181.34,481.41,924.40,407.26,345.91,3718.58,417.30,84.20
1991-05-07,dsm2,base,1,7127.49,6531.49,1459.68,4749.28,1463.82,0.00,1.00,591.89,3.79,3.59,5.58,3.00,3612.69,3612.69,442.01,5516.86,431.99,566.98,7206.98,7206.98,711.12,2546.31,491.28,8704.10,7795.00,16689.10,469.33,472.48,4454.49,1286.97,10758.91,25279.85,10918.16,7038.04,441.87,405.13,501.12,16910.04,350.22,650.61,432.68,467.44,6196.59,352.11,207.79,1336.85,452.03,1037.45,412.99,348.14,3842.35,407.31,84.20
1991-05-08,dsm2,base,1,6674.03,6069.03,1356.04,5311.28,400.10,0.00,1.00,634.96,3.99,3.53,6.00,2.95,3711.72,3711.72,453.28,6113.94,421.42,599.22,7370.18,7370.18,750.20,2562.43,516.04,9196.61,8216.00,17083.11,488.57,492.44,4627.62,1306.30,11024.22,24966.37,11538.97,7094.28,452.83,408.64,471.59,16865.98,357.82,622.45,439.13,478.36,6761.79,348.54,199.86,1338.92,435.77,1044.31,503.90,351.72,4001.30,401.94,84.20
1991-05-09,dsm2,base,1,6901.55,6297.55,1286.00,4249.28,2068.84,0.00,1.00,695.79,4.05,3.41,6.10,2.85,3803.48,3803.48,469.33,6689.20,481.91,632.15,7640.98,7640.98,798.40,2653.70,543.01,9771.26,8660.46,17292.97,510.83,515.44,4790.27,1344.95,11333.06,24517.29,12055.45,7276.02,468.34,413.24,485.45,16845.90,365.51,598.54,445.19,493.41,7282.19,357.04,199.42,1375.09,417.20,1085.90,599.41,355.63,4208.81,398.05,84.20
1991-05-10,dsm2,base,1,6485.88,5919.88,1244.13,3716.78,1968.59,0.00,1.00,722.91,3.80,3.28,5.62,2.82,3778.68,3778.68,492.68,7115.13,560.94,663.85,7682.10,7682.10,840.47,2603.90,569.88,10199.41,9152.62,17305.20,537.79,541.60,4846.37,1346.23,11351.20,23767.47,12340.20,7416.66,491.57,422.84,537.09,16574.06,370.73,578.07,452.26,501.28,7557.40,350.97,207.39,1375.95,420.16,1089.20,651.12,359.73,4474.28,404.27,84.20
1991-05-11,dsm2,base,1,7477.96,6954.96,1215.08,5095.68,1622.56,0.00,1.00,733.36,3.47,3.28,4.85,2.86,3813.41,3813.41,524.24,7378.46,595.70,694.28,7779.82,7779.82,887.34,2576.63,598.32,10484.68,9617.25,17065.20,565.72,571.13,4735.64,1361.93,11382.86,23010.48,12477.91,7580.20,523.15,437.93,605.54,16150.56,377.46,556.10,462.38,517.89,7532.65,326.83,201.18,1353.91,428.36,1085.12,693.96,364.62,4671.54,429.99,84.20
1991-05-12,dsm2,base,1,7130.15,6628.15,1140.00,4660.28,1745.16,0.00,1.00,743.76,3.11,3.44,4.03,3.10,3913.08,3913.08,546.69,7549.60,649.30,719.95,7970.85,7970.85,936.23,2639.04,622.37,10752.08,9956.48,16943.28,590.61,594.87,4869.14,1405.93,11592.55,22837.91,12636.24,7806.21,545.60,451.72,648.73,16125.95,383.09,537.14,479.92,536.36,7492.05,323.46,196.05,1392.02,445.71,1100.97,724.92,369.10,4973.30,445.95,84.20
1991-05-13,dsm2,base,1,6561.20,6084.20,1096.52,4507.18,2165.25,0.00,1.00,754.16,2.64,3.69,3.20,3.31,4047.24,4047.24,571.49,7681.31,694.32,746.29,8195.14,8195.14,981.71,2733.98,646.23,10885.64,10094.92,16929.06,615.57,618.92,5109.63,1458.13,11762.52,23658.78,12716.58,8079.99,569.97,466.02,684.53,16230.87,388.76,522.37,507.48,555.42,7430.33,315.45,188.64,1456.07,455.74,1154.74,736.58,376.90,5213.88,446.88,84.20
1991-05-14,dsm2,base,1,7366.99,6837.99,1109.23,3799.18,3202.67,0.00,1.00,764.56,2.31,3.36,2.50,3.08,4769.50,4769.50,607.48,7791.83,703.70,792.77,9017.13,9017.13,1058.75,3246.89,680.26,11202.31,10240.12,17532.49,646.26,651.66,5732.51,1710.10,12557.57,25435.55,12989.83,9011.04,606.72,494.98,716.26,17295.35,404.33,502.27,537.38,612.40,7830.73,335.98,183.43,1739.13,469.50,1379.20,745.72,387.81,5562.67,462.85,87.00
1991-05-15,dsm2,base,1,6772.06,6269.06,1105.39,2737.68,2499.10,0.00,1.00,774.96,2.00,3.29,2.00,3.12,4459.00,4459.00,631.22,7993.23,716.39,814.28,8501.61,8501.61,1087.13,2923.99,707.19,11118.13,10396.14,17662.51,671.21,675.17,5395.05,1618.24,12046.70,23626.67,12452.42,9328.15,629.52,513.43,733.39,16698.02,408.38,495.30,572.82,606.26,7291.75,278.85,186.59,1538.61,502.55,1262.17,754.54,396.78,5411.26,523.09,84.20
1991-05-16,dsm2,base,1,8983.37,8499.37,1013.04,1766.58,5841.36,0.00,1.00,846.73,1.84,3.36,1.81,3.11,4241.78,4241.78,637.05,8433.49,739.96,833.47,8222.73,8222.73,1131.96,2765.40,723.49,11159.09,10490.36,17599.77,685.73,691.71,5137.04,1555.18,11770.36,23259.92,12435.10,8941.61,634.11,516.53,742.20,16440.49,409.58,490.44,607.60,601.31,7069.24,269.57,196.04,1452.82,570.77,1204.95,766.61,402.34,5447.81,538.16,84.20
1991-05-17,dsm2,base,1,10016.95,9497.95,973.95,2328.58,7045.80,0.00,1.00,879.87,1.79,3.37,1.85,3.14,4203.35,4203.35,638.79,8631.87,755.81,851.75,8033.58,8017.28,1166.54,2600.80,736.67,11298.83,10567.51,17672.02,701.90,705.97,5206.82,1541.93,11575.16,23737.02,12424.63,8873.87,636.41,516.50,748.62,16523.77,412.47,484.69,625.60,601.59,7176.85,260.81,197.33,1394.52,563.88,1176.43,776.41,407.42,5575.38,544.80,84.20
1991-05-18,dsm2,base,1,10557.34,10009.34,987.45,562.77,10255.67,0.00,1.00,809.27,1.91,3.45,2.02,3.27,4069.27,4069.27,637.94,8633.39,771.99,862.83,7616.21,7616.21,1186.02,2321.12,748.26,11399.34,10772.73,17706.06,710.86,717.48,5285.75,1484.12,11207.80,23753.55,12421.00,8505.34,635.81,514.66,755.22,16390.59,413.48,485.72,632.74,594.69,7224.18,242.21,189.29,1249.56,585.96,1105.78,822.54,411.93,5650.53,555.72,84.20
1991-05-19,dsm2,base,1,12156.36,11631.36,997.39,194.77,11135.64,0.00,1.00,763.18,2.17,3.59,2.36,3.29,3893.03,3893.03,636.99,8613.50,799.42,867.77,7177.52,7177.52,1197.82,1989.26,754.87,11491.92,10963.49,17633.42,717.50,723.79,5519.33,1424.61,10857.90,23821.70,12559.96,7967.07,635.13,512.63,764.61,16247.90,416.21,488.68,635.74,591.42,7245.15,227.56,185.35,1086.18,640.43,978.02,862.89,416.40,5810.07,583.12,84.20
1991-05-20,dsm2,base,1,13317.35,12836.35,1040.55,2493.67,9447.97,0.00,1.00,717.17,2.36,3.69,2.74,3.35,3912.95,3912.95,648.48,8504.32,821.29,873.94,7100.70,7100.70,1209.36,1870.03,755.65,11652.62,11068.07,17590.19,725.92,733.15,6047.08,1469.15,10890.98,24448.25,12874.52,7454.58,647.30,516.28,775.29,16561.93,423.63,482.03,639.05,609.58,7590.65,233.14,185.07,1036.27,621.48,925.73,847.49,420.82,6003.33,578.18,84.20
1991-05-21,dsm2,base,1,12792.38,12295.38,1433.73,4039.37,7607.43,0.00,1.00,528.09,2.48,3.76,2.99,3.39,3827.48,3827.48,677.24,8274.69,835.77,876.34,6801.17,6801.17,1202.16,1646.13,753.67,11842.76,11305.24,17554.27,738.75,744.38,6379.86,1449.62,10736.66,24789.64,13058.50,7085.71,675.85,530.15,800.97,16582.19,427.59,481.10,641.26,616.54,7855.58,225.10,197.45,934.52,533.01,859.12,789.70,432.26,6194.96,554.97,84.20
1991-05-22,dsm2,base,1,12710.62,12205.62,1683.19,3074.87,8771.42,0.00,1.00,442.04,2.59,3.72,3.24,3.29,3815.86,3815.86,701.45,7983.04,824.18,878.57,6774.48,6774.48,1188.27,1587.20,759.22,12019.37,11479.03,17587.72,747.63,753.13,6774.21,1478.09,10722.50,24829.11,13150.52,6859.48,700.67,557.52,828.82,16695.23,432.82,484.11,639.47,628.85,8289.49,229.06,191.80,911.60,537.48,849.13,712.29,447.83,6341.98,566.33,84.20
1991-05-23,dsm2,base,1,12799.17,12283.17,1784.36,2356.47,9415.74,0.00,1.00,425.01,2.73,3.56,3.53,3.13,3582.28,3582.28,707.82,7696.27,700.21,874.90,6344.75,6344.75,1162.41,1437.31,766.72,12102.42,11709.63,17492.07,750.53,754.45,6879.22,1395.71,10404.76,24111.51,12967.36,6545.73,706.99,574.94,799.81,16252.73,434.48,502.56,646.60,615.99,8371.21,227.44,194.00,866.87,600.47,812.88,521.19,453.65,6373.40,601.21,84.20
1991-05-24,dsm2,base,1,12409.41,11859.41,1778.19,1490.17,9692.20,0.00,1.00,447.99,2.78,3.40,3.51,3.01,3217.83,3217.83,704.31,7444.03,512.25,864.25,5862.09,5862.09,1135.69,1279.16,768.86,12162.49,11919.70,17166.79,748.32,752.80,6850.21,1261.42,9720.53,22722.99,12693.73,6125.09,703.00,579.27,725.21,15307.31,430.93,533.26,668.03,589.08,8415.31,223.96,193.52,796.35,666.67,765.00,456.09,456.83,6357.29,632.85,83.60
1991-05-25,dsm2,base,1,11764.26,11205.26,1385.25,670.87,9562.63,0.00,1.00,503.82,2.74,3.49,3.36,3.18,2752.17,2752.17,690.55,7145.48,451.60,848.68,5136.57,5136.57,1101.90,1099.44,763.32,12128.40,12042.02,16518.97,743.37,746.95,6588.12,1096.52,8829.03,21200.56,12329.55,5548.14,689.06,573.44,609.46,14285.40,422.66,568.15,685.18,544.50,8377.84,222.59,192.04,717.32,689.73,709.64,452.20,460.27,6311.09,636.09,79.40
