datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
1991-05-26,dsm2,base,1,11658.82,11114.82,1186.10,536.97,9648.32,0.00,1.00,587.70,2.62,3.61,3.09,3.28,2565.62,2565.62,686.99,6803.07,453.25,835.04,5052.06,5052.06,1081.45,1118.70,755.23,12039.03,12073.76,15984.19,737.52,741.28,6728.90,1051.78,8657.56,21174.19,12145.97,5107.54,684.69,573.27,558.99,14012.89,417.53,584.85,693.35,529.83,8500.58,226.91,194.02,709.49,648.37,691.48,470.26,465.44,6376.43,598.46,79.40
1991-05-27,dsm2,base,1,11508.14,10993.14,1141.13,1223.87,8757.46,0.00,1.00,633.84,2.43,3.50,2.81,3.06,2479.19,2479.19,687.12,6350.97,469.01,820.40,5064.74,5064.74,1048.55,1130.32,746.21,11996.78,12030.34,15708.49,731.92,735.56,7057.81,1023.02,8656.72,21594.86,11891.43,5234.91,684.89,574.00,539.39,13984.73,413.00,578.56,697.71,522.01,8483.93,225.57,195.13,713.67,604.11,685.73,514.79,470.86,6409.72,568.06,79.40
1991-05-28,dsm2,base,1,11798.03,11297.03,1088.42,3407.16,6845.37,0.00,1.00,601.12,2.28,3.26,2.53,2.82,2275.64,2275.64,690.19,5906.19,499.76,802.46,4709.93,4709.93,1013.66,1042.50,737.24,11937.59,12007.07,15461.23,725.14,728.04,7098.41,961.12,8264.45,20748.63,11382.63,5258.39,687.58,576.61,528.95,13465.54,407.98,570.71,692.73,502.59,8284.02,209.14,187.44,681.43,562.80,660.06,579.95,478.72,6300.47,541.67,79.40
1991-05-29,dsm2,base,1,11865.00,11378.00,1059.10,3933.97,6698.19,0.00,1.00,623.92,2.26,3.00,2.35,2.64,2026.85,2026.85,694.33,5649.58,545.82,783.28,4173.67,4173.67,982.72,889.91,725.32,11846.68,12024.28,14964.18,718.57,720.64,6715.97,886.63,7561.95,19440.90,10822.31,4779.62,692.21,580.45,536.64,12669.49,401.68,561.51,686.16,478.87,7874.95,209.57,184.45,610.28,534.44,611.35,631.05,488.85,6073.48,529.54,79.40
1991-05-30,dsm2,base,1,11795.32,11313.32,988.39,4241.07,6593.01,0.00,1.00,703.69,2.22,2.91,2.28,2.61,1812.70,1812.70,697.73,5421.81,600.84,762.40,3687.04,3687.04,951.15,737.38,710.64,11729.30,11936.10,14358.78,709.85,711.30,6218.55,825.64,6882.70,18123.93,10255.17,4247.27,696.37,587.07,574.16,11847.58,394.99,552.34,688.57,456.06,7467.20,204.87,179.00,561.42,536.17,576.59,624.82,497.03,5850.42,540.75,79.40
1991-05-31,dsm2,base,1,11482.68,10957.68,939.48,3044.57,6524.00,0.00,1.00,799.62,2.25,3.05,2.42,2.81,1722.46,1722.46,697.25,5079.54,621.21,739.48,3546.54,3546.54,924.77,711.03,688.86,11524.80,11715.71,13784.46,698.37,699.34,5934.75,797.80,6552.69,17782.69,9839.09,3898.62,696.22,595.94,614.42,11399.49,388.37,532.10,696.59,449.88,7254.91,205.17,176.69,528.36,554.62,545.18,630.92,500.28,5717.59,557.35,79.40
1991-06-01,dsm2,base,1,11222.95,10757.95,918.45,2728.37,6252.13,0.00,1.00,803.98,2.42,3.34,2.67,3.01,1783.83,1783.83,689.82,4723.31,625.15,717.16,3742.62,3742.62,897.37,779.23,666.64,11317.27,11465.71,13466.46,683.45,683.60,6178.32,810.48,6751.26,18639.29,9743.70,4010.09,688.77,609.97,633.22,11548.66,384.20,507.70,702.58,456.44,7198.47,206.55,176.80,554.37,567.25,551.31,677.88,501.55,5681.49,571.50,79.40
1991-06-02,dsm2,base,1,11274.06,10807.06,870.47,3295.07,6304.63,0.00,1.00,845.83,2.61,3.49,3.13,3.01,2059.01,2059.01,673.83,4501.50,628.71,697.56,4307.37,4307.37,871.44,955.73,642.22,11058.27,11324.70,13660.24,664.77,664.54,6790.93,875.38,7375.62,20558.97,9986.13,4341.26,673.51,620.11,640.40,12539.88,385.02,481.95,702.22,477.70,7321.79,211.57,182.64,607.09,577.71,582.65,741.93,502.77,5709.49,581.52,79.40
1991-06-03,dsm2,base,1,12083.70,11592.70,899.52,3600.57,6697.33,0.00,1.00,797.20,2.92,3.46,3.71,2.99,2295.16,2295.16,653.36,4402.89,635.62,684.35,4673.02,4673.02,848.11,1086.57,626.36,10863.43,11190.74,14131.13,645.80,646.28,7372.87,940.48,7880.19,21436.96,10132.64,4720.81,653.69,621.47,654.40,13347.72,389.98,457.28,695.45,492.56,7437.48,215.97,185.05,660.65,584.41,615.16,786.24,504.54,5647.68,590.87,79.40
1991-06-04,dsm2,base,1,11665.33,11185.33,938.46,3087.37,6506.33,0.00,1.00,771.10,3.18,3.44,4.14,2.97,2321.92,2321.92,636.34,4508.77,653.50,675.29,4695.37,4695.37,829.24,1081.59,618.82,10677.50,11054.40,14353.57,632.21,632.78,7480.31,950.52,7937.55,21181.36,10057.15,4739.09,636.58,615.32,676.61,13478.93,392.71,442.10,684.09,492.21,7385.82,215.56,160.09,655.45,591.67,610.62,806.49,506.55,5524.51,595.42,79.40
1991-06-05,dsm2,base,1,11795.33,11358.33,965.72,4332.97,5402.47,0.00,1.00,805.86,3.32,3.43,4.45,2.96,2285.88,2285.88,624.06,4758.99,685.05,668.97,4656.16,4656.16,817.48,1082.92,615.82,10506.85,10927.12,14312.64,622.57,623.48,7551.31,928.55,7985.80,21035.63,10052.59,4620.80,624.10,608.28,706.43,13346.21,393.67,434.69,665.74,486.14,7367.90,215.54,158.05,647.28,592.44,603.93,818.11,508.53,5419.31,598.64,79.40
1991-06-06,dsm2,base,1,11340.27,10936.27,986.02,3407.87,5932.06,0.00,1.00,826.92,3.28,3.52,4.60,3.04,2234.74,2234.74,614.36,4943.75,718.97,662.88,4692.46,4692.46,804.24,1072.57,611.65,10247.23,10757.99,14188.10,614.95,616.16,7611.89,902.58,7948.07,20606.81,10068.10,4502.40,614.34,600.31,735.61,13189.43,391.99,431.31,647.42,479.79,7317.58,212.15,167.64,643.13,599.79,598.84,789.19,510.09,5347.32,592.49,79.40
1991-06-07,dsm2,base,1,10529.53,10149.53,971.78,4455.37,3800.73,0.00,0.00,904.70,3.28,3.75,4.46,3.43,2227.86,2227.86,607.08,5173.01,751.63,656.91,4746.23,4746.23,793.82,1124.34,605.44,10231.36,10473.82,14223.52,609.16,610.33,7673.91,884.22,7989.27,20956.54,11022.93,5191.43,606.83,592.30,763.53,13174.84,389.39,427.38,629.43,474.42,7381.40,214.31,170.39,673.95,590.65,609.44,788.98,510.47,5341.94,595.90,79.40
1991-06-08,dsm2,base,1,10510.05,10144.05,1016.28,2841.87,5421.74,0.00,0.00,900.02,3.16,4.19,4.12,3.89,2429.06,2429.06,601.67,5754.72,751.32,653.33,5139.97,5139.97,793.35,1288.15,601.18,10624.79,10257.71,14627.26,604.04,605.40,7882.86,942.89,8381.11,21982.50,12072.07,5510.26,601.45,582.60,780.37,13721.30,389.52,416.44,618.26,482.54,7856.34,221.22,161.54,749.95,592.37,654.70,808.49,505.98,5430.83,586.59,79.40
1991-06-09,dsm2,base,1,10838.34,10469.34,1043.50,4648.54,3863.59,0.00,0.00,901.00,2.87,4.36,3.73,3.82,2990.35,2990.35,597.55,6622.17,729.03,660.54,6037.40,6037.40,808.88,1644.97,600.46,11376.11,10362.77,15571.52,601.58,602.90,8360.25,1116.59,9453.45,24512.70,13374.59,5951.35,597.44,573.69,783.68,15101.77,397.02,398.81,614.02,507.74,8994.03,239.76,158.14,902.10,581.54,774.82,851.82,493.96,5668.15,579.16,84.20
1991-06-10,dsm2,base,1,10121.24,9759.24,1181.56,5163.34,2596.30,0.00,0.00,879.02,2.73,4.06,3.23,3.49,3433.52,3433.52,595.23,7360.79,727.19,674.48,6649.48,6649.48,837.34,1928.86,612.08,12053.86,10736.35,16635.73,603.27,604.93,8801.57,1254.11,10172.18,25538.16,14216.87,6572.41,594.94,572.94,790.27,16139.31,404.79,389.63,605.81,526.41,9967.88,233.99,151.03,1018.72,565.48,869.68,880.93,488.73,5908.68,565.02,84.20
1991-06-11,dsm2,base,1,10285.57,9903.57,1359.09,4044.24,4041.50,0.00,0.00,837.03,2.51,4.14,2.76,3.66,3090.85,3090.85,592.50,7708.35,772.30,679.92,5968.47,5968.47,860.39,1650.70,621.35,12214.62,11126.87,16847.28,606.80,608.80,8680.86,1139.81,9435.60,23827.40,14345.76,6796.32,591.92,570.13,810.92,15112.52,400.16,398.78,601.37,504.98,9826.45,201.19,148.67,909.66,576.65,792.49,887.29,486.51,5950.83,587.09,84.20
1991-06-12,dsm2,base,1,11029.79,10656.79,1591.79,3826.54,5406.42,0.00,0.00,896.97,2.21,4.32,2.32,3.73,3073.27,3073.27,593.83,8351.48,831.16,689.84,5965.13,5965.13,896.28,1662.87,626.15,12646.59,11531.55,16977.53,612.39,615.15,8829.65,1131.89,9496.63,23780.69,14804.11,6859.00,593.11,567.71,832.95,15129.09,397.31,402.78,600.16,506.63,10428.08,200.10,153.04,911.59,595.88,795.07,874.78,486.38,6190.92,594.87,84.20
1991-06-13,dsm2,base,1,11959.60,11618.60,1806.93,3710.64,7045.37,0.00,0.00,942.97,2.18,3.69,2.20,3.14,3177.13,3177.13,597.18,8942.58,862.77,696.77,6197.07,6197.07,920.07,1694.03,629.81,13091.22,11924.26,17292.40,618.94,621.07,9186.90,1173.40,9811.83,25021.29,15242.04,7076.83,595.97,564.30,856.44,15878.12,394.94,410.71,600.85,514.00,11085.10,201.30,153.49,938.28,598.37,799.55,848.57,486.32,6570.79,614.41,84.20
1991-06-14,dsm2,base,1,13197.29,12865.29,1975.86,3933.54,8045.62,0.00,0.00,1027.96,2.05,3.20,2.00,2.80,2712.22,2712.22,605.53,8905.51,864.82,695.30,5024.59,5024.59,905.43,1226.78,633.83,13010.08,12198.25,17019.95,620.82,623.54,8629.90,1018.96,8376.46,21640.99,14724.16,6934.85,604.45,558.31,855.22,14154.62,390.32,444.97,602.59,476.17,10895.58,173.58,147.51,734.37,653.75,691.13,910.21,480.95,6375.15,684.88,79.40
1991-06-15,dsm2,base,1,14983.91,14696.91,2075.77,3976.14,9858.42,0.00,0.00,1089.97,1.94,3.16,1.83,2.82,2211.64,2211.64,605.05,8892.76,930.48,686.72,3940.08,3940.08,895.54,780.79,626.67,12822.85,12180.41,16122.86,621.09,623.13,7283.08,879.60,7017.73,18953.15,14181.83,6235.84,604.30,559.25,860.03,12347.38,382.64,493.84,606.94,446.61,10428.07,167.97,142.84,570.34,707.64,573.14,983.01,478.01,6289.83,641.10,79.40
1991-06-16,dsm2,base,1,15335.45,15057.45,2108.41,5315.64,9107.35,0.00,0.00,1016.04,1.99,3.24,1.85,2.98,2055.95,2055.95,607.03,9101.83,1015.63,678.29,3467.69,3467.69,894.63,628.49,615.86,12791.79,12206.81,15210.40,618.76,620.42,7032.86,842.38,6492.05,18860.35,13750.04,5728.24,606.53,559.73,911.80,11616.69,376.52,552.64,612.05,441.05,10181.15,164.17,136.73,475.63,664.85,515.50,1056.60,474.89,6470.91,675.54,79.40
1991-06-17,dsm2,base,1,15346.61,15060.61,2140.33,4906.14,9321.99,0.00,0.00,948.03,2.01,3.45,1.94,3.14,1998.76,1998.76,609.51,9296.70,1050.63,666.68,3307.67,3307.67,881.27,566.27,595.79,12736.14,12226.35,14469.63,609.91,612.29,7463.76,866.39,6288.75,19244.60,13330.54,5442.00,608.94,567.22,982.33,11565.73,370.61,597.57,612.99,457.28,9869.08,160.73,132.93,436.06,655.01,474.59,1027.53,472.09,6677.29,701.54,79.40
1991-06-18,dsm2,base,1,15308.53,15012.53,2092.23,4704.54,9379.00,0.00,0.00,885.03,1.97,3.58,1.96,3.19,2062.35,2062.35,597.39,9522.87,1023.10,646.53,3537.80,3537.80,859.21,604.74,569.23,12709.98,12293.83,14125.10,597.52,598.67,8198.10,963.86,6644.94,20497.43,13075.75,5371.66,597.29,567.28,1016.53,12274.59,366.12,618.11,613.72,484.75,9483.77,160.74,133.07,448.88,639.64,468.21,959.35,469.21,7009.62,699.12,79.40
1991-06-19,dsm2,base,1,15762.06,15459.06,2032.82,4055.04,10831.81,0.00,0.00,822.03,2.23,3.26,2.32,2.85,2040.05,2040.05,586.12,9683.31,958.79,641.69,3459.43,3459.43,832.89,603.97,573.23,12664.49,12398.74,14084.91,583.79,585.24,8669.06,962.38,6597.00,20994.35,13014.14,5363.62,586.29,568.54,986.30,12552.09,369.21,656.53,609.47,481.80,9692.10,158.30,133.54,451.71,683.41,491.89,900.59,464.69,7306.84,654.86,79.40
1991-06-20,dsm2,base,1,15447.97,15162.97,1911.13,4820.34,9656.77,0.00,0.00,818.00,2.38,3.40,2.58,2.96,1782.25,1782.25,578.16,9516.39,893.56,634.21,2761.16,2761.16,802.92,472.94,578.51,12560.05,12391.45,13717.40,574.25,575.58,8300.49,831.48,5512.05,18739.37,12672.35,4953.95,578.28,562.93,935.78,10850.21,366.74,724.30,604.79,449.35,9176.27,150.44,137.41,433.54,752.85,483.05,842.74,465.41,7177.76,674.95,76.60
1991-06-21,dsm2,base,1,15650.03,15387.03,1811.34,5910.34,8560.06,0.00,0.00,783.02,2.41,3.40,2.64,2.95,1706.99,1706.99,569.39,9710.41,848.78,622.88,2819.62,2819.62,800.85,502.41,566.46,12418.91,12366.32,13221.27,572.24,573.47,8500.54,832.93,5582.98,19435.68,12430.86,4887.73,569.29,555.00,888.12,10985.65,361.91,743.77,595.07,446.07,8905.54,157.51,139.35,413.96,633.77,446.86,817.84,465.06,7467.14,638.71,76.60
1991-06-22,dsm2,base,1,15558.69,15275.69,1678.44,5206.34,9245.93,0.00,0.00,821.97,2.46,3.25,2.68,2.78,1646.17,1646.17,563.50,9765.94,821.56,613.08,2749.07,2749.07,777.64,501.71,560.87,12337.68,12300.88,13143.70,563.92,565.68,8716.84,818.17,5518.01,19055.48,12328.80,4855.19,563.45,551.61,842.47,10816.19,359.34,748.77,584.17,440.96,9057.94,154.13,138.83,434.70,624.38,463.51,801.53,462.24,7568.25,596.16,76.60
1991-06-23,dsm2,base,1,14976.92,14697.92,1546.38,5367.04,8563.94,0.00,0.00,906.93,2.70,3.22,2.82,2.76,1480.31,1480.31,558.94,9710.72,799.34,600.32,2366.49,2366.49,756.54,433.81,556.34,12244.80,12210.84,12745.09,556.97,557.87,8396.62,720.96,4868.06,18016.19,12076.61,4585.26,558.65,549.89,824.27,9916.15,353.64,768.86,576.53,412.68,8847.29,152.09,140.06,403.31,627.09,439.15,796.76,460.27,7579.81,584.47,76.60
1991-06-24,dsm2,base,1,14877.38,14579.38,1422.36,5322.64,8526.05,0.00,0.00,958.95,2.92,3.44,2.95,3.06,1392.05,1392.05,553.68,9755.47,799.39,587.16,2301.59,2301.59,745.03,439.49,545.28,12123.13,12118.69,12385.82,549.62,550.44,8309.64,701.60,4769.34,17511.46,11848.42,4454.26,553.47,543.19,807.73,9677.09,347.50,768.09,567.90,405.16,8802.86,153.30,144.07,395.58,570.13,427.14,843.12,456.61,7606.67,554.05,76.60
1991-06-25,dsm2,base,1,14851.67,14572.67,1370.68,3887.64,9487.93,0.00,0.00,887.07,2.82,3.80,3.00,3.39,1369.71,1369.71,546.17,9825.87,830.06,573.61,2443.62,2443.62,732.90,477.69,531.11,11984.55,12020.19,12209.14,540.05,540.81,8449.46,704.66,4979.37,18505.89,11693.35,4504.84,546.21,531.74,806.96,9992.20,341.26,744.05,561.51,406.87,8985.92,158.21,147.59,394.57,569.49,417.26,908.93,452.28,7845.04,557.74,76.60
1991-06-26,dsm2,base,1,15484.49,15216.49,1347.66,3715.34,10400.59,0.00,0.00,802.08,2.94,3.67,3.25,3.31,1526.67,1526.67,535.70,10010.99,859.53,561.42,3071.61,3071.61,723.17,592.32,516.47,11882.55,11959.03,12761.88,527.97,528.67,9100.25,770.44,5936.16,20242.36,11919.70,5041.91,535.93,522.59,831.72,11337.10,340.38,702.13,555.16,424.16,9765.60,162.95,147.24,445.62,551.30,454.95,932.38,444.97,8211.62,543.28,79.40
1991-06-27,dsm2,base,1,15973.29,15714.29,1278.06,3913.94,10997.60,0.00,0.00,808.98,3.02,3.87,3.44,3.43,1479.92,1479.92,525.14,9929.37,890.45,552.78,2799.30,2799.30,704.10,540.70,512.99,11891.12,11889.59,12853.06,517.40,518.12,9080.74,717.50,5529.16,19051.67,11972.26,4934.36,525.04,519.61,874.52,10744.67,339.57,694.80,548.93,407.70,9834.00,159.23,142.37,429.24,609.25,445.47,886.30,440.11,8186.84,586.54,76.60
1991-06-28,dsm2,base,1,15484.92,15248.92,1218.10,4723.44,9969.01,0.00,0.00,858.82,2.91,3.92,3.45,3.38,1501.17,1501.17,515.33,10003.33,892.51,546.49,2941.53,2941.53,701.60,560.81,506.97,11865.37,11717.77,12943.43,511.38,512.31,9186.32,709.20,5681.58,19894.33,12025.45,5096.98,515.36,516.70,898.41,10975.94,337.23,682.27,536.77,404.47,9985.68,161.57,137.64,428.77,573.75,438.40,807.92,439.34,8337.20,537.85,79.40
1991-06-29,dsm2,base,1,15640.22,15338.22,1191.24,3629.04,12000.39,0.00,0.00,911.82,2.84,3.50,3.32,2.92,1577.53,1577.53,504.89,9882.69,872.45,539.94,3071.30,3071.30,687.14,603.78,495.89,11762.33,10879.77,13218.26,504.62,505.47,9157.71,719.78,5822.94,20110.67,12092.87,5275.21,504.91,504.62,881.05,11327.58,336.75,663.37,526.59,404.49,9344.67,159.48,157.84,442.19,527.37,441.71,807.90,435.96,8249.45,535.84,79.40
1991-06-30,dsm2,base,1,15200.71,14836.71,1194.56,3991.44,9557.28,0.00,1.00,827.29,2.85,3.32,3.21,2.83,1387.94,1387.94,500.14,8961.13,847.27,532.60,2576.62,2576.62,667.05,498.90,496.72,11536.00,10167.15,12892.84,498.35,499.07,8309.94,652.84,5051.28,18074.02,11513.52,3568.75,500.00,502.36,841.64,10189.31,332.23,665.46,519.88,383.06,8861.22,157.37,158.16,399.84,589.04,413.20,844.97,433.85,7761.87,585.29,76.60
1991-07-01,dsm2,base,1,15567.96,15242.96,1217.13,4608.44,9009.81,0.00,1.00,804.08,2.54,3.67,2.92,3.16,1248.13,1248.13,493.82,7213.72,839.54,524.94,2249.70,2249.70,655.59,429.41,486.82,11138.80,9891.29,12153.10,493.15,493.91,7391.35,615.36,4658.61,17234.83,10737.81,2378.56,493.78,492.62,822.48,9482.25,326.35,650.55,515.35,374.86,8188.41,163.23,153.42,355.55,573.61,384.44,885.05,429.13,7346.42,579.31,76.60
1991-07-02,dsm2,base,1,15454.78,15160.78,1226.43,4831.44,8233.11,0.00,1.00,696.36,2.57,3.75,3.02,3.34,1346.03,1346.03,487.32,5578.77,842.58,513.66,2710.90,2709.11,643.77,501.72,471.33,10676.95,9683.73,11939.34,485.43,486.09,7265.24,666.63,5463.62,19105.08,10254.60,2529.67,487.35,488.79,828.80,10762.36,324.29,602.03,511.48,390.54,7713.93,170.57,153.73,371.15,554.66,387.92,841.00,423.80,7174.06,528.12,76.60
1991-07-03,dsm2,base,1,15140.43,14859.43,1253.93,6751.54,5986.31,0.00,1.00,699.00,2.67,4.03,3.28,3.46,1378.15,1378.15,479.27,4204.07,842.23,509.70,2790.68,2790.68,623.82,488.48,468.93,10303.71,9458.18,12068.45,476.26,476.93,6984.15,675.27,5523.50,19374.54,9655.48,2783.62,479.33,480.41,845.21,10875.49,325.68,576.85,504.64,391.33,7346.69,164.28,165.09,383.72,506.13,404.36,804.08,421.49,6788.26,520.76,76.60
1991-07-04,dsm2,base,1,14645.76,14368.76,1205.14,6671.34,4880.71,0.00,1.00,762.77,2.91,3.96,3.35,3.35,1536.69,1536.69,470.44,3707.10,839.90,505.55,3280.18,3280.18,618.11,583.63,464.02,9988.04,9956.09,12505.62,470.61,471.57,7068.89,721.16,6266.74,20882.58,9475.46,3116.04,470.40,472.55,840.25,11911.13,328.70,543.23,498.09,397.98,7636.32,173.10,177.64,416.91,511.28,432.06,723.68,417.17,6499.12,509.76,79.40
1991-07-05,dsm2,base,1,13758.09,13485.09,1144.99,8395.94,2123.33,0.00,1.00,836.73,3.00,3.58,3.25,2.94,1646.11,1646.11,465.71,3534.42,835.13,506.71,3484.60,3484.60,613.17,643.05,466.90,9812.21,9979.17,12997.67,467.19,468.69,7361.94,731.06,6541.74,20642.74,9164.41,3605.70,465.65,467.22,816.61,12197.45,331.19,526.05,487.52,397.31,7611.87,177.63,180.87,457.55,511.12,453.95,712.39,412.28,6153.00,483.53,79.40
1991-07-06,dsm2,base,1,12807.47,12536.47,1142.63,5957.94,3830.65,0.00,1.00,808.10,3.11,3.30,3.30,2.64,1543.98,1543.98,464.13,3566.84,826.80,505.12,3175.98,3175.98,613.62,583.61,469.11,9647.05,9863.67,12853.55,466.23,467.37,7040.93,682.43,6117.41,18457.52,8710.52,3475.91,464.00,463.52,766.75,11227.23,328.99,524.73,477.05,387.92,7292.56,178.56,183.25,434.65,490.48,438.22,744.96,407.99,5793.31,466.84,79.40
1991-07-07,dsm2,base,1,11842.49,11576.49,1117.61,5021.24,4400.06,0.00,1.00,809.99,3.28,3.27,3.35,2.70,1422.75,1422.75,463.88,3668.64,809.03,500.11,2974.66,2974.66,615.65,567.31,467.36,9396.18,9756.15,12400.05,465.11,466.43,6678.00,637.58,5807.96,17065.39,8275.17,3256.57,463.57,467.04,742.35,10501.10,325.05,528.14,472.35,379.70,7067.46,182.96,184.85,417.04,479.77,419.92,798.22,405.14,5506.22,471.57,79.40
1991-07-08,dsm2,base,1,11189.87,10919.87,1143.12,4358.44,4708.17,0.00,1.00,790.07,3.19,3.39,3.32,2.85,1403.52,1403.52,463.42,3616.17,794.03,494.41,3150.74,3150.74,613.50,611.76,462.23,9151.91,9581.42,12017.85,463.64,464.36,6595.87,635.71,5978.15,16906.72,8287.27,3190.33,463.13,465.10,743.74,10421.20,321.74,525.70,471.25,378.33,6936.00,190.00,181.14,429.93,490.58,420.67,810.21,402.51,5315.15,462.87,79.40
1991-07-09,dsm2,base,1,10970.08,10732.08,1185.49,4057.44,4789.62,0.00,1.00,842.82,3.11,3.61,3.33,3.03,1509.46,1509.46,460.49,3508.60,795.07,489.84,3517.83,3517.83,609.03,731.28,457.60,9037.07,9356.87,11987.38,460.05,460.69,6798.50,655.62,6354.21,17689.73,8428.30,3546.36,460.30,459.65,764.21,10745.68,321.03,518.58,470.74,382.51,6913.03,193.72,173.58,470.06,477.52,444.60,803.11,399.80,5145.93,478.56,79.40
1991-07-10,dsm2,base,1,10773.97,10533.97,1284.29,4060.94,4333.16,0.00,1.00,819.02,2.91,3.54,3.10,2.93,1675.52,1675.52,457.78,3498.97,797.68,488.30,4004.79,4004.79,609.92,872.57,455.57,8934.51,9192.42,12265.84,457.07,457.83,7005.78,689.76,6851.87,19123.77,8610.18,3860.70,457.75,457.53,786.25,11432.76,322.21,513.58,469.58,388.27,6864.72,198.30,166.41,523.51,473.18,475.50,793.51,397.55,5005.72,455.64,79.40
1991-07-11,dsm2,base,1,11150.28,10897.28,1371.22,4139.24,4535.61,0.00,1.00,760.54,2.72,3.27,2.81,2.71,1892.53,1892.53,454.51,3597.34,797.50,490.94,4223.17,4223.17,610.53,971.08,454.12,8953.24,9071.28,12642.72,454.98,455.91,7079.99,725.71,7151.41,19081.78,8512.65,4328.38,454.45,451.04,793.25,11781.85,325.42,511.58,467.98,392.84,6969.57,193.94,156.60,567.97,472.78,511.10,820.32,393.52,4886.24,444.21,79.40
1991-07-12,dsm2,base,1,11290.37,11058.37,1409.33,4634.24,4231.05,0.00,1.00,702.05,2.52,3.16,2.53,2.64,1863.54,1863.54,452.01,3809.52,803.60,492.06,3983.28,3983.28,614.40,879.47,455.19,8847.97,9031.32,12551.90,453.91,455.09,6792.63,715.73,6888.47,18098.04,8425.82,4243.01,451.90,445.29,797.44,11372.25,325.52,522.79,465.07,389.83,6801.25,182.42,146.77,527.73,502.41,487.92,806.57,389.58,4794.40,489.32,79.40
1991-07-13,dsm2,base,1,11830.33,11615.33,1368.95,4694.14,5013.11,0.00,1.00,665.04,2.31,3.14,2.30,2.63,1895.95,1895.95,451.38,4059.64,806.98,494.40,3935.29,3935.29,620.82,837.18,455.13,8740.50,8973.07,12302.02,454.66,455.91,6576.69,733.27,6847.52,17884.42,8453.15,4034.44,451.34,443.55,806.59,11194.41,325.75,527.50,462.31,392.16,6701.64,176.82,138.11,503.87,515.94,473.31,750.67,386.44,4716.21,514.61,79.40
1991-07-14,dsm2,base,1,11962.03,11732.03,1325.48,5330.64,4540.13,0.00,1.00,751.91,2.18,3.23,2.07,2.74,1977.60,1977.60,450.78,4153.68,792.95,496.78,3942.08,3942.08,624.17,818.57,453.71,8641.39,8871.18,12145.93,455.71,456.71,6463.10,765.09,6846.21,18284.05,8560.94,4102.14,450.57,441.82,795.09,11264.32,326.80,524.42,460.83,397.87,6629.20,171.44,130.80,490.10,507.20,463.94,700.77,384.36,4681.82,518.77,79.40
1991-07-15,dsm2,base,1,11638.94,11398.94,1299.10,5604.14,4090.23,0.00,1.00,689.06,1.91,3.19,1.75,2.71,2088.76,2088.76,450.96,4177.64,767.23,500.82,4060.02,4060.02,628.28,827.04,454.67,8570.34,8791.95,12148.77,455.65,456.89,6491.50,818.18,6962.95,19194.81,8636.74,4106.54,450.77,441.28,761.51,11634.32,328.29,517.10,458.99,404.49,6535.26,169.76,126.45,486.69,499.66,470.84,682.22,381.97,4684.64,486.58,79.40
1991-07-16,dsm2,base,1,11094.99,10851.99,1286.56,5014.64,4410.69,0.00,1.00,652.04,1.72,2.84,1.55,2.44,2195.20,2195.20,450.46,4195.89,755.20,503.26,4135.83,4135.83,629.49,813.49,451.85,8545.86,8761.87,12288.33,456.98,458.85,6502.69,882.78,7040.27,19530.91,8540.29,4264.85,450.25,436.21,721.35,12006.23,330.88,504.75,458.14,412.76,6496.32,163.49,125.85,492.85,482.92,480.48,741.55,377.25,4673.42,482.11,79.40
1991-07-17,dsm2,base,1,10387.34,10164.34,1342.90,4996.04,3455.36,0.00,1.00,707.96,1.63,2.70,1.55,2.32,1910.29,1910.29,451.91,4229.54,722.34,506.50,3411.52,3411.52,624.40,614.26,462.82,8558.20,8709.30,12041.66,453.04,455.11,6046.27,774.98,6238.95,17899.17,8019.08,4014.42,451.62,442.90,709.44,10890.50,328.41,531.13,458.08,395.78,6614.61,151.18,126.95,430.22,484.98,465.78,689.14,377.38,4628.37,492.31,79.40
1991-07-18,dsm2,base,1,10404.55,10184.55,1312.78,5291.54,2894.02,0.00,1.00,747.96,1.77,2.66,1.67,2.24,1804.30,1804.30,453.11,4293.64,703.73,506.69,3240.27,3240.27,634.67,579.78,464.14,8438.07,8615.30,11754.39,456.06,457.85,5814.95,752.76,6021.49,17583.36,7956.69,3555.83,452.91,440.86,723.25,10665.50,325.31,541.32,458.46,393.25,6691.17,153.08,131.04,398.27,481.65,434.91,667.22,377.28,4631.22,444.50,79.40
1991-07-19,dsm2,base,1,10338.67,10114.67,1248.81,5053.94,3305.92,0.00,1.00,762.95,1.87,2.49,1.79,2.12,1794.62,1794.62,454.54,4256.97,690.24,506.46,3271.94,3271.94,640.21,591.71,462.35,8364.47,8524.89,11678.34,458.79,460.30,5770.43,772.90,6063.75,17616.80,7911.75,3530.36,454.29,440.40,704.82,10621.21,323.62,543.07,459.70,397.64,6652.20,152.99,136.19,421.55,464.84,444.03,715.17,375.01,4646.24,438.43,79.40
