datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,delta_cu,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_flow,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,oh4,rsl.1,vcu.1,mtz,god,gzl,frk,bac,hol
2013-11-23,SCHISM,slr_base,1,9535.70,7949.69,1099.39,2030.60,701.30,7903.19,1.00,1.00,2.80,6.75,92.40,79.50,-621.80,683.57,638.88,459.94,744.87,683.57,779.96,25605.97,17645.18,13360.35,5094.32,861.17,7612.39,2669.41,630.75,535.16,420.32,760.16,150.37,14249.68,1554.81,13932.91,13075.93,15328.30,1947.55,150.37,2476.64,7640.96,13357.33,728.54,683.57,459.94,18650.02,19815.16,23010.74,721.71,965.02,1077.38
2013-11-24,SCHISM,slr_base,1,9481.33,7930.98,1055.23,2747.58,416.28,7372.71,1.00,1.00,3.45,6.74,92.40,78.50,-337.78,677.97,640.13,472.83,717.36,696.23,779.96,25793.64,17898.37,13649.18,5348.19,894.16,7757.77,2687.01,625.33,550.27,427.75,748.59,150.37,14312.88,1588.68,13948.75,12768.37,15413.32,1996.95,150.37,2597.79,7788.57,13646.34,756.85,696.23,472.83,18526.86,20620.50,22769.11,752.31,970.32,1054.68
2013-11-25,SCHISM,slr_base,1,9152.25,7574.01,1020.66,2164.90,-702.79,8710.80,1.00,1.00,4.14,6.71,92.80,74.20,776.99,679.84,645.12,505.51,707.63,712.81,766.14,25487.01,17658.19,13427.64,5290.77,906.84,7637.96,2657.74,609.69,560.96,442.16,738.26,150.37,14670.11,1601.15,13707.64,12766.19,15417.78,1969.42,166.90,2573.05,7669.34,13423.62,763.66,712.81,505.51,18503.38,20690.57,22837.30,792.32,971.95,1036.82
2013-11-26,SCHISM,slr_base,1,8650.98,7074.33,991.89,3009.33,-1108.84,7742.38,1.00,1.00,4.75,6.80,93.60,73.60,1182.44,675.27,651.57,537.68,739.08,732.47,758.92,25613.62,17819.70,13588.69,5574.31,1028.70,7810.22,2718.55,633.67,571.64,455.50,729.99,150.37,14758.99,1621.52,13549.91,12476.44,15552.22,2033.60,166.25,2735.94,7842.41,13585.51,774.60,732.47,537.68,18591.60,20682.26,22893.76,841.47,969.10,1022.40
2013-11-27,SCHISM,slr_base,1,8325.19,6648.95,990.68,2401.88,-1172.32,8086.32,1.00,1.00,5.08,6.82,94.40,49.50,1221.82,675.06,662.18,556.56,759.74,752.10,743.43,25828.25,18085.94,13938.58,5917.78,1191.08,8023.05,2813.79,663.43,584.20,468.81,729.78,150.37,14833.90,1635.94,13432.99,12477.62,15612.07,2175.53,154.07,2959.74,8056.23,13934.91,792.94,752.10,556.56,18571.37,20519.99,23006.48,886.58,961.35,1014.07
2013-11-28,SCHISM,slr_base,1,8224.51,6653.03,993.67,2545.93,-1227.72,7899.97,1.00,1.00,5.04,6.86,94.80,53.30,1281.02,680.67,672.15,556.56,774.60,773.36,726.26,26195.26,18639.02,14502.65,6451.60,1392.13,8401.81,2948.72,696.64,596.95,476.63,734.33,150.37,14839.53,1668.33,13437.51,12417.94,15781.91,2377.65,150.37,3254.47,8436.94,14498.66,800.97,773.36,556.56,18700.32,20794.19,23100.17,927.89,958.50,1011.23
2013-11-29,SCHISM,slr_base,1,8467.35,6862.77,1010.82,2492.50,-1244.85,8230.51,1.00,1.00,4.75,6.85,94.60,52.60,1297.45,687.31,679.84,545.65,797.47,794.18,735.57,26339.33,18927.57,14923.50,6844.64,1544.10,8680.26,3066.92,719.43,613.45,488.65,744.25,150.37,14834.56,1683.13,13402.70,12779.81,15847.75,2583.99,150.37,3557.96,8715.47,14919.86,805.71,794.18,545.65,18707.12,20803.31,23225.56,963.60,958.09,1016.71
2013-11-30,SCHISM,slr_base,1,8386.52,6767.86,1023.41,2539.73,-1245.97,8116.17,1.00,1.00,4.25,6.79,94.40,51.10,1297.07,697.47,686.06,541.25,819.49,820.31,753.55,26208.95,18850.02,14843.01,6816.33,1463.26,8658.82,3062.94,718.40,621.79,500.88,759.74,150.37,14804.40,1702.64,13375.08,12903.34,15738.11,2629.98,150.37,3557.96,8694.91,14840.19,806.32,820.31,541.25,18673.47,20636.82,23227.77,987.83,957.68,1021.18
2013-12-01,SCHISM,slr_base,1,8327.47,6743.34,1028.70,2544.03,-1251.88,8064.02,1.00,1.00,3.60,6.81,94.60,91.20,1343.08,703.28,692.91,552.58,819.49,842.91,769.44,26035.20,18847.11,14754.51,6680.91,1374.17,8621.32,3053.85,715.71,625.75,513.72,779.55,150.80,14762.30,1710.53,13396.67,12840.67,15623.44,2613.31,150.37,3515.02,8656.03,14749.87,809.00,842.91,552.58,18664.25,20349.88,23103.33,1009.40,958.09,1028.90
2013-12-02,SCHISM,slr_base,1,8061.71,6442.31,1024.83,2519.38,-1181.33,7748.48,1.00,1.00,2.95,6.84,94.60,301.20,1482.53,708.04,700.79,560.54,829.15,863.43,786.14,26216.73,19223.55,14918.54,6816.69,1430.61,8961.05,3124.67,738.26,637.42,525.07,795.82,159.72,14749.21,1746.17,13424.46,12803.85,15626.41,2708.81,150.37,3618.28,8997.90,14914.73,812.08,863.43,560.54,18696.28,20343.95,22991.78,1051.03,959.31,1042.30
2013-12-03,SCHISM,slr_base,1,8570.84,6948.95,1006.17,2507.37,-1050.87,8120.52,1.00,1.00,2.39,6.78,93.60,312.90,1363.77,712.19,704.11,560.54,839.21,884.94,799.74,26044.70,19275.63,15185.89,6938.37,1371.57,8953.05,3111.42,802.21,634.71,538.10,807.76,166.47,14830.91,1743.02,13359.18,13423.28,15493.18,2841.61,150.37,3828.44,8991.47,15183.08,819.08,884.94,560.54,18451.40,20655.54,22772.28,1098.43,971.75,1051.63
2013-12-04,SCHISM,slr_base,1,8699.59,7056.92,987.60,2258.24,-940.10,8369.05,1.00,1.00,1.99,6.77,93.20,237.30,1177.40,729.57,713.63,560.54,840.04,900.50,813.32,25104.09,18307.84,14213.40,5898.32,1040.27,8068.68,2868.46,708.46,613.24,557.61,826.48,151.24,14918.54,1681.55,13363.53,13857.36,15262.40,2366.66,150.37,3081.70,8108.51,14210.74,817.43,900.50,560.54,18056.72,19902.41,22475.69,1059.34,976.84,1067.45
2013-12-05,SCHISM,slr_base,1,8400.97,6761.02,954.55,2279.17,-868.67,7945.02,1.00,1.00,1.74,6.82,92.60,208.90,1077.57,737.22,722.54,560.54,856.25,912.77,819.49,25328.15,18264.23,13931.41,5740.66,1006.55,8091.84,2830.18,659.48,598.83,571.85,836.34,150.37,14884.59,1672.67,13511.11,13631.97,15303.86,2215.67,150.37,2893.58,8126.22,13928.91,822.78,912.77,560.54,18021.00,19905.62,22330.96,1030.53,983.76,1077.98
2013-12-06,SCHISM,slr_base,1,8201.53,6531.34,944.95,2266.60,-223.30,7103.18,1.00,1.00,1.67,6.80,92.20,210.20,433.50,744.25,731.43,560.54,858.92,930.14,833.87,25220.29,18079.29,13597.55,5510.56,842.71,7988.82,2785.00,627.42,602.17,588.80,846.19,150.37,14894.52,1678.19,13645.67,13725.51,15302.70,2096.09,150.37,2718.36,8019.89,13594.37,820.10,930.14,560.54,17827.99,19683.00,22078.17,1028.09,980.71,1076.97
2013-12-07,SCHISM,slr_base,1,8743.08,7033.92,964.89,2258.58,-98.92,7548.31,1.00,1.00,1.76,6.68,91.20,253.50,352.42,742.39,726.88,561.17,858.92,937.49,835.93,24938.67,17957.18,13650.69,5118.20,735.98,7964.93,2701.35,644.08,590.68,593.82,849.48,153.41,14890.88,1690.62,13615.26,13308.60,15132.82,2016.25,150.37,2528.53,7997.24,13648.85,815.79,937.49,561.17,17551.09,19960.55,21735.35,1044.13,980.71,1077.38
2013-12-08,SCHISM,slr_base,1,9147.81,7453.20,991.39,2278.92,-1.73,7862.01,1.00,1.00,2.01,6.67,91.00,170.00,171.73,755.82,743.84,567.04,858.92,943.20,839.21,23919.95,16747.18,12600.60,4210.31,573.32,6992.22,2403.49,549.85,569.34,613.45,855.63,152.76,14869.02,1624.48,13596.55,13202.38,14989.72,1720.97,163.86,2056.39,7021.52,12598.75,815.79,943.20,567.04,17313.84,18944.69,21874.97,1000.04,987.43,1083.86
2013-12-09,SCHISM,slr_base,1,8962.73,7330.60,992.16,2559.80,1.91,7393.17,1.00,1.00,2.24,6.74,91.20,110.20,108.29,764.08,743.84,577.71,855.84,957.07,839.21,23934.27,16584.94,12256.81,4152.91,547.12,6840.54,2340.22,518.98,556.56,625.54,858.92,158.85,14782.03,1625.07,13526.83,12224.39,15042.51,1638.32,164.51,1946.18,6870.62,12253.09,821.34,957.07,577.71,17491.97,18317.08,21932.98,957.89,994.96,1091.14
2013-12-10,SCHISM,slr_base,1,8613.51,7007.64,967.14,2447.66,10.15,7122.85,1.00,1.00,2.47,6.78,91.40,83.00,72.85,760.57,742.39,580.64,840.86,957.07,839.21,24500.00,16792.67,12374.77,4349.87,576.46,6963.97,2339.83,522.55,549.01,631.79,857.28,160.81,14680.39,1640.29,13335.40,11818.25,15157.95,1648.39,152.76,2018.59,6995.06,12371.73,826.27,957.07,580.64,17587.56,18709.38,21863.52,937.69,1001.06,1095.39
2013-12-11,SCHISM,slr_base,1,8459.84,6887.00,936.40,2543.24,-503.30,7356.31,1.00,1.00,2.61,6.79,91.60,69.20,572.50,757.88,741.15,582.74,851.53,958.50,846.61,24629.86,16908.77,12503.41,4504.19,635.13,6996.66,2346.40,538.31,550.06,640.96,849.89,160.38,14670.11,1643.06,12985.13,11869.92,15141.58,1689.83,150.37,2133.80,7031.11,12499.03,829.56,958.50,582.74,17508.58,19045.92,21752.37,931.77,1003.91,1093.98
2013-12-12,SCHISM,slr_base,1,8469.57,6887.36,913.05,2734.86,-610.75,7258.52,1.00,1.00,2.78,6.73,92.00,62.90,673.65,759.95,743.43,595.49,871.22,976.64,842.09,24592.86,16888.99,12513.86,4538.24,627.21,6942.10,2299.46,539.78,548.80,649.08,844.14,150.37,14738.10,1642.27,12723.80,11575.22,15048.30,1704.42,164.94,2136.32,6975.87,12510.32,839.42,976.64,595.49,17419.96,19146.13,21726.29,930.75,1009.80,1093.17
2013-12-13,SCHISM,slr_base,1,8586.82,7010.51,908.67,2555.97,-625.88,7565.40,1.00,1.00,2.82,6.70,91.80,50.80,676.68,757.47,745.70,594.44,878.59,976.64,839.21,24797.25,17182.03,12892.59,4792.73,693.95,7125.17,2340.41,557.82,550.06,654.69,847.63,150.37,14687.36,1651.75,12619.12,11370.66,15034.57,1773.11,160.81,2290.57,7158.15,12890.07,845.17,976.64,594.44,17349.38,19231.29,21699.40,941.16,1014.48,1089.93
2013-12-14,SCHISM,slr_base,1,8658.17,7067.34,911.86,3042.97,-602.24,7129.30,1.00,1.00,2.79,6.64,91.80,46.00,648.24,764.08,745.90,583.36,878.59,976.64,850.30,24431.43,16954.86,12763.67,4705.45,644.08,6984.22,2283.03,545.44,549.43,661.76,857.89,160.81,14612.37,1637.92,12451.33,11414.69,14861.07,1759.55,150.59,2284.77,7016.91,12759.29,850.92,976.64,583.36,17111.18,18790.87,21676.97,940.34,1017.53,1082.24
2013-12-15,SCHISM,slr_base,1,8580.38,6981.59,948.80,4110.69,-613.55,6032.03,1.00,1.00,2.72,6.62,92.00,44.30,657.85,766.55,745.29,580.64,890.27,976.64,858.92,24283.53,16840.10,12655.99,4612.35,593.40,6956.86,2242.59,538.31,543.77,668.41,864.66,169.51,14476.74,1638.12,12373.25,11111.39,14708.25,1737.70,150.37,2232.71,6988.49,12653.13,863.84,976.64,580.64,17034.43,18500.47,21540.87,945.85,1021.79,1070.29
2013-12-16,SCHISM,slr_base,1,8519.30,6924.82,952.91,3428.76,-591.64,6635.10,1.00,1.00,2.68,6.73,92.80,31.10,622.74,773.98,747.35,580.64,913.18,976.64,871.01,24508.31,17155.42,12915.44,4784.12,642.62,7189.17,2317.63,556.56,538.31,670.28,867.32,168.42,14321.69,1648.78,12300.36,11053.77,14664.80,1789.23,150.37,2307.77,7222.13,12911.58,874.70,976.64,580.64,17088.81,18294.22,21489.59,959.93,1020.57,1062.79
2013-12-17,SCHISM,slr_base,1,8432.18,6796.93,930.66,2724.25,-501.74,7140.33,1.00,1.00,2.65,6.92,93.80,31.30,533.04,772.54,746.94,580.64,902.95,976.64,878.59,25163.53,17883.74,13627.96,5386.33,834.49,7746.50,2507.59,602.38,546.70,672.57,870.81,167.33,14206.25,1670.89,12232.32,11449.02,14784.84,1976.45,150.37,2629.60,7784.35,13624.45,874.91,976.64,580.64,17371.55,18448.32,21611.24,976.23,1010.62,1060.56
