datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
1992-03-01,dsm2,base,20,33782.07,33262.07,1398.88,10832.95,119.83,24228.17,0.00,1.00,1071.95,2.43,4.13,2.62,3.87,222.17,222.17,275.86,519.78,657.69,286.62,231.80,231.80,349.15,155.89,260.46,4509.32,5754.69,2687.21,270.37,270.65,8792.94,262.51,583.18,8300.23,2011.79,230.12,276.11,339.23,825.20,2677.35,221.59,475.03,409.85,218.95,6081.17,153.97,169.40,183.13,495.02,199.42,927.33,436.92,4696.28,447.50,63.20
1992-03-02,dsm2,base,20,31082.59,30587.59,1319.09,10835.95,-184.70,21750.43,0.00,1.00,1100.91,2.43,4.03,2.64,3.75,224.82,224.82,268.84,443.67,664.81,278.66,220.43,220.43,333.80,163.57,256.72,4314.57,5203.04,2793.88,264.36,264.47,8615.70,250.78,544.03,7725.36,1893.14,232.85,268.97,326.88,905.43,2303.07,219.51,479.46,387.97,215.52,5936.13,167.08,182.71,188.81,508.40,202.04,1008.39,412.46,4342.68,433.63,59.80
1992-03-03,dsm2,base,20,28480.30,28022.30,1233.65,10836.45,434.63,18442.88,0.00,1.00,1111.96,2.44,4.01,2.67,3.55,225.55,225.55,263.62,419.39,665.97,271.40,226.81,226.81,323.96,173.99,251.99,4096.98,4833.84,2837.08,258.92,259.04,8412.64,244.24,540.28,7441.61,1829.72,233.67,263.68,315.85,983.48,2200.24,217.69,484.62,368.85,215.53,5473.32,177.60,194.98,195.37,517.19,206.40,1063.85,391.11,4059.68,414.42,59.60
1992-03-04,dsm2,base,20,26121.67,25657.67,1172.45,10841.45,721.82,15730.85,0.00,1.00,1145.88,2.30,4.26,2.58,3.59,226.32,226.32,258.41,400.10,653.26,265.62,239.98,239.98,317.35,183.58,247.78,3918.92,4562.11,2874.78,253.73,253.88,8226.72,240.53,567.30,7691.81,1794.67,241.95,258.43,308.09,1036.52,2247.60,216.68,490.50,353.47,217.54,5403.93,187.79,212.02,200.74,517.20,209.76,1084.60,372.02,3830.75,401.57,59.60
1992-03-05,dsm2,base,20,24597.84,23885.84,1136.69,10804.45,-435.66,15365.74,0.00,1.00,1181.87,2.32,4.15,2.46,3.84,223.83,223.83,252.83,388.20,622.49,260.84,291.71,291.71,308.83,191.92,244.09,3612.64,4289.65,3172.57,248.96,249.25,7903.09,239.28,739.27,8789.34,1872.98,291.79,252.87,295.96,1072.22,2809.51,216.11,499.04,345.33,222.25,4752.03,199.45,211.05,206.48,496.20,213.72,1079.72,351.45,3422.41,372.61,63.20
1992-03-06,dsm2,base,20,25104.13,22809.13,1106.62,10412.95,-1872.75,17670.55,0.00,1.00,1201.93,2.30,4.08,2.39,3.74,229.15,229.15,250.94,381.52,601.11,258.27,313.67,313.67,304.48,202.25,243.47,3553.18,3997.38,3405.19,246.49,246.68,7514.15,237.49,793.90,8586.14,1881.34,339.32,250.89,291.67,1088.57,2848.53,218.88,506.53,344.55,225.01,4534.31,202.23,206.24,214.62,532.21,219.99,1082.96,339.97,3347.68,410.00,63.20
1992-03-07,dsm2,base,20,23443.80,21829.80,1101.50,10818.05,-1308.31,15035.55,0.00,1.00,1192.04,2.25,4.08,2.30,3.69,235.03,235.03,251.58,404.52,594.35,257.77,323.14,323.14,308.39,209.40,243.97,3465.91,3807.40,3464.36,246.50,246.67,7157.58,237.51,797.04,8666.10,1912.98,350.27,251.61,292.85,1096.21,2780.17,223.09,512.42,348.04,227.99,4454.40,201.97,199.36,217.89,536.42,222.88,1127.14,331.97,3244.53,420.88,63.20
1992-03-08,dsm2,base,20,24495.23,23552.23,1202.06,10830.95,-1174.28,16040.62,0.00,1.00,1153.03,2.21,3.89,2.27,3.62,243.83,243.83,251.66,428.08,585.75,258.14,363.31,363.31,308.49,212.14,244.93,3358.06,3669.79,3619.75,246.95,247.32,6754.21,237.94,898.57,8940.52,1958.88,390.92,251.66,290.65,1118.21,3032.33,227.56,518.87,351.20,230.91,4403.56,200.62,196.57,218.68,529.96,223.68,1126.79,325.45,3153.72,391.93,63.20
1992-03-09,dsm2,base,20,28624.41,27890.41,1617.66,12560.37,-1357.15,19038.85,0.00,1.00,978.08,2.27,3.69,2.25,3.39,250.33,250.33,252.05,444.00,586.95,257.24,359.51,359.51,306.63,211.15,245.66,3321.30,3567.85,3675.50,247.91,248.10,6427.00,238.14,852.52,8397.67,1951.87,397.14,252.06,288.97,1133.72,2855.63,232.11,523.46,351.71,231.92,4486.77,199.19,204.98,217.60,568.04,223.13,1135.86,320.01,3134.63,375.30,63.20
1992-03-10,dsm2,base,20,33491.65,32856.65,1957.90,12555.87,-931.06,23824.74,0.00,1.00,792.09,2.37,3.70,2.38,3.23,252.22,252.22,252.40,463.79,646.57,257.03,322.74,322.74,304.95,208.15,245.61,3267.57,3516.38,3507.48,248.34,248.42,6096.50,238.38,740.50,7895.67,1924.68,354.74,252.43,287.09,1118.98,2508.11,236.06,526.25,348.89,232.79,4625.77,204.60,195.95,216.96,614.69,222.06,1072.92,314.91,3141.87,379.90,61.00
