datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_delta,cu_total,cu_suisun,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,mrz,oh4,rsl,vcu,mtz,god,gzl,frk,bac,hol,ori
2011-10-18,SCHISM,cache,6,24081.40,22796.00,4278.78,9709.52,18203.93,1.00,0.00,0.91,3.33,90.40,57.00,-389.73,932.06,932.06,661.97,572.27,550.27,687.10,492.87,810.85,18422.24,13298.55,10037.49,4142.16,967.67,8002.34,2781.18,368.41,269.77,563.69,700.58,337.00,13291.18,1173.15,12453.86,10103.88,11672.29,1428.42,171.25,1831.83,8008.48,10037.32,21767.96,388.65,492.87,550.27,12492.96,14833.56,14394.66,483.38,409.71,458.46,594.03
2011-10-19,SCHISM,cache,6,23465.05,22485.88,4169.90,9424.01,17598.02,1.00,0.00,1.54,3.28,87.20,61.90,-551.03,666.40,666.40,603.01,416.93,345.55,418.84,437.92,680.88,17864.73,12773.92,9809.46,3556.84,507.62,7548.88,2630.75,386.95,293.67,642.83,449.15,314.28,12196.18,1199.34,12263.56,9845.83,11656.00,1727.27,420.11,1984.07,7560.35,9809.81,24299.71,375.66,437.92,345.55,13295.20,14594.62,15467.45,469.02,426.90,467.97,505.72
2011-10-20,SCHISM,cache,6,22408.02,21489.73,4117.92,9151.08,16875.56,1.00,0.00,1.61,3.12,84.00,50.50,-448.79,780.94,780.94,434.53,409.92,368.19,321.79,421.39,406.31,16471.38,11344.98,8231.72,1783.73,332.93,6267.51,2051.33,295.60,298.40,696.23,333.14,257.26,11781.65,1114.21,12153.61,9909.58,11760.13,1327.79,237.17,1318.18,6277.91,8229.79,23076.95,406.52,421.39,368.19,13504.09,14282.44,15396.49,424.57,423.51,459.94,444.07
2011-10-21,SCHISM,cache,6,21863.24,20931.43,4093.28,8900.82,16562.40,1.00,0.00,1.69,2.95,82.60,54.00,-439.31,831.29,831.29,372.25,397.80,385.25,275.16,439.20,364.57,14802.91,9474.98,6061.04,933.40,354.53,4898.73,1598.18,293.02,309.99,476.42,277.74,197.75,11790.63,1042.30,11987.57,9581.98,11888.21,1074.54,150.37,931.36,4907.51,6060.68,21929.32,418.84,439.20,385.25,13351.31,14013.59,14757.83,396.31,420.11,444.28,364.99
2011-10-22,SCHISM,cache,6,22410.89,21174.95,4149.11,9531.67,16606.54,1.00,0.00,1.91,3.04,82.40,58.50,-363.29,937.98,937.98,349.19,395.46,391.42,276.02,439.20,326.08,14082.61,8211.05,4752.96,685.03,271.71,3955.04,1420.65,302.69,318.36,353.04,275.16,221.16,11891.93,1038.85,11830.28,8246.08,12028.34,856.87,139.92,696.64,3959.69,4752.77,22302.41,418.84,439.20,391.42,13273.76,13913.57,14104.87,398.65,412.89,436.44,345.77
2011-10-23,SCHISM,cache,6,23364.47,21822.14,4308.25,10676.36,16628.25,1.00,0.00,2.41,3.26,83.00,176.00,-192.11,1101.86,1101.86,348.76,402.69,382.69,275.81,439.20,315.79,14357.93,7853.67,4401.54,642.21,236.52,3514.27,1396.92,251.65,307.85,306.56,275.16,196.01,12048.46,1083.25,11755.38,6837.87,12231.82,759.33,139.92,587.75,3518.59,4401.17,23239.14,409.28,439.20,382.69,13239.25,13795.79,13567.13,426.90,401.84,437.08,350.26
2011-10-24,SCHISM,cache,6,25116.49,23557.31,4515.77,10342.74,18841.53,1.00,0.00,3.12,3.36,82.80,309.40,-138.59,1125.38,1125.38,345.34,389.72,379.28,304.20,429.23,305.27,15607.29,8346.02,4811.78,774.39,217.48,3444.05,1453.12,256.83,295.82,295.82,306.77,161.03,12261.37,1176.38,11791.82,5791.03,12503.07,746.52,137.96,584.20,3447.62,4811.60,24089.64,399.72,429.23,379.28,13242.60,13589.86,13364.53,483.59,398.44,454.01,350.26
2011-10-25,SCHISM,cache,6,26442.29,25201.31,4715.01,9614.60,21041.67,1.00,0.00,3.95,3.29,81.40,312.60,-188.43,1081.65,1081.65,353.46,393.55,395.68,296.89,418.84,319.86,15259.26,8101.84,4702.88,684.40,202.95,3162.12,1339.19,264.60,287.86,295.82,287.21,149.72,12483.35,1180.41,11747.07,5321.12,12646.40,734.12,227.44,544.19,3166.66,4702.51,23383.21,399.29,418.84,395.68,13221.32,13526.16,13416.26,517.29,398.44,479.79,362.86
2011-10-26,SCHISM,cache,6,27522.85,26543.56,4864.50,9467.33,22393.56,1.00,0.00,4.68,3.23,80.40,178.60,-347.86,937.14,937.14,353.46,388.44,398.44,315.57,418.84,310.85,14210.30,6945.30,3676.09,506.56,204.04,2622.70,1115.42,243.01,276.88,308.06,308.27,150.37,12577.70,1109.56,11520.04,5220.93,12642.52,667.17,201.87,505.93,2625.00,3673.85,22677.79,406.31,418.84,398.44,12970.19,13308.44,13026.43,454.01,418.20,481.90,362.65
2011-10-27,SCHISM,cache,6,27848.63,26872.61,5021.68,9424.70,22892.63,1.00,0.00,5.18,3.26,77.80,138.90,-414.08,860.85,860.85,367.34,397.59,401.21,321.79,418.84,336.14,13547.43,6176.73,3007.77,480.21,222.03,2202.29,982.54,253.59,275.16,298.18,316.43,167.33,12570.12,1058.73,11244.07,4329.93,12543.00,593.82,220.73,473.46,2204.43,3007.39,22196.27,417.14,418.84,401.21,12496.16,12850.58,12224.22,420.75,415.23,468.39,374.81
