datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,delta_cu,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_flow,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,oh4,rsl,vcu,mtz,god,gzl,frk,bac,hol
2011-10-28,SCHISM,suisun,2,18416.13,14479.83,4650.34,-10730.42,121.01,12215.04,1.00,0.00,3.58,0.08,81.00,123.90,2.89,366.70,405.88,383.97,306.34,419.69,328.22,14906.88,6794.79,3244.85,380.35,156.68,2466.06,1107.74,235.44,274.51,317.07,301.83,150.37,13419.94,1143.50,13645.34,7154.07,13464.78,564.31,129.47,423.93,2468.56,3244.09,419.69,419.69,383.97,14362.92,14541.67,13868.87,492.45,412.89,507.83
2011-10-29,SCHISM,suisun,2,18378.58,14119.70,4720.44,-11005.71,245.46,11847.86,1.00,0.00,3.92,0.35,81.80,68.20,-177.26,353.68,397.80,362.22,319.22,439.20,315.79,15080.39,6944.59,3343.80,418.41,155.37,2350.64,1067.04,236.52,265.24,331.00,302.05,150.37,13532.02,1124.11,13694.45,7862.64,13557.26,550.06,129.47,410.77,2354.31,3343.24,406.10,439.20,362.22,14295.25,14396.82,13789.28,511.82,411.41,514.56
2011-10-30,SCHISM,suisun,2,18628.77,14051.67,4737.06,-10940.46,382.94,12042.42,1.00,0.00,4.25,0.45,80.00,106.50,-276.44,350.90,383.76,340.63,314.28,458.88,321.79,15954.85,7487.09,3756.61,495.61,157.55,2375.72,1060.76,242.15,260.28,316.43,311.07,150.37,13617.94,1104.30,13772.93,8467.70,13634.31,545.65,129.47,406.31,2379.77,3754.75,399.93,458.88,340.63,14498.66,14475.08,14030.91,535.37,413.53,524.44
2011-10-31,SCHISM,suisun,2,18055.67,13843.28,4749.37,-8782.11,528.53,13494.39,1.00,0.00,3.92,0.01,78.00,671.00,142.47,345.77,374.38,337.85,304.62,459.51,326.50,13859.45,6274.86,2974.17,368.19,152.98,2025.03,894.77,213.36,255.54,316.43,302.48,150.37,13626.63,1072.72,13745.21,8291.60,13568.97,565.99,129.47,427.11,2027.56,2973.79,400.36,459.51,337.85,14075.89,14231.21,13605.40,509.09,421.39,496.87
2011-11-01,SCHISM,suisun,2,18056.44,13813.66,4718.91,-11024.66,416.61,11334.08,1.00,0.00,3.66,-0.16,77.20,186.90,-229.71,338.50,384.39,337.00,308.49,459.51,326.08,11898.46,4984.82,2896.25,283.99,155.37,1644.24,753.14,239.55,243.87,315.79,303.55,150.37,13585.35,1019.36,13611.75,7259.32,13511.11,454.44,129.47,315.36,1644.44,2895.49,410.13,459.51,337.00,13604.73,13841.85,13076.60,333.14,427.75,476.42
2011-11-02,SCHISM,suisun,2,17516.86,13525.00,4530.73,-11114.15,508.95,10424.49,1.00,0.00,3.31,-0.06,78.60,307.60,-201.35,340.85,392.70,337.64,295.82,459.51,337.43,11664.66,4974.59,2583.03,244.52,150.37,1493.88,698.30,197.75,236.52,315.57,295.82,150.37,13540.71,977.45,13302.24,7684.85,13484.19,423.30,129.47,310.64,1498.05,2582.45,411.62,459.51,337.64,13007.29,13331.88,12300.36,303.77,429.66,434.96
2011-11-03,SCHISM,suisun,2,16470.26,12752.52,3929.69,-11042.86,684.28,8672.80,1.00,0.00,2.95,0.00,78.00,256.70,-427.58,334.00,392.27,337.00,286.57,459.51,305.48,13051.27,5791.93,2936.18,291.30,150.37,1670.89,702.03,209.89,229.60,316.43,287.43,150.37,13540.71,971.14,13194.83,7054.01,13434.83,390.99,127.52,280.54,1672.67,2935.42,406.52,459.51,337.00,12692.00,12811.92,11915.47,363.71,386.95,443.86
2011-11-04,SCHISM,suisun,2,16374.90,12793.12,3480.62,-9675.02,811.56,9368.93,1.00,0.00,2.72,-0.00,77.80,229.20,-582.36,322.65,376.94,327.15,351.33,459.51,302.48,12453.52,5514.73,2817.79,264.38,150.37,1552.82,649.49,198.62,228.30,300.54,314.28,150.37,13491.88,959.93,13106.46,6699.10,13350.97,394.83,108.58,290.44,1555.80,2817.98,385.89,459.51,327.15,12501.72,12578.04,11644.13,393.34,372.67,430.29
2011-11-05,SCHISM,suisun,2,16375.30,12881.86,3238.84,-9624.74,1218.23,8771.17,1.00,0.00,2.62,-0.04,77.00,98.90,-1119.33,351.75,365.85,322.00,435.59,454.65,376.30,12409.34,5507.12,2847.14,264.17,150.37,1557.78,641.38,199.70,223.54,295.82,423.72,150.37,13415.25,941.57,12935.93,6852.82,13222.82,395.04,108.58,291.73,1560.95,2846.75,369.90,454.65,322.00,12431.27,12347.78,11556.38,411.41,366.49,412.26
2011-11-06,SCHISM,suisun,2,16174.49,12720.02,3126.14,-9491.96,1306.56,8502.10,1.00,0.00,2.68,-0.23,76.60,113.30,-1193.26,387.38,362.22,317.50,443.01,436.87,454.23,11498.13,4894.34,2396.35,226.36,150.37,1435.79,601.13,185.16,219.64,301.83,439.20,150.37,13284.48,928.91,12796.62,6920.95,13119.88,382.69,110.11,295.60,1439.38,2396.35,363.29,436.87,317.50,12224.56,12168.48,11342.76,413.74,351.33,411.62
2011-11-07,SCHISM,suisun,2,16312.82,12884.74,2965.52,-9077.08,1265.33,8935.94,1.00,0.00,2.94,-0.31,75.80,114.10,-1151.23,389.72,363.29,317.93,479.79,418.84,491.39,11816.05,4791.63,2330.18,220.29,150.37,1382.95,581.27,185.37,213.58,347.05,465.64,150.37,13206.06,908.88,12632.59,6848.55,12993.19,355.60,129.47,281.40,1385.35,2328.83,359.44,418.84,317.93,12068.25,12038.99,11130.30,404.82,349.62,422.87
2011-11-08,SCHISM,suisun,2,16464.30,13020.04,2751.73,-8364.08,1265.97,9585.98,1.00,0.00,3.27,-0.38,74.80,120.20,-1145.77,394.61,367.55,305.05,480.00,418.84,530.75,11909.16,4629.44,2085.59,218.56,150.37,1304.96,558.24,181.90,212.93,398.44,476.20,149.50,13110.66,890.88,12440.37,6668.97,12869.57,333.57,126.86,266.54,1305.97,2085.39,355.17,418.84,305.05,11818.25,11863.48,10895.94,397.17,352.18,420.75
2011-11-09,SCHISM,suisun,2,16528.93,13066.97,2692.72,-9018.15,1289.32,8914.18,1.00,0.00,3.63,-0.42,74.60,106.00,-1183.32,392.48,357.95,302.26,537.47,403.12,541.46,11739.96,4340.82,1789.82,214.23,150.80,1194.91,527.81,180.38,212.93,431.57,502.98,150.37,12988.83,870.19,12232.32,6356.21,12743.99,316.86,129.47,252.95,1195.71,1788.64,355.81,403.12,302.26,11461.43,11567.58,10597.79,381.84,351.54,409.50
2011-11-10,SCHISM,suisun,2,16401.77,12910.66,2632.63,-8133.61,885.32,10015.47,1.00,0.00,3.95,-0.50,74.80,105.80,-779.52,403.54,356.03,299.25,545.86,398.44,583.78,12019.90,4318.85,1714.27,217.69,151.89,1156.01,507.19,181.46,205.99,449.78,546.07,150.37,12794.77,844.35,11980.63,6246.17,12527.00,306.56,129.47,241.50,1158.23,1714.07,354.96,398.44,299.25,11152.62,11205.93,10362.17,370.11,348.76,400.36
2011-11-11,SCHISM,suisun,2,15869.90,12482.79,2608.59,-8132.21,915.32,9430.96,1.00,0.00,3.93,-0.51,75.80,37.10,-878.22,413.96,350.04,299.04,558.66,398.44,573.95,12032.77,4345.62,1728.65,217.69,151.24,1118.05,482.75,179.51,202.30,466.91,546.07,150.37,12574.84,819.08,11799.62,6256.39,12303.74,302.26,124.03,233.93,1120.47,1728.06,343.42,398.44,299.04,10999.36,10963.36,10277.92,357.52,339.99,386.31
2011-11-12,SCHISM,suisun,2,16031.50,12397.73,2595.65,-8152.60,776.70,9697.84,1.00,0.00,3.82,-0.44,76.00,50.70,-726.00,414.17,345.55,298.61,560.54,398.44,585.87,12307.59,4647.26,1881.23,222.46,150.59,1141.28,473.25,181.25,194.06,479.37,560.54,150.37,12334.96,790.26,11590.33,5980.27,12046.43,286.14,129.47,225.71,1142.69,1881.03,339.35,398.44,298.61,11053.26,10903.80,10426.65,348.12,333.79,380.56
2011-11-13,SCHISM,suisun,2,16387.47,12727.51,2553.93,-8855.90,654.27,9431.24,1.00,0.00,3.55,-0.52,76.20,59.30,-594.97,424.57,345.34,298.18,558.87,398.44,585.25,12232.66,4683.06,1882.21,220.51,150.37,1126.33,451.26,176.46,192.10,502.14,560.54,150.37,12070.45,773.36,11491.33,5998.44,11872.46,287.43,118.16,223.54,1128.55,1882.01,338.07,398.44,298.18,11038.76,10959.78,10428.37,339.99,327.36,372.89
2011-11-14,SCHISM,suisun,2,16705.58,13024.94,2524.92,-8513.58,574.95,10141.98,1.00,0.00,3.16,-0.52,76.40,74.30,-500.65,418.20,339.56,294.74,560.54,389.08,586.29,11976.78,4706.37,1924.28,213.14,150.37,1122.29,434.53,171.68,192.10,523.60,552.58,150.37,11875.51,758.71,11378.48,6058.70,11747.58,273.22,124.90,214.88,1123.91,1924.67,325.43,389.08,294.74,10979.40,10969.17,10363.55,333.57,317.93,367.13
2011-11-15,SCHISM,suisun,2,16867.97,13218.13,2477.44,-8835.14,441.34,10068.93,1.00,0.00,2.71,-0.41,76.60,52.20,-389.14,416.93,322.86,286.57,576.67,378.00,586.71,11736.82,4692.05,1959.07,202.74,150.37,1111.58,420.75,168.64,192.10,537.68,561.80,150.37,11721.98,747.56,11270.11,6172.78,11631.74,266.11,129.47,209.24,1112.99,1959.46,320.29,378.00,286.57,10896.28,10921.72,10287.36,324.58,314.07,363.50
2011-11-16,SCHISM,suisun,2,16914.94,13329.33,2470.71,-5544.30,297.92,13543.43,1.00,0.00,2.31,-0.37,74.80,87.30,-210.62,399.93,316.64,291.95,585.45,375.23,591.52,11823.17,4776.60,2031.07,197.31,150.37,1109.15,408.65,162.33,192.10,543.35,580.64,150.37,11572.85,734.33,11174.42,6193.07,11503.39,258.34,129.47,206.21,1112.59,2031.07,317.93,375.23,291.95,10873.57,10874.26,10293.71,316.21,309.13,353.25
2011-11-17,SCHISM,suisun,2,16845.13,13370.30,2428.09,-6578.39,252.42,12442.41,1.00,0.00,1.93,-0.61,74.80,126.40,-126.02,435.38,341.70,285.49,600.50,357.52,594.65,10821.48,4293.35,1823.98,184.50,150.37,995.16,378.22,157.55,192.10,558.24,590.89,150.37,11461.09,741.57,11157.90,6385.21,11454.80,262.44,125.34,206.64,996.18,1824.38,316.43,357.52,285.49,10773.63,10825.75,10055.72,306.77,307.42,338.50
2011-11-18,SCHISM,suisun,2,16774.94,13399.59,2413.30,-5110.26,312.96,13765.02,1.00,0.99,1.64,-0.31,75.00,215.60,-97.36,424.99,328.86,297.75,599.25,357.52,614.49,11017.10,4326.42,1713.29,183.20,150.37,985.80,362.86,157.98,189.93,560.54,600.71,150.37,11371.34,728.74,11038.59,6761.84,11351.10,244.74,118.38,196.23,989.06,1713.88,317.93,357.52,297.75,10546.94,10668.13,9724.26,303.55,305.27,332.93
2011-11-19,SCHISM,suisun,2,16912.21,13627.01,2438.42,-5749.40,388.24,13213.00,1.00,1.00,1.47,-0.07,71.20,139.80,-248.44,438.77,347.91,284.85,600.29,342.77,606.35,11430.50,4380.69,1625.67,186.24,150.37,1001.06,362.01,157.33,185.81,564.31,600.71,150.37,11260.75,712.81,10884.84,8119.90,11210.53,243.87,124.25,191.89,1004.11,1626.26,316.43,342.77,284.85,10720.98,10619.19,9896.66,297.11,295.82,317.50
2011-11-20,SCHISM,suisun,2,17173.44,13848.92,2533.34,-5792.28,534.61,13379.89,1.00,1.00,1.44,-0.33,71.00,89.80,-444.81,453.38,367.55,304.62,616.99,337.00,610.52,9462.35,3382.01,897.63,160.38,147.97,803.65,326.93,144.93,184.94,579.60,607.39,150.37,11149.72,720.26,10872.21,9559.35,11247.64,244.52,110.76,203.39,805.29,896.41,304.41,337.00,304.62,10443.80,10477.22,9753.41,295.17,293.88,294.10
2011-11-21,SCHISM,suisun,2,17704.59,14425.94,2587.52,-5774.75,495.52,14021.83,1.00,1.00,1.39,-0.36,70.40,96.90,-398.62,449.36,371.82,299.47,597.58,337.00,618.66,9987.58,3171.19,836.96,153.85,144.49,724.81,319.00,144.49,184.29,580.64,598.41,149.50,11142.40,716.74,10797.04,9560.21,11169.14,228.30,113.37,191.67,726.06,837.37,303.98,337.00,299.47,10526.22,10341.59,9775.15,280.97,282.91,303.98
2011-11-22,SCHISM,suisun,2,18117.46,15052.36,2515.32,-5327.12,501.20,14804.46,1.00,1.00,1.46,-0.48,69.80,84.30,-416.90,430.72,353.89,319.43,559.08,337.00,610.11,10174.00,2873.41,661.14,152.76,135.57,647.62,305.48,139.70,173.64,582.32,564.52,147.54,11068.94,707.21,10738.93,9673.52,11105.59,209.89,124.03,183.20,647.83,660.52,303.55,337.00,319.43,10453.57,10340.21,9450.07,272.14,274.94,297.75
2011-11-23,SCHISM,suisun,2,18046.45,15024.66,2429.03,-4886.58,510.60,15078.30,1.00,1.00,1.75,-0.55,69.60,61.80,-448.80,414.59,363.93,330.15,551.53,336.57,585.25,10218.09,2582.26,504.46,150.37,135.57,573.74,288.29,138.18,172.12,589.22,543.14,147.54,11009.94,699.34,10618.33,9740.47,11050.36,198.83,139.27,174.51,574.37,503.83,303.12,336.57,330.15,10221.42,10186.03,9119.81,258.77,272.36,292.16
2011-11-24,SCHISM,suisun,2,18142.42,15154.06,2376.87,-5040.44,604.39,14874.46,1.00,1.00,2.12,-0.52,70.40,70.90,-533.49,410.35,357.74,333.79,580.64,316.43,566.62,10545.20,2555.60,413.53,150.37,141.88,531.80,278.17,139.49,168.86,572.06,567.46,147.32,10949.54,680.46,10412.25,9777.90,10945.62,188.63,145.58,167.77,532.43,413.53,303.34,316.43,333.79,9916.65,9907.52,8846.78,243.66,270.85,287.64
2011-11-25,SCHISM,suisun,2,18854.59,15798.94,2338.79,-5036.76,452.53,15704.09,1.00,1.00,2.58,-0.38,69.40,89.10,-363.43,406.95,354.96,341.06,599.67,316.43,582.11,11339.36,2820.27,492.24,152.98,154.50,509.30,270.85,151.24,167.77,566.62,585.25,149.28,10867.60,648.24,10207.17,9836.01,10736.19,183.85,147.54,166.03,509.30,491.60,303.34,316.43,341.06,9879.95,9847.73,8876.36,232.85,269.13,282.05
2011-11-26,SCHISM,suisun,2,19623.18,16603.91,2310.08,-5008.81,602.21,16322.25,1.00,1.00,3.06,-0.40,69.00,68.00,-534.21,421.81,358.16,344.27,620.33,316.43,594.44,10238.35,2580.34,381.41,150.37,161.03,465.22,252.30,150.37,169.07,543.77,604.68,150.37,10740.64,640.96,10171.26,9925.60,10605.84,188.20,146.45,168.42,465.43,381.63,304.84,316.43,344.27,9713.90,9675.24,8874.97,221.59,266.97,267.19
2011-11-27,SCHISM,suisun,2,20073.09,17124.83,2285.16,-2585.03,745.60,19027.62,1.00,1.00,3.39,-0.54,68.80,68.70,-676.90,507.62,426.69,349.83,640.75,299.90,613.86,9401.82,2263.49,331.43,151.02,171.25,424.78,240.20,151.46,171.25,535.58,628.25,160.16,10633.91,624.71,10109.04,10030.61,10504.29,190.37,150.37,171.68,424.99,331.43,313.64,299.90,349.83,9406.29,9417.54,8633.18,206.21,268.05,259.85
2011-11-28,SCHISM,suisun,2,20183.49,17227.04,2268.05,-3876.47,789.27,17785.80,1.00,1.00,3.63,-0.66,68.40,80.70,-708.57,558.66,473.25,357.74,640.75,295.82,639.29,9187.67,2248.78,326.93,165.38,171.25,399.29,227.01,152.76,171.25,558.66,640.75,165.16,10498.29,600.92,9895.63,10156.14,10363.72,184.29,150.37,177.99,399.08,326.72,317.50,295.82,357.74,9113.90,9150.00,8257.64,198.83,267.62,254.24
2011-11-29,SCHISM,suisun,2,19942.44,16980.97,2217.65,-3667.87,787.65,17704.56,1.00,1.00,3.76,-0.69,68.20,380.00,-407.65,560.54,496.24,352.82,657.40,295.82,640.75,8896.16,2170.10,313.85,171.25,171.25,373.74,219.43,157.55,171.47,577.50,642.00,171.25,10358.23,576.04,9666.96,10220.73,10212.32,184.72,159.29,177.99,373.95,313.85,319.22,295.82,352.82,8814.23,8833.55,7927.33,192.54,266.11,247.98
2011-11-30,SCHISM,suisun,2,19480.27,16542.46,2153.50,-3293.91,733.35,17606.52,1.00,1.00,3.86,-0.71,68.00,504.80,-228.55,588.17,518.35,356.03,660.93,295.82,655.32,8098.93,1848.70,349.62,171.90,174.51,351.54,217.69,170.16,178.86,590.26,660.72,171.25,10239.45,554.67,9514.58,10309.67,10148.57,183.64,160.81,177.12,351.54,349.83,318.79,295.82,356.03,8568.98,8506.30,7945.25,179.07,259.85,234.79
2011-12-01,SCHISM,suisun,2,19076.73,16142.08,2086.52,-8504.19,788.03,11871.03,3.85,1.00,3.66,-0.60,68.40,234.60,-553.43,530.96,444.28,357.95,668.83,295.82,660.72,7032.20,1521.49,475.36,174.07,179.07,308.27,216.61,171.25,184.72,603.01,660.72,171.25,10169.88,518.98,9460.45,10513.88,10069.48,184.50,152.76,177.77,308.06,475.99,311.71,295.82,357.95,8563.39,8376.98,8228.92,171.25,243.87,209.24
2011-12-02,SCHISM,suisun,2,18373.25,15459.34,2026.03,-10910.26,870.70,8618.32,0.00,1.00,3.54,-0.41,69.60,336.80,-533.90,470.71,315.57,346.62,680.67,304.20,679.42,8544.09,2008.65,427.11,177.77,173.86,327.58,218.99,171.25,185.37,614.07,660.72,173.64,9963.66,496.66,9239.14,10379.67,9784.46,183.85,150.37,177.55,327.36,427.54,294.74,304.20,346.62,8540.18,8396.74,7931.20,171.25,222.68,210.33
2011-12-03,SCHISM,suisun,2,18345.35,15403.22,1954.44,-10303.08,956.57,9040.14,0.00,1.00,3.43,-0.23,72.00,113.90,-842.67,451.90,285.49,322.65,692.70,316.43,687.10,8736.80,2195.70,598.20,176.25,171.25,358.80,222.68,181.03,186.46,617.83,668.62,192.10,9813.94,498.35,9247.98,10093.56,9676.28,184.07,150.37,176.68,358.16,597.79,262.23,316.43,322.65,8913.58,8464.03,8656.20,187.98,212.93,193.84
2011-12-04,SCHISM,suisun,2,18622.35,15685.22,1920.06,-10275.96,980.40,9286.05,0.00,1.00,3.26,0.15,73.00,119.40,-861.00,439.62,278.17,341.92,720.88,316.43,707.63,11848.41,3539.03,825.24,183.85,171.25,495.82,233.93,184.94,191.67,623.87,683.99,192.10,9547.59,462.90,9170.99,10040.41,9367.52,191.24,139.49,182.33,496.45,824.83,256.62,316.43,341.92,9702.86,9285.76,9209.67,192.10,200.35,201.22
2011-12-05,SCHISM,suisun,2,18625.26,15683.43,1908.70,-10292.06,1020.39,9221.52,0.00,1.00,3.14,0.04,72.20,88.80,-931.59,460.99,283.56,345.13,740.32,316.43,721.71,12229.02,3884.52,933.40,177.99,166.03,597.58,243.87,181.46,192.10,629.29,700.17,191.45,9396.94,462.68,9277.27,10008.41,9374.44,194.06,129.47,182.11,598.62,933.20,255.97,316.43,345.13,10122.62,9894.08,9710.28,192.10,197.96,213.79
2011-12-06,SCHISM,suisun,2,18687.53,15928.17,1846.88,-10994.16,1034.24,8506.01,0.00,1.00,2.88,-0.09,73.40,80.30,-953.94,468.81,280.54,345.77,747.14,316.43,737.64,11720.90,3695.53,784.08,174.29,153.63,617.62,246.47,180.16,192.10,634.92,717.98,189.93,9375.83,460.15,9333.92,9980.18,9418.23,192.97,129.47,180.81,618.87,782.84,255.97,316.43,345.77,9971.06,9902.69,9551.05,192.10,205.99,217.26
2011-12-07,SCHISM,suisun,2,18879.44,16196.82,1803.87,-11000.47,1021.93,8660.91,0.00,1.00,2.87,0.18,75.40,76.80,-945.13,461.20,274.73,341.28,760.16,316.43,753.96,12065.33,4027.52,857.89,174.51,150.37,688.76,263.74,184.94,192.10,638.04,739.08,187.54,9373.58,441.31,9370.11,9959.18,9409.58,184.72,120.12,174.51,689.80,857.48,255.54,316.43,341.28,10086.34,10042.13,9661.78,203.17,207.94,221.16
2011-12-08,SCHISM,suisun,2,19545.37,16842.86,1776.90,-10729.44,979.99,9612.84,0.00,1.00,2.83,0.40,73.80,75.50,-904.49,438.98,271.07,328.86,761.19,324.79,760.16,13293.19,4781.00,1236.15,173.86,150.37,840.65,295.17,191.89,192.10,639.08,743.43,185.37,9365.44,417.14,9496.42,9951.95,9424.98,186.02,112.50,167.55,842.91,1236.75,255.32,324.79,328.86,10642.46,10562.18,10248.90,212.93,212.93,225.49
2011-12-09,SCHISM,suisun,2,20206.46,17521.08,1761.73,-10641.82,912.72,10413.65,0.00,1.00,2.84,-0.03,71.80,76.50,-836.22,465.43,269.77,319.43,775.22,384.82,773.36,11799.19,4125.85,954.42,157.77,143.19,800.56,291.09,183.64,192.10,643.25,758.71,177.99,9377.90,441.31,9505.07,9916.47,9505.59,196.88,108.58,167.12,801.18,954.42,254.67,384.82,319.43,10342.27,10421.51,10127.43,212.93,212.93,231.55
2011-12-10,SCHISM,suisun,2,20254.22,17556.68,1737.17,-10611.24,863.10,10517.05,0.00,1.00,2.88,-0.24,72.20,70.70,-792.40,461.84,269.77,311.71,764.08,395.46,779.96,10588.18,3454.01,683.57,150.37,131.43,744.05,281.83,178.86,192.10,647.83,760.16,171.47,9468.40,452.96,9509.39,9860.65,9552.26,191.89,123.60,159.72,744.67,683.57,254.67,395.46,311.71,10023.38,10151.32,9667.99,212.93,212.93,230.47
2011-12-11,SCHISM,suisun,2,20067.29,17298.53,1774.34,-10648.57,795.81,10397.24,0.00,1.00,2.87,-0.28,72.00,56.60,-739.21,449.36,268.05,302.26,779.34,347.48,779.96,10963.90,3600.49,757.47,140.14,136.66,768.00,295.39,186.68,192.10,651.99,760.16,171.47,9516.48,436.65,9572.31,9821.18,9576.63,182.77,123.82,148.63,768.82,757.88,254.67,347.48,302.26,9915.78,10012.02,9386.91,212.93,212.93,237.39
2011-12-12,SCHISM,suisun,2,20132.48,17354.77,1813.10,-10454.84,710.09,10780.64,0.00,1.00,2.77,-0.16,73.40,78.70,-631.39,454.65,263.74,291.95,777.69,316.43,779.96,10548.48,3475.80,701.83,134.26,148.84,756.44,300.54,186.02,192.10,658.44,760.16,171.25,9547.94,439.83,9586.65,9769.11,9615.67,186.24,108.58,150.80,757.68,701.83,254.24,316.43,291.95,9764.80,9846.35,9208.11,227.01,214.88,240.20
