datetime,model,scene,case,sac_flow,sjr_flow,exports,ndo,dcc,smscg,vern_ec,sf_tidal_energy,sf_tidal_filter,northern_flow,cu_total,cu_delta,cu_suisun,cu_sbay,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu2,vol,wci,x2
2013-10-27,RMA,base,1,6845.00,2511.00,2393.00,6013.77,0.00,1.00,294.00,3.84,3.23,6918.75,1869.87,1022.98,664.70,182.19,5769.31,5769.31,417.24,11524.17,412.03,720.41,8563.95,8563.95,1192.71,2862.02,675.13,15553.50,14422.82,16127.24,490.28,503.93,14603.00,1875.49,12448.85,27930.85,14459.62,7994.25,414.49,394.51,781.13,16018.67,310.56,654.35,491.68,385.18,12843.22,564.89,155.80,1640.70,619.79,1282.85,391.16,549.85,12742.18,568.20,88.25
2013-10-28,RMA,base,1,5231.00,2642.00,2668.00,4157.38,0.00,1.00,295.00,4.87,3.30,5276.49,1860.02,1093.11,635.73,131.18,6105.12,6105.12,444.84,11245.44,312.29,800.65,9153.04,9153.04,1264.25,3377.69,770.03,16465.84,14875.60,16995.53,534.01,549.93,14670.43,2090.43,13345.77,28917.82,15133.32,7906.97,441.45,393.61,707.90,17137.47,324.43,653.13,479.22,438.08,13073.70,692.75,161.25,1933.76,580.08,1478.09,308.55,500.35,13114.99,530.58,89.14
2013-10-29,RMA,base,1,7697.00,2671.00,2192.00,7168.77,0.00,1.00,248.00,5.45,3.40,7731.83,1808.17,1042.06,635.40,130.71,5982.90,5982.90,461.42,10822.60,293.28,869.30,9173.10,9173.10,1302.65,3413.01,828.69,16958.22,15445.95,17566.39,570.20,588.87,14946.32,2063.96,13597.13,29063.94,15438.28,8174.51,457.21,406.74,539.85,17484.73,338.42,606.45,467.54,442.60,13215.08,706.85,165.63,2020.97,591.12,1550.75,292.91,481.82,13327.76,536.83,89.27
2013-10-30,RMA,base,1,7672.00,2575.00,1755.00,7696.72,0.00,1.00,223.00,5.79,3.44,8030.13,1921.85,1153.41,636.26,132.18,5876.75,5876.75,480.11,10515.82,266.03,919.48,9154.15,9154.15,1336.41,3317.49,869.03,17263.97,15880.99,17911.23,610.74,632.09,15251.10,2034.38,13764.93,29202.64,15587.63,8061.20,474.80,417.63,405.86,17758.79,350.68,536.00,457.50,448.47,13318.41,689.81,163.93,1994.10,548.72,1558.10,263.65,473.23,13443.56,488.67,89.13
2013-10-31,RMA,base,1,8032.00,2306.00,2843.00,6354.58,0.00,1.00,242.00,5.65,3.33,8200.99,2103.09,1309.42,645.41,148.26,5605.59,5605.59,509.35,10230.09,239.35,955.56,8885.58,8885.58,1353.30,3056.12,895.99,17312.25,16113.74,18048.48,651.85,673.88,15488.63,1952.87,13610.67,28961.84,15517.88,7921.59,502.80,424.45,372.70,17649.41,360.90,480.64,452.28,442.31,13358.26,623.03,160.10,1873.26,488.54,1508.86,238.73,449.88,13411.55,428.15,88.88
2013-11-01,RMA,base,1,8613.00,2012.00,4843.00,4644.63,1.00,1.00,283.00,5.19,3.26,8776.06,1960.66,1300.42,604.46,55.78,5308.93,5308.93,546.78,9956.60,234.50,978.91,8570.64,8570.64,1358.58,2788.07,907.63,17195.70,16152.95,18015.27,691.72,713.33,15625.28,1860.65,13373.93,28679.22,15361.94,7608.65,539.15,434.27,355.06,17458.90,368.77,453.68,452.64,422.51,13321.26,573.92,165.88,1716.05,448.82,1426.08,246.53,422.61,13294.82,395.77,88.38
2013-11-02,RMA,base,1,8900.00,1739.00,3412.00,4361.91,1.00,1.00,347.00,4.32,3.25,9006.61,3569.84,2971.70,456.67,141.47,5116.01,5116.01,585.37,9688.81,247.42,992.45,8377.11,8377.11,1360.73,2612.55,911.82,17035.66,16078.63,17959.75,725.71,746.39,15676.46,1790.42,13264.66,28589.39,15196.32,7367.67,577.38,449.33,339.68,17396.37,373.78,439.59,458.59,406.91,13287.20,547.81,173.85,1605.91,418.70,1364.36,278.68,405.70,13150.16,396.51,88.06
2013-11-03,RMA,base,1,9107.00,1578.00,3870.00,4009.80,1.00,1.00,423.00,3.44,3.19,9212.59,3505.85,2910.79,457.56,137.50,4920.11,4920.11,634.52,9390.76,271.46,998.99,8244.84,8244.84,1361.77,2453.69,898.66,16857.89,15969.12,17937.89,765.26,784.45,15677.19,1731.77,13126.47,28486.93,14990.92,7297.19,626.63,474.38,329.61,17285.35,375.74,429.94,468.53,398.94,13246.51,516.63,176.24,1530.95,409.60,1326.20,326.81,397.17,12991.53,405.11,87.82
2013-11-04,RMA,base,1,10017.00,1430.00,3965.00,5008.81,1.00,1.00,486.00,2.67,3.22,10143.71,3146.29,2599.90,441.87,104.52,4661.60,4661.60,686.95,9106.46,306.78,998.25,8058.50,8058.50,1355.48,2310.60,851.48,16669.11,15845.17,17948.76,799.02,815.58,15644.96,1655.58,12886.48,28298.52,14774.65,7325.62,679.35,509.92,324.66,17095.98,373.80,421.91,479.72,391.38,13168.44,482.55,174.07,1456.96,407.72,1280.52,387.75,397.42,12826.87,419.38,87.32
2013-11-05,RMA,base,1,9947.00,1343.00,4954.00,3707.64,1.00,1.00,554.00,2.13,3.35,10070.56,3340.17,2751.92,454.10,134.15,4643.95,4643.95,738.04,8927.44,347.20,1004.00,8123.87,8123.87,1355.14,2303.84,834.00,16590.92,15747.92,18048.82,808.47,821.54,15606.11,1647.26,12955.88,28467.43,14657.31,7346.15,732.04,561.08,331.64,17201.50,368.41,417.57,492.16,394.72,13089.68,467.54,169.57,1439.43,429.71,1268.61,451.21,405.76,12718.24,458.81,87.07
2013-11-06,RMA,base,1,9531.00,1277.00,5040.00,3275.46,1.00,1.00,604.00,1.87,3.46,9898.21,3434.75,2859.75,453.95,121.05,4845.78,4845.78,757.18,8794.72,381.03,1021.08,8296.95,8296.95,1364.10,2343.66,875.18,16606.75,15715.67,18239.89,802.64,815.60,15582.14,1694.55,13185.67,28742.92,14562.11,7511.50,753.67,605.22,355.07,17411.96,367.95,416.63,505.93,403.61,13035.03,457.33,165.19,1459.87,464.75,1291.19,511.45,413.72,12648.34,500.13,87.16
2013-11-07,RMA,base,1,9395.00,1221.00,5069.00,2855.43,1.00,1.00,622.00,1.82,3.42,9602.94,3433.52,2899.51,415.40,118.61,5042.03,5042.03,759.03,8663.28,411.22,1040.99,8425.89,8425.89,1380.50,2347.26,907.74,16664.34,15728.07,18440.83,807.79,823.05,15574.30,1752.87,13359.59,28844.04,14467.25,7711.76,757.08,634.96,392.83,17520.63,372.31,416.79,524.15,420.23,12979.92,445.12,162.00,1471.81,498.17,1314.38,566.53,417.93,12565.51,538.38,87.34
2013-11-08,RMA,base,1,9192.00,1170.00,5663.00,1901.21,1.00,1.00,652.00,1.94,3.35,9351.18,3522.09,2956.97,429.78,135.34,5275.65,5275.65,761.02,8587.19,438.66,1065.33,8579.92,8579.92,1408.05,2356.69,936.82,16810.84,15746.49,18607.04,819.48,836.96,15573.55,1837.90,13609.16,28996.63,14533.09,7860.43,759.67,652.86,437.97,17708.98,378.95,417.47,547.01,444.05,12902.78,441.41,160.64,1476.17,531.60,1327.22,604.73,425.69,12464.02,568.66,87.40
2013-11-09,RMA,base,1,9443.00,1131.00,4982.00,2701.45,1.00,1.00,689.00,2.26,3.34,9544.30,3547.82,2991.85,427.47,128.50,5550.48,5550.48,766.77,8600.50,462.13,1092.69,8823.74,8823.74,1440.47,2450.21,963.60,17023.36,15779.50,18802.56,834.66,853.29,15578.09,1943.76,13979.80,29289.93,14728.39,8010.79,765.17,662.45,485.42,18074.85,387.42,418.77,573.13,471.07,12803.38,455.96,160.04,1508.96,554.25,1351.24,628.39,433.96,12403.01,584.65,87.84
2013-11-10,RMA,base,1,9277.00,1096.00,5170.00,2240.23,1.00,1.00,738.00,2.66,3.24,9391.45,3623.00,3077.22,419.22,126.56,5705.00,5705.00,776.94,8637.60,485.61,1117.52,8916.11,8916.11,1469.86,2483.22,987.90,17202.71,15832.81,18953.10,850.12,869.15,15593.86,2011.02,14167.86,29391.50,14879.88,8169.43,774.99,667.95,531.61,18296.68,395.96,419.64,600.79,488.50,12712.84,460.79,161.63,1525.37,566.41,1372.52,656.25,439.19,12352.27,594.36,88.07
2013-11-11,RMA,base,1,9021.00,1080.00,5167.00,1925.96,1.00,1.00,735.00,2.93,3.24,9151.44,3632.65,3138.48,397.64,96.53,5918.39,5918.39,789.61,8741.21,506.41,1146.00,9189.79,9189.79,1504.51,2597.58,1017.25,17430.56,15915.23,19098.05,868.31,887.92,15629.18,2104.53,14510.04,29689.47,15124.96,8203.79,787.32,672.99,567.97,18655.58,405.71,420.68,628.06,514.76,12661.43,484.25,165.21,1572.81,576.58,1410.06,690.66,441.01,12358.62,601.88,88.41
2013-11-12,RMA,base,1,9043.00,1080.00,4485.00,2550.00,1.00,1.00,744.00,3.10,3.23,9172.35,3743.90,3217.36,409.65,116.89,6044.65,6044.65,802.29,8859.52,533.12,1175.31,9365.95,9365.95,1536.95,2685.59,1047.03,17603.79,16046.87,19248.19,885.98,905.68,15696.20,2152.71,14739.13,29893.95,15297.62,8371.81,799.23,679.88,596.98,18901.36,416.16,421.41,653.05,527.40,12664.40,503.47,170.48,1631.35,584.89,1464.53,723.19,441.79,12409.40,608.14,88.73
2013-11-13,RMA,base,1,8722.00,1069.00,4593.00,2004.70,1.00,1.00,744.00,3.18,3.19,8835.10,3817.33,3306.40,403.09,107.84,6114.88,6114.88,818.21,8958.24,562.04,1204.65,9498.65,9498.65,1572.62,2741.40,1078.17,17721.81,16182.63,19367.05,907.60,927.88,15783.15,2183.17,14895.09,30014.01,15408.54,8455.51,814.56,687.70,625.69,19077.48,425.58,421.92,678.39,535.83,12704.35,517.41,175.31,1672.96,591.64,1508.21,735.79,443.81,12458.21,615.32,88.92
2013-11-14,RMA,base,1,8532.00,1065.00,4589.00,1620.29,1.00,1.00,737.00,3.16,3.22,8639.56,4062.35,3495.27,431.97,135.11,6336.00,6336.00,841.12,9097.01,576.69,1241.55,9857.81,9857.81,1621.25,2908.01,1120.87,17919.11,16319.90,19520.98,935.24,956.33,15886.74,2268.62,15271.41,30374.68,15609.20,8560.27,837.02,698.10,656.32,19471.99,436.06,422.55,706.64,559.87,12790.71,550.90,183.25,1751.29,593.04,1571.28,740.14,446.17,12544.40,623.96,89.17
