datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_total,cu_delta,cu_suisun,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2013-01-01,dsm2,base,77,49021.65,45317.70,2342.00,4100.00,578.17,278.87,299.30,46685.48,0.00,0.00,489.00,2.62,3.98,2.53,3.66,204.58,204.58,309.94,609.00,400.21,248.72,151.50,151.50,294.29,138.44,251.08,1734.11,2356.38,327.87,271.43,269.13,4382.60,194.49,154.90,2054.13,589.25,154.04,310.84,423.06,436.23,284.54,275.84,454.43,442.68,180.52,2846.60,142.13,138.60,153.98,439.95,163.16,419.82,433.32,2871.89,421.72,53.80
2013-01-02,dsm2,base,77,43249.41,39315.60,2120.00,5819.00,663.21,355.76,307.45,38887.19,0.00,0.00,567.96,2.00,3.99,1.94,3.71,198.03,198.03,298.73,575.67,427.11,245.25,154.09,154.09,299.90,145.99,245.20,1494.18,2159.01,402.35,266.06,264.40,4105.32,195.73,159.65,2714.67,537.94,156.26,299.47,404.11,470.08,458.24,266.53,431.88,441.00,183.49,2513.72,149.92,147.53,159.24,431.77,167.44,496.26,404.59,2623.68,418.98,53.80
2013-01-03,dsm2,base,77,38544.90,34478.10,1951.00,5615.00,696.22,385.56,310.66,34184.69,0.00,0.00,622.97,1.70,3.94,1.56,3.70,198.94,198.94,285.19,533.00,499.28,243.04,155.72,155.72,298.23,153.15,241.30,1473.18,1986.58,452.74,259.09,257.63,3995.14,196.01,161.03,3071.08,538.97,158.46,286.31,384.30,509.65,460.33,262.83,422.58,438.03,185.63,2625.58,156.46,156.94,165.94,415.26,173.44,569.91,390.68,2474.08,413.78,53.80
2013-01-04,dsm2,base,77,35916.07,31824.00,1867.00,4076.00,772.92,457.77,315.15,32934.15,0.00,0.00,675.97,1.60,3.92,1.45,3.70,199.66,199.66,278.14,498.34,566.32,240.45,159.73,159.73,296.26,159.18,239.04,1462.10,1882.92,514.57,254.57,253.17,3922.60,197.41,165.10,3291.46,548.77,161.56,279.38,377.87,564.87,493.60,262.51,423.39,437.67,188.99,2702.39,164.05,168.75,172.41,433.94,178.97,625.95,397.70,2391.54,439.27,53.80
2013-01-05,dsm2,base,77,33990.95,29986.20,1814.00,3709.00,-1025.36,-1184.23,158.87,33121.31,0.00,0.00,714.98,1.78,3.93,1.73,3.70,200.87,200.87,279.09,471.58,624.09,237.49,164.60,164.60,288.02,166.80,238.29,1462.43,1808.01,572.43,252.78,251.57,3837.63,199.19,173.14,3533.33,578.92,165.48,280.23,383.98,618.27,534.33,266.14,430.56,432.90,193.50,2834.82,172.65,179.64,179.30,483.74,184.22,679.72,429.13,2360.91,480.60,53.80
2013-01-06,dsm2,base,77,31107.85,27253.80,1868.00,2778.00,-1945.46,-2083.14,137.68,32143.32,0.00,0.00,738.99,2.31,3.97,2.54,3.57,201.31,201.31,284.61,452.25,677.77,235.33,170.78,170.78,279.57,175.38,237.61,1430.60,1758.86,653.57,252.47,251.00,3735.04,201.47,184.26,3900.95,619.50,170.62,286.13,394.03,675.00,612.76,273.78,448.48,421.49,199.67,2746.06,179.41,184.77,185.72,486.26,189.22,718.67,512.15,2320.31,520.03,53.80
2013-01-07,dsm2,base,77,28921.97,25538.40,1983.00,6181.00,-1822.37,-2055.14,232.77,26546.35,0.00,0.00,737.00,2.90,3.98,3.42,3.40,202.20,202.20,287.22,444.04,719.83,234.71,178.03,178.03,275.93,182.96,238.28,1363.45,1704.27,791.04,253.01,251.36,3579.09,204.23,202.09,4340.92,678.55,177.53,289.03,400.12,732.58,750.08,281.89,480.41,404.65,206.51,2603.60,184.95,192.17,190.82,512.43,193.93,749.04,585.65,2269.34,546.44,53.80
2013-01-08,dsm2,base,77,27266.74,24350.40,2173.00,4975.00,-1554.94,-1765.81,210.87,26019.68,0.00,0.00,679.03,3.43,3.86,4.46,3.27,202.81,202.81,283.47,446.90,746.24,234.71,186.71,186.71,273.14,188.44,238.38,1295.36,1624.81,994.93,251.25,250.10,3424.40,207.31,236.26,4730.19,782.86,187.08,284.11,395.88,770.38,986.79,284.69,521.39,385.90,212.43,2438.07,190.50,196.17,195.19,626.83,198.29,760.64,587.46,2236.95,571.17,54.40
2013-01-09,dsm2,base,77,25919.67,23430.60,2267.00,4784.00,-1745.40,-1927.78,182.38,25148.07,0.00,0.00,680.00,3.77,3.84,5.30,3.12,204.81,204.81,285.33,441.38,747.63,235.33,195.65,195.65,268.65,193.97,240.75,1258.38,1534.77,1169.08,252.72,251.62,3342.72,210.58,267.70,4830.19,900.83,197.82,285.68,400.79,792.15,1104.04,292.47,574.93,372.41,219.33,2331.81,194.10,199.75,200.25,685.84,203.05,717.34,606.40,2222.90,612.55,54.40
2013-01-10,dsm2,base,77,24889.18,22568.40,2200.00,4519.00,-403.78,-680.50,276.72,22973.96,0.00,0.00,653.01,3.98,3.97,5.89,3.14,206.98,206.98,286.74,467.81,697.23,236.38,205.86,205.86,265.15,198.14,243.53,1226.35,1456.78,1347.48,254.92,253.75,3250.93,213.86,315.49,5065.86,1013.15,210.58,287.09,404.53,791.10,1299.09,298.33,630.82,362.26,225.35,2253.94,197.11,199.79,204.21,711.53,206.84,694.45,619.89,2163.05,629.70,54.40
