datetime,model,scene,case,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2005-04-01,dsm2,baseline,70,34163.88,14391.67,6047.65,1677.59,44293.91,0.00,1.00,248.80,2.43,3.39,2.48,3.43,257.24,257.24,456.16,230.64,247.52,345.07,189.77,189.77,349.27,165.51,386.16,1224.15,1549.93,447.78,434.44,429.64,1326.21,261.52,198.15,399.76,196.05,454.76,287.81,255.53,451.14,300.91,248.44,447.55,245.02,1156.80,153.59,141.75,199.18,263.51,213.96,248.40,416.40,873.74,250.95,53.80
2005-04-02,dsm2,baseline,70,30988.21,14325.00,5457.00,1420.25,41656.82,0.00,1.00,230.17,3.41,3.72,3.44,3.72,260.69,260.69,437.03,228.21,243.18,351.05,191.62,191.62,352.66,165.51,396.48,1105.17,1391.33,450.10,439.12,435.25,1269.77,259.66,200.69,398.48,197.79,435.70,280.06,254.50,512.39,284.81,254.58,454.21,232.05,1225.76,148.68,139.70,194.81,264.30,213.85,242.09,392.60,824.26,251.52,53.80
2005-04-03,dsm2,baseline,70,28371.52,14395.83,6974.00,511.45,38389.96,0.00,1.00,225.33,3.82,3.83,3.84,3.84,256.64,256.64,426.86,226.80,228.56,341.27,193.38,193.37,344.67,164.98,376.65,951.59,1249.52,705.01,420.68,416.81,1316.40,255.32,222.35,458.23,200.05,425.59,296.34,236.41,788.82,272.36,238.44,459.28,223.15,956.98,148.94,143.31,195.04,241.98,210.74,228.61,375.07,769.07,241.84,54.40
2005-04-04,dsm2,baseline,70,25980.38,14279.17,7755.00,893.13,34820.23,0.00,1.00,232.78,4.19,3.93,4.21,3.94,252.48,252.48,415.96,228.79,228.69,335.34,197.57,197.57,342.61,166.37,366.41,836.11,1091.30,965.72,408.42,405.29,1298.68,252.18,244.98,560.88,203.96,414.30,297.14,234.33,1131.28,265.72,229.31,465.60,217.31,850.21,152.77,154.05,192.46,233.16,206.32,229.88,369.11,730.24,232.95,54.40
2005-04-05,dsm2,baseline,70,24539.96,14058.33,7651.00,1974.18,32731.28,0.00,1.00,230.10,4.31,4.09,4.31,4.10,246.44,246.44,416.32,232.49,235.04,323.57,203.19,203.19,337.81,170.90,346.51,774.56,971.92,1264.51,389.18,386.37,1262.79,248.41,298.36,698.29,208.41,416.12,334.63,245.39,1447.78,257.64,236.78,472.96,214.40,772.07,158.51,159.83,192.94,243.15,203.80,235.42,322.24,701.68,253.96,56.20
2005-04-06,dsm2,baseline,70,23701.42,13683.33,8194.00,1829.15,31060.57,0.00,1.00,232.67,4.24,4.11,4.22,4.11,241.99,241.99,411.95,233.93,235.30,313.66,213.45,213.45,331.20,177.08,333.11,766.05,888.68,1580.98,375.64,372.32,1213.15,245.32,371.48,844.17,214.26,412.41,354.23,245.39,1831.89,249.91,239.57,479.20,212.76,725.53,163.41,166.36,193.27,247.91,203.92,235.71,337.99,671.19,252.40,59.60
2005-04-07,dsm2,baseline,70,22270.62,12750.00,8441.00,1324.57,28981.14,0.00,1.00,236.32,3.88,4.06,3.85,4.06,239.08,239.08,404.52,242.01,237.89,304.33,225.63,225.63,324.21,181.85,320.58,798.12,852.51,1848.12,361.81,358.86,1164.48,242.49,433.08,986.83,223.92,405.08,383.91,247.95,2081.78,242.27,240.22,483.00,211.13,735.87,167.40,169.38,194.45,250.54,203.70,238.40,364.87,660.35,266.34,59.60
2005-04-08,dsm2,baseline,70,22268.75,11483.33,8123.00,322.89,29403.87,0.00,1.00,228.20,3.48,3.94,3.46,3.93,237.89,237.89,397.03,248.89,234.23,298.09,229.31,229.31,316.38,184.98,313.35,844.07,853.37,1964.84,352.20,348.57,1138.45,239.43,441.23,1073.19,227.23,397.81,405.89,248.74,2115.86,237.25,242.14,484.57,208.60,748.04,169.73,168.06,196.85,257.19,203.76,234.11,379.93,655.73,278.67,59.60
2005-04-09,dsm2,baseline,70,22812.38,10987.50,7887.00,1145.38,28955.06,0.00,1.00,244.96,3.08,3.69,3.05,3.67,237.62,237.62,389.45,249.38,236.56,293.43,227.23,227.23,311.80,185.90,307.39,871.94,880.29,1977.49,344.91,341.59,1122.50,236.47,405.42,1059.11,228.38,390.26,416.12,245.06,1980.54,234.64,233.99,484.34,205.68,746.88,170.28,167.07,197.42,262.54,203.97,239.02,379.36,651.67,289.67,59.60
2005-04-10,dsm2,baseline,70,24469.12,10304.17,7858.00,1729.95,28582.45,0.00,1.00,262.40,2.60,3.58,2.58,3.58,237.80,237.80,383.24,251.46,256.17,290.43,217.43,217.43,310.74,184.45,306.20,879.87,922.49,1863.26,339.08,336.60,1117.22,233.35,344.50,986.21,223.72,383.97,427.15,265.13,1644.02,234.31,246.48,483.07,203.08,725.42,170.47,169.67,197.33,262.34,204.07,257.95,380.92,653.43,294.42,58.20
