datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_total,cu_delta,cu_suisun,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2005-04-01,dsm2,base,64,50135.12,46671.51,14886.89,6701.58,1206.58,874.51,332.07,57113.85,0.00,0.00,248.80,2.34,3.55,3.09,3.21,257.28,257.28,458.06,524.25,248.31,345.28,189.11,189.11,351.21,164.98,385.33,1339.37,1672.70,445.40,434.68,429.03,1300.11,261.66,197.27,3278.02,562.53,194.89,456.72,291.56,256.84,426.13,300.81,249.04,447.98,244.46,1214.77,153.10,141.33,198.93,266.00,213.80,249.35,421.37,1035.86,252.10,53.80
2005-04-02,dsm2,base,64,48533.84,45312.97,15175.92,7312.58,830.05,521.76,308.29,55567.13,0.00,0.00,230.17,2.74,3.66,3.57,3.25,257.27,257.27,445.29,493.83,244.22,349.84,185.37,185.37,354.73,162.70,383.43,1229.06,1564.58,504.36,433.44,431.13,1303.84,258.90,201.88,3257.77,543.71,195.62,444.58,294.56,256.44,489.46,280.65,255.54,455.98,227.42,1121.24,146.60,139.68,199.43,264.06,219.61,243.09,417.65,999.79,252.82,53.80
2005-04-03,dsm2,base,64,45721.36,42613.31,15118.26,6721.98,-190.07,-208.65,18.58,54307.72,0.00,0.00,225.33,2.94,3.56,4.04,3.18,257.40,257.40,435.46,466.12,228.96,341.51,185.33,185.33,353.41,158.90,370.00,1121.06,1421.09,532.97,420.91,417.06,1324.68,253.37,198.82,3684.62,541.58,196.44,435.02,311.63,238.72,466.78,270.39,237.55,461.61,217.66,1043.96,147.41,145.39,187.72,249.52,202.82,229.46,382.53,955.88,261.07,53.80
2005-04-04,dsm2,base,64,43229.03,40020.21,14929.69,8238.98,44.60,-83.15,127.75,49875.14,0.00,0.00,232.78,3.12,3.69,4.13,3.33,254.53,254.53,430.10,436.58,228.91,338.94,186.06,186.06,358.36,160.24,367.65,1047.93,1312.16,528.39,413.74,410.60,1301.42,248.76,198.04,3616.47,530.97,197.56,430.02,319.52,236.24,463.29,266.87,229.49,469.95,213.55,988.58,155.12,155.13,185.66,237.54,200.55,230.64,361.62,926.54,250.68,53.80
2005-04-05,dsm2,base,64,41615.44,37857.27,14864.24,9019.98,995.46,773.86,221.60,46464.24,0.00,0.00,230.10,2.98,4.30,4.12,3.81,247.68,247.68,430.46,422.19,236.99,329.68,189.95,189.95,361.03,167.22,348.87,955.21,1219.85,600.52,398.46,395.26,1278.46,245.35,206.05,4062.90,529.26,199.42,430.68,362.20,250.53,659.94,262.58,239.36,480.22,212.64,913.29,161.04,161.39,186.75,253.71,198.48,237.64,342.36,892.14,259.56,53.80
2005-04-06,dsm2,base,64,39487.48,35788.51,14602.28,8915.98,725.65,497.89,227.76,44448.13,0.00,0.00,232.67,3.00,4.66,4.12,4.10,241.44,241.44,422.78,419.46,237.96,317.13,193.05,193.05,355.12,172.55,329.53,818.93,1107.32,858.45,381.70,377.39,1262.10,242.72,237.19,5710.14,616.37,202.73,423.18,396.22,252.59,1127.94,253.51,242.63,490.80,212.46,807.16,165.87,167.23,188.73,266.74,199.26,238.62,354.91,834.98,279.51,54.40
2005-04-07,dsm2,base,64,38258.19,34532.10,14236.19,9458.98,106.06,57.07,48.99,42929.34,0.00,0.00,236.32,2.89,4.53,3.94,4.05,238.83,238.83,403.63,416.34,240.69,305.99,194.95,194.95,347.64,177.40,308.79,773.32,986.58,1168.23,357.16,353.95,1205.51,240.66,262.97,6732.64,785.22,207.27,404.48,433.86,254.14,1457.51,245.06,244.19,499.94,211.44,702.95,169.84,169.35,192.83,282.47,202.59,241.52,393.64,788.23,329.42,59.60
2005-04-08,dsm2,base,64,37845.72,33748.05,13717.70,9705.98,-975.25,-1024.37,49.12,42832.69,0.00,0.00,228.20,2.42,4.68,3.22,4.11,242.12,242.12,396.49,404.78,234.78,301.08,196.74,196.74,337.78,181.09,307.91,801.01,916.41,1179.53,346.44,343.19,1176.89,237.81,237.34,6027.75,837.40,206.81,397.34,445.80,249.47,1108.48,242.11,245.52,506.60,210.44,730.26,171.12,168.31,196.34,258.27,204.86,235.32,415.55,770.85,311.18,54.40
2005-04-09,dsm2,base,64,36447.04,32259.48,12649.33,7982.86,-258.46,-541.62,283.16,41371.97,0.00,0.00,244.96,2.10,4.69,2.64,4.06,241.06,241.06,390.07,400.09,239.88,295.96,200.16,200.16,336.30,181.65,303.01,805.55,885.55,1163.43,339.29,336.42,1132.37,236.27,234.35,6439.00,834.90,207.40,390.85,438.45,251.15,1077.23,241.73,233.13,511.39,209.25,731.02,172.04,167.99,196.41,261.54,204.78,243.36,415.78,746.31,273.18,55.60
2005-04-10,dsm2,base,64,35491.19,32094.08,11263.13,7746.86,261.93,-55.27,317.20,38745.54,0.00,0.00,262.40,2.04,4.44,2.27,3.91,242.43,242.43,386.61,404.41,260.75,293.14,199.73,199.73,335.89,181.63,302.26,811.06,867.18,1175.01,333.73,331.10,1088.92,234.18,227.72,6288.94,848.13,210.22,387.68,436.36,276.57,943.20,243.17,254.38,515.25,208.35,738.07,173.09,170.20,197.97,286.94,206.55,262.85,411.83,721.66,295.68,54.40
