datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_delta,cu_total,cu_suisun,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,mrz,oh4,rsl,vcu,mtz,god,gzl,frk,bac,hol,ori
2013-10-24,SCHISM,cache,3,9402.25,9166.12,1981.84,2535.51,9272.62,1.00,1.00,2.24,3.14,92.20,82.20,506.24,1821.13,1821.13,713.84,684.82,647.41,679.42,512.88,839.21,21117.72,12352.33,9906.31,3458.33,831.20,7210.43,2236.59,337.64,268.26,564.73,700.58,332.93,13390.98,1071.10,12319.60,9773.25,11780.30,1369.17,171.25,1732.19,7216.81,9906.31,35040.87,410.13,512.88,647.41,11862.30,14976.98,14291.26,476.63,402.27,447.67,692.29
2013-10-25,SCHISM,cache,3,9167.97,8918.67,2211.23,2372.99,9489.34,1.00,1.00,3.55,3.31,91.20,75.70,558.82,1885.38,1885.38,644.08,569.97,597.58,699.96,500.03,803.65,24361.42,14012.75,10252.51,4466.61,1037.63,7132.97,2507.97,402.69,295.82,605.72,700.58,324.15,12116.43,1193.90,11832.82,9594.94,11940.69,1800.82,171.25,2314.53,7150.88,10251.30,37161.78,367.98,500.03,597.58,14132.35,14632.78,17034.43,461.20,410.98,450.84,610.52
2013-10-26,SCHISM,cache,3,9251.33,9038.86,2786.87,2530.54,10025.55,1.00,1.00,2.91,3.25,91.20,315.20,833.10,2172.33,2172.33,644.50,549.01,498.35,480.21,482.32,712.81,24047.19,14582.83,10188.10,4077.26,880.64,6536.33,2316.08,412.68,315.57,661.76,510.35,315.79,11983.84,1190.28,11252.58,9602.54,12156.65,1870.85,218.13,2407.92,6556.34,10187.92,35241.67,357.52,482.32,498.35,15114.46,15849.56,19015.25,435.81,414.38,447.88,608.65
2013-10-27,SCHISM,cache,3,9053.06,8885.32,3341.48,2679.17,10183.25,1.00,1.00,2.26,3.07,89.40,162.70,630.59,1945.00,1945.00,629.92,512.67,453.38,402.27,464.16,624.92,24692.88,15456.89,10438.83,4053.70,884.12,6340.27,2144.28,433.47,329.07,694.78,392.91,301.19,12136.37,1248.60,10833.27,9824.11,12320.44,1846.35,910.93,2270.46,6356.03,10438.48,34938.32,371.82,464.16,453.38,15740.58,17440.81,19791.21,449.15,422.45,446.61,589.85
2013-10-28,SCHISM,cache,3,8105.86,7890.70,3606.37,2577.38,9498.89,1.00,1.00,1.91,3.04,89.00,97.20,461.25,1775.66,1775.66,557.40,442.16,428.60,358.80,443.22,451.05,22441.46,14091.38,9352.62,3166.84,636.38,5255.13,1822.81,370.33,330.57,548.38,357.09,277.10,12309.47,1112.79,10472.08,9946.78,12406.48,1599.96,377.58,2047.04,5272.59,9351.93,32496.06,378.00,443.22,428.60,14877.96,17429.90,19673.19,460.99,422.02,440.47,491.82
2013-10-29,SCHISM,cache,3,8801.52,8383.63,3751.77,2115.95,10797.60,1.00,1.00,1.77,3.28,88.80,105.10,465.37,1779.87,1779.87,520.45,411.83,436.44,320.72,422.87,386.95,22586.43,13886.72,9237.41,2852.85,641.38,5014.04,1704.42,340.21,332.29,407.37,319.65,249.49,12380.50,1109.56,10335.92,9139.07,12400.07,1372.57,357.52,1696.14,5033.94,9236.02,32389.87,378.00,422.87,436.44,15007.43,17088.98,19773.69,459.30,417.78,430.51,406.31
2013-10-30,SCHISM,cache,3,10082.25,9770.04,3782.44,2438.19,11825.45,1.00,1.00,1.83,3.35,89.00,77.70,476.64,1799.94,1799.94,442.16,393.12,469.02,389.08,418.84,349.40,22730.82,14042.08,9294.25,2805.02,670.49,4875.31,1627.05,341.28,337.00,362.86,384.18,229.17,12307.96,1098.03,10193.77,9307.77,12360.77,1288.73,352.82,1616.57,4894.34,9292.17,32303.04,378.00,418.84,469.02,14964.56,17271.60,20031.68,458.03,418.84,430.93,380.35
2013-10-31,SCHISM,cache,3,10432.99,10147.79,3660.93,3971.81,10513.86,1.00,1.00,2.07,3.40,88.20,87.50,479.25,1771.62,1771.62,378.86,385.25,419.05,406.95,418.84,389.50,23241.67,14319.03,9365.09,2877.60,690.84,4965.82,1615.98,403.76,337.21,337.43,407.16,211.41,12166.11,1095.60,10008.06,9202.21,12339.85,1228.31,337.00,1535.77,4984.45,9363.53,32610.98,378.00,418.84,419.05,15102.06,17341.39,20205.76,460.57,418.84,432.41,367.98
2013-11-01,SCHISM,cache,3,11083.18,10864.80,3436.53,4221.63,11035.40,1.00,1.00,2.34,3.26,87.80,167.40,904.73,1915.10,1915.10,400.99,399.08,355.60,366.06,418.84,418.84,22679.04,13618.94,8564.79,2402.14,571.43,4533.27,1469.63,446.40,349.19,393.97,365.21,238.04,12092.59,1051.63,9706.31,8955.84,12117.61,1113.40,356.67,1350.19,4550.57,8563.22,32035.38,387.59,418.84,355.60,14697.14,16632.92,20055.43,464.16,418.84,433.69,410.77
2013-11-02,SCHISM,cache,3,11366.04,11232.03,3204.69,3728.02,11540.54,1.00,1.00,2.63,3.03,87.00,411.90,1109.73,2122.08,2122.08,386.31,393.97,357.52,401.84,418.84,420.11,22865.30,13392.15,8282.15,2221.09,534.53,4384.57,1369.77,427.54,361.36,411.62,388.01,333.57,11938.66,1058.33,9510.43,8259.39,11893.80,1033.98,365.63,1213.02,4402.83,8280.22,30853.50,398.02,418.84,357.52,14811.03,16708.23,19765.33,471.35,418.84,433.90,389.50
2013-11-03,SCHISM,cache,3,11617.95,11439.57,3032.77,3986.78,11195.69,1.00,1.00,2.74,2.91,86.80,414.50,946.25,1947.85,1947.85,381.41,392.91,367.13,481.69,418.84,421.60,21732.33,12510.49,7636.38,1769.77,489.71,3762.59,1177.38,406.31,361.36,383.76,461.20,378.43,11707.23,1025.25,9213.48,7701.41,11646.67,946.47,210.11,1050.62,3779.20,7633.91,30141.71,403.76,418.84,367.13,14524.73,16289.17,19241.29,465.01,418.84,444.70,388.23
2013-11-04,SCHISM,cache,3,12486.30,12294.06,2914.76,4519.39,11506.22,1.00,1.00,2.83,2.87,86.00,112.60,737.15,1745.79,1745.79,406.95,411.83,377.15,542.30,418.84,467.33,21160.70,12019.03,7375.41,1598.18,466.70,3447.25,1089.53,401.21,357.52,381.84,530.75,346.84,11464.49,1000.25,8889.75,7174.46,11428.97,872.86,171.68,944.43,3460.02,7373.46,29611.15,418.84,418.84,377.15,14242.19,15906.99,18687.06,439.41,418.84,464.16,417.14
2013-11-05,SCHISM,cache,3,13396.37,12975.31,2825.05,5040.17,11890.54,1.00,1.00,2.89,2.87,85.20,90.00,799.29,1812.13,1812.13,455.50,441.95,378.00,607.39,418.84,528.02,20584.26,11542.96,6741.53,1556.00,424.57,3326.29,1048.79,382.26,361.15,412.47,585.66,325.65,11229.43,961.96,8495.47,6847.48,11175.28,816.61,171.25,890.27,3342.11,6740.28,29496.92,418.84,418.84,378.00,13986.42,15625.09,18295.52,435.81,433.47,458.88,459.09
2013-11-06,SCHISM,cache,3,13275.23,12962.50,2766.77,5087.56,11680.31,1.00,1.00,2.78,2.92,85.80,65.90,791.77,1739.13,1739.13,487.18,464.16,378.00,665.71,435.59,586.71,20050.80,11133.88,6311.24,1410.48,360.30,3186.31,1008.99,354.96,362.86,457.82,644.50,325.00,11007.21,944.83,8049.38,6208.68,10859.91,773.57,186.46,844.35,3200.67,6309.99,29244.19,418.84,435.59,378.00,13565.96,15019.51,17906.33,443.01,436.87,455.50,488.65
2013-11-07,SCHISM,cache,3,13128.55,12867.68,2714.44,5394.00,11189.36,1.00,1.00,2.61,3.05,85.60,74.90,815.27,1783.56,1783.56,513.09,468.18,393.34,693.95,439.20,646.37,20438.45,11574.04,6704.10,1486.33,343.42,3387.28,1038.04,324.58,361.58,500.88,682.74,290.23,10660.26,946.26,7710.57,5918.14,10548.14,752.52,176.90,822.37,3401.20,6703.03,29589.69,418.84,439.20,393.34,13509.61,15039.04,17598.95,456.55,437.50,460.15,502.98
2013-11-08,SCHISM,cache,3,13032.08,12810.17,2660.52,5337.53,11077.95,1.00,1.00,2.37,2.97,84.40,74.60,797.49,1762.50,1762.50,534.53,485.07,398.44,712.81,439.20,683.78,20072.94,11475.19,6676.63,1346.59,303.55,3313.48,1017.12,301.40,356.88,542.51,702.03,226.79,10391.85,948.71,7221.24,6345.82,10255.77,753.96,181.03,800.35,3328.36,6674.67,28855.57,418.84,439.20,398.44,12934.92,14775.40,17742.30,472.83,439.20,463.53,524.02
2013-11-09,SCHISM,cache,3,13100.60,12872.85,2606.22,5090.73,11338.37,1.00,1.00,2.12,2.88,84.20,97.00,819.27,1770.77,1770.77,564.10,511.19,413.32,745.70,439.20,702.86,19034.87,10724.57,5985.13,1088.11,268.69,2965.06,950.55,278.17,354.10,590.05,731.85,179.94,10141.18,928.30,6834.49,6131.12,9864.79,702.03,182.55,712.81,2978.16,5984.05,28320.20,418.84,439.20,413.32,12374.94,14017.42,17468.18,476.84,439.20,460.99,547.75
2013-11-10,SCHISM,cache,3,13105.37,12864.68,2075.89,5178.51,10699.31,1.00,1.00,1.89,2.87,83.80,62.30,758.87,1688.83,1688.83,573.53,507.83,418.84,792.94,445.97,724.19,18669.11,10555.16,5832.52,988.24,252.51,2852.85,919.72,274.94,347.48,636.59,770.27,171.25,9771.70,927.07,6664.33,5728.38,9464.25,648.24,182.55,629.71,2865.04,5831.98,27674.13,421.17,445.97,418.84,12036.12,13811.98,17042.27,480.85,439.20,466.49,551.74
