datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_total,cu_delta,cu_suisun,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2015-01-01,dsm2,base,88,20118.48,17938.00,1139.00,5652.00,3185.99,2899.76,286.23,12419.49,0.00,0.67,1148.08,3.24,3.87,4.35,3.33,256.32,256.32,286.47,1207.63,1176.07,276.36,226.96,226.96,315.47,207.72,266.50,2739.54,3317.65,1485.02,275.48,275.03,4556.05,250.68,336.77,5766.99,1444.14,261.91,286.86,345.98,1168.77,1279.54,234.81,756.36,529.06,223.93,5880.99,209.32,232.87,221.76,507.34,227.73,1177.48,373.80,3398.20,481.14,54.40
2015-01-02,dsm2,base,88,17853.24,16178.00,1121.00,6046.00,3213.12,2916.14,296.98,9715.13,0.00,1.00,1132.06,3.17,3.90,3.82,3.53,241.91,241.91,274.51,937.85,1172.78,269.14,292.65,292.65,306.06,212.39,257.99,2424.05,3047.58,2204.32,266.82,266.42,4879.75,254.70,620.88,7854.13,1637.77,270.65,274.72,325.75,1171.90,2434.53,230.79,741.22,490.88,231.97,4767.76,216.26,239.82,223.84,443.16,228.17,1174.18,363.31,3133.93,414.02,59.60
2015-01-03,dsm2,base,88,16350.52,15054.00,1091.00,5775.00,3248.05,2943.86,304.19,8418.47,0.00,1.00,1115.06,2.82,3.94,3.30,3.62,247.75,247.75,271.04,650.59,1173.54,266.25,338.95,338.95,297.81,219.37,258.51,2401.95,2836.89,2580.56,263.49,263.28,4993.36,250.89,741.64,7637.26,1837.14,312.58,271.42,326.12,1173.98,2518.78,234.83,746.90,458.73,234.94,4666.71,221.24,249.13,228.28,471.47,232.62,1155.86,355.04,2911.46,480.78,60.60
2015-01-04,dsm2,base,88,15242.35,14276.00,1068.00,6212.00,3285.74,2975.76,309.98,6812.61,0.00,1.00,1070.16,2.58,3.69,2.78,3.42,254.92,254.92,266.69,510.40,1170.91,263.44,429.05,429.05,292.33,226.91,257.02,2383.02,2692.05,3146.15,261.03,260.90,5022.67,249.73,963.41,8428.83,1998.61,419.26,267.02,316.52,1170.95,3022.17,237.29,743.56,431.11,237.09,4552.57,225.89,256.65,231.76,447.85,235.44,1141.21,342.98,2700.68,438.43,63.20
2015-01-05,dsm2,base,88,14386.07,13594.00,1048.00,4877.00,3274.77,2963.67,311.10,7282.29,0.00,1.00,1061.03,2.34,3.60,2.42,3.25,260.55,260.55,266.46,456.97,1167.96,261.07,460.71,460.71,288.60,233.87,256.34,2423.18,2652.23,3444.13,259.92,259.73,4992.24,248.45,1026.31,8271.18,2015.48,478.49,266.79,316.97,1160.53,3033.68,240.97,747.18,408.33,239.93,4800.10,230.90,256.91,235.20,443.69,237.64,1121.09,337.61,2604.93,440.64,63.20
2015-01-06,dsm2,base,88,13325.91,12650.00,1055.00,5266.00,3262.80,2937.38,325.42,5852.11,0.00,1.00,1074.95,2.17,3.63,2.26,3.28,268.51,268.51,263.81,475.12,1162.07,259.85,518.90,518.90,286.15,241.51,255.57,2457.09,2689.93,3681.40,258.90,258.71,4939.24,248.63,1145.13,8860.12,2079.60,511.59,264.11,307.48,1147.62,3289.34,244.03,748.86,388.29,243.50,4791.17,235.51,253.11,238.45,463.10,239.62,1085.79,329.22,2486.00,493.13,63.20
2015-01-07,dsm2,base,88,12700.49,12127.00,1044.00,5953.00,3284.07,2929.96,354.11,4507.42,0.00,1.00,1069.02,2.15,3.64,2.26,3.26,283.47,283.47,262.27,498.72,1156.46,259.68,605.87,605.87,284.66,251.19,255.21,2494.70,2717.55,4044.11,257.83,257.72,4905.47,249.47,1337.72,9810.95,2266.86,589.44,262.53,301.09,1130.39,3761.69,246.50,745.79,371.00,246.67,4736.60,238.37,250.70,241.95,470.46,242.38,1071.26,321.86,2365.47,511.80,63.60
2015-01-08,dsm2,base,88,12297.16,11770.00,1046.00,5395.00,3080.06,2756.20,323.86,4868.11,0.00,1.00,1046.09,2.06,3.78,2.32,3.33,304.86,304.86,261.58,529.89,1149.32,259.24,711.05,711.05,283.33,263.09,255.20,2541.45,2739.76,4482.36,257.31,257.21,4874.18,250.74,1558.46,10678.16,2480.06,702.88,261.77,297.40,1107.59,4270.80,248.94,741.69,356.82,248.62,4642.54,239.81,253.08,245.59,559.96,245.17,1079.40,315.85,2279.72,479.93,66.20
2015-01-09,dsm2,base,88,12016.36,11527.00,1055.00,6063.00,2776.31,2452.55,323.76,4232.05,0.00,1.00,1041.02,2.32,3.85,2.55,3.44,331.75,331.75,260.65,583.54,1142.17,259.30,837.48,837.48,281.81,278.04,255.48,2588.53,2761.24,4936.15,257.21,257.13,4879.01,252.47,1846.16,11939.46,2701.66,802.50,260.79,294.84,1089.98,4864.97,251.04,737.58,345.82,250.04,4579.42,240.92,254.07,249.66,623.50,247.76,1076.19,310.72,2149.17,461.70,66.20
2015-01-10,dsm2,base,88,11753.35,11288.00,1069.00,5829.00,2821.30,2485.63,335.67,4172.04,0.00,1.00,1015.10,2.42,3.78,2.67,3.43,386.37,386.37,260.53,664.94,1134.85,259.35,1058.74,1058.74,279.71,306.45,255.90,2664.57,2770.75,5661.06,257.46,257.41,4806.17,255.90,2245.44,12805.39,3032.53,977.62,260.61,291.03,1085.57,5743.96,253.12,731.69,336.71,251.20,4190.89,242.03,244.42,257.61,616.57,252.04,1055.99,306.61,2067.57,438.59,66.20
