datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2013-01-01,dsm2,base,72,66070.62,62366.67,2784.92,2161.13,578.17,66116.24,0.00,0.00,489.01,2.38,3.35,2.07,3.00,202.78,202.78,308.26,648.19,401.78,245.25,150.24,150.24,289.17,138.42,248.72,1878.99,2551.76,324.97,268.46,266.34,5042.85,192.38,153.60,1877.49,633.79,152.99,309.41,423.20,433.37,263.10,276.19,453.03,433.27,179.85,3114.05,141.63,139.31,152.96,436.22,162.20,419.62,438.80,3614.12,419.28,53.80
2013-01-02,dsm2,base,72,59186.35,55252.54,2482.60,2945.13,663.21,58060.60,0.00,0.00,567.97,2.13,3.25,2.45,2.77,199.88,199.88,325.31,531.81,467.04,244.42,153.95,153.95,289.29,146.77,251.60,1993.56,2475.69,262.06,276.10,273.48,5125.03,193.31,155.90,1609.30,632.90,152.75,326.32,437.47,460.86,224.15,292.68,417.75,433.93,189.68,3435.45,148.75,148.28,160.88,455.85,167.27,500.18,437.80,3644.78,422.89,53.80
2013-01-03,dsm2,base,72,52650.17,48583.37,2198.51,4664.13,696.22,49488.33,0.00,0.00,622.97,2.45,3.25,2.77,2.76,198.91,198.91,318.99,471.26,526.27,245.04,158.84,158.84,298.44,153.27,252.22,1994.49,2464.98,246.32,273.87,271.74,4846.12,193.97,159.62,1677.83,587.22,156.19,320.11,434.83,513.87,197.68,297.33,414.34,435.28,191.14,3870.44,156.01,158.09,163.17,441.45,170.18,579.79,438.20,3545.39,448.64,53.80
2013-01-04,dsm2,base,72,47275.81,43183.74,1983.29,4460.13,772.92,44026.05,0.00,0.00,675.97,2.49,3.17,2.97,2.63,197.82,197.82,307.99,447.96,587.96,244.51,163.66,163.66,300.70,160.99,249.22,1860.62,2429.79,278.81,269.23,267.20,4578.24,196.31,163.31,2046.81,545.56,160.38,309.28,423.22,578.98,272.54,295.04,425.42,441.00,194.92,4413.62,165.10,170.00,169.74,462.27,175.65,632.91,426.13,3417.21,477.23,53.80
2013-01-05,dsm2,base,72,44189.06,40184.31,1834.05,2921.13,-1025.36,44127.34,0.00,0.00,714.97,2.64,3.04,3.05,2.58,198.60,198.60,301.20,434.10,634.37,242.80,168.22,168.22,294.08,170.20,247.32,1758.86,2331.30,333.51,265.41,263.45,4407.07,198.61,167.91,2235.33,543.80,164.99,302.11,414.13,627.96,330.35,294.65,444.76,444.51,199.60,5141.63,174.83,179.27,178.40,516.82,182.57,685.30,430.17,3311.96,505.38,53.80
2013-01-06,dsm2,base,72,41929.05,38074.99,1782.36,2554.13,-1945.46,43102.74,0.00,0.00,738.98,2.75,3.10,3.10,2.63,201.61,201.61,308.32,415.62,684.40,242.18,175.59,175.59,285.25,179.68,250.05,1742.18,2274.31,364.25,268.09,265.65,4533.70,202.12,173.83,2278.11,563.49,170.43,309.64,424.63,680.14,327.63,305.70,478.79,441.82,208.22,5307.74,180.44,184.85,187.14,517.47,189.81,722.46,511.13,3289.25,546.15,53.80
2013-01-07,dsm2,base,72,38341.13,34957.56,1772.37,1623.13,-1822.37,40312.75,0.00,0.00,737.00,2.72,3.15,3.02,2.69,203.70,203.70,318.42,415.09,721.43,243.31,182.03,182.03,282.10,184.93,253.97,1605.89,2179.26,431.38,272.18,269.99,4708.37,206.30,181.72,2539.04,573.70,177.18,319.50,443.84,734.74,374.38,312.52,517.97,434.83,215.88,5236.80,187.60,191.22,192.14,619.65,195.48,751.66,611.77,3186.01,599.00,53.80
2013-01-08,dsm2,base,72,35883.34,32967.00,1878.60,5026.13,-1554.94,34290.75,0.00,0.00,679.03,2.65,3.13,2.87,2.65,206.50,206.50,326.20,414.37,750.82,245.73,187.38,187.38,281.24,191.42,258.57,1539.47,2081.10,510.95,277.65,275.48,4845.57,210.91,190.59,2943.21,598.19,183.75,327.83,458.72,776.57,477.88,321.11,561.15,421.77,224.35,5112.13,193.03,195.28,198.61,691.96,201.78,763.72,718.19,3041.70,658.18,53.80
2013-01-09,dsm2,base,72,34045.93,31556.86,2053.78,3820.13,-1745.40,34024.97,0.00,0.00,680.00,2.60,3.04,2.77,2.56,209.49,209.49,319.30,408.59,752.75,248.13,192.54,192.54,279.83,196.44,260.15,1522.78,2004.99,596.75,277.45,275.30,4931.69,215.36,199.65,3196.86,664.74,189.80,321.15,455.49,801.21,527.36,328.18,603.62,407.70,230.71,5103.69,197.02,198.41,203.36,736.82,206.63,724.72,735.87,2947.28,697.60,53.80
2013-01-10,dsm2,base,72,32772.00,30451.21,2309.24,3629.13,-403.78,31855.88,0.00,0.00,653.01,2.53,3.04,2.69,2.63,212.77,212.77,317.50,398.76,700.16,250.22,197.19,197.19,278.65,200.28,262.08,1538.59,1983.57,672.28,278.61,276.36,4977.83,219.59,209.45,3342.61,693.52,195.45,319.21,458.50,788.99,571.95,333.68,650.40,401.38,237.14,5157.43,199.14,198.73,207.39,766.04,211.31,696.18,703.61,2867.54,715.69,53.80
