datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_delta,cu_total,cu_suisun,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,mrz,oh4,rsl,vcu,mtz,god,gzl,frk,bac,hol,ori
2011-10-18,SCHISM,cache,2,23605.95,22320.55,5053.27,10840.83,18244.17,1.00,0.00,1.78,3.45,91.20,60.30,486.08,1819.13,1819.13,674.02,575.62,564.10,687.31,502.56,791.50,18813.17,12757.44,10154.76,3397.62,757.88,7577.12,2350.45,342.56,261.15,569.55,700.58,337.00,13230.87,1079.40,12291.58,9909.93,11773.35,1287.93,171.25,1751.87,7582.23,10155.10,21761.92,388.01,502.56,564.10,12269.64,15036.55,14514.77,481.48,407.58,455.50,596.12
2011-10-19,SCHISM,cache,2,22376.62,21397.44,4815.34,10249.73,17258.07,1.00,0.00,3.96,3.29,89.40,65.20,381.04,1605.54,1605.54,572.06,368.41,323.72,364.14,463.74,691.25,18735.41,13259.02,10388.07,4410.95,1062.18,7714.80,3019.34,467.97,300.11,642.62,436.02,309.56,12245.83,1268.27,12099.69,10124.16,11834.86,2049.58,401.42,2685.86,7725.01,10387.39,24939.77,378.00,463.74,323.72,13525.83,14774.40,15719.00,466.70,427.75,462.47,500.24
2011-10-20,SCHISM,cache,2,21683.07,20764.79,4793.10,10257.81,16646.88,1.00,0.00,4.68,3.26,88.20,53.50,482.03,1719.53,1719.53,373.95,378.22,369.47,316.21,422.87,354.96,18223.98,12550.25,9257.00,3329.12,700.17,7027.92,2852.85,398.87,337.21,657.40,308.06,251.65,11840.96,1340.99,12015.14,10439.68,12168.14,1870.06,340.21,2150.50,7039.99,9256.65,24382.14,412.68,422.87,369.47,14280.95,14963.57,16146.33,444.91,424.57,461.63,372.67
2011-10-21,SCHISM,cache,2,21179.10,20247.29,4683.46,9773.10,16499.73,1.00,0.00,4.96,3.25,86.60,57.00,467.27,1745.67,1745.67,370.11,383.97,383.76,328.65,418.84,336.14,17546.53,11663.81,8195.45,2677.45,582.53,6195.94,2596.07,447.67,360.94,451.05,321.79,200.35,12011.76,1374.77,12018.86,10058.48,12537.27,1617.56,176.46,1752.66,6208.68,8195.10,23915.54,418.84,418.84,383.76,14565.07,15144.89,16045.44,478.10,415.44,459.72,364.57
2011-10-22,SCHISM,cache,2,21024.65,19788.71,4848.45,11502.75,14806.09,1.00,0.00,4.92,3.21,85.20,63.30,499.04,1811.61,1811.61,353.68,382.05,367.13,317.93,433.90,337.43,16818.48,10646.23,7019.21,2034.77,417.99,5328.03,2284.58,408.22,384.18,345.77,320.72,224.62,12282.30,1376.16,12013.28,9169.08,12786.53,1399.91,167.77,1397.52,5338.57,7017.08,23509.22,414.38,433.90,367.13,14551.46,15103.22,15618.83,533.06,413.53,466.49,366.49
2011-10-23,SCHISM,cache,2,20575.58,19033.25,4815.59,12049.64,13771.61,1.00,0.00,4.58,3.18,85.00,177.20,607.27,1912.43,1912.43,343.20,379.28,360.30,338.92,439.20,332.29,16213.64,9806.53,6165.06,1614.79,334.64,4651.11,2064.37,364.99,377.79,337.00,331.00,213.58,12513.01,1375.56,12002.62,7931.90,12928.54,1247.80,157.11,1164.08,4659.38,6163.99,23288.54,398.87,439.20,360.30,14355.11,14898.17,15063.85,595.91,413.11,489.07,357.09
2011-10-24,SCHISM,cache,2,20167.15,18607.97,4947.30,10832.09,14571.50,1.00,0.00,4.07,3.21,84.80,315.40,604.54,1869.22,1869.22,356.45,384.61,362.65,326.08,439.20,339.14,16276.83,9564.88,5993.77,1397.12,296.25,4310.72,1959.66,365.21,367.55,324.79,329.29,177.12,12697.56,1447.54,12032.73,6982.62,13060.83,1178.19,144.49,1001.67,4316.45,5992.51,23575.42,404.61,439.20,362.65,14160.48,14738.93,14588.31,676.72,433.90,537.68,366.91
2011-10-25,SCHISM,cache,2,19731.44,18490.45,4812.01,10677.56,14045.30,1.00,0.00,3.40,3.28,83.40,316.30,495.71,1766.52,1766.52,351.54,388.01,379.28,325.22,439.20,331.22,16027.34,9171.69,5741.38,1246.79,279.47,3931.42,1795.91,370.33,360.72,334.00,319.43,160.38,12891.25,1448.34,12018.53,6384.68,13147.05,1092.56,148.19,891.90,3935.89,5740.84,23119.13,419.69,439.20,379.28,13988.59,14525.73,14276.62,724.81,469.87,603.43,371.82
2011-10-26,SCHISM,cache,2,19603.04,18623.75,4956.54,10583.57,14054.75,1.00,0.00,2.70,3.27,81.80,183.00,261.75,1550.63,1550.63,360.51,405.25,395.89,311.28,439.20,331.64,14808.95,8151.46,4780.27,847.63,232.85,3379.57,1567.69,323.72,338.50,337.00,315.14,156.46,12995.71,1363.58,11833.50,6009.60,13085.49,958.91,140.79,721.71,3384.46,4779.35,22850.74,452.53,439.20,395.89,13712.65,14158.32,13831.17,642.42,506.98,639.71,379.28
2011-10-27,SCHISM,cache,2,18902.21,17926.19,4784.30,10548.57,13148.22,1.00,0.00,2.09,3.19,80.60,143.20,153.49,1432.30,1432.30,354.96,425.84,399.93,316.43,439.20,326.72,13634.72,7089.51,3753.81,594.44,202.30,2885.97,1386.55,253.81,331.00,319.65,316.43,151.46,12976.07,1299.55,11562.66,5534.11,12962.30,816.20,133.61,579.81,2889.21,3753.25,22250.06,471.56,439.20,399.93,13332.22,13760.91,13121.73,604.05,531.59,633.67,383.76
2011-10-28,SCHISM,cache,2,18416.13,17363.86,4650.34,10730.42,12215.04,1.00,0.00,1.58,3.21,79.60,134.80,13.79,1299.45,1299.45,366.91,459.30,407.37,307.63,458.46,329.72,13047.74,6434.78,3222.76,464.38,190.80,2559.63,1267.07,236.74,312.35,316.43,302.26,150.37,12896.29,1272.49,11317.93,4946.08,12876.46,701.41,129.47,454.86,2561.93,3222.20,22572.97,489.71,458.46,407.37,12948.02,13303.41,12348.12,587.13,519.61,633.25,402.06
2011-10-29,SCHISM,cache,2,18378.58,17001.97,4720.44,11005.71,11847.86,1.00,0.00,1.27,3.34,78.80,75.30,-170.16,1135.35,1135.35,359.02,472.61,390.99,316.43,485.91,323.93,13034.15,6137.77,2990.69,402.27,177.77,2365.50,1179.20,227.01,292.16,316.43,295.82,150.37,12871.08,1254.43,11133.71,4343.59,12802.00,644.29,129.47,353.04,2367.04,2990.12,22902.46,485.70,485.91,390.99,12666.26,12860.67,11862.97,591.10,513.09,632.42,405.25
2011-10-30,SCHISM,cache,2,18628.77,16930.91,4737.06,10940.46,12042.42,1.00,0.00,1.16,3.49,78.40,116.50,-266.44,1031.35,1031.35,357.52,455.50,366.91,304.84,518.56,323.93,13535.53,6277.01,2993.53,350.47,172.12,2276.26,1137.84,223.54,275.81,316.43,300.54,150.37,12839.83,1246.79,10963.19,3883.96,12749.03,641.58,129.47,333.79,2278.39,2993.15,23990.74,478.10,518.56,366.91,12537.44,12532.39,11827.23,609.69,506.35,632.21,393.76
2011-10-31,SCHISM,cache,2,18055.67,16273.87,4749.37,8782.11,13494.39,1.00,0.00,1.34,3.47,77.80,700.80,172.27,1464.29,1464.29,333.57,438.77,357.52,295.82,542.30,311.49,13794.12,6263.03,2786.71,299.68,167.77,2158.07,1074.13,223.33,267.19,316.43,295.82,150.37,12794.61,1233.53,10727.99,3705.81,12687.80,618.87,129.47,377.15,2160.79,2786.71,23962.58,479.37,542.30,357.52,12487.23,12402.26,11944.24,606.14,500.88,618.45,353.04
2011-11-01,SCHISM,cache,2,18056.44,16226.98,4718.91,11024.66,11334.08,1.00,0.00,1.71,3.38,77.20,202.60,-214.01,761.90,761.90,344.70,456.13,357.52,310.64,560.54,305.48,12254.61,5552.59,2768.20,259.85,159.94,1870.85,941.36,282.26,254.89,304.41,300.11,150.37,12740.79,1154.60,10509.43,3733.65,12616.09,466.91,129.47,285.71,1872.41,2767.06,23310.95,480.00,560.54,357.52,12596.22,12498.52,12013.79,374.38,502.77,564.31,372.46
2011-11-02,SCHISM,cache,2,17516.86,15960.92,4530.73,11114.15,10424.49,1.00,0.00,2.26,3.32,78.60,335.80,-173.15,784.37,784.37,359.23,450.63,355.60,296.46,560.54,353.89,13262.87,5424.44,2283.61,286.14,158.85,1657.47,909.09,235.01,245.17,295.82,300.54,150.37,12627.54,1123.10,10297.48,3670.48,12507.79,488.23,129.47,341.92,1658.06,2283.42,23910.82,485.91,560.54,355.60,12398.21,12487.23,11979.44,333.36,495.61,502.35,385.89
2011-11-03,SCHISM,cache,2,16470.26,15230.35,3929.69,11042.86,8672.80,1.00,0.00,2.83,3.33,79.40,273.70,-410.58,492.71,492.71,354.10,442.80,338.92,286.57,560.54,321.36,15131.05,6491.29,2670.37,385.25,163.20,1751.48,906.02,260.50,234.58,309.56,282.26,150.37,12467.51,1145.92,10188.78,3515.58,12337.99,468.60,129.47,347.05,1753.45,2669.41,25546.03,467.33,560.54,338.92,12288.21,12579.55,12068.25,398.65,422.23,517.50,380.77
2011-11-04,SCHISM,cache,2,16374.90,15264.90,3480.62,9675.02,9368.93,1.00,0.00,3.38,3.37,80.60,253.20,-558.36,337.80,337.80,350.68,417.78,339.14,347.05,551.32,305.27,15213.00,6609.55,2795.49,434.75,167.77,1752.27,871.42,256.62,242.58,303.12,313.43,150.37,12342.38,1113.80,9834.97,3223.52,12180.64,483.59,109.02,373.31,1755.81,2795.10,24546.43,427.96,551.32,339.14,12208.17,12494.31,12205.64,459.72,407.58,502.98,364.35
2011-11-05,SCHISM,cache,2,16375.30,15337.72,3238.84,9624.74,8771.17,1.00,0.00,3.98,3.44,80.60,106.50,-1111.73,-361.56,-361.56,356.24,375.23,337.00,429.87,514.98,373.95,15593.89,6915.97,2991.64,496.45,167.33,1814.56,857.89,264.81,252.30,297.75,401.63,150.37,12233.17,1072.51,9526.33,3240.13,11984.86,500.03,108.58,400.36,1819.08,2989.36,24433.62,404.18,514.98,337.00,12161.38,12442.73,12361.61,494.98,392.48,482.75,351.11
2011-11-06,SCHISM,cache,2,16174.49,15132.29,3126.14,9491.96,8502.10,1.00,0.00,4.38,3.41,80.40,126.10,-1180.46,-455.53,-455.53,384.39,383.12,322.86,443.01,480.64,436.87,15019.74,6829.69,3107.26,521.29,167.55,1842.82,831.61,252.08,260.93,295.82,438.77,150.37,12056.58,1032.96,9109.04,3232.77,11778.09,497.30,109.24,408.43,1847.52,3105.74,23651.84,393.55,480.64,322.86,12033.07,12365.83,12454.36,521.92,388.23,488.02,377.15
2011-11-07,SCHISM,cache,2,16312.82,15290.11,2965.52,9077.08,8935.94,1.00,0.00,4.52,3.35,80.40,126.80,-1138.53,-387.22,-387.22,390.36,385.03,317.72,477.68,459.51,464.16,14556.92,6609.91,3105.18,499.40,162.99,1773.31,790.06,242.15,258.13,319.86,460.99,150.37,11895.32,1003.50,8736.38,3215.59,11547.04,484.65,129.47,396.74,1778.03,3103.47,23176.30,388.44,459.51,317.72,11828.42,12279.77,12292.60,517.08,398.23,497.72,384.61
2011-11-08,SCHISM,cache,2,16464.30,15443.06,2751.73,8364.08,9585.98,1.00,0.00,4.41,3.31,78.40,131.50,-1134.47,-367.07,-367.07,401.21,393.12,316.43,475.57,457.40,495.40,14092.00,6358.54,3010.80,485.70,160.38,1707.57,750.66,231.12,256.83,359.02,471.98,150.37,11665.50,976.64,8419.47,3175.35,11303.64,464.38,127.52,383.97,1711.32,3008.90,22982.29,386.74,457.40,316.43,11558.59,12069.43,12043.05,497.30,410.77,493.92,401.42
