datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,delta_cu,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_flow,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,oh4,rsl,vcu,mtz,god,gzl,frk,bac,hol
2006-11-14,SCHISM,suisun,5,13238.49,10623.27,3213.67,-8685.25,1258.44,6508.46,1.00,0.00,1.22,3.13,89.20,86.60,-1171.84,666.34,589.43,608.44,683.78,517.93,839.21,17158.69,11226.88,9477.92,2255.17,338.92,6722.81,1697.72,287.86,257.91,583.15,700.58,335.93,13553.92,919.51,12319.26,9942.82,11928.84,1233.33,171.25,1444.75,6733.33,9478.09,388.23,517.93,608.44,12624.51,14131.35,14455.97,473.46,403.54,445.76
2006-11-15,SCHISM,suisun,5,14228.99,11497.37,3341.38,-8882.93,1170.79,7516.64,1.00,0.00,2.86,2.85,88.00,46.20,-1124.59,542.72,380.13,357.74,708.46,500.03,801.59,18842.00,11904.29,9198.74,2904.05,481.06,6601.69,2224.00,349.19,285.28,650.74,705.56,313.85,12818.31,1058.93,12425.53,9967.10,11981.47,1441.77,186.89,1696.53,6615.26,9197.70,370.97,500.03,357.74,14227.22,14075.39,15278.42,456.76,433.05,454.65
2006-11-16,SCHISM,suisun,5,15349.64,12671.34,3464.28,-9512.14,778.91,8522.86,1.00,0.00,2.98,2.88,88.40,12.50,-766.41,556.56,383.12,391.63,696.85,497.72,713.63,18728.78,11613.08,8461.06,2380.55,356.24,6128.43,2166.41,343.84,305.27,697.26,696.44,283.77,12097.50,1095.19,12652.62,9701.48,12193.48,1384.55,557.40,1552.03,6140.28,8460.01,404.18,497.72,391.63,15078.41,14924.83,15989.22,437.92,428.60,455.28
2006-11-17,SCHISM,suisun,5,16350.52,13669.22,3519.44,-9893.19,792.68,9184.10,1.00,0.00,3.23,3.05,87.60,39.30,-753.38,514.35,406.10,390.99,702.86,479.79,700.79,20092.46,12356.72,8567.41,2613.51,385.03,6371.25,2569.99,372.67,341.28,700.58,702.45,239.34,12096.48,1220.87,13371.40,9495.56,12536.94,1386.35,215.53,1456.30,6383.24,8565.84,418.84,479.79,390.99,16278.66,16104.27,16865.61,467.55,412.04,464.38
2006-11-18,SCHISM,suisun,5,17418.90,14533.61,3525.11,-9774.87,104.75,11064.40,1.00,0.00,3.22,3.03,86.40,44.60,-60.15,516.66,407.37,392.48,720.47,467.55,713.84,19532.00,11848.07,7805.29,2025.03,382.26,5852.72,2399.44,419.26,354.10,700.58,720.47,206.42,12319.94,1231.12,13557.43,9310.71,12746.51,1333.99,169.94,1288.73,5862.10,7804.59,415.02,467.55,392.48,16331.66,16357.75,16925.93,520.87,410.77,461.20
2006-11-19,SCHISM,suisun,5,18060.22,15175.65,3516.33,-9737.75,-276.41,12115.21,1.00,0.00,3.57,2.96,85.00,63.70,340.11,506.56,402.91,391.42,725.85,459.51,720.47,18959.63,11160.80,7073.72,1567.69,359.87,5297.13,2209.47,438.56,384.61,693.74,722.74,258.99,12561.36,1236.15,13741.71,9159.89,12975.06,1220.87,156.90,1134.01,5306.95,7072.47,401.84,459.51,391.42,16279.48,16384.65,16863.97,583.15,400.14,471.77
2006-11-20,SCHISM,suisun,5,18411.18,15452.16,3485.47,-9904.97,-199.23,12190.91,1.00,0.00,3.73,2.63,83.40,57.60,256.83,511.40,401.63,390.57,740.32,459.51,736.81,18052.85,10190.33,6194.68,1226.30,279.47,4654.97,1972.16,379.07,387.16,703.28,740.32,336.57,12785.02,1224.69,13823.49,9026.56,13150.57,1094.79,152.98,970.93,4663.60,6194.50,400.78,459.51,390.57,16053.99,16271.61,16447.45,632.21,409.07,486.33
2006-11-21,SCHISM,suisun,5,18548.27,15742.15,3432.25,-9641.22,-169.52,12508.82,1.00,0.00,3.55,2.39,82.60,92.10,261.62,571.43,419.69,403.76,758.92,450.63,759.95,16456.17,8794.21,5043.43,884.33,230.90,3938.68,1671.49,314.93,378.86,699.55,758.09,238.04,13002.76,1196.52,13721.84,8509.79,13235.06,989.06,169.73,816.81,3945.00,5043.97,404.40,450.63,403.76,15595.91,15875.56,15741.40,669.87,418.63,502.14
2006-11-22,SCHISM,suisun,5,18715.73,16005.22,3370.24,-9768.59,-35.17,12352.54,1.00,0.00,3.32,2.33,82.00,288.90,324.07,589.01,445.13,426.69,756.03,439.20,762.84,15652.75,8064.65,4428.28,670.28,213.36,3492.88,1520.49,288.72,363.29,728.95,758.30,181.46,13236.40,1196.12,13929.74,8049.73,13404.21,865.89,171.25,659.06,3497.38,4427.91,418.20,439.20,426.69,15261.24,15566.24,15097.93,701.62,434.53,536.00
2006-11-23,SCHISM,suisun,5,19099.25,16361.93,3298.81,-9669.82,79.92,12648.32,1.00,0.00,2.97,2.41,82.00,221.30,141.38,583.78,436.23,447.88,773.77,439.20,754.37,14847.76,7489.92,4099.52,495.61,205.77,3119.18,1382.35,306.56,350.47,735.98,763.46,171.25,13471.14,1187.66,14061.07,6975.34,13563.78,758.30,171.25,529.70,3122.59,4099.15,436.65,439.20,447.88,14941.22,15228.20,14486.54,696.85,462.26,598.83
2006-11-24,SCHISM,suisun,5,19720.10,16981.25,3216.67,-9150.79,191.92,13594.05,1.00,0.00,2.66,2.65,81.80,170.70,-21.22,601.76,463.95,452.96,779.96,439.20,775.84,15302.31,7599.70,4041.82,453.59,201.44,2958.22,1355.19,294.96,340.85,753.55,779.96,172.12,13704.97,1202.76,14214.24,6779.12,13798.96,696.85,178.20,462.90,2961.07,4041.82,460.99,439.20,452.96,14709.41,14902.64,14168.30,685.23,502.35,630.75
