datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,delta_cu,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_flow,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,oh4,rsl,vcu,mtz,god,gzl,frk,bac,hol
2013-10-24,SCHISM,baseline,1,7316.68,5802.97,1627.70,-2105.85,-292.64,7131.17,1.00,1.00,1.06,-0.05,90.40,77.40,370.04,731.02,693.74,643.87,676.51,516.03,839.21,21576.38,12661.38,9961.59,3264.47,686.27,7268.88,2167.19,334.00,265.24,564.52,700.58,334.86,13295.71,1072.51,12437.33,9784.29,11687.22,1371.77,171.25,1768.20,7277.21,9961.93,418.63,516.03,643.87,12095.81,15075.93,14535.19,478.95,399.93,447.24
2013-10-25,SCHISM,baseline,1,7484.76,5954.97,2327.82,-2396.66,-483.77,7899.70,1.00,1.00,2.36,-0.17,90.20,69.20,552.97,653.86,557.61,625.54,699.34,499.82,839.21,22808.03,13102.94,9740.99,3631.76,651.16,6848.37,2164.67,372.89,287.21,608.44,698.30,320.72,12247.69,1060.15,12007.02,10005.83,11858.91,1665.37,171.25,2124.08,6861.19,9740.47,363.93,499.82,625.54,13154.26,14949.00,16111.83,461.20,408.86,449.15
2013-10-26,SCHISM,baseline,1,6816.61,5321.87,2553.19,-2428.27,-580.81,7522.34,1.00,1.00,3.21,-0.21,91.80,298.40,879.21,648.66,526.13,514.56,487.81,479.79,836.96,23791.75,13879.38,9542.93,3616.78,645.33,6337.04,2140.79,388.87,303.98,666.13,512.67,315.79,11836.89,1079.81,11427.61,9578.18,12070.45,1668.53,194.49,2152.05,6352.63,9541.89,361.36,479.79,514.56,14566.57,15523.04,17948.41,435.38,413.53,450.84
2013-10-27,SCHISM,baseline,1,5891.06,4441.90,2653.35,-2648.83,-602.95,6498.53,1.00,1.00,4.30,-0.16,91.80,163.10,766.05,586.08,482.54,447.24,353.04,461.42,817.64,26793.99,16269.80,10824.21,4586.43,924.62,7000.39,2411.77,456.76,331.86,693.95,365.21,307.42,12028.51,1265.47,11242.54,9220.24,12605.82,1993.82,314.93,2510.86,7017.62,10823.53,369.47,461.42,447.24,16488.59,18473.43,19840.07,454.65,423.08,451.05
2013-10-28,SCHISM,baseline,1,7798.18,6298.46,2663.36,-2196.34,-548.41,8813.62,1.00,1.00,5.17,-0.09,91.80,96.80,645.21,529.49,504.25,414.38,367.77,450.42,697.68,26667.35,16512.85,11506.11,4870.00,1201.96,6893.21,2517.77,477.89,360.30,609.90,361.58,298.40,12364.82,1276.70,10856.15,10564.92,13174.38,2150.89,755.41,2923.82,6914.90,11504.41,380.56,450.42,414.38,16903.54,19404.06,20854.61,497.51,421.17,446.61
2013-10-29,SCHISM,baseline,1,8210.80,6532.47,2563.77,-1797.77,-580.44,9557.25,1.00,1.00,5.63,0.02,92.00,107.20,687.64,491.39,440.26,413.32,321.15,432.20,443.01,26498.57,16545.95,11528.02,4663.97,1046.97,6749.19,2382.28,441.10,368.62,475.57,328.22,273.44,12637.14,1311.57,10681.47,10179.85,13378.76,2051.13,506.14,2752.17,6775.91,11525.30,380.77,432.20,413.32,17326.39,19524.19,21545.33,511.40,422.66,447.03
2013-10-30,SCHISM,baseline,1,8398.20,6787.91,2290.53,-2820.01,-669.07,8537.80,1.00,1.00,5.81,0.01,91.80,78.00,747.07,444.49,409.07,392.91,272.79,418.84,415.02,26439.41,16847.78,11866.70,4707.29,1128.76,6805.83,2363.57,442.80,380.77,398.87,275.16,245.17,12745.00,1345.19,10777.05,10265.73,13622.78,2051.33,291.73,2746.82,6834.31,11864.50,381.63,418.84,392.91,17497.02,19897.27,22090.08,536.21,420.32,451.69
2013-10-31,SCHISM,baseline,1,8852.04,7260.00,1998.23,-4869.40,-694.18,6675.05,1.00,1.00,5.44,-0.06,91.60,89.10,783.28,397.17,391.63,366.91,276.88,418.84,385.89,26126.99,16780.23,11783.01,4578.71,1058.93,6718.53,2282.25,440.47,387.59,374.81,276.45,221.38,12854.62,1371.77,10787.30,10133.45,13626.96,2018.01,308.92,2657.36,6748.65,11778.43,397.80,418.84,366.91,17508.74,19848.59,22331.91,565.78,428.39,459.94
2013-11-01,SCHISM,baseline,1,9028.09,7498.53,1706.35,-3261.89,-1153.60,8626.16,1.00,1.00,4.75,-0.11,91.40,166.10,1319.70,336.57,359.44,377.15,311.07,418.84,412.26,25865.54,16643.08,11583.37,4350.24,947.28,6589.73,2225.35,515.40,403.33,353.04,299.90,210.11,12906.03,1381.95,10722.52,9898.56,13382.11,1962.39,332.07,2529.30,6620.08,11581.00,398.65,418.84,377.15,17348.73,19425.96,22262.59,596.95,432.84,469.66
2013-11-02,SCHISM,baseline,1,9411.20,7966.94,1475.95,-3816.53,-1105.66,8176.28,1.00,1.00,3.81,-0.17,91.00,403.90,1509.56,366.27,362.43,378.00,349.83,418.84,409.71,25661.46,16806.08,11574.71,4151.24,866.30,6594.91,2180.77,536.42,422.23,336.78,320.07,262.66,12812.76,1414.27,10621.58,9715.63,13139.50,1938.17,316.43,2435.08,6624.90,11570.98,414.81,418.84,378.00,17298.34,19306.09,22293.84,634.50,434.53,485.28
