datetime,model,scene,case,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2002-01-01,dsm2,baseline,59,40746.53,3012.90,12320.76,-9706.30,44101.47,0.00,1.00,549.67,2.43,3.60,2.33,3.33,283.36,283.36,310.91,459.01,769.71,306.50,276.14,276.14,446.89,210.87,282.93,2433.63,2723.89,3687.43,291.87,292.06,2903.74,273.15,633.76,1952.82,298.35,310.95,380.60,989.75,2555.81,262.96,834.00,570.85,250.73,1522.50,211.17,206.01,228.76,634.90,238.87,765.29,478.49,1597.17,545.35,61.20
2002-01-02,dsm2,baseline,59,45158.58,4786.97,12745.95,-10659.93,58348.73,0.00,1.00,393.32,1.83,3.82,2.11,3.34,281.10,281.10,330.07,414.89,655.46,306.35,240.32,240.32,450.90,226.28,289.22,2462.06,2683.75,2634.60,299.28,299.39,2813.68,275.08,307.22,1352.92,261.51,330.30,409.12,1038.58,1159.89,299.69,847.90,595.87,262.11,1539.64,207.56,179.45,232.86,663.77,242.24,610.58,548.99,1718.43,575.32,54.40
2002-01-03,dsm2,baseline,59,49235.66,4553.61,12725.48,-6043.57,52899.46,0.00,1.00,363.80,1.87,3.73,2.13,3.35,284.13,284.13,316.81,364.88,461.93,308.44,233.23,233.23,457.52,211.89,290.15,2432.91,2649.95,1974.82,298.74,298.43,2732.19,273.85,261.22,1028.38,254.04,317.49,396.26,868.73,711.96,318.17,783.76,563.18,264.19,1461.49,177.27,150.17,221.49,571.39,234.84,442.71,526.10,1672.29,509.79,54.40
2002-01-04,dsm2,baseline,59,52523.75,4421.86,12612.41,-4540.71,56172.71,0.00,1.00,320.01,1.92,3.74,2.24,3.36,283.04,283.04,306.69,318.68,412.74,309.61,215.29,215.29,439.33,177.97,290.05,2352.11,2646.19,1416.88,295.89,295.82,2691.49,269.63,242.37,805.58,234.05,306.63,380.94,730.09,543.96,340.16,600.55,547.37,260.08,1532.51,161.69,140.06,202.61,475.12,220.55,399.40,523.48,1612.11,436.63,53.80
2002-01-05,dsm2,baseline,59,58192.89,4444.70,12494.19,-3359.84,88324.44,0.00,1.00,355.39,1.94,3.78,2.28,3.31,280.68,280.68,304.09,286.13,367.37,308.89,180.10,180.10,427.45,159.18,289.14,2202.08,2585.28,968.52,295.29,294.98,2665.80,259.59,208.27,629.27,204.46,304.20,379.79,641.76,325.42,350.12,503.05,529.45,246.09,1426.28,149.14,137.79,180.13,451.11,202.78,364.01,534.89,1534.37,427.43,53.80
2002-01-06,dsm2,baseline,59,64177.19,6103.23,6578.79,-3463.53,102998.67,0.00,1.00,325.00,1.99,3.62,2.32,3.18,275.82,275.82,306.12,254.11,380.37,302.87,162.31,162.31,412.78,148.35,284.66,2042.64,2434.73,585.21,294.90,294.35,2616.67,245.01,179.43,478.54,177.59,306.43,387.40,563.47,217.17,362.20,450.28,508.14,230.91,1347.44,144.39,136.56,168.77,432.24,192.00,376.26,573.47,1449.89,423.03,53.80
2002-01-07,dsm2,baseline,59,69264.67,5346.25,6242.65,-9.37,91563.65,0.00,1.00,380.79,2.06,3.55,2.38,3.20,260.96,260.96,310.53,217.50,349.68,292.78,160.13,160.13,378.13,144.08,283.08,1909.03,2248.35,353.68,295.69,294.84,2558.99,237.22,173.93,387.41,169.10,311.23,395.55,505.92,181.87,401.04,417.62,485.74,224.93,1317.31,138.05,128.84,168.76,430.54,191.74,356.09,585.14,1384.71,430.98,53.80
2002-01-08,dsm2,baseline,59,69766.55,4645.13,6200.86,1251.13,82432.99,0.00,1.00,376.70,2.07,3.66,2.42,3.38,248.06,248.06,308.63,195.99,388.76,286.63,154.53,154.53,353.05,136.10,281.38,1719.75,2055.04,255.56,295.59,294.61,2477.94,230.29,170.72,328.27,164.78,309.67,403.17,459.94,184.34,425.14,383.92,452.35,216.36,1350.87,132.20,125.18,164.23,426.72,185.10,388.30,602.05,1324.35,427.79,53.80
2002-01-09,dsm2,baseline,59,67514.88,4412.60,6284.70,1542.97,74236.10,0.00,1.00,468.78,2.05,3.70,2.31,3.32,239.56,239.56,306.43,186.29,383.51,281.36,148.74,148.74,339.46,133.36,278.50,1531.93,1865.03,227.02,293.29,292.32,2358.71,222.18,161.27,286.41,155.92,307.43,402.75,447.57,189.28,420.53,387.44,422.08,205.92,1304.90,134.78,132.88,160.14,446.33,177.35,395.56,543.27,1233.30,437.16,53.80
2002-01-10,dsm2,baseline,59,60749.60,3968.98,7170.62,1753.72,60426.94,0.00,1.00,574.98,1.98,3.72,2.29,3.28,232.68,232.68,300.18,176.68,468.55,275.99,150.00,150.00,326.55,140.24,272.81,1350.48,1673.15,224.73,289.67,288.38,2253.63,215.82,156.47,261.57,152.74,300.56,395.31,457.47,198.70,403.64,398.22,396.04,198.56,1176.94,143.73,140.43,163.15,430.19,174.71,485.82,526.52,1154.76,418.54,53.80
