datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2013-01-01,dsm2,base,71,66070.62,62366.67,2784.92,-2161.13,2244.23,64450.18,0.00,0.00,489.01,2.38,3.35,2.07,3.00,204.52,204.52,309.54,554.46,399.19,246.02,150.77,150.77,282.69,137.94,250.63,1615.37,2200.10,316.21,270.41,268.39,4092.74,193.13,154.46,547.59,153.44,310.72,421.11,424.76,266.65,274.71,453.39,442.06,177.95,2630.98,140.00,138.93,152.17,433.33,161.48,409.82,438.56,2504.72,420.52,53.80
2013-01-02,dsm2,base,71,59186.35,55252.54,2482.60,-2945.13,2281.45,56442.36,0.00,0.00,567.97,2.13,3.25,2.45,2.77,199.71,199.71,315.57,461.11,454.44,242.16,152.87,152.87,270.65,143.92,248.67,1709.37,2124.74,257.53,270.95,268.63,4108.67,190.95,155.47,542.50,152.51,316.38,421.29,435.50,229.80,286.93,416.49,435.02,183.77,2886.51,146.41,147.84,157.43,434.47,163.42,483.21,424.76,2502.57,414.63,53.80
2013-01-03,dsm2,base,71,52650.17,48583.37,2198.51,-4664.13,2246.53,47938.02,0.00,0.00,622.97,2.45,3.25,2.77,2.76,196.87,196.87,301.08,412.89,513.05,238.88,156.50,156.50,269.21,150.17,245.79,1704.39,2105.13,243.53,264.72,262.92,3904.95,188.93,157.73,503.13,154.80,302.19,403.56,473.18,201.74,285.92,406.53,416.79,181.44,3181.33,153.30,157.62,158.32,426.15,164.59,563.27,402.59,2431.62,430.82,53.80
2013-01-04,dsm2,base,71,47275.81,43183.74,1983.29,-4460.13,2237.91,42561.05,0.00,0.00,675.97,2.49,3.17,2.97,2.63,193.14,193.14,285.88,394.22,576.61,234.06,160.63,160.63,265.03,157.31,239.45,1585.16,2067.03,278.70,257.38,255.71,3709.99,189.10,160.75,472.64,158.09,286.79,383.07,536.26,282.46,277.82,410.95,397.40,182.33,3250.77,162.06,169.51,164.05,429.11,168.61,617.71,381.95,2355.11,444.72,53.80
2013-01-05,dsm2,base,71,44189.06,40184.31,1834.05,-2921.13,339.53,42762.45,0.00,0.00,714.98,2.64,3.04,3.05,2.58,192.07,192.07,276.82,383.13,622.81,230.60,164.45,164.45,259.15,166.31,235.35,1496.03,1978.02,338.34,251.81,249.82,3571.12,189.95,164.72,477.06,161.92,277.42,370.06,590.51,343.91,271.83,424.14,385.81,185.36,3578.45,171.85,178.42,172.17,477.17,174.82,670.45,381.32,2282.67,464.50,53.80
2013-01-06,dsm2,base,71,41929.05,38074.99,1782.36,-2554.13,-689.16,41846.43,0.00,0.00,738.98,2.75,3.10,3.10,2.63,193.26,193.26,280.26,367.96,676.68,229.40,171.24,171.24,254.97,175.88,236.06,1478.41,1924.17,370.60,251.43,249.68,3568.89,192.15,170.07,495.38,166.49,281.45,376.45,645.53,336.82,278.12,450.61,376.97,192.78,4301.30,177.39,183.64,180.43,470.07,181.49,714.07,416.97,2253.39,499.85,53.80
2013-01-07,dsm2,base,71,38341.13,34957.56,1772.37,-1623.13,-681.10,39171.48,0.00,0.00,737.00,2.72,3.15,3.02,2.69,194.19,194.19,286.97,367.01,716.56,229.01,177.33,177.33,253.43,180.97,237.88,1361.26,1839.29,438.11,253.10,251.40,3621.62,195.33,178.45,512.64,172.61,288.14,390.19,701.01,409.62,280.70,483.03,368.96,198.98,4325.78,183.97,189.90,185.16,571.84,186.42,744.08,469.56,2192.72,546.78,53.80
2013-01-08,dsm2,base,71,35883.34,32967.00,1878.60,-5026.13,-529.84,33265.64,0.00,0.00,679.03,2.65,3.13,2.87,2.65,195.87,195.87,292.63,368.00,745.83,229.76,182.33,182.33,253.07,186.93,240.35,1301.74,1746.33,523.50,256.15,254.45,3774.36,198.88,187.25,543.75,178.63,293.81,400.86,745.77,496.46,285.86,521.97,359.14,205.73,4228.11,189.32,194.04,190.88,645.42,191.92,755.92,547.99,2103.08,601.22,53.80
2013-01-09,dsm2,base,71,34045.93,31556.86,2053.78,-3820.13,-833.03,33112.61,0.00,0.00,680.00,2.60,3.04,2.77,2.56,197.97,197.97,286.36,362.13,747.96,230.49,187.08,187.08,252.04,191.79,240.71,1284.93,1671.89,616.15,255.51,253.70,3900.51,202.46,196.13,615.70,184.17,287.96,399.29,773.97,546.50,289.97,563.00,349.95,211.13,4172.81,193.49,197.21,195.36,689.84,196.49,717.49,586.39,2042.30,638.70,53.80
2013-01-10,dsm2,base,71,32772.00,30451.21,2309.24,-3629.13,403.64,31048.47,0.00,0.00,653.01,2.53,3.04,2.69,2.63,200.41,200.41,284.56,355.78,696.48,231.24,191.43,191.43,250.57,195.61,241.38,1298.17,1646.38,695.99,255.26,253.60,3967.00,205.83,205.87,650.99,189.34,285.95,401.95,763.94,595.41,293.85,610.97,346.50,216.27,4189.91,195.58,197.59,199.11,722.94,200.52,690.98,584.60,1986.72,665.26,53.80
