datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
1991-05-24,dsm2,base,5,7219.00,6669.00,1060.00,1471.28,3148.96,0.00,1.00,447.91,3.67,3.76,5.63,2.99,7786.11,7786.11,1198.59,13032.64,631.68,1819.59,12907.04,12907.04,2337.20,5538.58,1512.90,16393.01,15416.02,22416.20,1405.26,1419.55,9541.21,3426.56,16892.18,28250.46,17924.77,12799.80,1193.99,843.32,757.15,21618.80,713.58,443.15,1091.10,1266.51,13302.63,618.41,194.56,3243.36,742.91,2671.40,468.29,540.19,9059.54,749.26,89.00
1991-05-25,dsm2,base,5,7246.00,6687.00,1020.00,1337.37,3394.16,0.78,1.00,503.79,3.22,3.67,4.51,3.00,7458.99,7458.99,1224.62,13169.15,566.60,1844.70,12716.68,12716.68,2384.39,5390.95,1548.75,16675.93,15828.94,22052.32,1432.72,1451.17,9646.75,3261.13,16657.38,27410.70,17950.83,12594.41,1216.69,839.50,704.02,21130.26,718.76,445.78,1131.42,1249.22,13337.37,592.02,194.49,3047.51,742.88,2545.93,458.48,555.34,9295.45,743.56,89.00
1991-05-26,dsm2,base,5,7267.00,6723.00,966.00,2024.35,2944.98,1.00,1.00,587.67,2.80,3.59,3.52,3.03,7095.17,7095.17,1247.81,13142.99,521.88,1843.56,12449.72,12449.72,2406.55,5282.66,1561.16,16741.08,16116.39,21608.86,1451.54,1471.67,9573.94,3061.96,16404.27,26775.34,17809.98,12492.98,1243.80,837.70,653.91,20642.71,706.95,448.58,1142.92,1188.75,13716.94,595.19,192.92,2992.92,731.91,2444.98,462.66,575.61,9542.24,730.93,89.00
1991-05-27,dsm2,base,5,7688.00,7173.00,931.00,2449.81,2890.98,1.00,1.00,633.82,2.43,3.52,2.70,3.06,6644.47,6644.47,1256.18,13008.27,493.19,1822.14,12084.08,12084.08,2392.35,5101.33,1561.31,16701.67,16254.26,21212.20,1463.83,1479.08,9314.28,2831.13,16010.34,26294.30,17634.56,12377.74,1247.81,833.88,613.31,20111.31,682.41,455.93,1150.69,1114.90,13291.81,535.98,194.43,2875.11,712.79,2358.91,492.54,592.71,9781.42,715.16,89.00
1991-05-28,dsm2,base,5,7953.00,7452.00,849.00,2454.86,3077.02,1.00,1.00,601.14,2.08,3.54,2.23,3.09,6183.27,6183.27,1278.38,12819.35,487.97,1799.40,11633.22,11633.22,2355.54,4843.42,1550.15,16639.91,16297.09,20898.46,1474.62,1486.44,9081.79,2659.93,15512.80,25878.96,17299.21,12168.19,1271.32,841.77,578.14,19711.92,656.55,457.88,1167.47,1027.93,12936.57,476.36,194.39,2722.52,695.75,2257.91,548.79,612.17,9876.47,706.29,89.00
1991-05-29,dsm2,base,5,8101.00,7614.00,783.00,2762.01,3150.05,1.00,1.00,623.90,1.96,3.66,2.13,3.18,5918.22,5918.22,1326.47,12596.23,500.40,1779.03,11353.76,11353.76,2315.80,4746.45,1535.44,16601.74,16314.41,20744.41,1484.69,1495.50,9171.02,2555.96,15193.79,26121.80,16993.43,11953.83,1317.74,862.84,562.23,19677.93,637.38,455.29,1187.07,978.83,12606.42,462.70,187.76,2635.98,694.12,2195.40,607.75,634.11,9997.33,714.38,89.00
1991-05-30,dsm2,base,5,7997.00,7515.00,739.00,1565.50,4481.88,0.43,1.00,703.63,2.00,3.86,2.25,3.29,5945.55,5945.55,1358.73,12328.29,521.00,1755.83,11367.76,11367.76,2289.40,4742.79,1523.55,16613.78,16321.39,20820.36,1492.01,1499.89,9673.43,2557.87,15132.07,26955.95,16797.53,12038.63,1350.86,888.90,560.80,19906.27,628.73,448.45,1211.30,968.23,12328.03,451.13,183.79,2616.04,703.50,2218.92,633.99,652.45,10135.71,736.39,89.00
1991-05-31,dsm2,base,5,8076.00,7551.00,663.00,1249.33,3826.26,0.00,1.00,799.53,2.17,3.83,2.54,3.21,6483.56,6483.56,1376.55,12122.12,538.43,1755.86,11681.57,11681.57,2295.47,4899.22,1527.94,16685.76,16341.15,21138.39,1500.04,1506.38,10601.36,2741.89,15539.12,28168.48,16955.58,12237.31,1373.17,921.98,574.18,20531.06,643.07,431.33,1250.48,1045.61,12357.66,436.73,178.98,2728.98,728.86,2275.34,629.04,666.00,10358.64,771.82,89.00
1991-06-01,dsm2,base,5,8259.00,7794.00,659.00,1816.01,3052.56,0.78,1.00,803.98,2.38,3.76,2.87,3.16,6543.36,6543.36,1377.69,12056.29,553.20,1748.68,11581.02,11581.02,2272.68,4782.45,1527.78,16721.18,16387.63,21333.98,1495.96,1503.31,10873.65,2728.05,15506.73,28045.79,16963.53,12245.69,1373.32,953.28,591.95,20616.12,649.00,419.75,1295.39,1066.68,12449.62,406.30,177.33,2620.70,773.37,2186.15,629.87,676.10,10335.37,799.07,89.00
1991-06-02,dsm2,base,5,9134.00,8667.00,661.00,2121.53,4157.83,1.00,1.00,845.80,2.61,3.83,3.21,3.22,6300.17,6300.17,1378.46,12163.28,567.22,1738.21,11337.71,11337.71,2241.84,4602.13,1511.95,16747.69,16509.66,21422.71,1483.92,1495.33,10768.69,2649.94,15297.16,27547.40,16887.33,11860.55,1375.59,982.43,605.32,20459.34,649.27,412.35,1331.73,1034.21,12442.64,390.81,177.12,2526.81,803.21,2100.84,642.69,688.23,10273.82,821.15,89.00
1991-06-03,dsm2,base,5,8915.00,8424.00,648.00,1608.33,4217.21,0.53,1.00,797.24,2.74,3.87,3.50,3.25,6321.52,6321.52,1379.98,12283.53,579.27,1722.18,11377.58,11377.58,2235.98,4618.75,1493.00,16737.98,16627.62,21374.14,1475.24,1484.00,11080.91,2683.88,15361.89,27641.52,17054.63,11607.03,1377.81,1007.23,615.63,20506.95,649.82,401.61,1350.38,1037.30,12638.55,418.20,189.69,2571.42,819.72,2120.90,681.10,704.94,10349.13,848.66,89.00
1991-06-04,dsm2,base,5,9129.00,8649.00,625.00,2853.88,2762.05,0.00,1.00,771.13,2.81,3.88,3.71,3.22,6653.44,6653.44,1411.19,12233.59,574.94,1735.70,11493.71,11493.71,2244.31,4564.69,1498.37,16729.81,16652.94,21347.78,1476.38,1486.50,11500.14,2821.79,15563.06,27681.90,17126.43,11723.33,1409.25,1086.38,622.64,20646.81,662.37,382.75,1354.16,1102.92,12875.94,414.49,171.51,2574.67,815.00,2165.38,738.00,748.86,10395.92,868.68,89.00
1991-06-05,dsm2,base,5,8726.00,8289.00,566.00,1928.82,3143.55,0.00,1.00,805.81,2.85,3.93,3.76,3.23,6783.92,6783.92,1392.96,12136.36,580.96,1743.24,11490.07,11490.07,2222.92,4401.84,1508.09,16788.43,16679.82,21345.84,1481.87,1488.13,11686.78,2896.84,15616.27,27664.81,17122.70,11760.93,1392.47,1092.34,633.10,20632.64,684.32,369.64,1356.47,1149.29,13598.55,393.62,157.79,2534.31,864.72,2151.42,750.89,765.27,10462.01,930.24,89.00
1991-06-06,dsm2,base,5,7946.00,7542.00,565.00,2976.32,1302.00,0.00,1.00,826.89,2.76,3.96,3.60,3.31,6935.34,6935.34,1395.60,12162.43,584.14,1758.78,11681.00,11681.00,2231.18,4483.14,1530.53,16796.73,16761.88,21351.36,1486.10,1498.56,11936.33,2965.03,15753.14,27860.75,17178.96,11752.99,1393.88,1109.67,644.03,20708.51,709.55,362.17,1375.26,1191.08,13760.38,402.85,162.77,2578.01,899.93,2170.34,777.02,769.44,10553.36,950.68,89.00
1991-06-07,dsm2,base,5,7814.00,7434.00,537.00,1362.83,2461.42,0.68,0.00,904.57,2.59,3.91,3.34,3.25,7033.30,7033.30,1394.35,12270.32,589.49,1773.98,11857.39,11857.39,2244.76,4651.59,1548.95,16837.98,16757.66,21398.86,1496.36,1505.25,12227.95,3005.64,15756.35,28000.74,17821.90,12415.33,1389.90,1103.55,656.78,20772.08,732.92,354.27,1382.38,1212.33,13944.11,459.71,170.13,2656.27,929.63,2201.80,777.99,777.11,10635.22,972.71,89.00
1991-06-08,dsm2,base,5,7926.00,7560.00,565.00,2017.02,1914.28,1.00,0.00,900.03,2.42,3.84,2.98,3.24,6784.58,6784.58,1397.41,12716.56,594.89,1772.67,11621.24,11621.24,2253.18,4776.27,1552.08,17018.24,16691.32,21449.80,1501.97,1509.79,12210.62,2909.93,15595.85,27797.55,18715.46,12728.64,1394.00,1097.74,668.05,20548.94,732.29,350.27,1380.23,1168.61,14115.69,481.27,167.95,2673.23,951.32,2223.95,772.22,790.09,10597.77,981.47,89.00
1991-06-09,dsm2,base,5,7065.00,6696.00,545.00,2531.77,417.69,1.00,0.00,900.99,2.22,3.84,2.55,3.31,6701.77,6701.77,1442.29,13251.94,589.45,1779.56,11570.98,11570.98,2280.34,4752.56,1559.25,17318.17,16671.62,21466.08,1513.22,1525.17,12066.66,2861.21,15458.18,27417.08,19125.27,12798.27,1438.39,1119.02,678.46,20361.91,731.75,342.70,1375.87,1151.77,14306.45,471.99,161.67,2718.61,945.65,2252.66,764.68,815.15,10679.07,979.39,89.00
1991-06-10,dsm2,base,5,6905.00,6543.00,530.00,1412.66,1217.00,0.39,0.00,879.12,2.04,3.82,2.16,3.33,6841.42,6841.42,1442.52,13827.65,584.73,1774.56,11684.94,11684.94,2301.00,5022.81,1561.75,17595.32,16719.38,21530.78,1520.90,1529.05,12017.78,2922.58,15552.16,27624.44,19473.46,12846.14,1438.74,1120.72,687.76,20403.47,731.68,335.95,1376.45,1168.04,14474.83,494.31,157.13,2835.99,966.15,2340.40,761.42,823.39,10843.72,1002.56,89.00
1991-06-11,dsm2,base,5,7276.00,6894.00,512.00,1195.00,1823.06,0.00,0.00,837.24,1.87,3.75,1.85,3.27,6886.05,6886.05,1434.66,14356.77,586.86,1782.35,11605.11,11605.11,2319.57,4969.03,1579.27,17826.48,16857.02,21587.57,1523.32,1532.07,11977.91,2928.63,15485.10,27541.10,19745.86,12856.60,1430.91,1116.83,697.15,20344.40,730.03,330.39,1400.51,1183.97,14573.28,428.87,151.39,2864.67,975.97,2379.37,761.77,821.95,11030.57,1007.03,89.00
1991-06-12,dsm2,base,5,7771.00,7398.00,507.00,1079.06,2671.96,0.00,0.00,896.66,1.73,3.67,1.69,3.20,6664.18,6664.18,1426.75,14765.96,591.28,1786.92,11317.46,11317.46,2329.79,4718.66,1586.58,17979.25,17069.05,21608.31,1527.17,1535.77,11801.02,2852.23,15228.01,27293.54,19910.21,12861.27,1420.12,1108.49,706.49,20143.48,727.79,325.68,1418.60,1179.28,14553.48,363.46,150.21,2730.38,975.83,2291.22,767.26,819.83,11215.22,1005.57,89.00
1991-06-13,dsm2,base,5,8459.00,8118.00,511.00,1302.01,3611.40,0.69,0.00,942.74,1.77,3.63,1.82,3.20,6360.54,6360.54,1420.14,15062.09,599.47,1785.17,10941.05,10941.05,2329.67,4436.85,1582.30,18035.27,17189.24,21564.62,1531.60,1540.82,11530.98,2731.85,14822.58,26919.78,19965.71,12842.33,1411.26,1100.26,714.98,19881.12,722.31,323.13,1419.84,1148.61,14528.32,333.08,153.90,2528.89,977.67,2166.51,781.64,819.00,11349.61,1004.20,89.00
1991-06-14,dsm2,base,5,9692.00,9360.00,520.00,1344.58,4736.55,1.00,0.00,1027.52,2.01,3.74,2.19,3.27,6094.98,6094.98,1430.89,15321.88,603.96,1775.13,10708.74,10708.74,2318.55,4239.45,1562.24,18084.04,17230.20,21519.27,1536.93,1543.44,11308.66,2626.28,14474.60,26820.65,19921.86,12877.21,1425.33,1102.70,722.36,19685.53,710.39,319.94,1414.72,1085.78,14490.67,342.58,153.01,2376.94,978.52,2086.54,807.36,821.41,11477.05,1006.12,89.00
1991-06-15,dsm2,base,5,9557.00,9270.00,587.00,2684.05,3420.60,1.00,0.00,1089.68,2.37,3.92,2.88,3.35,6219.38,6219.38,1447.57,15663.75,600.34,1760.01,10767.10,10767.10,2323.57,4304.02,1545.89,18239.03,17314.94,21581.64,1539.24,1544.98,11621.06,2654.46,14513.84,27422.04,20047.83,12988.61,1442.73,1110.27,730.50,19956.76,709.08,312.83,1408.89,1069.15,14823.76,382.67,143.95,2397.73,980.00,2086.79,824.11,827.70,11685.17,1008.44,89.00
1991-06-16,dsm2,base,5,9143.00,8865.00,612.00,2274.56,3777.51,1.00,0.00,1016.38,2.80,4.05,3.76,3.42,6450.78,6450.78,1459.31,16026.04,602.03,1755.16,11038.73,11038.73,2323.49,4607.07,1528.42,18459.12,17494.47,21820.67,1532.74,1539.83,12460.08,2794.70,14881.87,28459.35,20248.96,13194.75,1454.45,1133.98,739.61,20548.25,713.44,308.05,1415.13,1097.41,15031.90,449.01,144.03,2557.24,986.60,2148.07,822.40,834.30,12063.16,1013.46,89.00
1991-06-17,dsm2,base,5,8737.00,8451.00,648.00,2073.03,3508.37,1.00,0.00,948.33,3.24,4.07,4.63,3.38,6665.05,6665.05,1465.18,16290.56,593.60,1758.65,11259.72,11259.72,2308.19,4799.90,1522.58,18726.29,17732.38,22131.85,1523.32,1528.93,13090.63,2899.89,15224.97,29025.33,20487.78,13484.51,1463.63,1168.28,746.55,21005.84,714.00,304.20,1430.23,1121.27,15902.96,473.00,136.31,2697.48,987.09,2243.13,825.95,837.93,12336.15,1025.91,89.00
1991-06-18,dsm2,base,5,8801.00,8505.00,630.00,1423.54,4283.26,1.00,0.00,885.32,3.60,3.97,5.35,3.30,6744.05,6744.05,1436.33,16512.16,582.31,1761.94,11380.90,11380.90,2274.46,4891.03,1522.89,18994.32,18001.73,22341.91,1505.89,1513.48,13484.08,2924.02,15330.88,28716.80,20689.40,13787.26,1435.13,1180.43,753.30,21024.31,717.27,300.77,1442.17,1129.67,16786.01,489.88,133.98,2760.37,1002.26,2271.13,863.09,842.03,12532.84,1037.56,89.00
1991-06-19,dsm2,base,5,8250.00,7947.00,633.00,2188.76,3512.99,1.00,0.00,822.31,3.74,3.92,5.67,3.25,6443.40,6443.40,1407.56,16685.71,608.14,1766.25,11149.21,11149.21,2238.42,4727.93,1526.64,19154.22,18293.75,22265.98,1493.68,1503.11,13575.67,2823.93,15102.65,27620.53,20656.68,13752.49,1405.65,1180.04,761.01,20511.43,711.59,301.53,1448.54,1081.55,17151.58,505.54,134.04,2705.30,1001.37,2251.81,909.74,843.72,12637.00,1038.39,89.00
1991-06-20,dsm2,base,5,8196.00,7911.00,596.00,3278.84,2483.30,1.00,0.00,818.02,3.69,3.96,5.64,3.28,6219.35,6219.35,1397.23,16914.79,635.40,1763.72,11001.52,11001.52,2223.75,4680.39,1526.01,19348.55,18532.54,21999.85,1494.55,1502.89,13644.35,2747.32,14949.49,26837.11,20637.73,13716.66,1395.60,1175.65,768.54,20081.15,702.19,301.55,1437.84,1051.05,17379.36,532.52,134.43,2699.54,1010.35,2245.86,942.99,847.77,12741.00,1049.28,89.00
1991-06-21,dsm2,base,5,7904.00,7641.00,551.00,2574.77,2854.34,1.00,0.00,783.19,3.56,3.97,5.29,3.31,6347.29,6347.29,1416.01,17199.17,621.11,1764.32,11264.57,11264.57,2231.58,4879.47,1520.52,19542.60,18790.40,21711.95,1504.12,1509.34,13979.08,2777.03,15119.75,26947.02,20586.64,13829.01,1413.01,1171.92,778.58,20051.04,694.00,296.91,1412.53,1062.15,17689.27,575.79,137.48,2786.82,1011.86,2317.79,931.15,870.54,13050.77,1052.29,89.00
1991-06-22,dsm2,base,5,7303.00,7020.00,503.00,2735.54,2347.79,1.00,0.00,821.54,3.24,3.92,4.52,3.27,6408.54,6408.54,1411.53,17470.95,611.55,1758.84,11415.56,11415.56,2224.90,4997.79,1528.97,19651.67,19008.67,21556.44,1503.17,1510.10,14280.16,2791.93,15180.93,26779.07,20554.20,13950.26,1409.86,1168.75,787.85,20006.69,687.30,294.02,1391.27,1064.85,17835.33,598.83,139.90,2902.74,1013.28,2368.77,896.38,889.08,13332.58,1055.42,89.00
1991-06-23,dsm2,base,5,7173.00,6894.00,517.00,2691.09,2547.32,1.00,0.00,906.52,2.89,3.76,3.73,3.17,6341.13,6341.13,1409.52,17659.60,615.92,1752.47,11373.00,11373.00,2235.20,5088.17,1535.92,19731.04,19171.98,21366.01,1498.81,1507.18,14384.70,2748.01,15125.97,26518.97,20482.96,13964.76,1408.26,1164.67,799.10,19806.18,676.69,292.65,1389.54,1048.08,16508.58,577.61,140.24,2909.58,1008.94,2361.02,858.56,892.95,13573.63,1054.18,89.00
1991-06-24,dsm2,base,5,7237.00,6939.00,550.00,1256.14,4278.64,1.00,0.00,958.72,2.59,3.69,3.01,3.28,5936.63,5936.63,1409.27,17778.79,642.67,1732.68,10971.63,10971.63,2220.76,4799.39,1532.45,19695.99,19257.24,21049.87,1492.54,1502.11,14103.51,2591.02,14723.27,25436.82,20321.38,13791.03,1406.73,1161.51,808.89,19197.84,656.91,293.56,1390.82,985.93,16116.28,483.68,140.19,2747.49,1006.19,2236.28,832.74,892.87,13637.16,1045.45,89.00
1991-06-25,dsm2,base,5,7938.00,7659.00,527.00,1083.78,4769.92,1.00,0.00,887.41,2.23,3.88,2.51,3.41,5502.19,5502.19,1403.23,17859.27,674.53,1706.22,10476.17,10476.17,2194.02,4549.01,1516.25,19627.59,19242.38,20660.63,1484.71,1492.72,13674.53,2430.99,14248.22,24797.81,20090.71,13458.29,1398.75,1153.08,821.18,18691.52,633.36,296.24,1388.79,922.42,15838.75,400.74,143.09,2574.35,992.18,2094.74,811.75,893.65,13727.49,1034.71,89.00
1991-06-26,dsm2,base,5,8575.00,8307.00,506.00,1282.45,5333.00,1.00,0.00,803.01,2.06,3.79,2.18,3.32,5742.17,5742.17,1417.27,18004.11,666.04,1692.94,10736.02,10736.02,2186.95,4684.76,1484.29,19632.08,19251.27,20580.20,1481.47,1486.89,14018.07,2485.57,14392.39,26135.92,20020.06,13522.46,1412.97,1152.64,825.17,19035.84,622.06,291.30,1385.62,932.88,15955.57,437.14,147.68,2660.28,1000.95,2171.21,806.05,896.45,14171.37,1048.45,89.00
1991-06-27,dsm2,base,5,8422.00,8163.00,511.00,2091.92,4746.57,0.58,0.00,808.96,1.98,3.68,2.08,3.22,5418.74,5418.74,1403.40,18021.08,663.96,1657.36,10310.87,10310.87,2133.71,4422.46,1477.52,19561.16,19261.64,20575.63,1466.12,1472.78,14043.39,2365.19,13945.74,25542.02,19956.27,13574.53,1398.64,1146.81,824.47,18757.73,605.11,291.19,1384.62,876.43,15725.76,322.03,147.98,2455.25,1018.70,2042.98,821.92,898.42,14172.90,1053.67,89.00
1991-06-28,dsm2,base,5,8804.00,8568.00,539.00,997.50,6556.11,0.00,0.00,858.72,1.97,3.66,2.09,3.15,5143.45,5143.45,1376.30,17964.41,697.75,1632.73,9708.90,9708.90,2101.97,3822.70,1462.33,19448.90,18974.47,20399.32,1453.37,1459.49,13356.17,2261.11,13319.51,24945.29,19781.98,13219.30,1371.31,1140.32,823.11,18319.92,595.20,295.77,1391.56,855.11,15129.26,269.26,142.50,2126.52,1009.60,1811.40,854.00,897.40,14057.96,1051.55,89.00
1991-06-29,dsm2,base,5,8789.00,8487.00,581.00,1359.93,6988.99,0.78,0.00,911.72,2.02,3.69,2.27,3.16,4999.37,4999.37,1364.82,17714.05,719.39,1612.08,9267.09,9267.09,2074.33,3487.96,1437.24,19165.92,17565.18,20172.27,1436.33,1440.78,12597.79,2181.09,12941.93,24789.99,19470.48,12847.04,1363.11,1140.68,820.10,18041.42,591.98,296.19,1393.53,851.77,13957.11,271.19,138.08,1869.59,1014.72,1643.18,877.70,894.83,13747.29,1045.27,87.80
1991-06-30,dsm2,base,5,9634.00,9270.00,604.00,1976.92,5542.54,1.00,1.00,827.44,2.17,3.69,2.51,3.13,4844.29,4844.29,1349.33,16896.77,738.75,1577.77,9063.65,9063.65,2033.85,3358.64,1401.14,18691.26,16244.91,19903.26,1416.27,1419.83,11737.55,2105.31,12751.75,25056.40,18999.80,10313.79,1347.42,1137.53,817.34,17955.61,582.66,295.25,1382.39,820.01,13395.92,271.80,163.42,1821.64,1018.28,1560.97,858.91,893.26,13200.91,1049.79,87.00
1991-07-01,dsm2,base,5,9955.00,9630.00,640.00,2199.91,5294.52,1.00,1.00,804.11,2.34,3.64,2.80,3.09,4725.79,4725.79,1349.37,15256.62,738.74,1540.01,8896.77,8896.77,1981.64,3232.54,1365.66,18191.25,15695.39,19666.34,1383.31,1387.49,11122.33,2022.01,12674.43,24908.07,18404.65,9265.63,1347.33,1142.69,813.89,17830.52,570.57,292.46,1365.68,799.44,13105.19,272.23,155.80,1759.27,1024.13,1515.48,831.56,894.22,12774.79,1055.16,86.20
1991-07-02,dsm2,base,5,10104.00,9810.00,596.00,4120.04,2963.29,1.00,1.00,696.56,2.43,3.58,2.97,3.00,4540.00,4540.00,1336.93,12679.36,740.39,1500.90,8670.03,8670.03,1919.41,3059.28,1330.73,17647.66,15248.36,19384.06,1354.56,1357.85,10297.43,1957.50,12473.99,24514.75,17657.64,8867.28,1336.40,1152.85,811.25,17568.09,554.95,290.07,1349.60,773.91,12632.50,273.84,154.11,1693.39,1026.43,1476.08,827.12,900.74,12281.21,1068.80,84.20
1991-07-03,dsm2,base,5,10091.00,9810.00,536.00,4039.79,2864.43,1.00,1.00,698.98,2.47,3.52,3.04,2.97,4571.68,4571.68,1314.48,10885.45,714.50,1460.45,8649.34,8649.34,1871.28,3009.22,1280.28,17080.09,15019.20,19104.84,1317.65,1319.49,9650.87,1959.24,12437.75,24058.72,16797.84,8854.63,1313.95,1169.71,809.35,17445.16,543.23,284.13,1342.72,775.13,12542.96,284.99,156.56,1703.44,1049.46,1474.19,845.70,896.17,11746.54,1074.49,84.20
1991-07-04,dsm2,base,5,9727.00,9450.00,531.00,5764.35,66.77,1.00,1.00,762.65,2.47,3.61,3.09,3.06,4558.51,4558.51,1288.31,10037.97,670.31,1427.80,8688.70,8688.70,1826.21,3013.78,1245.29,16583.24,15686.23,18839.54,1279.93,1282.56,9396.08,1946.07,12507.69,23892.28,16043.40,8928.03,1288.02,1177.18,808.96,17318.02,532.29,277.67,1337.14,769.22,12948.77,286.52,169.95,1695.02,1051.47,1463.25,843.03,873.60,11321.23,1084.10,84.20
1991-07-05,dsm2,base,5,9273.00,9000.00,500.00,3326.44,1881.78,1.00,1.00,836.12,2.43,3.70,3.00,3.11,4782.66,4782.66,1256.80,9744.66,621.41,1398.01,9031.46,9031.46,1793.07,3198.88,1219.09,16239.78,16117.62,18768.92,1243.63,1247.13,9767.53,1996.81,12794.00,24389.18,15524.32,9152.84,1256.69,1160.29,806.43,17557.34,525.36,271.24,1323.60,786.71,13004.87,317.87,180.16,1805.30,1059.84,1533.00,827.28,860.00,11108.03,1079.96,86.40
1991-07-06,dsm2,base,5,8776.00,8505.00,518.00,2389.70,2521.61,1.00,1.00,808.16,2.36,3.67,2.83,3.08,5091.85,5091.85,1215.86,9611.88,567.72,1373.98,9516.71,9516.71,1768.23,3537.51,1198.57,15981.51,15949.49,18888.25,1217.50,1221.44,10282.73,2093.88,13205.86,25015.97,15165.93,9627.69,1215.23,1129.25,803.44,17972.37,525.80,266.51,1301.41,813.86,12845.66,353.84,181.31,1978.94,1054.30,1636.14,805.46,843.76,10903.90,1069.71,88.80
1991-07-07,dsm2,base,5,8501.00,8235.00,552.00,1726.88,3542.02,1.00,1.00,809.99,2.28,3.56,2.61,3.06,5021.00,5021.00,1190.30,9604.13,552.81,1354.37,9450.72,9450.72,1748.64,3603.32,1198.44,15765.93,15808.46,18954.75,1197.58,1200.18,10513.39,2060.38,13203.67,24795.39,14829.13,9830.67,1189.53,1113.22,800.92,18002.01,521.98,266.46,1273.37,788.89,12624.80,351.39,184.57,1994.99,1035.90,1650.26,784.52,831.41,10646.70,1050.76,89.00
1991-07-08,dsm2,base,5,8604.00,8334.00,641.00,1425.88,4302.07,1.00,1.00,790.10,2.15,3.51,2.37,3.03,4767.16,4767.16,1173.98,9747.88,565.01,1337.38,9251.43,9251.43,1737.95,3458.95,1192.76,15561.76,15653.62,18882.19,1180.77,1184.94,10552.18,1949.75,12962.95,24164.49,14536.49,9732.38,1173.59,1100.24,801.13,17720.42,511.34,267.72,1241.82,748.41,12392.55,308.85,184.94,1920.43,1015.94,1587.26,750.33,820.53,10414.34,1032.27,88.60
1991-07-09,dsm2,base,5,8608.00,8370.00,718.00,1429.37,4352.62,1.00,1.00,842.76,2.11,3.46,2.23,3.02,4582.55,4582.55,1154.60,9816.76,587.20,1315.37,9126.30,9126.30,1732.43,3463.28,1177.29,15355.33,15464.61,18776.98,1170.07,1174.12,10640.60,1882.18,12889.99,23869.95,14440.32,9509.71,1153.67,1078.60,801.37,17563.45,499.52,268.73,1214.03,716.29,12188.26,296.29,178.36,1874.80,999.92,1541.77,736.53,813.85,10219.09,1016.61,88.20
1991-07-10,dsm2,base,5,9087.00,8847.00,747.00,1507.66,4463.35,1.00,1.00,819.11,2.05,3.44,2.12,3.00,4356.08,4356.08,1140.40,9743.10,620.21,1291.31,8950.14,8950.14,1708.27,3281.24,1158.60,15231.69,15267.82,18627.60,1157.95,1161.35,10623.68,1796.64,12690.16,23713.68,14345.66,9355.16,1138.13,1061.67,800.75,17367.87,485.99,270.76,1192.50,680.54,12054.04,277.75,170.54,1814.35,984.80,1500.04,772.24,807.46,10081.54,1007.64,87.20
1991-07-11,dsm2,base,5,9343.00,9090.00,699.00,2002.67,4051.93,1.00,1.00,760.78,2.05,3.46,2.24,3.00,4287.20,4287.20,1131.03,9600.46,643.51,1268.48,8858.56,8858.56,1685.13,3235.64,1127.65,15151.16,15092.34,18516.90,1141.63,1144.05,10611.26,1760.03,12572.89,23706.67,14346.64,9347.99,1129.32,1039.59,797.05,17293.31,476.02,270.42,1173.57,667.14,11965.72,275.59,160.63,1776.72,974.51,1463.99,789.65,795.48,9984.56,994.23,86.60
1991-07-12,dsm2,base,5,9862.00,9630.00,650.00,2062.65,4552.75,1.00,1.00,702.29,2.08,3.53,2.40,3.02,4400.43,4400.43,1118.54,9476.84,648.26,1246.46,8979.58,8979.58,1660.22,3234.84,1098.14,15043.01,14952.87,18487.60,1120.16,1122.46,10602.01,1782.63,12614.26,23990.25,14239.31,9282.38,1117.28,1018.80,790.63,17439.24,469.50,268.89,1156.67,668.54,11920.82,290.38,150.82,1773.92,952.71,1464.25,796.92,780.01,9912.68,964.44,86.60
1991-07-13,dsm2,base,5,9935.00,9720.00,621.00,2699.13,4399.75,1.00,1.00,665.19,2.24,3.65,2.76,3.08,4536.40,4536.40,1096.98,9410.39,637.73,1222.65,9047.73,9047.73,1637.04,3264.29,1067.95,14936.26,14848.18,18564.04,1096.85,1098.73,10709.78,1809.34,12660.66,24542.98,14281.28,9298.17,1095.82,1007.39,785.39,17625.01,465.87,267.29,1143.39,680.52,11873.41,301.47,141.47,1750.06,933.06,1450.48,806.44,762.77,9831.72,947.21,86.60
1991-07-14,dsm2,base,5,9590.00,9360.00,609.00,2972.60,3957.52,1.00,1.00,751.55,2.56,3.68,3.18,3.12,4786.38,4786.38,1072.48,9386.04,626.05,1200.52,9205.70,9205.70,1612.32,3442.93,1043.77,14822.80,14777.14,18728.58,1072.66,1075.00,10973.68,1882.17,12888.95,25410.63,14507.99,9537.89,1072.30,999.32,783.15,18050.30,466.04,265.04,1130.40,694.38,11866.11,323.04,134.37,1781.47,923.39,1471.02,798.52,747.74,9811.75,937.13,87.80
