datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_total,cu_delta,cu_suisun,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2002-01-01,dsm2,base,56,43703.03,40746.53,3012.90,12320.76,-10430.92,-9555.20,-875.72,44826.08,0.00,1.00,549.67,2.43,3.60,2.32,3.33,283.68,283.68,312.05,458.94,770.98,307.16,275.49,275.49,450.27,210.98,283.31,2433.59,2723.88,3682.90,292.30,292.48,2903.73,273.31,631.18,7891.32,1951.92,297.98,312.04,382.95,1000.01,2544.27,263.45,834.46,595.43,251.15,1522.38,211.68,206.53,229.02,638.50,239.12,767.45,483.12,1597.10,548.66,61.20
2002-01-02,dsm2,base,56,55647.78,45158.58,4786.97,12745.95,-11347.88,-10819.76,-528.12,59036.67,0.00,1.00,393.32,1.83,3.82,2.10,3.34,281.63,281.63,333.13,414.52,659.77,307.71,240.62,240.62,457.21,227.25,290.48,2461.79,2683.75,2621.19,300.80,300.86,2813.73,275.93,304.72,5737.47,1346.56,261.54,333.39,415.34,1051.08,1135.68,301.83,849.32,629.23,263.48,1539.28,208.93,180.08,233.96,673.10,243.34,615.50,562.38,1718.31,584.25,54.40
2002-01-03,dsm2,base,56,55027.76,49235.66,4553.61,12725.48,-6723.61,-6389.36,-334.25,53579.50,0.00,1.00,363.80,1.87,3.73,2.14,3.35,285.11,285.11,320.47,364.09,466.24,310.27,234.26,234.26,466.04,213.44,292.05,2432.48,2649.91,1951.15,300.67,300.37,2732.25,275.36,260.77,4990.57,1019.26,254.68,321.19,404.33,887.63,695.10,322.64,786.42,584.72,266.64,1460.89,178.80,150.79,223.26,580.72,236.56,447.22,539.68,1672.04,519.24,54.40
2002-01-04,dsm2,base,56,59822.55,52523.75,4421.86,12612.41,-5229.08,-5310.74,81.66,56861.08,0.00,1.00,320.01,1.92,3.74,2.24,3.36,284.72,284.72,310.08,318.59,417.71,312.27,216.58,216.58,448.49,179.70,292.81,2346.98,2645.90,1391.22,298.37,298.24,2691.65,271.82,243.00,3950.63,796.00,235.30,310.06,387.91,755.17,531.10,347.29,604.52,562.18,263.98,1531.79,163.29,140.64,204.88,485.02,222.98,404.17,537.06,1611.66,446.94,53.80
2002-01-05,dsm2,base,56,93014.09,58192.89,4444.70,12494.19,-4065.18,-4042.65,-22.53,89029.78,0.00,1.00,355.39,1.94,3.78,2.29,3.31,283.01,283.01,308.33,286.69,373.04,312.48,181.88,181.88,438.40,160.90,293.01,2200.31,2584.23,945.64,298.73,298.39,2666.00,262.48,209.80,2786.50,621.38,206.09,308.43,388.53,670.66,320.09,359.90,509.92,542.65,250.42,1425.35,150.39,138.32,182.25,462.99,205.35,369.47,553.06,1533.81,438.64,53.80
2002-01-06,dsm2,base,56,100010.69,64177.19,6103.23,6578.79,-4182.00,-4175.49,-6.51,103717.14,0.00,1.00,325.00,1.99,3.62,2.32,3.18,278.59,278.59,311.83,255.18,385.55,307.35,163.86,163.86,424.88,149.81,289.35,2040.15,2432.52,570.86,299.59,298.99,2617.04,248.56,181.35,1866.22,474.52,179.40,312.07,397.45,595.10,217.08,375.19,458.21,522.95,235.86,1346.30,145.52,137.12,170.92,445.44,194.89,381.06,595.33,1449.36,435.75,53.80
2002-01-07,dsm2,base,56,92450.67,69264.67,5346.25,6242.65,-728.90,-987.54,258.64,92283.18,0.00,1.00,380.79,2.06,3.55,2.38,3.20,264.14,264.14,318.25,218.95,354.65,298.19,161.63,161.63,389.08,145.41,288.78,1906.08,2244.89,347.58,301.83,300.83,2559.52,241.51,175.97,1308.83,386.06,170.87,318.99,408.05,539.53,182.75,417.30,426.95,502.55,231.32,1316.38,139.19,129.39,171.84,443.62,195.03,361.14,614.71,1384.23,443.72,53.80
2002-01-08,dsm2,base,56,85239.85,69766.55,4645.13,6200.86,555.42,276.23,279.19,83128.70,0.00,1.00,376.70,2.07,3.66,2.42,3.39,250.85,250.85,317.57,197.41,392.85,291.01,159.22,159.22,358.67,139.19,286.63,1716.44,2050.39,253.78,302.91,301.43,2478.44,236.92,175.19,1210.39,327.64,168.71,318.69,417.31,481.21,186.14,444.85,394.07,470.10,236.77,1350.35,136.07,125.80,176.16,443.12,194.64,392.44,634.81,1324.06,444.27,53.80
2002-01-09,dsm2,base,56,77651.18,67514.88,4412.60,6284.70,901.22,597.82,303.40,74877.85,0.00,1.00,468.78,2.05,3.70,2.31,3.32,243.23,243.23,317.37,188.56,386.69,288.70,159.42,159.42,342.54,139.86,290.27,1529.01,1859.08,226.80,303.69,302.51,2361.05,230.69,173.30,1366.76,285.97,166.81,318.46,419.94,462.06,194.94,435.39,396.38,440.46,215.01,1305.70,138.19,133.69,171.81,462.02,185.76,398.34,568.25,1230.92,451.86,53.80
2002-01-10,dsm2,base,56,65382.30,60749.60,3968.98,7170.62,1198.13,870.26,327.87,60982.54,0.00,1.00,574.98,1.98,3.72,2.29,3.28,238.39,238.39,314.38,183.55,470.05,285.65,161.19,161.19,332.82,144.08,285.23,1343.19,1666.63,226.89,305.72,303.98,2254.94,222.18,171.83,1582.10,262.73,166.56,314.89,414.94,469.67,211.15,401.00,405.21,416.18,202.35,1178.09,146.54,141.14,170.60,445.81,179.96,488.27,550.20,1156.29,432.11,53.80
