datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_total,cu_delta,cu_suisun,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2000-02-01,dsm2,base,106,40772.10,39400.20,2647.00,11296.24,568.14,679.45,-111.31,31554.72,0.00,1.00,784.40,2.82,3.58,2.94,4.17,527.29,527.29,498.87,6833.73,721.37,461.30,603.74,603.74,525.67,299.62,450.17,8904.92,9486.04,8932.11,479.23,479.23,2384.81,378.09,1236.97,8538.15,8172.93,2523.45,498.87,464.37,727.34,3372.75,266.10,724.44,580.29,217.89,3582.52,155.46,158.78,349.21,501.59,336.61,757.45,375.61,3295.23,452.17,63.00
2000-02-02,dsm2,base,106,41383.30,40284.90,2583.00,11349.85,666.41,723.57,-57.16,31950.04,0.00,1.00,784.40,2.90,3.25,3.28,4.06,527.29,527.29,498.87,6833.73,721.37,461.30,603.74,603.74,525.67,299.62,450.17,8904.92,9486.04,8932.11,479.23,479.23,2384.81,378.09,1236.97,8538.15,8172.93,2523.45,498.87,464.37,727.34,3372.75,266.10,724.44,580.29,217.89,3582.52,155.46,158.78,349.21,501.59,336.61,757.45,375.61,3295.23,452.17,63.00
2000-02-03,dsm2,base,106,41090.90,40031.10,2431.00,11563.54,301.56,348.16,-46.60,31656.80,0.00,1.00,784.40,2.92,3.17,3.47,4.09,527.29,527.29,498.87,6833.73,721.37,461.30,603.74,603.74,525.67,299.62,450.17,8904.92,9486.04,8932.11,479.23,479.23,2384.81,378.09,1236.97,8538.15,8172.93,2523.45,498.87,464.37,727.34,3372.75,266.10,724.44,580.29,217.89,3582.52,155.46,158.78,349.21,501.59,336.61,757.45,375.61,3295.23,452.17,63.00
2000-02-04,dsm2,base,106,41102.50,39418.20,2347.00,11475.59,134.00,282.06,-148.06,31839.91,0.00,1.00,784.40,3.11,3.15,3.76,4.15,527.29,527.29,498.87,6833.73,721.37,461.30,603.74,603.74,525.67,299.62,450.17,8904.92,9486.04,8932.11,479.23,479.23,2384.81,378.09,1236.97,8538.15,8172.93,2523.45,498.87,464.37,727.34,3372.75,266.10,724.44,580.29,217.89,3582.52,155.46,158.78,349.21,501.59,336.61,757.45,375.61,3295.23,452.17,63.00
2000-02-05,dsm2,base,106,40423.80,39095.10,2273.00,11534.55,784.29,580.09,204.20,30377.96,0.00,1.00,784.40,3.10,3.46,3.76,3.97,527.29,527.29,498.87,6833.73,721.37,461.30,603.74,603.74,525.67,299.62,450.17,8904.92,9486.04,8932.11,479.23,479.23,2384.81,378.09,1236.97,8538.15,8172.93,2523.45,498.87,464.37,727.34,3372.75,266.10,724.44,580.29,217.89,3582.52,155.46,158.78,349.21,501.59,336.61,757.45,375.61,3295.23,452.17,63.00
2000-02-06,dsm2,base,106,38938.90,37748.70,2251.00,11967.27,626.75,524.44,102.31,28595.88,0.00,1.00,784.40,3.10,3.72,3.49,3.75,527.29,527.29,498.87,6833.73,721.37,461.30,603.74,603.74,525.67,299.62,450.17,8904.92,9486.04,8932.11,479.23,479.23,2384.81,378.09,1236.97,8538.15,8172.93,2523.45,498.87,464.37,727.34,3372.75,266.10,724.44,580.29,217.89,3582.52,155.46,158.78,349.21,501.59,336.61,757.45,375.61,3295.23,452.17,63.00
2000-02-07,dsm2,base,106,37231.90,36177.30,2216.00,11424.75,762.69,596.70,165.99,27260.46,0.00,1.00,784.40,2.97,3.56,3.17,3.70,527.29,527.29,498.87,6833.73,721.37,461.30,603.74,603.74,525.67,299.62,450.17,8904.92,9486.04,8932.11,479.23,479.23,2384.81,378.09,1236.97,8538.15,8172.93,2523.45,498.87,464.37,727.34,3372.75,266.10,724.44,580.29,217.89,3582.52,155.46,158.78,349.21,501.59,336.61,757.45,375.61,3295.23,452.17,63.00
2000-02-08,dsm2,base,106,35826.20,34883.10,2155.00,10681.00,766.03,545.92,220.11,26534.17,0.00,1.00,784.40,2.80,4.07,2.79,3.93,527.29,527.29,498.87,6833.73,721.37,461.30,603.74,603.74,525.67,299.62,450.17,8904.92,9486.04,8932.11,479.23,479.23,2384.81,378.09,1236.97,8538.15,8172.93,2523.45,498.87,464.37,727.34,3372.75,266.10,724.44,580.29,217.89,3582.52,155.46,158.78,349.21,501.59,336.61,757.45,375.61,3295.23,452.17,63.00
2000-02-09,dsm2,base,106,35104.90,34205.40,2112.00,10741.77,762.00,539.01,222.99,25713.13,0.00,1.00,784.40,2.52,4.27,2.39,4.00,527.29,527.29,498.87,6833.73,721.37,461.30,603.74,603.74,525.67,299.62,450.17,8904.92,9486.04,8932.11,479.23,479.23,2384.81,378.09,1236.97,8538.15,8172.93,2523.45,498.87,464.37,727.34,3372.75,266.10,724.44,580.29,217.89,3582.52,155.46,158.78,349.21,501.59,336.61,757.45,375.61,3295.23,452.17,63.00
2000-02-10,dsm2,base,106,33774.70,32699.70,2096.00,11469.15,-87.53,19.99,-107.52,24489.08,0.00,1.00,784.40,2.22,4.26,2.02,3.91,527.29,527.29,498.87,6833.73,721.37,461.30,603.74,603.74,525.67,299.62,450.17,8904.92,9486.04,8932.11,479.23,479.23,2384.81,378.09,1236.97,8538.15,8172.93,2523.45,498.87,464.37,727.34,3372.75,266.10,724.44,580.29,217.89,3582.52,155.46,158.78,349.21,501.59,336.61,757.45,375.61,3295.23,452.17,63.00
