datetime,model,scene,case,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
1992-03-01,dsm2,baseline,15,21150.00,1400.00,10482.31,119.83,12467.86,0.00,0.00,1071.95,3.21,3.78,6.06,3.04,236.55,236.55,285.35,256.88,683.55,297.61,223.12,223.12,371.38,158.27,266.97,2434.32,3160.91,2218.63,279.53,279.73,5235.44,276.07,507.27,1336.56,201.24,285.51,349.74,824.65,2528.03,225.21,474.95,429.66,223.77,4094.57,153.96,166.53,183.08,502.07,201.47,931.88,444.07,2120.22,462.08,62.40
1992-03-02,dsm2,baseline,15,18630.00,1350.00,10482.83,-184.70,10176.87,0.00,0.00,1100.97,3.89,3.49,6.10,3.01,228.91,228.91,277.35,329.28,687.51,289.38,261.61,261.61,353.33,165.14,264.06,2413.38,2877.89,2677.10,272.42,272.53,5093.52,266.30,656.07,1634.14,219.84,277.39,337.08,905.26,2790.16,221.82,479.38,406.60,224.34,3887.90,163.19,180.56,192.78,495.03,205.18,1014.31,419.98,2141.77,421.08,63.20
1992-03-03,dsm2,baseline,15,16380.00,1320.00,10487.83,434.63,7235.54,0.00,0.00,1111.99,3.69,3.60,5.85,3.04,236.75,236.75,274.63,472.77,729.53,280.04,306.36,306.36,336.64,177.37,261.36,2357.77,2718.12,2900.83,269.02,268.98,4902.43,255.55,747.45,2006.99,233.84,275.02,328.51,973.37,2723.89,224.18,484.23,385.22,222.73,3833.87,171.57,190.35,196.87,521.80,209.94,1067.46,402.33,2181.15,470.08,62.20
1992-03-04,dsm2,baseline,15,14760.00,1290.00,10450.83,721.82,5341.35,0.00,0.00,1145.97,3.33,3.65,4.89,3.12,241.40,241.40,270.79,642.43,729.34,273.69,412.37,412.37,324.78,188.41,257.20,2368.55,2637.07,3328.56,265.48,265.39,4659.12,249.96,1035.70,2348.00,247.07,271.00,317.83,1026.60,3432.31,223.63,490.37,367.67,225.70,3873.34,179.66,209.72,201.21,518.20,211.94,1094.31,380.47,2157.12,470.70,63.20
1992-03-05,dsm2,baseline,15,13860.00,1280.00,10059.29,-435.66,6228.37,0.00,0.00,1181.96,2.84,3.65,3.92,3.21,253.43,253.43,266.64,804.89,712.92,269.25,511.54,511.54,313.05,199.31,255.04,2483.29,2594.41,3812.80,261.70,261.67,4465.49,245.48,1257.22,2743.12,265.37,266.83,309.72,1065.71,3896.74,223.81,496.01,358.48,228.29,4414.71,186.82,212.98,206.88,531.37,216.11,1106.34,361.12,2163.51,471.70,64.00
1992-03-06,dsm2,baseline,15,13140.00,1370.00,10464.38,-1872.75,8213.37,0.00,0.00,1201.99,2.49,3.52,3.19,3.10,265.71,265.71,264.66,941.95,724.94,267.60,557.37,557.37,309.65,207.60,253.80,2608.98,2603.79,4184.97,259.19,259.20,4289.79,243.08,1358.64,3049.76,296.53,264.73,305.91,1084.31,4027.59,226.02,501.18,357.90,230.69,4574.48,196.42,211.07,211.71,557.16,219.73,1131.39,350.20,2188.59,485.62,65.60
1992-03-07,dsm2,baseline,15,14940.00,1770.00,10477.35,-1308.31,9154.96,0.00,0.00,1192.00,2.17,3.29,2.55,2.98,272.92,272.92,264.21,1061.23,774.13,267.26,561.16,561.16,314.21,212.72,253.93,2740.54,2657.26,4442.61,258.15,258.20,4155.65,242.73,1375.16,3238.66,335.65,264.30,306.66,1112.69,3970.00,229.70,505.31,363.16,234.13,4748.96,203.65,207.32,217.51,575.19,224.15,1176.06,346.54,2204.73,468.67,64.00
1992-03-08,dsm2,baseline,15,19170.00,2090.00,10485.92,-1174.28,12891.36,0.00,0.00,1153.02,2.15,3.13,2.36,2.89,272.24,272.24,264.25,1148.44,1024.61,266.46,493.44,493.44,316.45,215.69,254.17,2864.21,2757.70,4434.84,257.81,257.80,4040.20,243.64,1196.40,3284.71,376.89,264.39,309.12,1152.13,3564.34,234.34,509.45,366.60,236.66,5374.73,206.10,199.77,223.23,616.42,228.76,1196.10,347.79,2285.27,379.87,63.20
1992-03-09,dsm2,baseline,15,24030.00,1760.00,10481.40,-1357.15,17399.75,0.00,0.00,978.13,2.13,2.93,2.48,2.75,281.20,281.20,263.07,1249.18,1173.11,267.41,474.43,474.43,315.14,219.75,254.36,3010.20,2854.52,4487.48,257.37,257.31,4002.12,244.59,1128.65,3340.70,408.57,263.31,304.73,1177.76,3370.26,238.87,518.40,368.40,238.22,5102.04,203.72,205.38,226.46,598.79,231.17,1165.86,345.28,2337.72,334.83,63.20
1992-03-10,dsm2,baseline,15,24480.00,1600.00,10157.35,-931.06,17488.71,0.00,0.00,792.15,2.41,3.17,2.98,2.87,276.15,276.15,263.04,1336.00,1165.75,266.56,396.78,396.78,315.00,216.35,254.49,3142.64,3002.64,4308.59,257.16,257.16,3930.45,245.26,936.54,3299.62,434.38,263.17,303.52,1170.04,2906.68,244.34,535.84,366.87,238.21,5199.47,205.04,203.85,225.52,570.48,231.40,1050.36,347.47,2396.35,337.77,63.20
