datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2000-02-01,dsm2,base,47,40772.10,39400.20,2647.00,11296.24,-413.69,32536.55,0.00,0.00,716.58,2.88,3.28,3.88,2.87,322.26,322.26,290.31,4326.05,678.78,316.08,174.27,174.27,437.58,140.00,269.70,6627.66,7396.44,2156.10,282.94,282.94,5220.51,266.72,245.56,6297.82,3526.74,380.29,290.48,355.47,726.55,953.10,257.70,755.65,579.10,197.21,5776.26,136.03,133.08,165.85,531.79,186.61,661.06,444.85,6015.19,439.85,54.40
2000-02-02,dsm2,base,47,41383.30,40284.90,2583.00,11349.85,-231.52,32847.97,0.00,0.00,767.78,3.01,3.39,4.38,2.89,303.11,303.11,281.38,3948.03,670.09,302.01,178.23,178.23,413.20,146.09,262.05,5975.86,6971.97,1937.08,274.01,274.01,5148.67,258.92,255.18,5655.41,3047.08,392.84,281.48,352.85,722.47,1128.34,246.40,733.31,535.44,196.15,5509.96,141.64,133.66,175.12,512.12,188.90,717.62,465.63,5782.12,414.76,54.40
2000-02-03,dsm2,base,47,41090.90,40031.10,2431.00,11563.54,-520.28,32478.64,0.00,0.00,804.98,3.21,3.53,4.70,3.02,284.03,284.03,271.99,3630.57,726.00,289.26,178.38,178.38,386.79,148.78,253.15,5369.75,6495.66,1891.37,264.68,264.73,5252.74,254.12,281.46,5579.11,2805.97,412.97,272.12,343.68,751.32,1227.89,235.72,715.37,474.09,195.46,5173.60,140.32,128.39,173.63,519.49,188.72,767.00,462.70,5539.33,412.26,54.40
2000-02-04,dsm2,base,47,41102.50,39418.20,2347.00,11475.59,-623.48,32597.39,0.00,0.00,819.99,3.07,3.76,4.58,3.19,266.41,266.41,261.89,3361.72,768.93,275.32,184.61,184.61,360.60,148.52,243.54,4790.28,5963.26,1953.25,254.76,254.76,5316.91,248.63,314.63,5944.40,2552.11,431.43,261.97,333.44,794.41,1430.78,225.34,699.03,417.72,193.96,4782.44,134.52,124.09,170.63,521.33,185.63,802.94,455.73,5278.00,420.18,55.60
2000-02-05,dsm2,base,47,40423.80,39095.10,2273.00,11534.55,76.04,31086.21,0.00,0.00,864.98,2.95,3.63,4.38,3.03,251.10,251.10,252.66,3131.93,798.48,263.89,186.30,186.30,337.38,143.78,235.82,4266.06,5491.40,2049.22,246.21,246.15,5356.62,242.17,342.75,6533.57,2414.15,436.28,252.83,321.04,824.16,1563.44,216.99,685.60,375.56,191.53,4491.56,134.07,128.07,165.81,519.61,180.21,820.41,440.16,5030.99,424.31,58.40
2000-02-06,dsm2,base,47,38938.90,37748.70,2251.00,11967.27,-50.07,29272.70,0.00,0.00,910.28,2.90,3.35,4.02,2.86,244.20,244.20,246.22,2919.68,817.18,254.67,175.48,175.48,319.84,142.89,230.00,3984.03,5020.13,2039.60,239.76,239.64,5353.96,232.22,307.00,6139.82,2366.72,401.68,246.43,310.12,839.54,1342.15,211.34,678.57,346.92,188.08,4293.37,135.89,130.79,164.40,523.95,178.08,857.47,420.97,4836.68,426.07,56.40
2000-02-07,dsm2,base,47,37231.90,36177.30,2216.00,11424.75,97.65,27925.50,0.00,0.00,957.38,2.62,3.28,3.38,2.89,238.66,238.66,240.58,2705.51,860.48,246.12,170.64,170.64,306.93,143.93,224.31,3851.94,4750.79,1844.06,234.39,234.14,5138.39,223.34,266.85,5494.47,2211.43,280.11,240.89,301.38,874.15,1184.29,210.60,682.07,330.45,184.88,4276.04,137.99,133.04,162.69,533.52,175.22,902.41,406.98,4692.00,428.71,54.40
2000-02-08,dsm2,base,47,35826.20,34883.10,2155.00,10681.00,92.19,27208.01,0.00,0.00,985.19,2.39,3.31,2.91,2.97,231.45,231.45,235.34,2536.02,909.83,239.37,168.02,168.02,296.75,145.05,219.56,3662.36,4494.91,1708.31,229.15,228.91,4966.43,217.41,254.21,5480.75,2047.97,274.69,235.44,293.41,913.00,1179.32,207.42,690.03,323.52,182.97,4195.78,139.58,134.55,161.95,540.04,174.32,948.42,395.59,4525.54,439.12,54.40
2000-02-09,dsm2,base,47,35104.90,34205.40,2112.00,10741.77,58.79,26416.34,0.00,0.00,996.99,2.28,3.36,2.66,3.05,223.96,223.96,230.48,2390.76,954.37,233.65,167.20,167.17,287.95,145.57,214.83,3433.79,4258.03,1663.56,223.82,223.61,4867.65,213.23,254.36,5686.03,1928.76,289.10,230.66,286.35,951.55,1247.95,204.25,702.12,321.51,181.68,4254.71,140.10,134.20,162.75,592.41,173.41,979.78,382.54,4357.51,466.56,54.40
2000-02-10,dsm2,base,47,33774.70,32699.70,2096.00,11469.15,-839.74,25241.29,0.00,0.00,992.30,2.20,3.38,2.52,3.01,218.20,218.20,224.87,2238.62,979.89,231.33,166.78,166.78,283.05,145.51,211.52,3286.75,3999.21,1700.19,218.71,218.57,4771.61,209.86,259.34,5924.27,1893.65,307.86,224.99,279.65,982.57,1310.38,199.86,713.09,322.39,180.74,4136.13,140.29,135.08,164.21,615.77,173.36,995.71,368.35,4214.44,446.35,54.40
