datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_delta,cu_total,cu_suisun,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,mrz,oh4,rsl,vcu,mtz,god,gzl,frk,bac,hol,ori
2013-10-24,SCHISM,cache,1,7316.68,7080.54,1627.70,2105.85,7131.17,1.00,1.00,1.04,3.31,90.80,83.60,376.24,1691.13,1691.13,732.47,698.72,643.87,678.38,515.82,839.21,21788.80,12811.92,10047.98,3509.58,826.89,7295.26,2192.21,334.86,265.24,564.10,700.58,334.64,13292.69,1074.34,12435.99,9783.77,11685.35,1364.18,171.25,1836.74,7303.05,10048.33,37498.01,419.69,515.82,643.87,12097.66,15084.20,14542.33,478.95,399.72,447.24,705.56
2013-10-25,SCHISM,cache,1,7484.76,7235.46,2327.82,2396.66,7899.70,1.00,1.00,2.35,3.19,90.40,75.70,559.47,1886.87,1886.87,667.79,569.76,632.42,695.81,500.03,808.38,22909.89,13205.73,9941.44,3917.47,853.17,6880.04,2169.91,380.35,285.92,603.22,701.83,320.50,12251.41,1057.92,11986.04,10128.29,11860.94,1664.58,171.25,2162.34,6894.10,9940.24,34846.22,365.42,500.03,632.42,13170.52,14937.25,16218.58,460.78,408.01,448.09,603.63
2013-10-26,SCHISM,cache,1,6816.61,6604.14,2553.19,2428.27,7522.34,1.00,1.00,3.25,3.16,92.60,319.00,899.81,2321.19,2321.19,666.54,542.72,531.38,491.60,479.79,731.02,23867.90,13930.24,9695.44,3755.49,855.63,6358.54,2139.04,392.70,301.19,664.05,530.54,316.86,11848.24,1074.13,11370.83,9760.66,12088.37,1637.53,196.88,2162.92,6374.83,9693.88,34084.31,361.79,479.79,531.38,14633.78,15538.70,18110.94,434.96,412.26,449.78,586.71
2013-10-27,SCHISM,cache,1,5891.06,5723.32,2653.35,2648.83,6498.53,1.00,1.00,4.28,3.22,92.80,173.10,776.05,2261.62,2261.62,601.13,495.19,456.76,356.03,462.26,616.37,27008.25,16529.73,11209.51,4888.30,1319.78,7080.99,2458.17,471.77,325.22,691.87,379.28,314.93,12031.89,1265.06,11213.59,9446.44,12616.77,2008.26,334.43,2589.93,7097.49,11208.49,36124.19,368.62,462.26,456.76,16566.10,18618.79,20081.91,451.05,422.66,450.63,526.13
2013-10-28,SCHISM,cache,1,7798.18,7583.03,2663.36,2196.34,8813.62,1.00,1.00,5.11,3.28,92.60,101.10,649.51,2224.86,2224.86,569.13,513.09,418.84,366.70,450.63,425.42,26889.83,16839.12,12051.34,5270.77,1710.72,7025.25,2573.63,501.30,356.88,632.42,366.06,300.97,12357.73,1280.11,10837.88,11128.26,13158.62,2173.59,739.91,3108.21,7048.33,12049.14,35627.83,381.20,450.63,418.84,16956.17,19556.22,21183.85,490.55,420.75,446.40,528.44
2013-10-29,SCHISM,cache,1,8210.80,7792.92,2563.77,1797.77,9557.25,1.00,1.00,5.57,3.38,93.00,112.60,693.04,2331.87,2331.87,546.70,441.10,414.17,318.57,432.41,384.18,26695.44,16801.66,11977.41,4970.94,1459.28,6870.97,2432.19,466.07,367.77,504.25,329.72,283.77,12628.21,1312.57,10725.08,10736.54,13350.97,2059.70,468.39,2839.33,6898.19,11974.37,34968.76,381.41,432.41,414.17,17393.39,19651.96,21868.77,501.51,422.23,445.76,436.02
2013-10-30,SCHISM,cache,1,8398.20,8085.98,2290.53,2820.01,8537.80,1.00,1.00,5.76,3.36,92.60,83.30,752.37,2445.68,2445.68,472.83,409.28,393.34,270.85,418.84,360.72,26625.28,17124.90,12347.27,5048.35,1553.42,6942.28,2421.21,468.60,379.07,417.78,274.94,262.01,12734.57,1350.79,10944.76,10778.59,13604.40,2057.95,289.58,2833.99,6970.90,12343.73,34548.40,381.20,418.84,393.34,17571.11,20018.19,22408.33,522.76,418.84,450.42,409.50
2013-10-31,SCHISM,cache,1,8852.04,8566.83,1998.23,4869.40,6675.05,1.00,1.00,5.45,3.26,92.00,94.80,788.98,2475.26,2475.26,399.93,390.57,366.49,278.17,418.84,314.71,26146.16,16906.81,12126.40,4817.09,1396.92,6783.39,2317.82,455.71,386.31,382.69,276.02,233.71,12854.11,1369.17,11021.71,10585.98,13601.06,2013.13,313.64,2684.33,6813.31,12123.70,34191.27,397.59,418.84,366.49,17562.32,19904.34,22573.44,549.01,422.66,454.65,384.82
2013-11-01,SCHISM,cache,1,9028.09,8809.70,1706.35,3261.89,8626.16,1.00,1.00,4.81,3.22,91.80,174.80,1328.40,2645.40,2645.40,339.99,356.88,375.66,311.28,418.84,295.82,25890.03,16732.13,11852.64,4518.73,1214.63,6641.14,2258.07,502.14,398.65,359.66,298.40,212.49,12910.57,1378.56,11037.40,10170.40,13387.47,1943.83,335.93,2490.87,6672.89,11848.92,33704.06,398.44,418.84,375.66,17464.60,19477.01,22435.59,578.76,431.35,463.11,342.99
2013-11-02,SCHISM,cache,1,9411.20,9277.19,1475.95,3816.53,8176.28,1.00,1.00,3.91,3.17,91.40,419.00,1524.66,2852.24,2852.24,340.42,359.02,378.00,350.04,418.84,322.65,25708.11,16912.04,11856.03,4342.12,1108.54,6663.61,2227.87,544.40,419.90,346.84,318.79,226.79,12847.73,1418.46,10971.21,9943.51,13220.64,1925.07,316.43,2390.19,6693.93,11852.30,33134.79,409.28,418.84,378.00,17429.73,19354.27,22417.21,617.20,433.47,475.78,344.70
