datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
1995-04-01,dsm2,base,38,93361.00,67300.00,24700.00,2921.48,1920.71,113218.81,0.00,1.00,284.29,2.33,3.67,2.45,3.07,229.30,229.30,289.43,142.76,280.32,308.95,134.17,134.17,324.14,115.28,309.92,342.11,399.75,137.75,302.47,303.08,677.08,231.11,149.41,625.31,161.46,141.14,289.21,279.63,282.80,146.94,309.70,277.80,378.84,220.83,569.79,109.84,109.57,156.41,284.33,175.39,281.16,278.88,542.77,279.41,53.80
1995-04-02,dsm2,base,38,88131.00,65900.00,24200.00,2784.40,2416.69,107129.91,0.00,1.00,291.12,2.05,3.66,2.18,3.10,232.20,232.20,286.76,146.71,289.32,304.06,138.16,138.16,318.97,119.77,301.86,335.14,384.39,144.21,295.13,295.51,652.82,232.11,154.97,714.31,164.12,145.84,286.70,289.71,292.62,150.92,305.35,288.04,370.58,219.67,584.36,114.45,114.43,159.42,296.41,178.92,289.97,285.21,533.71,289.17,53.80
1995-04-03,dsm2,base,38,81950.00,65300.00,23700.00,3012.83,2435.03,100202.14,0.00,1.00,293.58,1.80,3.63,1.91,3.12,233.30,233.30,295.42,149.68,294.25,299.11,140.94,140.94,314.41,123.49,297.76,324.50,371.56,149.90,296.72,296.70,635.25,231.36,159.86,862.53,166.60,149.62,295.34,296.72,297.97,154.68,301.01,294.59,359.92,217.30,589.64,117.81,117.88,161.18,302.93,179.89,294.67,293.32,516.77,295.18,53.80
1995-04-04,dsm2,base,38,75606.00,62500.00,22900.00,3317.33,2334.28,92854.39,0.00,1.00,283.62,1.52,3.77,1.61,3.15,233.41,233.41,301.03,151.94,290.43,298.06,143.55,143.55,311.14,126.11,300.05,320.79,360.35,154.32,302.43,302.26,622.15,230.79,164.41,1015.96,170.63,153.31,300.98,299.53,296.61,158.48,301.47,295.82,349.42,215.88,595.69,120.28,119.74,162.85,304.01,181.32,290.12,297.08,500.83,294.54,53.80
1995-04-05,dsm2,base,38,72129.00,60300.00,22300.00,2972.16,2193.94,89262.90,0.00,1.00,275.08,1.24,3.98,1.38,3.35,232.73,232.73,300.91,153.79,280.93,298.09,145.43,145.43,310.38,127.91,301.92,314.80,350.96,158.69,305.67,305.47,613.46,229.39,166.94,1308.44,172.28,156.21,300.67,290.32,286.94,162.89,301.60,286.14,342.57,215.58,589.44,121.83,122.86,162.66,294.85,179.91,280.66,290.95,475.84,284.81,53.80
1995-04-06,dsm2,base,38,71682.00,60500.00,21800.00,2996.88,1858.21,88626.91,0.00,1.00,276.75,1.09,3.93,1.20,3.51,231.61,231.61,292.42,155.36,277.39,297.85,145.96,145.96,309.64,130.74,301.85,309.30,342.11,162.15,303.39,303.52,607.07,227.91,167.81,1541.27,172.78,157.65,292.07,281.15,280.95,164.75,299.97,278.21,338.90,215.94,534.80,124.84,123.15,164.45,285.34,182.05,277.77,281.76,445.91,278.31,53.80
1995-04-07,dsm2,base,38,69477.00,58200.00,21500.00,2995.88,1485.67,86495.45,0.00,1.00,270.50,1.07,3.53,0.99,3.46,230.34,230.34,284.62,156.76,274.96,296.36,146.95,146.95,307.63,131.53,298.01,307.14,335.95,163.21,296.07,296.38,598.98,227.94,169.53,1394.72,174.55,160.30,284.34,281.14,279.62,163.54,294.55,278.61,336.93,213.62,502.58,122.17,119.35,165.08,282.97,187.44,274.85,279.28,435.68,277.87,53.80
1995-04-08,dsm2,base,38,70620.00,58400.00,21400.00,3502.84,1286.98,87230.18,0.00,1.00,258.88,1.16,3.26,1.02,3.11,230.26,230.26,282.98,159.15,265.87,293.01,145.99,145.99,304.02,128.44,293.40,313.70,337.82,164.18,290.77,290.96,585.18,228.20,169.55,1118.37,180.40,161.76,282.72,275.88,271.86,166.09,287.42,271.46,335.74,211.31,497.04,118.95,115.59,170.30,277.81,191.35,265.42,275.73,457.90,270.31,53.80
1995-04-09,dsm2,base,38,73915.00,62400.00,21400.00,2975.30,1688.08,90651.62,0.00,1.00,255.38,1.36,3.25,1.09,2.88,230.68,230.68,276.84,163.03,258.63,290.26,143.91,143.91,301.51,124.73,290.03,321.50,350.69,166.58,287.77,288.07,554.07,226.48,167.15,1015.65,187.80,160.82,276.51,265.26,262.91,168.35,283.24,260.99,334.58,206.88,492.83,115.39,111.82,167.19,267.71,188.53,258.76,265.91,485.72,260.66,53.80
1995-04-10,dsm2,base,38,78600.00,65100.00,21200.00,3001.98,2268.22,94529.80,0.00,1.00,240.46,1.73,3.38,1.24,2.84,228.91,228.91,269.08,165.30,249.80,286.53,140.33,140.33,300.44,120.15,284.57,321.17,355.85,169.85,281.79,282.34,536.67,221.34,162.54,1112.18,190.44,156.29,268.84,261.59,256.36,168.84,277.97,256.62,332.71,202.98,484.62,111.74,108.03,158.37,264.84,178.25,249.21,260.26,483.13,255.48,53.80
1995-04-11,dsm2,base,38,89867.00,69600.00,20700.00,2993.42,2359.97,105213.61,0.00,1.00,227.92,2.48,3.60,1.55,2.92,224.16,224.16,265.48,164.36,235.99,281.19,136.03,136.03,297.61,115.08,278.49,310.51,351.38,172.29,276.59,276.99,529.07,214.99,155.34,1141.28,188.56,149.14,265.23,249.19,242.81,167.91,270.99,242.74,329.55,197.49,472.67,108.02,104.15,149.91,251.97,167.61,235.51,250.99,473.76,241.57,53.80
1995-04-12,dsm2,base,38,95088.00,71500.00,20400.00,3243.64,2478.81,109765.55,0.00,1.00,225.58,3.26,3.60,2.13,3.02,217.28,217.28,256.05,159.95,228.73,275.80,132.26,132.26,292.81,110.84,272.55,293.74,338.02,171.92,272.01,272.51,519.83,208.01,147.84,1143.05,185.62,141.70,255.94,237.28,233.69,164.84,264.27,231.75,324.99,190.79,446.95,104.31,100.29,143.81,239.86,160.23,228.90,238.22,460.95,231.00,53.80
1995-04-13,dsm2,base,38,96986.00,72000.00,19800.00,3476.96,1492.45,111816.59,0.00,1.00,216.29,3.76,3.37,2.83,2.90,209.31,209.31,246.17,152.45,221.41,268.03,128.78,128.78,284.61,107.46,264.21,275.88,318.00,169.98,263.63,264.20,505.42,200.88,142.63,987.89,181.55,137.01,245.92,232.35,227.52,168.36,255.03,227.81,319.51,184.82,366.20,100.66,96.35,140.39,230.99,154.98,221.19,231.10,460.55,226.82,53.80
1995-04-14,dsm2,base,38,97654.00,71300.00,19300.00,4818.11,2389.44,109746.45,0.00,1.00,223.04,4.18,3.58,3.47,2.67,201.89,201.89,242.37,145.66,220.67,261.31,124.18,124.18,277.31,103.74,256.79,263.64,301.35,159.32,257.85,258.33,497.90,194.72,138.53,815.02,173.41,133.05,242.08,227.52,224.70,155.86,245.06,220.26,313.41,178.51,318.41,97.14,92.62,133.94,221.45,147.77,221.45,229.39,470.45,219.10,53.80
1995-04-15,dsm2,base,38,95937.00,71000.00,19000.00,3753.71,2116.14,109067.15,0.00,1.00,223.88,4.33,3.85,4.07,2.88,195.07,195.07,239.84,141.20,225.01,253.41,120.11,120.11,270.31,99.91,250.28,242.58,289.45,158.36,253.46,253.88,476.21,187.77,132.20,907.49,165.13,127.43,239.67,226.48,230.09,159.05,235.62,227.21,306.95,170.58,281.08,93.62,88.83,129.82,227.42,141.31,225.33,223.62,446.84,225.90,53.80
1995-04-16,dsm2,base,38,95189.00,70500.00,18700.00,3744.72,1765.18,108379.10,0.00,1.00,220.62,4.30,3.81,4.45,3.08,186.98,186.98,236.76,136.95,223.83,246.16,116.33,116.33,262.87,96.66,244.64,225.64,276.17,164.05,249.02,249.16,441.76,180.84,128.15,1039.58,160.51,124.37,236.62,229.74,230.30,162.91,229.66,226.95,300.09,165.16,254.43,91.15,88.29,123.20,230.64,135.89,224.09,226.89,421.81,226.53,53.80
1995-04-17,dsm2,base,38,92579.00,70700.00,18800.00,4145.83,2522.19,104710.98,0.00,1.00,211.83,4.12,3.69,4.71,2.97,180.08,180.08,237.87,133.38,218.68,240.97,113.32,113.32,256.52,96.77,241.68,216.48,263.63,156.17,245.79,245.90,425.87,176.11,125.77,934.90,155.01,121.56,237.80,228.85,225.89,147.54,229.14,224.80,293.68,163.63,249.80,93.08,92.17,121.38,228.31,134.42,217.91,227.32,420.63,223.25,53.80
1995-04-18,dsm2,base,38,87990.00,70000.00,18600.00,3756.39,1644.10,101189.51,0.00,1.00,207.92,3.86,3.57,4.56,2.89,175.45,175.45,239.30,130.29,210.49,236.40,114.26,114.26,250.12,99.53,238.82,208.01,252.90,150.72,245.92,245.72,416.43,172.74,125.00,919.14,149.51,120.79,239.20,224.48,216.25,143.33,229.20,215.53,289.34,163.67,249.14,95.86,94.24,121.72,215.44,132.65,210.60,226.21,416.86,214.68,53.80
1995-04-19,dsm2,base,38,81883.00,69300.00,18400.00,3842.64,2861.27,93579.09,0.00,1.00,205.83,3.31,3.51,4.09,2.80,172.88,172.88,237.08,128.24,210.30,234.14,115.32,115.32,247.21,100.75,239.01,204.18,247.73,143.42,245.14,245.07,415.16,171.61,126.17,960.60,145.73,122.27,236.95,217.67,218.24,137.52,228.61,212.35,286.50,165.28,260.21,96.82,97.18,122.88,216.42,133.80,210.71,217.98,421.20,211.69,53.80
1995-04-20,dsm2,base,38,77100.00,67700.00,18200.00,3819.82,1856.90,89623.28,0.00,1.00,202.58,2.75,3.27,3.36,2.77,171.65,171.65,231.24,128.06,205.70,232.33,116.48,116.48,245.33,103.69,237.81,198.42,241.04,145.00,242.94,242.95,403.81,171.77,126.43,1096.97,143.73,123.49,231.05,216.33,213.19,149.06,225.60,211.18,285.72,166.09,256.59,100.35,100.32,126.67,212.27,136.89,205.72,213.41,411.41,210.47,53.80
