datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2011-10-18,dsm2,base,1002,20197.14,18979.40,4668.00,10934.00,1707.30,12223.84,1.00,,228.83,2.38,3.44,3.58,3.44,278.05,278.05,157.78,875.15,213.28,157.33,825.74,825.74,181.58,159.90,151.23,4430.52,4643.58,7662.89,154.62,154.47,3446.46,162.22,2252.39,15801.40,4400.25,869.47,157.83,173.38,217.66,6724.83,158.67,200.27,171.04,139.25,2312.70,125.76,124.01,139.81,194.08,141.99,217.99,199.53,1250.03,183.69,70.80
2011-10-19,dsm2,base,1002,18832.53,17938.80,4440.00,10363.00,1282.45,11627.08,1.00,,228.00,2.33,3.18,4.31,3.37,229.79,229.79,156.60,961.12,230.63,156.45,615.79,615.79,179.27,147.76,151.67,4474.72,4641.24,7360.75,154.05,153.94,3236.82,155.60,1810.43,13600.40,3923.03,810.84,156.60,174.79,227.17,5507.78,160.11,211.89,170.63,136.67,2149.20,124.86,116.60,140.10,195.70,142.70,232.22,202.34,1249.70,183.34,66.20
2011-10-20,dsm2,base,1002,17919.46,17095.10,4418.00,10382.00,1536.81,10418.65,1.00,,246.21,1.93,3.08,4.78,3.36,212.05,212.05,156.00,956.62,230.80,155.62,598.00,598.00,178.51,147.99,150.82,4397.18,4641.61,6931.32,153.52,153.39,2892.21,153.17,1733.81,12512.11,3913.30,689.18,156.01,174.80,239.46,5133.93,160.77,222.06,169.86,136.76,2040.34,125.50,117.47,139.06,204.96,140.96,234.99,201.79,1237.43,185.15,66.20
2011-10-21,dsm2,base,1002,17487.20,16658.40,4316.00,9868.00,1564.37,10370.83,1.00,,256.54,1.55,3.19,4.98,3.37,208.69,208.69,154.72,872.02,248.53,154.65,606.05,606.05,177.42,149.15,149.82,4374.58,4580.15,6689.57,152.58,152.37,2659.08,152.02,1697.08,12637.12,3761.55,720.34,154.76,172.74,244.88,5038.83,159.95,231.42,169.36,135.52,1945.61,124.01,125.30,138.99,208.87,140.63,251.51,199.90,1233.37,186.68,66.20
2011-10-22,dsm2,base,1002,16899.80,16146.90,4468.00,11620.00,1658.02,8089.78,1.00,,261.04,1.40,3.43,4.95,3.34,217.34,217.34,153.57,807.13,259.06,153.72,665.32,665.32,176.93,151.39,148.30,4364.57,4510.96,6708.76,151.10,150.97,2499.04,151.72,1822.84,13829.28,3781.50,748.54,153.58,171.92,258.68,5342.09,158.03,237.59,168.70,135.06,1629.97,124.75,119.88,138.54,218.49,139.87,260.80,199.88,1227.24,186.51,66.20
2011-10-23,dsm2,base,1002,17157.35,15746.50,4446.00,12170.00,1656.37,7776.97,1.00,,256.54,1.54,3.46,4.61,3.28,250.29,250.29,151.59,782.22,263.37,153.00,819.21,819.21,176.44,161.48,146.34,4369.22,4450.87,7167.45,148.94,148.85,2533.28,153.41,2133.01,15650.04,3949.75,908.82,151.60,169.69,266.67,6171.46,154.42,250.78,167.89,136.07,1575.51,126.04,124.21,140.25,215.76,140.62,263.77,196.74,1225.51,177.97,70.80
2011-10-24,dsm2,base,1002,16923.59,15515.50,4565.00,10971.00,1378.21,9139.38,1.00,,261.46,1.84,3.37,4.07,3.25,276.03,276.03,149.79,778.99,259.79,152.38,878.58,878.58,175.68,166.39,145.53,4409.20,4434.58,7591.09,147.57,147.53,2508.20,154.46,2251.28,16327.29,4014.88,1025.61,149.81,167.37,268.39,6495.67,152.28,260.25,166.86,136.39,1619.75,126.01,121.23,140.85,229.50,141.60,261.08,194.61,1224.87,182.47,70.80
2011-10-25,dsm2,base,1002,16075.66,14965.50,4443.00,10704.00,1244.10,8570.56,1.00,,251.13,2.11,3.40,3.38,3.30,302.23,302.23,149.99,830.13,263.12,151.45,945.73,945.73,175.01,171.55,145.05,4406.09,4466.28,7930.38,147.30,147.27,2458.12,156.10,2392.21,16367.24,4198.25,1056.69,150.10,166.05,268.60,6997.61,150.93,263.16,166.02,137.37,1666.94,126.61,123.25,141.51,212.02,141.34,263.49,195.36,1219.93,189.35,70.80
2011-10-26,dsm2,base,1002,16144.59,15281.20,4579.00,10674.00,1186.30,8863.29,1.00,,249.96,2.44,3.57,2.69,3.30,298.42,298.42,150.26,913.46,253.91,151.12,954.08,954.08,175.20,173.30,145.59,4371.01,4487.26,8099.42,147.65,147.58,2357.24,155.71,2448.09,16765.95,4432.42,1016.09,150.40,167.08,267.75,7224.76,150.91,262.76,165.75,137.69,1664.79,127.22,125.61,141.76,212.87,140.95,254.96,196.29,1214.04,187.85,70.80
2011-10-27,dsm2,base,1002,16097.96,15229.50,4419.00,10619.00,1134.91,8763.05,1.00,,239.17,2.72,3.59,2.08,3.22,343.89,343.89,150.72,1001.88,252.41,151.35,1198.77,1198.77,175.33,196.45,145.61,4411.14,4468.54,8636.04,147.98,147.95,2546.40,160.61,2985.47,17899.59,4960.36,1107.90,150.86,167.12,263.27,8369.98,149.51,262.58,167.32,138.81,1921.64,128.08,127.88,147.64,204.81,143.70,253.00,195.69,1224.06,187.42,70.80
2011-10-28,dsm2,base,1002,15709.94,14748.80,4280.00,10808.00,988.99,8192.95,1.00,,250.58,2.88,3.60,1.56,3.28,372.04,372.04,151.26,1079.74,243.66,151.85,1334.03,1334.03,175.55,214.63,146.32,4507.87,4451.85,9172.95,148.44,148.42,2643.54,162.76,3283.93,18139.30,5286.17,1235.86,151.32,168.26,259.15,8774.05,149.92,257.51,169.72,139.65,2177.63,129.58,125.98,151.40,204.69,145.88,245.89,196.33,1251.14,186.15,70.80
2011-10-29,dsm2,base,1002,15490.10,14216.40,4349.00,11025.00,916.11,7898.00,1.00,,264.00,2.99,3.81,1.26,3.44,394.26,394.26,152.04,1181.95,255.30,152.48,1471.51,1471.51,176.26,230.75,147.35,4665.64,4480.43,9513.06,149.30,149.23,2714.78,164.44,3521.94,18120.09,5584.05,1407.95,152.18,169.61,260.66,8850.58,150.96,254.64,172.69,140.74,2363.87,130.96,127.56,157.45,202.49,148.98,258.36,198.12,1283.77,185.21,70.80
2011-10-30,dsm2,base,1002,15614.55,14025.00,4367.00,11033.00,780.47,8168.08,1.00,,255.29,3.13,4.02,1.19,3.53,454.27,454.27,152.93,1315.16,268.60,153.51,1755.90,1755.90,177.92,268.05,148.39,4913.99,4577.66,10032.08,150.26,150.20,2855.43,169.72,3992.94,19205.61,6045.96,1594.93,153.00,171.13,272.50,9554.41,151.68,251.31,176.04,141.98,2672.34,132.17,129.20,167.09,205.98,154.34,269.43,200.19,1349.48,182.75,75.00
2011-10-31,dsm2,base,1002,15768.69,14077.80,4379.00,8843.00,604.33,10700.36,1.00,,245.29,3.04,3.67,1.42,3.49,594.80,594.80,153.63,1486.54,260.99,155.40,2247.25,2247.25,179.71,343.06,149.72,5306.64,4754.12,11052.57,151.33,151.28,3221.28,181.75,4827.80,20391.75,6649.98,2066.53,153.64,173.06,276.74,10841.15,152.12,258.43,179.31,143.54,3234.26,133.80,129.29,187.81,214.45,166.00,260.96,203.25,1457.61,193.00,76.60
2011-11-01,dsm2,base,1002,15500.99,13613.60,4350.00,11099.00,1619.65,7132.34,1.00,,253.21,2.98,3.47,1.82,3.41,483.72,483.72,156.14,1693.17,250.91,156.48,1905.42,1905.42,183.17,289.66,151.53,5362.54,5015.28,11012.98,153.18,153.07,3143.38,174.29,4319.35,18411.85,6376.95,2090.50,156.28,178.73,271.65,9576.20,157.37,267.49,182.91,144.47,2996.81,134.04,128.10,174.77,222.94,160.04,254.94,210.55,1460.05,208.46,76.40
2011-11-02,dsm2,base,1002,15756.38,14009.60,4182.00,11235.00,1503.43,7199.94,1.00,,247.54,2.84,3.57,2.42,3.36,432.39,432.39,158.42,1938.21,258.22,158.46,1794.28,1794.28,188.49,283.19,153.17,5428.08,5237.75,10748.13,155.01,154.91,2981.12,172.23,4135.50,17270.08,6360.02,1903.05,158.49,182.27,272.77,9084.81,161.94,263.14,187.10,146.46,2877.32,135.41,127.59,171.49,222.37,159.30,260.90,209.74,1494.29,205.45,76.20
2011-11-03,dsm2,base,1002,14557.37,13050.40,3614.00,11163.00,1190.93,5817.43,1.00,,251.38,2.70,3.59,2.95,3.38,490.80,490.80,159.68,2005.06,253.48,160.96,2020.96,2020.96,193.30,308.11,154.92,5588.12,5400.51,10741.92,156.55,156.55,2958.68,177.58,4464.70,18100.11,6587.52,2046.85,159.71,184.19,275.12,9478.13,164.34,256.52,188.33,148.86,2940.78,136.84,129.32,180.15,221.17,163.78,257.54,210.88,1591.54,202.31,76.60
2011-11-04,dsm2,base,1002,13820.84,12460.80,3175.00,9818.00,1076.73,6101.11,1.00,,320.77,2.63,3.63,3.50,3.45,572.99,572.99,161.83,1999.52,254.43,163.49,2278.01,2278.01,197.07,361.70,157.24,5835.43,5554.03,11048.92,158.70,158.64,3070.17,185.66,4848.42,18394.97,6727.49,2367.96,161.92,188.27,273.32,9847.28,166.59,257.16,189.51,151.15,3099.57,138.04,130.71,195.26,217.95,171.31,263.98,216.57,1672.42,201.90,76.60
2011-11-05,dsm2,base,1002,14375.51,13118.60,2935.00,9752.00,224.83,7333.68,1.00,,424.85,2.45,3.60,4.15,3.47,594.45,594.45,164.96,2071.83,292.90,166.46,2360.17,2360.17,203.36,391.57,160.04,5986.75,5747.95,11208.15,161.55,161.47,3069.43,191.62,4919.24,18871.66,6729.82,2520.09,165.12,192.33,292.21,9958.84,169.93,257.35,196.63,153.78,3218.78,140.20,133.07,205.39,222.67,179.50,328.74,221.25,1727.71,204.92,76.60
2011-11-06,dsm2,base,1002,13819.13,12650.00,2825.00,9752.00,221.94,6670.19,1.00,,426.58,2.55,3.39,4.56,3.45,710.18,710.18,169.23,2232.59,367.58,169.70,2593.21,2593.21,209.43,444.91,163.22,6236.78,5897.78,11671.01,164.67,164.66,3228.03,205.66,5068.74,18977.52,6702.36,2861.73,169.43,196.42,341.45,10298.35,172.12,256.78,201.70,157.15,3404.33,143.87,133.51,224.43,230.31,193.44,427.36,226.79,1803.35,209.82,76.60
