datetime,model,scene,case,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,sf_tidal_energy,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,rsl,x2
2012-05-14,RMA,base,2,14342.90,4381.00,-4361.00,1009.07,14056.18,0.00,1.00,173.33,2.49,164.77,164.77,233.96,301.74,168.04,191.13,228.27,228.27,182.48,120.52,195.32,2353.67,1613.21,2477.00,217.27,214.78,1619.44,164.90,886.05,1728.29,175.85,234.79,263.32,328.82,4310.78,239.11,192.72,160.10,1250.38,113.74,121.77,130.83,285.17,143.33,169.41,321.82,1143.03,279.86,238.11,64.19
2012-05-15,RMA,base,2,13005.30,4418.00,-4485.00,1184.77,12461.33,0.00,1.00,182.25,2.44,172.91,172.91,231.69,317.28,174.98,189.20,237.80,237.80,182.07,121.78,195.40,2548.00,1781.46,2737.77,216.89,214.62,1691.33,164.82,969.23,1869.31,182.57,232.49,260.79,327.73,4538.35,235.58,181.32,161.70,1228.10,116.54,121.24,132.25,280.26,145.85,170.94,320.26,1172.41,277.46,238.26,63.89
2012-05-16,RMA,base,2,13620.20,3920.00,-4665.00,1571.87,11997.13,0.00,1.00,218.67,2.68,190.56,190.56,229.41,372.48,190.24,187.48,309.61,309.61,180.53,125.07,193.42,2885.45,1988.36,3083.45,215.39,213.24,1801.42,164.16,1290.14,2145.73,186.37,230.19,258.93,326.04,5349.39,226.61,183.28,164.03,1242.87,119.49,119.48,132.51,276.28,145.92,180.98,319.38,1241.54,275.69,237.54,64.95
2012-05-17,RMA,base,2,12595.00,3135.00,-4407.00,1761.67,10228.33,0.00,1.00,260.38,3.04,233.70,233.70,226.22,462.37,219.12,185.40,463.55,463.55,178.26,132.52,190.06,3435.95,2308.76,3701.58,212.46,210.41,1987.66,163.22,1853.17,2586.72,227.71,226.96,255.70,325.14,6654.34,215.12,189.84,164.82,1316.51,121.12,121.13,133.05,273.37,145.24,201.34,315.74,1391.22,273.02,235.50,66.78
2012-05-18,RMA,base,2,11685.30,2750.00,-4431.00,1345.53,9266.16,0.00,1.00,298.46,3.33,257.50,257.50,223.49,481.22,254.60,184.52,540.66,540.66,177.51,137.31,188.64,3780.35,2666.34,4241.16,210.16,208.29,2200.82,163.72,2025.24,2779.06,317.34,224.26,251.18,325.07,6842.85,209.49,203.64,162.63,1420.14,121.63,123.97,136.09,268.40,147.58,232.27,310.08,1487.76,269.86,232.88,68.91
2012-05-19,RMA,base,2,10745.90,2565.00,-4757.00,1783.93,7403.45,0.00,1.00,319.42,3.62,242.43,242.43,221.68,469.11,289.65,184.25,472.71,472.71,177.72,134.61,188.32,3822.11,2892.18,4368.21,208.60,206.82,2387.50,165.08,1814.39,2802.70,344.94,222.56,248.08,325.03,6278.53,208.10,224.92,160.89,1484.05,122.27,126.81,137.98,263.94,150.11,268.90,303.10,1494.44,266.99,230.02,67.70
2012-05-20,RMA,base,2,11102.30,2500.00,-4256.00,1990.96,7985.24,0.00,1.00,322.29,3.90,265.71,265.71,218.65,525.23,312.90,183.28,525.87,525.87,176.86,138.46,187.15,3945.26,3046.92,4529.27,206.53,204.81,2560.38,166.19,2025.01,2954.53,338.35,219.48,245.77,325.14,6660.26,202.19,248.34,161.43,1554.84,123.57,130.39,138.16,262.87,149.82,300.52,294.85,1561.78,262.22,227.00,67.90
2012-05-21,RMA,base,2,10784.40,2413.00,-5179.00,2168.47,6432.87,0.00,1.00,334.46,4.01,327.24,327.24,214.03,601.58,322.47,181.96,705.25,705.25,175.35,149.46,184.54,4257.54,3228.55,4916.63,203.44,201.76,2745.50,167.90,2507.32,3232.75,392.09,214.70,240.80,325.07,7551.66,194.63,270.83,162.36,1685.93,125.11,133.03,138.92,259.41,149.15,317.59,285.70,1681.14,255.82,224.11,69.17
2012-05-22,RMA,base,2,10737.10,2460.00,-4289.00,1283.64,8156.13,0.00,1.00,346.08,3.89,388.64,388.64,210.01,665.01,331.76,180.42,890.97,890.97,174.01,162.56,181.01,4699.58,3495.98,5449.10,199.50,197.85,2967.57,170.74,2869.80,3535.60,520.32,210.63,234.30,324.62,8174.94,189.85,290.62,161.81,1853.15,126.82,134.43,141.45,253.96,150.20,325.58,277.54,1817.71,250.72,221.25,70.65
2012-05-23,RMA,base,2,10990.10,2413.00,-4702.00,1432.57,7750.66,0.00,1.00,353.54,3.62,451.33,451.33,206.24,723.49,342.82,178.45,1047.37,1047.37,173.36,178.08,178.62,5068.71,3815.35,5967.25,195.37,193.87,3207.48,175.32,3135.60,3765.79,667.67,206.94,228.68,323.83,8622.98,187.38,305.48,160.84,1993.86,128.90,136.62,145.53,250.99,152.66,336.06,270.22,1955.99,245.63,218.12,71.06
2012-05-24,RMA,base,2,11460.90,2460.00,-4595.00,1336.53,8445.78,0.00,1.00,306.42,3.13,462.48,462.48,203.17,748.11,345.20,177.34,1043.46,1043.46,173.92,180.53,177.91,5232.30,4074.02,6262.58,192.81,191.46,3402.03,178.11,3057.53,3778.79,786.44,203.89,225.02,322.74,8364.37,186.30,318.13,159.45,2104.79,130.95,138.34,149.28,249.03,155.98,345.60,263.30,1999.19,242.10,215.01,71.16
2012-05-25,RMA,base,2,10913.10,2448.00,-2261.00,1122.29,10390.39,0.00,1.00,277.42,2.73,493.97,493.97,201.36,818.13,318.22,176.37,1100.63,1100.63,174.33,187.23,176.81,5551.69,4276.69,6473.62,190.54,189.22,3607.75,181.92,3190.11,4073.66,800.27,202.08,223.40,321.30,8471.26,185.87,327.67,159.98,2195.06,133.17,140.11,151.19,246.99,156.77,337.53,260.05,2076.61,241.31,212.41,70.77
2012-05-26,RMA,base,2,10371.90,2254.00,-1690.00,583.47,10774.03,1.00,1.00,316.21,2.38,469.35,469.35,201.52,883.84,291.65,176.17,1028.68,1028.68,175.70,191.90,178.13,5656.59,4454.03,6458.56,189.97,188.63,3770.86,181.64,3050.13,4148.84,843.17,202.27,222.44,319.33,8258.43,186.94,328.87,158.18,2237.85,135.34,141.88,155.28,250.33,158.83,307.43,258.39,2142.59,243.73,209.73,70.80
2012-05-27,RMA,base,2,11174.90,2180.00,-1777.00,859.82,11197.81,1.00,1.00,341.96,1.97,462.95,462.95,200.57,965.44,304.81,176.29,1022.05,1022.05,176.59,198.09,178.81,5746.06,4579.61,6482.99,189.51,188.26,3924.66,180.76,3106.87,4312.90,774.35,201.35,221.20,316.99,8489.73,186.58,315.22,156.02,2291.06,137.33,146.68,157.79,252.46,159.98,293.98,256.38,2224.87,243.64,206.76,70.56
2012-05-28,RMA,base,2,11235.40,2408.00,-1759.00,1033.59,11345.10,1.00,1.00,299.71,1.63,476.93,476.93,199.79,1056.80,326.99,176.43,1080.64,1080.64,177.07,207.46,178.66,5902.51,4702.45,6636.97,189.00,187.81,4081.65,181.28,3249.09,4488.84,761.12,200.57,220.46,314.27,8732.42,186.20,301.54,154.95,2410.60,139.19,150.61,161.00,252.72,161.43,314.55,253.60,2352.13,244.02,204.58,71.23
2012-05-29,RMA,base,2,10798.70,2440.00,-1727.00,687.97,11264.48,1.00,1.00,314.38,1.47,452.73,452.73,198.78,1088.36,314.84,176.51,1048.91,1048.91,177.62,206.38,178.45,5936.09,4832.05,6676.06,188.56,187.44,4230.84,180.05,3145.85,4505.71,790.75,199.52,218.99,311.15,8526.90,187.62,304.80,155.35,2534.63,140.83,148.25,162.74,253.96,162.51,323.89,249.53,2438.59,241.36,203.65,71.58
2012-05-30,RMA,base,2,10593.00,2301.00,-4927.00,1031.56,7353.50,1.00,1.00,298.25,1.42,478.58,478.58,195.57,1148.77,308.38,176.06,1092.36,1092.36,177.67,209.92,177.66,6038.12,4936.12,6752.57,187.47,186.49,4381.41,181.25,3333.36,4658.80,763.27,196.18,215.61,308.40,8888.52,186.71,311.51,157.17,2642.15,142.89,145.86,163.55,248.36,162.90,310.60,241.53,2555.23,233.03,202.93,70.99
2012-05-31,RMA,base,2,11392.70,2252.00,-4976.00,1286.57,7752.94,1.00,1.00,299.17,1.40,536.50,536.50,192.81,1204.97,303.98,175.61,1252.01,1252.01,177.74,224.12,176.65,6242.96,5085.48,7015.37,186.31,185.45,4541.31,185.17,3662.49,4827.99,817.41,193.29,211.78,305.58,9401.09,184.50,308.81,157.81,2794.70,144.85,147.47,167.71,240.01,164.93,307.47,235.32,2689.46,226.87,201.62,72.57
2012-06-01,RMA,base,2,11596.20,1865.00,-4309.00,1491.57,7996.23,1.00,1.00,321.58,1.52,547.84,547.84,191.70,1199.80,300.05,175.46,1279.26,1279.26,178.25,222.43,176.10,6344.57,5228.66,7213.20,185.47,184.65,4693.06,186.58,3705.59,4897.28,930.95,192.19,209.26,301.80,9473.30,184.24,305.00,156.93,2906.78,145.83,154.54,168.60,236.54,166.35,301.21,233.07,2747.63,224.45,199.77,72.56
2012-06-02,RMA,base,2,11127.60,1717.00,-3448.00,1431.12,8261.69,0.00,1.00,375.96,1.82,603.62,603.62,190.45,1249.34,310.86,175.36,1413.11,1413.11,178.89,234.22,175.49,6510.85,5362.70,7447.86,184.36,183.57,4850.00,191.48,3994.58,5066.43,998.93,190.93,207.27,296.90,9954.73,183.24,300.71,157.38,3032.72,146.81,163.43,171.13,232.17,168.01,302.71,232.18,2845.88,219.88,197.29,72.94
2012-06-03,RMA,base,2,10485.20,1653.00,-3459.00,701.12,8227.11,0.00,1.00,400.29,2.17,676.66,676.66,189.01,1322.73,342.38,175.39,1595.81,1595.81,180.17,242.22,175.16,6765.53,5539.61,7831.40,183.21,182.46,5028.03,199.51,4335.66,5272.34,1136.60,189.46,205.35,292.35,10479.95,182.17,296.52,159.38,3204.87,148.39,166.88,174.79,228.49,171.07,320.55,231.60,2975.09,217.34,194.89,73.84
2012-06-04,RMA,base,2,10424.70,1605.00,-3174.00,866.24,8285.98,0.00,1.00,417.46,2.49,657.10,657.10,188.48,1329.04,380.79,175.84,1561.26,1561.26,182.03,224.95,175.71,6860.66,5723.63,8148.63,182.61,181.91,5184.67,201.44,4150.05,5208.31,1300.10,188.98,204.16,287.66,10150.24,183.54,296.86,161.34,3363.89,151.51,168.29,174.00,229.14,172.48,356.05,231.37,3013.01,218.43,192.81,74.18
2012-06-05,RMA,base,2,10908.70,1474.00,-3301.00,-604.49,9980.82,0.00,1.00,443.50,2.79,597.09,597.09,188.11,1320.68,403.44,176.18,1355.67,1355.67,183.72,203.25,176.18,6754.36,5800.53,8044.03,182.47,181.82,5287.63,198.39,3736.29,5028.71,1294.65,188.62,203.41,285.21,9497.44,186.44,303.28,163.72,3390.05,155.58,174.59,170.21,234.37,171.25,395.07,231.18,2969.28,220.51,191.09,72.89
2012-06-06,RMA,base,2,10612.80,1466.00,-3337.00,100.35,9002.77,0.00,1.00,445.88,3.08,709.57,709.57,186.87,1428.04,418.35,176.48,1530.47,1530.47,185.82,219.45,176.69,6939.18,5842.41,8218.81,181.94,181.32,5386.72,211.26,4216.33,5303.76,1180.32,187.31,202.18,285.95,10378.04,185.54,308.34,165.52,3398.17,158.96,179.53,172.17,235.38,173.24,423.86,230.33,3067.61,219.48,189.63,73.00
2012-06-07,RMA,base,2,11267.30,1378.00,-3360.00,700.88,8885.05,0.00,1.00,451.33,3.35,754.50,754.50,186.10,1463.04,434.75,177.60,1641.82,1641.82,188.64,222.71,177.98,7081.69,5946.98,8576.17,181.88,181.35,5476.12,219.57,4354.87,5278.86,1319.12,186.49,200.63,286.48,10547.16,184.80,314.25,167.05,3545.08,162.71,180.39,177.17,237.08,178.50,440.59,229.01,3136.31,217.20,188.44,74.51
2012-06-08,RMA,base,2,12382.70,1341.00,-4118.00,931.21,8918.17,0.00,1.00,461.79,3.55,787.82,787.82,185.33,1467.64,444.76,179.02,1677.35,1677.35,193.15,233.32,179.40,7330.84,6044.34,8940.18,181.84,181.40,5578.35,230.40,4344.25,5374.17,1453.37,185.62,199.04,286.27,10452.37,185.16,321.15,169.16,3709.89,167.29,174.63,181.49,239.79,181.54,446.55,227.95,3179.06,215.58,187.38,73.48
2012-06-09,RMA,base,2,13963.40,1286.00,-4413.00,753.42,10335.47,0.00,1.00,441.46,3.67,724.04,724.04,184.61,1441.57,450.54,180.27,1519.13,1519.13,196.64,215.88,180.05,7333.01,6143.16,9041.94,181.78,181.45,5662.04,229.47,3985.02,5223.21,1508.17,184.84,196.75,285.53,9767.06,186.50,330.16,171.01,3766.47,171.03,167.43,185.22,241.91,186.16,451.40,226.87,3151.99,216.49,186.39,73.97
2012-06-10,RMA,base,2,14920.40,1253.00,-4392.00,948.20,11063.30,0.00,1.00,441.46,3.69,609.83,609.83,183.88,1451.95,454.68,180.98,1180.91,1180.91,197.87,193.87,179.78,7010.97,6159.43,8502.34,181.66,181.41,5696.41,222.77,3431.11,5120.91,1395.28,184.05,194.48,283.35,9082.26,189.71,342.46,172.40,3592.42,171.32,161.25,183.33,252.32,185.61,454.82,225.50,3076.36,220.93,185.50,72.29
2012-06-11,RMA,base,2,15426.40,1334.00,-4393.00,1408.90,11135.03,0.00,1.00,436.91,3.55,600.32,600.32,183.96,1517.50,448.72,181.87,1061.16,1061.16,199.23,196.43,180.84,6842.99,6040.62,8069.22,182.04,181.86,5685.52,227.36,3339.99,5193.45,1095.87,184.12,193.46,283.81,9103.15,189.00,347.95,172.86,3453.31,168.46,155.61,183.08,251.51,185.30,446.17,222.92,3068.12,216.69,184.63,71.58
2012-06-12,RMA,base,2,14548.60,1303.00,-4389.00,1973.62,9696.16,0.00,1.00,441.38,3.34,660.66,660.66,184.26,1595.00,442.44,183.69,1163.50,1163.50,201.85,207.44,183.12,6940.84,5935.45,7930.56,182.82,182.72,5671.97,240.94,3666.37,5402.95,924.94,184.38,193.91,286.04,9710.85,186.27,348.22,172.87,3473.88,164.89,154.21,185.08,242.27,188.33,440.75,220.19,3169.19,212.64,183.89,72.00
2012-06-13,RMA,base,2,13670.80,1275.00,-4415.00,1917.41,8811.33,0.00,1.00,445.21,3.06,737.94,737.94,184.72,1644.94,439.83,186.86,1382.47,1382.47,206.29,222.64,186.54,7206.15,5977.51,8114.19,183.93,183.96,5712.15,255.91,4118.80,5663.74,952.09,184.83,193.80,288.62,10409.62,183.91,347.27,173.09,3629.92,162.08,152.28,189.42,238.73,194.49,438.82,218.60,3348.25,210.22,183.45,73.17
2012-06-14,RMA,base,2,12835.90,1215.00,-4344.00,1881.25,8024.36,0.00,1.00,475.08,2.86,778.92,778.92,185.59,1647.38,439.73,190.70,1528.83,1528.83,211.80,233.79,190.23,7421.93,6141.77,8367.67,185.57,185.78,5812.58,264.12,4340.21,5826.41,1068.25,185.70,193.99,290.69,10675.46,182.84,346.70,173.09,3782.92,160.28,147.06,193.62,244.98,199.96,440.89,217.74,3501.83,213.44,183.24,73.82
2012-06-15,RMA,base,2,13213.20,1176.00,-3224.00,1944.28,9387.08,0.00,1.00,457.08,2.77,756.17,756.17,187.11,1611.79,444.50,194.02,1499.36,1499.36,216.14,231.46,193.07,7457.19,6301.55,8445.51,187.43,187.80,5926.38,261.18,4221.02,5805.79,1153.97,187.24,194.49,288.36,10424.48,183.20,348.19,172.22,3867.31,158.31,137.87,195.96,250.28,202.43,446.96,217.53,3568.96,230.96,183.10,74.06
2012-06-16,RMA,base,2,13066.90,1297.00,-1499.00,2357.36,10640.99,0.00,1.00,423.08,2.75,721.42,721.42,188.73,1623.43,457.34,196.31,1409.47,1409.47,218.70,222.94,194.87,7433.91,6383.26,8421.47,189.25,189.73,6022.80,254.98,4108.14,5824.16,1119.40,188.90,194.95,284.59,10226.62,183.99,350.88,170.79,3878.08,155.36,133.31,193.38,263.67,200.24,460.83,217.37,3613.11,240.49,183.10,73.28
2012-06-17,RMA,base,2,13437.60,1293.00,-3078.00,2844.63,8964.64,0.00,1.00,403.13,2.89,765.15,765.15,190.08,1689.50,460.74,198.46,1506.28,1506.28,221.25,232.08,196.88,7490.62,6439.14,8431.73,191.38,191.91,6104.60,259.92,4350.61,5916.81,1074.17,190.21,195.45,283.16,10523.70,183.51,350.29,170.44,3941.92,151.46,134.58,192.39,253.93,199.39,455.10,216.69,3700.07,228.61,183.50,73.41
2012-06-18,RMA,base,2,14019.50,1378.00,-2614.00,2257.90,10651.75,0.00,1.00,393.21,2.94,870.43,870.43,191.68,1782.16,442.42,201.52,1862.77,1862.77,225.63,262.44,199.84,7789.87,6564.77,8655.03,193.73,194.31,6223.59,275.27,4879.64,6181.84,1177.24,191.73,196.10,285.33,11245.71,182.31,348.55,171.07,4092.43,148.47,132.53,197.19,243.85,203.17,427.38,215.57,3864.07,221.17,184.37,74.43
2012-06-19,RMA,base,2,13446.40,1547.00,-2708.00,2028.85,10352.60,0.00,1.00,372.92,2.98,949.88,949.88,193.51,1852.72,415.50,204.99,2001.22,2001.22,229.69,278.25,202.64,8092.48,6799.62,9041.60,195.83,196.46,6388.24,284.46,5122.56,6410.94,1416.91,193.54,196.67,291.24,11663.59,181.77,351.60,170.30,4222.17,145.69,129.12,203.76,246.37,208.73,404.28,214.68,4032.53,224.56,185.52,75.25
2012-06-20,RMA,base,2,14703.70,1495.00,-3108.00,2366.30,10858.21,0.00,1.00,353.42,3.02,996.56,996.56,195.27,1905.23,395.59,208.21,1996.85,1996.85,233.60,280.46,205.31,8252.52,7012.42,9295.93,197.85,198.54,6542.23,290.30,5171.43,6505.36,1497.85,195.27,197.32,295.84,11770.04,181.62,356.73,169.46,4304.03,143.26,124.70,206.02,252.12,211.78,388.51,213.93,4123.34,228.07,186.81,75.33
2012-06-21,RMA,base,2,15268.00,1489.00,-3191.00,2586.66,11096.10,0.00,1.00,354.46,2.98,1185.77,1185.77,197.15,2094.77,379.62,212.18,2379.52,2379.52,239.67,342.35,208.90,8716.64,7238.61,9707.66,200.21,200.96,6720.96,320.71,5806.67,6926.10,1492.49,197.10,198.08,293.77,12667.59,180.39,357.52,172.70,4460.31,142.45,123.48,218.46,245.77,218.29,371.03,213.15,4340.73,222.68,188.11,75.45
2012-06-22,RMA,base,2,16006.10,1408.00,-2811.00,1556.24,13142.92,1.00,1.00,371.21,2.87,1288.52,1288.52,199.14,2200.86,365.56,216.59,2744.96,2744.96,246.97,392.89,213.01,9343.63,7616.29,10434.87,202.68,203.51,6984.36,335.65,6235.32,7323.22,1762.70,199.05,198.93,290.23,13159.67,179.11,355.23,170.73,4764.16,141.40,127.55,234.65,238.59,230.63,357.82,212.39,4556.87,218.43,189.12,77.53
2012-06-23,RMA,base,2,15468.20,1415.00,-4243.00,1112.14,11771.03,1.00,1.00,373.04,2.76,1099.18,1099.18,200.92,2096.44,358.79,218.45,2308.01,2308.01,251.64,328.03,213.56,9297.25,7889.50,10485.76,205.08,206.02,7188.48,307.92,5451.93,7115.28,2095.27,200.81,199.89,291.75,12036.04,180.26,356.45,159.83,4872.95,138.02,133.57,226.07,246.65,226.04,358.58,211.67,4493.63,222.44,190.33,76.77
2012-06-24,RMA,base,2,16118.30,1503.00,-4582.00,1112.62,12107.99,1.00,1.00,338.33,2.58,993.09,993.09,202.95,2128.07,364.33,218.11,1990.16,1990.16,255.31,282.65,211.13,9043.14,7906.04,10179.79,207.01,207.90,7305.79,292.12,5056.57,7011.78,1830.30,202.81,201.04,296.71,11587.58,179.42,355.25,155.63,4848.13,137.15,133.44,209.80,249.26,215.01,367.85,211.04,4437.26,222.66,192.34,75.31
2012-06-25,RMA,base,2,15870.80,1634.00,-4573.00,1333.24,11753.51,1.00,1.00,343.04,2.36,1061.31,1061.31,204.80,2319.20,365.98,217.45,2109.27,2109.27,257.85,296.75,208.76,9101.12,7878.59,10132.58,207.75,208.50,7390.99,298.99,5403.11,7225.13,1593.04,204.70,202.36,306.41,12268.86,175.95,350.92,155.28,4890.40,139.36,128.78,205.03,239.35,210.96,360.63,210.59,4580.76,218.43,194.61,75.36
2012-06-26,RMA,base,2,16331.70,1705.00,-4562.00,1044.07,12589.58,1.00,1.00,331.00,2.14,1019.70,1019.70,205.85,2326.08,352.58,217.06,2072.65,2072.65,258.40,278.00,206.51,9024.20,7927.68,10237.94,207.52,208.12,7462.49,291.73,5245.76,7100.88,1666.85,205.80,203.61,331.69,12062.94,174.08,347.94,152.71,5011.51,139.59,126.06,205.38,236.68,212.28,343.53,210.45,4651.47,218.87,196.94,76.36
2012-06-27,RMA,base,2,16711.20,1598.00,-4602.00,1442.57,12415.21,1.00,1.00,329.75,1.85,798.96,798.96,206.08,2169.43,341.08,214.73,1577.90,1577.90,255.42,219.12,203.46,8497.89,7824.14,9777.87,206.63,207.08,7450.14,262.03,4273.37,6575.40,1593.58,206.08,204.61,354.48,10610.15,174.63,346.98,146.82,4995.82,136.84,126.00,192.22,242.86,201.07,337.78,210.61,4499.74,220.04,199.19,74.69
2012-06-28,RMA,base,2,17551.60,1567.00,-5396.00,1852.69,12006.95,1.00,1.00,333.29,1.57,710.87,710.87,205.70,2161.80,334.76,210.94,1392.95,1392.95,252.19,202.94,199.87,8148.27,7552.33,9220.54,205.28,205.63,7365.75,250.14,3969.29,6394.01,1239.74,205.77,205.69,358.55,10160.71,172.46,343.57,144.17,4934.16,135.03,130.18,180.73,240.67,190.00,331.71,210.61,4431.00,215.34,201.26,73.10
2012-06-29,RMA,base,2,18234.70,1508.00,-5528.00,1467.49,12874.71,1.00,1.00,330.50,1.42,690.25,690.25,204.67,2156.40,331.38,207.84,1412.04,1412.04,249.40,199.27,196.39,8001.20,7337.64,8892.49,203.38,203.66,7272.42,246.23,3976.08,6333.48,1112.97,204.81,206.37,352.82,10143.33,169.05,338.94,142.89,4989.65,133.93,134.65,174.84,233.42,184.82,331.11,210.81,4440.75,210.79,202.79,73.23
2012-06-30,RMA,base,2,19167.50,1488.00,-5160.00,975.98,14701.82,1.00,1.00,335.75,1.39,698.03,698.03,202.95,2128.89,331.66,204.94,1450.45,1450.45,246.05,199.21,192.82,8001.86,7230.05,8808.36,200.92,201.13,7206.30,243.90,4075.22,6387.39,1123.35,203.15,206.52,343.78,10306.43,165.46,333.03,143.11,5049.63,134.15,133.82,170.83,229.61,181.38,332.01,211.84,4495.17,209.75,203.73,73.22
2012-07-01,RMA,base,2,20519.40,1490.00,-6518.00,1064.00,14630.33,1.00,1.00,322.79,1.45,684.74,684.74,200.31,2043.82,332.02,202.27,1422.73,1422.73,242.83,190.29,189.51,7966.59,7209.07,8769.87,198.02,198.24,7177.35,239.58,3976.79,6309.52,1149.24,200.54,205.83,338.03,10152.54,162.43,326.54,143.64,5082.51,134.99,130.51,167.74,232.72,179.04,332.38,212.79,4512.02,209.62,204.00,73.52
2012-07-02,RMA,base,2,20627.20,1313.00,-9846.00,749.75,11512.70,1.00,1.00,403.08,1.70,687.41,687.41,196.75,1996.06,332.56,199.11,1366.94,1366.94,239.50,184.50,186.14,7867.37,7164.73,8702.03,194.71,195.06,7143.45,239.08,3944.31,6246.29,1115.60,196.98,204.02,337.12,10155.04,158.70,320.77,143.26,5042.84,135.09,128.10,164.05,234.99,176.69,331.67,213.19,4498.66,207.57,203.57,72.78
2012-07-03,RMA,base,2,19921.00,1193.00,-9865.00,1406.28,9965.92,1.00,1.00,439.33,2.08,741.16,741.16,192.75,1973.53,332.77,197.19,1455.16,1455.16,237.26,185.76,183.77,7885.62,7125.56,8757.30,191.17,191.71,7106.20,247.05,4165.62,6248.70,1074.95,192.99,201.57,337.65,10488.84,153.86,314.97,142.60,5024.65,134.15,125.22,163.76,231.24,178.24,343.05,214.00,4500.79,205.70,202.33,73.50
2012-07-04,RMA,base,2,19956.20,1073.00,-10853.00,1601.79,8690.12,1.00,1.00,458.42,2.48,775.41,775.41,188.58,1871.83,336.53,196.53,1486.04,1486.04,236.82,181.74,182.60,7857.56,7093.28,8746.68,188.09,188.94,7073.55,255.79,4201.53,6135.38,1143.48,188.83,198.49,337.17,10453.39,150.10,309.68,142.22,5005.71,132.49,122.99,164.59,230.36,180.68,384.76,212.97,4439.99,203.42,200.19,73.71
2012-07-05,RMA,base,2,20183.90,1022.00,-11158.00,1499.39,8745.92,1.00,1.00,465.13,2.99,829.82,829.82,184.82,1827.19,348.30,197.03,1607.14,1607.14,238.22,189.09,182.42,7936.68,7042.55,8812.25,185.57,186.74,7029.79,271.33,4420.64,6223.93,1195.64,185.06,194.54,347.71,10783.14,146.91,303.92,143.06,4972.75,130.70,122.69,165.99,223.08,182.28,420.08,208.98,4392.74,199.53,197.32,73.73
2012-07-06,RMA,base,2,20222.40,956.00,-10574.00,1100.48,9620.10,1.00,1.00,461.00,3.70,926.85,926.85,181.70,1823.34,361.65,199.14,1786.21,1786.21,241.59,196.74,183.99,8145.13,7066.26,9146.47,183.75,185.24,7015.10,293.32,4782.85,6381.57,1315.54,181.97,190.31,374.88,11322.26,144.46,298.30,144.52,4995.41,129.00,119.28,169.11,214.33,185.77,442.18,202.67,4417.77,195.27,194.06,74.82
2012-07-07,RMA,base,2,20484.20,912.00,-9506.00,1760.72,10287.63,1.00,1.00,507.65,4.28,826.47,826.47,179.78,1662.40,385.06,200.53,1470.40,1470.40,244.35,174.85,183.97,7862.93,7082.29,9076.02,182.48,184.13,7017.20,281.36,4113.88,5960.01,1494.56,180.03,186.62,400.04,10274.38,143.66,294.99,141.11,4978.17,126.81,118.29,172.98,215.22,190.89,454.83,196.16,4299.37,191.52,190.64,74.42
2012-07-08,RMA,base,2,20939.60,840.00,-8973.00,2027.32,10917.50,1.00,1.00,512.21,4.72,762.79,762.79,178.24,1615.20,405.06,200.58,1405.49,1405.49,248.00,170.95,184.01,7720.02,6993.81,8916.81,182.48,184.47,6980.79,284.82,3864.93,5862.81,1337.50,178.51,183.74,417.00,9997.30,141.85,289.79,140.69,4997.82,124.91,118.24,167.57,210.73,183.89,461.89,191.02,4160.40,187.46,187.29,72.89
2012-07-09,RMA,base,2,20678.90,874.00,-9026.00,1823.65,10852.26,1.00,1.00,490.83,4.95,774.85,774.85,177.58,1683.12,407.67,201.91,1528.07,1528.07,252.03,181.72,185.32,7800.40,6880.79,8963.33,182.70,184.85,6912.47,298.43,4066.96,6051.50,1346.26,177.80,181.13,432.18,10456.58,139.91,282.89,141.69,5047.73,124.13,114.53,165.37,207.87,181.38,473.37,186.14,4123.49,184.29,184.25,73.11
2012-07-10,RMA,base,2,20467.70,877.00,-9017.00,1934.47,10577.22,1.00,1.00,544.91,4.85,715.52,715.52,177.64,1644.68,415.90,203.28,1295.10,1295.10,253.83,165.91,185.12,7532.05,6825.55,8786.48,181.73,183.71,6873.28,280.30,3593.91,5657.94,1376.93,177.77,179.46,445.84,9577.33,138.92,278.86,136.54,4981.86,122.05,102.19,166.49,211.83,190.41,491.87,180.81,4091.19,181.73,181.78,73.89
2012-07-11,RMA,base,2,20715.20,749.00,-9004.00,2603.00,10035.36,1.00,1.00,589.04,4.30,569.18,569.18,176.92,1569.32,453.78,200.48,830.27,830.27,251.36,147.62,181.39,6818.21,6639.66,7990.79,180.38,182.29,6788.44,247.69,2654.66,5057.54,1107.67,177.08,178.40,454.51,7858.36,137.80,279.38,128.89,4752.92,117.89,107.69,159.53,213.03,182.24,500.52,176.57,3934.41,179.55,179.89,70.69
2012-07-12,RMA,base,2,20817.50,674.00,-9033.00,2886.53,9728.01,1.00,1.00,596.58,3.60,573.64,573.64,175.45,1651.45,466.55,197.82,902.42,902.42,250.10,152.20,179.84,6636.07,6290.80,7513.50,179.99,182.02,6580.59,255.65,2949.64,5188.47,727.44,175.67,176.86,458.04,8490.73,134.02,274.23,126.33,4506.47,114.11,119.97,152.38,196.38,174.76,505.48,174.10,3851.15,177.37,178.50,70.04
