datetime,model,scene,case,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,sf_tidal_energy,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,rsl,x2
2012-03-14,RMA,base,2,10481.90,1385.00,-2649.00,720.73,8892.17,0.00,0.00,903.67,3.21,870.03,870.03,274.33,7035.34,887.67,270.02,1522.92,1522.92,298.03,282.12,265.92,9543.08,8835.91,9306.23,270.21,270.18,8652.29,318.38,4359.10,9029.82,3028.93,274.73,288.60,916.40,11057.30,239.85,712.97,216.45,8097.01,187.66,182.47,237.36,503.62,251.04,870.20,292.59,8051.21,435.65,285.31,73.20
2012-03-15,RMA,base,2,9964.90,1530.00,-2542.00,93.95,10253.95,0.00,0.00,795.88,2.78,897.99,897.99,274.04,7093.31,879.49,270.93,1554.47,1554.47,298.45,283.44,266.59,9845.63,9023.02,9621.74,269.93,269.90,8741.55,323.83,4406.70,9253.28,3094.05,274.43,287.75,903.95,11049.50,238.49,718.39,215.29,8145.12,187.35,182.74,240.52,509.21,253.28,883.90,291.39,8135.85,444.22,283.45,73.89
2012-03-16,RMA,base,2,12085.70,1751.00,-2446.00,445.14,12858.56,0.00,0.00,748.38,2.30,884.20,884.20,274.01,7170.73,875.75,271.06,1519.55,1519.55,298.88,282.64,266.39,10013.88,9235.01,9681.98,269.69,269.65,8870.77,323.45,4357.12,9384.13,3090.58,274.43,287.96,890.34,10963.25,238.07,727.99,213.19,8204.44,187.78,179.86,239.95,529.29,251.51,841.33,291.15,8236.36,465.91,281.24,73.61
2012-03-17,RMA,base,2,17642.90,1721.00,-2447.00,-534.56,19606.46,0.00,0.00,829.50,1.96,880.21,880.21,273.61,7266.03,833.77,270.64,1482.04,1482.04,298.92,277.63,265.21,10102.80,9418.45,9683.12,269.25,269.21,9010.37,323.91,4332.29,9454.33,3000.90,274.04,287.67,883.26,10956.03,236.20,734.96,210.17,8277.27,187.18,162.39,238.82,518.84,249.44,780.47,291.41,8345.13,456.58,279.34,73.79
2012-03-18,RMA,base,2,26897.20,1802.00,-3131.00,-842.91,31728.11,0.00,0.00,818.46,1.78,841.55,841.55,272.28,7321.71,790.98,269.69,1351.54,1351.54,299.69,250.63,263.04,10113.27,9538.45,9611.68,268.25,268.27,9138.12,321.74,4036.37,9444.45,2711.90,272.68,285.82,868.79,10546.62,233.11,738.44,203.89,8358.21,179.94,137.17,231.52,477.77,244.50,793.35,291.79,8428.48,426.89,277.93,73.34
2012-03-19,RMA,base,2,41361.10,2033.00,-4041.00,-59.96,42605.07,0.00,0.00,752.63,1.84,699.83,699.83,270.87,7248.87,797.46,267.86,995.91,995.91,299.65,215.75,259.88,9803.82,9570.14,9123.80,266.86,266.85,9235.13,306.82,3122.09,9163.22,2118.47,271.24,283.66,832.67,9035.53,229.46,743.60,187.64,8429.97,156.10,108.50,214.40,465.31,232.03,813.80,292.79,8448.48,416.03,276.87,72.57
2012-03-20,RMA,base,2,50025.80,1990.00,-4404.00,817.60,48783.20,0.00,0.00,763.83,2.40,501.94,501.94,269.71,7045.18,806.93,263.38,525.41,525.41,295.54,172.35,254.01,8845.29,9368.18,7886.02,264.91,264.75,9214.46,281.23,1902.65,8354.36,1427.52,270.10,282.41,809.69,6970.41,221.57,747.66,166.04,8425.46,124.70,101.81,180.78,462.65,204.31,782.05,294.02,8331.95,404.61,275.94,68.89
2012-03-21,RMA,base,2,47191.10,2057.00,-5114.00,928.14,44539.96,0.00,0.00,823.29,3.31,387.64,387.64,267.45,6785.92,788.92,257.05,335.34,335.34,289.30,138.87,246.05,7654.46,8778.06,6472.60,261.58,261.29,8998.75,263.47,1239.88,7368.26,878.60,267.87,280.82,809.64,5596.19,207.92,743.94,154.89,8334.86,112.93,109.93,154.06,439.99,180.60,767.74,293.64,8066.54,390.62,274.85,66.46
2012-03-22,RMA,base,2,40816.60,2106.00,-5121.00,1895.32,37145.61,0.00,0.00,891.70,4.25,315.14,315.14,264.72,6403.68,778.31,250.57,243.05,243.05,282.70,126.29,237.26,6514.68,7952.37,5239.40,257.07,256.59,8591.76,244.78,833.84,6443.68,551.44,265.22,279.32,796.18,4409.49,197.52,740.67,150.29,8162.58,115.92,119.00,147.71,439.68,173.34,805.87,292.75,7706.72,393.15,273.64,64.73
2012-03-23,RMA,base,2,34140.70,2017.50,-4578.00,1818.18,30926.69,0.00,0.00,873.32,5.10,270.29,270.29,262.41,5921.55,807.58,243.93,196.00,196.00,276.95,127.28,229.94,5570.30,7141.24,4239.96,252.59,251.82,8118.82,227.11,548.74,5687.75,387.52,263.05,278.44,783.10,3208.29,194.48,741.57,146.62,7926.16,122.05,124.37,149.51,460.56,172.53,860.31,292.85,7372.94,411.16,272.34,63.29
2012-03-24,RMA,base,2,27502.20,1929.00,-3867.00,1912.70,24740.50,0.00,0.00,851.74,5.65,240.35,240.35,260.63,5449.74,857.79,237.07,170.87,170.87,270.95,131.02,224.31,4788.56,6463.98,3464.80,248.70,247.55,7670.83,213.03,374.73,5004.57,307.91,261.44,278.42,794.84,2404.50,195.17,743.45,144.00,7630.09,126.89,129.25,149.55,482.38,168.47,876.48,293.73,7061.80,426.94,270.80,60.93
2012-03-25,RMA,base,2,23526.80,1813.00,-3673.00,1176.60,21528.21,0.00,0.00,874.25,6.00,219.23,219.23,258.17,5074.83,871.80,230.01,167.91,167.91,263.72,132.68,217.98,4179.72,5863.24,2905.44,244.34,242.85,7227.42,204.27,350.63,4440.06,298.88,259.10,278.27,826.48,2246.18,194.55,742.33,145.44,7332.93,131.01,135.54,147.72,496.86,164.24,863.24,294.20,6719.25,450.32,269.04,60.29
2012-03-26,RMA,base,2,20249.90,1784.00,-2938.00,695.84,19586.06,0.00,0.00,865.79,5.70,207.35,207.35,255.60,4784.68,863.21,222.51,168.99,168.99,255.74,134.46,211.91,3775.88,5288.68,2615.77,240.07,238.38,6760.48,198.02,395.49,4049.67,340.01,256.68,277.91,850.93,2426.39,192.41,740.30,147.24,7021.13,135.16,141.26,147.69,515.97,162.84,865.13,294.06,6337.67,463.52,267.24,60.13
2012-03-27,RMA,base,2,20048.60,1765.00,-2940.00,1158.96,18937.64,0.00,0.00,856.46,5.00,201.24,201.24,252.47,4526.62,865.04,216.24,172.56,172.56,248.38,136.95,207.75,3583.89,4772.72,2566.28,236.06,234.32,6322.09,193.27,474.62,3866.28,398.11,253.63,276.51,856.55,2716.92,189.66,739.07,148.84,6717.11,139.25,145.79,150.01,495.34,163.24,868.28,293.34,5991.93,436.50,265.41,60.81
2012-03-28,RMA,base,2,19925.40,1714.00,-3653.00,-631.34,19948.74,0.00,0.00,878.29,4.10,198.37,198.37,248.70,4296.96,866.65,211.38,180.56,180.56,241.40,140.33,204.79,3542.45,4380.30,2651.17,231.96,230.29,5942.56,189.58,572.61,3810.62,454.33,249.87,274.45,858.16,3029.95,187.17,738.70,150.65,6466.31,143.27,152.06,153.11,460.05,164.21,862.78,292.63,5720.79,389.51,263.58,61.20
2012-03-29,RMA,base,2,19569.00,1677.00,-3728.00,-1024.71,21730.71,0.00,0.00,873.21,3.09,197.89,197.89,243.78,4125.71,864.27,207.44,197.62,197.62,234.23,144.20,201.44,3575.11,4095.58,2786.15,226.74,225.13,5565.18,186.86,706.12,3771.67,522.76,244.96,271.61,860.90,3491.72,184.67,738.11,153.05,6175.04,147.65,158.29,155.27,445.93,164.67,868.11,292.34,5435.35,363.68,261.36,61.86
2012-03-30,RMA,base,2,22403.70,1655.00,-4424.00,-611.02,22201.72,0.00,0.00,887.88,2.26,202.26,202.26,236.71,3997.66,866.80,202.92,232.09,232.09,227.04,148.58,196.98,3693.60,3914.79,2996.61,220.76,219.38,5193.00,184.65,912.27,3776.62,567.45,237.88,266.63,861.49,4170.50,181.44,734.62,156.00,5803.41,152.72,156.46,157.36,453.55,164.89,875.35,291.68,5138.31,358.31,258.69,62.63
2012-03-31,RMA,base,2,27462.60,1555.00,-6343.00,-318.33,24455.93,0.00,0.00,875.42,1.63,207.81,207.81,229.37,3888.84,870.11,198.35,261.97,261.97,220.28,153.63,192.33,3865.97,3852.80,3249.53,215.45,214.36,4911.72,182.63,1063.82,3853.43,567.37,230.41,260.50,863.32,4582.49,178.86,728.42,158.23,5481.90,155.50,149.32,160.57,450.04,166.12,879.48,291.02,4931.40,354.99,255.72,64.15
2012-04-01,RMA,base,2,36903.90,1520.00,-6180.00,-1111.83,35048.73,0.00,0.00,876.29,1.44,204.62,204.62,224.59,3779.90,873.94,195.41,250.69,250.69,215.10,157.09,189.30,3913.98,3881.36,3321.87,210.47,209.34,4739.66,180.52,964.13,3863.11,502.16,225.65,256.10,867.14,4245.86,178.15,723.05,157.45,5251.48,152.09,133.97,161.78,451.51,166.24,881.62,291.02,4821.80,382.68,252.92,64.38
2012-04-02,RMA,base,2,37467.10,1577.00,-2028.00,975.45,38675.65,0.00,0.00,860.79,1.35,193.21,193.21,223.57,3634.56,876.37,193.02,213.65,213.65,212.08,154.30,188.00,3681.20,3878.53,3028.04,206.93,205.54,4596.55,178.02,711.45,3646.91,370.37,224.75,255.52,867.55,3491.45,180.36,731.29,151.98,5007.39,140.87,126.20,157.10,461.00,162.50,877.19,291.45,4675.96,386.85,250.71,63.06
2012-04-03,RMA,base,2,35359.50,1596.00,-1942.00,1504.13,35404.37,0.00,0.00,842.67,1.56,183.79,183.79,222.59,3452.43,871.45,189.97,187.97,187.97,208.20,145.13,185.93,3284.05,3719.16,2609.76,204.44,202.93,4396.34,175.16,572.68,3295.04,289.27,223.90,254.92,866.78,3103.18,181.50,751.03,147.18,4761.21,133.23,131.13,149.37,434.19,156.83,874.70,290.90,4442.58,366.83,247.96,61.72
2012-04-04,RMA,base,2,35798.40,1598.00,-1566.00,1133.15,36232.25,0.00,0.00,780.38,1.92,177.60,177.60,219.92,3255.66,857.06,187.37,176.28,176.28,203.59,138.64,183.11,2961.03,3440.71,2320.07,201.51,199.98,4131.30,172.07,515.09,3012.85,250.09,221.29,253.82,864.80,2917.90,182.62,771.82,146.43,4514.12,133.84,132.56,145.63,409.07,153.84,865.67,289.24,4190.75,357.36,245.19,61.51
2012-04-05,RMA,base,2,36099.80,1713.00,-1102.00,871.94,37254.86,0.00,0.00,663.42,2.31,171.88,171.88,218.27,3037.53,819.48,185.05,162.79,162.79,200.47,137.95,181.12,2703.60,3181.33,2064.96,199.42,197.77,3886.83,169.09,404.65,2793.19,215.67,219.65,253.39,858.30,2452.44,188.01,794.60,146.08,4285.44,134.36,128.70,145.41,417.26,152.88,843.07,287.28,4002.44,370.99,242.75,60.98
2012-04-06,RMA,base,2,32797.60,1809.00,-1921.00,830.62,33142.98,0.00,0.00,589.63,2.77,167.33,167.33,218.20,2808.77,731.07,182.87,150.86,150.86,198.61,137.32,180.70,2434.17,2971.93,1783.13,198.86,197.08,3680.78,166.54,293.26,2552.67,188.26,219.66,252.03,846.53,1930.31,195.10,810.64,144.83,4069.98,132.17,130.78,143.60,447.93,150.87,788.66,284.64,3840.02,391.56,240.46,59.43
2012-04-07,RMA,base,2,29437.10,2006.00,-1925.00,1094.28,29582.82,0.00,0.00,521.42,3.19,164.02,164.02,217.53,2603.97,625.83,181.11,146.38,146.38,196.51,134.78,180.61,2195.64,2774.60,1545.60,198.59,196.72,3489.93,164.54,250.72,2325.11,177.67,219.03,250.27,829.18,1704.41,201.38,805.33,145.18,3865.22,133.07,136.62,141.01,467.34,148.65,693.01,281.27,3665.66,403.66,238.13,58.45
2012-04-08,RMA,base,2,26877.40,2230.00,-1923.00,1319.75,26918.65,0.00,0.00,440.00,3.49,161.12,161.12,214.89,2444.48,542.03,179.45,144.94,144.94,193.58,134.50,179.67,2033.35,2574.24,1409.38,197.76,195.97,3293.89,163.00,263.45,2158.13,181.90,216.33,247.40,806.13,1792.66,204.99,763.75,147.44,3660.76,136.65,141.62,140.90,443.87,148.26,598.45,277.01,3468.08,376.00,235.83,58.42
2012-04-09,RMA,base,2,24402.40,2458.00,-2936.00,1420.60,23478.80,0.00,0.00,406.54,3.58,159.67,159.67,211.82,2302.73,463.81,178.40,144.47,144.47,191.46,136.68,178.91,1967.86,2402.45,1372.19,197.07,195.39,3130.35,161.91,271.39,2096.17,197.58,213.12,243.87,775.68,1794.06,210.54,686.36,149.71,3487.54,140.43,147.27,143.20,409.52,149.71,515.69,272.50,3335.42,348.42,233.64,58.87
2012-04-10,RMA,base,2,22140.80,2630.00,-3029.00,1326.24,21329.56,0.00,0.00,384.54,3.60,158.92,158.92,209.31,2199.85,413.52,177.21,146.24,146.24,189.65,139.54,178.63,1968.02,2273.50,1410.28,196.53,194.94,2981.55,161.25,301.60,2076.92,226.89,210.48,240.78,739.37,1945.57,216.69,595.95,152.58,3342.56,144.49,147.46,145.54,386.93,151.10,445.79,269.87,3208.25,321.63,231.71,58.83
2012-04-11,RMA,base,2,20918.70,2684.00,-3030.00,547.23,20919.47,0.00,0.00,394.58,3.47,158.68,158.68,208.33,2124.15,392.16,175.87,150.99,150.99,187.39,142.42,177.99,2064.39,2186.79,1542.16,196.40,194.88,2858.96,160.85,370.37,2126.17,268.82,209.37,238.17,702.97,2295.45,221.21,515.16,155.16,3240.43,146.76,149.82,148.10,360.83,152.47,406.56,270.15,3094.41,301.09,230.03,59.66
2012-04-12,RMA,base,2,19950.70,2599.00,-2571.00,607.99,20382.71,0.00,0.00,386.75,3.12,159.04,159.04,210.80,2062.20,390.81,174.45,155.24,155.24,185.23,145.32,177.58,2207.25,2155.95,1684.01,198.38,196.96,2774.45,160.66,401.56,2209.24,301.66,211.84,237.70,668.21,2476.29,225.06,461.12,156.90,3180.83,147.85,155.11,150.17,345.47,153.65,392.30,273.23,3020.79,298.46,228.34,60.41
2012-04-13,RMA,base,2,19400.70,2607.00,-2116.00,-359.01,21913.71,0.00,0.00,379.63,2.75,159.73,159.73,214.00,2012.50,387.74,174.98,160.62,160.62,183.35,147.50,179.00,2327.14,2181.67,1806.73,199.81,198.13,2733.03,161.04,428.64,2278.34,316.28,215.13,239.57,634.84,2637.74,231.54,433.08,159.77,3167.60,150.74,155.11,151.58,336.70,154.60,390.32,278.03,2969.30,302.90,226.54,60.44
2012-04-14,RMA,base,2,20183.90,2803.00,-1933.00,-980.14,26710.04,0.00,0.00,404.54,2.36,160.39,160.39,215.65,1971.41,385.92,175.96,166.07,166.07,181.49,149.76,180.71,2387.31,2239.13,1899.45,199.43,197.58,2701.77,162.01,459.31,2301.58,310.67,216.79,241.64,604.67,2732.84,244.40,420.25,162.49,3139.98,153.19,150.53,153.57,325.86,156.32,384.71,284.59,2899.89,296.79,224.50,61.13
2012-04-15,RMA,base,2,26224.00,3019.00,-3031.00,389.26,28704.74,0.00,0.00,401.13,2.08,161.67,161.67,216.67,1938.41,397.85,176.57,170.93,170.93,180.55,152.38,183.91,2407.61,2292.34,1936.98,200.39,198.54,2670.22,163.26,491.91,2287.20,290.15,217.83,243.99,576.73,2906.60,253.48,411.59,163.98,3067.27,152.38,137.95,155.30,313.14,157.84,388.52,294.85,2810.66,289.30,222.26,60.90
2012-04-16,RMA,base,2,37345.00,3085.00,-3586.00,555.86,38128.14,0.00,0.00,418.13,2.05,162.98,162.98,217.81,1911.29,405.35,177.61,174.59,174.59,179.58,152.76,186.61,2431.34,2319.17,1989.11,202.78,201.01,2630.84,164.54,510.59,2284.78,277.51,218.83,248.52,553.33,3005.87,253.63,411.04,163.41,2960.24,144.38,124.13,154.25,299.70,157.71,398.09,309.61,2723.20,281.83,220.26,61.70
2012-04-17,RMA,base,2,40874.90,3373.00,-3801.00,459.10,41461.80,0.00,0.00,463.04,2.30,162.79,162.79,220.09,1867.70,423.63,179.30,169.32,169.32,179.08,146.12,189.04,2363.21,2323.03,1909.31,205.44,203.70,2588.71,165.81,442.65,2218.61,247.07,221.10,252.55,531.45,2712.55,255.28,415.40,158.83,2850.63,132.63,128.15,147.44,300.94,154.33,406.81,326.02,2648.25,285.96,218.87,61.22
2012-04-18,RMA,base,2,38024.80,3325.00,-2967.00,1376.58,38289.22,0.00,0.00,344.96,2.81,161.33,161.33,222.69,1818.34,429.54,181.11,159.21,159.21,178.67,137.06,191.12,2200.56,2277.30,1748.66,207.54,205.81,2524.55,166.33,383.86,2080.99,220.05,223.76,254.39,508.66,2451.75,256.31,423.26,157.91,2722.65,131.40,132.94,142.44,306.21,151.64,429.21,338.90,2551.68,290.23,217.80,60.41
2012-04-19,RMA,base,2,33165.00,3091.00,-3162.00,2021.02,32338.48,0.00,0.00,373.83,3.50,158.95,158.95,224.48,1758.77,376.81,182.71,151.74,151.74,178.40,135.21,192.39,2031.88,2171.22,1604.44,209.55,207.82,2431.51,166.49,353.40,1942.55,202.48,225.58,255.44,489.74,2339.17,255.86,435.70,159.47,2593.71,133.88,135.94,142.91,305.38,152.37,407.16,348.15,2443.75,288.04,216.98,59.91
2012-04-20,RMA,base,2,28360.20,2792.00,-3016.00,2166.05,27292.14,0.00,0.00,451.38,4.27,157.31,157.31,226.45,1683.56,378.69,184.02,149.27,149.27,178.61,136.55,194.44,1914.47,2046.59,1514.01,211.76,210.01,2329.51,167.04,348.74,1843.91,184.29,227.54,257.69,478.12,2336.85,254.47,421.97,161.42,2475.00,136.28,139.72,144.31,306.63,153.70,367.39,354.04,2341.37,290.97,216.37,59.87
2012-04-21,RMA,base,2,24953.50,2682.00,-3040.00,2476.17,23518.33,0.00,0.00,461.58,4.92,156.98,156.98,229.12,1606.94,430.03,185.50,149.26,149.26,179.08,138.22,196.23,1857.22,1946.64,1495.58,214.72,212.98,2236.91,167.83,355.58,1792.92,175.32,230.27,261.03,465.82,2375.54,252.08,396.83,163.70,2370.48,139.05,143.32,146.07,311.07,155.34,397.06,357.14,2257.02,295.06,215.99,60.04
2012-04-22,RMA,base,2,23403.60,2799.00,-3266.00,2517.18,21893.42,0.00,0.00,427.83,5.18,157.45,157.45,231.27,1542.77,452.40,187.18,151.17,151.17,179.34,140.24,197.21,1849.53,1884.85,1530.51,217.15,215.26,2160.52,168.77,369.16,1781.40,176.49,232.46,264.01,453.47,2442.86,250.21,402.03,166.00,2283.22,141.81,146.97,148.08,313.13,157.10,443.92,358.60,2191.57,297.73,216.07,60.23
2012-04-23,RMA,base,2,22705.10,2798.00,-2210.00,2341.83,22558.27,0.00,0.00,405.46,5.08,158.68,158.68,232.25,1513.35,433.29,188.42,158.92,158.92,178.35,142.35,196.44,1917.48,1857.07,1682.39,216.09,213.89,2090.59,169.26,421.03,1830.26,199.44,233.44,265.67,439.51,2652.12,249.46,427.17,168.97,2211.32,144.62,147.17,149.89,313.63,158.53,447.90,359.02,2134.08,301.32,216.60,60.73
2012-04-24,RMA,base,2,21720.60,2739.00,-1454.00,1307.40,23285.21,0.00,0.00,399.08,4.67,160.71,160.71,235.30,1491.60,410.86,189.17,162.14,162.14,178.98,144.75,198.06,2042.03,1870.88,1824.52,216.00,213.82,2047.10,171.02,424.51,1920.26,220.82,236.77,265.55,425.95,2593.39,255.26,439.29,170.83,2149.42,146.35,147.75,152.50,319.12,160.98,424.78,358.68,2105.26,309.69,217.38,61.07
2012-04-25,RMA,base,2,21004.50,2504.00,-1254.00,1471.54,22435.96,0.00,0.00,402.79,4.02,162.66,162.66,239.96,1454.27,401.57,190.76,159.71,159.71,180.73,147.15,201.23,2095.01,1920.61,1842.62,218.71,216.61,2048.57,173.80,394.28,1957.19,221.97,241.58,265.91,414.04,2414.72,262.16,430.84,172.41,2113.40,147.07,141.35,155.70,327.02,164.61,406.78,357.58,2106.76,315.42,218.33,60.74
2012-04-26,RMA,base,2,23964.60,2294.00,-1527.00,371.65,26009.95,0.00,0.00,407.42,3.31,164.86,164.86,242.69,1438.56,402.17,192.77,163.09,163.09,181.85,148.97,203.62,2113.45,1970.50,1859.04,221.04,218.95,2058.62,176.20,427.99,1965.84,233.60,244.20,266.81,402.80,2418.56,265.43,419.04,174.81,2095.96,145.52,136.78,157.52,329.08,167.10,401.31,355.61,2099.46,315.58,219.38,59.81
2012-04-27,RMA,base,2,26128.30,2293.00,-1530.00,788.70,28168.60,0.00,0.00,388.42,2.62,166.93,166.93,242.66,1446.80,403.88,194.45,168.90,168.90,182.35,149.38,205.86,2166.55,2006.30,1913.47,222.41,220.38,2063.35,177.69,479.10,1999.16,247.47,244.09,267.37,392.04,2618.61,262.50,412.23,173.78,2075.73,141.34,130.40,156.80,327.31,167.30,403.14,352.52,2074.19,312.37,220.56,60.39
2012-04-28,RMA,base,2,26521.00,2353.00,-1523.00,1350.03,28465.97,0.00,0.00,381.88,2.04,169.40,169.40,243.26,1458.39,394.66,196.13,176.21,176.21,183.37,147.37,208.35,2239.03,2037.13,1937.93,223.82,221.71,2069.80,179.03,545.03,2038.93,240.74,244.60,268.68,381.56,2946.51,257.23,409.69,171.72,2053.49,136.55,122.37,154.95,325.64,165.89,401.36,348.78,2045.54,310.55,221.93,60.43
2012-04-29,RMA,base,2,30219.20,2325.00,-1514.00,1335.86,31542.34,0.00,0.00,381.29,1.52,172.44,172.44,243.02,1489.91,384.64,197.20,189.76,189.76,184.04,143.88,208.63,2396.56,2083.84,2101.36,224.97,222.89,2084.56,178.80,679.43,2147.22,232.72,244.23,269.73,371.75,3566.97,246.25,407.99,168.80,2031.20,130.01,110.04,151.10,319.21,162.74,390.78,344.63,2027.25,304.84,223.52,61.66
2012-04-30,RMA,base,2,34621.40,2325.00,-1519.00,1218.80,35829.60,0.00,0.00,361.96,1.32,175.74,175.74,242.96,1522.63,380.18,197.72,203.89,203.89,184.59,138.06,207.24,2635.27,2188.48,2350.30,225.75,223.68,2130.16,177.63,795.29,2315.96,216.23,244.07,270.74,362.38,4114.97,233.83,403.34,163.50,2026.49,120.12,107.70,145.22,312.51,158.41,383.34,340.82,2049.52,300.74,225.44,62.92
2012-05-01,RMA,base,2,33435.60,2399.00,-1749.00,1270.09,34254.51,0.00,1.00,365.67,1.31,174.23,174.23,245.05,1487.39,370.32,198.87,190.05,190.05,186.03,129.93,206.85,2652.17,2309.71,2355.95,226.86,224.80,2199.03,178.08,671.02,2313.64,196.72,246.18,271.17,352.85,3546.81,232.85,397.08,155.34,2043.80,114.19,107.72,140.18,312.62,156.30,377.32,338.85,2075.35,302.25,228.01,63.47
2012-05-02,RMA,base,2,31086.00,2521.00,-2199.00,1044.21,31965.34,0.00,1.00,435.17,1.47,168.78,168.78,245.35,1417.28,372.64,199.21,172.52,172.52,187.01,122.47,206.58,2522.07,2347.37,2226.91,227.33,225.34,2254.63,176.84,601.21,2214.94,168.58,246.57,270.76,345.04,3438.21,229.87,389.34,153.01,2055.11,112.03,103.04,134.58,312.40,151.79,368.37,337.50,2065.00,300.09,231.58,61.59
2012-05-03,RMA,base,2,29467.90,2725.00,-2237.00,981.40,30450.43,0.00,1.00,342.29,1.79,167.19,167.19,246.91,1120.51,397.11,199.95,163.18,163.18,188.50,119.11,206.50,2389.03,2305.57,2192.26,228.41,226.43,2257.91,175.82,531.54,2044.42,147.06,248.16,271.21,340.11,2995.94,230.01,381.75,148.23,2045.30,109.03,105.34,133.81,313.33,151.36,383.15,335.90,2000.12,302.98,234.34,62.86
2012-05-04,RMA,base,2,28226.00,2973.00,-2567.00,394.61,29640.62,0.00,1.00,265.67,2.12,164.50,164.50,249.97,814.48,350.57,201.34,138.77,138.77,190.49,116.34,207.61,2072.56,2200.85,1871.02,230.16,228.02,2217.77,176.28,318.64,1734.08,135.89,251.41,271.55,336.98,2034.63,241.98,387.16,145.40,1978.38,109.40,105.95,133.75,325.41,151.62,387.46,334.89,1868.43,311.03,236.29,59.72
2012-05-05,RMA,base,2,27154.60,3103.00,-2937.00,511.32,28189.15,0.00,1.00,261.42,2.50,162.50,162.50,247.77,645.04,282.27,201.69,133.63,133.63,191.19,114.96,209.00,1782.60,2017.22,1563.84,228.99,226.82,2131.13,175.24,282.60,1478.52,128.16,249.21,271.50,334.80,1860.25,247.54,378.29,148.76,1860.63,110.00,104.32,131.15,325.17,148.83,318.21,333.50,1714.29,308.69,237.92,58.72
2012-05-06,RMA,base,2,26153.60,3163.00,-2815.00,934.81,26919.64,0.00,1.00,260.88,2.93,161.23,161.23,244.28,534.33,262.47,201.21,132.02,132.02,191.74,114.01,209.29,1607.25,1816.81,1428.47,227.06,224.98,2020.07,173.99,279.58,1324.63,126.69,245.67,270.81,333.24,1867.04,250.68,329.68,149.55,1731.21,108.86,105.31,129.39,321.46,147.37,269.80,331.26,1579.52,304.87,239.19,58.83
2012-05-07,RMA,base,2,23989.90,3200.00,-3372.00,1096.64,24018.62,0.00,1.00,245.17,3.26,160.26,160.26,242.04,446.18,257.49,200.01,130.66,130.66,191.77,112.76,206.72,1501.32,1657.17,1367.69,227.06,225.05,1914.81,172.81,275.33,1217.36,126.74,243.37,269.52,332.38,1825.94,250.89,291.88,148.16,1620.04,108.65,107.30,128.57,318.56,147.29,260.58,328.87,1475.40,301.55,240.41,58.85
2012-05-08,RMA,base,2,22397.10,3279.00,-3044.00,1426.01,22387.98,0.00,1.00,240.67,3.46,158.95,158.95,240.68,385.29,247.13,198.52,130.87,130.87,190.95,112.24,204.49,1447.92,1538.68,1364.68,227.26,225.09,1818.91,171.40,296.26,1153.29,126.27,241.82,269.09,331.89,1928.54,247.97,277.04,148.05,1526.09,109.49,108.42,128.05,312.97,147.24,252.41,327.33,1387.66,295.23,241.40,58.91
2012-05-09,RMA,base,2,21279.50,3290.00,-2307.00,1669.86,21607.07,0.00,1.00,240.71,3.50,157.81,157.81,241.23,348.23,241.58,196.74,134.96,134.96,189.57,112.54,202.76,1490.94,1458.09,1471.32,227.14,224.81,1732.59,169.67,353.66,1159.88,126.79,242.33,269.14,331.31,2250.25,242.82,266.34,148.59,1455.64,110.23,108.36,127.66,304.03,147.03,243.57,327.24,1312.43,292.63,241.70,59.58
2012-05-10,RMA,base,2,19294.00,3211.00,-1755.00,1537.74,20047.36,0.00,1.00,245.25,3.37,157.84,157.84,241.61,317.34,241.44,195.84,139.94,139.94,188.48,113.26,202.33,1610.18,1423.81,1649.29,225.29,222.74,1670.59,168.52,399.07,1207.94,129.57,242.72,268.35,330.48,2508.25,241.81,256.95,149.14,1404.74,110.39,108.56,128.38,298.07,146.28,241.17,327.68,1261.25,290.31,240.88,60.51
2012-05-11,RMA,base,2,17158.90,3858.00,-1750.00,1289.81,18785.08,0.00,1.00,208.75,3.08,157.94,157.94,242.25,287.27,233.91,195.11,143.12,143.12,188.48,114.61,202.26,1703.16,1430.44,1778.05,223.90,221.30,1639.61,168.30,415.99,1246.74,132.87,243.37,267.51,329.98,2614.94,246.32,251.74,149.76,1351.49,110.52,108.68,130.73,294.27,146.47,239.94,327.91,1225.34,288.87,239.62,60.64
2012-05-12,RMA,base,2,15566.10,4289.00,-1676.00,1650.24,17291.61,0.00,1.00,173.08,2.79,157.50,157.50,242.85,269.37,203.15,194.24,151.83,151.83,187.74,116.52,201.49,1787.72,1453.77,1871.80,223.77,221.16,1618.34,168.03,466.84,1300.44,135.25,244.05,267.13,329.77,2872.10,248.00,244.18,152.78,1301.84,111.13,111.23,132.22,290.12,146.30,219.02,327.64,1179.51,286.53,238.55,60.94
2012-05-13,RMA,base,2,15266.90,4328.00,-1439.00,1797.13,17104.57,0.00,1.00,163.79,2.58,159.19,159.19,239.70,285.48,175.20,192.86,197.92,197.92,184.50,118.83,197.83,2060.96,1498.56,2109.51,220.54,217.84,1597.29,166.15,719.24,1522.25,144.21,240.75,266.32,329.43,3834.66,242.42,219.71,157.41,1271.39,112.35,117.00,131.02,286.92,142.61,186.40,325.74,1132.53,282.85,238.02,61.88
