datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_total,cu_delta,cu_suisun,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
1999-10-01,dsm2,base,historical,15062.00,14709.00,2098.00,10742.55,2143.80,1202.33,941.47,25758.75,1.00,1.00,554.81,2.39,3.79,3230.67,3230.67,500.64,5679.87,620.44,637.19,5910.16,5910.16,959.10,1415.05,519.03,9392.67,9346.80,14672.80,517.61,520.27,4910.21,1291.15,9295.44,22856.07,10058.79,5894.31,500.52,444.46,622.30,14433.45,300.08,518.41,436.03,437.20,5258.60,192.81,150.08,791.21,464.60,726.00,590.79,313.94,4641.24,428.60,84.20
1999-10-02,dsm2,base,historical,14688.00,14340.00,2212.00,10865.22,1988.04,1096.77,891.27,25777.18,1.00,1.00,559.30,2.36,3.62,3242.22,3242.22,510.52,5932.68,601.24,650.20,5860.40,5860.40,961.61,1379.67,536.05,9447.56,9440.45,15039.23,531.04,534.43,5192.35,1287.50,9306.94,23858.07,10176.86,6043.47,510.26,451.56,601.35,14842.20,303.32,518.77,446.42,437.59,5475.27,192.08,141.22,788.83,473.23,722.81,565.03,315.24,4724.34,446.58,84.00
1999-10-03,dsm2,base,historical,14820.00,14472.00,2201.00,10812.28,1768.47,877.14,891.33,26064.81,1.00,1.00,541.31,2.40,3.52,3030.68,3030.68,522.81,6175.20,570.51,659.45,5436.33,5436.33,959.30,1210.39,550.37,9497.59,9532.32,15104.73,542.40,544.72,5131.19,1184.43,8879.29,21630.68,10094.63,6059.33,522.56,459.57,577.32,14115.38,299.85,526.64,455.97,418.61,5168.33,182.04,135.28,745.62,470.50,695.38,562.68,317.14,4758.86,445.45,79.40
1999-10-04,dsm2,base,historical,14445.00,14096.00,2263.00,10899.21,1653.15,781.33,871.82,25954.06,1.00,1.00,497.22,2.45,3.52,2897.75,2897.75,535.30,6284.36,560.54,666.38,5144.13,5144.13,962.74,1100.54,552.30,9630.02,9606.49,15098.81,548.23,551.80,4982.45,1136.22,8677.67,22642.55,10292.19,5795.75,535.26,468.93,570.80,14058.57,297.00,532.86,464.98,406.96,4851.69,175.60,132.80,713.64,470.79,685.89,550.43,318.88,4802.20,449.26,79.40
1999-10-05,dsm2,base,historical,14335.00,13988.00,2388.00,10871.08,1615.31,756.68,858.63,25978.77,1.00,1.00,486.80,2.49,3.47,2918.01,2918.01,542.30,6142.77,541.37,669.98,5273.49,5273.49,969.12,1145.53,550.40,9720.02,9659.29,15193.63,552.72,554.67,5083.52,1163.10,8780.98,22967.21,10222.37,5810.22,542.25,477.76,559.26,14135.44,295.53,539.11,473.67,410.48,4719.56,174.34,134.51,731.59,473.77,696.67,511.27,319.85,4905.16,448.47,79.40
1999-10-06,dsm2,base,historical,14218.20,13864.00,2385.00,10679.01,1598.31,776.95,821.36,25683.90,1.00,1.00,495.30,2.54,3.33,2985.27,2985.27,543.95,5957.03,507.74,672.71,5490.39,5490.39,974.17,1234.54,548.66,9808.90,9732.92,15378.52,553.21,555.43,5261.34,1205.24,9002.41,22747.22,10348.74,5938.15,543.94,482.69,527.34,14331.60,293.71,543.44,482.12,415.54,4800.55,175.50,136.30,769.66,461.51,721.99,492.51,320.85,5022.83,451.08,79.40
1999-10-07,dsm2,base,historical,14471.50,14131.00,2384.00,10992.37,1846.19,949.22,896.97,26001.68,1.00,1.00,484.10,2.51,3.33,2894.63,2894.63,544.40,5882.79,493.56,667.47,5284.89,5284.89,976.35,1173.01,550.29,9876.23,9821.13,15364.14,553.26,555.55,5124.64,1164.28,8831.86,21733.09,10202.63,5769.26,544.40,483.04,507.06,14063.38,289.54,547.53,490.46,403.78,4782.40,168.58,136.82,731.50,453.49,690.91,498.59,323.29,5017.85,450.63,79.40
1999-10-08,dsm2,base,historical,14746.80,14374.00,2361.00,10935.10,1963.26,1025.68,937.58,26079.64,1.00,1.00,499.79,2.44,3.40,2893.96,2893.96,544.27,5832.22,497.89,667.93,5437.84,5437.84,993.03,1187.48,542.83,9963.70,9880.13,15319.34,551.76,554.53,5095.89,1168.42,8994.83,21776.80,10303.32,5783.00,544.22,480.88,510.38,14054.89,286.86,546.12,499.78,406.59,4721.91,166.86,136.74,731.76,452.14,680.37,490.91,324.24,5094.64,447.24,79.40
1999-10-09,dsm2,base,historical,14732.00,14388.00,2413.00,10901.79,1952.71,1030.63,922.08,26094.08,1.00,1.00,510.10,2.34,3.45,3017.01,3017.01,540.84,5739.73,492.04,665.97,5638.17,5638.17,1007.90,1282.54,539.02,10080.25,9941.57,15341.01,546.60,549.75,5195.13,1217.32,9281.68,21874.05,10377.11,5973.58,540.78,479.92,503.39,14221.02,286.42,538.60,509.40,419.16,4957.07,167.58,132.40,757.17,455.51,702.10,502.72,323.45,5186.17,444.28,79.40
1999-10-10,dsm2,base,historical,14655.00,14349.00,2472.00,10902.33,2025.05,1083.70,941.35,26004.28,1.00,1.00,512.50,2.21,3.54,3118.73,3118.73,536.18,5743.35,504.42,669.47,5848.18,5848.18,1026.87,1332.37,540.13,10189.55,10034.76,15374.58,543.20,546.76,5327.00,1250.44,9473.59,22403.23,10441.48,6212.86,536.14,478.45,511.04,14335.41,287.59,528.31,518.53,426.20,5064.97,165.06,130.95,778.10,453.65,722.42,513.76,322.70,5258.21,443.01,84.00
1999-10-11,dsm2,base,historical,14385.00,14093.00,2524.00,10891.80,1957.62,1035.49,922.13,25843.18,1.00,1.00,522.40,2.08,3.44,3329.20,3329.20,535.21,5855.55,514.79,678.05,6102.07,6102.07,1050.10,1401.84,543.26,10282.33,10154.78,15559.31,545.02,549.50,5519.94,1314.76,9794.84,22994.19,10538.75,6433.61,535.15,477.44,520.18,14774.73,290.70,517.20,526.82,440.47,5232.52,165.73,128.99,821.28,455.82,748.82,517.32,321.28,5341.87,441.56,84.20
1999-10-12,dsm2,base,historical,14206.00,13916.00,2516.00,7709.47,1935.02,1014.38,920.64,22496.45,1.00,1.00,502.61,1.91,3.41,3347.78,3347.78,537.81,6037.42,519.66,680.83,5991.34,5991.34,1056.33,1343.58,554.12,10348.91,10259.33,15684.96,550.51,553.22,5567.30,1290.99,9705.56,23242.37,10537.42,6539.03,537.78,476.19,523.41,14811.29,291.95,509.17,533.88,432.21,5205.24,154.72,124.73,789.14,454.64,742.35,525.77,319.91,5356.22,440.85,84.20
1999-10-13,dsm2,base,historical,13482.00,13188.00,2406.00,10985.71,1895.04,979.95,915.09,24978.67,1.00,1.00,498.20,1.78,3.65,3103.40,3103.40,539.27,6273.98,520.42,674.74,5608.60,5608.60,1052.68,1184.80,546.57,10337.86,10365.45,15543.88,550.60,553.36,5217.25,1178.14,9179.13,22183.81,10321.98,5984.65,538.84,478.66,530.89,14513.34,285.35,504.64,539.37,408.61,4853.04,155.24,125.84,704.09,460.55,675.78,510.98,319.78,5362.48,451.10,79.40
1999-10-14,dsm2,base,historical,12499.50,12204.00,2380.00,10885.27,1834.60,921.80,912.80,23930.17,1.00,1.00,471.91,1.68,3.66,3454.45,3454.45,540.19,6348.42,507.55,690.57,6264.99,6264.99,1087.91,1427.71,542.79,10333.16,10381.78,15851.54,553.81,556.34,5811.47,1371.59,10009.24,24097.62,10810.42,6261.69,540.14,481.50,521.01,15527.02,292.20,496.81,543.74,454.78,5352.54,161.93,126.94,792.16,458.61,740.36,504.12,318.02,5514.26,447.65,84.20
1999-10-15,dsm2,base,historical,11840.00,11509.00,2391.00,10950.89,1793.56,914.90,878.66,23388.33,1.00,0.00,482.70,1.63,3.49,3617.98,3617.98,541.35,6315.35,500.34,701.25,6381.57,6381.57,1094.42,1502.27,555.53,10402.69,10430.59,16111.92,558.00,564.22,6156.63,1444.27,10177.02,24906.17,12070.64,7159.81,541.26,482.72,513.35,15849.18,299.95,494.69,546.97,471.48,5554.82,156.34,126.54,818.71,453.54,773.94,482.74,317.73,5595.97,450.74,84.20
1999-10-16,dsm2,base,historical,11322.00,11046.00,2427.00,10266.66,1678.39,825.28,853.11,22337.27,1.00,0.00,526.58,1.61,3.40,3507.45,3507.45,546.93,6563.24,481.19,705.16,6067.87,6067.87,1087.81,1422.14,566.49,10596.17,10454.36,16239.21,567.17,572.65,6046.95,1418.93,9780.67,24424.62,12900.39,7155.64,546.73,485.70,496.72,15423.58,299.70,500.53,549.31,465.79,5546.92,157.88,125.24,769.96,451.12,756.68,485.42,319.23,5582.25,451.81,84.20
1999-10-17,dsm2,base,historical,10886.00,10597.00,2452.00,9329.56,1688.64,828.31,860.33,20978.92,1.00,0.00,525.30,1.62,3.40,3349.49,3349.49,555.02,6904.62,506.47,708.77,5821.71,5821.71,1077.39,1377.40,574.92,10891.51,10494.03,16251.14,573.48,577.28,5724.75,1369.25,9396.15,24250.79,13323.53,6978.35,554.66,489.90,495.73,15293.32,295.93,504.16,551.16,452.40,5387.24,172.88,123.83,749.73,447.46,733.11,522.31,321.71,5604.31,456.64,84.20
1999-10-18,dsm2,base,historical,10885.00,10625.00,2605.00,7488.77,1648.73,782.87,865.86,19330.04,1.00,0.00,521.80,1.72,3.30,3309.33,3309.33,562.98,7343.93,529.36,717.75,5777.87,5777.87,1079.91,1370.23,586.06,11301.20,10587.71,16290.41,576.98,580.75,5726.11,1359.34,9377.97,22729.90,13727.92,6951.08,562.88,491.65,518.02,14802.59,295.06,503.05,552.80,448.78,5533.17,174.05,126.91,800.81,453.51,761.50,529.39,321.88,5691.95,458.76,84.20
1999-10-19,dsm2,base,historical,10974.00,10689.00,2576.00,7265.01,1670.24,799.14,871.10,19144.77,1.00,0.00,507.01,1.90,3.24,3131.64,3131.64,567.49,7748.93,526.75,714.86,5488.15,5488.15,1064.94,1301.35,593.19,11570.70,10748.77,16239.78,575.44,579.84,5573.16,1242.26,8966.92,24500.88,13854.44,6902.31,567.06,493.51,531.90,14679.49,289.06,496.82,554.33,423.45,5157.27,165.65,131.49,796.46,472.88,761.49,525.43,324.04,5768.61,468.85,79.40
1999-10-20,dsm2,base,historical,11091.00,10817.00,2503.00,7732.18,1715.15,834.66,880.49,19611.03,1.00,0.00,470.51,2.10,3.31,2994.00,2994.00,569.70,8215.10,518.67,709.91,5313.30,5313.30,1060.15,1290.36,590.52,11856.91,10939.45,16379.06,579.06,583.04,5415.31,1194.95,8751.28,24565.88,14038.26,6752.03,569.55,496.81,529.88,14746.82,283.58,495.89,555.86,408.36,4501.78,163.79,131.33,783.82,474.16,746.90,511.86,327.71,5891.04,468.47,79.40
1999-10-21,dsm2,base,historical,11111.00,10866.00,2487.00,10932.82,1681.72,798.09,883.63,22849.10,1.00,0.00,420.32,2.27,3.43,3079.58,3079.58,573.75,8808.67,501.14,711.43,5586.20,5586.20,1067.28,1418.94,581.07,12242.88,11220.74,16805.50,582.95,586.19,5660.01,1233.93,9086.17,24421.04,14564.88,6797.79,573.67,501.20,519.66,15177.53,282.78,500.20,557.63,418.60,4443.94,172.93,131.40,848.00,469.97,777.26,477.86,327.38,6103.70,470.53,83.60
1999-10-22,dsm2,base,historical,10828.00,10597.00,2537.00,7850.07,1669.57,799.86,869.71,19545.50,1.00,0.00,429.60,2.46,3.45,3284.79,3284.79,574.59,9465.11,466.38,713.94,6043.93,6043.93,1081.17,1664.42,577.77,12767.60,11607.02,17302.29,582.05,584.84,5993.67,1336.81,9687.71,24804.69,15191.95,7029.91,574.59,507.47,489.55,15732.39,285.22,502.06,559.80,441.71,5359.69,182.07,131.92,928.32,465.15,843.00,429.89,329.36,6494.13,465.15,84.20
1999-10-23,dsm2,base,historical,10655.00,10423.00,2526.05,7474.09,1556.95,729.60,827.35,19098.19,1.00,0.00,432.90,2.76,3.37,3445.04,3445.04,572.90,10058.52,427.94,718.22,6404.69,6404.69,1088.09,1847.96,586.62,13291.00,12078.03,17765.70,582.03,586.71,6371.61,1383.73,10076.54,25254.72,15687.22,7344.44,572.70,506.29,446.81,16133.14,289.00,504.35,562.50,459.95,6546.44,191.45,135.38,1035.57,451.94,896.07,432.66,331.66,6835.69,462.83,84.20
1999-10-24,dsm2,base,historical,11099.00,10881.00,2469.00,6894.54,1508.99,669.40,839.59,18953.55,1.00,0.00,434.40,3.02,3.39,3390.72,3390.72,574.10,10524.92,433.37,720.97,6418.31,6418.31,1101.99,1913.79,594.64,13714.35,12494.37,18016.26,585.71,589.12,6350.04,1337.12,10114.68,24867.14,15986.67,7578.99,573.70,504.63,443.56,16066.37,289.27,504.50,565.39,449.11,7177.46,185.34,134.53,1041.47,441.13,893.03,436.25,334.30,7125.02,456.61,84.20
1999-10-25,dsm2,base,historical,11045.00,10831.00,2431.00,7739.75,1518.94,682.15,836.79,19696.81,1.00,0.00,416.51,3.18,3.54,3404.45,3404.45,577.29,11089.50,436.06,726.10,6610.01,6610.01,1117.88,1986.73,596.90,14222.86,12926.64,18141.64,590.85,594.78,6534.30,1334.40,10339.70,23902.94,16294.60,7835.48,577.05,504.83,446.53,16124.44,288.24,494.86,568.59,447.20,7982.26,201.32,135.62,1069.56,442.79,907.16,437.77,335.64,7551.50,456.84,84.20
1999-10-26,dsm2,base,historical,11121.50,10923.00,2407.00,7795.04,1495.23,657.73,837.50,19828.31,1.00,0.00,471.48,3.07,3.73,3593.49,3593.49,581.44,11712.86,434.48,736.73,7051.07,7051.07,1123.03,2178.09,600.16,14753.39,13428.61,18251.49,596.48,598.88,7080.47,1384.28,10842.86,25095.93,16659.12,8212.50,580.88,507.86,447.41,16636.54,290.38,478.65,571.94,461.49,8436.58,225.52,134.96,1176.56,444.40,975.64,422.86,335.30,8142.56,459.42,84.20
1999-10-27,dsm2,base,historical,11314.00,11117.00,2387.00,7766.77,1222.39,401.64,820.75,20245.38,1.00,0.00,485.69,2.95,3.62,3867.61,3867.61,585.87,12308.40,426.37,751.34,7548.68,7548.68,1121.36,2409.21,610.90,15225.18,13977.58,18555.06,604.72,608.05,7959.91,1467.81,11372.40,25946.13,17060.17,8731.07,585.13,513.22,435.69,17252.18,295.93,464.11,575.15,479.48,9696.43,240.22,142.88,1284.00,447.29,1049.88,464.35,335.92,8739.06,463.63,84.20
1999-10-28,dsm2,base,historical,11508.00,11281.00,2398.00,7803.46,879.85,311.09,568.76,20829.61,1.00,0.00,504.39,2.87,3.36,3822.43,3822.43,591.57,12612.89,473.06,756.61,7402.82,7402.82,1114.86,2308.23,625.21,15503.36,14445.09,18761.86,611.06,616.74,8558.59,1427.54,11269.17,26021.00,17263.16,9171.84,591.03,515.55,459.37,17188.95,298.07,455.08,578.19,471.28,11189.07,201.62,141.26,1235.00,445.69,1009.26,485.18,338.95,9027.92,463.39,84.20
1999-10-29,dsm2,base,historical,12054.00,11814.00,2432.00,7535.79,1228.36,513.29,715.07,20793.43,1.00,0.00,516.70,2.62,3.29,3365.18,3365.18,595.16,12709.71,492.20,750.76,6694.18,6694.18,1090.38,1914.84,622.99,15529.58,14638.35,18480.43,615.85,620.56,8026.13,1271.36,10411.43,24752.33,17058.87,8931.25,594.06,518.20,484.43,16348.15,290.28,449.75,580.89,432.16,10880.89,187.74,136.93,1015.07,459.80,865.25,502.24,343.98,9074.99,473.95,84.20
1999-10-30,dsm2,base,historical,12331.00,12134.00,2394.00,7754.31,1323.71,585.66,738.05,21155.60,1.00,0.00,541.19,2.40,3.31,3135.43,3135.43,599.28,12907.10,510.83,742.11,6307.91,6307.91,1070.33,1726.11,615.76,15586.92,14822.13,18124.94,615.63,620.76,7824.21,1188.74,10014.34,24372.00,16893.47,8708.75,598.68,523.88,501.11,15959.44,285.16,446.23,583.63,415.22,10054.39,185.09,134.90,908.19,470.06,788.70,516.79,346.00,9252.55,482.66,84.20
1999-10-31,dsm2,base,historical,12432.00,12270.00,2381.00,7527.13,1327.22,577.31,749.91,21012.91,1.00,0.00,528.71,2.28,3.36,3016.50,3016.50,601.64,13118.14,527.94,729.86,6109.41,6109.41,1045.40,1625.73,606.81,15646.36,14983.89,17861.56,611.58,614.98,7977.79,1143.21,9794.48,25799.09,16749.62,8544.67,601.11,529.50,516.16,15842.87,279.27,451.36,586.38,398.61,9726.11,187.24,136.82,859.77,479.85,753.13,538.73,348.03,9557.12,489.59,84.20
1999-11-01,dsm2,base,historical,12219.00,12068.00,2445.00,7290.35,2603.51,2076.64,526.87,19350.84,1.00,0.00,540.30,2.20,3.38,2959.56,2959.56,598.80,13298.47,538.05,722.17,5966.44,5966.44,1021.32,1553.66,602.48,15669.95,15101.41,17640.60,602.81,605.66,8324.71,1116.32,9690.31,24034.99,16662.91,8544.95,598.60,534.59,534.75,15375.96,275.14,462.59,589.44,391.52,9201.20,183.03,139.37,822.85,486.64,737.63,534.24,349.34,9778.37,494.88,84.20
1999-11-02,dsm2,base,historical,11779.00,11628.00,2361.00,6760.98,2719.53,2111.63,607.90,18181.45,1.00,0.00,545.30,2.17,3.33,2942.91,2942.91,593.77,13443.18,534.12,711.19,5949.96,5949.96,999.06,1523.31,595.13,15676.18,15179.69,17399.30,593.82,596.90,8645.21,1098.25,9641.21,23201.20,16527.01,8598.42,593.62,531.67,538.09,15108.13,272.35,475.07,592.83,386.41,9122.85,177.56,141.19,848.22,494.64,752.82,542.05,350.22,9952.56,498.75,84.20
1999-11-03,dsm2,base,historical,11570.00,11417.00,2388.00,8925.06,2603.66,2033.56,570.10,20279.40,1.00,0.00,534.90,2.25,3.39,2888.75,2888.75,587.24,13560.44,542.72,697.22,5838.36,5838.36,977.31,1519.75,586.82,15665.82,15243.60,17312.22,586.74,589.44,8620.28,1077.74,9479.59,23910.47,16422.88,8623.67,587.27,527.24,541.55,15140.08,270.27,489.36,596.27,382.34,9023.86,175.74,144.21,839.69,493.38,742.68,547.50,350.33,10017.86,493.89,84.20
1999-11-04,dsm2,base,historical,11499.70,11370.00,2470.00,8914.86,2699.56,2100.75,598.81,20185.00,1.00,0.00,559.09,2.26,3.49,3079.85,3079.85,578.40,13746.80,545.00,689.40,6171.62,6171.62,981.21,1666.25,571.02,15708.31,15270.89,17472.64,580.49,582.78,8796.99,1133.30,9794.79,23613.39,16543.78,8807.62,578.46,521.58,547.45,15397.09,271.26,500.57,599.88,397.96,9440.72,180.71,145.13,899.91,492.68,780.56,538.88,347.39,10276.25,489.29,84.20
1999-11-05,dsm2,base,historical,11906.30,11766.00,2575.00,8252.79,2703.09,2105.28,597.81,20031.00,1.00,0.00,588.59,2.29,3.60,3365.85,3365.85,569.76,13970.98,541.47,686.30,6582.87,6582.87,988.87,1873.63,564.82,15823.80,15348.68,17699.36,572.61,574.69,9127.89,1232.77,10249.02,24180.75,16709.20,9151.67,569.85,515.10,543.85,15886.98,275.63,509.02,603.50,423.11,10077.76,183.17,143.78,1002.99,487.19,843.25,559.21,344.45,10605.12,490.21,84.20
1999-11-06,dsm2,base,historical,11625.00,11516.00,2598.00,8057.82,2550.26,1999.80,550.46,19730.56,1.00,0.00,575.80,2.26,3.88,3519.62,3519.62,561.01,14156.35,568.78,686.26,6810.66,6810.66,1004.52,1978.66,568.75,15956.18,15450.59,18008.65,567.11,570.90,9554.32,1277.07,10588.44,24903.81,16928.65,9391.19,560.58,508.12,557.34,16244.85,280.48,517.95,606.24,432.01,10432.38,187.06,145.51,1061.57,482.37,879.37,587.59,342.19,10889.90,481.63,84.20
1999-11-07,dsm2,base,historical,11585.00,11474.00,2461.00,7822.18,2319.90,1765.64,554.26,19548.28,1.00,0.00,548.51,2.41,3.76,3879.62,3879.62,558.41,14415.91,587.48,701.51,7432.81,7432.81,1043.98,2269.01,572.42,16206.19,15604.23,18425.84,570.49,573.48,10310.41,1401.13,11240.79,25527.84,17331.98,9811.22,558.13,503.77,581.44,16931.14,288.37,523.69,607.70,457.45,11284.72,205.25,148.88,1194.21,493.78,971.72,579.13,338.14,11390.38,478.99,84.20
1999-11-08,dsm2,base,historical,12554.00,12357.00,2395.00,8305.40,1492.71,1174.83,317.88,21761.69,1.00,0.00,530.51,2.49,3.56,4156.70,4156.70,563.93,14543.95,575.21,721.14,7559.42,7559.42,1072.96,2368.78,591.04,16385.59,15823.19,18740.84,579.55,584.42,10990.30,1504.41,11437.82,25307.48,17514.01,10242.35,563.40,500.62,580.15,16931.57,298.50,527.57,608.17,476.51,12459.29,182.44,149.98,1266.41,494.71,1027.76,555.20,334.19,11423.25,483.11,84.20
1999-11-09,dsm2,base,historical,13166.00,12836.00,2366.00,8841.23,1731.67,1318.93,412.74,22641.56,1.00,0.00,574.88,2.45,3.62,3730.54,3730.54,568.58,14581.70,548.22,723.83,6961.03,6961.03,1080.31,1961.90,595.64,16392.19,15863.81,18460.64,589.00,592.47,10404.97,1347.17,10722.45,24850.14,17402.24,9903.69,568.22,503.48,563.22,16288.59,294.22,536.16,607.76,439.29,12272.67,179.39,153.17,1039.84,488.98,889.05,536.16,334.64,11405.56,484.01,84.20
1999-11-10,dsm2,base,historical,13306.00,13010.00,2314.00,10033.60,1708.21,1308.40,399.81,23945.39,1.00,1.00,628.08,2.39,3.53,3888.44,3888.44,579.93,13740.65,535.65,738.06,7243.50,7243.50,1113.24,2000.89,594.24,16464.35,15969.71,18421.55,597.72,601.13,10720.52,1437.36,11079.53,24501.49,16978.64,7287.24,579.45,511.66,546.10,16728.83,298.42,546.01,606.22,461.82,12834.01,186.55,158.09,1054.21,482.46,904.11,570.19,334.47,11650.80,484.95,84.20
1999-11-11,dsm2,base,historical,13685.00,13403.00,2264.00,9163.88,1799.71,1365.65,434.06,23313.17,1.00,1.00,640.79,2.27,3.41,3813.30,3813.30,583.65,11502.36,576.05,741.80,7084.27,7084.27,1110.20,1839.50,599.35,16308.33,16040.04,18264.34,602.45,606.73,10698.85,1423.20,10977.71,23769.72,16402.93,7197.82,583.05,519.46,568.88,16569.02,300.80,555.65,603.90,460.95,12742.06,184.83,158.29,974.06,481.17,855.75,620.32,334.11,11711.13,487.42,84.20
1999-11-12,dsm2,base,historical,14070.00,13804.00,2270.00,9242.81,1866.62,1451.44,415.18,23716.19,1.00,1.00,645.00,2.15,3.44,3633.13,3633.13,584.88,9299.87,626.67,740.34,6737.47,6737.47,1100.74,1638.31,598.30,16093.72,16047.94,18012.97,603.73,607.85,10382.74,1354.21,10654.09,24060.91,15577.10,6912.63,584.39,523.76,610.61,16378.34,300.36,561.84,601.38,448.61,12450.77,182.41,159.20,869.23,496.50,795.25,640.93,336.62,11610.55,500.47,84.20
1999-11-13,dsm2,base,historical,14435.00,14174.00,2286.00,10017.60,2403.16,1861.57,541.59,24335.44,1.00,1.00,665.99,1.97,3.54,3591.55,3591.55,587.21,8408.41,641.75,741.36,6695.42,6695.42,1095.81,1560.54,586.88,15781.21,16008.73,17740.23,603.20,607.36,10427.56,1382.78,10625.05,24170.14,14765.66,6747.35,586.76,526.37,632.72,16322.90,300.93,561.46,598.86,456.90,11905.97,190.99,162.47,828.57,516.05,772.85,646.38,338.14,11391.10,515.50,84.20
1999-11-14,dsm2,base,historical,14358.00,14088.00,2259.00,9688.15,2471.96,1953.69,518.27,23833.19,1.00,1.00,646.91,1.76,3.49,3667.22,3667.22,587.27,7941.33,648.96,743.16,6816.31,6816.31,1088.78,1573.38,593.51,15366.72,15915.46,17608.83,601.49,606.41,10828.80,1445.22,10795.18,24246.39,14086.43,6937.37,587.13,526.29,642.57,16597.58,304.35,560.40,596.61,466.99,11599.14,197.15,164.19,827.79,521.41,789.56,663.40,338.46,11035.69,518.43,84.20
1999-11-15,dsm2,base,historical,14739.50,14460.00,2216.00,9216.02,2445.50,1966.24,479.26,23726.02,1.00,1.00,640.80,1.69,3.55,3523.12,3523.12,587.69,7693.82,662.45,744.06,6421.94,6421.94,1075.79,1374.78,602.46,15191.00,15780.71,17425.14,600.32,604.99,10924.90,1384.51,10472.73,23781.09,13289.95,7145.27,587.70,523.54,654.22,16178.34,306.31,564.55,595.49,454.06,11067.38,180.50,163.66,766.85,524.49,768.37,652.89,338.18,10568.42,515.70,84.20
1999-11-16,dsm2,base,historical,14090.00,13782.00,2265.00,7745.29,2445.38,1932.51,512.87,21654.90,1.00,1.00,656.19,1.68,3.39,3529.38,3529.38,590.78,7709.33,647.57,748.12,6465.68,6465.68,1078.35,1371.21,604.51,14697.43,15619.58,17237.23,600.15,604.38,10930.35,1416.48,10432.82,24218.04,12873.65,6888.25,590.80,523.55,655.60,15975.19,305.80,574.94,595.49,455.72,10503.86,194.38,164.83,786.29,532.37,778.75,643.62,339.05,10245.91,516.78,84.20
1999-11-17,dsm2,base,historical,14725.00,14400.00,2225.00,10066.36,2059.32,1763.74,295.58,24957.04,1.00,1.00,669.69,1.93,3.27,3271.64,3271.64,593.63,7572.28,644.98,741.76,5780.47,5780.47,1058.33,1143.57,612.71,14609.83,15391.52,17024.61,600.72,603.99,10879.45,1265.36,9796.77,23141.28,12058.64,7191.28,593.50,522.81,647.43,15380.27,301.52,590.75,596.32,422.65,9983.73,184.97,164.11,763.31,541.53,749.03,654.55,338.19,9925.78,515.61,79.40
1999-11-18,dsm2,base,historical,14523.00,14133.00,2168.00,10013.01,2224.39,1848.32,376.07,24479.62,1.00,1.00,661.30,2.25,3.45,3098.09,3098.09,595.07,7447.46,657.95,733.59,5419.90,5419.90,1057.47,1064.64,605.52,14404.29,15159.26,16798.72,602.46,605.86,10242.40,1204.83,9290.32,22978.59,11821.57,6446.67,595.04,521.12,650.36,15073.55,296.92,606.39,597.58,410.10,9423.21,182.43,162.92,719.91,534.07,718.41,669.08,334.91,9594.41,498.34,79.40
1999-11-19,dsm2,base,historical,14729.29,14368.00,2138.00,10024.22,1844.46,1589.12,255.34,25047.04,1.00,1.00,667.00,2.49,3.35,3393.57,3393.57,595.49,7109.68,667.72,738.03,6131.26,6131.26,1085.58,1342.40,589.49,14048.16,14875.90,17035.89,599.44,601.50,10678.09,1356.45,10099.76,23595.70,12000.08,6573.69,595.48,524.62,663.53,15809.87,300.41,610.90,599.13,451.30,9424.73,194.71,167.04,833.65,523.49,790.68,664.27,336.45,9368.31,489.79,84.20
1999-11-20,dsm2,base,historical,15854.21,15495.00,2110.00,10458.12,1494.74,1336.08,158.66,26927.59,1.00,1.00,709.88,2.84,3.15,3392.58,3392.58,589.02,6716.14,664.86,738.56,6030.71,6030.71,1086.71,1355.02,598.17,13932.20,14546.10,17059.51,595.15,598.36,10685.00,1348.83,9977.83,22705.27,11571.19,6796.03,589.13,522.70,668.12,15586.08,302.93,615.02,600.55,454.54,9262.86,186.23,169.51,847.79,539.36,807.79,668.26,335.61,9039.71,494.40,84.20
1999-11-21,dsm2,base,historical,15957.14,15609.00,2102.00,10300.68,1551.43,1342.91,208.52,26808.39,1.00,1.00,739.49,3.34,3.07,3334.56,3334.56,588.49,6763.00,667.66,740.18,5932.59,5932.59,1103.97,1297.92,599.09,13744.18,14293.18,16969.95,600.29,603.02,10321.78,1332.72,9828.07,22400.16,11402.64,6435.68,588.47,520.79,669.97,15334.64,304.67,618.61,601.97,451.67,9060.45,185.99,170.94,833.19,529.87,777.39,704.15,338.71,8748.33,487.78,83.60
1999-11-22,dsm2,base,historical,16794.07,16447.00,2089.56,10330.14,1819.84,1440.05,379.79,27393.93,1.00,1.00,729.21,3.77,3.14,3200.96,3200.96,590.48,6716.09,699.98,736.69,5783.49,5783.49,1120.30,1273.47,595.98,13301.12,14034.15,16687.73,597.78,600.95,9874.83,1280.11,9621.12,21775.72,11575.32,5870.73,590.31,521.49,693.85,15051.09,303.73,623.25,603.48,442.84,8945.17,191.24,172.10,789.37,534.63,747.19,735.99,340.03,8501.10,492.85,79.40
