datetime,model,scene,case,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,sf_tidal_energy,sf_tidal_filter,aamc1,alk,alv,alvz,anc,anh,bac,bdl,bdt,ben,benbr,bet,bet2,bir,bks,bll,blp,bts,c10,c16,c24,carqb,cbs,ccs,chdmc006,chipps,cis,clc,cll,cm62,cm66,cm72,co5,confl,coy,cse,cyg,dbi,dgl,dlc,dmb,dmc,dsj,dum,dumbr,dvi,dws,emm2,fal2,fct,flt,fmb,fpt,frk,frp,gct,ges,gl,glab,glc,glc2,glcgs,gle,gln,god,grizzb,gsm,gss,gys,gzb,gzl,gzm,has,hll,hlt2,hol2,holm,hon,hsl,hun,hwb,ibs,idb,ish,ist,jer,lbtoe,lct,lcts,lcut,lhtn,lhtse,lib,libc,lir,lis,liw,liy,lps,m13,mab,mal,mare,mateo,mdmzq,mfv,mho,mhr,mir,mkn,mld,mok2,mrmow,mru,mrx,mrz,mrz2,msd2,msl,mss,mtb,mtz,mup,nmr,nsl2,oad,obd,obi,odm,oh1,oh4,old,orb,orccf,ori,orm,orq2,orx,osj2,pct,pdup,ppt,pri,prospect south breach,psf,ptchi,pts,richb,richm,rindg,riv,rri2,rsd,rsl,rvb,ryc,rye,ryf,ryi,sal,scqc1,sdc,sdi,sffpx,sfp17,sga,sgg,sham,sjc,sjd,sjg,sjj,sjl,sm,smr,smr2,snc,snod,soi,sr3,srh,srv,ssa,ssi,sss,sstw,ssw,sti,sur,sus,sut,swe,sxs,tea,tibc1,tms,toen,toes,tpi,tpp,tps,trn2,trp,tsl,tss,twa,twi,ucs,ulc,uni,vcu,vic,vni,vns,vol,wci,wdcut,winter east breach,winter north breach,winter south breach,x2
2010-11-27,RMA,base,7,18441.50,1828.00,-9731.00,911.18,10706.74,0.00,1.00,714.29,2.76,-0.05,49204.40,49687.77,49304.66,49305.01,2867.12,2867.12,983.84,9459.24,730.29,154.30,24257.30,1220.47,1220.07,612.93,199.47,7513.70,1872.65,11476.82,1906.96,17732.80,10470.59,32808.89,186.31,240.89,739.10,9073.45,577.25,781.90,3560.11,209.33,245.50,298.17,3553.96,6596.21,49312.84,3560.11,15243.46,857.09,735.52,256.50,49320.35,741.66,1435.03,49320.55,49320.52,719.05,186.34,552.44,1441.63,1298.01,20414.50,11778.64,176.48,1096.71,1387.38,738.18,177.47,49305.95,737.80,741.00,742.20,741.00,737.62,175.15,15386.98,16890.08,181.46,177.41,15426.16,14570.79,15199.97,14404.99,236.37,1035.55,550.25,1055.06,1000.18,9218.95,11885.26,13784.79,179.02,15254.43,883.91,774.71,174.34,1591.00,214.61,185.54,193.50,185.54,188.60,188.60,185.60,186.54,179.68,437.86,369.60,193.29,248.68,787.27,595.07,8524.73,33483.49,49330.97,572.54,179.43,890.15,887.84,182.43,253.26,8443.86,249.46,735.50,734.89,602.67,25944.43,24782.31,720.60,2738.44,182.49,619.14,14134.73,581.79,253.26,3026.59,745.33,745.22,985.39,745.33,722.55,886.04,751.24,886.04,730.84,731.78,760.15,840.29,727.54,673.17,16441.58,848.88,560.85,569.49,182.96,185.98,17752.79,6548.81,46241.00,47168.68,448.26,201.20,480.88,849.45,802.94,200.23,13886.75,185.65,185.65,185.26,664.82,43176.45,176.68,414.39,49851.15,49603.46,748.18,175.50,46972.46,454.89,726.52,681.41,1591.00,723.38,49312.84,163.51,163.27,12726.11,174.15,180.49,943.46,173.20,215.21,664.82,922.98,176.17,209.12,173.94,226.32,751.89,177.86,175.56,177.34,181.36,13396.54,48125.72,609.07,219.19,194.97,751.36,722.86,751.36,434.71,741.66,837.51,837.50,749.18,1144.66,204.33,239.27,727.05,583.13,581.79,366.06,714.28,12776.66,799.31,996.14,3652.52,4240.66,3536.06,80.13
2010-11-28,RMA,base,7,18386.50,1836.00,-9620.00,846.01,10885.87,0.00,1.00,709.92,2.21,-0.36,49225.27,49671.00,49306.95,49307.33,2788.04,2788.04,977.56,8464.95,730.42,143.57,24206.74,1210.26,1209.87,601.67,200.05,6687.30,1838.88,11662.58,1775.15,17620.50,10302.36,32733.41,186.47,240.17,747.49,8941.81,581.49,782.91,3504.60,209.14,244.84,297.61,3405.52,6463.51,49315.62,3504.60,14921.30,875.75,729.87,266.24,49322.32,747.82,1425.15,49322.48,49322.46,717.12,186.22,496.04,1418.07,1279.47,20241.39,11630.38,172.63,1090.36,1384.44,734.05,172.99,49308.25,733.58,744.30,746.26,744.30,732.95,170.56,14964.73,16551.81,177.76,172.92,14986.50,14321.40,14953.39,13912.81,235.38,1029.19,542.91,1048.80,991.79,9249.19,11979.48,13232.39,173.83,15056.28,881.21,786.52,170.32,1565.32,212.50,184.53,192.85,184.53,187.17,187.17,185.43,185.91,175.65,427.91,375.52,181.83,248.81,729.02,591.37,8377.21,33468.05,49330.10,563.73,174.30,861.60,859.73,177.93,247.48,8297.35,247.85,729.64,729.10,598.39,25921.70,24734.55,717.45,2856.93,178.06,612.24,13611.69,575.13,247.48,2907.30,755.25,755.09,978.79,755.25,718.33,882.63,756.72,882.63,734.84,736.35,767.32,837.61,722.34,692.38,16276.48,855.21,566.10,577.95,178.35,185.58,17580.61,6371.54,46102.74,47198.09,452.51,197.28,490.80,878.26,826.40,196.52,13664.89,184.55,184.55,184.39,681.81,43165.90,172.27,384.89,49843.04,49588.94,750.92,175.31,46895.54,462.72,721.27,677.70,1565.32,718.76,49315.62,153.69,153.55,12669.06,169.78,176.63,943.66,169.03,209.01,681.81,836.98,171.69,206.77,169.85,228.09,763.20,173.31,171.02,172.85,177.16,13436.47,48024.60,573.11,218.87,193.91,754.49,729.65,754.49,438.77,747.82,831.72,831.71,755.14,1144.29,204.11,239.37,722.12,578.81,575.13,366.60,715.69,12517.90,801.84,988.89,3643.66,4240.14,3449.42,80.58
2010-11-29,RMA,base,7,17426.20,1849.00,-10327.00,1075.11,9040.80,0.00,1.00,733.25,2.14,-0.61,49235.05,49631.15,49309.08,49309.46,2405.85,2405.85,977.76,7181.48,725.64,136.57,22317.59,1191.70,1191.53,586.67,200.81,5979.16,1640.38,11791.36,1246.87,15796.11,8546.41,30908.83,186.24,239.78,739.27,7283.31,574.06,772.70,2633.41,212.04,247.56,299.77,2535.92,5055.92,49317.78,2633.41,14599.04,886.25,727.43,268.84,49323.48,739.02,1403.06,49323.61,49323.59,726.94,186.09,385.13,1293.66,1242.43,18702.35,11498.18,168.42,1060.51,1358.88,729.33,168.10,49310.10,729.24,735.36,736.70,735.36,729.65,165.94,14342.07,15618.90,173.03,168.02,14592.59,14138.27,14526.76,13079.94,235.48,1013.66,537.24,1031.03,983.62,8498.44,12000.07,12319.01,168.96,14838.92,868.87,802.11,165.99,1408.70,214.62,183.25,192.96,183.25,186.97,186.97,184.71,184.66,174.35,423.32,375.03,180.88,246.00,483.90,592.57,6745.89,31881.71,49329.87,555.54,169.37,868.31,867.80,173.30,234.51,6673.94,225.53,730.43,729.57,602.27,23898.55,22711.18,724.13,2519.86,173.45,620.14,12737.58,568.93,234.51,2850.20,754.67,753.80,978.17,754.67,720.95,868.71,756.32,868.71,723.69,726.05,772.91,825.31,721.23,665.43,14352.73,869.01,554.95,558.75,173.68,184.71,15643.53,5000.40,45545.06,46881.30,461.09,187.41,508.55,899.08,848.48,186.83,12218.58,181.74,181.74,182.40,596.45,42825.50,167.43,297.94,49822.73,49561.14,763.91,174.84,46433.93,474.37,719.86,700.58,1408.70,720.40,49317.78,142.54,142.36,12501.20,165.40,172.11,957.63,164.91,193.08,596.45,583.93,166.87,208.47,165.60,229.84,783.38,168.40,166.31,167.94,172.03,13299.05,47643.71,555.63,221.67,194.55,766.98,737.64,766.98,443.84,739.02,852.98,852.96,756.96,1113.31,206.47,239.01,721.80,571.04,568.93,364.20,728.13,12089.94,792.06,982.66,3087.23,3490.88,2911.95,79.00
2010-11-30,RMA,base,7,17889.30,1900.00,-10015.00,1212.95,9620.71,0.00,1.00,731.04,2.42,-0.59,49228.26,49616.98,49311.47,49311.85,2163.45,2163.45,967.36,6394.00,724.18,133.00,21412.66,1167.11,1167.15,578.58,201.66,5338.67,1539.61,11886.58,1107.74,14979.38,7836.41,30149.61,185.19,239.47,734.61,6594.38,567.71,764.23,2291.23,213.60,248.81,300.73,2237.09,4519.29,49319.79,2291.23,14171.71,887.58,735.71,263.63,49324.57,735.18,1374.65,49324.67,49324.65,731.92,185.16,353.18,1249.85,1208.13,17800.02,11245.61,164.84,1036.94,1338.89,734.37,164.57,49312.27,734.68,732.15,733.55,732.15,736.07,163.24,13706.11,14904.45,168.20,164.54,14085.18,13715.64,13924.13,12383.16,235.20,998.75,532.20,1015.53,972.41,7648.91,11987.46,11586.59,165.53,14544.02,861.88,816.25,163.31,1345.05,215.58,182.82,192.97,182.82,186.57,186.57,183.15,184.54,173.63,422.97,374.24,180.24,245.11,448.54,589.46,6094.73,31101.09,49330.31,549.00,165.83,882.66,882.23,169.54,217.22,6025.99,225.95,735.76,735.23,601.41,23029.30,21851.19,733.56,2007.06,169.69,623.00,12026.09,560.19,217.22,2269.17,752.82,751.80,968.28,752.82,732.72,861.41,762.48,861.41,718.46,720.76,772.45,815.56,732.08,625.32,13571.37,883.59,536.99,539.80,169.64,182.97,14855.75,4472.02,45292.22,46738.90,468.81,182.99,524.86,917.69,874.84,182.55,11355.93,178.70,178.70,179.75,579.33,42555.84,164.20,282.61,49816.17,49552.04,778.60,174.53,46232.16,486.78,730.07,707.85,1345.05,732.14,49319.79,136.48,136.29,12166.25,162.84,167.77,906.34,162.45,187.05,579.33,534.55,163.91,208.55,163.01,228.59,805.32,164.98,163.53,164.50,167.92,12983.06,47474.07,519.63,223.77,194.22,782.24,745.36,782.24,447.92,735.18,806.15,806.14,760.67,1062.06,206.88,238.99,732.79,563.10,560.19,359.98,722.72,11644.33,785.75,974.72,2624.18,2994.06,2554.94,76.90
2010-12-01,RMA,base,7,20143.20,1953.00,-9941.00,1078.69,12054.32,0.00,1.00,685.08,3.07,-0.35,49214.90,49629.51,49313.97,49314.34,2121.02,2121.02,952.34,5930.29,731.68,133.48,21679.99,1143.96,1144.12,578.46,202.79,4715.08,1508.29,11935.31,1176.92,15245.76,8132.66,30555.47,183.21,238.98,734.66,6848.29,558.92,760.49,2397.56,213.22,248.00,299.98,2367.08,4730.81,49321.60,2397.56,13680.07,888.44,742.41,252.86,49325.65,734.41,1348.56,49325.73,49325.72,707.41,183.13,352.91,1241.26,1189.46,17862.05,10828.78,161.70,1018.20,1322.66,742.64,161.06,49314.60,742.66,737.28,737.78,737.28,743.34,158.69,13252.72,14708.14,165.12,160.99,13510.65,13271.53,13510.98,11964.28,234.27,988.67,526.78,1005.21,959.95,7382.44,11891.24,11140.25,161.45,14149.11,854.79,830.39,159.13,1327.39,214.65,182.75,192.42,182.75,185.56,185.56,180.72,184.86,172.92,419.89,376.12,180.13,244.81,486.08,580.90,6350.60,31408.99,49330.65,543.75,161.89,893.18,892.63,166.20,204.52,6279.14,234.59,740.48,740.13,593.38,23395.64,22217.75,714.65,1863.43,166.35,616.70,11597.92,552.74,204.52,1903.34,750.48,749.56,953.70,750.48,722.82,853.92,769.07,853.92,710.98,714.08,769.56,805.94,732.34,613.09,13902.66,888.71,530.00,538.44,166.10,180.41,15188.12,4661.72,45403.00,46762.03,474.82,178.99,537.15,932.60,898.14,178.87,11359.63,175.37,175.37,176.70,611.12,42517.76,160.46,294.86,49822.52,49562.07,785.67,174.38,46318.76,497.49,730.34,706.04,1327.39,724.78,49321.60,136.11,135.90,11739.36,158.25,164.77,858.20,157.78,183.51,611.12,552.48,159.87,207.24,158.61,225.87,816.29,161.33,159.16,160.91,164.91,12589.19,47557.47,482.12,223.49,193.00,789.33,755.07,789.33,450.22,734.41,759.94,759.93,767.53,1031.68,205.61,239.01,731.48,555.09,552.74,359.11,694.78,11202.17,779.90,963.04,2509.44,2943.54,2509.33,76.24
2010-12-02,RMA,base,7,21239.90,1958.00,-9661.00,1182.78,13188.12,0.00,1.00,685.42,3.97,-0.18,49206.40,49652.01,49316.34,49316.69,2230.62,2230.62,939.06,5607.53,732.38,131.92,22591.57,1125.95,1126.08,579.53,204.20,4125.00,1508.90,11909.72,1366.60,16089.66,8927.88,31489.73,180.22,238.13,726.22,7585.28,551.29,754.46,2753.77,211.64,245.94,298.15,2737.23,5343.26,49323.15,2753.77,13229.01,888.82,719.83,241.18,49326.63,725.07,1330.59,49326.70,49326.69,681.31,180.03,380.98,1249.65,1193.08,18569.86,10339.11,157.19,1006.39,1309.28,726.79,156.75,49316.82,725.89,739.03,736.41,739.03,724.33,156.64,13103.02,14991.87,160.54,156.71,12999.01,13007.95,13411.64,11821.11,232.76,979.80,519.46,995.84,950.47,7691.45,11693.52,10958.37,156.98,13708.99,848.21,846.93,156.31,1330.52,212.21,184.03,191.23,184.03,185.86,185.86,177.39,185.88,173.17,407.58,381.75,180.13,244.39,555.74,567.11,7076.59,32236.86,49330.44,540.52,157.29,889.17,887.38,161.01,198.10,7000.73,250.55,722.32,720.93,577.12,24384.79,23201.68,687.12,1923.05,161.17,597.05,11439.12,546.00,198.10,1888.67,739.75,738.54,940.31,739.75,694.39,847.53,769.81,847.53,701.95,705.15,764.62,791.31,706.07,644.89,14779.80,879.34,547.17,564.62,161.13,177.06,16084.29,5256.27,45668.43,46881.12,478.83,176.10,544.35,942.75,916.66,176.20,11969.46,171.68,171.68,173.02,661.20,42679.61,156.48,321.77,49831.34,49581.40,769.70,175.14,46518.06,505.14,705.13,701.00,1330.52,696.49,49323.15,137.25,137.08,11325.34,156.50,160.20,833.31,156.54,181.39,661.20,618.86,156.40,204.93,156.41,220.80,805.14,157.04,156.50,156.68,160.00,12204.94,47745.66,478.94,221.09,191.24,774.85,772.93,774.85,450.54,725.07,737.78,737.76,771.51,1017.77,203.53,238.78,704.63,547.81,546.00,360.04,667.33,10824.06,772.59,951.37,2670.11,3225.05,2693.76,77.35
2010-12-03,RMA,base,7,20010.10,2284.00,-9886.00,1889.07,11371.03,0.00,1.00,596.21,4.75,-0.12,49202.61,49668.89,49318.47,49318.79,2336.35,2336.35,925.16,5249.69,705.43,128.96,23169.29,1113.13,1113.17,581.38,205.68,3669.09,1493.65,11794.33,1514.54,16642.05,9465.80,32088.17,177.04,236.31,711.35,8093.42,545.88,746.80,3016.25,210.47,244.44,296.72,3007.46,5773.94,49324.43,3016.25,12894.96,888.43,683.36,230.61,49327.34,709.47,1317.44,49327.40,49327.39,603.99,177.02,408.05,1239.62,1194.14,19094.16,9887.91,158.45,997.37,1296.37,693.75,159.45,49318.76,692.53,720.22,719.60,720.22,689.94,162.76,13117.37,15288.76,157.84,159.55,12648.90,12913.68,13495.67,11752.42,230.53,968.52,516.06,983.16,940.87,8088.47,11433.79,10837.04,159.96,13320.63,842.98,863.23,161.22,1317.27,209.90,185.99,189.61,185.99,187.43,187.43,174.01,187.11,174.89,392.85,388.10,180.66,241.32,600.78,552.97,7578.04,32794.21,49329.87,539.96,159.76,831.62,828.45,159.94,192.28,7499.88,260.32,681.26,679.99,558.49,24991.48,23805.91,625.89,2002.80,160.06,570.26,11347.32,541.81,192.28,2001.91,730.04,728.11,925.62,730.04,645.58,843.46,749.94,843.46,690.64,692.61,760.17,777.36,668.33,693.06,15345.35,857.87,578.93,599.55,159.27,173.74,16664.47,5673.86,45830.98,46996.93,482.04,174.04,552.58,948.68,932.97,174.03,12495.29,168.11,168.11,169.44,686.26,42782.02,160.04,338.65,49835.99,49597.88,736.20,176.77,46630.53,512.29,663.77,704.49,1317.27,649.92,49324.43,134.31,134.19,10938.32,162.91,157.69,832.29,163.36,180.48,686.26,677.46,160.87,202.80,162.06,212.97,778.35,159.83,161.99,159.65,159.42,11811.31,47852.60,500.40,218.78,189.39,742.26,798.48,742.26,450.35,709.47,741.19,741.18,761.37,1011.04,201.42,237.95,664.61,543.28,541.81,370.60,556.39,10495.13,759.08,941.09,2856.76,3466.57,2862.22,78.55
2010-12-04,RMA,base,7,17512.00,3735.00,-10383.00,1912.94,9821.06,0.00,1.00,301.00,5.31,-0.02,49191.98,49684.01,49320.37,49320.64,2388.65,2388.65,912.69,4949.91,578.93,129.60,23523.22,1097.10,1097.14,583.31,207.03,3351.27,1465.53,11600.92,1669.74,16964.36,9776.26,32516.62,175.55,234.22,691.09,8388.22,547.56,749.06,3200.20,209.75,243.59,295.79,3213.90,6041.95,49325.47,3200.20,12633.10,884.99,564.79,220.42,49327.74,688.40,1297.38,49327.78,49327.77,402.97,175.90,456.87,1213.24,1173.84,19393.65,9500.34,165.73,988.27,1279.39,598.42,167.15,49320.49,594.95,675.56,680.19,675.56,586.41,168.31,13148.12,15472.55,163.23,167.29,12423.64,12842.40,13547.94,11700.58,228.38,954.91,521.57,968.36,930.68,8289.32,11141.08,10745.90,167.68,12991.04,829.87,876.85,167.55,1291.09,208.64,187.19,188.19,187.19,188.61,188.61,172.80,187.76,176.84,384.72,390.63,183.31,238.48,667.99,550.31,7879.34,33189.42,49329.15,539.55,167.39,767.34,769.66,165.71,186.61,7799.70,270.13,553.64,550.39,554.08,25366.45,24179.87,432.42,2051.34,165.77,562.12,11279.54,542.03,186.61,2076.72,721.68,719.29,912.85,721.68,466.04,831.91,704.21,831.91,677.58,677.82,758.29,771.65,521.43,716.69,15682.88,829.41,598.89,617.18,163.93,172.74,17019.19,5927.96,45979.69,47024.50,490.73,177.65,575.69,950.84,943.83,177.20,12791.51,168.47,168.47,169.04,685.31,42793.51,167.69,372.84,49841.41,49614.03,674.85,178.27,46729.20,528.93,499.93,676.32,1291.09,472.60,49325.47,132.47,132.35,10559.47,168.10,163.07,824.26,167.84,185.77,685.31,767.97,168.19,201.73,167.67,206.48,737.79,167.48,168.35,167.39,166.04,11431.05,47951.79,522.10,217.48,187.85,686.65,822.25,686.65,455.05,688.40,736.89,736.88,724.55,997.05,199.38,236.55,510.09,543.75,542.03,386.72,353.41,10185.23,743.76,931.35,2933.24,3571.42,2933.27,78.83
2010-12-05,RMA,base,7,17952.00,4587.00,-10186.00,1677.69,11551.31,0.00,1.00,255.17,5.30,0.19,49184.00,49693.95,49321.99,49322.23,2443.79,2443.79,898.90,4737.82,361.16,136.70,23958.20,1078.94,1078.98,588.22,208.28,3138.14,1437.96,11348.67,1838.76,17356.37,10126.03,32995.70,176.06,232.84,638.04,8726.59,550.55,730.43,3456.61,208.73,242.52,294.66,3451.71,6352.41,49326.24,3456.61,12444.78,879.56,353.25,211.17,49327.85,629.60,1271.27,49327.87,49327.87,274.22,176.48,530.22,1188.27,1158.78,19719.66,9138.59,166.80,979.91,1257.47,387.60,165.82,49321.95,383.61,524.48,544.75,524.48,374.56,160.61,13211.19,15666.94,169.81,165.74,12284.36,12800.45,13665.35,11680.44,226.83,941.83,531.23,954.07,918.64,8549.17,10810.47,10679.32,165.76,12721.13,817.80,888.72,161.77,1264.92,208.05,187.81,187.27,187.81,189.20,189.20,173.94,188.04,178.33,379.14,391.29,187.64,238.40,756.71,557.89,8213.42,33618.85,49328.08,540.08,166.28,653.04,667.62,169.29,183.62,8132.38,279.11,344.68,342.16,564.39,25842.01,24646.74,282.07,2238.09,169.36,578.46,11239.79,543.97,183.62,2222.61,704.03,700.92,898.93,704.03,292.75,820.25,576.21,820.25,633.52,628.76,754.41,768.21,320.12,719.59,16073.38,781.06,607.50,622.99,168.09,174.06,17420.48,6200.32,46117.32,47127.29,510.17,184.85,607.78,950.45,950.50,184.24,13100.59,172.23,172.23,171.53,677.81,42841.94,164.80,424.85,49845.39,49624.03,525.73,179.29,46846.01,560.42,307.09,487.40,1264.92,294.59,49326.24,135.30,135.14,10210.50,159.75,169.50,823.57,158.62,194.37,677.81,870.30,163.64,201.49,160.51,204.38,639.68,165.94,161.80,165.61,169.90,11081.00,48045.50,554.85,216.49,186.79,548.83,835.90,548.83,466.66,629.60,744.03,744.02,622.17,981.62,197.45,235.20,314.02,546.00,543.97,403.67,263.22,9924.56,707.01,919.91,3044.08,3731.90,3024.26,79.56
2010-12-06,RMA,base,7,20251.00,5037.00,-10087.00,626.24,15524.76,0.00,1.00,243.08,5.38,0.03,49199.95,49704.93,49323.32,49323.52,2435.99,2435.99,886.59,4534.53,264.59,143.35,24209.49,1059.53,1059.62,589.70,209.50,2985.33,1406.80,11062.79,1844.47,17480.25,10229.36,33232.77,176.40,232.97,553.25,8831.86,552.14,700.78,3483.96,207.55,241.31,293.41,3474.93,6429.60,49326.74,3483.96,12297.05,871.91,269.86,205.98,49327.68,547.91,1244.00,49327.68,49327.69,249.24,176.48,531.16,1153.50,1160.96,19898.49,8728.30,156.89,968.92,1234.91,279.74,155.14,49323.13,278.55,347.40,381.49,347.40,276.84,152.32,13196.66,15722.14,164.49,155.01,12182.29,12813.96,13736.92,11613.00,226.95,927.31,539.93,938.56,906.30,8717.48,10450.22,10587.32,155.13,12517.98,801.49,900.50,152.19,1230.30,211.15,187.91,187.85,187.91,189.47,189.47,174.35,188.13,181.79,386.69,391.56,223.26,240.78,759.58,590.14,8314.30,33856.74,49326.77,542.05,155.96,531.20,554.30,162.69,189.47,8233.26,266.77,269.99,269.67,608.70,26106.23,24895.67,250.45,2352.31,162.91,646.94,11161.23,549.82,189.47,2416.08,661.92,658.66,886.68,661.92,252.07,803.93,395.50,803.93,555.96,545.91,738.46,761.77,260.66,708.69,16197.41,724.87,601.79,612.74,163.11,174.53,17549.88,6285.78,46174.40,47407.44,542.39,186.91,577.58,948.14,954.04,186.46,13211.38,172.98,172.98,172.30,655.97,42979.01,154.05,417.52,49849.35,49633.10,402.06,179.47,46904.49,591.05,253.95,306.06,1230.30,252.18,49326.74,143.95,143.78,9849.42,151.52,163.81,811.56,150.92,197.75,655.97,875.38,153.30,205.61,151.73,207.56,529.15,155.39,152.57,154.88,162.04,10746.10,48063.26,556.27,218.48,187.11,424.78,838.90,424.78,486.69,547.91,736.60,736.59,438.65,959.63,196.59,234.51,259.70,550.94,549.82,412.51,246.69,9649.50,639.54,908.21,3100.03,3780.91,3036.82,79.70
2010-12-07,RMA,base,7,21600.70,5242.00,-10106.00,-332.14,18414.84,0.00,1.00,247.21,4.97,-0.20,49205.88,49686.52,49324.31,49324.47,2165.15,2165.15,874.55,4168.13,252.55,141.80,22905.88,1036.31,1036.49,588.07,210.55,2911.84,1308.61,10778.94,1491.74,16169.20,9042.78,31937.68,175.50,234.88,507.54,7741.98,554.68,664.72,2895.16,208.30,242.10,293.90,2878.84,5509.52,49326.92,2895.16,12079.57,867.02,261.06,208.04,49327.27,506.09,1215.66,49327.25,49327.26,248.70,175.42,464.86,1092.73,1110.51,18889.76,8463.76,153.65,940.58,1206.01,266.78,154.23,49323.92,266.09,294.39,325.33,294.39,265.92,157.53,12753.51,15019.02,155.15,154.31,11992.15,12679.51,13337.57,11048.68,229.38,910.61,544.50,920.89,892.41,8220.61,10168.37,10024.71,154.93,12332.17,790.78,911.70,155.02,1157.03,220.41,188.27,190.29,188.27,190.60,190.60,172.78,188.57,194.22,405.41,391.91,289.03,239.31,610.46,664.68,7241.34,32718.09,49325.98,549.48,155.08,508.40,530.29,156.92,201.05,7166.73,231.33,263.59,263.61,698.53,24684.82,23475.90,248.53,2168.15,157.11,754.38,10591.58,562.28,201.05,2438.69,622.83,620.07,874.99,622.83,248.38,793.88,317.67,793.88,511.93,500.09,686.49,752.59,254.76,686.40,14826.78,708.91,582.39,585.00,157.09,172.94,16166.39,5400.07,45892.29,47079.25,571.96,178.65,458.45,944.31,954.74,178.52,12328.55,168.90,168.90,169.41,582.84,42727.14,154.58,346.58,49841.27,49615.94,366.36,178.79,46654.51,554.33,248.33,269.89,1157.03,248.22,49326.92,144.97,144.83,9496.76,157.11,154.25,795.87,157.21,188.87,582.84,716.91,155.45,216.20,155.94,211.55,480.70,154.73,156.63,154.41,156.23,10437.04,47876.69,547.53,225.21,190.59,383.16,834.35,383.16,518.65,506.09,726.95,726.94,328.99,921.30,198.28,235.00,254.59,560.68,562.28,412.13,247.81,9280.91,596.35,896.52,2833.70,3349.70,2700.52,79.57
2010-12-08,RMA,base,7,21858.10,5288.00,-10230.00,-278.51,18769.61,0.00,0.00,252.88,4.15,-0.12,49180.76,49666.17,49325.05,49325.17,1779.18,1779.18,863.53,3919.51,255.78,143.75,21413.91,1003.81,1004.18,584.47,211.27,2852.47,1185.16,10403.92,1110.52,14659.40,7656.66,30658.22,175.30,239.21,488.95,6428.57,568.61,658.20,2159.92,209.36,243.21,294.69,2186.94,4393.06,49326.89,2159.92,11672.85,861.51,265.15,213.26,49326.76,489.65,1182.93,49326.73,49326.74,255.99,175.09,385.01,1019.55,1037.61,17554.05,8133.73,162.21,904.30,1176.25,270.33,164.22,49324.53,269.77,288.46,317.03,288.46,269.88,167.36,12004.32,13994.07,159.45,164.34,11419.05,12264.90,12483.77,10399.47,233.88,890.99,543.57,900.41,878.04,7093.28,9884.96,9428.38,165.30,12023.76,786.53,921.93,164.65,1067.85,230.67,189.03,193.29,189.03,192.66,192.66,172.28,189.35,206.58,432.20,392.52,329.16,238.85,456.51,726.48,5959.33,31527.57,49325.20,556.99,165.17,508.04,529.52,163.38,207.92,5890.61,207.89,268.76,268.91,766.83,23159.47,21941.23,254.89,1599.37,163.43,822.43,9967.51,577.55,207.92,1973.75,577.88,577.86,864.22,577.88,253.88,788.93,313.96,788.93,511.63,498.89,569.73,739.66,259.49,627.38,13307.12,740.34,548.48,543.23,161.52,172.61,14636.65,4320.38,45749.53,46817.98,557.34,172.69,361.51,939.24,953.28,172.37,11029.76,166.83,166.83,168.31,512.82,42427.27,164.78,282.40,49833.77,49594.02,379.29,178.13,46542.84,457.29,253.16,268.69,1067.85,253.62,49326.89,143.94,143.70,8871.85,166.78,158.84,750.18,166.59,181.22,512.82,554.74,165.72,226.08,165.45,213.91,485.21,164.91,166.73,164.47,164.46,9885.41,47809.95,505.79,233.85,193.92,396.73,826.95,396.73,551.70,489.65,684.68,684.67,309.62,866.45,200.35,237.14,259.51,575.41,577.55,405.77,257.42,8824.13,596.95,884.90,2261.69,2619.02,2168.95,77.14
