datetime,model,scene,case,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2017-02-01,dsm2,base,95,69163.58,21908.53,-12101.04,-307.61,103121.93,0.00,0.00,116.79,1.89,4.57,2.06,3.79,160.37,160.37,244.01,149.12,113.77,190.50,132.32,132.32,210.88,126.65,191.25,366.53,475.08,145.24,212.94,211.44,991.57,156.11,134.88,169.15,132.01,244.81,292.10,122.59,154.59,164.06,114.63,320.53,145.58,623.84,126.20,126.88,136.77,124.35,141.03,115.77,229.09,669.93,190.18,53.80
2017-02-02,dsm2,base,95,67664.90,20251.19,-12107.32,-366.40,100347.42,0.00,0.00,158.75,1.87,4.70,1.71,4.03,159.37,159.37,239.28,146.52,137.35,186.58,135.36,135.36,209.70,130.44,187.94,351.95,443.24,147.99,208.73,206.59,917.48,154.65,137.96,166.70,135.05,240.82,321.03,139.55,159.03,151.12,121.19,327.14,144.64,563.41,129.11,127.83,138.64,132.80,141.59,142.12,227.98,614.74,164.91,53.80
2017-02-03,dsm2,base,95,66847.43,20347.36,-12288.04,-1389.90,101695.52,0.00,0.00,175.52,1.86,4.31,1.71,3.99,157.91,157.91,248.35,150.68,167.89,183.83,137.34,137.34,204.86,130.80,186.41,341.28,454.39,157.04,209.45,207.44,869.84,152.76,140.49,168.29,142.60,250.07,317.48,174.91,186.35,143.14,161.48,329.60,141.67,546.93,128.29,126.48,137.53,165.20,140.87,170.91,248.84,586.66,187.84,53.80
2017-02-04,dsm2,base,95,68603.09,19912.13,-12035.04,-1273.91,111577.48,0.00,0.00,164.02,2.08,4.56,1.79,3.67,155.74,155.74,259.11,162.02,171.33,183.00,135.82,135.82,200.21,129.12,187.07,361.39,475.63,148.43,212.84,210.64,938.21,150.78,140.91,179.45,146.69,260.85,327.38,186.14,151.34,147.14,177.23,331.72,138.47,584.72,126.63,124.59,136.18,188.30,138.59,172.17,263.70,644.29,208.19,53.80
2017-02-05,dsm2,base,95,69720.87,19847.45,-12023.04,-1306.20,126759.44,0.00,0.00,153.38,2.84,5.02,2.29,3.92,153.74,153.74,260.78,174.56,159.74,180.53,132.47,132.47,199.10,126.86,183.99,354.00,476.08,145.69,211.36,209.13,951.66,147.56,138.23,181.63,146.19,262.48,334.92,173.50,142.80,159.83,166.12,335.11,137.81,592.64,125.09,123.45,132.04,181.34,135.13,160.48,283.12,625.84,221.80,53.80
2017-02-06,dsm2,base,95,70731.72,19756.35,-12068.04,-2538.61,142669.87,0.00,0.00,162.62,3.29,5.13,3.45,4.10,150.73,150.73,246.75,185.93,158.12,174.60,127.51,127.51,195.98,121.63,175.37,331.96,476.90,145.50,201.42,199.34,824.25,144.75,135.12,186.00,144.79,247.88,324.73,165.08,137.72,168.11,159.34,338.07,139.76,521.01,115.44,113.01,127.01,168.09,131.30,160.92,286.99,589.44,237.17,53.80
2017-02-07,dsm2,base,95,74413.66,19201.38,-12055.04,-4274.18,188546.66,0.00,0.00,177.42,3.34,4.86,4.26,3.96,145.92,145.92,241.27,198.54,171.42,171.69,115.33,115.33,192.11,108.78,172.41,317.47,507.44,142.09,195.78,193.72,757.28,141.30,126.78,193.61,142.38,242.47,324.31,175.96,130.27,172.60,173.99,340.33,138.21,508.65,104.25,105.12,115.69,184.37,120.22,174.75,330.50,575.38,236.23,53.80
2017-02-08,dsm2,base,95,76322.56,18365.66,-11855.04,-3554.13,252275.01,0.00,0.00,187.00,3.28,5.22,4.40,3.74,140.81,140.81,252.42,197.85,184.40,173.80,103.66,103.66,188.84,97.91,178.36,332.96,514.88,130.87,200.40,197.94,821.10,137.53,114.88,207.59,126.14,254.02,339.77,192.15,116.82,178.37,191.67,344.06,138.07,589.22,95.25,98.00,103.21,202.91,110.80,187.19,385.51,631.98,240.97,53.80
2017-02-09,dsm2,base,95,85100.86,17702.93,-11790.04,-5031.56,276426.39,0.00,0.00,186.75,3.05,5.20,4.45,3.95,136.77,136.77,252.80,187.40,191.09,174.80,92.08,92.08,192.91,87.12,179.96,326.44,515.66,117.31,200.01,198.06,782.60,133.20,104.76,202.50,116.49,254.55,358.23,201.11,105.30,186.76,207.53,350.04,134.28,571.25,85.15,88.89,88.74,223.54,97.42,193.14,453.27,623.24,287.98,53.80
2017-02-10,dsm2,base,95,88954.90,17686.51,-11711.04,-5200.23,344549.29,0.00,0.00,181.17,2.85,4.96,4.29,3.77,131.11,131.11,257.55,169.78,189.00,179.08,82.92,82.92,194.17,78.93,186.05,334.81,532.86,104.53,203.36,201.80,779.78,126.16,95.71,201.83,106.86,259.13,377.01,201.35,96.19,200.21,212.31,359.69,133.98,580.77,77.57,81.94,78.67,231.28,79.57,190.74,508.18,643.77,305.93,53.80
