datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_delta,cu_total,cu_suisun,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,mrz,oh4,rsl,vcu,mtz,god,gzl,frk,bac,hol,ori
2006-11-14,SCHISM,cache,5,13238.49,12677.38,3213.67,8685.25,6508.46,1.00,0.00,1.94,3.59,92.80,100.50,-1157.94,-485.56,-485.56,657.19,595.28,595.91,687.10,516.24,824.63,20037.78,12563.89,10065.53,3660.57,784.49,7399.81,2425.45,327.15,258.99,574.99,700.58,336.35,13346.95,1043.92,12359.93,9928.18,11810.29,1258.24,171.25,1663.99,7405.29,10065.53,27212.33,395.68,516.24,595.91,12277.40,14989.56,14639.75,475.78,408.43,454.01,608.44
2006-11-15,SCHISM,cache,5,14228.99,13566.48,3341.38,8882.93,7516.64,1.00,0.00,4.52,3.50,91.60,55.40,-1115.39,-442.59,-442.59,559.29,384.39,346.41,706.80,500.03,718.60,21541.61,14029.58,10608.06,5140.44,1437.39,7900.44,3358.68,508.04,310.85,616.99,702.03,315.14,12635.96,1273.09,12034.09,10012.37,11919.70,2173.79,180.81,2898.15,7912.39,10606.86,29526.52,378.00,500.03,346.41,14113.36,14863.38,16224.33,461.42,432.20,462.05,453.80
2006-11-16,SCHISM,cache,5,15349.64,14782.03,3464.28,9512.14,8522.86,1.00,0.00,5.02,3.40,90.60,15.60,-763.31,49.72,49.72,556.77,423.72,383.33,697.89,493.71,708.04,21304.80,13871.37,10254.22,4508.60,1236.95,7547.30,3298.03,499.19,371.82,679.84,697.06,295.39,12091.07,1347.79,11999.07,10375.04,12369.54,2228.26,632.42,2803.11,7562.83,10252.51,28826.66,412.89,493.71,383.33,15105.70,15559.48,17486.43,455.07,433.90,461.20,478.74
2006-11-17,SCHISM,cache,5,16350.52,15775.31,3519.44,9893.19,9184.10,1.00,0.00,5.05,3.39,89.80,45.00,-747.68,74.30,74.30,528.65,418.63,395.04,704.31,479.79,707.83,20975.80,13583.51,9788.77,3919.14,968.69,7111.15,3133.75,478.53,406.31,698.72,701.00,256.40,12120.82,1452.12,12060.47,10636.47,12787.88,2109.31,258.77,2441.04,7125.88,9786.18,28550.70,418.84,479.79,395.04,15686.72,16320.18,17885.20,506.77,426.27,463.11,463.11
2006-11-18,SCHISM,cache,5,17418.90,16637.02,3525.11,9774.87,11064.40,1.00,0.00,4.71,3.34,88.60,49.50,-55.25,852.70,852.70,526.13,417.78,402.27,720.47,467.55,713.84,20496.63,13145.04,9311.75,3411.54,761.60,6635.78,2954.23,508.25,430.08,696.85,720.47,217.48,12355.88,1529.22,12119.13,10428.71,13141.01,1966.11,168.64,2155.35,6650.41,9309.67,28247.27,418.84,467.55,402.27,15896.13,16679.10,17953.93,595.70,417.99,478.53,451.69
2006-11-19,SCHISM,cache,5,18060.22,17270.07,3516.33,9737.75,12115.21,1.00,0.00,3.99,3.29,87.80,69.90,346.31,1221.53,1221.53,526.55,403.97,383.76,726.06,459.51,720.47,19796.33,12412.04,8391.49,2626.34,529.28,5955.06,2657.17,556.56,452.53,700.58,722.95,271.07,12634.44,1551.24,12073.66,9819.63,13260.53,1756.01,159.94,1715.06,5967.13,8390.09,27584.29,412.47,459.51,383.76,15864.87,16691.37,17739.37,679.84,427.96,505.30,444.91
2006-11-20,SCHISM,cache,5,18411.18,17539.08,3485.47,9904.97,12190.91,1.00,0.00,3.26,3.37,87.00,64.70,263.93,1151.50,1151.50,522.97,401.21,376.08,740.32,443.43,735.36,19306.36,11935.27,7806.17,2139.23,403.76,5475.22,2493.56,476.42,462.47,698.30,740.32,374.59,12892.42,1572.64,12062.33,9082.31,13405.21,1537.16,156.24,1394.33,5487.73,7805.11,27599.45,412.26,443.43,376.08,15884.78,16676.97,17461.18,759.54,445.97,548.38,433.90
2006-11-21,SCHISM,cache,5,18548.27,17823.98,3432.25,9641.22,12508.82,1.00,0.00,2.74,3.47,85.80,102.40,271.92,1202.99,1202.99,555.51,413.74,384.82,759.12,439.20,751.28,19098.86,11637.17,7474.91,1857.91,328.65,5165.40,2402.33,421.60,460.78,706.18,754.37,289.80,13107.97,1606.49,12042.54,8474.16,13554.25,1400.71,171.25,1217.25,5176.32,7473.49,27551.50,420.75,439.20,384.82,15858.45,16645.70,17206.99,846.40,474.30,602.17,520.03
2006-11-22,SCHISM,cache,5,18715.73,18078.45,3370.24,9768.59,12352.54,1.00,0.00,2.40,3.45,84.80,309.70,344.87,1258.92,1258.92,570.18,431.14,407.37,755.41,439.20,760.16,18501.76,11084.80,6938.02,1500.64,277.74,4785.03,2227.87,395.68,452.75,721.30,752.72,180.59,13280.63,1582.74,11931.72,8138.14,13607.74,1337.79,171.25,1074.13,4793.28,6937.13,27002.47,447.45,439.20,407.37,15693.47,16554.80,16980.85,913.38,507.83,661.56,541.46
2006-11-23,SCHISM,cache,5,19099.25,18456.96,3298.81,9669.82,12648.32,1.00,0.00,2.39,3.43,84.40,239.90,159.98,1083.77,1083.77,591.73,455.92,429.02,772.74,439.20,760.16,17783.12,10460.94,6418.14,1202.56,261.58,4415.37,2051.91,437.29,430.51,730.61,761.60,171.25,13431.99,1546.48,11769.45,7968.09,13632.81,1181.21,171.68,927.69,4423.12,6417.25,26605.14,484.01,439.20,429.02,15469.26,16417.61,16741.78,903.36,560.12,740.12,490.97
2006-11-24,SCHISM,cache,5,19720.10,19076.41,3216.67,9150.79,13594.05,1.00,0.00,2.55,3.42,84.00,185.00,-6.92,912.33,912.33,593.40,521.50,445.76,779.96,439.20,775.22,18010.29,10234.99,5977.39,1124.31,248.63,4189.02,1967.67,424.36,424.99,744.25,779.34,178.20,13510.11,1535.97,11679.41,7647.31,13714.32,1104.70,181.46,892.52,4195.50,5976.67,26049.22,519.40,439.20,445.76,15387.57,16206.93,16332.32,908.27,604.68,785.52,558.45
2006-11-25,SCHISM,cache,5,20132.92,19531.55,3119.54,9348.44,13592.57,1.00,0.00,2.87,3.40,83.20,233.40,-78.06,841.54,841.54,613.45,558.03,463.53,790.26,444.07,779.96,17695.45,9857.21,5529.22,1042.10,241.28,3879.49,1867.32,404.40,421.17,755.41,779.96,192.10,13486.19,1524.26,11555.87,7085.61,13686.43,1072.92,178.64,839.21,3885.63,5528.50,25795.51,556.14,444.07,463.53,15162.25,15952.88,16040.51,902.75,633.04,793.35,599.25
2006-11-26,SCHISM,cache,5,20436.80,19859.66,3025.23,9795.74,13052.13,1.00,0.00,3.17,3.43,82.80,182.70,-431.46,387.45,387.45,628.88,579.39,474.52,799.74,459.51,793.97,17169.24,9181.75,4787.05,921.76,228.95,3526.84,1779.99,385.25,419.69,758.09,797.27,192.10,13414.08,1493.48,11303.47,6418.86,13542.22,1034.79,192.32,832.85,3532.84,4786.13,25961.67,575.83,459.51,474.52,14849.14,15524.85,15632.67,931.16,637.42,764.49,619.70
2006-11-27,SCHISM,cache,5,20736.35,20089.09,2944.75,10161.28,12665.90,1.00,0.00,3.36,3.39,82.20,289.60,-564.31,250.79,250.79,638.04,579.18,481.06,799.74,460.36,798.29,16722.18,8750.67,4561.42,843.32,225.71,3325.16,1679.58,381.20,422.45,760.16,799.74,192.10,13319.16,1492.89,11016.42,5646.33,13392.66,954.42,205.12,745.90,3328.74,4559.58,25095.48,588.80,460.36,481.06,14491.35,15302.87,15163.41,996.38,622.41,824.01,613.03
2006-11-28,SCHISM,cache,5,20811.06,20099.25,2880.56,10191.04,12511.54,1.00,0.00,3.49,3.26,80.40,316.00,-673.04,145.72,145.72,645.95,608.44,484.65,798.09,479.79,799.74,15794.00,7948.77,4183.65,722.54,223.54,2975.88,1545.09,378.86,409.07,771.30,799.74,192.10,13229.19,1470.23,10662.14,4975.87,13214.28,906.84,203.82,697.26,2979.87,4182.36,24024.08,599.04,479.79,484.65,14030.91,14934.76,14521.08,962.98,655.53,882.90,626.38
2006-11-29,SCHISM,cache,5,21198.38,20058.11,2809.48,10141.90,12787.36,1.00,0.00,3.46,3.13,78.40,140.10,-938.50,-104.08,-104.08,666.54,625.33,484.86,779.96,498.98,799.74,14136.50,6635.60,3374.86,523.39,222.03,2479.72,1358.78,369.26,386.10,774.80,788.41,204.47,13100.59,1391.33,10236.36,4243.06,12937.27,843.94,196.45,637.00,2483.56,3374.11,23009.32,628.67,498.98,484.86,13340.59,14211.91,13619.78,801.59,701.00,881.67,633.46
2006-11-30,SCHISM,cache,5,21154.90,19999.78,2743.66,10249.39,12496.03,1.00,0.00,3.24,3.14,78.00,106.70,-1046.44,-218.56,-218.56,660.93,619.91,484.65,796.24,527.81,797.47,13510.28,5982.61,2680.13,471.77,221.38,2199.19,1253.22,320.72,367.98,787.38,786.97,212.93,12858.65,1345.79,9909.76,3812.40,12612.89,744.67,193.62,546.70,2200.94,2679.55,22791.11,642.00,527.81,484.65,12772.07,13441.86,12710.01,707.63,728.95,852.35,625.54
2006-12-01,SCHISM,cache,5,20688.04,19490.66,2702.55,10289.64,12005.99,1.00,0.00,2.98,3.17,77.40,111.90,-983.06,-146.04,-146.04,660.72,618.66,492.45,803.44,568.50,810.23,13435.79,5766.84,2487.02,413.11,217.26,2034.19,1175.97,314.28,353.46,793.76,805.71,212.93,12540.48,1311.17,9641.75,3373.36,12301.37,677.35,198.40,478.53,2035.74,2486.45,22969.18,656.15,568.50,492.45,12238.74,12797.30,11925.46,686.27,699.75,822.57,627.00
2006-12-02,SCHISM,cache,5,19981.28,18773.96,2673.56,10239.79,11468.42,1.00,0.00,2.63,3.25,77.20,95.00,-851.64,-8.35,-8.35,672.57,619.70,496.45,775.22,611.98,807.97,12998.70,5457.81,2283.03,364.14,216.39,1881.82,1098.23,302.48,339.35,794.59,788.00,212.93,12252.08,1276.90,9332.36,2931.05,11988.92,627.83,192.10,435.81,1882.99,2283.22,23085.96,646.16,611.98,496.45,11822.83,12236.21,11616.47,683.99,671.11,790.88,636.17
2006-12-03,SCHISM,cache,5,18747.63,17532.91,2625.61,10312.89,10127.92,1.00,0.00,2.23,3.29,77.40,77.10,-855.32,-14.76,-14.76,654.90,602.80,500.24,754.79,641.58,790.47,12945.33,5337.48,2056.78,315.14,212.93,1752.46,1029.31,296.68,333.79,782.64,759.74,212.93,11930.20,1246.59,8903.15,2633.81,11652.27,574.16,176.90,381.20,1753.64,2057.56,23317.90,627.42,641.58,500.24,11472.64,11841.29,11350.59,676.51,641.79,762.22,637.63
2006-12-04,SCHISM,cache,5,17373.67,16141.80,2581.08,9623.79,9387.98,1.00,0.00,1.82,3.33,77.20,67.10,-875.89,-28.43,-28.43,640.13,590.89,500.03,755.41,660.72,769.44,13133.80,5473.95,2109.89,294.96,212.93,1688.06,986.21,297.97,321.79,779.96,759.95,212.93,11558.42,1218.45,8628.82,2426.41,11340.38,530.75,167.99,337.00,1690.23,2109.70,23770.43,610.32,660.72,500.03,11226.36,11511.04,10939.99,675.27,614.91,741.36,613.65
2006-12-05,SCHISM,cache,5,16296.91,15115.27,2577.06,8523.80,9433.05,1.00,0.00,1.53,3.35,77.20,63.80,-853.32,-15.30,-15.30,635.54,580.22,495.19,751.90,677.97,763.04,12974.89,5394.68,2074.11,275.16,212.49,1617.17,933.20,283.34,316.43,794.59,750.04,212.93,11252.92,1198.53,8278.47,2329.21,11085.82,519.19,169.29,319.86,1617.96,2073.52,24099.39,586.92,677.97,495.19,11058.03,11294.79,10879.04,667.17,602.80,712.81,611.15
2006-12-06,SCHISM,cache,5,15282.16,14146.98,2592.38,8141.52,8850.11,1.00,0.00,1.32,3.38,77.00,62.20,-820.70,17.64,17.64,630.96,564.52,490.97,749.00,703.69,766.14,12868.23,5281.50,1967.67,253.59,202.52,1549.45,876.75,271.28,315.57,789.03,745.08,211.19,11001.41,1181.61,7926.28,2365.12,10865.04,506.98,150.37,307.20,1551.04,1966.89,24201.85,578.97,703.69,490.97,10938.62,11160.80,10798.24,643.46,584.20,689.18,603.63
2006-12-07,SCHISM,cache,5,14590.89,13474.56,2616.57,8654.68,7734.27,1.00,0.00,1.24,3.39,77.40,80.40,-738.11,97.10,97.10,607.81,557.19,481.69,762.01,744.67,765.32,13047.57,5318.40,1929.76,247.55,194.93,1491.90,839.63,263.74,311.07,777.48,752.52,200.35,10842.49,1171.13,7541.65,2393.08,10687.11,489.92,150.37,301.62,1494.08,1929.95,24881.36,563.27,744.67,481.69,10832.24,11071.67,10820.62,622.41,562.85,672.78,561.17
2006-12-08,SCHISM,cache,5,13936.64,12831.72,2649.75,8868.08,6935.63,1.00,0.00,1.32,3.44,79.40,-12.30,-794.98,7.74,7.74,599.46,544.40,470.08,794.18,760.16,765.93,14110.87,5787.24,2044.90,261.36,193.19,1513.55,831.00,279.04,297.75,760.36,775.63,192.10,10664.36,1140.07,7328.00,2443.74,10549.34,456.55,150.37,309.78,1515.73,2044.32,25613.00,547.75,760.16,470.08,10778.76,11053.77,10892.70,638.67,546.28,664.47,563.27
2006-12-09,SCHISM,cache,5,13270.95,12085.28,2689.59,8914.24,5711.35,1.00,0.00,1.53,3.50,79.80,60.10,-1274.85,-537.67,-537.67,597.16,524.65,469.02,805.71,757.88,796.65,15729.54,6687.51,2564.23,319.43,193.41,1621.91,836.54,293.88,303.34,760.16,799.12,192.10,10465.74,1119.46,7129.07,2462.79,10409.85,439.41,150.37,319.00,1624.28,2563.46,25627.20,530.75,757.88,469.02,10899.87,11190.09,11399.90,680.25,521.08,678.80,567.04
2006-12-10,SCHISM,cache,5,13155.36,11853.78,2738.52,9363.17,4685.66,1.00,0.00,1.99,3.47,79.20,76.80,-1768.25,-1048.77,-1048.77,618.24,513.30,466.28,799.74,740.32,799.74,15437.91,6749.19,2579.77,323.50,192.10,1605.10,812.70,277.10,302.48,760.16,799.74,192.10,10301.43,1094.99,6701.60,2787.67,10223.31,458.46,150.37,342.77,1608.47,2579.19,25505.75,510.77,740.32,466.28,10904.14,11199.97,11898.71,680.04,515.61,671.74,605.72
2006-12-11,SCHISM,cache,5,14382.33,13031.96,2835.89,10208.32,5037.69,1.00,0.00,2.54,3.46,80.00,26.70,-1945.51,-1253.26,-1253.26,621.58,528.86,471.98,799.74,730.40,801.79,15132.82,6713.72,2517.58,372.67,193.84,1592.64,789.44,276.24,301.19,772.54,799.74,192.10,10235.85,1066.84,6338.83,3143.97,9962.62,450.42,150.37,352.61,1596.99,2516.04,25297.98,505.51,730.40,471.98,10898.16,11284.24,12163.91,668.62,526.55,662.80,611.57
2006-12-12,SCHISM,cache,5,15145.44,13800.63,2958.63,10409.16,5062.17,1.00,0.00,3.12,3.42,79.40,6.40,-2626.34,-2362.34,-2362.34,626.17,506.56,488.02,775.84,697.89,813.11,15432.22,6864.39,2651.81,409.28,195.14,1660.24,787.38,275.59,309.56,778.52,775.42,192.10,10090.98,1020.78,5928.77,3019.72,9602.20,445.76,150.37,353.68,1663.79,2650.66,25173.85,507.40,697.89,488.02,10778.07,11285.43,12319.26,669.66,520.66,629.09,611.98
