datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
1991-04-01,dsm2,base,3,31094.73,30547.73,2239.17,-10642.86,1579.54,21111.49,0.00,1.00,602.95,2.88,3.17,3.10,3.12,360.91,360.91,350.37,420.84,436.19,362.63,270.25,268.46,446.39,163.52,324.39,3516.04,4478.30,2468.85,340.22,340.36,4134.75,329.18,543.21,1622.10,273.63,350.49,398.27,526.36,2040.60,274.90,712.89,486.27,255.04,2733.45,145.78,140.44,202.31,463.53,227.44,484.56,435.09,2157.03,436.03,59.60
1991-04-02,dsm2,base,3,25782.33,25162.33,1811.67,-10617.06,1788.27,15188.66,0.00,1.00,761.88,2.74,3.12,2.81,3.13,346.17,346.17,334.22,366.74,478.47,346.34,251.18,251.18,421.73,161.91,314.10,3442.74,4122.10,2409.87,326.10,326.21,3991.22,313.24,488.46,1512.68,265.36,334.50,384.83,524.13,1755.12,269.05,703.73,457.77,247.16,2895.27,157.11,168.69,202.47,431.11,229.95,585.21,430.65,2140.57,417.14,58.20
1991-04-03,dsm2,base,3,22516.63,21956.63,1524.71,-10655.36,2194.59,11191.39,0.00,1.00,898.88,2.52,3.20,2.53,3.19,326.53,326.53,322.22,349.50,544.30,332.82,257.79,257.79,405.91,169.97,302.94,3146.94,3858.86,2427.20,315.57,315.51,3821.09,307.57,532.69,1513.00,255.34,322.38,373.26,605.09,1998.30,258.91,689.39,432.95,248.07,2930.90,172.04,192.19,203.59,443.32,225.92,705.23,429.68,2035.64,414.10,59.60
1991-04-04,dsm2,base,3,19596.86,19030.86,1327.93,-10600.96,2323.35,8000.48,0.00,1.00,993.68,2.32,3.22,2.29,3.21,300.87,300.87,311.22,332.82,570.48,320.98,287.40,287.40,389.42,181.95,293.00,2904.96,3573.67,2665.09,304.71,304.75,3693.82,308.42,656.97,1595.72,276.48,311.33,361.45,697.58,2489.77,249.88,674.52,410.52,253.79,2874.02,185.34,207.71,211.51,457.29,230.02,818.29,421.90,1910.55,418.66,61.40
1991-04-05,dsm2,base,3,16490.35,15886.35,1209.75,-10614.66,1993.81,5091.63,0.00,1.00,1078.70,2.17,3.26,2.08,3.27,286.17,286.17,301.08,320.17,572.30,312.63,333.33,333.33,375.24,194.60,287.72,2737.57,3324.80,3020.90,296.87,297.10,3592.43,306.39,803.17,1727.86,320.27,301.20,348.32,793.74,3056.68,246.54,659.22,391.00,257.18,2859.90,195.76,219.65,220.05,478.59,235.82,913.05,407.28,1827.31,432.82,63.20
1991-04-06,dsm2,base,3,15099.18,14415.18,1139.07,-10649.86,1846.89,3741.49,0.00,1.00,1138.78,1.91,3.39,1.79,3.41,281.73,281.73,294.70,320.03,559.62,306.88,407.59,407.59,363.37,207.21,284.31,2636.60,3136.20,3480.42,292.26,292.50,3513.97,302.16,999.98,1872.50,375.64,294.77,336.66,879.84,3743.44,247.04,643.48,374.39,259.63,2815.32,204.16,200.86,228.15,501.44,240.88,974.03,392.09,1751.07,441.43,63.80
1991-04-07,dsm2,base,3,14097.51,13313.51,1085.51,-10670.56,1744.89,2767.57,0.00,1.00,1207.75,1.71,3.51,1.57,3.51,288.87,288.87,290.80,334.94,547.32,301.46,508.92,508.92,355.61,218.88,282.22,2549.39,2993.95,4005.95,289.28,289.61,3449.22,296.16,1266.46,2077.23,473.44,290.92,326.84,937.79,4674.35,248.91,627.90,360.49,261.61,2726.06,206.34,207.24,234.41,519.00,243.80,1017.08,373.75,1679.01,453.41,66.20
1991-04-08,dsm2,base,3,13291.91,12576.91,1057.75,-10195.36,2098.85,2055.44,0.00,1.00,1242.87,1.63,3.61,1.55,3.60,310.31,310.31,288.54,365.51,555.98,300.85,622.85,622.85,350.00,229.09,282.07,2528.22,2882.25,4673.64,287.46,287.93,3389.12,289.51,1589.81,2314.44,602.86,288.63,318.71,967.13,5431.23,251.17,613.11,348.80,263.22,2638.67,204.41,216.49,236.69,516.68,248.38,1052.56,356.19,1573.73,453.12,66.20
1991-04-09,dsm2,base,3,13050.46,12399.46,1045.39,-10657.56,2059.79,1378.50,0.00,1.00,1258.94,1.77,3.63,1.66,3.65,351.71,351.71,287.48,420.43,581.39,299.99,794.27,794.27,344.17,241.23,282.27,2526.46,2783.66,5458.55,286.31,286.93,3335.46,283.51,1952.67,2636.85,779.14,287.54,313.44,995.82,6325.39,253.17,604.30,338.58,265.50,2491.65,206.29,226.40,239.05,515.99,250.90,1105.64,342.17,1499.44,415.01,66.20
1991-04-10,dsm2,base,3,13378.66,12758.66,1026.95,-10603.16,2000.99,1801.46,0.00,1.00,1268.96,1.87,3.75,1.78,3.73,409.99,409.99,286.80,516.14,607.34,297.93,972.46,972.46,337.39,254.10,282.87,2570.76,2708.93,6233.47,285.59,286.07,3285.79,281.74,2348.45,2937.83,981.56,286.79,309.25,1044.01,6681.01,255.52,597.46,329.91,266.91,2433.29,211.77,234.90,242.44,506.23,251.10,1148.49,328.84,1455.90,401.09,70.80
1991-04-11,dsm2,base,3,13764.56,13150.56,982.78,-10493.26,2036.46,2217.62,0.00,1.00,1283.94,2.26,3.90,2.10,3.89,503.46,503.46,286.29,657.73,632.25,295.19,1251.38,1251.38,329.56,276.44,282.83,2665.63,2663.35,7124.77,284.76,285.19,3230.37,288.27,2896.66,3453.04,1300.39,286.28,305.91,1102.11,7378.34,257.88,594.70,323.14,268.10,2322.14,219.05,232.01,248.43,477.94,252.49,1159.78,318.32,1404.43,340.68,70.80
1991-04-12,dsm2,base,3,14162.48,13548.48,891.67,-9543.36,2071.65,3439.14,0.00,1.00,1320.85,2.63,4.07,2.64,4.07,650.04,650.04,285.58,842.57,649.74,292.52,1597.67,1597.67,322.64,314.29,282.08,2836.74,2667.58,8073.87,283.97,284.20,3159.44,307.44,3555.22,4005.10,1663.10,285.56,302.37,1128.11,8226.83,260.56,584.75,318.69,268.52,2290.22,224.64,218.40,259.71,464.91,259.73,1145.40,309.05,1387.74,379.55,70.80
1991-04-13,dsm2,base,3,13145.34,12547.34,775.00,-10478.26,2181.58,1260.49,0.00,1.00,1324.98,2.81,4.18,3.16,4.18,865.07,865.07,284.89,1078.02,655.02,291.30,2128.20,2128.20,320.07,391.32,282.14,3127.50,2749.39,9251.30,283.39,283.67,3083.24,348.18,4424.34,4833.03,2124.70,284.89,299.97,1101.58,9302.10,262.89,565.70,315.43,268.63,2497.47,225.36,201.03,286.60,445.07,277.07,1116.58,302.42,1389.90,338.88,76.60
1991-04-14,dsm2,base,3,12418.37,11824.37,662.25,-10532.86,2064.49,483.27,0.00,1.00,1377.74,3.08,4.25,3.75,4.25,1096.81,1096.81,284.88,1371.00,650.62,293.61,2603.20,2603.20,325.34,482.24,283.70,3461.11,2930.76,10287.75,283.90,284.15,3035.51,402.09,5130.12,5424.97,2606.80,284.88,298.07,1051.11,10211.85,264.35,545.97,313.37,269.46,2718.84,221.46,188.77,320.12,437.83,303.25,1087.94,296.59,1437.38,339.89,76.60
1991-04-15,dsm2,base,3,13112.43,12488.43,543.63,-10470.96,1732.06,1453.03,0.00,1.00,1479.82,3.33,4.25,4.35,4.26,1406.45,1406.45,285.92,1770.64,640.01,301.03,3225.26,3225.26,337.97,609.25,288.04,3898.07,3219.65,11307.95,286.65,286.88,3021.08,485.29,5953.26,6164.83,3197.18,285.91,296.26,1029.94,11175.49,265.13,526.34,311.45,273.53,3066.34,216.26,185.91,377.70,398.12,343.61,966.25,292.87,1530.65,318.99,79.40
1991-04-16,dsm2,base,3,12468.89,11832.89,523.80,-8564.36,1819.15,2609.18,0.00,1.00,1458.13,3.64,4.17,4.80,4.18,1669.32,1669.32,289.66,2238.86,631.12,313.75,3653.50,3653.50,362.14,720.29,296.28,4412.27,3610.78,12032.58,292.45,292.91,3051.59,567.79,6534.57,6808.76,3656.86,289.64,298.01,1036.38,11778.39,265.87,507.23,310.11,280.26,3466.36,211.34,191.69,429.66,386.71,383.09,1021.69,290.75,1640.99,341.37,79.40
1991-04-17,dsm2,base,3,12305.98,11696.98,471.79,-8477.16,2004.04,2296.56,0.00,1.00,1433.31,3.69,4.09,4.92,4.08,1843.01,1843.01,296.19,2779.11,625.38,331.07,3965.60,3965.60,393.41,803.31,307.78,4954.44,4103.17,12501.34,302.03,302.57,3126.16,638.12,6979.69,7329.01,3885.28,296.11,300.63,1068.89,12103.73,267.02,488.86,310.17,290.05,3799.30,212.84,195.90,449.73,388.08,409.65,1077.60,290.43,1811.91,349.95,79.40
1991-04-18,dsm2,base,3,11670.83,11104.83,391.56,-7141.46,2079.10,2841.83,0.00,1.00,1631.50,3.63,4.00,4.73,3.99,1991.13,1991.13,305.53,3249.17,619.73,350.48,4243.48,4243.48,427.37,895.17,321.73,5508.64,4631.81,12748.63,314.02,315.01,3223.50,698.85,7250.74,7858.65,4066.80,305.46,304.87,1074.34,12242.27,269.24,471.14,311.36,301.90,4656.17,215.12,204.47,480.63,381.74,438.30,1095.13,290.16,1994.47,382.98,79.40
1991-04-19,dsm2,base,3,11697.88,11183.88,307.90,-6811.46,1994.42,3199.90,0.00,1.00,1546.21,3.35,3.92,4.28,3.92,2096.05,2096.05,315.67,3627.35,614.32,370.94,4410.67,4410.67,457.98,965.69,336.23,6072.63,5148.93,12848.47,327.22,328.45,3327.16,747.81,7425.81,8285.40,4250.30,315.54,310.32,1069.19,12250.93,272.82,456.88,313.76,313.80,5080.11,219.25,211.84,538.47,369.39,472.27,1080.97,291.40,2215.50,374.88,79.40
1991-04-20,dsm2,base,3,11735.24,11207.24,213.98,-6605.46,516.19,4827.57,0.00,1.00,1387.06,2.96,3.87,3.67,3.89,2116.39,2116.39,325.98,3947.05,614.50,387.01,4411.25,4411.25,480.28,987.72,349.48,6531.13,5636.78,12760.01,339.66,341.14,3432.78,759.43,7376.61,8564.08,4320.99,325.71,315.57,1065.70,12137.69,276.15,447.18,319.64,322.03,5312.87,221.92,209.43,542.74,382.24,479.06,1041.46,293.06,2434.81,361.37,79.40
1991-04-21,dsm2,base,3,11468.97,10927.97,1367.73,-4283.96,1102.34,7450.40,0.00,1.00,1242.02,2.68,3.86,3.10,3.85,2112.62,2112.62,336.43,4185.71,616.68,401.02,4359.88,4359.88,501.16,964.32,360.91,6772.47,6049.16,12625.52,351.24,352.25,3495.77,765.38,7319.67,8641.36,4244.13,336.32,320.07,1063.23,11998.32,278.95,440.13,326.76,329.53,5277.48,225.53,213.64,536.54,382.60,478.83,1050.83,293.90,2653.93,410.75,79.40
1991-04-22,dsm2,base,3,10682.49,10148.49,1347.29,-4461.66,2237.61,5330.50,0.00,1.00,1117.13,2.41,3.87,2.70,3.87,2038.40,2038.40,347.67,4344.59,712.51,411.97,4230.85,4230.85,519.33,906.98,371.97,6948.11,6378.89,12498.99,359.86,362.00,3547.78,739.72,7149.65,8586.72,4201.61,347.45,329.58,1074.66,11741.13,280.98,442.98,335.48,333.38,5187.49,224.67,213.74,520.21,438.75,474.22,1397.66,298.83,2847.34,530.73,79.40
1991-04-23,dsm2,base,3,10419.39,9904.39,1521.78,-4672.52,1735.73,5532.92,0.00,1.00,1087.02,2.34,3.82,2.56,3.83,2037.76,2037.76,358.46,4413.52,870.35,422.22,4285.20,4285.20,535.83,920.20,381.96,7092.42,6648.85,12484.23,369.76,371.60,3592.06,743.99,7215.53,8528.52,4426.29,358.26,339.23,1132.25,11765.43,283.63,445.28,346.47,340.51,5111.49,227.95,208.92,530.21,556.79,485.47,1224.01,305.55,2994.94,535.30,79.40
1991-04-24,dsm2,base,3,10557.50,10029.50,1587.74,-4159.42,1375.35,6610.46,0.00,1.00,1182.93,2.35,3.69,2.58,3.69,1986.09,1986.09,368.09,4432.49,1090.47,429.91,4147.89,4147.89,547.32,907.93,389.78,7222.90,6870.36,12556.68,378.15,379.62,3643.78,722.06,7113.79,8398.13,4505.67,367.74,346.23,1250.20,11664.22,285.61,456.55,356.44,341.98,5055.55,227.06,211.83,522.44,739.77,484.15,1107.48,310.98,3097.10,617.03,79.40
