datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_total,cu_delta,cu_suisun,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2000-02-01,dsm2,base,41,49527.70,48155.80,2647.00,11296.24,-413.69,-302.38,-111.31,41292.15,0.00,0.00,716.58,3.24,3.54,2.69,2.99,322.07,322.07,290.24,4303.80,678.89,315.69,172.98,172.98,437.12,139.91,269.20,6625.92,7395.43,2142.05,282.70,282.68,5222.83,266.37,242.08,6222.40,3529.54,375.02,290.39,355.42,726.51,924.19,257.25,755.51,579.08,196.74,5774.76,135.69,132.96,165.13,531.30,185.69,661.04,444.75,6015.99,439.57,54.40
2000-02-02,dsm2,base,41,50335.50,49237.10,2583.00,11349.85,-231.52,-174.36,-57.16,41800.17,0.00,0.00,767.78,2.73,3.58,2.36,3.02,286.39,286.39,279.67,3980.92,663.76,297.96,177.62,177.62,409.84,146.36,259.36,5609.21,6920.91,1979.70,271.63,271.90,5520.08,264.71,278.75,6240.15,2927.34,373.89,279.75,351.68,712.74,1363.86,235.38,732.80,535.11,197.40,5208.02,140.25,133.14,171.82,487.80,184.20,717.05,465.71,5803.24,403.19,55.60
2000-02-03,dsm2,base,41,49986.70,48926.90,2431.00,11563.54,-520.28,-473.68,-46.60,41374.44,0.00,0.00,804.98,2.36,3.66,2.00,3.16,286.75,286.75,270.80,3538.51,722.16,286.14,169.37,169.37,378.61,145.11,251.26,5298.98,6385.47,1716.23,263.36,263.47,5417.74,246.99,232.51,5014.71,2681.42,323.26,270.94,341.52,740.62,926.10,234.88,719.06,474.14,190.40,5029.17,138.42,127.17,170.30,519.74,185.46,765.62,455.32,5554.88,433.59,54.40
2000-02-04,dsm2,base,41,49862.10,48177.80,2347.00,11475.59,-623.48,-475.42,-148.06,41356.99,0.00,0.00,819.99,1.95,3.55,1.71,3.08,275.38,275.38,260.80,3210.17,766.84,273.22,166.41,166.41,359.04,141.19,239.22,4893.17,5890.92,1534.59,252.32,252.22,5354.58,238.10,217.47,5006.97,2370.75,302.25,260.87,330.96,784.95,841.70,226.34,704.69,417.80,185.51,4806.29,131.51,124.08,163.66,536.39,178.38,802.42,452.07,5328.64,429.42,54.40
2000-02-05,dsm2,base,41,49111.60,47782.90,2273.00,11534.55,76.04,-128.16,204.20,39774.01,0.00,0.00,864.98,1.48,3.41,1.34,3.02,268.39,268.39,249.78,2890.04,798.81,262.31,160.64,160.64,342.53,135.25,229.79,4699.29,5569.31,1334.72,241.58,241.50,5247.00,226.37,192.50,4671.22,2190.82,260.21,249.85,321.24,817.70,647.80,220.84,694.52,377.41,179.20,4732.52,132.28,128.02,159.22,556.34,173.52,820.62,442.09,5132.51,427.88,54.40
2000-02-06,dsm2,base,41,47327.50,46137.30,2251.00,11967.27,-50.07,-152.38,102.31,37661.30,0.00,0.00,910.28,1.38,3.47,1.29,3.07,263.23,263.23,240.81,2567.26,826.41,254.10,155.47,155.47,332.42,136.07,222.46,4638.05,5350.95,1088.84,233.10,232.99,5022.21,215.70,171.97,4318.53,2020.54,215.46,240.90,315.77,841.84,464.80,218.44,690.99,351.44,173.59,4956.12,134.20,130.70,155.76,566.27,170.71,859.14,432.88,4987.18,362.77,53.80
2000-02-07,dsm2,base,41,45271.30,44216.70,2216.00,11424.75,97.65,-68.34,165.99,35964.90,0.00,0.00,957.38,1.36,3.38,1.31,3.02,251.68,251.68,230.41,2329.66,861.24,246.32,154.32,154.32,326.00,137.48,210.12,4415.34,5163.48,955.97,221.83,221.93,5035.67,212.36,166.74,4600.18,1814.36,201.09,230.41,295.58,872.96,518.26,207.57,690.97,337.03,172.86,4843.79,135.78,132.93,152.98,560.01,166.23,905.84,406.19,4842.88,383.40,54.40
2000-02-08,dsm2,base,41,43578.00,42634.90,2155.00,10681.00,92.19,-127.92,220.11,34959.81,0.00,0.00,985.19,1.46,3.30,1.45,2.95,243.60,243.60,221.33,2098.29,905.09,239.92,153.49,153.49,317.42,139.10,205.99,4324.19,4990.27,848.53,214.52,214.74,4975.79,208.10,161.80,4403.73,1706.29,192.30,221.47,282.51,909.77,477.35,202.26,701.36,330.74,172.21,4762.39,137.70,134.26,153.41,538.05,166.64,951.95,395.49,4699.29,335.79,53.80
2000-02-09,dsm2,base,41,42706.10,41806.60,2112.00,10741.77,58.79,-164.20,222.99,34017.54,0.00,0.00,996.99,1.77,3.19,1.71,2.86,237.21,237.21,216.32,1887.14,954.31,234.51,154.65,154.65,309.74,140.70,204.42,4194.10,4824.03,769.79,210.47,210.69,4863.81,203.19,160.25,4285.19,1586.16,182.74,216.34,287.41,948.67,491.14,199.29,721.55,328.41,169.54,4902.95,138.36,133.95,154.16,586.74,167.28,982.14,386.63,4582.32,314.58,53.80
2000-02-10,dsm2,base,41,41041.30,39966.30,2096.00,11469.15,-839.74,-732.22,-107.52,32507.89,0.00,0.00,992.30,2.16,3.03,2.07,2.79,228.25,228.25,212.78,1720.41,980.50,229.21,155.48,155.48,303.25,141.39,200.90,3967.96,4569.98,788.80,206.96,207.14,4791.50,201.16,163.28,4322.33,1494.97,187.73,212.79,274.62,980.65,616.01,195.30,739.48,327.68,170.03,4756.36,138.96,134.76,155.48,593.05,166.99,996.73,376.05,4433.76,308.75,53.80
2000-02-11,dsm2,base,41,40067.90,38031.40,2112.00,11466.76,-1813.43,-1588.59,-224.84,32526.57,0.00,0.00,1039.18,2.66,3.19,2.48,2.88,222.19,222.19,211.04,1573.24,994.02,224.39,155.27,155.27,315.87,142.26,197.37,3756.22,4292.73,811.04,204.38,204.43,4531.73,198.19,167.20,4047.19,1460.88,198.53,211.15,272.61,1002.74,620.97,193.34,760.11,335.73,170.24,4780.99,140.91,137.86,157.02,523.59,166.63,996.80,378.72,4306.70,351.40,53.80
2000-02-12,dsm2,base,41,48007.10,40801.20,2280.00,11460.70,-3795.64,-3267.58,-528.06,42622.04,0.00,0.00,1062.39,2.92,3.34,2.66,2.93,213.06,213.06,209.66,1502.72,1001.07,222.49,156.39,156.39,329.44,144.86,194.28,3294.99,3980.21,948.38,201.51,201.65,4521.43,197.15,183.79,4257.63,1363.77,222.77,209.74,279.78,1015.82,828.98,192.78,780.90,345.05,172.20,4320.27,145.06,145.10,159.02,576.21,167.30,1036.75,395.42,4103.25,352.06,53.80
2000-02-13,dsm2,base,41,57476.60,50228.20,3262.00,11652.82,-6959.74,-6187.75,-771.99,56045.52,0.00,0.00,1034.91,3.03,3.43,2.97,2.90,211.13,211.13,211.88,1409.29,1038.89,222.88,157.81,157.81,349.08,150.00,194.34,2964.16,3610.02,1015.19,200.82,200.63,4370.96,194.86,192.29,3921.81,1349.66,241.55,212.16,291.88,1063.26,780.26,200.84,816.73,360.33,174.75,3781.18,151.74,148.05,163.89,662.23,171.25,1066.11,430.30,3876.80,444.16,53.80
2000-02-14,dsm2,base,41,96954.90,62822.10,4762.00,11777.00,-8555.25,-7336.02,-1219.23,98495.15,0.00,0.00,963.41,3.21,3.41,3.28,2.86,211.37,211.37,215.82,1289.69,1052.84,222.52,160.84,160.84,376.52,153.82,196.30,2790.37,3242.68,868.98,202.21,201.89,4114.70,192.46,177.23,2638.49,1285.95,236.70,216.09,309.64,1096.20,480.63,216.83,909.74,390.81,177.80,3345.25,145.60,137.00,166.26,749.57,172.80,1031.84,472.12,3675.33,515.29,53.80
2000-02-15,dsm2,base,41,160252.50,83283.20,7083.00,12154.03,-8420.74,-7383.49,-1037.25,163602.21,0.00,0.00,716.80,3.37,3.42,3.40,2.90,205.09,205.09,219.94,1036.31,930.40,218.29,146.53,146.53,372.68,132.02,198.16,2620.74,3005.29,518.42,203.46,203.00,3854.11,186.91,161.02,1161.69,1136.32,203.21,220.19,325.73,1060.16,214.04,242.98,1025.34,408.77,174.94,3104.23,122.47,118.55,138.75,829.53,154.06,892.64,523.79,3515.50,552.34,53.80
