datetime,model,scene,case,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,sf_tidal_filter,sf_tidal_energy,anc,anh2,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vol,x2
2009-11-01,RMA,cache,7,9504.00,1959.00,-6810.00,958.31,4059.38,1.00,0.00,409.33,1.10,0.28,5176.44,5176.44,442.39,12307.23,468.54,722.48,7468.23,7468.23,1103.17,2106.26,659.66,14110.93,13611.55,14269.95,495.23,507.99,13981.03,1751.98,10653.60,13737.65,9950.94,441.04,395.02,827.51,15464.62,299.75,622.63,518.14,376.19,13067.11,477.68,157.04,1185.40,462.45,1108.13,401.66,12896.33,87.72
2009-11-02,RMA,cache,7,9533.70,1745.00,-7283.00,2526.63,1883.40,1.00,0.00,458.04,1.11,0.35,5347.92,5347.92,470.99,12500.18,410.24,806.55,7714.47,7714.47,1183.72,2418.32,746.27,14485.92,13815.98,14526.64,544.24,559.94,13952.17,1951.77,11107.39,14071.39,9927.02,468.76,415.57,814.28,16305.90,314.05,622.26,510.01,423.86,13168.42,540.50,154.54,1334.24,409.80,1226.77,408.11,13120.57,88.44
2009-11-03,RMA,cache,7,9507.30,1616.00,-4421.00,2512.28,4523.04,1.00,0.00,504.54,1.14,0.40,5519.90,5519.90,501.38,12714.51,410.02,896.53,8012.33,8012.33,1268.86,2756.51,832.65,14957.73,14125.28,14946.96,594.51,613.10,14046.41,2102.14,11598.36,14472.83,9908.14,498.26,428.83,797.82,17191.75,333.24,618.74,501.76,473.46,13309.40,629.53,155.08,1536.20,407.56,1365.61,439.72,13354.83,89.13
2009-11-04,RMA,cache,7,9585.40,1578.00,-4371.00,2478.63,4626.87,1.00,0.00,528.08,1.22,0.45,5865.39,5865.39,542.12,12977.68,426.57,994.86,8546.89,8546.89,1372.79,3261.48,932.43,15617.59,14538.29,15597.79,656.89,678.17,14247.49,2298.20,12359.67,15032.61,9887.57,537.98,444.06,749.81,18372.95,357.92,611.84,494.99,544.94,13500.56,789.68,156.45,1808.39,419.31,1534.49,481.46,13653.95,89.67
2009-11-05,RMA,cache,7,9373.10,1523.00,-4420.00,2332.43,4461.75,1.00,0.00,547.13,1.21,0.46,6013.49,6013.49,587.64,13207.45,452.65,1091.45,8953.47,8953.47,1459.55,3584.23,1022.06,16296.48,15049.55,16323.27,720.18,743.63,14538.80,2405.92,12835.50,15597.59,9918.23,582.51,461.85,620.17,19056.70,384.55,603.57,490.88,593.53,13734.12,892.19,159.92,2049.47,432.38,1700.02,514.11,13955.56,90.77
2009-11-06,RMA,cache,7,8794.50,1459.00,-4392.00,2236.96,3982.77,1.00,0.00,581.25,1.17,0.44,5709.03,5709.03,622.84,13358.44,483.77,1142.48,8528.45,8528.45,1497.59,3282.12,1052.68,16657.67,15518.67,16715.67,767.29,792.51,14856.49,2287.79,12535.70,15920.33,9902.35,616.67,479.23,527.02,18805.84,399.53,597.89,490.24,572.25,13959.21,776.71,167.06,1952.83,448.33,1669.08,536.83,14182.87,90.06
2009-11-07,RMA,cache,7,9809.80,1427.00,-3590.00,2079.23,5929.17,0.00,0.00,611.92,1.13,0.39,5436.79,5436.79,662.41,13506.33,512.94,1169.22,8082.24,8082.24,1524.66,2942.52,1071.56,16831.42,15860.97,16822.77,814.02,840.22,15150.20,2207.16,12223.72,16101.19,9856.86,655.51,498.64,513.99,18557.70,408.60,590.59,492.81,577.23,14175.35,666.98,162.94,1779.22,462.17,1574.80,561.19,14368.80,89.32
2009-11-08,RMA,cache,7,9183.90,1392.00,-4473.00,1892.84,4612.46,0.00,0.00,608.75,1.08,0.33,5014.99,5014.99,704.99,13599.46,541.06,1184.13,7338.95,7338.95,1527.39,2391.91,1077.22,16757.43,16059.86,16636.60,849.68,875.24,15373.82,2081.17,11596.23,16073.49,9732.90,697.75,522.81,527.56,17974.61,413.96,582.54,499.62,567.83,14363.03,506.08,159.30,1521.16,478.31,1445.47,591.12,14480.36,88.38
2009-11-09,RMA,cache,7,9721.80,1340.00,-4447.00,1746.73,5460.86,0.00,0.00,647.67,1.09,0.27,4684.24,4684.24,743.48,13712.88,568.40,1189.89,6721.28,6721.28,1522.76,1937.30,1078.52,16593.58,16130.61,16364.36,875.07,899.78,15534.41,1980.74,11094.30,15984.55,9603.78,736.25,550.12,546.90,17616.19,420.25,573.45,510.85,560.09,14528.12,408.39,162.33,1276.28,493.31,1323.50,611.38,14579.01,87.05
2009-11-10,RMA,cache,7,9561.20,1320.00,-4451.00,1589.70,5429.61,0.00,0.00,675.33,1.07,0.23,4384.21,4384.21,776.20,13822.02,590.93,1191.89,6273.45,6273.45,1515.72,1590.68,1082.04,16434.86,16131.28,16169.42,895.47,919.24,15634.66,1895.12,10614.79,15888.17,9504.33,769.12,579.09,569.00,17278.59,426.52,564.97,526.09,553.98,14681.67,349.09,162.27,1094.67,510.44,1239.17,626.87,14661.97,86.21
2009-11-11,RMA,cache,7,9870.30,1296.00,-4455.00,1422.68,5695.18,0.00,0.00,680.75,1.09,0.22,4198.82,4198.82,805.16,13952.59,609.35,1198.74,6085.78,6085.78,1514.41,1427.15,1092.29,16358.37,16099.70,16118.84,916.84,939.27,15705.87,1859.39,10430.24,15873.88,9435.37,798.37,608.97,590.32,17308.79,434.05,557.50,544.74,566.86,14817.11,323.37,163.90,989.08,528.37,1180.39,656.07,14761.86,85.34
2009-11-12,RMA,cache,7,9853.80,1278.00,-4451.00,1313.44,5891.59,0.00,0.00,692.38,1.12,0.23,4262.66,4262.66,838.10,14115.67,627.10,1217.69,6320.94,6320.94,1528.30,1475.26,1113.13,16455.55,16094.78,16311.08,945.22,966.61,15771.59,1896.33,10751.15,16008.99,9441.92,831.67,642.92,608.02,17848.87,446.19,551.06,566.38,612.14,14951.03,323.88,170.68,982.41,547.11,1181.13,676.99,14898.06,85.41
2009-11-13,RMA,cache,7,9563.40,1279.00,-4455.00,1148.97,5885.79,0.00,0.00,699.46,1.10,0.27,4284.63,4284.63,865.69,14237.79,645.16,1240.10,6474.66,6474.66,1543.89,1503.10,1136.41,16644.18,16165.67,16549.83,972.32,992.46,15849.28,1901.83,10898.37,16180.63,9456.71,859.26,675.86,628.64,18088.11,461.74,546.55,590.57,641.33,15073.42,322.97,175.74,1018.12,571.18,1210.79,687.47,15028.22,85.75
2009-11-14,RMA,cache,7,9496.30,1310.00,-4656.00,1140.08,5360.06,0.00,0.00,703.00,1.07,0.34,4230.57,4230.57,887.83,14351.00,662.12,1256.34,6403.35,6403.35,1553.83,1489.51,1149.41,16812.90,16294.60,16676.47,994.23,1013.43,15954.85,1875.85,10856.42,16309.69,9459.69,881.38,701.95,651.29,18052.22,478.24,543.86,616.43,653.31,15186.14,322.55,176.17,1027.94,593.84,1209.51,696.86,15158.64,85.77
2009-11-15,RMA,cache,7,9554.60,1297.00,-4648.00,1139.48,5341.31,0.00,0.00,710.83,1.02,0.40,4135.57,4135.57,906.86,14463.07,676.75,1263.39,6199.52,6199.52,1553.83,1456.73,1154.49,16897.66,16419.48,16661.31,1011.02,1029.25,16070.11,1835.48,10724.23,16366.25,9464.00,900.65,722.55,669.24,17886.86,492.65,543.27,643.39,658.61,15293.23,322.84,174.74,1024.48,612.10,1187.96,703.69,15275.93,85.58
2009-11-16,RMA,cache,7,9669.00,1299.00,-4569.00,1177.05,5460.09,0.00,0.00,728.38,1.01,0.42,4112.32,4112.32,923.47,14594.65,687.52,1265.09,6105.14,6105.14,1549.43,1475.25,1158.21,16937.15,16496.17,16582.33,1022.29,1039.87,16174.59,1816.80,10785.37,16400.20,9480.36,917.70,738.74,682.28,17985.64,507.46,543.97,671.07,671.53,15396.67,331.48,175.28,1018.24,627.83,1158.64,709.57,15386.27,85.27
2009-11-17,RMA,cache,7,9373.10,1310.00,-4390.00,1226.82,5334.61,0.00,0.00,747.38,1.07,0.44,4303.90,4303.90,938.81,14761.77,694.96,1270.18,6432.16,6432.16,1550.16,1667.73,1168.69,17088.16,16553.17,16686.29,1034.30,1051.83,16268.04,1861.89,11330.85,16539.08,9540.52,933.78,755.01,691.63,18649.66,527.94,544.71,710.08,714.70,15508.26,367.58,181.50,1063.97,641.98,1155.83,720.26,15516.67,85.49
2009-11-18,RMA,cache,7,8963.90,1304.00,-4098.00,1209.02,5232.12,0.00,0.00,742.96,1.06,0.42,4435.47,4435.47,952.09,14881.76,702.43,1279.62,6771.05,6771.05,1555.32,1817.28,1177.53,17317.74,16655.00,16963.99,1047.35,1064.68,16363.63,1890.35,11711.08,16743.53,9620.46,947.49,772.17,699.19,19051.53,551.17,546.00,764.00,749.12,15620.90,392.09,186.64,1141.61,655.89,1200.94,735.81,15634.73,86.31
2009-11-19,RMA,cache,7,8921.00,1306.00,-4094.00,1150.13,5272.40,0.00,0.00,729.83,1.00,0.40,4190.18,4190.18,957.99,14927.88,716.35,1276.50,6344.70,6344.70,1543.75,1653.39,1166.71,17350.78,16773.19,16963.77,1052.55,1069.52,16463.60,1814.01,11253.69,16775.74,9536.86,952.84,786.47,707.83,18578.79,559.70,549.91,792.30,720.78,15707.16,363.67,188.43,1098.70,666.95,1178.79,745.80,15707.92,85.85
2009-11-20,RMA,cache,7,9625.00,1311.00,-3451.00,1177.77,6607.83,0.00,0.00,735.29,1.12,0.36,4380.87,4380.87,963.83,15064.37,728.06,1274.65,6517.41,6517.41,1536.04,1805.83,1175.33,17468.03,16853.81,17015.15,1053.40,1071.32,16568.21,1857.15,11705.87,16887.45,9447.40,959.47,793.36,717.38,19231.55,580.45,551.83,813.02,737.92,15801.90,396.73,188.96,1100.27,680.02,1126.24,741.89,15827.26,85.37
2009-11-21,RMA,cache,7,9859.30,1305.00,-3195.00,905.19,7384.44,0.00,0.00,721.75,1.11,0.30,4523.05,4523.05,966.06,15127.89,731.95,1281.53,6802.60,6802.60,1533.34,1905.29,1184.82,17665.04,16947.18,17310.72,1054.33,1072.57,16653.04,1883.98,11950.66,17058.99,9384.15,962.46,801.37,726.82,19474.88,602.58,553.84,833.60,756.79,15902.67,417.60,186.42,1163.18,690.96,1169.15,736.33,15910.78,86.72
2009-11-22,RMA,cache,7,9453.40,1302.00,-3186.00,929.50,7052.10,0.00,0.00,712.96,1.06,0.23,3861.20,3861.20,962.72,15060.12,734.33,1264.48,5681.49,5681.49,1514.43,1337.15,1155.13,17473.28,17033.13,17040.34,1051.25,1069.64,16721.45,1700.54,10615.44,16929.47,9213.82,957.46,806.50,735.39,18071.97,591.91,561.12,852.45,683.80,15955.31,316.77,186.23,993.68,696.47,1117.20,733.09,15909.78,85.11
2009-11-23,RMA,cache,7,11387.20,1303.00,-3181.00,931.40,8989.06,0.00,0.00,733.13,1.06,0.20,3559.78,3559.78,970.76,15065.72,731.23,1238.43,5051.58,5051.58,1491.45,1105.47,1122.75,17201.56,17049.18,16584.71,1050.08,1067.75,16775.40,1628.53,9937.68,16709.78,9027.10,965.64,814.39,738.21,17502.06,583.95,567.32,870.10,657.32,15999.75,288.94,187.92,837.99,702.84,1009.15,724.44,15931.55,84.13
2009-11-24,RMA,cache,7,11222.20,1307.00,-3207.00,813.51,8925.43,0.00,1.00,745.67,1.08,0.14,3242.18,3242.18,975.31,15051.37,725.19,1216.52,4489.70,4489.70,1465.99,848.94,1104.24,16916.90,16985.30,16204.40,1038.03,1053.91,16786.67,1533.25,9117.43,16491.57,8773.38,970.19,819.27,737.62,16740.39,574.53,574.31,886.63,621.96,16040.18,259.30,191.22,714.26,707.41,962.45,725.98,15931.23,83.04
2009-11-25,RMA,cache,7,11383.90,1305.00,-4119.00,748.34,8237.99,0.00,1.00,761.54,1.10,0.12,3044.89,3044.89,985.76,14841.07,723.16,1198.40,4309.52,4309.52,1445.68,727.27,1091.96,16696.48,16869.27,16011.35,1030.22,1045.43,16764.58,1483.27,8682.66,16290.96,7194.35,982.10,829.20,735.12,16377.26,566.20,580.02,901.87,610.09,16064.31,242.62,190.15,610.98,706.64,916.20,740.24,15915.31,82.11
2009-11-26,RMA,cache,7,10795.40,1290.00,-5607.00,739.31,6131.24,0.00,1.00,774.46,1.13,0.12,3022.62,3022.62,991.63,14043.54,727.52,1187.35,4459.95,4459.95,1432.99,707.31,1084.89,16556.41,16714.67,16059.76,1025.31,1040.30,16712.90,1484.05,8839.47,16100.35,4724.84,989.93,844.31,732.47,16628.72,558.98,583.02,915.79,630.56,16048.82,236.50,191.95,563.12,707.56,896.99,754.46,15854.52,81.72
2009-11-27,RMA,cache,7,10459.90,1280.00,-5590.00,692.82,5838.54,0.00,1.00,785.33,1.15,0.15,3150.20,3150.20,990.63,12741.38,733.40,1183.47,4830.21,4830.21,1431.78,758.47,1078.48,16546.10,16555.68,16291.03,1027.05,1041.72,16637.02,1514.19,9356.08,15952.15,4228.33,989.63,860.60,733.86,17218.94,561.12,583.88,928.53,674.95,15982.65,237.56,197.71,575.66,712.63,902.22,768.17,15737.31,81.90
2009-11-28,RMA,cache,7,10077.10,1268.00,-5132.00,454.74,6121.68,0.00,1.00,785.96,1.09,0.20,3054.09,3054.09,992.30,11213.37,742.70,1164.28,5132.36,5132.36,1423.21,787.55,951.45,16588.26,16439.42,16532.15,1003.60,1010.41,16560.34,1495.04,9417.75,15687.81,4426.65,991.71,887.47,737.48,17158.38,557.06,586.78,940.33,768.58,15836.07,237.75,194.28,593.34,730.50,873.78,779.41,15537.07,82.64
2009-11-29,RMA,cache,7,9523.80,1284.00,-5098.00,520.14,5598.99,0.00,1.00,793.17,1.07,0.28,2814.08,2814.08,973.62,10144.03,760.83,1104.02,5152.28,5152.28,1394.95,858.62,859.44,16498.85,16326.60,16417.15,921.64,921.14,16472.86,1418.68,9264.09,15323.48,4649.15,975.40,917.37,745.28,16982.59,557.20,594.49,951.11,791.91,15476.50,249.44,192.50,682.79,744.98,911.01,787.51,15165.09,81.92
2009-11-30,RMA,cache,7,11281.60,1338.00,-5701.00,533.77,6742.94,0.00,1.00,795.83,1.11,0.37,3183.26,3183.26,924.17,9480.88,771.24,1070.37,5582.70,5582.70,1383.06,1140.57,938.77,16413.66,16135.72,16313.32,908.78,913.50,16325.80,1446.09,10284.37,15061.51,4592.48,925.79,916.29,758.08,18013.87,585.65,595.36,960.53,782.44,15028.34,285.16,193.05,762.85,776.92,923.69,792.08,14700.23,82.39
2009-12-01,RMA,cache,7,10059.50,1351.00,-5351.00,568.09,5913.97,0.00,0.00,799.96,1.16,0.46,3733.27,3733.27,901.74,9249.80,774.42,1077.86,6203.53,6203.53,1371.10,1444.11,995.37,16549.29,15929.70,16613.15,922.84,931.66,16134.82,1517.20,11323.83,15130.80,4686.10,902.22,883.00,771.95,19049.01,621.30,594.57,969.22,796.12,14626.12,334.96,193.13,861.94,781.71,938.23,796.65,14324.25,83.80
2009-12-02,RMA,cache,7,9797.70,1275.00,-6101.00,584.47,4664.23,0.00,0.00,787.83,1.19,0.52,4283.70,4283.70,896.01,9987.83,773.47,1102.77,6984.39,6984.39,1366.62,1814.35,1036.33,17075.99,15947.99,17226.14,939.67,950.94,16028.31,1630.69,12259.04,15813.46,5029.60,895.99,849.13,783.75,19983.66,659.14,593.49,979.28,823.54,14428.96,396.13,197.12,1013.01,778.54,1005.95,800.76,14337.02,85.18
2009-12-03,RMA,cache,7,9412.70,1231.00,-5701.00,658.01,4558.69,0.00,0.00,825.21,1.18,0.57,4534.97,4534.97,898.91,10703.15,773.43,1127.78,7410.94,7410.94,1369.55,2017.50,1065.33,17614.94,16282.57,17783.39,954.72,966.91,16118.09,1702.30,12630.57,16368.06,5543.28,898.12,838.83,791.46,20319.55,681.59,593.69,989.94,825.98,14499.97,430.90,202.93,1120.45,776.42,1080.92,801.13,14582.05,86.16
2009-12-04,RMA,cache,7,9290.60,1257.00,-4161.00,750.61,5908.99,0.00,0.00,827.17,1.12,0.57,4377.91,4377.91,902.30,11117.16,778.96,1141.25,7144.90,7144.90,1369.03,1939.24,1077.53,17831.07,16653.48,17947.77,965.05,977.40,16305.78,1678.03,12256.95,16592.53,6020.72,900.67,836.52,796.85,19896.18,683.44,596.27,997.31,796.64,14644.14,418.13,202.46,1132.84,776.69,1108.37,805.82,14772.11,86.29
2009-12-05,RMA,cache,7,9335.70,1272.00,-4164.00,861.15,5860.55,0.00,0.00,800.17,1.15,0.51,4232.46,4232.46,910.07,11549.34,787.30,1146.67,6840.89,6840.89,1367.18,1815.77,1080.89,17852.75,16886.66,17841.68,976.64,989.37,16492.17,1647.50,12008.73,16707.09,6321.00,908.00,834.90,800.75,19687.89,674.96,599.17,1000.74,778.65,14798.25,398.42,197.79,1078.32,777.70,1084.90,823.64,14923.12,85.48
2009-12-06,RMA,cache,7,9548.00,1267.00,-4168.00,882.77,6048.23,0.00,0.00,789.54,1.21,0.43,4346.02,4346.02,923.41,12075.28,794.62,1155.55,7075.54,7075.54,1370.79,1893.95,1090.17,17956.10,17043.65,17899.59,989.44,1002.21,16652.35,1673.73,12319.30,16904.43,6568.86,921.11,836.18,803.64,20080.65,673.96,600.94,1001.21,785.26,14995.08,413.25,194.53,1080.66,779.61,1089.16,822.05,15112.23,85.76
2009-12-07,RMA,cache,7,9376.40,1260.00,-4161.00,765.50,5991.90,0.00,0.00,756.04,1.25,0.34,4281.71,4281.71,935.60,12390.42,800.92,1161.34,6971.25,6971.25,1374.73,1786.86,1094.99,17979.01,17174.36,17965.63,998.94,1011.23,16786.24,1656.03,12175.83,16982.37,6844.23,932.72,842.98,810.35,19973.17,671.06,603.30,1001.10,768.99,15136.85,382.75,194.92,1035.46,781.15,1094.72,805.18,15237.86,85.76
2009-12-08,RMA,cache,7,9089.30,1270.00,-4181.00,408.92,6063.38,0.00,0.00,778.38,1.19,0.26,3947.33,3947.33,945.42,12444.49,801.80,1160.99,6411.03,6411.03,1371.05,1478.39,1093.03,17806.90,17245.43,17826.98,1005.11,1016.72,16869.26,1586.66,11331.71,16838.18,7064.58,941.94,852.51,819.79,19142.51,662.82,607.41,1002.59,729.24,15094.83,332.43,198.15,953.88,783.92,1080.46,786.64,15241.55,85.46
2009-12-09,RMA,cache,7,10025.40,1312.00,-4050.00,374.31,7230.09,0.00,0.00,777.38,1.07,0.21,3266.60,3266.60,947.01,12294.48,791.97,1149.36,5209.85,5209.85,1355.08,1031.25,1077.35,17411.93,17201.36,17386.36,1004.23,1015.36,16885.39,1443.94,9651.84,16451.07,7141.63,943.03,860.02,821.72,17345.77,651.14,614.44,1006.12,648.19,14948.77,277.91,200.33,833.73,788.82,1027.91,773.46,15135.98,83.88
2009-12-10,RMA,cache,7,10634.80,1270.00,-4063.00,344.13,7804.67,0.00,0.00,785.67,1.12,0.21,3023.54,3023.54,954.34,12459.61,780.18,1137.77,4699.49,4699.49,1341.42,910.82,1062.69,17050.16,17042.42,16905.17,1007.89,1018.29,16855.58,1400.23,9114.99,16234.37,7146.39,950.43,866.10,816.22,16911.32,634.31,619.45,1009.04,629.20,14806.56,268.15,198.76,736.99,791.44,951.69,780.56,15120.31,82.31
2009-12-11,RMA,cache,7,10248.70,1244.00,-4143.00,122.54,7508.16,0.00,0.00,819.88,1.19,0.25,3180.29,3180.29,966.09,12792.16,777.43,1132.76,5014.87,5014.87,1334.20,1026.93,1052.84,16906.07,16843.34,16693.85,1013.06,1022.61,16779.88,1431.71,9668.59,16203.81,7208.30,962.88,873.95,808.69,17634.72,619.53,621.91,1011.04,662.85,14710.11,281.61,197.80,730.87,792.62,923.28,785.94,15183.73,82.29
2009-12-12,RMA,cache,7,9847.20,1267.00,-4375.00,-445.85,7489.05,0.00,0.00,812.67,1.30,0.29,3741.61,3741.61,972.99,13180.37,778.70,1138.88,6018.09,6018.09,1340.65,1384.79,1065.84,17153.54,16710.35,16913.61,1013.90,1023.11,16695.08,1546.69,11092.23,16442.54,7378.32,970.82,880.78,805.05,19176.85,622.44,622.17,1012.80,720.47,14640.17,331.09,200.70,831.81,796.48,948.97,800.86,15297.70,83.27
2009-12-13,RMA,cache,7,9707.50,1314.00,-4420.00,-1164.28,8124.78,0.00,0.00,823.54,1.36,0.34,4363.80,4363.80,970.66,13397.37,782.61,1157.45,7132.32,7132.32,1361.19,1772.47,1094.10,17695.69,16493.37,17621.79,1013.18,1023.11,16616.01,1680.05,12362.67,16867.08,7566.24,969.30,880.41,806.15,20463.09,645.21,622.52,1013.56,762.19,14088.00,383.02,199.65,993.09,800.18,1040.15,818.66,15408.78,85.46
2009-12-14,RMA,cache,7,10751.40,1386.00,-4888.00,-2341.27,10265.67,0.00,0.00,803.08,1.22,0.41,4101.48,4101.48,966.78,13171.87,792.46,1163.51,6602.88,6602.88,1367.31,1592.41,1093.25,17790.97,15822.17,17904.49,1014.53,1024.64,16370.59,1630.26,11557.83,16854.39,7658.85,965.51,883.40,814.15,19383.57,652.94,627.77,1016.51,711.25,12482.31,352.44,194.25,1011.37,799.86,1064.67,823.87,15282.76,86.00
2009-12-15,RMA,cache,7,13189.00,1395.00,-5930.00,-2319.39,11613.39,0.00,0.00,805.88,1.19,0.44,3650.56,3650.56,966.77,13000.51,804.21,1155.01,5621.70,5621.70,1360.49,1259.82,1079.21,17504.30,15367.97,17495.92,1014.49,1024.52,16061.73,1537.60,10505.88,16589.65,7512.99,965.65,885.57,829.10,18263.28,641.58,633.59,1020.52,661.92,11453.25,304.84,194.52,903.79,810.12,996.17,825.83,15088.93,84.28
2009-12-16,RMA,cache,7,14181.20,1394.00,-6455.00,-2165.61,11746.81,0.00,0.00,827.79,1.20,0.44,3450.90,3450.90,967.38,12967.71,810.11,1144.49,5164.66,5164.66,1350.35,1108.53,1064.55,17152.36,15193.49,16982.86,1011.86,1022.18,15783.71,1508.37,10090.47,16302.42,7232.65,966.80,886.06,841.45,17905.65,628.22,637.22,1023.75,651.12,11220.23,288.30,205.45,819.61,819.24,932.90,826.40,14941.73,83.52
2009-12-17,RMA,cache,7,14305.50,1420.00,-7343.00,-1739.94,10520.44,0.00,0.00,849.00,1.16,0.43,3202.54,3202.54,965.89,12902.68,811.88,1133.01,4665.65,4665.65,1336.33,954.02,1046.73,16759.09,15316.32,16466.62,1005.50,1016.04,15593.88,1466.35,9494.64,15960.76,6929.69,965.94,889.49,845.40,17266.02,616.21,640.59,1024.94,642.03,11692.61,272.73,217.07,756.11,820.85,889.39,833.62,14795.06,82.93
2009-12-18,RMA,cache,7,14138.30,1454.00,-7871.00,-602.44,8709.74,0.00,0.00,841.21,1.16,0.38,2961.22,2961.22,960.63,12904.81,814.33,1119.87,4215.53,4215.53,1321.41,813.41,1030.64,16378.66,15709.08,15928.13,996.00,1006.70,15583.46,1421.05,8960.67,15649.17,6671.56,961.09,891.01,843.87,16729.59,604.35,642.83,1024.12,640.84,12842.33,263.72,217.53,695.06,820.71,850.71,839.59,14695.72,81.76
2009-12-19,RMA,cache,7,13669.70,1456.00,-7526.00,801.98,7191.72,0.00,0.00,841.79,1.18,0.34,2795.32,2795.32,953.79,12951.81,819.82,1106.51,3947.04,3947.04,1306.19,731.85,1016.71,16036.06,15800.12,15458.54,986.30,997.31,15592.06,1389.03,8673.22,15379.46,6465.59,954.38,889.53,844.51,16475.27,596.20,643.76,1022.10,649.81,13780.05,261.69,212.00,645.42,817.99,815.43,846.71,14635.93,81.17
2009-12-20,RMA,cache,7,14397.90,1441.00,-7514.00,1361.10,7342.80,0.00,0.00,853.13,1.20,0.30,2724.49,2724.49,946.16,13009.02,824.68,1093.90,3861.94,3861.94,1291.15,698.44,1004.37,15762.58,15670.93,15126.84,977.20,988.91,15548.69,1377.87,8666.96,15167.77,6302.78,947.00,885.86,848.18,16539.27,593.96,643.21,1019.10,668.04,14227.61,260.67,213.23,605.67,814.42,779.57,844.86,14583.79,80.83
2009-12-21,RMA,cache,7,15473.70,1404.00,-7454.00,1536.30,8247.40,0.00,1.00,851.63,1.26,0.23,2773.26,2773.26,938.27,12937.64,826.62,1085.77,4072.98,4072.98,1281.81,676.25,999.46,15635.15,15502.05,15063.52,970.23,982.92,15479.85,1389.33,8904.31,15060.87,5707.84,939.36,881.97,852.43,16853.49,598.83,641.31,1015.79,701.16,14427.43,256.99,214.56,569.89,810.59,756.92,848.23,14541.81,80.92
2009-12-22,RMA,cache,7,14523.30,1376.00,-6963.00,1597.19,7720.11,0.00,1.00,871.63,1.21,0.16,2702.62,2702.62,935.27,11970.15,830.01,1081.51,4021.68,4021.68,1285.10,560.98,987.60,15511.30,15385.34,15228.46,969.16,981.85,15416.24,1353.42,8527.18,14797.97,4101.74,935.84,884.71,852.84,16286.34,602.37,640.96,1012.62,718.70,14509.98,245.89,209.19,532.75,805.87,771.63,853.45,14432.46,81.32
2009-12-23,RMA,cache,7,13290.20,1347.00,-6467.00,1482.84,7059.36,0.00,1.00,887.63,1.10,0.14,2267.38,2267.38,939.70,10191.45,839.55,1068.05,3068.16,3068.16,1278.63,409.33,946.13,15110.52,15264.34,14875.96,962.63,972.68,15352.06,1224.89,6931.63,14187.43,3517.47,938.90,892.48,852.44,14310.12,591.22,644.97,1010.19,646.63,14437.39,233.09,207.62,485.48,807.06,766.37,861.59,14175.57,79.94
2009-12-24,RMA,cache,7,13676.30,1325.00,-5900.00,1514.22,8044.08,0.00,1.00,909.50,1.14,0.12,2062.67,2062.67,937.83,8720.25,848.50,1048.30,2687.04,2687.04,1261.96,391.76,938.41,14632.01,15036.27,14325.64,945.46,954.76,15244.84,1178.36,6420.08,13537.40,2778.85,937.48,884.54,854.11,13857.41,578.67,645.38,1007.50,601.67,14211.67,230.59,212.76,423.27,809.35,725.18,877.95,13821.63,77.84
2009-12-25,RMA,cache,7,13146.10,1305.00,-7417.00,1551.41,5891.69,0.00,1.00,918.63,1.19,0.12,2109.79,2109.79,925.44,7712.94,852.91,1033.00,2950.05,2950.05,1246.00,430.20,937.57,14326.72,14709.81,14215.49,934.42,946.07,15079.06,1189.19,6842.92,13020.84,2489.95,926.42,870.20,859.06,14402.48,570.61,642.91,1004.32,628.67,13904.80,229.09,219.52,394.65,805.77,693.37,895.25,13425.32,77.68
2009-12-26,RMA,cache,7,13087.80,1280.00,-6546.00,1586.78,6626.02,0.00,1.00,921.13,1.25,0.16,2330.88,2330.88,908.92,6990.75,856.32,1025.74,3525.46,3525.46,1237.35,516.28,936.18,14239.42,14357.82,14398.25,928.59,939.28,14857.54,1222.24,7761.68,12726.85,2724.34,909.60,864.29,867.45,15486.09,576.27,639.89,1000.76,672.52,13528.31,231.45,222.43,456.77,807.58,707.16,910.90,12988.82,78.77
2009-12-27,RMA,cache,7,12743.50,1258.00,-6077.00,1290.25,7021.25,0.00,1.00,926.79,1.24,0.22,2555.30,2555.30,898.02,6329.03,860.03,1022.91,4005.31,4005.31,1233.83,611.43,933.90,14268.48,14060.82,14667.68,922.71,932.30,14622.51,1244.73,8457.35,12493.73,3144.82,897.95,852.04,879.12,16180.96,595.06,637.33,997.91,690.37,13095.06,237.86,217.67,530.89,804.24,730.76,918.35,12519.03,80.22
2009-12-28,RMA,cache,7,11807.40,1268.00,-6050.00,1310.68,6093.72,0.00,1.00,941.21,1.20,0.32,2670.67,2670.67,888.44,5833.22,866.40,1017.97,4204.73,4204.73,1225.54,715.58,929.64,14239.45,13798.66,14787.49,914.92,923.70,14368.62,1249.75,8724.56,12264.18,3414.96,888.41,842.59,892.40,16360.51,610.24,635.65,996.15,688.45,12537.91,248.51,211.19,589.34,803.99,744.89,923.14,11995.79,80.72
