datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,delta_cu,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_flow,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,oh4,rsl,vcu,mtz,god,gzl,frk,bac,hol
2013-10-24,SCHISM,suisun,1,7316.68,5802.97,1627.70,-2105.85,-292.64,7131.17,1.00,1.00,2.69,3.11,91.40,77.60,370.24,718.81,689.59,647.20,676.31,513.51,839.21,21485.29,12181.15,9856.52,3037.16,622.21,7153.19,2180.96,331.64,268.05,564.73,700.58,333.57,13379.60,1062.58,12367.52,9856.86,11816.05,1360.98,171.25,1625.47,7160.81,9856.52,412.68,513.51,647.20,14013.42,15282.55,14911.42,476.42,401.42,447.24
2013-10-25,SCHISM,suisun,1,7484.76,5954.97,2327.82,-2396.66,-483.77,7899.70,1.00,1.00,4.07,3.32,90.80,70.00,553.77,628.46,541.88,585.66,701.20,500.03,839.21,25247.02,14213.57,10247.35,4075.59,721.50,7112.04,2444.70,394.19,295.39,605.93,700.58,324.79,12118.29,1183.63,12388.43,9886.50,12033.92,1745.97,171.25,2199.77,7129.78,10246.15,366.49,500.03,585.66,16806.57,16216.12,17576.97,462.26,412.26,451.26
2013-10-26,SCHISM,suisun,1,6816.61,5321.87,2553.19,-2428.27,-580.81,7522.34,1.00,1.00,3.19,3.25,91.20,295.10,875.91,629.09,518.14,482.75,484.65,483.38,831.00,25008.48,15224.40,10462.31,3894.76,647.41,6580.09,2287.86,406.95,314.28,666.54,493.08,316.43,12045.93,1176.38,11825.03,10326.49,12133.16,1855.76,193.41,2386.52,6599.37,10460.94,357.52,483.38,482.75,17245.99,17506.95,19148.39,438.14,416.50,448.72
2013-10-27,SCHISM,suisun,1,5891.06,4441.90,2653.35,-2648.83,-602.95,6498.53,1.00,1.00,2.44,3.05,90.00,153.50,756.45,594.44,465.22,436.44,362.86,463.95,819.08,25512.15,16337.57,11045.58,4103.42,704.11,6530.26,2153.60,438.98,330.57,696.85,353.89,306.34,12133.33,1244.18,11488.78,10785.08,12045.76,1901.98,372.46,2356.24,6548.12,11045.24,372.03,463.95,436.44,17441.79,18272.34,19808.73,457.61,424.14,447.45
2013-10-28,SCHISM,suisun,1,7798.18,6298.46,2663.36,-2196.34,-548.41,8813.62,1.00,1.00,2.04,3.02,89.60,91.90,640.31,529.70,464.16,420.54,379.28,444.91,760.98,23710.43,15356.37,10206.48,3457.96,563.90,5576.67,1903.35,393.12,332.50,575.41,374.81,290.23,12075.86,1124.92,11489.97,11317.93,12076.70,1732.98,879.62,2235.62,5597.48,10204.59,378.00,444.91,420.54,16018.81,17331.28,18988.77,476.84,423.93,441.74
2013-10-29,SCHISM,suisun,1,8210.80,6532.47,2563.77,-1797.77,-580.44,9557.25,1.00,1.00,1.88,3.29,89.40,99.40,679.84,456.34,422.66,438.77,331.22,430.08,675.27,23951.10,15357.69,10353.60,3193.87,519.61,5478.84,1823.79,354.10,337.00,405.46,326.50,267.83,12035.78,1131.99,12038.99,11388.00,12024.45,1552.23,349.62,2005.53,5499.69,10351.37,378.00,430.08,438.77,16867.41,17237.34,19117.25,480.00,420.75,433.47
2013-10-30,SCHISM,suisun,1,8398.20,6787.91,2290.53,-2820.01,-669.07,8537.80,1.00,1.00,1.93,3.35,89.60,71.20,740.27,409.50,398.44,441.31,293.02,418.84,584.62,24169.95,15653.93,10508.06,3076.77,520.87,5458.72,1787.26,344.91,339.14,378.00,295.39,242.15,12012.44,1134.61,12139.75,11456.16,12210.88,1499.84,281.83,1911.37,5480.29,10505.49,378.00,418.84,441.31,17382.80,18068.41,19578.43,484.43,418.84,435.81
2013-10-31,SCHISM,suisun,1,8852.04,7260.00,1998.23,-4869.40,-694.18,6675.05,1.00,1.00,2.19,3.41,89.00,80.80,774.98,392.06,387.80,359.87,289.37,418.84,549.22,24940.70,16302.95,10858.55,3212.00,560.54,5890.22,1885.73,358.16,342.13,367.55,299.25,215.74,12109.84,1167.91,12467.68,11249.35,12435.31,1499.64,305.27,1850.27,5911.84,10856.33,388.87,418.84,359.87,18236.18,18790.38,20142.08,504.25,418.84,442.80
2013-11-01,SCHISM,suisun,1,9028.09,7498.53,1706.35,-3261.89,-1153.60,8626.16,1.00,1.00,2.49,3.26,89.00,156.20,1309.80,351.54,368.41,369.26,310.64,418.84,660.31,24455.93,15941.69,10406.59,2858.56,505.51,5583.73,1781.37,414.17,348.12,333.57,311.92,199.05,12276.73,1133.00,12172.87,11484.54,12436.66,1395.53,338.28,1678.59,5605.08,10404.02,398.44,418.84,369.26,17641.11,18074.90,19736.23,516.87,418.84,446.82
2013-11-02,SCHISM,suisun,1,9411.20,7966.94,1475.95,-3816.53,-1105.66,8176.28,1.00,1.00,2.82,3.02,88.80,391.80,1497.46,352.18,373.31,378.00,350.47,418.84,812.91,24716.26,15971.46,10421.85,2760.38,501.09,5687.18,1744.00,459.30,365.63,322.22,320.93,232.20,12283.99,1166.90,12175.23,10911.65,12466.16,1339.59,317.29,1567.09,5710.49,10418.42,416.50,418.84,378.00,17844.41,18214.61,19750.06,540.62,418.84,456.98
2013-11-03,SCHISM,suisun,1,10202.44,8712.20,1338.86,-3937.10,-901.58,8505.78,1.00,1.00,2.94,2.90,89.00,400.10,1301.68,379.49,386.52,378.00,392.91,418.84,624.71,23872.30,15434.12,10125.54,2340.22,468.18,5152.46,1564.72,452.75,371.39,315.79,354.10,330.79,12268.63,1151.37,12221.85,10697.72,12449.81,1258.04,332.93,1416.07,5174.14,10122.96,418.84,418.84,378.00,17337.80,17706.19,19325.27,546.49,422.66,482.11
2013-11-04,SCHISM,suisun,1,10036.08,8525.68,1251.72,-4948.42,-1002.36,7341.75,1.00,1.00,3.04,2.86,88.60,104.40,1106.76,395.25,405.46,378.00,447.45,418.84,409.92,23597.69,15192.67,10119.01,2238.14,443.22,4923.78,1493.09,455.28,371.39,316.43,388.23,352.39,12325.84,1145.72,12372.75,10569.03,12513.18,1194.10,337.00,1316.38,4947.18,10116.43,418.84,418.84,378.00,17271.92,17457.92,19212.26,514.98,442.16,523.60
